"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2014EJR-AT02","","","","","","","","","GHP2014EJR-AT02-00001","","","","1","0.06","1.59","0.76","19.15","50.29","3.16","4.19","3","72","43","34","30","34","30","3","7","3.17","1","66.47","5","38.07914098","5","5","2.84","5","4","4","15.2","2.9","21","18.1","39.1","115","0.211111111","0.06744186","0.157391304","3.833333333","3.382352941","2.4","2.117647059","0.603333333","0.532352941","0.7","0.617647059","62.60869565","46.2915601","88.23529412","6.892324518","14.90196078","16.88888889","17.74509804","20.11111111","20.58823529","23.33333333","6.7571809","7.658138353","38.33333333","43.44444444"
"","","GHP2014EJR-AT02","","","","","","","","","GHP2014EJR-AT02-00010","","","","1","12.09","1.95","0.87","13.91","50.5","3.27","4.13","1","64","119","34","30","34","30","6","3","2.33","2","61.59","3","27.54455446","6","7","8.3","8","1","1","16.8","7.7","43","24.5","67.5","183","0.2625","0.064705882","0.133879781","6.1","5.382352941","2.133333333","1.882352941","0.816666667","0.720588235","1.433333333","1.264705882","34.9726776","36.2962963","88.23529412","6.748415842","16.47058824","18.66666667","24.01960784","27.22222222","42.15686275","47.77777778","6.616093962","7.498239824","66.17647059","75"
"","","GHP2014EJR-AT02","","","","","","","","","GHP2014EJR-AT02-00011","","","","1","11.86","1.83","0.87","13.95","50.17","2.8","3.46","1","95","98","34","30","34","30","6","3","2.08","2","63.52","2","27.80546143","6","7","7.68","8","1","1","21.4","6.3","38","27.7","65.7","193","0.225263158","0.064285714","0.143523316","6.433333333","5.676470588","3.166666667","2.794117647","0.923333333","0.814705882","1.266666667","1.117647059","49.22279793","42.16133942","88.23529412","7.702112816","20.98039216","23.77777778","27.15686275","30.77777778","37.25490196","42.22222222","7.551090996","8.557903129","64.41176471","73"
"","","GHP2014EJR-AT02","","","","","","","","","GHP2014EJR-AT02-00012","","","","1","6.8","2.24","1.11","17.84","50.15","1.81","2.77","1","28","92","34","30","34","30","2","7","4.75","1","65.6","3","35.57328016","5","5","6.74","7","4","4","6.1","6.1","73","12.2","85.2","120","0.217857143","0.066304348","0.101666667","4","3.529411765","0.933333333","0.823529412","0.406666667","0.358823529","2.433333333","2.147058824","23.33333333","14.31924883","88.23529412","4.339940179","5.980392157","6.777777778","11.96078431","13.55555556","71.56862745","81.11111111","4.254843313","4.822155755","83.52941176","94.66666667"
"","","GHP2014EJR-AT02","","","","","","","","","GHP2014EJR-AT02-00013","","","","1","0","1.73","0.87","18.29","50.21","2.05","2.99","2","72","70","33","30","34","30","3","7","3.54","1","66.37","5","36.42700657","6","8","4.68","6","4","3","37.2","8.5","50","45.7","95.7","142","0.516666667","0.121428571","0.321830986","4.733333333","4.176470588","2.4","2.117647059","1.523333333","1.344117647","1.666666667","1.470588235","50.70422535","47.75339603","88.23529412","16.647142","36.47058824","41.33333333","44.80392157","50.77777778","49.01960784","55.55555556","16.32072745","18.49682445","93.82352941","106.3333333"
"","","GHP2014EJR-AT02","","","","","","","","","GHP2014EJR-AT02-00014","","","","2","0","1.72","0.89","18.54","50.33","1.82","2.71","1","72","75","34","30","34","30","5","3","4.22","2","68.17","2","36.83687661","7","8","5.3","6","4","5","26.4","5.6","45","32","77","147","0.366666667","0.074666667","0.217687075","4.9","4.323529412","2.4","2.117647059","1.066666667","0.941176471","1.5","1.323529412","48.97959184","41.55844156","88.23529412","11.78780052","25.88235294","29.33333333","31.37254902","35.55555556","44.11764706","50","11.55666717","13.09755613","75.49019608","85.55555556"
"","","GHP2014EJR-AT02","","","","","","","","","GHP2014EJR-AT02-00015","","","","2","0","1.97","0.94","15.23","50.01","2.44","3.54","1","162","207","34","30","34","30","4","8","4.59","2","64","3","30.45390922","7","8","5.67","8","3","3","42.2","13.4","50","55.6","105.6","369","0.260493827","0.0647343","0.150677507","12.3","10.85294118","5.4","4.764705882","1.853333333","1.635294118","1.666666667","1.470588235","43.90243902","52.65151515","88.23529412","16.93237353","41.37254902","46.88888889","54.50980392","61.77777778","49.01960784","55.55555556","16.6003662","18.81374836","103.5294118","117.3333333"
"","","GHP2014EJR-AT02","","","","","","","","","GHP2014EJR-AT02-00016","","","","1","1.41","1.79","0.89","16.91","50.7","1.79","2.34","2","4","100","34","30","34","18","5","3","3.69","1","66.74","3","33.3530572","4","2","5.76","7","5","3","1.4","4.8","64","6.2","70.2","104","0.35","0.048","0.059615385","3.466666667","3.058823529","0.133333333","0.117647059","0.206666667","0.182352941","2.133333333","1.882352941","3.846153846","8.831908832","88.23529412","2.067889546","1.37254902","1.555555556","6.078431373","6.888888889","62.74509804","71.11111111","2.027342693","2.297655052","68.82352941","78"
"","","GHP2014EJR-AT02","","","","","","","","","GHP2014EJR-AT02-00017","","","","2","34.91","2.72","1.41","9.59","50.18","3.5","5.47","1","126","120","34","30","34","30","7","6","3.3","3","46.43","5","19.11119968","5","8","22.87","6","5","4","40.4","7.5","23","47.9","70.9","246","0.320634921","0.0625","0.194715447","8.2","7.235294118","4.2","3.705882353","1.596666667","1.408823529","0.766666667","0.676470588","51.2195122","67.55994358","88.23529412","9.154264647","39.60784314","44.88888889","46.96078431","53.22222222","22.54901961","25.55555556","8.974769262","10.17140516","69.50980392","78.77777778"
"","","GHP2014EJR-AT02","","","","","","","","","GHP2014EJR-AT02-00018","","","","1","0","1.7","0.94","17.27","50.01","0.82","1.4","1","41","90","34","30","34","26","2","8","3.18","1","71.7","3","34.53309338","5","6","4.24","8","4","4","8.9","5.1","49","14","63","131","0.217073171","0.056666667","0.106870229","4.366666667","3.852941176","1.366666667","1.205882353","0.466666667","0.411764706","1.633333333","1.441176471","31.29770992","22.22222222","88.23529412","4.834633073","8.725490196","9.888888889","13.7254902","15.55555556","48.03921569","54.44444444","4.739836346","5.371814526","61.76470588","70"
"","","GHP2014EJR-AT02","","","","","","","","","GHP2014EJR-AT02-00019","","","","1","2.2","1.64","0.83","20.19","50.08","1.51","2.73","2","37","64","34","30","34","30","5","9","3.54","1","70.58","3","40.31549521","4","4","4.39","6","3","3","7.6","4.5","31","12.1","43.1","101","0.205405405","0.0703125","0.11980198","3.366666667","2.970588235","1.233333333","1.088235294","0.403333333","0.355882353","1.033333333","0.911764706","36.63366337","28.07424594","88.23529412","4.87817492","7.450980392","8.444444444","11.8627451","13.44444444","30.39215686","34.44444444","4.782524431","5.420194356","42.25490196","47.88888889"
"","","GHP2014EJR-AT02","","","","","","","","","GHP2014EJR-AT02-00002","","","","1","0","1.61","0.99","21.98","50.05","1.06","2.02","1","19","168","34","30","34","30","2","7","3.48","1","71.5","3","43.91608392","4","3","2.64","6","4","5","4.3","14.1","28.5","18.4","46.9","187","0.226315789","0.083928571","0.098395722","6.233333333","5.5","0.633333333","0.558823529","0.613333333","0.541176471","0.95","0.838235294","10.16042781","39.23240938","88.23529412","8.080559441","4.215686275","4.777777778","18.03921569","20.44444444","27.94117647","31.66666667","7.922117099","8.978399378","45.98039216","52.11111111"
"","","GHP2014EJR-AT02","","","","","","","","","GHP2014EJR-AT02-00020","","","","1","4.47","1.84","0.82","18.73","50.3","3.27","4.25","2","11","104","34","30","34","30","4","7","3.28","1","67.21","3","37.23658052","3","2","0.33","8","1","3","3","7.1","34","10.1","44.1","115","0.272727273","0.068269231","0.087826087","3.833333333","3.382352941","0.366666667","0.323529412","0.336666667","0.297058824","1.133333333","1","9.565217391","22.90249433","88.23529412","3.760894632","2.941176471","3.333333333","9.901960784","11.22222222","33.33333333","37.77777778","3.6871516","4.178771814","43.23529412","49"
"","","GHP2014EJR-AT02","","","","","","","","","GHP2014EJR-AT02-00021","","","","2","37.32","2.96","1.63","9.04","50.67","3.54","5.38","2","142","163","34","30","34","30","7","6","4.26","3","45.31","5","17.84093152","6","8","22.4","6","1","3","39.2","11.6","33","50.8","83.8","305","0.276056338","0.071165644","0.166557377","10.16666667","8.970588235","4.733333333","4.176470588","1.693333333","1.494117647","1.1","0.970588235","46.55737705","60.62052506","88.23529412","9.063193211","38.43137255","43.55555556","49.80392157","56.44444444","32.35294118","36.66666667","8.88548354","10.07021468","82.15686275","93.11111111"
"","","GHP2014EJR-AT02","","","","","","","","","GHP2014EJR-AT02-00022","","","","1","","","","","","","","3","0","84","34","30","34","17","5","3","","1","","3","","4","2","","7","1","1","0","4.9","79.4","4.9","84.3","84","","0.058333333","0.058333333","2.8","2.470588235","0","0","0.163333333","0.144117647","2.646666667","2.335294118","0","5.81257414","88.23529412","","0","0","4.803921569","5.444444444","77.84313725","88.22222222","","","82.64705882","93.66666667"
"","","GHP2014EJR-AT02","","","","","","","","","GHP2014EJR-AT02-00023","","","","2","3.61","1.72","0.85","17.98","50.64","1.5","2.54","1","35","72","34","30","34","30","5","9","3.43","1","69.72","3","35.50552923","4","5","4.14","6","1","1","8","4.7","52.8","12.7","65.5","107","0.228571429","0.065277778","0.118691589","3.566666667","3.147058824","1.166666667","1.029411765","0.423333333","0.373529412","1.76","1.552941176","32.71028037","19.38931298","88.23529412","4.509202212","7.843137255","8.888888889","12.45098039","14.11111111","51.76470588","58.66666667","4.420786482","5.01022468","64.21568627","72.77777778"
"","","GHP2014EJR-AT02","","","","","","","","","GHP2014EJR-AT02-00024","","","","1","0","1.84","0.95","17.36","50.87","1.23","2.22","1","43","86","34","30","34","30","5","3","4.24","2","70.48","2","34.12620405","7","8","4.88","6","4","4","19.6","8","35","27.6","62.6","129","0.455813953","0.093023256","0.213953488","4.3","3.794117647","1.433333333","1.264705882","0.92","0.811764706","1.166666667","1.029411765","33.33333333","44.08945687","88.23529412","9.418832318","19.21568627","21.77777778","27.05882353","30.66666667","34.31372549","38.88888889","9.234149331","10.46536924","61.37254902","69.55555556"
"","","GHP2014EJR-AT02","","","","","","","","","GHP2014EJR-AT02-00025","","","","1","0","1.46","0.65","17.31","50.38","2.8","3.51","1","80","25","34","30","34","30","3","7","2.6","1","66.93","5","34.35887257","7","8","4.8","6","3","3","31.4","3.7","52","35.1","87.1","105","0.3925","0.148","0.334285714","3.5","3.088235294","2.666666667","2.352941176","1.17","1.032352941","1.733333333","1.529411765","76.19047619","40.29850746","88.23529412","12.05996427","30.78431373","34.88888889","34.41176471","39","50.98039216","57.77777778","11.82349438","13.3999603","85.39215686","96.77777778"
"","","GHP2014EJR-AT02","","","","","","","","","GHP2014EJR-AT02-00026","","","","1","10.61","2.01","0.92","15.13","50.93","2","2.59","1","108","118","34","30","34","30","6","3","2.84","1","66.25","2","29.70744159","6","7","7.02","8","1","1","28.6","9.4","44.8","38","82.8","226","0.264814815","0.079661017","0.168141593","7.533333333","6.647058824","3.6","3.176470588","1.266666667","1.117647059","1.493333333","1.317647059","47.78761062","45.89371981","88.23529412","11.2888278","28.03921569","31.77777778","37.25490196","42.22222222","43.92156863","49.77777778","11.06747824","12.543142","81.17647059","92"
"","","GHP2014EJR-AT02","","","","","","","","","GHP2014EJR-AT02-00027","","","","2","0","1.58","0.95","15.31","50.56","1.83","2.79","2","205","131","34","30","34","30","4","8","3.61","2","68.21","2","30.28085443","6","7","2.33","8","3","1","50.9","10.5","45","61.4","106.4","336","0.248292683","0.080152672","0.182738095","11.2","9.882352941","6.833333333","6.029411765","2.046666667","1.805882353","1.5","1.323529412","61.01190476","57.70676692","88.23529412","18.59244462","49.90196078","56.55555556","60.19607843","68.22222222","44.11764706","50","18.22788688","20.6582718","104.3137255","118.2222222"
"","","GHP2014EJR-AT02","","","","","","","","","GHP2014EJR-AT02-00028","","","","1","0","1.87","1.03","17.6","50.82","1.44","2.43","1","38","103","34","30","34","29","2","7","3.8","1","67.17","3","34.63203463","5","5","4.9","8","3","3","10","8.4","60","18.4","78.4","141","0.263157895","0.081553398","0.130496454","4.7","4.147058824","1.266666667","1.117647059","0.613333333","0.541176471","2","1.764705882","26.95035461","23.46938776","88.23529412","6.372294372","9.803921569","11.11111111","18.03921569","20.44444444","58.82352941","66.66666667","6.247347424","7.08032708","76.8627451","87.11111111"
