"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2016OHW-AT01","","","","","","","","","GHP2016OHW-AT01-00001","","","","","","","","","","","","","0","0","30","22","30","0","","","","","","","","","6","3","4","0","0","11.6","0","11.6","0","","","","0","0","0","0","0","0","0.527272727","0.386666667","","0","73.33333333","","0","0","0","0","12.88888889","17.57575758","","","12.88888889","17.57575758"
"","","GHP2016OHW-AT01","","","","","","","","","GHP2016OHW-AT01-00010","","","","","","","","","","","","","0","0","11","9","30","0","","","","","","","","","6","5","3","0","0","3.6","0","3.6","0","","","","0","0","0","0","0","0","0.4","0.12","","0","30","","0","0","0","0","4","13.33333333","","","4","13.33333333"
"","","GHP2016OHW-AT01","","","","","","","","","GHP2016OHW-AT01-00011","","","","4","29.0793762","3.1144979","1.591166973","15.67","50.58","9.760731697","5.257487774","1","4","14","19","13","30","12","5.257487774","4","49.49897003","2","30.98062475","4","5","13.41401482","6","3","3","0.5","0.5","3.8","1","4.8","18","0.125","0.035714286","0.055555556","1.384615385","0.6","0.307692308","0.133333333","0.076923077","0.033333333","0.292307692","0.126666667","22.22222222","20.83333333","43.33333333","0.309806248","0.555555556","1.282051282","1.111111111","2.564102564","4.222222222","9.743589744","0.344229164","0.794374994","5.333333333","12.30769231"
"","","GHP2016OHW-AT01","","","","","","","","","GHP2016OHW-AT01-00012","","","","4","","","","","","","","1","","2","19","13","30","3","","3","","","","6","6","","7","3","3","","","7.8","","","","","","","","","","","","","0.6","0.26","","","43.33333333","","","","","","8.666666667","20","","","",""
"","","GHP2016OHW-AT01","","","","","","","","","GHP2016OHW-AT01-00013","","","","4","2.0672512","2.355611086","1.025863051","22.63","50.09","3.015872955","5.07760191","1","1","","29","15","30","2","5.07760191","2","65.41887665","2","45.17867838","5","5","8.842988014","6","3","4","","0.2","12.6","","","","","","","","","0.066666667","0.033333333","","","0.84","0.42","","","50","","","","","","14","28","","","",""
"","","GHP2016OHW-AT01","","","","","","","","","GHP2016OHW-AT01-00014","","","","","","","","","","","","","0","0","","0","30","0","","","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","0","","0","","0","","","","0",""
"","","GHP2016OHW-AT01","","","","","","","","","GHP2016OHW-AT01-00015","","","","4","28.7512093","3.02501893","1.561267018","15.99","50.42","10.14998817","5.204668045","1","9","14","28","14","30","14","5.204668045","3","49.16907883","3","31.71360571","4","5","13.39517975","5","3","4","0.9","0.4","2","1.3","3.3","23","0.1","0.028571429","0.056521739","1.642857143","0.766666667","0.642857143","0.3","0.092857143","0.043333333","0.142857143","0.066666667","39.13043478","39.39393939","46.66666667","0.412276874","1","2.142857143","1.444444444","3.095238095","2.222222222","4.761904762","0.458085416","0.981611605","3.666666667","7.857142857"
"","","GHP2016OHW-AT01","","","","","","","","","GHP2016OHW-AT01-00016","","","","","12.9779816","2.755780935","1.239338994","21.86","50.16","4.347980022","4.299742222","","6","7","11","7","30","7","4.299742222","","62.17329025","3","43.58054226","","","10.47950745","6","5","4","0.6","0.2","3.6","0.8","4.4","13","0.1","0.028571429","0.061538462","1.857142857","0.433333333","0.857142857","0.2","0.114285714","0.026666667","0.514285714","0.12","46.15384615","18.18181818","23.33333333","0.348644338","0.666666667","2.857142857","0.888888889","3.80952381","4","17.14285714","0.387382598","1.660211134","4.888888889","20.95238095"
"","","GHP2016OHW-AT01","","","","","","","","","GHP2016OHW-AT01-00017","","","","","","","","","","","","","0","0","4","4","30","0","","","","","","","","","5","5","4","0","0","0.8","0","0.8","0","","","","0","0","0","0","0","0","0.2","0.026666667","","0","13.33333333","","0","0","0","0","0.888888889","6.666666667","","","0.888888889","6.666666667"
"","","GHP2016OHW-AT01","","","","","","","","","GHP2016OHW-AT01-00018","","","","3","","","","","","","","1","","5","24","17","30","6","","3","","","","7","7","","7","3","4","","0.2","10.4","","","","","0.04","","","","","","","","0.611764706","0.346666667","","","56.66666667","","","","","","11.55555556","20.39215686","","","",""
