"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00278","","","","1","","","","","2","17","24","10","14","10","","1","","5","5","8","2.2","1.3","4","3.5","7.5","41","0.129411765","0.054166667","0.085365854","4.1","2.928571429","1.7","1.214285714","0.35","0.25","0.4","0.285714286","41.46341463","46.66666667","71.42857143","","","5.238095238","7.333333333","8.333333333","11.66666667","9.523809524","13.33333333","","","17.85714286","25"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00279","","","","1","","","","","3","7","10","7","14","7","","3","","3","5","8","0.7","0.9","2.3","1.6","3.9","17","0.1","0.09","0.094117647","2.428571429","1.214285714","1","0.5","0.228571429","0.114285714","0.328571429","0.164285714","41.17647059","41.02564103","50","","","1.666666667","3.333333333","3.80952381","7.619047619","5.476190476","10.95238095","","","9.285714286","18.57142857"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00028","","","","1","","","","","3","3","10","4","14","4","","1","","6","6","6","1.1","2.1","4.3","3.2","7.5","13","0.366666667","0.21","0.246153846","3.25","0.928571429","0.75","0.214285714","0.8","0.228571429","1.075","0.307142857","23.07692308","42.66666667","28.57142857","","","2.619047619","9.166666667","7.619047619","26.66666667","10.23809524","35.83333333","","","17.85714286","62.5"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00280","","","","2","","","","","3","12","65","7","14","7","","3","","2","6","6","8.1","6.9","2.1","15","17.1","77","0.675","0.106153846","0.194805195","11","5.5","1.714285714","0.857142857","2.142857143","1.071428571","0.3","0.15","15.58441558","87.71929825","50","","","19.28571429","38.57142857","35.71428571","71.42857143","5","10","","","40.71428571","81.42857143"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00281","","","","","","","","","","0","0","0","14","0","","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00282","","","","1","","","","","3","0","3","2","14","1","","3","","2","2","9","0","0.2","0.5","0.2","0.7","3","","0.066666667","0.066666667","1.5","0.214285714","0","0","0.1","0.014285714","0.25","0.035714286","0","28.57142857","14.28571429","","","0","0","0.476190476","3.333333333","1.19047619","8.333333333","","","1.666666667","11.66666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00283","","","","1","16.78","50.06","0.592902","2.433965","1","8","10","9","14","9","4","3","72.4676285","6","4","9","2.2","2","2.6","4.2","6.8","18","0.275","0.2","0.233333333","2","1.285714286","0.888888889","0.571428571","0.466666667","0.3","0.288888889","0.185714286","44.44444444","61.76470588","64.28571429","33.51977627","1.407830603","5.238095238","8.148148148","10","15.55555556","6.19047619","9.62962963","3.351977627","5.21418742","16.19047619","25.18518519"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00284","","","","1","","","","","1","0","2","7","14","1","","1","","1","4","9","0","0.1","5.5","0.1","5.6","2","","0.05","0.05","0.285714286","0.142857143","0","0","0.014285714","0.007142857","0.785714286","0.392857143","0","1.785714286","50","","","0","0","0.238095238","0.476190476","13.0952381","26.19047619","","","13.33333333","26.66666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00285","","","","1","18.04","50.63","0.832936","2.4286561","3","16","25","10","14","8","4","1","71.5172348","4","8","4","2.6","1.2","1.2","3.8","5","41","0.1625","0.048","0.092682927","4.1","2.928571429","1.6","1.142857143","0.38","0.271428571","0.12","0.085714286","39.02439024","76","71.42857143","35.63104879","1.353979854","6.19047619","8.666666667","9.047619048","12.66666667","2.857142857","4","3.223761557","4.513266179","11.9047619","16.66666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00286","","","","1","21.48","50.36","0.889422","3.0549991","1","14","12","10","14","10","5","1","71.7389069","6","9","3","3.8","0.5","3","4.3","7.3","26","0.271428571","0.041666667","0.165384615","2.6","1.857142857","1.4","1","0.43","0.307142857","0.3","0.214285714","53.84615385","58.90410959","71.42857143","42.65289913","1.834074662","9.047619048","12.66666667","10.23809524","14.33333333","7.142857143","10","4.366844434","6.113582208","17.38095238","24.33333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00287","","","","1","19.29","50.54","0.324589","2.092665","2","11","7","10","14","9","4","1","71.4266968","6","9","2","3.2","0.5","21.2","3.7","24.9","18","0.290909091","0.071428571","0.205555556","1.8","1.285714286","1.1","0.785714286","0.37","0.264285714","2.12","1.514285714","61.11111111","14.85943775","71.42857143","38.16778789","1.412208152","7.619047619","10.66666667","8.80952381","12.33333333","50.47619048","70.66666667","3.362400362","4.707360507","59.28571429","83"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00288","","","","1","","","","","1","10","5","10","14","10","","1","","3","3","9","1.2","0.2","18.3","1.4","19.7","15","0.12","0.04","0.093333333","1.5","1.071428571","1","0.714285714","0.14","0.1","1.83","1.307142857","66.66666667","7.106598985","71.42857143","","","2.857142857","4","3.333333333","4.666666667","43.57142857","61","","","46.9047619","65.66666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00289","","","","1","","","","","1","0","12","7","14","5","","1","","4","4","9","0","0.9","1.7","0.9","2.6","12","","0.075","0.075","1.714285714","0.857142857","0","0","0.128571429","0.064285714","0.242857143","0.121428571","0","34.61538462","50","","","0","0","2.142857143","4.285714286","4.047619048","8.095238095","","","6.19047619","12.38095238"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00029","","","","1","13.65","50.55","4.372313","6.8702521","3","2","5","5","14","5","6","1","62.2531013","4","5","6","1.2","1","2.3","2.2","4.5","7","0.6","0.2","0.314285714","1.4","0.5","0.4","0.142857143","0.44","0.157142857","0.46","0.164285714","28.57142857","48.88888889","35.71428571","27.00296736","0.594065282","2.857142857","8","5.238095238","14.66666667","5.476190476","15.33333333","1.414441147","3.960435213","10.71428571","30"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00290","","","","1","20.24","50.09","1.148519","2.897943","1","17","14","9","14","9","5","1","73.3252869","5","8","4","5","1","1.8","6","7.8","31","0.294117647","0.071428571","0.193548387","3.444444444","2.214285714","1.888888889","1.214285714","0.666666667","0.428571429","0.2","0.128571429","54.83870968","76.92307692","64.28571429","40.40726692","2.424436015","11.9047619","18.51851852","14.28571429","22.22222222","4.285714286","6.666666667","5.772466703","8.979392649","18.57142857","28.88888889"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00291","","","","1","17.12","50.5","2.812392","4.5226498","1","17","19","10","14","10","4","2","69.8871841","6","5","7","4.6","2.6","8.5","7.2","15.7","36","0.270588235","0.136842105","0.2","3.6","2.571428571","1.7","1.214285714","0.72","0.514285714","0.85","0.607142857","47.22222222","45.85987261","71.42857143","33.9009901","2.440871287","10.95238095","15.33333333","17.14285714","24","20.23809524","28.33333333","5.811598303","8.136237624","37.38095238","52.33333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00292","","","","1","","","","","1","0","4","1","14","1","","1","","2","1","9","0","0.2","4.8","0.2","5","4","","0.05","0.05","4","0.285714286","0","0","0.2","0.014285714","4.8","0.342857143","0","4","7.142857143","","","0","0","0.476190476","6.666666667","11.42857143","160","","","11.9047619","166.6666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00293","","","","1","","","","","1","5","29","7","14","7","","1","","5","6","6","2","2.5","0.2","4.5","4.7","34","0.4","0.086206897","0.132352941","4.857142857","2.428571429","0.714285714","0.357142857","0.642857143","0.321428571","0.028571429","0.014285714","14.70588235","95.74468085","50","","","4.761904762","9.523809524","10.71428571","21.42857143","0.476190476","0.952380952","","","11.19047619","22.38095238"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00294","","","","1","","","","","2","9","5","10","14","9","","2","","5","5","8","2.9","0.8","8.2","3.7","11.9","14","0.322222222","0.16","0.264285714","1.4","1","0.9","0.642857143","0.37","0.264285714","0.82","0.585714286","64.28571429","31.09243697","71.42857143","","","6.904761905","9.666666667","8.80952381","12.33333333","19.52380952","27.33333333","","","28.33333333","39.66666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00295","","","","1","18.18","50.78","1.4878711","3.32656","2","13","8","9","14","9","4","1","73.4697418","6","4","8","3.8","0.4","1.8","4.2","6","21","0.292307692","0.05","0.2","2.333333333","1.5","1.444444444","0.928571429","0.466666667","0.3","0.2","0.128571429","61.9047619","70","64.28571429","35.80149665","1.503662859","9.047619048","14.07407407","10","15.55555556","4.285714286","6.666666667","3.580149665","5.569121701","14.28571429","22.22222222"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00296","","","","1","14.96","50.82","2.8881011","4.7337389","3","5","22","9","14","9","6","3","66.932869","5","5","8","1.3","2.8","5.8","4.1","9.9","27","0.26","0.127272727","0.151851852","3","1.928571429","0.555555556","0.357142857","0.455555556","0.292857143","0.644444444","0.414285714","18.51851852","41.41414141","64.28571429","29.43722944","1.206926407","3.095238095","4.814814815","9.761904762","15.18518519","13.80952381","21.48148148","2.873634302","4.470097803","23.57142857","36.66666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00297","","","","3","","","","","3","7","15","10","14","9","","3","","4","5","8","1.6","1.7","3.7","3.3","7","22","0.228571429","0.113333333","0.15","2.2","1.571428571","0.7","0.5","0.33","0.235714286","0.37","0.264285714","31.81818182","47.14285714","71.42857143","","","3.80952381","5.333333333","7.857142857","11","8.80952381","12.33333333","","","16.66666667","23.33333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00298","","","","1","","","","","1","4","10","4","14","4","","2","","4","6","7","1.2","2.7","1.9","3.9","5.8","14","0.3","0.27","0.278571429","3.5","1","1","0.285714286","0.975","0.278571429","0.475","0.135714286","28.57142857","67.24137931","28.57142857","","","2.857142857","10","9.285714286","32.5","4.523809524","15.83333333","","","13.80952381","48.33333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00299","","","","1","","","","","1","2","17","4","14","4","","1","","6","7","6","0.6","1.4","3","2","5","19","0.3","0.082352941","0.105263158","4.75","1.357142857","0.5","0.142857143","0.5","0.142857143","0.75","0.214285714","10.52631579","40","28.57142857","","","1.428571429","5","4.761904762","16.66666667","7.142857143","25","","","11.9047619","41.66666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00003","","","","2","","","","","4","2","7","6","14","6","","4","","2","3","9","0.2","0.5","1.5","0.7","2.2","9","0.1","0.071428571","0.077777778","1.5","0.642857143","0.333333333","0.142857143","0.116666667","0.05","0.25","0.107142857","22.22222222","31.81818182","42.85714286","","","0.476190476","1.111111111","1.666666667","3.888888889","3.571428571","8.333333333","","","5.238095238","12.22222222"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00030","","","","","","","","","","0","0","2","14","0","","","","","1","9","0","0","1.4","0","1.4","0","","","","0","0","0","0","0","0","0.7","0.1","","0","14.28571429","","","0","0","0","0","3.333333333","23.33333333","","","3.333333333","23.33333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00300","","","","1","","","","","1","9","3","9","14","7","","2","","4","4","9","1.2","0.5","0.5","1.7","2.2","12","0.133333333","0.166666667","0.141666667","1.333333333","0.857142857","1","0.642857143","0.188888889","0.121428571","0.055555556","0.035714286","75","77.27272727","64.28571429","","","2.857142857","4.444444444","4.047619048","6.296296296","1.19047619","1.851851852","","","5.238095238","8.148148148"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00301","","","","1","17.77","50.48","1.504653","3.25613","1","35","17","10","14","10","5","1","68.3027115","7","9","3","19.2","2.8","0.9","22","22.9","52","0.548571429","0.164705882","0.423076923","5.2","3.714285714","3.5","2.5","2.2","1.571428571","0.09","0.064285714","67.30769231","96.069869","71.42857143","35.20206022","7.744453249","45.71428571","64","52.38095238","73.33333333","2.142857143","3","18.4391744","25.81484416","54.52380952","76.33333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00302","","","","1","","","","","2","0","4","3","14","2","","1","","2","1","9","0","0.2","4.3","0.2","4.5","4","","0.05","0.05","1.333333333","0.285714286","0","0","0.066666667","0.014285714","1.433333333","0.307142857","0","4.444444444","21.42857143","","","0","0","0.476190476","2.222222222","10.23809524","47.77777778","","","10.71428571","50"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00303","","","","2","","","","","3","7","6","7","14","7","","3","","3","2","9","0.9","0.6","2.1","1.5","3.6","13","0.128571429","0.1","0.115384615","1.857142857","0.928571429","1","0.5","0.214285714","0.107142857","0.3","0.15","53.84615385","41.66666667","50","","","2.142857143","4.285714286","3.571428571","7.142857143","5","10","","","8.571428571","17.14285714"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00304","","","","1","","","","","3","3","8","7","14","7","","1","","2","4","8","0.2","0.4","1.8","0.6","2.4","11","0.066666667","0.05","0.054545455","1.571428571","0.785714286","0.428571429","0.214285714","0.085714286","0.042857143","0.257142857","0.128571429","27.27272727","25","50","","","0.476190476","0.952380952","1.428571429","2.857142857","4.285714286","8.571428571","","","5.714285714","11.42857143"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00305","","","","2","","","","","3","3","11","8","14","7","","3","","3","4","9","0.3","1","2.2","1.3","3.5","14","0.1","0.090909091","0.092857143","1.75","1","0.375","0.214285714","0.1625","0.092857143","0.275","0.157142857","21.42857143","37.14285714","57.14285714","","","0.714285714","1.25","3.095238095","5.416666667","5.238095238","9.166666667","","","8.333333333","14.58333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00306","","","","2","","","","","3","5","26","9","14","9","","3","","6","6","5","1.8","3.4","2.4","5.2","7.6","31","0.36","0.130769231","0.167741935","3.444444444","2.214285714","0.555555556","0.357142857","0.577777778","0.371428571","0.266666667","0.171428571","16.12903226","68.42105263","64.28571429","","","4.285714286","6.666666667","12.38095238","19.25925926","5.714285714","8.888888889","","","18.0952381","28.14814815"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00307","","","","2","","","","","3","2","26","7","14","7","","3","","6","6","6","0.5","5.4","1.9","5.9","7.8","28","0.25","0.207692308","0.210714286","4","2","0.285714286","0.142857143","0.842857143","0.421428571","0.271428571","0.135714286","7.142857143","75.64102564","50","","","1.19047619","2.380952381","14.04761905","28.0952381","4.523809524","9.047619048","","","18.57142857","37.14285714"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00308","","","","1","","","","","1","0","1","3","14","1","","1","","1","6","5","0","0.2","10.5","0.2","10.7","1","","0.2","0.2","0.333333333","0.071428571","0","0","0.066666667","0.014285714","3.5","0.75","0","1.869158879","21.42857143","","","0","0","0.476190476","2.222222222","25","116.6666667","","","25.47619048","118.8888889"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00309","","","","2","","","","","2","0","9","2","14","2","","2","","4","5","7","0","1.6","1.1","1.6","2.7","9","","0.177777778","0.177777778","4.5","0.642857143","0","0","0.8","0.114285714","0.55","0.078571429","0","59.25925926","14.28571429","","","0","0","3.80952381","26.66666667","2.619047619","18.33333333","","","6.428571429","45"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00031","","","","1","","","","","1","0","5","3","14","1","","1","","2","2","9","0","0.2","1","0.2","1.2","5","","0.04","0.04","1.666666667","0.357142857","0","0","0.066666667","0.014285714","0.333333333","0.071428571","0","16.66666667","21.42857143","","","0","0","0.476190476","2.222222222","2.380952381","11.11111111","","","2.857142857","13.33333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00310","","","","1","","","","","1","10","7","8","14","6","","1","","6","7","4","2.1","0.9","21.4","3","24.4","17","0.21","0.128571429","0.176470588","2.125","1.214285714","1.25","0.714285714","0.375","0.214285714","2.675","1.528571429","58.82352941","12.29508197","57.14285714","","","5","8.75","7.142857143","12.5","50.95238095","89.16666667","","","58.0952381","101.6666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00311","","","","2","","","","","2","14","55","10","14","10","","1","","6","6","6","1.5","2.8","3.3","4.3","7.6","69","0.107142857","0.050909091","0.062318841","6.9","4.928571429","1.4","1","0.43","0.307142857","0.33","0.235714286","20.28985507","56.57894737","71.42857143","","","3.571428571","5","10.23809524","14.33333333","7.857142857","11","","","18.0952381","25.33333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00312","","","","1","17.27","50.42","3.4372001","6.246182","1","2","7","10","14","6","5","2","66.8614349","5","4","9","0.4","1.5","5.4","1.9","7.3","9","0.2","0.214285714","0.211111111","0.9","0.642857143","0.2","0.142857143","0.19","0.135714286","0.54","0.385714286","22.22222222","26.02739726","71.42857143","34.25228084","0.650793336","0.952380952","1.333333333","4.523809524","6.333333333","12.85714286","18","1.549507943","2.16931112","17.38095238","24.33333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00313","","","","1","","","","","1","9","15","10","14","10","","1","","5","4","9","1.1","1.9","1.7","3","4.7","24","0.122222222","0.126666667","0.125","2.4","1.714285714","0.9","0.642857143","0.3","0.214285714","0.17","0.121428571","37.5","63.82978723","71.42857143","","","2.619047619","3.666666667","7.142857143","10","4.047619048","5.666666667","","","11.19047619","15.66666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00314","","","","1","17.54","50.83","1.134493","2.856178","3","14","12","10","14","10","4","1","73.3780594","6","4","7","4.2","1.4","4.7","5.6","10.3","26","0.3","0.116666667","0.215384615","2.6","1.857142857","1.4","1","0.56","0.4","0.47","0.335714286","53.84615385","54.36893204","71.42857143","34.5071808","1.932402125","10","14","13.33333333","18.66666667","11.19047619","15.66666667","4.60095744","6.441340416","24.52380952","34.33333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00315","","","","2","14.42","50.8","4.3304191","7.46841","3","11","16","9","14","9","7","3","59.7001801","4","3","9","2.3","1.4","35.4","3.7","39.1","27","0.209090909","0.0875","0.137037037","3","1.928571429","1.222222222","0.785714286","0.411111111","0.264285714","3.933333333","2.528571429","40.74074074","9.462915601","64.28571429","28.38582677","1.050275591","5.476190476","8.518518519","8.80952381","13.7037037","84.28571429","131.1111111","2.500656168","3.889909595","93.0952381","144.8148148"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00316","","","","1","19.73","50.74","1.427702","3.459038","2","16","3","7","14","7","3","3","67.4854126","7","9","5","10.4","1.1","1","11.5","12.5","19","0.65","0.366666667","0.605263158","2.714285714","1.357142857","2.285714286","1.142857143","1.642857143","0.821428571","0.142857143","0.071428571","84.21052632","92","50","38.88450926","4.471718565","24.76190476","49.52380952","27.38095238","54.76190476","2.380952381","4.761904762","10.64694896","21.29389793","29.76190476","59.52380952"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00317","","","","1","","","","","2","0","34","10","14","10","","1","","3","4","8","0","2.3","1.3","2.3","3.6","34","","0.067647059","0.067647059","3.4","2.428571429","0","0","0.23","0.164285714","0.13","0.092857143","0","63.88888889","71.42857143","","","0","0","5.476190476","7.666666667","3.095238095","4.333333333","","","8.571428571","12"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00318","","","","1","","","","","3","4","16","7","14","7","","3","","3","6","7","0.6","0.9","9.8","1.5","11.3","20","0.15","0.05625","0.075","2.857142857","1.428571429","0.571428571","0.285714286","0.214285714","0.107142857","1.4","0.7","20","13.27433628","50","","","1.428571429","2.857142857","3.571428571","7.142857143","23.33333333","46.66666667","","","26.9047619","53.80952381"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00319","","","","1","15.89","50.27","1.065585","2.6636269","4","6","44","9","14","9","7","4","66.0867615","4","8","5","1.8","8.1","2","9.9","11.9","50","0.3","0.184090909","0.198","5.555555556","3.571428571","0.666666667","0.428571429","1.1","0.707142857","0.222222222","0.142857143","12","83.19327731","64.28571429","31.60930973","3.129321663","4.285714286","6.666666667","23.57142857","36.66666667","4.761904762","7.407407407","7.450765864","11.59008023","28.33333333","44.07407407"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00032","","","","1","","","","","1","6","9","10","14","10","","2","","4","5","7","1.4","1.1","9.4","2.5","11.9","15","0.233333333","0.122222222","0.166666667","1.5","1.071428571","0.6","0.428571429","0.25","0.178571429","0.94","0.671428571","40","21.00840336","71.42857143","","","3.333333333","4.666666667","5.952380952","8.333333333","22.38095238","31.33333333","","","28.33333333","39.66666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00320","","","","1","","","","","2","7","9","8","14","8","","2","","3","4","9","0.8","0.5","2.9","1.3","4.2","16","0.114285714","0.055555556","0.08125","2","1.142857143","0.875","0.5","0.1625","0.092857143","0.3625","0.207142857","43.75","30.95238095","57.14285714","","","1.904761905","3.333333333","3.095238095","5.416666667","6.904761905","12.08333333","","","10","17.5"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00321","","","","","","","","","","0","0","0","14","0","","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00322","","","","1","","","","","1","10","10","10","14","10","","1","","6","8","5","1.9","1.2","8.9","3.1","12","20","0.19","0.12","0.155","2","1.428571429","1","0.714285714","0.31","0.221428571","0.89","0.635714286","50","25.83333333","71.42857143","","","4.523809524","6.333333333","7.380952381","10.33333333","21.19047619","29.66666667","","","28.57142857","40"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00323","","","","1","","","","","1","5","23","10","14","10","","3","","4","3","9","1","1.8","2.3","2.8","5.1","28","0.2","0.07826087","0.1","2.8","2","0.5","0.357142857","0.28","0.2","0.23","0.164285714","17.85714286","54.90196078","71.42857143","","","2.380952381","3.333333333","6.666666667","9.333333333","5.476190476","7.666666667","","","12.14285714","17"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00324","","","","1","","","","","1","7","9","10","14","10","","3","","6","3","9","2.6","1.4","3.5","4","7.5","16","0.371428571","0.155555556","0.25","1.6","1.142857143","0.7","0.5","0.4","0.285714286","0.35","0.25","43.75","53.33333333","71.42857143","","","6.19047619","8.666666667","9.523809524","13.33333333","8.333333333","11.66666667","","","17.85714286","25"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00325","","","","2","13.26","50.11","1.598173","3.529912","3","4","37","9","14","9","6","3","66.2532425","7","7","6","1.2","11.2","7.8","12.4","20.2","41","0.3","0.302702703","0.302439024","4.555555556","2.928571429","0.444444444","0.285714286","1.377777778","0.885714286","0.866666667","0.557142857","9.756097561","61.38613861","64.28571429","26.46178408","3.281261225","2.857142857","4.444444444","29.52380952","45.92592593","18.57142857","28.88888889","7.812526727","12.15281935","48.0952381","74.81481481"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00326","","","","1","","","","","1","7","5","7","14","7","","1","","4","4","9","0.9","0.8","2.1","1.7","3.8","12","0.128571429","0.16","0.141666667","1.714285714","0.857142857","1","0.5","0.242857143","0.121428571","0.3","0.15","58.33333333","44.73684211","50","","","2.142857143","4.285714286","4.047619048","8.095238095","5","10","","","9.047619048","18.0952381"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00033","","","","4","","","","","3","2","20","4","14","4","","4","","4","5","6","0.9","1.4","2.9","2.3","5.2","22","0.45","0.07","0.104545455","5.5","1.571428571","0.5","0.142857143","0.575","0.164285714","0.725","0.207142857","9.090909091","44.23076923","28.57142857","","","2.142857143","7.5","5.476190476","19.16666667","6.904761905","24.16666667","","","12.38095238","43.33333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00034","","","","4","","","","","3","0","17","9","14","8","","3","","3","3","9","0","1.4","1.3","1.4","2.7","17","","0.082352941","0.082352941","1.888888889","1.214285714","0","0","0.155555556","0.1","0.144444444","0.092857143","0","51.85185185","64.28571429","","","0","0","3.333333333","5.185185185","3.095238095","4.814814815","","","6.428571429","10"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00035","","","","1","","","","","5","9","25","10","14","10","","5","","4","6","5","1.7","5.2","13.9","6.9","20.8","34","0.188888889","0.208","0.202941176","3.4","2.428571429","0.9","0.642857143","0.69","0.492857143","1.39","0.992857143","26.47058824","33.17307692","71.42857143","","","4.047619048","5.666666667","16.42857143","23","33.0952381","46.33333333","","","49.52380952","69.33333333"
