"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2015TON-ST02","","","","","","","","","GHP2015TON-ST02-00014","","","","43","73","31","29","34","29","2","7","6","7","2","2","6.9","2.7","12.25","9.6","21.85","116","0.160465116","0.036986301","0.082758621","4","3.411764706","1.482758621","1.264705882","0.331034483","0.282352941","0.422413793","0.360294118","37.06896552","43.93592677","85.29411765","6.764705882","7.931034483","9.411764706","11.03448276","12.00980392","14.08045977","21.42156863","25.11494253"
"","","GHP2015TON-ST02","","","","","","","","","GHP2015TON-ST02-00015","","","","44","92","32","24","34","24","3","6","4","7","4","3","5.8","4.7","12.9","10.5","23.4","136","0.131818182","0.051086957","0.077205882","5.666666667","4","1.833333333","1.294117647","0.4375","0.308823529","0.5375","0.379411765","32.35294118","44.87179487","70.58823529","5.68627451","8.055555556","10.29411765","14.58333333","12.64705882","17.91666667","22.94117647","32.5"
"","","GHP2015TON-ST02","","","","","","","","","GHP2015TON-ST02-00016","","","","27","87","32","30","34","30","5","5","6","8","1","1","4.9","11.9","12.3","16.8","29.1","114","0.181481481","0.136781609","0.147368421","3.8","3.352941176","0.9","0.794117647","0.56","0.494117647","0.41","0.361764706","23.68421053","57.73195876","88.23529412","4.803921569","5.444444444","16.47058824","18.66666667","12.05882353","13.66666667","28.52941176","32.33333333"
"","","GHP2015TON-ST02","","","","","","","","","GHP2015TON-ST02-00017","","","","37","88","28","28","34","28","3","6","6","7","2","1","6.3","4.45","9.35","10.75","20.1","125","0.17027027","0.050568182","0.086","4.464285714","3.676470588","1.321428571","1.088235294","0.383928571","0.316176471","0.333928571","0.275","29.6","53.48258706","82.35294118","6.176470588","7.5","10.53921569","12.79761905","9.166666667","11.13095238","19.70588235","23.92857143"
"","","GHP2015TON-ST02","","","","","","","","","GHP2015TON-ST02-00018","","","","58","30","32","30","34","30","2","6","7","6","1","1","14","1.6","12.8","15.6","28.4","88","0.24137931","0.053333333","0.177272727","2.933333333","2.588235294","1.933333333","1.705882353","0.52","0.458823529","0.426666667","0.376470588","65.90909091","54.92957746","88.23529412","13.7254902","15.55555556","15.29411765","17.33333333","12.54901961","14.22222222","27.84313725","31.55555556"
"","","GHP2015TON-ST02","","","","","","","","","GHP2015TON-ST02-00019","","","","24","95","33","27","34","27","5","6","6","8","1","3","4.7","10.7","14.9","15.4","30.3","119","0.195833333","0.112631579","0.129411765","4.407407407","3.5","0.888888889","0.705882353","0.57037037","0.452941176","0.551851852","0.438235294","20.16806723","50.82508251","79.41176471","4.607843137","5.802469136","15.09803922","19.01234568","14.60784314","18.39506173","29.70588235","37.40740741"
"","","GHP2015TON-ST02","","","","","","","","","GHP2015TON-ST02-00020","","","","75","88","32","27","34","27","3","7","5","8","4","3","11.35","3.3","17.65","14.65","32.3","163","0.151333333","0.0375","0.089877301","6.037037037","4.794117647","2.777777778","2.205882353","0.542592593","0.430882353","0.653703704","0.519117647","46.01226994","45.35603715","79.41176471","11.12745098","14.01234568","14.3627451","18.08641975","17.30392157","21.79012346","31.66666667","39.87654321"
"","","GHP2015TON-ST02","","","","","","","","","GHP2015TON-ST02-00021","","","","42","110","28","28","34","28","4","6","6","7","1","1","7.6","12.25","15.15","19.85","35","152","0.180952381","0.111363636","0.130592105","5.428571429","4.470588235","1.5","1.235294118","0.708928571","0.583823529","0.541071429","0.445588235","27.63157895","56.71428571","82.35294118","7.450980392","9.047619048","19.46078431","23.63095238","14.85294118","18.03571429","34.31372549","41.66666667"
"","","GHP2015TON-ST02","","","","","","","","","GHP2015TON-ST02-00022","","","","38","27","34","28","34","28","2","7","7","7","3","3","10.45","1.9","9.15","12.35","21.5","65","0.275","0.07037037","0.19","2.321428571","1.911764706","1.357142857","1.117647059","0.441071429","0.363235294","0.326785714","0.269117647","58.46153846","57.44186047","82.35294118","10.24509804","12.44047619","12.10784314","14.70238095","8.970588235","10.89285714","21.07843137","25.5952381"
"","","GHP2015TON-ST02","","","","","","","","","GHP2015TON-ST02-00023","","","","65","79","32","27","34","27","2","6","6","6","3","1","12.7","2.7","11.9","15.4","27.3","144","0.195384615","0.034177215","0.106944444","5.333333333","4.235294118","2.407407407","1.911764706","0.57037037","0.452941176","0.440740741","0.35","45.13888889","56.41025641","79.41176471","12.45098039","15.67901235","15.09803922","19.01234568","11.66666667","14.69135802","26.76470588","33.7037037"
"","","GHP2015TON-ST02","","","","","","","","","GHP2015TON-ST02-00024","","","","49","43","28","23","34","23","2","7","5","7","1","3","9.3","1.8","10.3","11.1","21.4","92","0.189795918","0.041860465","0.120652174","4","2.705882353","2.130434783","1.441176471","0.482608696","0.326470588","0.447826087","0.302941176","53.26086957","51.86915888","67.64705882","9.117647059","13.47826087","10.88235294","16.08695652","10.09803922","14.92753623","20.98039216","31.01449275"
