"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Biomass yield in tons per ha|CO_331:0001003","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Total foliage yield in tons per ha|CO_331:0000684","Content of fructose in dry weight basis in boiled storage roots measuring g per 100g|CO_331:0001046","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in boiled storage roots measuring g per 100g|CO_331:0001048","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Harvest index computing percent|CO_331:0000302","Content of maltose in dry weight basis in boiled storage roots measuring g per 100g|CO_331:0001052","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in boiled storage roots measuring percentage|CO_331:2000027","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Percentage of commercial storage root|CO_331:0000682","Storage root size estimating 1-9|CO_331:0000184","Commercial storage root yield tons per ha|CO_331:0000809","Content of sucrose in dry weight basis in boiled storage roots measuring g per 100g|CO_331:0001050","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Total storage root weight per NET plot in kg|CO_331:0000237","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage roots yield computation tons per ha|CO_331:0000296","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2018WAG-AT01","","","","","","","","","GHP2018WAG-AT01-00028","","","","","","18.04444444","","","9","","","","","50.12315271","","","37","42","30","30","30","30","","","","","","","","3","46.83544304","3","7.288888889","","","79","2.633333333","8.14","7","1","1","6.56","1.58","8.1","9.044444444","16.24","0.177297297","0.037619048","0.103037975","2.633333333","1.233333333","1.233333333","0.271333333","0.271333333","0.27","0.27","100","","7.288888889","9.044444444","9","","","18.04444444"
"","","GHP2018WAG-AT01","","","","","","","","","GHP2018WAG-AT01-00029","","","","3","26.3714256","7.488888889","1.806581","0.99563","2.666666667","0.961655","1.374463","4.7303119","2.930752","64.39169139","14.2753353","1","46","58","30","25","30","25","6","4","2.4476571","1","50.6499863","67.8234634","26.24113475","1","44.23076923","3","2.711111111","20.627739","12.3904438","104","4.16","4.34","7","1","1","2.44","1.9","2.4","4.822222222","6.74","0.053043478","0.032758621","0.041730769","3.466666667","1.84","1.533333333","0.1736","0.144666667","0.096","0.08","83.33333333","1.138865248","3.253333333","5.786666667","3.2","1.265405831","1.518486998","8.986666667"
"","","GHP2018WAG-AT01","","","","","","","","","GHP2018WAG-AT01-00003","","","","1","35.8710022","16.73333333","2.3090849","1.341374","4.466666667","1.424095","3.3862669","5.399188","6.252491","73.30677291","3.7348859","1","52","55","25","20","30","20","7","6","3.479111","3","49.7965775","53.618","21.69660679","3","48.59813084","3","10.44444444","23.8414154","18.5407753","107","5.35","11.04","7","1","1","9.4","1.64","4.02","12.26666667","15.06","0.180769231","0.029818182","0.10317757","3.566666667","2.6","1.733333333","0.552","0.368","0.201","0.134","66.66666667","2.39530539","15.66666667","18.4","6.7","2.661450433","3.992175649","25.1"
"","","GHP2018WAG-AT01","","","","","","","","","GHP2018WAG-AT01-00030","","","","","","19.77777778","","","6.444444444","","","","","67.41573034","","","57","74","30","30","30","30","","","","","","","","3","43.51145038","3","10.77777778","","","131","4.366666667","12","7","1","1","9.7","2.3","5.8","13.33333333","17.8","0.170175439","0.031081081","0.091603053","4.366666667","1.9","1.9","0.4","0.4","0.193333333","0.193333333","100","","10.77777778","13.33333333","6.444444444","","","19.77777778"
"","","GHP2018WAG-AT01","","","","","","","","","GHP2018WAG-AT01-00031","","","","3","32.2391548","10.71111111","1.79459","0.973616","3.333333333","0","3.273026","3.2692521","5.8517141","68.87966805","18.9038544","5","26","18","24","18","30","18","9","8","2.081249","5","55.695713","65.6315384","25.61802233","5","59.09090909","3","6.4","15.177597","12.3064966","44","2.444444444","6.64","7","1","1","5.76","0.88","3","7.377777778","9.64","0.221538462","0.048888889","0.150909091","1.466666667","1.444444444","0.866666667","0.368888889","0.221333333","0.166666667","0.1","60","1.701036683","10.66666667","12.2962963","5.555555556","1.890040759","3.150067931","17.85185185"
"","","GHP2018WAG-AT01","","","","","","","","","GHP2018WAG-AT01-00032","","","","","","11.04444444","","","4.533333333","","","","","58.95372233","","","29","40","26","26","30","24","","","","","","","","1","42.02898551","3","4.6","","","69","2.653846154","5.86","8","1","1","4.14","1.72","4.08","6.511111111","9.94","0.142758621","0.043","0.084927536","2.3","1.115384615","0.966666667","0.225384615","0.195333333","0.156923077","0.136","86.66666667","","5.307692308","7.512820513","5.230769231","","","12.74358974"
"","","GHP2018WAG-AT01","","","","","","","","","GHP2018WAG-AT01-00033","","","","1","41.413311","14.44444444","1.7527111","0.661036","3.111111111","0","1.043869","3.4493041","2.528259","78.46153846","15.2566605","3","82","22","30","22","30","22","9","9","1.94873","1","55.8527336","67.8197403","27.56","5","78.84615385","3","10.22222222","12.2655411","14.1159687","104","4.727272727","10.2","8","1","1","9.2","1","2.8","11.33333333","13","0.112195122","0.045454545","0.098076923","3.466666667","3.727272727","2.733333333","0.463636364","0.34","0.127272727","0.093333333","73.33333333","2.81112","13.93939394","15.45454545","4.242424242","3.123466667","4.259272727","19.6969697"
"","","GHP2018WAG-AT01","","","","","","","","","GHP2018WAG-AT01-00034","","","","","","9.422222222","","","6.488888889","","","","","31.13207547","","","7","34","20","20","30","20","","","","","","","","3","17.07317073","5","1.577777778","","","41","2.05","2.64","7","","","1.42","1.22","5.84","2.933333333","8.48","0.202857143","0.035882353","0.064390244","1.366666667","0.35","0.233333333","0.132","0.088","0.292","0.194666667","66.66666667","","2.366666667","4.4","9.733333333","","","14.13333333"
"","","GHP2018WAG-AT01","","","","","","","","","GHP2018WAG-AT01-00035","","","","","","8.911111111","","","4.711111111","","","","","47.13216958","","","19","32","24","24","30","24","","","","","","","","1","37.25490196","5","2.977777778","","","51","2.125","3.78","8","","","2.68","1.1","4.24","4.2","8.02","0.141052632","0.034375","0.074117647","1.7","0.791666667","0.633333333","0.1575","0.126","0.176666667","0.141333333","80","","3.722222222","5.25","5.888888889","","","11.13888889"
"","","GHP2018WAG-AT01","","","","","","","","","GHP2018WAG-AT01-00036","","","","1","1.4666424","6.066666667","1.84253","0.943741","3.511111111","0.554432","1.081447","2.5210159","2.2528811","42.12454212","0","1","10","28","30","20","30","10","5","6","2.5945401","1","61.9595718","68.8022995","25.55752911","1","26.31578947","5","1.555555556","15.4438629","11.3118477","38","1.9","2.3","6","1","2","1.4","0.9","3.16","2.555555556","5.46","0.14","0.032142857","0.060526316","1.266666667","0.5","0.333333333","0.115","0.076666667","0.158","0.105333333","66.66666667","0.58782317","2.333333333","3.833333333","5.266666667","0.653136855","0.979705283","9.1"
"","","GHP2018WAG-AT01","","","","","","","","","GHP2018WAG-AT01-00037","","","","3","16.6736641","23.26666667","1.79182","0.980417","13.53333333","0.737453","1.444571","3.1821361","3.4123089","41.83381089","2.3614731","1","32","122","30","30","30","30","6","9","2.967319","1","60.4964523","67.9219131","28.42588893","1","20.77922078","3","5.622222222","16.2524185","12.784358","154","5.133333333","8.76","8","1","1","5.06","3.7","12.18","9.733333333","20.94","0.158125","0.030327869","0.056883117","5.133333333","1.066666667","1.066666667","0.292","0.292","0.406","0.406","100","2.49010787","5.622222222","9.733333333","13.53333333","2.766786523","2.766786523","23.26666667"
"","","GHP2018WAG-AT01","","","","","","","","","GHP2018WAG-AT01-00038","","","","","","12.84444444","","","5.866666667","","","","","54.32525952","","","21","15","20","20","30","20","","","","","","","","1","58.33333333","3","6.377777778","","","36","1.8","6.28","","","","5.74","0.54","5.28","6.977777778","11.56","0.273333333","0.036","0.174444444","1.2","1.05","0.7","0.314","0.209333333","0.264","0.176","66.66666667","","9.566666667","10.46666667","8.8","","","19.26666667"
"","","GHP2018WAG-AT01","","","","","","","","","GHP2018WAG-AT01-00039","","","","5","0","9.6","1.566273","0.90794","4.488888889","0.65485","1.022491","1.6889991","2.6922591","53.24074074","0.087425","1","17","43","30","30","30","26","4","","2.2791581","3","67.4766998","73.316658","33.85167464","5","28.33333333","5","3.577777778","12.4621353","10.2344112","60","2","4.6","6","1","2","3.22","1.38","4.04","5.111111111","8.64","0.189411765","0.032093023","0.076666667","2","0.566666667","0.566666667","0.153333333","0.153333333","0.134666667","0.134666667","100","1.557177033","3.577777778","5.111111111","4.488888889","1.730196704","1.730196704","9.6"
"","","GHP2018WAG-AT01","","","","","","","","","GHP2018WAG-AT01-00004","","","","3","0","13.6","1.507225","0.72171","3.533333333","0.997931","0.859258","2.6277289","2.1675129","74.01960784","6.4114232","1","52","51","30","25","30","25","5","7","2.210917","1","59.3744926","72.9897919","27.42354587","5","50.48543689","5","8.511111111","15.087265","12.2231884","103","4.12","9.06","6","1","1","7.66","1.4","3.18","10.06666667","12.24","0.147307692","0.02745098","0.087961165","3.433333333","2.08","1.733333333","0.3624","0.302","0.1272","0.106","83.33333333","2.484573256","10.21333333","12.08","4.24","2.760636951","3.312764341","16.32"
"","","GHP2018WAG-AT01","","","","","","","","","GHP2018WAG-AT01-00005","","","","3","45.3880196","13.63333333","1.596418","0.700741","2.5","0","1.297116","4.4925089","3.0871291","81.66259169","9.4789085","1","63","35","24","22","30","22","9","9","2.6251161","1","58.7828751","69.575943","34.23762376","1","64.28571429","5","9.777777778","4.9229808","12.7188892","98","4.454545455","10.02","7","1","2","8.8","1.22","2.25","11.13333333","12.27","0.13968254","0.034857143","0.102244898","3.266666667","2.863636364","2.1","0.455454545","0.334","0.102272727","0.075","73.33333333","3.430609901","13.33333333","15.18181818","3.409090909","3.811788779","5.197893789","18.59090909"
"","","GHP2018WAG-AT01","","","","","","","","","GHP2018WAG-AT01-00006","","","","1","0","22.05555556","1.3874151","0.757226","8.666666667","0.432529","1.090565","1.71644","2.600204","60.70528967","6.600616","1","52","17","30","18","30","18","3","2","2.673733","1","66.2271957","73.8477554","31.78275082","3","75.36231884","3","12.58888889","16.2266998","10.369359","69","3.833333333","12.05","7","1","1","11.33","0.72","7.8","13.38888889","19.85","0.217884615","0.042352941","0.174637681","2.3","2.888888889","1.733333333","0.669444444","0.401666667","0.433333333","0.26","60","3.829821474","20.98148148","22.31481481","14.44444444","4.255357193","7.092261989","36.75925926"
"","","GHP2018WAG-AT01","","","","","","","","","GHP2018WAG-AT01-00007","","","","3","31.2423477","17.04444444","1.8821501","0.77989","3.888888889","1.008829","1.821973","4.7754359","3.170476","77.18383312","10.9545479","1","60","30","30","26","30","26","7","8","2.4805679","1","50.8888702","63.3033142","26.72955975","1","66.66666667","3","11.2","22.3100281","16.8552914","90","3.461538462","11.84","8","1","1","10.08","1.76","3.5","13.15555556","15.34","0.168","0.058666667","0.131555556","3","2.307692308","2","0.455384615","0.394666667","0.134615385","0.116666667","86.66666667","3.164779874","12.92307692","15.17948718","4.487179487","3.516422083","4.057410095","19.66666667"
"","","GHP2018WAG-AT01","","","","","","","","","GHP2018WAG-AT01-00008","","","","1","17.1141548","17.04444444","1.755631","0.879849","7.666666667","0.807808","1.547953","3.368335","3.425041","55.01955671","2.5236471","1","37","72","30","20","30","20","6","9","2.5864561","1","59.6067696","67.6622009","28.42438638","3","33.94495413","3","7.044444444","16.2421112","12.1381569","109","5.45","8.44","8","1","1","6.34","2.1","6.9","9.377777778","15.34","0.171351351","0.029166667","0.077431193","3.633333333","1.85","1.233333333","0.422","0.281333333","0.345","0.23","66.66666667","2.39901821","10.56666667","14.06666667","11.5","2.665575789","3.998363684","25.56666667"
"","","GHP2018WAG-AT01","","","","","","","","","GHP2018WAG-AT01-00009","","","","1","18.9276772","25.84444444","1.818036","0.957737","5.333333333","0","2.388104","3.141355","4.4757409","79.36371453","17.4849682","5","40","47","30","14","30","14","9","9","2.4056449","5","56.6164398","68.5563583","29.3409629","5","45.97701149","3","18.02222222","15.6361542","13.5839577","87","6.214285714","18.46","7","1","1","16.22","2.24","4.8","20.51111111","23.26","0.4055","0.047659574","0.212183908","2.9","2.857142857","1.333333333","1.318571429","0.615333333","0.342857143","0.16","46.66666667","5.416341751","38.61904762","43.95238095","11.42857143","6.018157501","12.89605179","55.38095238"
