"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01903","","","","7","1","3","3","3","2","0","5","1","7","9","7","1","0","0.26","0.26","0.26","0.52","5","","0.052","0.052","1.666666667","0","0.086666667","0.086666667","0","50","0","2.888888889","2.888888889","5.777777778","1.666666667","0","0.086666667","0.086666667","100","0","2.888888889","2.888888889","5.777777778"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01904","","","","7","1","3","2","2","2","1","4","1","7","7","7","1","0.14","0.12","0.2","0.26","0.46","5","0.14","0.03","0.052","2.5","0.5","0.13","0.1","20","56.52173913","2.333333333","4.333333333","3.333333333","7.666666667","1.666666667","0.333333333","0.086666667","0.066666667","66.66666667","1.555555556","2.888888889","2.222222222","5.111111111"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01905","","","","","","3","3","2","0","0","0","","","","5","1","0","0","0.02","0","0.02","0","","","","0","0","0","0.01","","0","0","0","0.333333333","0.333333333","0","0","0","0.006666667","66.66666667","0","0","0.222222222","0.222222222"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01906","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01907","","","","5","1","3","3","3","3","4","0","1","5","5","","7","0.6","0","0.18","0.6","0.78","4","0.15","","0.15","1.333333333","1.333333333","0.2","0.06","100","76.92307692","6.666666667","6.666666667","2","8.666666667","1.333333333","1.333333333","0.2","0.06","100","6.666666667","6.666666667","2","8.666666667"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01908","","","","3","1","3","2","2","1","1","0","1","5","5","6","1","0.22","0","0.16","0.22","0.38","1","0.22","","0.22","0.5","0.5","0.11","0.08","100","57.89473684","3.666666667","3.666666667","2.666666667","6.333333333","0.333333333","0.333333333","0.073333333","0.053333333","66.66666667","2.444444444","2.444444444","1.777777778","4.222222222"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01909","","","","1","9","3","3","3","2","0","2","1","1","5","7","1","0","0.18","0.36","0.18","0.54","2","","0.09","0.09","0.666666667","0","0.06","0.12","0","33.33333333","0","2","4","6","0.666666667","0","0.06","0.12","100","0","2","4","6"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01910","","","","1","9","3","3","3","3","0","7","1","7","5","7","1","0","0.36","0.76","0.36","1.12","7","","0.051428571","0.051428571","2.333333333","0","0.12","0.253333333","0","32.14285714","0","4","8.444444444","12.44444444","2.333333333","0","0.12","0.253333333","100","0","4","8.444444444","12.44444444"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01911","","","","1","5","3","3","3","3","1","8","1","5","5","7","1","0.12","0.08","0.3","0.2","0.5","9","0.12","0.01","0.022222222","3","0.333333333","0.066666667","0.1","11.11111111","40","1.333333333","2.222222222","3.333333333","5.555555556","3","0.333333333","0.066666667","0.1","100","1.333333333","2.222222222","3.333333333","5.555555556"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01912","","","","1","9","3","3","3","3","1","6","1","5","5","7","1","0.16","0.16","0.24","0.32","0.56","7","0.16","0.026666667","0.045714286","2.333333333","0.333333333","0.106666667","0.08","14.28571429","57.14285714","1.777777778","3.555555556","2.666666667","6.222222222","2.333333333","0.333333333","0.106666667","0.08","100","1.777777778","3.555555556","2.666666667","6.222222222"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01913","","","","1","3","3","3","3","3","0","6","1","5","7","6","1","0","0.26","0.24","0.26","0.5","6","","0.043333333","0.043333333","2","0","0.086666667","0.08","0","52","0","2.888888889","2.666666667","5.555555556","2","0","0.086666667","0.08","100","0","2.888888889","2.666666667","5.555555556"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01914","","","","","","3","2","1","0","0","0","","","","3","5","0","0","0.1","0","0.1","0","","","","0","0","0","0.1","","0","0","0","3.333333333","3.333333333","0","0","0","0.033333333","33.33333333","0","0","1.111111111","1.111111111"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01915","","","","7","1","3","3","2","1","1","0","1","7","5","7","1","0.12","0","0.06","0.12","0.18","1","0.12","","0.12","0.5","0.5","0.06","0.03","100","66.66666667","2","2","1","3","0.333333333","0.333333333","0.04","0.02","66.66666667","1.333333333","1.333333333","0.666666667","2"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01916","","","","","","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01917","","","","3","1","3","2","2","1","0","1","1","9","9","6","1","0","0.03","0.18","0.03","0.21","1","","0.03","0.03","0.5","0","0.015","0.09","0","14.28571429","0","0.5","3","3.5","0.333333333","0","0.01","0.06","66.66666667","0","0.333333333","2","2.333333333"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01918","","","","1","1","3","3","3","3","2","8","1","7","7","7","1","0.24","0.44","0.4","0.68","1.08","10","0.12","0.055","0.068","3.333333333","0.666666667","0.226666667","0.133333333","20","62.96296296","2.666666667","7.555555556","4.444444444","12","3.333333333","0.666666667","0.226666667","0.133333333","100","2.666666667","7.555555556","4.444444444","12"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01919","","","","","","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01920","","","","","","3","3","2","","","","1","1","9","7","1","","","0.52","","","","","","","","","","0.26","","","","","8.666666667","","","","","0.173333333","66.66666667","","","5.777777778",""
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01921","","","","5","1","3","3","3","1","4","2","1","7","5","6","1","0.46","0.14","0.28","0.6","0.88","6","0.115","0.07","0.1","2","1.333333333","0.2","0.093333333","66.66666667","68.18181818","5.111111111","6.666666667","3.111111111","9.777777778","2","1.333333333","0.2","0.093333333","100","5.111111111","6.666666667","3.111111111","9.777777778"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01922","","","","","","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01923","","","","5","1","3","3","3","3","6","4","1","3","3","8","1","0.94","0.34","1.58","1.28","2.86","10","0.156666667","0.085","0.128","3.333333333","2","0.426666667","0.526666667","60","44.75524476","10.44444444","14.22222222","17.55555556","31.77777778","3.333333333","2","0.426666667","0.526666667","100","10.44444444","14.22222222","17.55555556","31.77777778"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01924","","","","5","1","3","3","3","3","5","4","5","1","3","8","1","0.76","0.2","1.2","0.96","2.16","9","0.152","0.05","0.106666667","3","1.666666667","0.32","0.4","55.55555556","44.44444444","8.444444444","10.66666667","13.33333333","24","3","1.666666667","0.32","0.4","100","8.444444444","10.66666667","13.33333333","24"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01925","","","","9","1","3","3","3","1","1","0","1","1","3","6","1","0.24","0","0.12","0.24","0.36","1","0.24","","0.24","0.333333333","0.333333333","0.08","0.04","100","66.66666667","2.666666667","2.666666667","1.333333333","4","0.333333333","0.333333333","0.08","0.04","100","2.666666667","2.666666667","1.333333333","4"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01926","","","","9","1","3","3","3","2","0","5","1","5","5","6","1","0","0.24","0.16","0.24","0.4","5","","0.048","0.048","1.666666667","0","0.08","0.053333333","0","60","0","2.666666667","1.777777778","4.444444444","1.666666667","0","0.08","0.053333333","100","0","2.666666667","1.777777778","4.444444444"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01927","","","","1","1","3","3","2","2","1","4","1","7","5","6","1","0.1","0.04","0.16","0.14","0.3","5","0.1","0.01","0.028","2.5","0.5","0.07","0.08","20","46.66666667","1.666666667","2.333333333","2.666666667","5","1.666666667","0.333333333","0.046666667","0.053333333","66.66666667","1.111111111","1.555555556","1.777777778","3.333333333"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01928","","","","1","1","3","3","3","3","0","11","1","1","5","7","1","0","0.44","0.24","0.44","0.68","11","","0.04","0.04","3.666666667","0","0.146666667","0.08","0","64.70588235","0","4.888888889","2.666666667","7.555555556","3.666666667","0","0.146666667","0.08","100","0","4.888888889","2.666666667","7.555555556"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01929","","","","1","5","3","3","3","3","0","9","1","7","5","6","1","0","0.3","0.16","0.3","0.46","9","","0.033333333","0.033333333","3","0","0.1","0.053333333","0","65.2173913","0","3.333333333","1.777777778","5.111111111","3","0","0.1","0.053333333","100","0","3.333333333","1.777777778","5.111111111"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01930","","","","1","5","3","3","3","3","1","6","1","7","5","7","1","0.1","0.1","0.24","0.2","0.44","7","0.1","0.016666667","0.028571429","2.333333333","0.333333333","0.066666667","0.08","14.28571429","45.45454545","1.111111111","2.222222222","2.666666667","4.888888889","2.333333333","0.333333333","0.066666667","0.08","100","1.111111111","2.222222222","2.666666667","4.888888889"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01931","","","","1","5","3","3","3","3","0","16","1","1","7","6","1","0","0.3","0.14","0.3","0.44","16","","0.01875","0.01875","5.333333333","0","0.1","0.046666667","0","68.18181818","0","3.333333333","1.555555556","4.888888889","5.333333333","0","0.1","0.046666667","100","0","3.333333333","1.555555556","4.888888889"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01932","","","","5","1","3","3","3","3","3","2","1","3","5","","7","0.5","0.12","0.22","0.62","0.84","5","0.166666667","0.06","0.124","1.666666667","1","0.206666667","0.073333333","60","73.80952381","5.555555556","6.888888889","2.444444444","9.333333333","1.666666667","1","0.206666667","0.073333333","100","5.555555556","6.888888889","2.444444444","9.333333333"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01933","","","","5","1","3","3","2","1","","2","1","3","9","5","1","0.03","","0.4","","","","","","","","","","0.2","","","0.5","","6.666666667","","","","","0.133333333","66.66666667","0.333333333","","4.444444444",""
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01934","","","","1","1","3","3","3","3","4","1","1","1","1","7","1","1.32","0.01","0.46","1.33","1.79","5","0.33","0.01","0.266","1.666666667","1.333333333","0.443333333","0.153333333","80","74.30167598","14.66666667","14.77777778","5.111111111","19.88888889","1.666666667","1.333333333","0.443333333","0.153333333","100","14.66666667","14.77777778","5.111111111","19.88888889"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01935","","","","9","1","3","1","1","1","2","0","1","1","3","6","1","0.4","0","0.1","0.4","0.5","2","0.2","","0.2","2","2","0.4","0.1","100","80","13.33333333","13.33333333","3.333333333","16.66666667","0.666666667","0.666666667","0.133333333","0.033333333","33.33333333","4.444444444","4.444444444","1.111111111","5.555555556"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01936","","","","5","1","3","3","2","1","1","0","1","7","9","6","1","0.18","0","0.1","0.18","0.28","1","0.18","","0.18","0.5","0.5","0.09","0.05","100","64.28571429","3","3","1.666666667","4.666666667","0.333333333","0.333333333","0.06","0.033333333","66.66666667","2","2","1.111111111","3.111111111"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01937","","","","","","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-02001","","","","1","5","3","3","3","2","2","2","1","3","5","7","1","0.26","0.16","0.28","0.42","0.7","4","0.13","0.08","0.105","1.333333333","0.666666667","0.14","0.093333333","50","60","2.888888889","4.666666667","3.111111111","7.777777778","1.333333333","0.666666667","0.14","0.093333333","100","2.888888889","4.666666667","3.111111111","7.777777778"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-02002","","","","1","1","3","3","3","3","4","5","1","3","5","","7","0.48","0.3","0.32","0.78","1.1","9","0.12","0.06","0.086666667","3","1.333333333","0.26","0.106666667","44.44444444","70.90909091","5.333333333","8.666666667","3.555555556","12.22222222","3","1.333333333","0.26","0.106666667","100","5.333333333","8.666666667","3.555555556","12.22222222"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-02003","","","","","","3","1","1","0","0","0","","","","","","0","0","","0","","0","","","","0","0","0","","","","0","0","","","0","0","0","","33.33333333","0","0","",""
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-02004","","","","9","3","3","3","3","3","4","2","1","5","5","7","1","1.04","0.1","0.42","1.14","1.56","6","0.26","0.05","0.19","2","1.333333333","0.38","0.14","66.66666667","73.07692308","11.55555556","12.66666667","4.666666667","17.33333333","2","1.333333333","0.38","0.14","100","11.55555556","12.66666667","4.666666667","17.33333333"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-02005","","","","9","1","3","2","2","1","1","0","1","5","5","5","1","0.16","0","0.22","0.16","0.38","1","0.16","","0.16","0.5","0.5","0.08","0.11","100","42.10526316","2.666666667","2.666666667","3.666666667","6.333333333","0.333333333","0.333333333","0.053333333","0.073333333","66.66666667","1.777777778","1.777777778","2.444444444","4.222222222"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-02006","","","","7","1","3","3","2","2","3","0","1","5","5","7","1","0.94","0","0.84","0.94","1.78","3","0.313333333","","0.313333333","1.5","1.5","0.47","0.42","100","52.80898876","15.66666667","15.66666667","14","29.66666667","1","1","0.313333333","0.28","66.66666667","10.44444444","10.44444444","9.333333333","19.77777778"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-02007","","","","","","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-02008","","","","1","1","3","3","3","3","3","7","1","5","5","7","1","0.36","0.3","0.44","0.66","1.1","10","0.12","0.042857143","0.066","3.333333333","1","0.22","0.146666667","30","60","4","7.333333333","4.888888889","12.22222222","3.333333333","1","0.22","0.146666667","100","4","7.333333333","4.888888889","12.22222222"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-02009","","","","1","3","3","3","3","2","1","4","1","5","5","6","1","0.1","0.12","0.16","0.22","0.38","5","0.1","0.03","0.044","1.666666667","0.333333333","0.073333333","0.053333333","20","57.89473684","1.111111111","2.444444444","1.777777778","4.222222222","1.666666667","0.333333333","0.073333333","0.053333333","100","1.111111111","2.444444444","1.777777778","4.222222222"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-02010","","","","1","5","3","3","3","3","4","2","1","1","3","8","1","0.62","0.1","0.32","0.72","1.04","6","0.155","0.05","0.12","2","1.333333333","0.24","0.106666667","66.66666667","69.23076923","6.888888889","8","3.555555556","11.55555556","2","1.333333333","0.24","0.106666667","100","6.888888889","8","3.555555556","11.55555556"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-02011","","","","1","1","3","3","3","3","4","3","1","1","1","7","1","1.02","0.16","0.34","1.18","1.52","7","0.255","0.053333333","0.168571429","2.333333333","1.333333333","0.393333333","0.113333333","57.14285714","77.63157895","11.33333333","13.11111111","3.777777778","16.88888889","2.333333333","1.333333333","0.393333333","0.113333333","100","11.33333333","13.11111111","3.777777778","16.88888889"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-02012","","","","1","1","3","2","2","2","2","3","1","5","3","7","1","0.34","0.18","0.22","0.52","0.74","5","0.17","0.06","0.104","2.5","1","0.26","0.11","40","70.27027027","5.666666667","8.666666667","3.666666667","12.33333333","1.666666667","0.666666667","0.173333333","0.073333333","66.66666667","3.777777778","5.777777778","2.444444444","8.222222222"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-02013","","","","5","1","3","2","2","2","4","2","1","5","3","7","1","0.78","0.02","0.2","0.8","1","6","0.195","0.01","0.133333333","3","2","0.4","0.1","66.66666667","80","13","13.33333333","3.333333333","16.66666667","2","1.333333333","0.266666667","0.066666667","66.66666667","8.666666667","8.888888889","2.222222222","11.11111111"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-02014","","","","7","1","3","2","2","2","2","2","1","5","5","6","1","0.22","0.1","0.12","0.32","0.44","4","0.11","0.05","0.08","2","1","0.16","0.06","50","72.72727273","3.666666667","5.333333333","2","7.333333333","1.333333333","0.666666667","0.106666667","0.04","66.66666667","2.444444444","3.555555556","1.333333333","4.888888889"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-02015","","","","3","1","3","3","3","3","2","2","1","7","3","8","1","0.15","0.16","0.76","0.31","1.07","4","0.075","0.08","0.0775","1.333333333","0.666666667","0.103333333","0.253333333","50","28.97196262","1.666666667","3.444444444","8.444444444","11.88888889","1.333333333","0.666666667","0.103333333","0.253333333","100","1.666666667","3.444444444","8.444444444","11.88888889"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-02016","","","","7","1","3","3","3","3","1","2","1","5","5","5","1","0.18","0.16","0.18","0.34","0.52","3","0.18","0.08","0.113333333","1","0.333333333","0.113333333","0.06","33.33333333","65.38461538","2","3.777777778","2","5.777777778","1","0.333333333","0.113333333","0.06","100","2","3.777777778","2","5.777777778"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-02017","","","","5","1","3","3","3","3","0","3","1","7","7","6","1","0","0.22","0.12","0.22","0.34","3","","0.073333333","0.073333333","1","0","0.073333333","0.04","0","64.70588235","0","2.444444444","1.333333333","3.777777778","1","0","0.073333333","0.04","100","0","2.444444444","1.333333333","3.777777778"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-02018","","","","9","3","3","3","2","2","2","0","5","5","5","6","1","0.32","0","0.08","0.32","0.4","2","0.16","","0.16","1","1","0.16","0.04","100","80","5.333333333","5.333333333","1.333333333","6.666666667","0.666666667","0.666666667","0.106666667","0.026666667","66.66666667","3.555555556","3.555555556","0.888888889","4.444444444"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-02019","","","","1","1","3","3","3","3","0","5","1","1","","8","1","0","0.28","1.02","0.28","1.3","5","","0.056","0.056","1.666666667","0","0.093333333","0.34","0","21.53846154","0","3.111111111","11.33333333","14.44444444","1.666666667","0","0.093333333","0.34","100","0","3.111111111","11.33333333","14.44444444"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-02020","","","","1","1","3","3","2","2","2","1","9","7","5","8","1","0.3","0.08","0.74","0.38","1.12","3","0.15","0.08","0.126666667","1.5","1","0.19","0.37","66.66666667","33.92857143","5","6.333333333","12.33333333","18.66666667","1","0.666666667","0.126666667","0.246666667","66.66666667","3.333333333","4.222222222","8.222222222","12.44444444"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-02021","","","","9","1","3","3","2","2","0","2","1","5","9","5","1","0","0.1","0.12","0.1","0.22","2","","0.05","0.05","1","0","0.05","0.06","0","45.45454545","0","1.666666667","2","3.666666667","0.666666667","0","0.033333333","0.04","66.66666667","0","1.111111111","1.333333333","2.444444444"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-02022","","","","1","1","3","3","3","1","1","0","1","5","7","7","1","0.14","0","0.22","0.14","0.36","1","0.14","","0.14","0.333333333","0.333333333","0.046666667","0.073333333","100","38.88888889","1.555555556","1.555555556","2.444444444","4","0.333333333","0.333333333","0.046666667","0.073333333","100","1.555555556","1.555555556","2.444444444","4"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-02023","","","","","","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-02024","","","","1","1","3","3","3","3","1","8","1","1","7","","6","0.1","0.18","0.1","0.28","0.38","9","0.1","0.0225","0.031111111","3","0.333333333","0.093333333","0.033333333","11.11111111","73.68421053","1.111111111","3.111111111","1.111111111","4.222222222","3","0.333333333","0.093333333","0.033333333","100","1.111111111","3.111111111","1.111111111","4.222222222"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-02025","","","","9","1","3","3","3","1","0","4","1","","7","6","1","0","0.16","0.26","0.16","0.42","4","","0.04","0.04","1.333333333","0","0.053333333","0.086666667","0","38.0952381","0","1.777777778","2.888888889","4.666666667","1.333333333","0","0.053333333","0.086666667","100","0","1.777777778","2.888888889","4.666666667"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-02026","","","","1","1","3","3","3","3","1","4","1","5","5","7","1","0.12","0.22","0.38","0.34","0.72","5","0.12","0.055","0.068","1.666666667","0.333333333","0.113333333","0.126666667","20","47.22222222","1.333333333","3.777777778","4.222222222","8","1.666666667","0.333333333","0.113333333","0.126666667","100","1.333333333","3.777777778","4.222222222","8"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-02027","","","","1","3","3","3","3","3","3","6","1","1","3","5","1","0.56","0.3","0.24","0.86","1.1","9","0.186666667","0.05","0.095555556","3","1","0.286666667","0.08","33.33333333","78.18181818","6.222222222","9.555555556","2.666666667","12.22222222","3","1","0.286666667","0.08","100","6.222222222","9.555555556","2.666666667","12.22222222"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-02028","","","","1","1","3","3","3","2","1","3","1","3","5","7","1","0.12","0.14","0.6","0.26","0.86","4","0.12","0.046666667","0.065","1.333333333","0.333333333","0.086666667","0.2","25","30.23255814","1.333333333","2.888888889","6.666666667","9.555555556","1.333333333","0.333333333","0.086666667","0.2","100","1.333333333","2.888888889","6.666666667","9.555555556"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-02029","","","","1","3","3","3","3","3","3","11","1","1","5","7","1","0.32","0.38","0.46","0.7","1.16","14","0.106666667","0.034545455","0.05","4.666666667","1","0.233333333","0.153333333","21.42857143","60.34482759","3.555555556","7.777777778","5.111111111","12.88888889","4.666666667","1","0.233333333","0.153333333","100","3.555555556","7.777777778","5.111111111","12.88888889"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-02030","","","","1","1","3","3","3","1","","","1","1","9","7","1","","","0.14","","","","","","","","","","0.046666667","","","","","1.555555556","","","","","0.046666667","100","","","1.555555556",""
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-02031","","","","3","1","3","3","2","2","0","2","1","7","7","7","1","0","0.08","0.82","0.08","0.9","2","","0.04","0.04","1","0","0.04","0.41","0","8.888888889","0","1.333333333","13.66666667","15","0.666666667","0","0.026666667","0.273333333","66.66666667","0","0.888888889","9.111111111","10"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-02032","","","","7","1","3","3","3","1","1","0","1","5","3","6","1","0.2","0","0.52","0.2","0.72","1","0.2","","0.2","0.333333333","0.333333333","0.066666667","0.173333333","100","27.77777778","2.222222222","2.222222222","5.777777778","8","0.333333333","0.333333333","0.066666667","0.173333333","100","2.222222222","2.222222222","5.777777778","8"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-02033","","","","3","1","3","3","3","2","2","3","1","5","7","7","1","0.24","0.14","0.36","0.38","0.74","5","0.12","0.046666667","0.076","1.666666667","0.666666667","0.126666667","0.12","40","51.35135135","2.666666667","4.222222222","4","8.222222222","1.666666667","0.666666667","0.126666667","0.12","100","2.666666667","4.222222222","4","8.222222222"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-02034","","","","5","1","3","1","1","1","1","0","1","5","7","5","1","0.1","0","0.04","0.1","0.14","1","0.1","","0.1","1","1","0.1","0.04","100","71.42857143","3.333333333","3.333333333","1.333333333","4.666666667","0.333333333","0.333333333","0.033333333","0.013333333","33.33333333","1.111111111","1.111111111","0.444444444","1.555555556"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-02035","","","","3","1","3","3","3","2","0","","1","1","7","6","1","0","","0.32","","","","","","","","0","","0.106666667","","","0","","3.555555556","","","0","","0.106666667","100","0","","3.555555556",""
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-02036","","","","3","1","3","3","2","1","0","","1","7","5","8","1","0","","1.62","","","","","","","","0","","0.81","","","0","","27","","","0","","0.54","66.66666667","0","","18",""
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-02037","","","","1","1","3","3","3","3","3","6","1","1","5","7","1","0.34","0.18","0.38","0.52","0.9","9","0.113333333","0.03","0.057777778","3","1","0.173333333","0.126666667","33.33333333","57.77777778","3.777777778","5.777777778","4.222222222","10","3","1","0.173333333","0.126666667","100","3.777777778","5.777777778","4.222222222","10"
