"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00826","","","","","","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00827","","","","1","1","3","3","3","3","4","4","1","7","5","7","1","0.86","0.34","0.3","1.2","1.5","8","0.215","0.085","0.15","2.666666667","1.333333333","0.4","0.1","50","80","9.555555556","13.33333333","3.333333333","16.66666667","2.666666667","1.333333333","0.4","0.1","100","9.555555556","13.33333333","3.333333333","16.66666667"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00828","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00829","","","","7","1","3","2","2","2","3","1","1","7","5","7","1","0.34","0.02","0.12","0.36","0.48","4","0.113333333","0.02","0.09","2","1.5","0.18","0.06","75","75","5.666666667","6","2","8","1.333333333","1","0.12","0.04","66.66666667","3.777777778","4","1.333333333","5.333333333"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00830","","","","","","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00831","","","","1","1","3","3","3","3","4","9","1","5","5","6","1","0.5","0.2","0.36","0.7","1.06","13","0.125","0.022222222","0.053846154","4.333333333","1.333333333","0.233333333","0.12","30.76923077","66.03773585","5.555555556","7.777777778","4","11.77777778","4.333333333","1.333333333","0.233333333","0.12","100","5.555555556","7.777777778","4","11.77777778"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00832","","","","1","1","3","3","3","3","2","8","1","5","5","8","1","0.38","0.24","0.22","0.62","0.84","10","0.19","0.03","0.062","3.333333333","0.666666667","0.206666667","0.073333333","20","73.80952381","4.222222222","6.888888889","2.444444444","9.333333333","3.333333333","0.666666667","0.206666667","0.073333333","100","4.222222222","6.888888889","2.444444444","9.333333333"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00833","","","","1","5","3","3","3","3","1","12","1","5","5","8","1","0.12","0.42","0.56","0.54","1.1","13","0.12","0.035","0.041538462","4.333333333","0.333333333","0.18","0.186666667","7.692307692","49.09090909","1.333333333","6","6.222222222","12.22222222","4.333333333","0.333333333","0.18","0.186666667","100","1.333333333","6","6.222222222","12.22222222"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00834","","","","1","1","3","3","3","3","3","3","1","5","3","7","1","0.38","0.08","0.42","0.46","0.88","6","0.126666667","0.026666667","0.076666667","2","1","0.153333333","0.14","50","52.27272727","4.222222222","5.111111111","4.666666667","9.777777778","2","1","0.153333333","0.14","100","4.222222222","5.111111111","4.666666667","9.777777778"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00835","","","","1","5","3","3","3","3","2","8","5","1","5","7","1","0.2","0.38","0.2","0.58","0.78","10","0.1","0.0475","0.058","3.333333333","0.666666667","0.193333333","0.066666667","20","74.35897436","2.222222222","6.444444444","2.222222222","8.666666667","3.333333333","0.666666667","0.193333333","0.066666667","100","2.222222222","6.444444444","2.222222222","8.666666667"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00836","","","","","","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00837","","","","","","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00901","","","","1","1","3","3","2","2","2","0","2","5","9","7","1","1.22","0","0.22","1.22","1.44","2","0.61","","0.61","1","1","0.61","0.11","100","84.72222222","20.33333333","20.33333333","3.666666667","24","0.666666667","0.666666667","0.406666667","0.073333333","66.66666667","13.55555556","13.55555556","2.444444444","16"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00902","","","","9","3","3","3","2","1","1","0","7","5","1","7","1","0.5","0","0.18","0.5","0.68","1","0.5","","0.5","0.5","0.5","0.25","0.09","100","73.52941176","8.333333333","8.333333333","3","11.33333333","0.333333333","0.333333333","0.166666667","0.06","66.66666667","5.555555556","5.555555556","2","7.555555556"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00903","","","","","","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00904","","","","","","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00905","","","","1","1","3","3","3","3","1","2","1","5","5","7","1","0.1","0.08","0.26","0.18","0.44","3","0.1","0.04","0.06","1","0.333333333","0.06","0.086666667","33.33333333","40.90909091","1.111111111","2","2.888888889","4.888888889","1","0.333333333","0.06","0.086666667","100","1.111111111","2","2.888888889","4.888888889"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00906","","","","5","3","3","3","3","3","4","1","1","7","3","7","1","1.04","0.08","0.16","1.12","1.28","5","0.26","0.08","0.224","1.666666667","1.333333333","0.373333333","0.053333333","80","87.5","11.55555556","12.44444444","1.777777778","14.22222222","1.666666667","1.333333333","0.373333333","0.053333333","100","11.55555556","12.44444444","1.777777778","14.22222222"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00907","","","","9","1","3","3","3","3","2","3","1","3","5","7","1","0.32","0.18","0.12","0.5","0.62","5","0.16","0.06","0.1","1.666666667","0.666666667","0.166666667","0.04","40","80.64516129","3.555555556","5.555555556","1.333333333","6.888888889","1.666666667","0.666666667","0.166666667","0.04","100","3.555555556","5.555555556","1.333333333","6.888888889"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00908","","","","1","1","3","3","3","3","6","6","1","5","3","7","1","0.94","0.4","0.34","1.34","1.68","12","0.156666667","0.066666667","0.111666667","4","2","0.446666667","0.113333333","50","79.76190476","10.44444444","14.88888889","3.777777778","18.66666667","4","2","0.446666667","0.113333333","100","10.44444444","14.88888889","3.777777778","18.66666667"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00909","","","","5","1","3","2","1","1","1","1","1","5","5","5","1","0.14","0.08","0.12","0.22","0.34","2","0.14","0.08","0.11","2","1","0.22","0.12","50","64.70588235","4.666666667","7.333333333","4","11.33333333","0.666666667","0.333333333","0.073333333","0.04","33.33333333","1.555555556","2.444444444","1.333333333","3.777777778"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00910","","","","","","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00911","","","","7","1","3","2","2","2","2","0","5","5","5","6","1","0.3","0","0.24","0.3","0.54","2","0.15","","0.15","1","1","0.15","0.12","100","55.55555556","5","5","4","9","0.666666667","0.666666667","0.1","0.08","66.66666667","3.333333333","3.333333333","2.666666667","6"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00912","","","","1","1","3","3","3","3","0","6","1","5","5","6","1","0","0.08","0.1","0.08","0.18","6","","0.013333333","0.013333333","2","0","0.026666667","0.033333333","0","44.44444444","0","0.888888889","1.111111111","2","2","0","0.026666667","0.033333333","100","0","0.888888889","1.111111111","2"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00913","","","","1","5","3","3","3","3","0","15","1","1","7","7","1","0","0.34","0.18","0.34","0.52","15","","0.022666667","0.022666667","5","0","0.113333333","0.06","0","65.38461538","0","3.777777778","2","5.777777778","5","0","0.113333333","0.06","100","0","3.777777778","2","5.777777778"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00914","","","","1","3","3","3","3","3","0","9","5","5","7","6","1","0","0.26","0.1","0.26","0.36","9","","0.028888889","0.028888889","3","0","0.086666667","0.033333333","0","72.22222222","0","2.888888889","1.111111111","4","3","0","0.086666667","0.033333333","100","0","2.888888889","1.111111111","4"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00915","","","","1","1","3","3","3","2","0","5","1","1","7","7","1","0","0.26","0.28","0.26","0.54","5","","0.052","0.052","1.666666667","0","0.086666667","0.093333333","0","48.14814815","0","2.888888889","3.111111111","6","1.666666667","0","0.086666667","0.093333333","100","0","2.888888889","3.111111111","6"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00916","","","","1","1","3","3","3","3","0","4","1","5","7","5","2","0","0.18","0.22","0.18","0.4","4","","0.045","0.045","1.333333333","0","0.06","0.073333333","0","45","0","2","2.444444444","4.444444444","1.333333333","0","0.06","0.073333333","100","0","2","2.444444444","4.444444444"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00917","","","","1","1","3","3","2","2","4","6","1","5","5","7","1","0.56","0.22","0.26","0.78","1.04","10","0.14","0.036666667","0.078","5","2","0.39","0.13","40","75","9.333333333","13","4.333333333","17.33333333","3.333333333","1.333333333","0.26","0.086666667","66.66666667","6.222222222","8.666666667","2.888888889","11.55555556"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00918","","","","5","3","3","3","3","3","3","10","5","5","5","6","1","0.34","0.32","0.96","0.66","1.62","13","0.113333333","0.032","0.050769231","4.333333333","1","0.22","0.32","23.07692308","40.74074074","3.777777778","7.333333333","10.66666667","18","4.333333333","1","0.22","0.32","100","3.777777778","7.333333333","10.66666667","18"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00919","","","","5","3","3","3","2","2","2","1","1","7","5","7","2","0.26","0.08","0.24","0.34","0.58","3","0.13","0.08","0.113333333","1.5","1","0.17","0.12","66.66666667","58.62068966","4.333333333","5.666666667","4","9.666666667","1","0.666666667","0.113333333","0.08","66.66666667","2.888888889","3.777777778","2.666666667","6.444444444"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00920","","","","9","5","3","1","1","1","0","5","7","9","9","5","1","0","0.12","0.02","0.12","0.14","5","","0.024","0.024","5","0","0.12","0.02","0","85.71428571","0","4","0.666666667","4.666666667","1.666666667","0","0.04","0.006666667","33.33333333","0","1.333333333","0.222222222","1.555555556"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00921","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00922","","","","7","1","3","2","2","1","3","0","1","7","5","7","1","0.38","0","0.12","0.38","0.5","3","0.126666667","","0.126666667","1.5","1.5","0.19","0.06","100","76","6.333333333","6.333333333","2","8.333333333","1","1","0.126666667","0.04","66.66666667","4.222222222","4.222222222","1.333333333","5.555555556"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00923","","","","1","3","3","3","3","3","1","10","1","1","7","6","1","0.1","0.26","0.38","0.36","0.74","11","0.1","0.026","0.032727273","3.666666667","0.333333333","0.12","0.126666667","9.090909091","48.64864865","1.111111111","4","4.222222222","8.222222222","3.666666667","0.333333333","0.12","0.126666667","100","1.111111111","4","4.222222222","8.222222222"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00924","","","","","","3","3","3","2","2","2","1","5","3","","7","0.62","0.03","0.3","0.65","0.95","4","0.31","0.015","0.1625","1.333333333","0.666666667","0.216666667","0.1","50","68.42105263","6.888888889","7.222222222","3.333333333","10.55555556","1.333333333","0.666666667","0.216666667","0.1","100","6.888888889","7.222222222","3.333333333","10.55555556"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00925","","","","","","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00926","","","","1","1","3","2","2","1","0","1","1","7","9","3","1","0","0.02","0.1","0.02","0.12","1","","0.02","0.02","0.5","0","0.01","0.05","0","16.66666667","0","0.333333333","1.666666667","2","0.333333333","0","0.006666667","0.033333333","66.66666667","0","0.222222222","1.111111111","1.333333333"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00927","","","","","","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00928","","","","3","1","3","3","3","3","5","4","1","7","3","7","1","0.94","0.76","0.82","1.7","2.52","9","0.188","0.19","0.188888889","3","1.666666667","0.566666667","0.273333333","55.55555556","67.46031746","10.44444444","18.88888889","9.111111111","28","3","1.666666667","0.566666667","0.273333333","100","10.44444444","18.88888889","9.111111111","28"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00929","","","","","","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00930","","","","1","3","3","3","3","3","2","2","1","1","3","7","1","0.34","0.1","0.38","0.44","0.82","4","0.17","0.05","0.11","1.333333333","0.666666667","0.146666667","0.126666667","50","53.65853659","3.777777778","4.888888889","4.222222222","9.111111111","1.333333333","0.666666667","0.146666667","0.126666667","100","3.777777778","4.888888889","4.222222222","9.111111111"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00931","","","","1","1","3","3","3","1","0","2","1","1","9","6","1","0","0.14","0.24","0.14","0.38","2","","0.07","0.07","0.666666667","0","0.046666667","0.08","0","36.84210526","0","1.555555556","2.666666667","4.222222222","0.666666667","0","0.046666667","0.08","100","0","1.555555556","2.666666667","4.222222222"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00932","","","","1","3","3","3","3","3","0","10","1","1","7","6","1","0","0.42","0.1","0.42","0.52","10","","0.042","0.042","3.333333333","0","0.14","0.033333333","0","80.76923077","0","4.666666667","1.111111111","5.777777778","3.333333333","0","0.14","0.033333333","100","0","4.666666667","1.111111111","5.777777778"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00933","","","","1","3","3","3","3","2","0","2","1","1","7","7","1","0","0.1","0.5","0.1","0.6","2","","0.05","0.05","0.666666667","0","0.033333333","0.166666667","0","16.66666667","0","1.111111111","5.555555556","6.666666667","0.666666667","0","0.033333333","0.166666667","100","0","1.111111111","5.555555556","6.666666667"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00934","","","","1","3","3","3","2","2","2","0","1","5","5","7","1","0.2","0","0.1","0.2","0.3","2","0.1","","0.1","1","1","0.1","0.05","100","66.66666667","3.333333333","3.333333333","1.666666667","5","0.666666667","0.666666667","0.066666667","0.033333333","66.66666667","2.222222222","2.222222222","1.111111111","3.333333333"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00935","","","","1","1","3","3","3","2","0","7","1","5","9","6","2","0","0.24","0.9","0.24","1.14","7","","0.034285714","0.034285714","2.333333333","0","0.08","0.3","0","21.05263158","0","2.666666667","10","12.66666667","2.333333333","0","0.08","0.3","100","0","2.666666667","10","12.66666667"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00936","","","","","","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-00937","","","","1","1","3","3","3","3","8","2","1","3","1","7","1","2.76","0.1","1.78","2.86","4.64","10","0.345","0.05","0.286","3.333333333","2.666666667","0.953333333","0.593333333","80","61.63793103","30.66666667","31.77777778","19.77777778","51.55555556","3.333333333","2.666666667","0.953333333","0.593333333","100","30.66666667","31.77777778","19.77777778","51.55555556"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01001","","","","9","1","3","3","3","3","4","4","1","3","5","6","1","0.54","0.24","0.08","0.78","0.86","8","0.135","0.06","0.0975","2.666666667","1.333333333","0.26","0.026666667","50","90.69767442","6","8.666666667","0.888888889","9.555555556","2.666666667","1.333333333","0.26","0.026666667","100","6","8.666666667","0.888888889","9.555555556"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01002","","","","1","3","3","3","3","3","1","9","1","1","5","","7","0.1","0.48","0.36","0.58","0.94","10","0.1","0.053333333","0.058","3.333333333","0.333333333","0.193333333","0.12","10","61.70212766","1.111111111","6.444444444","4","10.44444444","3.333333333","0.333333333","0.193333333","0.12","100","1.111111111","6.444444444","4","10.44444444"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01003","","","","1","1","3","1","1","1","0","","1","7","9","","","0","","0.1","","","","","","","","0","","0.1","","","0","","3.333333333","","","0","","0.033333333","33.33333333","0","","1.111111111",""
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01004","","","","1","9","3","3","2","2","2","3","1","1","5","6","1","0.28","0.08","0.26","0.36","0.62","5","0.14","0.026666667","0.072","2.5","1","0.18","0.13","40","58.06451613","4.666666667","6","4.333333333","10.33333333","1.666666667","0.666666667","0.12","0.086666667","66.66666667","3.111111111","4","2.888888889","6.888888889"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01005","","","","5","1","3","3","3","3","2","4","1","3","5","6","1","0.32","0.2","0.12","0.52","0.64","6","0.16","0.05","0.086666667","2","0.666666667","0.173333333","0.04","33.33333333","81.25","3.555555556","5.777777778","1.333333333","7.111111111","2","0.666666667","0.173333333","0.04","100","3.555555556","5.777777778","1.333333333","7.111111111"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01006","","","","7","1","3","1","1","1","2","2","1","3","5","5","1","0.28","0.18","0.1","0.46","0.56","4","0.14","0.09","0.115","4","2","0.46","0.1","50","82.14285714","9.333333333","15.33333333","3.333333333","18.66666667","1.333333333","0.666666667","0.153333333","0.033333333","33.33333333","3.111111111","5.111111111","1.111111111","6.222222222"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01007","","","","5","1","3","3","3","2","2","1","1","1","1","7","1","1.06","0.06","1.04","1.12","2.16","3","0.53","0.06","0.373333333","1","0.666666667","0.373333333","0.346666667","66.66666667","51.85185185","11.77777778","12.44444444","11.55555556","24","1","0.666666667","0.373333333","0.346666667","100","11.77777778","12.44444444","11.55555556","24"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01008","","","","","","3","3","2","0","0","0","","","","7","1","0","0","0.48","0","0.48","0","","","","0","0","0","0.24","","0","0","0","8","8","0","0","0","0.16","66.66666667","0","0","5.333333333","5.333333333"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01009","","","","3","1","3","3","3","3","4","3","1","5","3","7","1","1.24","0.16","0.44","1.4","1.84","7","0.31","0.053333333","0.2","2.333333333","1.333333333","0.466666667","0.146666667","57.14285714","76.08695652","13.77777778","15.55555556","4.888888889","20.44444444","2.333333333","1.333333333","0.466666667","0.146666667","100","13.77777778","15.55555556","4.888888889","20.44444444"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01010","","","","9","3","3","3","3","3","2","1","5","5","5","7","1","0.48","0.08","0.68","0.56","1.24","3","0.24","0.08","0.186666667","1","0.666666667","0.186666667","0.226666667","66.66666667","45.16129032","5.333333333","6.222222222","7.555555556","13.77777778","1","0.666666667","0.186666667","0.226666667","100","5.333333333","6.222222222","7.555555556","13.77777778"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01011","","","","1","9","3","3","3","3","0","10","1","1","5","7","1","0","0.46","0.22","0.46","0.68","10","","0.046","0.046","3.333333333","0","0.153333333","0.073333333","0","67.64705882","0","5.111111111","2.444444444","7.555555556","3.333333333","0","0.153333333","0.073333333","100","0","5.111111111","2.444444444","7.555555556"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01012","","","","1","3","3","3","3","3","2","5","3","5","5","7","1","0.28","0.24","0.36","0.52","0.88","7","0.14","0.048","0.074285714","2.333333333","0.666666667","0.173333333","0.12","28.57142857","59.09090909","3.111111111","5.777777778","4","9.777777778","2.333333333","0.666666667","0.173333333","0.12","100","3.111111111","5.777777778","4","9.777777778"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01013","","","","1","1","3","3","3","3","2","3","1","1","5","7","1","0.34","0.06","0.4","0.4","0.8","5","0.17","0.02","0.08","1.666666667","0.666666667","0.133333333","0.133333333","40","50","3.777777778","4.444444444","4.444444444","8.888888889","1.666666667","0.666666667","0.133333333","0.133333333","100","3.777777778","4.444444444","4.444444444","8.888888889"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01014","","","","1","3","3","3","3","3","0","6","1","1","7","7","1","0","0.24","0.12","0.24","0.36","6","","0.04","0.04","2","0","0.08","0.04","0","66.66666667","0","2.666666667","1.333333333","4","2","0","0.08","0.04","100","0","2.666666667","1.333333333","4"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01015","","","","1","1","3","3","3","","0","4","1","1","9","6","1","0","0.16","0.8","0.16","0.96","4","","0.04","0.04","1.333333333","0","0.053333333","0.266666667","0","16.66666667","0","1.777777778","8.888888889","10.66666667","1.333333333","0","0.053333333","0.266666667","100","0","1.777777778","8.888888889","10.66666667"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01016","","","","9","1","3","3","3","3","5","5","1","1","3","7","1","1.1","0.14","0.82","1.24","2.06","10","0.22","0.028","0.124","3.333333333","1.666666667","0.413333333","0.273333333","50","60.19417476","12.22222222","13.77777778","9.111111111","22.88888889","3.333333333","1.666666667","0.413333333","0.273333333","100","12.22222222","13.77777778","9.111111111","22.88888889"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01017","","","","","","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01018","","","","3","1","3","3","2","2","6","5","1","1","3","8","1","0.96","0.4","1.62","1.36","2.98","11","0.16","0.08","0.123636364","5.5","3","0.68","0.81","54.54545455","45.63758389","16","22.66666667","27","49.66666667","3.666666667","2","0.453333333","0.54","66.66666667","10.66666667","15.11111111","18","33.11111111"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01019","","","","7","1","3","3","3","2","2","1","1","3","5","6","1","0.48","0.08","0.7","0.56","1.26","3","0.24","0.08","0.186666667","1","0.666666667","0.186666667","0.233333333","66.66666667","44.44444444","5.333333333","6.222222222","7.777777778","14","1","0.666666667","0.186666667","0.233333333","100","5.333333333","6.222222222","7.777777778","14"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01020","","","","1","1","3","3","3","3","6","3","3","5","1","7","1","2.12","0.08","0.78","2.2","2.98","9","0.353333333","0.026666667","0.244444444","3","2","0.733333333","0.26","66.66666667","73.82550336","23.55555556","24.44444444","8.666666667","33.11111111","3","2","0.733333333","0.26","100","23.55555556","24.44444444","8.666666667","33.11111111"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01021","","","","7","3","3","2","2","2","4","0","7","1","3","6","1","0.96","0","0.24","0.96","1.2","4","0.24","","0.24","2","2","0.48","0.12","100","80","16","16","4","20","1.333333333","1.333333333","0.32","0.08","66.66666667","10.66666667","10.66666667","2.666666667","13.33333333"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01022","","","","1","1","3","3","3","3","1","11","1","5","5","8","1","0.14","0.3","0.52","0.44","0.96","12","0.14","0.027272727","0.036666667","4","0.333333333","0.146666667","0.173333333","8.333333333","45.83333333","1.555555556","4.888888889","5.777777778","10.66666667","4","0.333333333","0.146666667","0.173333333","100","1.555555556","4.888888889","5.777777778","10.66666667"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01023","","","","9","1","3","3","2","2","2","2","1","7","5","6","1","0.26","0.14","0.14","0.4","0.54","4","0.13","0.07","0.1","2","1","0.2","0.07","50","74.07407407","4.333333333","6.666666667","2.333333333","9","1.333333333","0.666666667","0.133333333","0.046666667","66.66666667","2.888888889","4.444444444","1.555555556","6"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01024","","","","","","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01025","","","","7","1","3","3","3","1","2","0","1","7","7","5","1","0.24","0","0.14","0.24","0.38","2","0.12","","0.12","0.666666667","0.666666667","0.08","0.046666667","100","63.15789474","2.666666667","2.666666667","1.555555556","4.222222222","0.666666667","0.666666667","0.08","0.046666667","100","2.666666667","2.666666667","1.555555556","4.222222222"
"","","GHP2018NYK-OT03","","","","","","","","","GHP2018NYK-OT03-01026","","","","","","3","3","3","","0","1","","","","6","1","0","0.08","0.22","0.08","0.3","1","","0.08","0.08","0.333333333","0","0.026666667","0.073333333","0","26.66666667","0","0.888888889","2.444444444","3.333333333","0.333333333","0","0.026666667","0.073333333","100","0","0.888888889","2.444444444","3.333333333"
