"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00027","","","","","","","","3","3","3","","","","","6","3","5","","0.5","1.5","","","","","","","","","","0.5","","","","","16.66666667","","","","","0.5","100","","","16.66666667",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00028","","","","5","3","4","3","3","3","3","3","3","5","3","6","2","5","1.3","","1.9","","","7","0.325","","","2.333333333","1.333333333","","0.633333333","57.14285714","","14.44444444","","21.11111111","","2.333333333","1.333333333","","0.633333333","100","14.44444444","","21.11111111",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00029","","","","3","1","","2","3","3","3","1","1","5","7","6","5","5","","0.5","1.1","","","","","0.25","","","","","0.366666667","","","","","12.22222222","","","","","0.366666667","100","","","12.22222222",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00003","","","","","","","","3","3","3","","","","","7","3","3","","","0.5","","","","","","","","","","0.166666667","","","","","5.555555556","","","","","0.166666667","100","","","5.555555556",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00030","","","","3","1","3","","3","3","1","1","1","5","5","8","1","4","0.6","0.5","6","1.1","7.1","","0.2","","","","3","1.1","6","","15.49295775","20","36.66666667","200","236.6666667","","1","0.366666667","2","33.33333333","6.666666667","12.22222222","66.66666667","78.88888889"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00031","","","","1","1","4","2","3","3","3","3","1","3","3","6","3","5","1.1","","1.9","","","6","0.275","","","2","1.333333333","","0.633333333","66.66666667","","12.22222222","","21.11111111","","2","1.333333333","","0.633333333","100","12.22222222","","21.11111111",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00032","","","","","","","","3","3","3","","","","","5","3","5","","0.5","1.7","","","","","","","","","","0.566666667","","","","","18.88888889","","","","","0.566666667","100","","","18.88888889",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00033","","","","1","1","6","","3","3","3","3","1","3","3","7","3","5","1.4","","5.6","","","","0.233333333","","","","2","","1.866666667","","","15.55555556","","62.22222222","","","2","","1.866666667","100","15.55555556","","62.22222222",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00034","","","","1","1","7","3","3","3","3","3","3","5","3","8","1","2","1.7","","3","","","10","0.242857143","","","3.333333333","2.333333333","","1","70","","18.88888889","","33.33333333","","3.333333333","2.333333333","","1","100","18.88888889","","33.33333333",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00035","","","","1","1","2","","3","3","3","2","1","3","1","7","3","3","1","0.5","3.2","1.5","4.7","","0.5","","","","0.666666667","0.5","1.066666667","","31.91489362","11.11111111","16.66666667","35.55555556","52.22222222","","0.666666667","0.5","1.066666667","100","11.11111111","16.66666667","35.55555556","52.22222222"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00036","","","","3","1","5","2","3","3","3","3","1","3","3","7","3","3","1","0.5","3.5","1.5","5","7","0.2","0.25","0.214285714","2.333333333","1.666666667","0.5","1.166666667","71.42857143","30","11.11111111","16.66666667","38.88888889","55.55555556","2.333333333","1.666666667","0.5","1.166666667","100","11.11111111","16.66666667","38.88888889","55.55555556"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00037","","","","3","1","7","","3","3","3","3","1","3","3","6","3","5","1.6","","1.1","","","","0.228571429","","","","2.333333333","","0.366666667","","","17.77777778","","12.22222222","","","2.333333333","","0.366666667","100","17.77777778","","12.22222222",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00038","","","","1","1","2","","3","3","3","1","1","3","5","7","3","5","0.8","","4.1","","","","0.4","","","","0.666666667","","1.366666667","","","8.888888889","","45.55555556","","","0.666666667","","1.366666667","100","8.888888889","","45.55555556",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00039","","","","","","","","3","3","2","","","","","8","1","7","","","3.3","","","","","","","","","","1.65","","","","","55","","","","","1.1","66.66666667","","","36.66666667",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00004","","","","","","","","3","3","3","","","","","8","1","3","","","2.7","","","","","","","","","","0.9","","","","","30","","","","","0.9","100","","","30",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00040","","","","1","1","","3","3","3","2","1","1","5","7","7","1","5","","0.5","2.8","","","","","0.166666667","","","","","1.4","","","","","46.66666667","","","","","0.933333333","66.66666667","","","31.11111111",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00041","","","","1","1","2","2","3","3","3","2","1","3","3","7","3","6","0.7","0.5","3","1.2","4.2","4","0.35","0.25","0.3","1.333333333","0.666666667","0.4","1","50","28.57142857","7.777777778","13.33333333","33.33333333","46.66666667","1.333333333","0.666666667","0.4","1","100","7.777777778","13.33333333","33.33333333","46.66666667"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00042","","","","1","1","3","2","3","3","3","3","1","3","7","6","5","6","0.6","0.5","0.7","1.1","1.8","5","0.2","0.25","0.22","1.666666667","1","0.366666667","0.233333333","60","61.11111111","6.666666667","12.22222222","7.777777778","20","1.666666667","1","0.366666667","0.233333333","100","6.666666667","12.22222222","7.777777778","20"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00043","","","","","","","","3","3","3","","","","","7","2","4","","","3.1","","","","","","","","","","1.033333333","","","","","34.44444444","","","","","1.033333333","100","","","34.44444444",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00044","","","","","","","","3","3","1","","","","","5","3","6","","","3.1","","","","","","","","","","3.1","","","","","103.3333333","","","","","1.033333333","33.33333333","","","34.44444444",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00045","","","","","","","2","3","3","2","","","","","6","3","5","","0.5","3","","","","","0.25","","","","","1.5","","","","","50","","","","","1","66.66666667","","","33.33333333",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00046","","","","","","","","3","3","3","","","","","9","3","3","","","2.7","","","","","","","","","","0.9","","","","","30","","","","","0.9","100","","","30",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00047","","","","","","","","3","3","2","","","","","5","6","5","","","1","","","","","","","","","","0.5","","","","","16.66666667","","","","","0.333333333","66.66666667","","","11.11111111",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00048","","","","","","","1","3","3","3","","","","","5","3","5","","0.5","1.1","","","","","0.5","","","","","0.366666667","","","","","12.22222222","","","","","0.366666667","100","","","12.22222222",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00049","","","","1","1","","1","3","3","1","1","1","7","7","6","3","4","","0.5","3","","","","","0.5","","","","","3","","","","","100","","","","","1","33.33333333","","","33.33333333",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00005","","","","","","","","3","2","1","","","","","8","1","3","","","2.4","","","","","","","","","","2.4","","","","","80","","","","","0.8","33.33333333","","","26.66666667",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00050","","","","","","","","3","3","2","","","","","4","3","7","","","2.3","","","","","","","","","","1.15","","","","","38.33333333","","","","","0.766666667","66.66666667","","","25.55555556",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00051","","","","","","","","3","3","2","","","","","6","3","6","","","2.5","","","","","","","","","","1.25","","","","","41.66666667","","","","","0.833333333","66.66666667","","","27.77777778",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00052","","","","","","","","3","3","3","","","","","6","6","5","","","0.1","","","","","","","","","","0.033333333","","","","","1.111111111","","","","","0.033333333","100","","","1.111111111",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00053","","","","1","1","1","1","3","3","3","1","1","5","3","5","6","6","0.8","0.5","2.3","1.3","3.6","2","0.8","0.5","0.65","0.666666667","0.333333333","0.433333333","0.766666667","50","36.11111111","8.888888889","14.44444444","25.55555556","40","0.666666667","0.333333333","0.433333333","0.766666667","100","8.888888889","14.44444444","25.55555556","40"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00054","","","","","","","","3","3","3","","","","","6","5","5","","","1.2","","","","","","","","","","0.4","","","","","13.33333333","","","","","0.4","100","","","13.33333333",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00055","","","","3","1","2","","3","3","3","1","3","5","1","8","3","4","1.7","","2.8","","","","0.85","","","","0.666666667","","0.933333333","","","18.88888889","","31.11111111","","","0.666666667","","0.933333333","100","18.88888889","","31.11111111",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00056","","","","1","1","3","","3","3","2","1","3","5","7","4","5","7","0.7","","1.4","","","","0.233333333","","","","1.5","","0.7","","","11.66666667","","23.33333333","","","1","","0.466666667","66.66666667","7.777777778","","15.55555556",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00057","","","","3","1","1","","3","3","1","1","3","3","1","6","7","5","1","","0.6","","","","1","","","","1","","0.6","","","33.33333333","","20","","","0.333333333","","0.2","33.33333333","11.11111111","","6.666666667",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00058","","","","1","1","4","1","3","3","3","2","1","5","5","6","3","5","1","0.6","3","1.6","4.6","5","0.25","0.6","0.32","1.666666667","1.333333333","0.533333333","1","80","34.7826087","11.11111111","17.77777778","33.33333333","51.11111111","1.666666667","1.333333333","0.533333333","1","100","11.11111111","17.77777778","33.33333333","51.11111111"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00059","","","","1","1","6","1","3","3","2","2","1","3","1","6","3","5","2","0.3","1","2.3","3.3","7","0.333333333","0.3","0.328571429","3.5","3","1.15","0.5","85.71428571","69.6969697","33.33333333","38.33333333","16.66666667","55","2.333333333","2","0.766666667","0.333333333","66.66666667","22.22222222","25.55555556","11.11111111","36.66666667"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00006","","","","","","","","3","3","1","","","","","6","3","4","","","2.8","","","","","","","","","","2.8","","","","","93.33333333","","","","","0.933333333","33.33333333","","","31.11111111",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00060","","","","1","1","","1","3","3","3","1","1","7","7","6","3","6","","0.3","1.9","","","","","0.3","","","","","0.633333333","","","","","21.11111111","","","","","0.633333333","100","","","21.11111111",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00061","","","","","","","","3","3","2","","","","","5","4","5","","","1","","","","","","","","","","0.5","","","","","16.66666667","","","","","0.333333333","66.66666667","","","11.11111111",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00062","","","","","","","","3","3","1","","","","","4","5","7","","","0.3","","","","","","","","","","0.3","","","","","10","","","","","0.1","33.33333333","","","3.333333333",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00063","","","","","","","","3","3","2","","","","","5","3","6","","","0.9","","","","","","","","","","0.45","","","","","15","","","","","0.3","66.66666667","","","10",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00064","","","","","","","","3","3","1","","","","","4","5","7","","","0.5","","","","","","","","","","0.5","","","","","16.66666667","","","","","0.166666667","33.33333333","","","5.555555556",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00065","","","","1","1","5","1","3","3","3","","1","3","3","6","3","5","2","0.2","0.8","2.2","3","6","0.4","0.2","0.366666667","2","1.666666667","0.733333333","0.266666667","83.33333333","73.33333333","22.22222222","24.44444444","8.888888889","33.33333333","2","1.666666667","0.733333333","0.266666667","100","22.22222222","24.44444444","8.888888889","33.33333333"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00066","","","","","","","","3","3","1","3","","","","4","5","6","","","0.4","","","","","","","","","","0.4","","","","","13.33333333","","","","","0.133333333","33.33333333","","","4.444444444",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00067","","","","","","","1","3","3","2","","","","","5","6","6","","0.2","0.3","","","","","0.2","","","","","0.15","","","","","5","","","","","0.1","66.66666667","","","3.333333333",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00068","","","","5","3","1","2","3","3","3","2","5","3","1","6","5","6","0.6","0.2","1.9","0.8","2.7","3","0.6","0.1","0.266666667","1","0.333333333","0.266666667","0.633333333","33.33333333","29.62962963","6.666666667","8.888888889","21.11111111","30","1","0.333333333","0.266666667","0.633333333","100","6.666666667","8.888888889","21.11111111","30"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00069","","","","3","1","8","4","3","3","3","3","3","5","3","6","2","5","1.3","0.3","0.9","1.6","2.5","12","0.1625","0.075","0.133333333","4","2.666666667","0.533333333","0.3","66.66666667","64","14.44444444","17.77777778","10","27.77777778","4","2.666666667","0.533333333","0.3","100","14.44444444","17.77777778","10","27.77777778"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00007","","","","1","1","2","","3","3","2","","1","3","7","7","3","3","0.3","","2.1","","","","0.15","","","","1","","1.05","","","5","","35","","","0.666666667","","0.7","66.66666667","3.333333333","","23.33333333",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00070","","","","3","1","4","1","3","3","3","2","1","5","3","6","3","5","0.8","0.2","","1","","5","0.2","0.2","0.2","1.666666667","1.333333333","0.333333333","","80","","8.888888889","11.11111111","","","1.666666667","1.333333333","0.333333333","","100","8.888888889","11.11111111","",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00071","","","","","","","","3","3","2","2","","","","7","1","5","","","2","","","","","","","","","","1","","","","","33.33333333","","","","","0.666666667","66.66666667","","","22.22222222",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00072","","","","3","3","7","","3","3","3","3","3","3","1","7","1","5","2.3","","2.7","","","","0.328571429","","","","2.333333333","","0.9","","","25.55555556","","30","","","2.333333333","","0.9","100","25.55555556","","30",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00073","","","","1","1","1","","3","3","1","1","1","5","3","7","3","5","0.4","","3.2","","","","0.4","","","","1","","3.2","","","13.33333333","","106.6666667","","","0.333333333","","1.066666667","33.33333333","4.444444444","","35.55555556",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00074","","","","3","3","3","1","3","3","3","3","5","5","3","6","4","5","1","0.1","1.9","1.1","3","4","0.333333333","0.1","0.275","1.333333333","1","0.366666667","0.633333333","75","36.66666667","11.11111111","12.22222222","21.11111111","33.33333333","1.333333333","1","0.366666667","0.633333333","100","11.11111111","12.22222222","21.11111111","33.33333333"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00075","","","","1","1","1","","3","2","2","1","1","3","3","5","3","7","0.4","","1.8","","","","0.4","","","","0.5","","0.9","","","6.666666667","","30","","","0.333333333","","0.6","66.66666667","4.444444444","","20",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00076","","","","1","1","2","","3","3","3","1","1","3","5","7","3","4","0.5","","2.8","","","","0.25","","","","0.666666667","","0.933333333","","","5.555555556","","31.11111111","","","0.666666667","","0.933333333","100","5.555555556","","31.11111111",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00077","","","","1","1","1","","3","3","1","1","1","3","3","6","3","5","0.3","","2.1","","","","0.3","","","","1","","2.1","","","10","","70","","","0.333333333","","0.7","33.33333333","3.333333333","","23.33333333",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00078","","","","1","1","1","","3","3","3","1","1","3","7","7","3","5","0.1","","2.85","","","","0.1","","","","0.333333333","","0.95","","","1.111111111","","31.66666667","","","0.333333333","","0.95","100","1.111111111","","31.66666667",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00079","","","","1","1","1","","3","3","3","1","1","3","5","7","6","5","0.1","","0.2","","","","0.1","","","","0.333333333","","0.066666667","","","1.111111111","","2.222222222","","","0.333333333","","0.066666667","100","1.111111111","","2.222222222",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00008","","","","1","1","5","","3","3","3","2","1","5","3","6","3","3","1.1","","0.6","","","","0.22","","","","1.666666667","","0.2","","","12.22222222","","6.666666667","","","1.666666667","","0.2","100","12.22222222","","6.666666667",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00080","","","","1","1","3","4","3","3","1","1","1","5","3","6","3","5","0.2","0.3","0.5","0.5","1","7","0.066666667","0.075","0.071428571","7","3","0.5","0.5","42.85714286","50","6.666666667","16.66666667","16.66666667","33.33333333","2.333333333","1","0.166666667","0.166666667","33.33333333","2.222222222","5.555555556","5.555555556","11.11111111"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00081","","","","","","2","4","3","3","3","","","","","5","7","6","1","0.3","1.3","1.3","2.6","6","0.5","0.075","0.216666667","2","0.666666667","0.433333333","0.433333333","33.33333333","50","11.11111111","14.44444444","14.44444444","28.88888889","2","0.666666667","0.433333333","0.433333333","100","11.11111111","14.44444444","14.44444444","28.88888889"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00082","","","","1","1","2","","3","3","3","1","1","5","1","6","3","5","0.2","","2.9","","","","0.1","","","","0.666666667","","0.966666667","","","2.222222222","","32.22222222","","","0.666666667","","0.966666667","100","2.222222222","","32.22222222",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00083","","","","3","1","3","","3","3","3","1","1","3","5","7","4","4","0.2","","1.28","","","","0.066666667","","","","1","","0.426666667","","","2.222222222","","14.22222222","","","1","","0.426666667","100","2.222222222","","14.22222222",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00084","","","","1","1","3","","3","3","3","2","1","5","5","9","1","2","0.2","","4.2","","","","0.066666667","","","","1","","1.4","","","2.222222222","","46.66666667","","","1","","1.4","100","2.222222222","","46.66666667",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00085","","","","","","","","3","2","2","","","","","4","3","7","","","1.2","","","","","","","","","","0.6","","","","","20","","","","","0.4","66.66666667","","","13.33333333",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00086","","","","","","","","3","2","2","","","","","6","5","6","","","0.3","","","","","","","","","","0.15","","","","","5","","","","","0.1","66.66666667","","","3.333333333",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00087","","","","3","1","7","3","3","3","3","3","1","3","3","5","5","7","0.5","0.1","3.1","0.6","3.7","10","0.071428571","0.033333333","0.06","3.333333333","2.333333333","0.2","1.033333333","70","16.21621622","5.555555556","6.666666667","34.44444444","41.11111111","3.333333333","2.333333333","0.2","1.033333333","100","5.555555556","6.666666667","34.44444444","41.11111111"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00088","","","","","","","","3","1","1","","","","","4","6","7","","","1.2","","","","","","","","","","1.2","","","","","40","","","","","0.4","33.33333333","","","13.33333333",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00089","","","","1","1","3","3","3","3","2","2","3","5","5","5","3","5","0.4","0.3","0.84","0.7","1.54","6","0.133333333","0.1","0.116666667","3","1.5","0.35","0.42","50","45.45454545","6.666666667","11.66666667","14","25.66666667","2","1","0.233333333","0.28","66.66666667","4.444444444","7.777777778","9.333333333","17.11111111"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00009","","","","3","3","4","5","3","3","3","2","3","3","1","6","3","3","1.2","0.4","1.8","1.6","3.4","9","0.3","0.08","0.177777778","3","1.333333333","0.533333333","0.6","44.44444444","47.05882353","13.33333333","17.77777778","20","37.77777778","3","1.333333333","0.533333333","0.6","100","13.33333333","17.77777778","20","37.77777778"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00090","","","","3","1","4","2","3","3","3","3","1","3","3","6","3","6","0.7","0.1","3.2","0.8","4","6","0.175","0.05","0.133333333","2","1.333333333","0.266666667","1.066666667","66.66666667","20","7.777777778","8.888888889","35.55555556","44.44444444","2","1.333333333","0.266666667","1.066666667","100","7.777777778","8.888888889","35.55555556","44.44444444"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00091","","","","1","1","3","","3","3","3","2","1","3","3","6","3","5","0.7","","1.1","","","","0.233333333","","","","1","","0.366666667","","","7.777777778","","12.22222222","","","1","","0.366666667","100","7.777777778","","12.22222222",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00092","","","","3","1","1","1","3","3","3","","3","7","7","5","3","6","0.1","0.1","3.1","0.2","3.3","2","0.1","0.1","0.1","0.666666667","0.333333333","0.066666667","1.033333333","50","6.060606061","1.111111111","2.222222222","34.44444444","36.66666667","0.666666667","0.333333333","0.066666667","1.033333333","100","1.111111111","2.222222222","34.44444444","36.66666667"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00093","","","","3","1","2","","3","3","3","2","1","3","3","7","3","5","0.3","","4","","","","0.15","","","","0.666666667","","1.333333333","","","3.333333333","","44.44444444","","","0.666666667","","1.333333333","100","3.333333333","","44.44444444",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00094","","","","3","1","1","","3","3","3","1","3","5","3","7","3","5","0.1","","2","","","","0.1","","","","0.333333333","","0.666666667","","","1.111111111","","22.22222222","","","0.333333333","","0.666666667","100","1.111111111","","22.22222222",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00095","","","","3","1","4","","3","3","2","1","1","7","7","5","4","7","0.2","","1","","","","0.05","","","","2","","0.5","","","3.333333333","","16.66666667","","","1.333333333","","0.333333333","66.66666667","2.222222222","","11.11111111",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00096","","","","","","","","3","1","1","","","","","","","","","","0.2","","","","","","","","","","0.2","","","","","6.666666667","","","","","0.066666667","33.33333333","","","2.222222222",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00097","","","","3","1","7","2","3","3","2","2","1","3","3","5","4","6","0.8","0.1","0.79","0.9","1.69","9","0.114285714","0.05","0.1","4.5","3.5","0.45","0.395","77.77777778","53.25443787","13.33333333","15","13.16666667","28.16666667","3","2.333333333","0.3","0.263333333","66.66666667","8.888888889","10","8.777777778","18.77777778"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00098","","","","3","1","5","","3","3","3","3","3","3","1","6","3","5","0.6","","1.6","","","","0.12","","","","1.666666667","","0.533333333","","","6.666666667","","17.77777778","","","1.666666667","","0.533333333","100","6.666666667","","17.77777778",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00099","","","","3","1","4","3","3","3","3","","5","7","1","6","5","5","0.8","0.2","2.4","1","3.4","7","0.2","0.066666667","0.142857143","2.333333333","1.333333333","0.333333333","0.8","57.14285714","29.41176471","8.888888889","11.11111111","26.66666667","37.77777778","2.333333333","1.333333333","0.333333333","0.8","100","8.888888889","11.11111111","26.66666667","37.77777778"
