"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00175","","","","3","1","5","6","3","3","3","3","1","3","1","5","3","6","1.6","0.3","1","1.9","2.9","11","0.32","0.05","0.172727273","3.666666667","1.666666667","0.633333333","0.333333333","45.45454545","65.51724138","17.77777778","21.11111111","11.11111111","32.22222222","3.666666667","1.666666667","0.633333333","0.333333333","100","17.77777778","21.11111111","11.11111111","32.22222222"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00176","","","","1","1","3","1","3","3","2","2","1","3","3","6","4","5","0.7","0.1","1.1","0.8","1.9","4","0.233333333","0.1","0.2","2","1.5","0.4","0.55","75","42.10526316","11.66666667","13.33333333","18.33333333","31.66666667","1.333333333","1","0.266666667","0.366666667","66.66666667","7.777777778","8.888888889","12.22222222","21.11111111"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00177","","","","1","1","7","","3","3","3","3","1","3","3","5","6","5","0.8","","1.04","","","","0.114285714","","","","2.333333333","","0.346666667","","","8.888888889","","11.55555556","","","2.333333333","","0.346666667","100","8.888888889","","11.55555556",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00178","","","","1","1","4","2","3","3","3","1","1","5","1","6","4","5","1.3","0.3","1.1","1.6","2.7","6","0.325","0.15","0.266666667","2","1.333333333","0.533333333","0.366666667","66.66666667","59.25925926","14.44444444","17.77777778","12.22222222","30","2","1.333333333","0.533333333","0.366666667","100","14.44444444","17.77777778","12.22222222","30"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00179","","","","3","1","1","","3","3","2","1","1","3","3","6","2","5","0.4","","3","","","","0.4","","","","0.5","","1.5","","","6.666666667","","50","","","0.333333333","","1","66.66666667","4.444444444","","33.33333333",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00018","","","","1","1","","","3","3","3","1","1","3","1","8","3","3","","","4.3","","","","","","","","","","1.433333333","","","","","47.77777778","","","","","1.433333333","100","","","47.77777778",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00180","","","","1","1","","3","3","3","2","2","1","7","7","7","1","4","","0.4","7.3","","","","","0.133333333","","","","","3.65","","","","","121.6666667","","","","","2.433333333","66.66666667","","","81.11111111",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00181","","","","1","1","","2","3","3","2","2","1","3","3","6","1","5","","0.4","2.3","","","","","0.2","","","","","1.15","","","","","38.33333333","","","","","0.766666667","66.66666667","","","25.55555556",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00182","","","","3","1","7","5","3","3","3","3","3","3","3","6","3","4","1.2","0.4","3.8","1.6","5.4","12","0.171428571","0.08","0.133333333","4","2.333333333","0.533333333","1.266666667","58.33333333","29.62962963","13.33333333","17.77777778","42.22222222","60","4","2.333333333","0.533333333","1.266666667","100","13.33333333","17.77777778","42.22222222","60"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00183","","","","1","1","1","3","3","3","2","1","1","3","1","6","4","6","1.3","0.3","1.5","1.6","3.1","4","1.3","0.1","0.4","2","0.5","0.8","0.75","25","51.61290323","21.66666667","26.66666667","25","51.66666667","1.333333333","0.333333333","0.533333333","0.5","66.66666667","14.44444444","17.77777778","16.66666667","34.44444444"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00184","","","","3","1","3","2","3","3","2","2","3","5","3","6","5","4","0.7","0.2","0.8","0.9","1.7","5","0.233333333","0.1","0.18","2.5","1.5","0.45","0.4","60","52.94117647","11.66666667","15","13.33333333","28.33333333","1.666666667","1","0.3","0.266666667","66.66666667","7.777777778","10","8.888888889","18.88888889"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00185","","","","1","1","3","","3","3","3","2","3","5","3","6","1","5","0.7","0.2","2.76","0.9","3.66","","0.233333333","","","","1","0.3","0.92","","24.59016393","7.777777778","10","30.66666667","40.66666667","","1","0.3","0.92","100","7.777777778","10","30.66666667","40.66666667"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00186","","","","1","1","5","3","3","3","3","3","3","1","1","5","3","6","2","0.1","1.78","2.1","3.88","8","0.4","0.033333333","0.2625","2.666666667","1.666666667","0.7","0.593333333","62.5","54.12371134","22.22222222","23.33333333","19.77777778","43.11111111","2.666666667","1.666666667","0.7","0.593333333","100","22.22222222","23.33333333","19.77777778","43.11111111"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00187","","","","3","1","3","","3","3","2","2","3","3","1","4","5","7","1.7","0.1","1","1.8","2.8","","0.566666667","","","","1.5","0.9","0.5","","64.28571429","28.33333333","30","16.66666667","46.66666667","","1","0.6","0.333333333","66.66666667","18.88888889","20","11.11111111","31.11111111"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00188","","","","","","","","3","2","1","","","","","6","3","5","","","0.3","","","","","","","","","","0.3","","","","","10","","","","","0.1","33.33333333","","","3.333333333",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00189","","","","1","1","2","2","3","3","3","1","3","5","3","6","3","6","0.5","0.1","4.8","0.6","5.4","4","0.25","0.05","0.15","1.333333333","0.666666667","0.2","1.6","50","11.11111111","5.555555556","6.666666667","53.33333333","60","1.333333333","0.666666667","0.2","1.6","100","5.555555556","6.666666667","53.33333333","60"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00019","","","","","","1","","3","3","3","","","","","5","6","6","0.2","","1.2","","","","0.2","","","","0.333333333","","0.4","","","2.222222222","","13.33333333","","","0.333333333","","0.4","100","2.222222222","","13.33333333",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00190","","","","","","","","3","3","2","","","","","6","4","5","","","0.6","","","","","","","","","","0.3","","","","","10","","","","","0.2","66.66666667","","","6.666666667",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00191","","","","3","1","8","","3","3","3","3","1","1","1","6","3","6","1.2","","1.6","","","","0.15","","","","2.666666667","","0.533333333","","","13.33333333","","17.77777778","","","2.666666667","","0.533333333","100","13.33333333","","17.77777778",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00192","","","","","","","2","3","2","2","","","","","5","6","6","0.1","0.2","0.5","0.3","0.8","","","0.1","","","","0.15","0.25","","37.5","1.666666667","5","8.333333333","13.33333333","","","0.1","0.166666667","66.66666667","1.111111111","3.333333333","5.555555556","8.888888889"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00193","","","","1","1","","2","3","3","2","1","1","5","7","7","4","5","0.1","","0.7","","","","","","","","","","0.35","","","1.666666667","","11.66666667","","","","","0.233333333","66.66666667","1.111111111","","7.777777778",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00194","","","","1","1","1","","3","3","3","1","1","3","5","5","3","6","0.4","","6.9","","","","0.4","","","","0.333333333","","2.3","","","4.444444444","","76.66666667","","","0.333333333","","2.3","100","4.444444444","","76.66666667",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00195","","","","1","1","5","","3","3","3","3","1","3","1","6","1","5","3","","2.4","","","","0.6","","","","1.666666667","","0.8","","","33.33333333","","26.66666667","","","1.666666667","","0.8","100","33.33333333","","26.66666667",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00196","","","","1","1","5","3","3","3","3","3","3","3","5","6","3","5","0.8","0.1","2.4","0.9","3.3","8","0.16","0.033333333","0.1125","2.666666667","1.666666667","0.3","0.8","62.5","27.27272727","8.888888889","10","26.66666667","36.66666667","2.666666667","1.666666667","0.3","0.8","100","8.888888889","10","26.66666667","36.66666667"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00197","","","","1","1","5","1","3","3","3","3","1","3","1","5","4","6","1.6","0.1","1.2","1.7","2.9","6","0.32","0.1","0.283333333","2","1.666666667","0.566666667","0.4","83.33333333","58.62068966","17.77777778","18.88888889","13.33333333","32.22222222","2","1.666666667","0.566666667","0.4","100","17.77777778","18.88888889","13.33333333","32.22222222"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00198","","","","1","1","6","2","3","3","3","3","1","3","5","6","3","5","0.5","0.1","1.3","0.6","1.9","8","0.083333333","0.05","0.075","2.666666667","2","0.2","0.433333333","75","31.57894737","5.555555556","6.666666667","14.44444444","21.11111111","2.666666667","2","0.2","0.433333333","100","5.555555556","6.666666667","14.44444444","21.11111111"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00199","","","","1","","1","","3","3","2","1","1","5","7","7","1","3","0.1","","3.9","","","","0.1","","","","0.5","","1.95","","","1.666666667","","65","","","0.333333333","","1.3","66.66666667","1.111111111","","43.33333333",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00002","","","","5","1","6","","3","1","3","3","3","3","5","6","1","4","0.6","","1.6","","","","0.1","","","","2","","0.533333333","","","6.666666667","","17.77777778","","","2","","0.533333333","100","6.666666667","","17.77777778",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00020","","","","","","","","3","2","","","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00200","","","","1","1","","5","3","3","2","2","1","5","3","7","1","4","","1.1","4.1","","","","","0.22","","","","","2.05","","","","","68.33333333","","","","","1.366666667","66.66666667","","","45.55555556",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00201","","","","1","1","2","1","3","3","3","2","1","3","5","5","4","6","0.6","1.1","4.2","1.7","5.9","3","0.3","1.1","0.566666667","1","0.666666667","0.566666667","1.4","66.66666667","28.81355932","6.666666667","18.88888889","46.66666667","65.55555556","1","0.666666667","0.566666667","1.4","100","6.666666667","18.88888889","46.66666667","65.55555556"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00202","","","","1","1","4","","3","3","2","2","1","3","3","5","3","6","1","","0.9","","","","0.25","","","","2","","0.45","","","16.66666667","","15","","","1.333333333","","0.3","66.66666667","11.11111111","","10",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00203","","","","","","","","3","3","3","","","","","7","6","5","","","10","","","","","","","","","","3.333333333","","","","","111.1111111","","","","","3.333333333","100","","","111.1111111",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00204","","","","1","1","3","","3","3","3","1","1","5","3","6","3","6","0.4","","3.1","","","","0.133333333","","","","1","","1.033333333","","","4.444444444","","34.44444444","","","1","","1.033333333","100","4.444444444","","34.44444444",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00205","","","","1","1","5","1","3","3","3","3","1","3","5","6","3","5","0.7","0.1","2.5","0.8","3.3","6","0.14","0.1","0.133333333","2","1.666666667","0.266666667","0.833333333","83.33333333","24.24242424","7.777777778","8.888888889","27.77777778","36.66666667","2","1.666666667","0.266666667","0.833333333","100","7.777777778","8.888888889","27.77777778","36.66666667"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00206","","","","1","1","4","2","3","3","2","2","1","3","3","5","3","6","0.6","0.1","0.5","0.7","1.2","6","0.15","0.05","0.116666667","3","2","0.35","0.25","66.66666667","58.33333333","10","11.66666667","8.333333333","20","2","1.333333333","0.233333333","0.166666667","66.66666667","6.666666667","7.777777778","5.555555556","13.33333333"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00207","","","","","","","1","3","3","3","","","","","6","3","6","","0.1","2.2","","","","","0.1","","","","","0.733333333","","","","","24.44444444","","","","","0.733333333","100","","","24.44444444",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00208","","","","","","","2","3","1","2","1","","","","5","3","6","","0.2","1.5","","","","","0.1","","","","","0.75","","","","","25","","","","","0.5","66.66666667","","","16.66666667",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00209","","","","1","1","10","","3","3","2","2","3","3","3","5","3","6","1.7","","2.5","","","","0.17","","","","5","","1.25","","","28.33333333","","41.66666667","","","3.333333333","","0.833333333","66.66666667","18.88888889","","27.77777778",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00021","","","","","","","","3","3","3","","","","","6","5","5","","","2.6","","","","","","","","","","0.866666667","","","","","28.88888889","","","","","0.866666667","100","","","28.88888889",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00210","","","","1","1","3","","3","3","2","2","3","3","1","5","3","6","1.4","","1.2","","","","0.466666667","","","","1.5","","0.6","","","23.33333333","","20","","","1","","0.4","66.66666667","15.55555556","","13.33333333",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00211","","","","1","1","5","","3","3","3","2","1","5","7","6","4","5","0.4","","3.3","","","","0.08","","","","1.666666667","","1.1","","","4.444444444","","36.66666667","","","1.666666667","","1.1","100","4.444444444","","36.66666667",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00212","","","","1","1","5","3","3","3","2","2","1","5","3","5","5","7","0.8","0.1","0.5","0.9","1.4","8","0.16","0.033333333","0.1125","4","2.5","0.45","0.25","62.5","64.28571429","13.33333333","15","8.333333333","23.33333333","2.666666667","1.666666667","0.3","0.166666667","66.66666667","8.888888889","10","5.555555556","15.55555556"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00213","","","","","","","1","3","3","1","","","","","5","7","7","","0.1","0.4","","","","","0.1","","","","","0.4","","","","","13.33333333","","","","","0.133333333","33.33333333","","","4.444444444",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00214","","","","1","1","1","2","3","3","3","1","1","5","5","4","7","7","0.2","0.1","2.7","0.3","3","3","0.2","0.05","0.1","1","0.333333333","0.1","0.9","33.33333333","10","2.222222222","3.333333333","30","33.33333333","1","0.333333333","0.1","0.9","100","2.222222222","3.333333333","30","33.33333333"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00215","","","","1","1","3","2","3","3","3","2","1","5","7","4","6","7","0.3","0.1","2.2","0.4","2.6","5","0.1","0.05","0.08","1.666666667","1","0.133333333","0.733333333","60","15.38461538","3.333333333","4.444444444","24.44444444","28.88888889","1.666666667","1","0.133333333","0.733333333","100","3.333333333","4.444444444","24.44444444","28.88888889"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00216","","","","1","1","3","1","3","3","3","2","1","7","7","3","4","7","0.3","0.1","0.2","0.4","0.6","4","0.1","0.1","0.1","1.333333333","1","0.133333333","0.066666667","75","66.66666667","3.333333333","4.444444444","2.222222222","6.666666667","1.333333333","1","0.133333333","0.066666667","100","3.333333333","4.444444444","2.222222222","6.666666667"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00217","","","","1","1","12","","3","3","3","3","1","3","1","6","3","6","3","","1.6","","","","0.25","","","","4","","0.533333333","","","33.33333333","","17.77777778","","","4","","0.533333333","100","33.33333333","","17.77777778",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00218","","","","1","1","8","","3","3","3","3","1","3","1","6","1","6","3","","2.9","","","","0.375","","","","2.666666667","","0.966666667","","","33.33333333","","32.22222222","","","2.666666667","","0.966666667","100","33.33333333","","32.22222222",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00219","","","","1","1","","","3","2","1","","1","5","5","4","7","6","","","0.3","","","","","","","","","","0.3","","","","","10","","","","","0.1","33.33333333","","","3.333333333",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00022","","","","","","","","3","3","3","","","","","5","3","6","","","1.3","","","","","","","","","","0.433333333","","","","","14.44444444","","","","","0.433333333","100","","","14.44444444",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00220","","","","1","1","4","","3","2","3","3","1","3","3","5","3","6","0.7","","0.7","","","","0.175","","","","1.333333333","","0.233333333","","","7.777777778","","7.777777778","","","1.333333333","","0.233333333","100","7.777777778","","7.777777778",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00221","","","","1","1","2","","3","3","3","1","1","5","5","7","2","5","0.3","","4.2","","","","0.15","","","","0.666666667","","1.4","","","3.333333333","","46.66666667","","","0.666666667","","1.4","100","3.333333333","","46.66666667",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00222","","","","","","","","3","3","3","","","","","7","1","5","","","3.8","","","","","","","","","","1.266666667","","","","","42.22222222","","","","","1.266666667","100","","","42.22222222",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00223","","","","","","","","3","3","2","","","","","6","3","4","","","1.8","","","","","","","","","","0.9","","","","","30","","","","","0.6","66.66666667","","","20",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00224","","","","","","","","3","2","1","","","","","4","7","7","","","0.3","","","","","","","","","","0.3","","","","","10","","","","","0.1","33.33333333","","","3.333333333",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00225","","","","1","1","2","1","3","2","2","1","1","3","3","4","4","7","0.6","0.1","0.8","0.7","1.5","3","0.3","0.1","0.233333333","1.5","1","0.35","0.4","66.66666667","46.66666667","10","11.66666667","13.33333333","25","1","0.666666667","0.233333333","0.266666667","66.66666667","6.666666667","7.777777778","8.888888889","16.66666667"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00226","","","","1","1","18","1","3","3","3","3","1","1","1","7","1","6","3","0.1","3.5","3.1","6.6","19","0.166666667","0.1","0.163157895","6.333333333","6","1.033333333","1.166666667","94.73684211","46.96969697","33.33333333","34.44444444","38.88888889","73.33333333","6.333333333","6","1.033333333","1.166666667","100","33.33333333","34.44444444","38.88888889","73.33333333"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00227","","","","","","","","3","3","2","","","","","3","6","7","","","0.15","","","","","","","","","","0.075","","","","","2.5","","","","","0.05","66.66666667","","","1.666666667",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00228","","","","1","1","4","8","3","3","3","3","1","5","7","3","2","7","0.3","0.1","1.5","0.4","1.9","12","0.075","0.0125","0.033333333","4","1.333333333","0.133333333","0.5","33.33333333","21.05263158","3.333333333","4.444444444","16.66666667","21.11111111","4","1.333333333","0.133333333","0.5","100","3.333333333","4.444444444","16.66666667","21.11111111"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00229","","","","1","1","2","2","3","3","3","2","3","5","3","3","3","7","0.4","","1.3","","","4","0.2","","","1.333333333","0.666666667","","0.433333333","50","","4.444444444","","14.44444444","","1.333333333","0.666666667","","0.433333333","100","4.444444444","","14.44444444",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00023","","","","3","1","2","","3","3","3","2","1","1","1","8","1","3","1.3","","3.1","","","","0.65","","","","0.666666667","","1.033333333","","","14.44444444","","34.44444444","","","0.666666667","","1.033333333","100","14.44444444","","34.44444444",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00230","","","","1","1","3","","3","2","3","2","3","5","7","7","3","6","0.1","","1.8","","","","0.033333333","","","","1","","0.6","","","1.111111111","","20","","","1","","0.6","100","1.111111111","","20",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00231","","","","","","","","3","","3","3","","","","","","","","","0.7","","","","","","","","","","0.233333333","","","","","7.777777778","","","","","0.233333333","100","","","7.777777778",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00232","","","","1","1","8","3","3","3","3","2","1","5","3","6","4","6","0.9","0.2","2.5","1.1","3.6","11","0.1125","0.066666667","0.1","3.666666667","2.666666667","0.366666667","0.833333333","72.72727273","30.55555556","10","12.22222222","27.77777778","40","3.666666667","2.666666667","0.366666667","0.833333333","100","10","12.22222222","27.77777778","40"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00233","","","","1","1","3","2","3","3","3","1","3","5","1","6","4","5","1","0.1","2.7","1.1","3.8","5","0.333333333","0.05","0.22","1.666666667","1","0.366666667","0.9","60","28.94736842","11.11111111","12.22222222","30","42.22222222","1.666666667","1","0.366666667","0.9","100","11.11111111","12.22222222","30","42.22222222"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00234","","","","3","1","1","","3","3","3","2","1","3","3","6","3","6","0.3","","1.3","","","","0.3","","","","0.333333333","","0.433333333","","","3.333333333","","14.44444444","","","0.333333333","","0.433333333","100","3.333333333","","14.44444444",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00235","","","","3","1","2","1","3","3","1","","1","5","7","6","2","5","0.2","0.1","0.3","0.3","0.6","3","0.1","0.1","0.1","3","2","0.3","0.3","66.66666667","50","6.666666667","10","10","20","1","0.666666667","0.1","0.1","33.33333333","2.222222222","3.333333333","3.333333333","6.666666667"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00236","","","","","","","","3","1","3","2","","","","5","4","6","","","0.5","","","","","","","","","","0.166666667","","","","","5.555555556","","","","","0.166666667","100","","","5.555555556",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00237","","","","1","1","3","","3","3","2","1","1","3","5","5","3","6","0.4","","0.9","","","","0.133333333","","","","1.5","","0.45","","","6.666666667","","15","","","1","","0.3","66.66666667","4.444444444","","10",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00238","","","","3","1","7","2","3","3","3","","3","3","7","5","3","6","0.4","0.1","0.7","0.5","1.2","9","0.057142857","0.05","0.055555556","3","2.333333333","0.166666667","0.233333333","77.77777778","41.66666667","4.444444444","5.555555556","7.777777778","13.33333333","3","2.333333333","0.166666667","0.233333333","100","4.444444444","5.555555556","7.777777778","13.33333333"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00239","","","","","","","","3","3","3","","","","","6","3","5","","","0.5","","","","","","","","","","0.166666667","","","","","5.555555556","","","","","0.166666667","100","","","5.555555556",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00024","","","","5","1","","2","3","3","3","1","5","5","5","4","6","6","","","1.6","","","","","","","","","","0.533333333","","","","","17.77777778","","","","","0.533333333","100","","","17.77777778",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00240","","","","1","1","","2","3","3","2","1","1","5","5","7","1","3","","0.1","6.6","","","","","0.05","","","","","3.3","","","","","110","","","","","2.2","66.66666667","","","73.33333333",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00241","","","","1","1","1","","3","3","3","1","1","5","5","8","1","4","0.1","","4.2","","","","0.1","","","","0.333333333","","1.4","","","1.111111111","","46.66666667","","","0.333333333","","1.4","100","1.111111111","","46.66666667",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00242","","","","","","","","3","2","1","","","","","5","5","6","","","0.2","","","","","","","","","","0.2","","","","","6.666666667","","","","","0.066666667","33.33333333","","","2.222222222",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00243","","","","1","1","7","2","3","3","3","3","3","5","3","5","3","5","1.4","0.2","4.3","1.6","5.9","9","0.2","0.1","0.177777778","3","2.333333333","0.533333333","1.433333333","77.77777778","27.11864407","15.55555556","17.77777778","47.77777778","65.55555556","3","2.333333333","0.533333333","1.433333333","100","15.55555556","17.77777778","47.77777778","65.55555556"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00244","","","","1","1","1","","3","3","3","1","1","3","3","6","3","5","0.4","","5.2","","","","0.4","","","","0.333333333","","1.733333333","","","4.444444444","","57.77777778","","","0.333333333","","1.733333333","100","4.444444444","","57.77777778",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00245","","","","1","1","2","1","3","3","1","1","1","5","7","4","2","7","0.1","0.1","0.2","0.2","0.4","3","0.05","0.1","0.066666667","3","2","0.2","0.2","66.66666667","50","3.333333333","6.666666667","6.666666667","13.33333333","1","0.666666667","0.066666667","0.066666667","33.33333333","1.111111111","2.222222222","2.222222222","4.444444444"
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00025","","","","3","1","","1","3","3","3","1","3","5","5","5","6","5","","0.5","1.6","","","","","0.5","","","","","0.533333333","","","","","17.77777778","","","","","0.533333333","100","","","17.77777778",""
"","","GHP2016OHW-OT01","","","","","","","","","GHP2016OHW-OT01-00026","","","","3","1","7","6","3","3","3","3","3","3","3","5","3","6","1.5","0.4","2.6","1.9","4.5","13","0.214285714","0.066666667","0.146153846","4.333333333","2.333333333","0.633333333","0.866666667","53.84615385","42.22222222","16.66666667","21.11111111","28.88888889","50","4.333333333","2.333333333","0.633333333","0.866666667","100","16.66666667","21.11111111","28.88888889","50"
