"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2012FMS-AT02","","","","","","","","","GHP2012FMS-AT02-00001","","","","3","2","48","72","32","30","34","30","2","5","5","6","1","3","7.6","4.2","4","11.8","15.8","120","0.158333333","0.058333333","0.098333333","4","3.529411765","1.6","1.411764706","0.393333333","0.347058824","0.133333333","0.117647059","40","74.6835443","88.23529412","7.450980392","8.444444444","11.56862745","13.11111111","3.921568627","4.444444444","15.49019608","17.55555556"
"","","GHP2012FMS-AT02","","","","","","","","","GHP2012FMS-AT02-00010","","","","2","1","30","20","26","26","34","26","1","4","6","6","6","6","7.8","1.5","8.5","9.3","17.8","50","0.26","0.075","0.186","1.923076923","1.470588235","1.153846154","0.882352941","0.357692308","0.273529412","0.326923077","0.25","60","52.24719101","76.47058824","7.647058824","10","9.117647059","11.92307692","8.333333333","10.8974359","17.45098039","22.82051282"
"","","GHP2012FMS-AT02","","","","","","","","","GHP2012FMS-AT02-00011","","","","2","1","19","45","33","29","34","27","1","5","3","8","5","5","3","2.4","19.5","5.4","24.9","64","0.157894737","0.053333333","0.084375","2.206896552","1.882352941","0.655172414","0.558823529","0.186206897","0.158823529","0.672413793","0.573529412","29.6875","21.68674699","85.29411765","2.941176471","3.448275862","5.294117647","6.206896552","19.11764706","22.4137931","24.41176471","28.62068966"
"","","GHP2012FMS-AT02","","","","","","","","","GHP2012FMS-AT02-00012","","","","3","1","49","82","30","30","34","28","1","5","5","6","4","4","6.5","3.7","13.5","10.2","23.7","131","0.132653061","0.045121951","0.077862595","4.366666667","3.852941176","1.633333333","1.441176471","0.34","0.3","0.45","0.397058824","37.40458015","43.03797468","88.23529412","6.37254902","7.222222222","10","11.33333333","13.23529412","15","23.23529412","26.33333333"
"","","GHP2012FMS-AT02","","","","","","","","","GHP2012FMS-AT02-00013","","","","3","1","38","40","28","30","34","29","2","5","3","5","6","7","4.9","1.9","7","6.8","13.8","78","0.128947368","0.0475","0.087179487","2.6","2.294117647","1.266666667","1.117647059","0.226666667","0.2","0.233333333","0.205882353","48.71794872","49.27536232","88.23529412","4.803921569","5.444444444","6.666666667","7.555555556","6.862745098","7.777777778","13.52941176","15.33333333"
"","","GHP2012FMS-AT02","","","","","","","","","GHP2012FMS-AT02-00014","","","","2","2","28","26","30","25","34","22","2","5","4","6","6","6","4.9","1.1","5.5","6","11.5","54","0.175","0.042307692","0.111111111","2.16","1.588235294","1.12","0.823529412","0.24","0.176470588","0.22","0.161764706","51.85185185","52.17391304","73.52941176","4.803921569","6.533333333","5.882352941","8","5.392156863","7.333333333","11.2745098","15.33333333"
"","","GHP2012FMS-AT02","","","","","","","","","GHP2012FMS-AT02-00015","","","","2","2","26","28","30","24","34","21","1","5","6","6","6","6","6","1.8","5.5","7.8","13.3","54","0.230769231","0.064285714","0.144444444","2.25","1.588235294","1.083333333","0.764705882","0.325","0.229411765","0.229166667","0.161764706","48.14814815","58.64661654","70.58823529","5.882352941","8.333333333","7.647058824","10.83333333","5.392156863","7.638888889","13.03921569","18.47222222"
"","","GHP2012FMS-AT02","","","","","","","","","GHP2012FMS-AT02-00016","","","","3","2","19","34","31","25","34","22","2","4","5","5","6","6","4.2","2.1","5.5","6.3","11.8","53","0.221052632","0.061764706","0.118867925","2.12","1.558823529","0.76","0.558823529","0.252","0.185294118","0.22","0.161764706","35.8490566","53.38983051","73.52941176","4.117647059","5.6","6.176470588","8.4","5.392156863","7.333333333","11.56862745","15.73333333"
"","","GHP2012FMS-AT02","","","","","","","","","GHP2012FMS-AT02-00017","","","","2","1","23","42","32","25","34","23","1","5","4","7","3","5","5.5","3.6","8","9.1","17.1","65","0.239130435","0.085714286","0.14","2.6","1.911764706","0.92","0.676470588","0.364","0.267647059","0.32","0.235294118","35.38461538","53.21637427","73.52941176","5.392156863","7.333333333","8.921568627","12.13333333","7.843137255","10.66666667","16.76470588","22.8"
"","","GHP2012FMS-AT02","","","","","","","","","GHP2012FMS-AT02-00018","","","","2","1","47","50","31","30","34","30","2","5","5","5","5","7","9.2","2.3","9.5","11.5","21","97","0.195744681","0.046","0.118556701","3.233333333","2.852941176","1.566666667","1.382352941","0.383333333","0.338235294","0.316666667","0.279411765","48.45360825","54.76190476","88.23529412","9.019607843","10.22222222","11.2745098","12.77777778","9.31372549","10.55555556","20.58823529","23.33333333"
