"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2014OHW-AT03","","","","","","","","","GHP2014OHW-AT03-00001","","","","2","0","1.84","0.47","21.71","3","50.57","1.5","4.71","2","25","34","27","27","30","27","5","3","5.06","2","68.44","3","42.93059126","6","8","1.17","6","5","5.2","2.6","3.4","7.8","11.2","59","0.208","0.076470588","0.13220339","2.185185185","1.966666667","0.925925926","0.833333333","0.288888889","0.26","0.125925926","0.113333333","42.37288136","69.64285714","90","3.348586118","5.777777778","6.419753086","8.666666667","9.62962963","3.777777778","4.197530864","3.720651243","4.134056936","12.44444444","13.82716049"
"","","GHP2014OHW-AT03","","","","","","","","","GHP2014OHW-AT03-00010","","","","1","0","2.2","0.88","18.43","2","50.05","1.84","6.25","1","14","34","23","23","30","20","5","3","6.52","1","65.18","3","36.82317682","6","7","1.38","8","5","4.2","1.9","8.2","6.1","14.3","48","0.3","0.055882353","0.127083333","2.086956522","1.6","0.608695652","0.466666667","0.265217391","0.203333333","0.356521739","0.273333333","29.16666667","42.65734266","76.66666667","2.246213786","4.666666667","6.086956522","6.777777778","8.84057971","9.111111111","11.88405797","2.495793096","3.255382299","15.88888889","20.72463768"
"","","GHP2014OHW-AT03","","","","","","","","","GHP2014OHW-AT03-00011","","","","1","22.28","2.18","1.95","14.2","2","50.72","3.25","18.12","1","80","56","27","27","30","27","8","7","4.27","2","54.66","3","27.99684543","6","9","1.12","9","3","23.4","5.8","11.8","29.2","41","136","0.2925","0.103571429","0.214705882","5.037037037","4.533333333","2.962962963","2.666666667","1.081481481","0.973333333","0.437037037","0.393333333","58.82352941","71.2195122","90","8.175078864","26","28.88888889","32.44444444","36.04938272","13.11111111","14.56790123","9.08342096","10.09268996","45.55555556","50.61728395"
"","","GHP2014OHW-AT03","","","","","","","","","GHP2014OHW-AT03-00012","","","","1","0","2.02","0.57","20.86","2","50.4","1.69","3.34","1","36","33","29","29","30","26","5","3","6.16","1","68.29","3","41.38888889","5","5","1.24","9","1","6.2","1.6","21.2","7.8","29","69","0.172222222","0.048484848","0.113043478","2.379310345","2.3","1.24137931","1.2","0.268965517","0.26","0.731034483","0.706666667","52.17391304","26.89655172","96.66666667","3.228333333","6.888888889","7.126436782","8.666666667","8.965517241","23.55555556","24.36781609","3.587037037","3.710727969","32.22222222","33.33333333"
"","","GHP2014OHW-AT03","","","","","","","","","GHP2014OHW-AT03-00013","","","","1","30.07","2.85","3.36","10.95","3","50.68","5.6","25.79","2","59","30","21","21","30","21","8","6","5.35","2","43.87","5","21.60615627","6","9","1.6","7","3","13.9","1.4","5","15.3","20.3","89","0.23559322","0.046666667","0.171910112","4.238095238","2.966666667","2.80952381","1.966666667","0.728571429","0.51","0.238095238","0.166666667","66.29213483","75.36945813","70","3.30574191","15.44444444","22.06349206","17","24.28571429","5.555555556","7.936507937","3.673046567","5.247209381","22.55555556","32.22222222"
"","","GHP2014OHW-AT03","","","","","","","","","GHP2014OHW-AT03-00014","","","","3","17.28","2.34","2.25","15.43","2","50.42","3.27","12.15","1","55","62","28","28","30","28","8","3","4.95","2","60.22","2","30.60293534","6","5","1.12","7","6","9.4","3.2","10.4","12.6","23","117","0.170909091","0.051612903","0.107692308","4.178571429","3.9","1.964285714","1.833333333","0.45","0.42","0.371428571","0.346666667","47.00854701","54.7826087","93.33333333","3.855969853","10.44444444","11.19047619","14","15","11.55555556","12.38095238","4.284410948","4.590440301","25.55555556","27.38095238"
"","","GHP2014OHW-AT03","","","","","","","","","GHP2014OHW-AT03-00015","","","","1","44.03","2.05","1.28","18.97","3","50.19","2.64","6.09","2","55","45","28","28","30","28","9","9","5.36","2","65.32","3","37.79637378","5","6","1.03","7","1","13.2","2.4","6.6","15.6","22.2","100","0.24","0.053333333","0.156","3.571428571","3.333333333","1.964285714","1.833333333","0.557142857","0.52","0.235714286","0.22","55","70.27027027","93.33333333","5.89623431","14.66666667","15.71428571","17.33333333","18.57142857","7.333333333","7.857142857","6.551371455","7.019326559","24.66666667","26.42857143"
"","","GHP2014OHW-AT03","","","","","","","","","GHP2014OHW-AT03-00016","","","","2","0","1.64","0.64","20.56","2","50.26","1.49","5.84","1","38","32","28","28","30","28","4","6","3.7","2","70.87","5","40.90728213","6","6","1.05","7","3","10.9","2.5","5.6","13.4","19","70","0.286842105","0.078125","0.191428571","2.5","2.333333333","1.357142857","1.266666667","0.478571429","0.446666667","0.2","0.186666667","54.28571429","70.52631579","93.33333333","5.481575806","12.11111111","12.97619048","14.88888889","15.95238095","6.222222222","6.666666667","6.090639784","6.525685483","21.11111111","22.61904762"
"","","GHP2014OHW-AT03","","","","","","","","","GHP2014OHW-AT03-00017","","","","1","0","2.07","0.8","20.45","3","50.86","1.83","5.05","1","14","34","25","25","30","22","5","3","5.95","1","67.27","3","40.20841526","5","6","1.21","9","3","2.6","1.7","7","4.3","11.3","48","0.185714286","0.05","0.089583333","1.92","1.6","0.56","0.466666667","0.172","0.143333333","0.28","0.233333333","29.16666667","38.05309735","83.33333333","1.728961856","2.888888889","3.466666667","4.777777778","5.733333333","7.777777778","9.333333333","1.921068729","2.305282475","12.55555556","15.06666667"
"","","GHP2014OHW-AT03","","","","","","","","","GHP2014OHW-AT03-00018","","","","1","19.31","2.27","1.43","15.84","2","50.25","2.36","15.33","1","49","65","28","28","30","28","8","7","5.92","2","55.95","3","31.52238806","6","7","1.17","7","4","12.5","4.4","5.6","16.9","22.5","114","0.255102041","0.067692308","0.148245614","4.071428571","3.8","1.75","1.633333333","0.603571429","0.563333333","0.2","0.186666667","42.98245614","75.11111111","93.33333333","5.327283582","13.88888889","14.88095238","18.77777778","20.11904762","6.222222222","6.666666667","5.91920398","6.342004264","25","26.78571429"
"","","GHP2014OHW-AT03","","","","","","","","","GHP2014OHW-AT03-00019","","","","1","0","1.83","0.8","20.86","2","50.66","1.78","5.27","2","43","30","27","27","30","27","4","6","3.95","2","72.43","5","41.17647059","6","7","1.07","7","3","11","1.8","6","12.8","18.8","73","0.255813953","0.06","0.175342466","2.703703704","2.433333333","1.592592593","1.433333333","0.474074074","0.426666667","0.222222222","0.2","58.90410959","68.08510638","90","5.270588235","12.22222222","13.58024691","14.22222222","15.80246914","6.666666667","7.407407407","5.85620915","6.506899056","20.88888889","23.20987654"
"","","GHP2014OHW-AT03","","","","","","","","","GHP2014OHW-AT03-00002","","","","1","34.08","2.84","4.18","11.27","4","50","6.23","22.47","3","56","30","24","24","30","24","8","6","5.69","3","43.49","5","22.54","6","7","1.6","6","3","13.2","3.1","4","16.3","20.3","86","0.235714286","0.103333333","0.189534884","3.583333333","2.866666667","2.333333333","1.866666667","0.679166667","0.543333333","0.166666667","0.133333333","65.11627907","80.2955665","80","3.67402","14.66666667","18.33333333","18.11111111","22.63888889","4.444444444","5.555555556","4.082244444","5.102805556","22.55555556","28.19444444"
"","","GHP2014OHW-AT03","","","","","","","","","GHP2014OHW-AT03-00020","","","","1","0","1.72","0.63","21.2","3","50.9","1.5","5.57","1","21","20","20","20","30","13","5","3","4.53","1","69.57","3","41.6502947","6","6","1.08","7","5","4.4","0.8","5","5.2","10.2","41","0.20952381","0.04","0.126829268","2.05","1.366666667","1.05","0.7","0.26","0.173333333","0.25","0.166666667","51.2195122","50.98039216","66.66666667","2.165815324","4.888888889","7.333333333","5.777777778","8.666666667","5.555555556","8.333333333","2.406461471","3.609692207","11.33333333","17"
"","","GHP2014OHW-AT03","","","","","","","","","GHP2014OHW-AT03-00021","","","","1","27.43","2.66","2.63","13.53","3","50.72","4.25","20.71","3","48","42","28","28","30","26","8","6","6.53","3","47.69","5","26.67586751","6","6","1.58","7","3","9.2","1.7","3.4","10.9","14.3","90","0.191666667","0.04047619","0.121111111","3.214285714","3","1.714285714","1.6","0.389285714","0.363333333","0.121428571","0.113333333","53.33333333","76.22377622","93.33333333","2.907669558","10.22222222","10.95238095","12.11111111","12.97619048","3.777777778","4.047619048","3.230743954","3.461511379","15.88888889","17.02380952"
"","","GHP2014OHW-AT03","","","","","","","","","GHP2014OHW-AT03-00022","","","","3","13.92","2.47","2.08","15.63","2","50.45","3.28","10.02","2","55","88","26","26","30","25","8","3","5.9","2","60.37","2","30.98116947","6","5","1.24","8","5","8.2","3.3","5.4","11.5","16.9","143","0.149090909","0.0375","0.08041958","5.5","4.766666667","2.115384615","1.833333333","0.442307692","0.383333333","0.207692308","0.18","38.46153846","68.04733728","86.66666667","3.56283449","9.111111111","10.51282051","12.77777778","14.74358974","6","6.923076923","3.958704988","4.567736525","18.77777778","21.66666667"
"","","GHP2014OHW-AT03","","","","","","","","","GHP2014OHW-AT03-00023","","","","1","42.23","2.66","0.97","19.47","3","50.12","2.52","5.84","1","56","56","29","29","30","29","9","9","8.72","2","64.09","3","38.84676776","6","6","1.36","8","1","11.2","3.6","2.2","14.8","17","112","0.2","0.064285714","0.132142857","3.862068966","3.733333333","1.931034483","1.866666667","0.510344828","0.493333333","0.075862069","0.073333333","50","87.05882353","96.66666667","5.749321628","12.44444444","12.87356322","16.44444444","17.01149425","2.444444444","2.528735632","6.388135142","6.608415664","18.88888889","19.54022989"
"","","GHP2014OHW-AT03","","","","","","","","","GHP2014OHW-AT03-00024","","","","1","0","2.31","0.5","20.75","2","50.48","1.36","2.95","1","15","15","29","29","30","20","2","8","8.54","1","70.35","8","41.10538827","5","7","1.49","9","3","4.2","1.8","18","6","24","30","0.28","0.12","0.2","1.034482759","1","0.517241379","0.5","0.206896552","0.2","0.620689655","0.6","50","25","96.66666667","2.466323296","4.666666667","4.827586207","6.666666667","6.896551724","20","20.68965517","2.740359218","2.834854364","26.66666667","27.5862069"
"","","GHP2014OHW-AT03","","","","","","","","","GHP2014OHW-AT03-00003","","","","1","0","1.76","0.47","21.17","2","50.93","1.39","3.41","2","71","41","28","28","30","28","4","6","4.51","2","72.99","5","41.56685647","6","9","1.14","7","1","18.3","2.9","8.9","21.2","30.1","112","0.257746479","0.070731707","0.189285714","4","3.733333333","2.535714286","2.366666667","0.757142857","0.706666667","0.317857143","0.296666667","63.39285714","70.43189369","93.33333333","8.812173572","20.33333333","21.78571429","23.55555556","25.23809524","9.888888889","10.5952381","9.791303968","10.49068282","33.44444444","35.83333333"
"","","GHP2014OHW-AT03","","","","","","","","","GHP2014OHW-AT03-00004","","","","1","0","2.08","0.35","20.05","4","50.21","1.36","3.07","1","30","29","29","29","30","25","2","8","6.44","1","71.5","8","39.93228441","5","7","1.29","9","1","6.6","1.9","19.2","8.5","27.7","59","0.22","0.065517241","0.144067797","2.034482759","1.966666667","1.034482759","1","0.293103448","0.283333333","0.662068966","0.64","50.84745763","30.68592058","96.66666667","3.394244174","7.333333333","7.586206897","9.444444444","9.770114943","21.33333333","22.06896552","3.771382416","3.901430086","30.77777778","31.83908046"
"","","GHP2014OHW-AT03","","","","","","","","","GHP2014OHW-AT03-00005","","","","1","13.2","2.56","1.97","15.07","2","50.95","2.99","11.95","1","54","57","29","29","30","27","8","3","5.95","2","58.73","2","29.57801766","6","8","1.25","8","6","11.7","3.3","12.2","15","27.2","111","0.216666667","0.057894737","0.135135135","3.827586207","3.7","1.862068966","1.8","0.517241379","0.5","0.420689655","0.406666667","48.64864865","55.14705882","96.66666667","4.43670265","13","13.44827586","16.66666667","17.24137931","13.55555556","14.02298851","4.929669611","5.099658218","30.22222222","31.26436782"
"","","GHP2014OHW-AT03","","","","","","","","","GHP2014OHW-AT03-00006","","","","1","22.31","2.07","1.72","14.1","2","50.41","2.33","19.91","2","81","58","29","29","30","29","8","7","4.3","1","54.74","3","27.97064075","6","7","1.11","9","4","18.5","3.4","7.8","21.9","29.7","139","0.228395062","0.05862069","0.157553957","4.793103448","4.633333333","2.793103448","2.7","0.755172414","0.73","0.268965517","0.26","58.27338129","73.73737374","96.66666667","6.125570323","20.55555556","21.26436782","24.33333333","25.17241379","8.666666667","8.965517241","6.806189248","7.040885429","33","34.13793103"
"","","GHP2014OHW-AT03","","","","","","","","","GHP2014OHW-AT03-00007","","","","1","43.93","1.75","1.35","20.73","3","50.74","2.86","4.83","2","85","43","27","27","30","27","9","9","4.12","2","67.94","3","40.85534095","6","7","0.97","8","5","17.2","2.6","4.4","19.8","24.2","128","0.202352941","0.060465116","0.1546875","4.740740741","4.266666667","3.148148148","2.833333333","0.733333333","0.66","0.162962963","0.146666667","66.40625","81.81818182","90","8.089357509","19.11111111","21.2345679","22","24.44444444","4.888888889","5.432098765","8.98817501","9.986861122","26.88888889","29.87654321"
"","","GHP2014OHW-AT03","","","","","","","","","GHP2014OHW-AT03-00008","","","","1","0","1.73","1.06","18.73","2","50.06","2.13","2.52","1","25","33","30","30","30","28","5","3","3.9","1","69.74","3","37.41510188","6","6","1.07","9","1","5.8","2.5","19.2","8.3","27.5","58","0.232","0.075757576","0.143103448","1.933333333","1.933333333","0.833333333","0.833333333","0.276666667","0.276666667","0.64","0.64","43.10344828","30.18181818","100","3.105453456","6.444444444","6.444444444","9.222222222","9.222222222","21.33333333","21.33333333","3.45050384","3.45050384","30.55555556","30.55555556"
"","","GHP2014OHW-AT03","","","","","","","","","GHP2014OHW-AT03-00009","","","","1","0","2.16","0.71","18.8","2","50.84","1.74","4.54","2","29","34","28","28","30","26","2","8","5.79","2","68.15","8","36.97875688","5","8","1.29","9","1","9.6","1.9","24.6","11.5","36.1","63","0.331034483","0.055882353","0.182539683","2.25","2.1","1.035714286","0.966666667","0.410714286","0.383333333","0.878571429","0.82","46.03174603","31.85595568","93.33333333","4.252557042","10.66666667","11.42857143","12.77777778","13.69047619","27.33333333","29.28571429","4.72506338","5.062567907","40.11111111","42.97619048"
