"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Virus symptoms estimating 1-9|CO_331:0000193","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00436","","","","","","","","","0","0","3","0","3","0","","","","","","","","","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00437","","","","","","","","","0","0","3","0","3","0","","","","","","","","","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00438","","","","","","","","","0","0","3","0","3","0","","","","","","","","","1","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00439","","","","","","","","","0","0","3","0","3","0","","","","","","","","","1","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00044","","","","","","","","","0","0","2","0","3","0","","","","","","","","","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00440","","","","","","","","","0","0","3","0","3","0","","","","","","","","","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00441","","","","","","","","","0","0","3","0","3","0","","","","","","","","","1","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00442","","","","","","","","","0","0","3","0","3","0","","","","","","","","","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00443","","","","","","","","","0","0","3","0","3","0","","","","","","","","","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00444","","","","","","","","","0","0","3","0","3","0","","","","","","","","","1","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00445","","","","","","","","","0","0","3","0","3","0","","","","","","","","","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00446","","","","","","","","","0","0","3","0","3","0","","","","","","","","","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00447","","","","","","","","","0","0","3","0","3","0","","","","","","","","","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00448","","","","","","","","","0","0","3","0","3","0","","","","","","","","","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00449","","","","","","","","","0","0","2","0","3","0","","","","","","","","","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00045","","","","","","","","","0","0","3","0","3","0","","","","","","","","","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00450","","","","","","","","","0","0","1","0","3","0","","","","","","","","","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00451","","","","","","","","","0","0","2","0","3","0","","","","","","","","","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00452","","","","","","","","","0","0","3","0","3","0","","","","","","","","","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00453","","","","","","","","","0","0","3","0","3","0","","","","","","","","","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00454","","","","","","","","","0","0","3","0","3","0","","","","","","","","","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00455","","","","","","","","","0","0","3","0","3","0","","","","","","","","","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00456","","","","","","","","","0","0","3","0","3","0","","","","","","","","","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00457","","","","","","","","","0","0","3","0","3","0","","","","","","","","","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00458","","","","","","","","","0","0","2","0","3","0","","","","","","","","","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00459","","","","","","","","","0","0","2","0","3","0","","","","","","","","","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00046","","","","","","","","","0","0","3","0","3","0","","","","","","","","","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00460","","","","","","","","","0","0","3","0","3","0","","","","","","","","","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00461","","","","","","","","","0","0","2","0","3","0","","","","","","","","","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00462","","","","","","","","","0","0","3","0","3","0","","","","","","","","","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00463","","","","","","","","","0","0","3","0","3","0","","","","","","","","","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00464","","","","","","","","","0","0","3","0","3","0","","","","","","","","","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00465","","","","","","","","","0","0","3","0","3","0","","","","","","","","","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00466","","","","","","","","","0","0","3","0","3","0","","","","","","","","","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00467","","","","","","","","","0","0","1","0","3","0","","","","","","","","","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00468","","","","","","","","","0","0","2","0","3","0","","","","","","","","","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00469","","","","","","","","","0","0","3","0","3","0","","","","","","","","","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00047","","","","","","","","","0","0","3","0","3","0","","","","","","","","","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00470","","","","","","","","","0","0","2","0","3","0","","","","","","","","","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00471","","","","","","","","","0","0","3","0","3","0","","","","","","","","","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00472","","","","","","","","","0","0","3","0","3","0","","","","","","","","","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00473","","","","","","","","","0","0","3","0","3","0","","","","","","","","","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00474","","","","17.19","","50.17","4.612101078","5.988642216","9","0","3","3","3","3","2","1","8","8","1","6","8","1","3","2.5","0","1.5","2.5","4","9","0.277777778","","0.277777778","3","3","3","3","0.833333333","0.833333333","0.5","0.5","100","62.5","100","34.26350409","0.856587602","27.77777778","27.77777778","27.77777778","27.77777778","16.66666667","16.66666667","9.517640024","9.517640024","44.44444444","44.44444444"
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00475","","","","16.95","2","50.65","2.37057209","3.751434088","5","2","3","3","3","3","1","1","7","8","1","5","6","4","3","1.2","0.3","1.2","1.5","2.7","7","0.24","0.15","0.214285714","2.333333333","2.333333333","1.666666667","1.666666667","0.5","0.5","0.4","0.4","71.42857143","55.55555556","100","33.46495558","0.501974334","13.33333333","13.33333333","16.66666667","16.66666667","13.33333333","13.33333333","5.577492596","5.577492596","30","30"
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00476","","","","","","","","","0","0","3","0","3","0","","","","","","","","","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00477","","","","","","","","","0","0","3","0","3","0","","","","","","","","","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00478","","","","","","","","","0","0","2","0","3","0","","","","","","","","","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00479","","","","","","","","","0","0","2","0","3","0","","","","","","","","","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00048","","","","","","","","","0","0","3","0","3","0","","","","","","","","","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00480","","","","","","","","","0","0","3","0","3","0","","","","","","","","","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00481","","","","17.34","3","50.02","1.708735943","2.983741999","10","5","3","3","3","3","2","1","5","9","2","5","7","1","3","1.8","0.2","3.9","2","5.9","15","0.18","0.04","0.133333333","5","5","3.333333333","3.333333333","0.666666667","0.666666667","1.3","1.3","66.66666667","33.89830508","100","34.66613355","0.693322671","20","20","22.22222222","22.22222222","43.33333333","43.33333333","7.703585233","7.703585233","65.55555556","65.55555556"
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00482","","","","","","","","","0","0","2","0","3","0","","","","","","","","","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00483","","","","","","","","","0","0","3","0","3","0","","","","","","","","","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00484","","","","","","","","","0","0","2","0","3","0","","","","","","","","","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00485","","","","","","","","","0","0","2","0","3","0","","","","","","","","","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00486","","","","","","","","","0","0","3","0","3","0","","","","","","","","","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00487","","","","","","","","","0","0","3","0","3","0","","","","","","","","","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00488","","","","","","","","","0","0","3","0","3","0","","","","","","","","","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00489","","","","","","","","","0","0","2","0","3","0","","","","","","","","","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00049","","","","","","","","","0","0","3","0","3","0","","","","","","","","","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00490","","","","","","","","","0","0","3","0","3","0","","","","","","","","","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00491","","","","","","","","","0","0","3","0","3","0","","","","","","","","","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00492","","","","","","","","","0","0","2","0","3","0","","","","","","","","","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00493","","","","","","","","","0","0","3","0","3","0","","","","","","","","","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00494","","","","","","","","","0","0","3","0","3","0","","","","","","","","","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00495","","","","","","","","","0","0","3","0","3","0","","","","","","","","","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00496","","","","","","","","","0","0","3","0","3","0","","","","","","","","","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00497","","","","","","","","","0","0","2","0","3","0","","","","","","","","","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00498","","","","","","","","","0","0","2","0","3","0","","","","","","","","","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00499","","","","","","","","","0","0","3","0","3","0","","","","","","","","","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00005","","","","","","","","","0","0","3","0","3","0","","","","","","","","","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00050","","","","","","","","","0","0","3","0","3","0","","","","","","","","","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00500","","","","","","","","","0","0","3","0","3","0","","","","","","","","","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00501","","","","","","","","","0","0","3","0","3","0","","","","","","","","","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00502","","","","","","","","","0","0","2","0","3","0","","","","","","","","","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00503","","","","","","","","","0","0","3","0","3","0","","","","","","","","","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00504","","","","","","","","","0","0","3","0","3","0","","","","","","","","","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00505","","","","","","","","","0","0","2","0","3","0","","","","","","","","","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00506","","","","","","","","","0","0","2","0","3","0","","","","","","","","","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00507","","","","","","","","","0","0","3","0","3","0","","","","","","","","","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00508","","","","","","","","","0","0","3","0","3","0","","","","","","","","","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00509","","","","","","","","","0","0","2","0","3","0","","","","","","","","","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00051","","","","19.64","3","50.7","2.403702974","3.603919029","6","0","3","3","3","3","2","1","5","2","1","6","7","3","3","2.3","0","2.5","2.3","4.8","6","0.383333333","","0.383333333","2","2","2","2","0.766666667","0.766666667","0.833333333","0.833333333","100","47.91666667","100","38.73767258","0.890966469","25.55555556","25.55555556","25.55555556","25.55555556","27.77777778","27.77777778","9.899627438","9.899627438","53.33333333","53.33333333"
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00510","","","","","","","","","0","0","2","0","3","0","","","","","","","","","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00511","","","","","","","","","0","0","3","0","3","0","","","","","","","","","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00512","","","","","","","","","0","0","3","0","3","0","","","","","","","","","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00513","","","","20.48","","50.53","1.406133056","2.308912992","12","2","3","3","3","3","1","3","5","3","1","5","7","","3","2.5","0.1","2.2","2.6","4.8","14","0.208333333","0.05","0.185714286","4.666666667","4.666666667","4","4","0.866666667","0.866666667","0.733333333","0.733333333","85.71428571","54.16666667","100","40.53037799","1.053789828","27.77777778","27.77777778","28.88888889","28.88888889","24.44444444","24.44444444","11.70877586","11.70877586","53.33333333","53.33333333"
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00514","","","","","","","","","0","0","3","0","3","0","","","","","","","","","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00515","","","","","","","","","0","0","3","0","3","0","","","","","","","","","1","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00516","","","","","","","","","0","0","3","0","3","0","","","","","","","","","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00517","","","","","","","","","0","0","3","0","3","0","","","","","","","","","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00518","","","","","","","","","0","0","2","0","3","0","","","","","","","","","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00519","","","","","","","","","0","0","3","0","3","0","","","","","","","","","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00052","","","","","","","","","0","0","3","0","3","0","","","","","","","","","1","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00520","","","","","","","","","0","0","2","0","3","0","","","","","","","","","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00521","","","","","","","","","0","0","3","0","3","0","","","","","","","","","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00522","","","","","","","","","0","0","3","0","3","0","","","","","","","","","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00523","","","","","","","","","0","0","2","0","3","0","","","","","","","","","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015FMS-OT01","","","","","","","","","GHP2015FMS-OT01-00524","","","","","","","","","0","0","3","0","3","0","","","","","","","","","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
