"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2009GUR-AT01","","","","","","","","","MZP2009GUR-AT01-00041","","","","39","39","2","2","5","33","20","9","27","1","1.2","9","5","2.2","11.2","36","0.111111111","0.044444444","0.061111111","1.090909091","0.923076923","0.272727273","0.230769231","0.066666667","0.056410256","0.272727273","0.230769231","25","19.64285714","84.61538462","0.949667616","1.122334456","2.089268756","2.469135802","8.547008547","10.1010101","10.6362773","12.5701459"
"","","MZP2009GUR-AT01","","","","","","","","","MZP2009GUR-AT01-00042","","","","39","37","1","1","5","31","31","16","70","5.1","7","15","5","12.1","27.1","86","0.31875","0.1","0.140697674","2.774193548","2.205128205","0.516129032","0.41025641","0.390322581","0.31025641","0.483870968","0.384615385","18.60465116","44.64944649","79.48717949","4.843304843","6.093189964","11.49097816","14.45639188","14.24501425","17.92114695","25.7359924","32.37753883"
"","","MZP2009GUR-AT01","","","","","","","","","MZP2009GUR-AT01-00043","","","","39","38","2","4","4","31","17","5","20","2.3","1.5","21.5","1","3.8","25.3","25","0.46","0.075","0.152","0.806451613","0.641025641","0.161290323","0.128205128","0.122580645","0.097435897","0.693548387","0.551282051","20","15.01976285","79.48717949","2.184235518","2.7479092","3.608736942","4.540023895","20.41785375","25.6869773","24.02659069","30.22700119"
"","","MZP2009GUR-AT01","","","","","","","","","MZP2009GUR-AT01-00044","","","","39","33","3","3","4","22","18","16","33","5.1","3.5","10.9","4","8.6","19.5","49","0.31875","0.106060606","0.175510204","2.227272727","1.256410256","0.727272727","0.41025641","0.390909091","0.220512821","0.495454545","0.279487179","32.65306122","44.1025641","56.41025641","4.843304843","8.585858586","8.1671415","14.47811448","10.35137702","18.35016835","18.51851852","32.82828283"
"","","MZP2009GUR-AT01","","","","","","","","","MZP2009GUR-AT01-00045","","","","39","30","2","3","4","24","24","24","39","10.5","5.5","11.4","6","16","27.4","63","0.4375","0.141025641","0.253968254","2.625","1.615384615","1","0.615384615","0.666666667","0.41025641","0.475","0.292307692","38.0952381","58.39416058","61.53846154","9.971509972","16.2037037","15.19468186","24.69135802","10.82621083","17.59259259","26.02089269","42.28395062"
"","","MZP2009GUR-AT01","","","","","","","","","MZP2009GUR-AT01-00046","","","","39","28","2","3","4","25","14","0","23","0","2","11","6","2","13","23","","0.086956522","0.086956522","0.92","0.58974359","0","0","0.08","0.051282051","0.44","0.282051282","0","15.38461538","64.1025641","0","0","1.899335233","2.962962963","10.44634378","16.2962963","12.34567901","19.25925926"
"","","MZP2009GUR-AT01","","","","","","","","","MZP2009GUR-AT01-00047","","","","39","32","2","2","5","32","20","8","18","4","3.4","13.5","6","7.4","20.9","26","0.5","0.188888889","0.284615385","0.8125","0.666666667","0.25","0.205128205","0.23125","0.18974359","0.421875","0.346153846","30.76923077","35.40669856","82.05128205","3.798670465","4.62962963","7.027540361","8.564814815","12.82051282","15.625","19.84805318","24.18981481"
"","","MZP2009GUR-AT01","","","","","","","","","MZP2009GUR-AT01-00048","","","","39","37","2","2","4","22","22","27","72","12.1","11.1","6","2","23.2","29.2","99","0.448148148","0.154166667","0.234343434","4.5","2.538461538","1.227272727","0.692307692","1.054545455","0.594871795","0.272727273","0.153846154","27.27272727","79.45205479","56.41025641","11.49097816","20.37037037","22.0322887","39.05723906","5.698005698","10.1010101","27.7302944","49.15824916"
"","","MZP2009GUR-AT01","","","","","","","","","MZP2009GUR-AT01-00049","","","","39","36","2","2","5","32","32","37","142","7.2","8.3","12.1","4","15.5","27.6","179","0.194594595","0.058450704","0.086592179","5.59375","4.58974359","1.15625","0.948717949","0.484375","0.397435897","0.378125","0.31025641","20.67039106","56.15942029","82.05128205","6.837606838","8.333333333","14.71984805","17.93981481","11.49097816","14.00462963","26.21082621","31.94444444"
"","","MZP2009GUR-AT01","","","","","","","","","MZP2009GUR-AT01-00050","","","","39","37","1","1","5","33","32","17","34","4","6","18.8","5","10","28.8","51","0.235294118","0.176470588","0.196078431","1.545454545","1.307692308","0.515151515","0.435897436","0.303030303","0.256410256","0.56969697","0.482051282","33.33333333","34.72222222","84.61538462","3.798670465","4.489337823","9.496676163","11.22334456","17.85375119","21.09988777","27.35042735","32.32323232"
"","","MZP2009GUR-AT01","","","","","","","","","MZP2009GUR-AT01-00051","","","","39","35","2","2","5","32","30","8","48","2.5","5.2","18","5","7.7","25.7","56","0.3125","0.108333333","0.1375","1.75","1.435897436","0.25","0.205128205","0.240625","0.197435897","0.5625","0.461538462","14.28571429","29.96108949","82.05128205","2.374169041","2.893518519","7.312440646","8.912037037","17.09401709","20.83333333","24.40645774","29.74537037"
"","","MZP2009GUR-AT01","","","","","","","","","MZP2009GUR-AT01-00052","","","","39","33","2","2","4","31","23","13","110","4","5.1","7.9","4","9.1","17","123","0.307692308","0.046363636","0.07398374","3.967741935","3.153846154","0.419354839","0.333333333","0.293548387","0.233333333","0.25483871","0.202564103","10.56910569","53.52941176","79.48717949","3.798670465","4.778972521","8.641975309","10.87216249","7.502374169","9.438470729","16.14434948","20.31063321"
"","","MZP2009GUR-AT01","","","","","","","","","MZP2009GUR-AT01-00053","","","","39","37","1","2","5","35","21","12","40","1.2","2.6","16.4","5","3.8","20.2","52","0.1","0.065","0.073076923","1.485714286","1.333333333","0.342857143","0.307692308","0.108571429","0.097435897","0.468571429","0.420512821","23.07692308","18.81188119","89.74358974","1.13960114","1.26984127","3.608736942","4.021164021","15.57454891","17.35449735","19.18328585","21.37566138"
"","","MZP2009GUR-AT01","","","","","","","","","MZP2009GUR-AT01-00054","","","","39","38","2","2","4","38","20","15","54","3","3","5.9","4","6","11.9","69","0.2","0.055555556","0.086956522","1.815789474","1.769230769","0.394736842","0.384615385","0.157894737","0.153846154","0.155263158","0.151282051","21.73913043","50.42016807","97.43589744","2.849002849","2.923976608","5.698005698","5.847953216","5.603038936","5.750487329","11.30104463","11.59844055"
"","","MZP2009GUR-AT01","","","","","","","","","MZP2009GUR-AT01-00055","","","","39","37","1","2","4","26","26","21","20","11","2","10.1","4","13","23.1","41","0.523809524","0.1","0.317073171","1.576923077","1.051282051","0.807692308","0.538461538","0.5","0.333333333","0.388461538","0.258974359","51.2195122","56.27705628","66.66666667","10.44634378","15.66951567","12.34567901","18.51851852","9.591642925","14.38746439","21.93732194","32.90598291"
"","","MZP2009GUR-AT01","","","","","","","","","MZP2009GUR-AT01-00056","","","","39","33","4","4","4","33","27","12","124","1.3","5","4.4","8","6.3","10.7","136","0.108333333","0.040322581","0.046323529","4.121212121","3.487179487","0.363636364","0.307692308","0.190909091","0.161538462","0.133333333","0.112820513","8.823529412","58.87850467","84.61538462","1.234567901","1.459034792","5.982905983","7.070707071","4.178537512","4.938271605","10.16144349","12.00897868"
"","","MZP2009GUR-AT01","","","","","","","","","MZP2009GUR-AT01-00057","","","","39","38","3","3","4","34","26","25","102","4","5.5","11","4","9.5","20.5","127","0.16","0.053921569","0.07480315","3.735294118","3.256410256","0.735294118","0.641025641","0.279411765","0.243589744","0.323529412","0.282051282","19.68503937","46.34146341","87.17948718","3.798670465","4.357298475","9.021842355","10.34858388","10.44634378","11.98257081","19.46818613","22.33115468"
"","","MZP2009GUR-AT01","","","","","","","","","MZP2009GUR-AT01-00058","","","","39","39","3","3","3","27","27","21","56","8","13","5","6","21","26","77","0.380952381","0.232142857","0.272727273","2.851851852","1.974358974","0.777777778","0.538461538","0.777777778","0.538461538","0.185185185","0.128205128","27.27272727","80.76923077","69.23076923","7.597340931","10.9739369","19.94301994","28.80658436","4.748338082","6.858710562","24.69135802","35.66529492"
"","","MZP2009GUR-AT01","","","","","","","","","MZP2009GUR-AT01-00059","","","","39","36","3","3","6","25","22","6","27","1.1","9","13.8","6","10.1","23.9","33","0.183333333","0.333333333","0.306060606","1.32","0.846153846","0.24","0.153846154","0.404","0.258974359","0.552","0.353846154","18.18181818","42.25941423","64.1025641","1.044634378","1.62962963","9.591642925","14.96296296","13.10541311","20.44444444","22.69705603","35.40740741"
"","","MZP2009GUR-AT01","","","","","","","","","MZP2009GUR-AT01-00060","","","","39","37","2","2","4","34","24","31","80","4.1","3","12.8","4","7.1","19.9","111","0.132258065","0.0375","0.063963964","3.264705882","2.846153846","0.911764706","0.794871795","0.208823529","0.182051282","0.376470588","0.328205128","27.92792793","35.67839196","87.17948718","3.893637227","4.466230937","6.742640076","7.734204793","12.15574549","13.94335512","18.89838557","21.67755991"
"","","MZP2009GUR-AT01","","","","","","","","","MZP2009GUR-AT01-00061","","","","39","32","1","1","5","32","28","9","53","2.2","8.9","21.5","5","11.1","32.6","62","0.244444444","0.167924528","0.179032258","1.9375","1.58974359","0.28125","0.230769231","0.346875","0.284615385","0.671875","0.551282051","14.51612903","34.04907975","82.05128205","2.089268756","2.546296296","10.54131054","12.84722222","20.41785375","24.88425926","30.95916429","37.73148148"
"","","MZP2009GUR-AT01","","","","","","","","","MZP2009GUR-AT01-00062","","","","39","28","2","3","6","23","3","0","3","0","0.2","21","6","0.2","21.2","3","","0.066666667","0.066666667","0.130434783","0.076923077","0","0","0.008695652","0.005128205","0.913043478","0.538461538","0","0.943396226","58.97435897","0","0","0.189933523","0.322061192","19.94301994","33.81642512","20.13295347","34.13848631"
"","","MZP2009GUR-AT01","","","","","","","","","MZP2009GUR-AT01-00063","","","","39","33","2","3","5","29","29","23","90","5.8","5.9","11.5","4","11.7","23.2","113","0.252173913","0.065555556","0.103539823","3.896551724","2.897435897","0.793103448","0.58974359","0.403448276","0.3","0.396551724","0.294871795","20.3539823","50.43103448","74.35897436","5.508072175","7.407407407","11.11111111","14.94252874","10.92117759","14.68710089","22.0322887","29.62962963"
"","","MZP2009GUR-AT01","","","","","","","","","MZP2009GUR-AT01-00064","","","","39","36","4","4","3","34","34","33","80","15","9.2","4","6","24.2","28.2","113","0.454545455","0.115","0.214159292","3.323529412","2.897435897","0.970588235","0.846153846","0.711764706","0.620512821","0.117647059","0.102564103","29.20353982","85.81560284","87.17948718","14.24501425","16.33986928","22.98195632","26.36165577","3.798670465","4.357298475","26.78062678","30.71895425"
"","","MZP2009GUR-AT01","","","","","","","","","MZP2009GUR-AT01-00065","","","","39","28","4","4","4","28","24","7","39","4.9","2.5","3","2","7.4","10.4","46","0.7","0.064102564","0.160869565","1.642857143","1.179487179","0.25","0.179487179","0.264285714","0.18974359","0.107142857","0.076923077","15.2173913","71.15384615","71.79487179","4.65337132","6.481481481","7.027540361","9.788359788","2.849002849","3.968253968","9.87654321","13.75661376"
"","","MZP2009GUR-AT01","","","","","","","","","MZP2009GUR-AT01-00066","","","","39","37","2","3","4","37","20","6","52","1","2.2","3.2","7","3.2","6.4","58","0.166666667","0.042307692","0.055172414","1.567567568","1.487179487","0.162162162","0.153846154","0.086486486","0.082051282","0.086486486","0.082051282","10.34482759","50","94.87179487","0.949667616","1.001001001","3.038936372","3.203203203","3.038936372","3.203203203","6.077872745","6.406406406"
"","","MZP2009GUR-AT01","","","","","","","","","MZP2009GUR-AT01-00067","","","","39","39","2","3","4","29","14","2","19","0.4","1","27","1","1.4","28.4","21","0.2","0.052631579","0.066666667","0.724137931","0.538461538","0.068965517","0.051282051","0.048275862","0.035897436","0.931034483","0.692307692","9.523809524","4.929577465","74.35897436","0.379867047","0.510855683","1.329534663","1.787994891","25.64102564","34.48275862","26.9705603","36.27075351"
"","","MZP2009GUR-AT01","","","","","","","","","MZP2009GUR-AT01-00068","","","","39","28","4","4","4","25","25","17","70","4.1","5.1","11.5","5","9.2","20.7","87","0.241176471","0.072857143","0.105747126","3.48","2.230769231","0.68","0.435897436","0.368","0.235897436","0.46","0.294871795","19.54022989","44.44444444","64.1025641","3.893637227","6.074074074","8.73694207","13.62962963","10.92117759","17.03703704","19.65811966","30.66666667"
"","","MZP2009GUR-AT01","","","","","","","","","MZP2009GUR-AT01-00069","","","","39","30","3","3","4","27","27","17","26","7.5","3","11","6","10.5","21.5","43","0.441176471","0.115384615","0.244186047","1.592592593","1.102564103","0.62962963","0.435897436","0.388888889","0.269230769","0.407407407","0.282051282","39.53488372","48.8372093","69.23076923","7.122507123","10.28806584","9.971509972","14.40329218","10.44634378","15.08916324","20.41785375","29.49245542"
