"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2013GUR-AT08","","","","","","","","","MZP2013GUR-AT08-00001","","","","39","29","1","1","5","29","29","38","55","10.3","14.5","7.5","5","3","1","1","1","5","5","3","7.76","24.8","32.3","93","0.271052632","0.263636364","0.266666667","3.206896552","2.384615385","1.310344828","0.974358974","0.855172414","0.635897436","0.25862069","0.192307692","40.86021505","76.78018576","74.35897436","9.781576448","13.15453384","23.55175689","31.67305236","7.122507123","9.578544061","30.67426401","41.25159642"
"","","MZP2013GUR-AT08","","","","","","","","","MZP2013GUR-AT08-00002","","","","39","30","1","1","5","30","30","32","66","8.8","12","6.5","2","3","5","1","1","7","3","5","10.5","20.8","27.3","98","0.275","0.181818182","0.212244898","3.266666667","2.512820513","1.066666667","0.820512821","0.693333333","0.533333333","0.216666667","0.166666667","32.65306122","76.19047619","76.92307692","8.357075024","10.86419753","19.75308642","25.67901235","6.172839506","8.024691358","25.92592593","33.7037037"
"","","MZP2013GUR-AT08","","","","","","","","","MZP2013GUR-AT08-00003","","","","39","28","1","1","5","28","28","30","49","7.5","7.8","5.9","2","5","5","3","1","7","3","5","10.5","15.3","21.2","79","0.25","0.159183673","0.193670886","2.821428571","2.025641026","1.071428571","0.769230769","0.546428571","0.392307692","0.210714286","0.151282051","37.97468354","72.16981132","71.79487179","7.122507123","9.920634921","14.52991453","20.23809524","5.603038936","7.804232804","20.13295347","28.04232804"
"","","MZP2013GUR-AT08","","","","","","","","","MZP2013GUR-AT08-00004","","","","39","30","1","1","5","30","30","31","49","8","13.5","10.5","3","1","1","1","1","7","3","5","11.03","21.5","32","80","0.258064516","0.275510204","0.26875","2.666666667","2.051282051","1.033333333","0.794871795","0.716666667","0.551282051","0.35","0.269230769","38.75","67.1875","76.92307692","7.597340931","9.87654321","20.41785375","26.54320988","9.971509972","12.96296296","30.38936372","39.50617284"
"","","MZP2013GUR-AT08","","","","","","","","","MZP2013GUR-AT08-00005","","","","39","31","1","1","5","30","30","33","68","8.5","14.7","9.6","7","1","1","3","1","7","3","5","12.39","23.2","32.8","101","0.257575758","0.216176471","0.22970297","3.366666667","2.58974359","1.1","0.846153846","0.773333333","0.594871795","0.32","0.246153846","32.67326733","70.73170732","76.92307692","8.072174739","10.49382716","22.0322887","28.64197531","9.116809117","11.85185185","31.14909782","40.49382716"
"","","MZP2013GUR-AT08","","","","","","","","","MZP2013GUR-AT08-00006","","","","39","29","1","1","5","29","29","29","47","7.5","10.9","6.5","2","3","1","3","1","5","5","3","7.76","18.4","24.9","76","0.25862069","0.231914894","0.242105263","2.620689655","1.948717949","1","0.743589744","0.634482759","0.471794872","0.224137931","0.166666667","38.15789474","73.89558233","74.35897436","7.122507123","9.578544061","17.47388414","23.49936143","6.172839506","8.301404853","23.64672365","31.80076628"
"","","MZP2013GUR-AT08","","","","","","","","","MZP2013GUR-AT08-00007","","","","39","25","1","1","5","25","25","22","39","7.2","8.6","7.7","2","5","3","3","1","5","5","3","7.23","15.8","23.5","61","0.327272727","0.220512821","0.259016393","2.44","1.564102564","0.88","0.564102564","0.632","0.405128205","0.308","0.197435897","36.06557377","67.23404255","64.1025641","6.837606838","10.66666667","15.00474834","23.40740741","7.312440646","11.40740741","22.31718898","34.81481481"
"","","MZP2013GUR-AT08","","","","","","","","","MZP2013GUR-AT08-00008","","","","39","30","1","1","5","29","29","19","35","5.5","8.7","10.5","3","1","1","3","1","5","5","3","7.76","14.2","24.7","54","0.289473684","0.248571429","0.262962963","1.862068966","1.384615385","0.655172414","0.487179487","0.489655172","0.364102564","0.362068966","0.269230769","35.18518519","57.48987854","74.35897436","5.22317189","7.024265645","13.48528015","18.13537676","9.971509972","13.40996169","23.45679012","31.54533844"
"","","MZP2013GUR-AT08","","","","","","","","","MZP2013GUR-AT08-00009","","","","39","31","1","1","5","31","31","35","46","9.5","8.5","12.5","7","3","5","3","1","5","5","3","7.76","18","30.5","81","0.271428571","0.184782609","0.222222222","2.612903226","2.076923077","1.129032258","0.897435897","0.580645161","0.461538462","0.403225806","0.320512821","43.20987654","59.01639344","79.48717949","9.021842355","11.35005974","17.09401709","21.50537634","11.8708452","14.93428913","28.9648623","36.43966547"
"","","MZP2013GUR-AT08","","","","","","","","","MZP2013GUR-AT08-00010","","","","39","30","1","1","7","30","30","27","42","6.7","7.9","13.5","5","3","3","3","1","5","5","3","7.23","14.6","28.1","69","0.248148148","0.188095238","0.211594203","2.3","1.769230769","0.9","0.692307692","0.486666667","0.374358974","0.45","0.346153846","39.13043478","51.95729537","76.92307692","6.362773029","8.271604938","13.8651472","18.02469136","12.82051282","16.66666667","26.68566002","34.69135802"
"","","MZP2013GUR-AT08","","","","","","","","","MZP2013GUR-AT08-00011","","","","39","21","1","1","5","21","21","22","53","5.8","10","17.5","5","5","7","5","1","5","5","3","6.12","15.8","33.3","75","0.263636364","0.188679245","0.210666667","3.571428571","1.923076923","1.047619048","0.564102564","0.752380952","0.405128205","0.833333333","0.448717949","29.33333333","47.44744745","53.84615385","5.508072175","10.2292769","15.00474834","27.8659612","16.61918329","30.86419753","31.62393162","58.73015873"
