"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Content of total sugars estimating 1-9|CO_331:0000766","Content of starch in raw storage roots estimating 1-9|CO_331:0001055","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","treatment_irrigation","treatment_non_irrigation"
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00031","","","","26","22","1","3","6","18","13","12","11","1","0.5","5","5","7","4","3","5","5","5","3.94","1.41","0.84","155.99","95.8","191.134","71.1","1.49","3.93","10.38","1.5","6.5","23","0.083333333","0.045454545","0.065217391","1.277777778","0.884615385","0.666666667","0.461538462","0.083333333","0.057692308","0.277777778","0.192307692","52.17391304","23.07692308","69.23076923","1.424501425","2.057613169","2.136752137","3.086419753","7.122507123","10.28806584","9.259259259","13.3744856","1",""
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00032","","","","26","26","1","2","7","19","14","13","23","1","0.6","5","6","7","1","1","5","7","3","3.03","1.03","0.73","43.71","43.82","0","70.42","1.03","2.64","13.41","1.6","6.6","36","0.076923077","0.026086957","0.044444444","1.894736842","1.384615385","0.684210526","0.5","0.084210526","0.061538462","0.263157895","0.192307692","36.11111111","24.24242424","73.07692308","1.424501425","1.949317739","2.279202279","3.118908382","7.122507123","9.746588694","9.401709402","12.86549708","1",""
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00033","","","","26","22","1","1","8","17","13","12","20","3","2","12","3","4","3","1","7","7","3","1.88","1.74","0.72","42.1","53.82","32.495","77.18","0.71","2.9","13.22","5","17","32","0.25","0.1","0.15625","1.882352941","1.230769231","0.705882353","0.461538462","0.294117647","0.192307692","0.705882353","0.461538462","37.5","29.41176471","65.38461538","4.273504274","6.535947712","7.122507123","10.89324619","17.09401709","26.14379085","24.21652422","37.03703704","1",""
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00034","","","","26","20","1","1","7","15","6","5","8","0.4","0.1","6.8","7","7","1","1","7","9","3","2.76","1.38","0.79","45.88","38.93","12.328","73.68","1.22","3.09","12.79","0.5","7.3","13","0.08","0.0125","0.038461538","0.866666667","0.5","0.333333333","0.192307692","0.033333333","0.019230769","0.453333333","0.261538462","38.46153846","6.849315068","57.69230769","0.56980057","0.987654321","0.712250712","1.234567901","9.686609687","16.79012346","10.3988604","18.02469136","1",""
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00035","","","","26","20","4","1","7","8","6","5","13","1","0.2","7","6","6","1","1","9","9","1","","","","","","0","","","","","1.2","8.2","18","0.2","0.015384615","0.066666667","2.25","0.692307692","0.625","0.192307692","0.15","0.046153846","0.875","0.269230769","27.77777778","14.63414634","30.76923077","1.424501425","4.62962963","1.709401709","5.555555556","9.971509972","32.40740741","11.68091168","37.96296296","1",""
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00036","","","","26","20","2","1","6","4","4","0","4","0","0.9","3","7","7","1","1","9","9","1","","","","","","","","","","","0.9","3.9","4","","0.225","0.225","1","0.153846154","0","0","0.225","0.034615385","0.75","0.115384615","0","23.07692308","15.38461538","0","0","1.282051282","8.333333333","4.273504274","27.77777778","5.555555556","36.11111111","1",""
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00037","","","","26","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1",""
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00038","","","","26","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1",""
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00039","","","","26","24","1","1","7","13","6","16","2","1.5","0.1","22","6","6","1","1","9","9","1","4.14","1.56","0.9","115.31","63.92","92.242","77.68","0.59","3.14","11.88","1.6","23.6","18","0.09375","0.05","0.088888889","1.384615385","0.692307692","1.230769231","0.615384615","0.123076923","0.061538462","1.692307692","0.846153846","88.88888889","6.779661017","50","2.136752137","4.273504274","2.279202279","4.558404558","31.33903134","62.67806268","33.61823362","67.23646724","1",""
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00040","","","","26","26","2","1","8","26","26","30","21","5","1.1","25","3","4","1","3","7","9","1","4.71","1.56","1.11","158.04","74.07","0","75.71","0.68","3.27","10.03","6.1","31.1","51","0.166666667","0.052380952","0.119607843","1.961538462","1.961538462","1.153846154","1.153846154","0.234615385","0.234615385","0.961538462","0.961538462","58.82352941","19.61414791","100","7.122507123","7.122507123","8.689458689","8.689458689","35.61253561","35.61253561","44.3019943","44.3019943","1",""
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00041","","","","26","26","1","1","9","20","20","35","23","6.2","1","52","3","3","1","1","7","9","1","","","","","","","","","","","7.2","59.2","58","0.177142857","0.043478261","0.124137931","2.9","2.230769231","1.75","1.346153846","0.36","0.276923077","2.6","2","60.34482759","12.16216216","76.92307692","8.831908832","11.48148148","10.25641026","13.33333333","74.07407407","96.2962963","84.33048433","109.6296296","1",""
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00042","","","","26","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1",""
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00043","","","","26","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1",""
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00044","","","","26","22","2","1","6","15","11","59","29","18","2.2","14.5","2","1","1","1","9","5","3","4","1.21","0.73","153.73","70.15","129.189","76.97","0.62","2.86","13.02","20.2","34.7","88","0.305084746","0.075862069","0.229545455","5.866666667","3.384615385","3.933333333","2.269230769","1.346666667","0.776923077","0.966666667","0.557692308","67.04545455","58.21325648","57.69230769","25.64102564","44.44444444","28.77492877","49.87654321","20.65527066","35.80246914","49.43019943","85.67901235","1",""
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00045","","","","26","25","1","3","9","19","19","20","30","1.8","1","59","3","4","1","1","5","9","3","1.72","1.19","0.63","55.02","73.86","88.324","53.94","11.72","15.48","0.26","2.8","61.8","50","0.09","0.033333333","0.056","2.631578947","1.923076923","1.052631579","0.769230769","0.147368421","0.107692308","3.105263158","2.269230769","40","4.530744337","73.07692308","2.564102564","3.50877193","3.988603989","5.458089669","84.04558405","115.0097466","88.03418803","120.4678363","1",""
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00046","","","","26","26","2","1","6","16","11","28","35","4","1","22","4","6","1","1","7","9","1","3.8","1.7","1.05","149.82","94.96","92.944","68.05","1.52","3.79","14.68","5","27","63","0.142857143","0.028571429","0.079365079","3.9375","2.423076923","1.75","1.076923077","0.3125","0.192307692","1.375","0.846153846","44.44444444","18.51851852","61.53846154","5.698005698","9.259259259","7.122507123","11.57407407","31.33903134","50.92592593","38.46153846","62.5","1",""
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00047","","","","26","26","1","2","6","17","17","0","17","0","0.3","23","2","3","1","3","5","7","5","","","","","","0","","","","","0.3","23.3","17","","0.017647059","0.017647059","1","0.653846154","0","0","0.017647059","0.011538462","1.352941176","0.884615385","0","1.287553648","65.38461538","0","0","0.427350427","0.653594771","32.76353276","50.10893246","33.19088319","50.76252723","1",""
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00048","","","","26","20","1","1","6","14","0","0","0","0","0","18","","","","","","","","","","","","","","","","","","0","18","0","","","","0","0","0","0","0","0","1.285714286","0.692307692","","0","53.84615385","0","0","0","0","25.64102564","47.61904762","25.64102564","47.61904762","1",""
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00049","","","","26","24","1","1","9","21","21","38","35","12","6","72","3","3","1","3","9","7","1","3.23","1.38","1.06","126.18","62.79","40.129","64.59","2.14","4.26","15.86","18","90","73","0.315789474","0.171428571","0.246575342","3.476190476","2.807692308","1.80952381","1.461538462","0.857142857","0.692307692","3.428571429","2.769230769","52.05479452","20","80.76923077","17.09401709","21.16402116","25.64102564","31.74603175","102.5641026","126.984127","128.2051282","158.7301587","1",""
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00050","","","","26","1","1","2","2","1","0","0","0","0","0","1.2","","","","","","","","","","","","","0","","","","","0","1.2","0","","","","0","0","0","0","0","0","1.2","0.046153846","","0","3.846153846","0","0","0","0","1.709401709","44.44444444","1.709401709","44.44444444","1",""
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00051","","","","26","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1",""
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00052","","","","26","26","1","1","7","13","9","10","10","1.6","1","26","3","4","1","3","7","9","1","","","","","","0","","","","","2.6","28.6","20","0.16","0.1","0.13","1.538461538","0.769230769","0.769230769","0.384615385","0.2","0.1","2","1","50","9.090909091","50","2.279202279","4.558404558","3.703703704","7.407407407","37.03703704","74.07407407","40.74074074","81.48148148","1",""
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00053","","","","26","26","1","1","6","23","23","25","12","6.2","1","10","3","1","1","1","7","9","1","3.85","1.54","0.88","183.3","106.72","145.26","71.93","1.2","4.14","13.68","7.2","17.2","37","0.248","0.083333333","0.194594595","1.608695652","1.423076923","1.086956522","0.961538462","0.313043478","0.276923077","0.434782609","0.384615385","67.56756757","41.86046512","88.46153846","8.831908832","9.98389694","10.25641026","11.5942029","14.24501425","16.10305958","24.5014245","27.69726248","","1"
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00054","","","","26","26","1","4","6","19","17","19","20","4.2","1.2","15","1","3","1","1","7","9","1","4.17","1.69","0.96","185.43","107.88","131.14","61.28","3.31","6.13","14.16","5.4","20.4","39","0.221052632","0.06","0.138461538","2.052631579","1.5","1","0.730769231","0.284210526","0.207692308","0.789473684","0.576923077","48.71794872","26.47058824","73.07692308","5.982905983","8.187134503","7.692307692","10.52631579","21.36752137","29.23976608","29.05982906","39.76608187","","1"
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00055","","","","26","26","1","3","7","16","16","45","14","14.8","1.6","36","2","2","1","1","9","9","1","2.06","1.57","0.66","75.13","88.78","23.65","74.3","2.49","4.91","12.82","16.4","52.4","59","0.328888889","0.114285714","0.277966102","3.6875","2.269230769","2.8125","1.730769231","1.025","0.630769231","2.25","1.384615385","76.27118644","31.29770992","61.53846154","21.08262108","34.25925926","23.36182336","37.96296296","51.28205128","83.33333333","74.64387464","121.2962963","","1"
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00056","","","","26","9","1","1","2","2","2","4","0","1.2","0","0.2","3","3","1","1","7","7","1","2","1.19","0.77","40.26","57.55","0","63.5","6.58","8.58","11.36","1.2","1.4","4","0.3","","0.3","2","0.153846154","2","0.153846154","0.6","0.046153846","0.1","0.007692308","100","85.71428571","7.692307692","1.709401709","22.22222222","1.709401709","22.22222222","0.284900285","3.703703704","1.994301994","25.92592593","","1"
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00057","","","","26","2","1","1","2","2","2","2","9","0.3","0.1","4","4","6","1","1","7","7","1","4.05","1.85","1.05","153.34","87.33","62.37","64.27","2","4.3","16.94","0.4","4.4","11","0.15","0.011111111","0.036363636","5.5","0.423076923","1","0.076923077","0.2","0.015384615","2","0.153846154","18.18181818","9.090909091","7.692307692","0.427350427","5.555555556","0.56980057","7.407407407","5.698005698","74.07407407","6.267806268","81.48148148","","1"
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00058","","","","26","7","3","1","4","5","2","0","6","0","0.8","10","3","4","1","","","","","3.93","1.95","1.16","176.74","107.42","50.61","66.06","1.44","3.92","16.75","0.8","10.8","6","","0.133333333","0.133333333","1.2","0.230769231","0","0","0.16","0.030769231","2","0.384615385","0","7.407407407","19.23076923","0","0","1.13960114","5.925925926","14.24501425","74.07407407","15.38461538","80","","1"
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00059","","","","26","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00060","","","","26","26","1","2","7","23","15","33","22","9.5","0.9","34","3","3","1","","","","","","","","","","","","","","","10.4","44.4","55","0.287878788","0.040909091","0.189090909","2.391304348","2.115384615","1.434782609","1.269230769","0.452173913","0.4","1.47826087","1.307692308","60","23.42342342","88.46153846","13.53276353","15.2979066","14.81481481","16.74718196","48.43304843","54.75040258","63.24786325","71.49758454","","1"
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00061","","","","26","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00062","","","","26","8","1","1","4","3","2","3","4","0.3","0.2","6.4","6","6","1","","","","","","","","","","","","","","","0.5","6.9","7","0.1","0.05","0.071428571","2.333333333","0.269230769","1","0.115384615","0.166666667","0.019230769","2.133333333","0.246153846","42.85714286","7.246376812","11.53846154","0.427350427","3.703703704","0.712250712","6.172839506","9.116809117","79.01234568","9.829059829","85.18518519","","1"
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00063","","","","26","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00064","","","","26","26","1","1","6","24","24","63","62","8.2","3","11.5","5","5","2","1","9","9","1","4.36","2.41","1.16","184.42","96.63","88.5","59.32","2.44","5.21","20.14","11.2","22.7","125","0.13015873","0.048387097","0.0896","5.208333333","4.807692308","2.625","2.423076923","0.466666667","0.430769231","0.479166667","0.442307692","50.4","49.33920705","92.30769231","11.68091168","12.65432099","15.95441595","17.28395062","16.38176638","17.74691358","32.33618234","35.0308642","","1"
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00065","","","","26","2","1","1","2","2","2","0","4","0","0.3","3.2","7","5","1","1","9","7","3","3.65","1.18","0.79","63.17","62.95","0","68.84","3.12","5.26","8.7","0.3","3.5","4","","0.075","0.075","2","0.153846154","0","0","0.15","0.011538462","1.6","0.123076923","0","8.571428571","7.692307692","0","0","0.427350427","5.555555556","4.558404558","59.25925926","4.985754986","64.81481481","","1"
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00066","","","","26","21","1","1","4","18","18","18","50","1.6","1.5","4","5","5","1","1","7","7","3","4.35","2.04","1.21","193.95","144.29","28.96","49.56","7.67","11.6","10.54","3.1","7.1","68","0.088888889","0.03","0.045588235","3.777777778","2.615384615","1","0.692307692","0.172222222","0.119230769","0.222222222","0.153846154","26.47058824","43.66197183","69.23076923","2.279202279","3.29218107","4.415954416","6.378600823","5.698005698","8.230452675","10.11396011","14.6090535","","1"
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00067","","","","26","22","3","3","5","15","11","9","11","2.2","2","11","1","1","1","3","7","9","5","","","","","","","","","","","4.2","15.2","20","0.244444444","0.181818182","0.21","1.333333333","0.769230769","0.6","0.346153846","0.28","0.161538462","0.733333333","0.423076923","45","27.63157895","57.69230769","3.133903134","5.432098765","5.982905983","10.37037037","15.66951567","27.16049383","21.65242165","37.5308642","","1"
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00068","","","","26","20","5","3","3","2","2","0","6","0","0.3","2.2","7","8","1","3","7","7","3","4.11","2.22","1.35","259.21","137.58","27.17","49.4","6.35","10.28","16.18","0.3","2.5","6","","0.05","0.05","3","0.230769231","0","0","0.15","0.011538462","1.1","0.084615385","0","12","7.692307692","0","0","0.427350427","5.555555556","3.133903134","40.74074074","3.561253561","46.2962963","","1"
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00069","","","","26","24","1","2","8","18","18","18","25","6.4","2.8","31","5","5","1","1","9","9","1","","","","","","","","","","","9.2","40.2","43","0.355555556","0.112","0.213953488","2.388888889","1.653846154","1","0.692307692","0.511111111","0.353846154","1.722222222","1.192307692","41.86046512","22.88557214","69.23076923","9.116809117","13.16872428","13.10541311","18.93004115","44.15954416","63.78600823","57.26495726","82.71604938","","1"
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00070","","","","26","24","1","2","6","23","23","51","97","4","2.9","11","5","5","1","","","","","4.32","1.79","1.16","215.61","112.8","0","55.04","4.32","7.2","19.56","6.9","17.9","148","0.078431373","0.029896907","0.046621622","6.434782609","5.692307692","2.217391304","1.961538462","0.3","0.265384615","0.47826087","0.423076923","34.45945946","38.54748603","88.46153846","5.698005698","6.441223833","9.829059829","11.11111111","15.66951567","17.71336554","25.4985755","28.82447665","","1"
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00071","","","","26","26","1","1","7","22","22","20","43","9","4.4","30","5","3","1","3","7","9","1","4.85","1.94","1.1","159.63","95.35","26.95","58.99","4.51","7.9","11.32","13.4","43.4","63","0.45","0.102325581","0.212698413","2.863636364","2.423076923","0.909090909","0.769230769","0.609090909","0.515384615","1.363636364","1.153846154","31.74603175","30.87557604","84.61538462","12.82051282","15.15151515","19.08831909","22.55892256","42.73504274","50.50505051","61.82336182","73.06397306","","1"
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00072","","","","26","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00073","","","","26","20","1","1","6","16","9","16","10","2","0.4","24.8","4","5","1","1","7","9","1","4.28","1.91","1.08","225.09","107.71","39.95","67.18","2.2","5.07","14.9","2.4","27.2","26","0.125","0.04","0.092307692","1.625","1","1","0.615384615","0.15","0.092307692","1.55","0.953846154","61.53846154","8.823529412","61.53846154","2.849002849","4.62962963","3.418803419","5.555555556","35.32763533","57.40740741","38.74643875","62.96296296","","1"
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00074","","","","26","18","1","1","6","14","14","29","20","4.6","1","14.8","5","5","1","1","7","9","1","2.09","1.32","0.83","43.63","73.83","0.58","62.29","6.91","9.21","1.66","5.6","20.4","49","0.15862069","0.05","0.114285714","3.5","1.884615385","2.071428571","1.115384615","0.4","0.215384615","1.057142857","0.569230769","59.18367347","27.45098039","53.84615385","6.552706553","12.16931217","7.977207977","14.81481481","21.08262108","39.15343915","29.05982906","53.96825397","","1"
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00075","","","","26","26","1","2","8","19","19","36","34","3.9","1.4","35.2","4","3","1","","","","","","","","","","","","","","","5.3","40.5","70","0.108333333","0.041176471","0.075714286","3.684210526","2.692307692","1.894736842","1.384615385","0.278947368","0.203846154","1.852631579","1.353846154","51.42857143","13.08641975","73.07692308","5.555555556","7.602339181","7.54985755","10.33138402","50.14245014","68.61598441","57.69230769","78.94736842","","1"
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00076","","","","26","17","1","2","6","14","14","35","40","4.6","1.8","16","5","3","1","3","7","7","1","","","","","","","","","","","6.4","22.4","75","0.131428571","0.045","0.085333333","5.357142857","2.884615385","2.5","1.346153846","0.457142857","0.246153846","1.142857143","0.615384615","46.66666667","28.57142857","53.84615385","6.552706553","12.16931217","9.116809117","16.93121693","22.79202279","42.32804233","31.90883191","59.25925926","","1"
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00077","","","","26","26","1","3","5","14","7","12","13","3.2","0.8","15.2","5","5","1","1","9","9","1","4.01","2","1","68.68","54.08","12.12","72.12","0.65","2.75","12.38","4","19.2","25","0.266666667","0.061538462","0.16","1.785714286","0.961538462","0.857142857","0.461538462","0.285714286","0.153846154","1.085714286","0.584615385","48","20.83333333","53.84615385","4.558404558","8.465608466","5.698005698","10.58201058","21.65242165","40.21164021","27.35042735","50.79365079","","1"
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00078","","","","26","20","1","1","5","12","1","0","2","0","0.2","13","7","9","1","","","","","3.11","1.38","1.03","98.57","59.39","41.18","64.55","1.97","3.93","15.97","0.2","13.2","2","","0.1","0.1","0.166666667","0.076923077","0","0","0.016666667","0.007692308","1.083333333","0.5","0","1.515151515","46.15384615","0","0","0.284900285","0.617283951","18.51851852","40.12345679","18.8034188","40.74074074","","1"
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00079","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00080","","","","26","26","1","1","7","15","15","43","43","8.2","2.6","9.8","5","4","3","1","7","9","1","","","","","","","","","","","10.8","20.6","86","0.190697674","0.060465116","0.125581395","5.733333333","3.307692308","2.866666667","1.653846154","0.72","0.415384615","0.653333333","0.376923077","50","52.42718447","57.69230769","11.68091168","20.24691358","15.38461538","26.66666667","13.96011396","24.19753086","29.34472934","50.86419753","","1"
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00081","","","","26","20","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00082","","","","26","22","4","3","7","19","19","29","3","7.2","1","11","1","1","1","3","5","7","5","","","","","","","","","","","8.2","19.2","32","0.248275862","0.333333333","0.25625","1.684210526","1.230769231","1.526315789","1.115384615","0.431578947","0.315384615","0.578947368","0.423076923","90.625","42.70833333","73.07692308","10.25641026","14.03508772","11.68091168","15.98440546","15.66951567","21.44249513","27.35042735","37.42690058","","1"
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00083","","","","26","22","3","2","5","18","18","39","57","4","2","6.8","6","5","1","1","5","7","3","3.41","1.66","0.97","172.15","89.37","98.95","65.02","1.8","4","17.41","6","12.8","96","0.102564103","0.035087719","0.0625","5.333333333","3.692307692","2.166666667","1.5","0.333333333","0.230769231","0.377777778","0.261538462","40.625","46.875","69.23076923","5.698005698","8.230452675","8.547008547","12.34567901","9.686609687","13.99176955","18.23361823","26.33744856","","1"
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00084","","","","26","26","1","3","6","19","18","25","21","7.6","1.5","19.5","1","1","1","1","7","7","3","","","","","","","","","","","9.1","28.6","46","0.304","0.071428571","0.197826087","2.421052632","1.769230769","1.315789474","0.961538462","0.478947368","0.35","1.026315789","0.75","54.34782609","31.81818182","73.07692308","10.82621083","14.81481481","12.96296296","17.73879142","27.77777778","38.01169591","40.74074074","55.75048733","","1"
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00085","","","","26","17","1","3","5","17","17","15","16","2.4","0.9","13","4","5","1","1","7","9","1","3.55","1.15","0.82","42.61","35.38","0","69.02","1.29","3.23","13.83","3.3","16.3","31","0.16","0.05625","0.106451613","1.823529412","1.192307692","0.882352941","0.576923077","0.194117647","0.126923077","0.764705882","0.5","48.38709677","20.24539877","65.38461538","3.418803419","5.22875817","4.700854701","7.189542484","18.51851852","28.32244009","23.21937322","35.51198257","","1"
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00086","","","","26","16","3","1","4","4","3","3","5","0.8","0.1","7.2","5","5","1","1","9","9","1","3.1","1.65","0.81","68.24","73.89","12.79","68.96","1.42","3.23","14.13","0.9","8.1","8","0.266666667","0.02","0.1125","2","0.307692308","0.75","0.115384615","0.225","0.034615385","1.8","0.276923077","37.5","11.11111111","15.38461538","1.13960114","7.407407407","1.282051282","8.333333333","10.25641026","66.66666667","11.53846154","75","","1"
"","","MZP2012CKE-ST03","","","","","","","","","MZP2012CKE-ST03-00087","","","","26","20","3","2","4","8","4","1","8","0.3","0.6","10.4","5","5","1","1","9","9","1","","","","","","","","","","","0.9","11.3","9","0.3","0.075","0.1","1.125","0.346153846","0.125","0.038461538","0.1125","0.034615385","1.3","0.4","11.11111111","7.96460177","30.76923077","0.427350427","1.388888889","1.282051282","4.166666667","14.81481481","48.14814815","16.0968661","52.31481481","","1"
