"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Content of total sugars estimating 1-9|CO_331:0000766","Content of starch in raw storage roots estimating 1-9|CO_331:0001055","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2010GUR-AT06","","","","","","","","","MZP2010GUR-AT06-00001","","","","39","39","1","1","8","35","35","10","80","3","7","14","5","5","3","1","5","3","3","1.17","10","24","90","0.3","0.0875","0.111111111","2.571428571","2.307692308","0.285714286","0.256410256","0.285714286","0.256410256","0.4","0.358974359","11.11111111","41.66666667","89.74358974","2.849002849","3.174603175","9.496676163","10.58201058","13.29534663","14.81481481","22.79202279","25.3968254"
"","","MZP2010GUR-AT06","","","","","","","","","MZP2010GUR-AT06-00002","","","","39","20","7","9","8","19","19","0","32","0","12","5","3","3","9","1","5","5","3","7.23","12","17","32","","0.375","0.375","1.684210526","0.820512821","0","0","0.631578947","0.307692308","0.263157895","0.128205128","0","70.58823529","48.71794872","0","0","11.3960114","23.39181287","4.748338082","9.746588694","16.14434948","33.13840156"
"","","MZP2010GUR-AT06","","","","","","","","","MZP2010GUR-AT06-00003","","","","39","38","2","3","5","28","28","0","46","0","10.1","10","5","5","9","1","5","1","1","0.15","10.1","20.1","46","","0.219565217","0.219565217","1.642857143","1.179487179","0","0","0.360714286","0.258974359","0.357142857","0.256410256","0","50.24875622","71.79487179","0","0","9.591642925","13.35978836","9.496676163","13.22751323","19.08831909","26.58730159"
"","","MZP2010GUR-AT06","","","","","","","","","MZP2010GUR-AT06-00004","","","","39","37","2","4","5","30","25","0","43","0","9","6","5","3","9","1","5","1","1","0.15","9","15","43","","0.209302326","0.209302326","1.433333333","1.102564103","0","0","0.3","0.230769231","0.2","0.153846154","0","60","76.92307692","0","0","8.547008547","11.11111111","5.698005698","7.407407407","14.24501425","18.51851852"
"","","MZP2010GUR-AT06","","","","","","","","","MZP2010GUR-AT06-00005","","","","39","38","1","2","5","30","30","0","56","0","12.3","5.5","5","3","9","1","5","3","3","3.76","12.3","17.8","56","","0.219642857","0.219642857","1.866666667","1.435897436","0","0","0.41","0.315384615","0.183333333","0.141025641","0","69.1011236","76.92307692","0","0","11.68091168","15.18518519","5.22317189","6.790123457","16.90408357","21.97530864"
"","","MZP2010GUR-AT06","","","","","","","","","MZP2010GUR-AT06-00006","","","","39","35","1","1","5","15","15","7","91","2.3","13.4","6","7","5","5","7","5","1","3","","15.7","21.7","98","0.328571429","0.147252747","0.160204082","6.533333333","2.512820513","0.466666667","0.179487179","1.046666667","0.402564103","0.4","0.153846154","7.142857143","72.35023041","38.46153846","2.184235518","5.679012346","14.90978158","38.7654321","5.698005698","14.81481481","20.60778727","53.58024691"
"","","MZP2010GUR-AT06","","","","","","","","","MZP2010GUR-AT06-00007","","","","39","37","1","1","6","25","25","13","109","5","8","7.1","5","3","3","1","7","5","3","12.39","13","20.1","122","0.384615385","0.073394495","0.106557377","4.88","3.128205128","0.52","0.333333333","0.52","0.333333333","0.284","0.182051282","10.6557377","64.67661692","64.1025641","4.748338082","7.407407407","12.34567901","19.25925926","6.742640076","10.51851852","19.08831909","29.77777778"
"","","MZP2010GUR-AT06","","","","","","","","","MZP2010GUR-AT06-00008","","","","39","39","1","1","7","27","25","6","31","3.5","9.9","30","3","3","3","5","5","3","3","","13.4","43.4","37","0.583333333","0.319354839","0.362162162","1.37037037","0.948717949","0.222222222","0.153846154","0.496296296","0.343589744","1.111111111","0.769230769","16.21621622","30.87557604","69.23076923","3.323836657","4.801097394","12.72554606","18.38134431","28.49002849","41.15226337","41.21557455","59.53360768"
"","","MZP2010GUR-AT06","","","","","","","","","MZP2010GUR-AT06-00009","","","","39","38","1","1","8","28","28","12","20","10","13.5","13","3","3","3","5","5","1","1","","23.5","36.5","32","0.833333333","0.675","0.734375","1.142857143","0.820512821","0.428571429","0.307692308","0.839285714","0.602564103","0.464285714","0.333333333","37.5","64.38356164","71.79487179","9.496676163","13.22751323","22.31718898","31.08465608","12.34567901","17.1957672","34.662868","48.28042328"
"","","MZP2010GUR-AT06","","","","","","","","","MZP2010GUR-AT06-00010","","","","39","30","1","1","5","24","24","11","66","4","11.5","4.5","3","3","7","1","5","1","1","1.17","15.5","20","77","0.363636364","0.174242424","0.201298701","3.208333333","1.974358974","0.458333333","0.282051282","0.645833333","0.397435897","0.1875","0.115384615","14.28571429","77.5","61.53846154","3.798670465","6.172839506","14.71984805","23.91975309","4.273504274","6.944444444","18.99335233","30.86419753"
