"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root size estimating 1-9|CO_331:0000184","Storage root dry matter content computing percent|CO_331:0000297","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2016MAN-ST01","","","","","","","","","MZP2016MAN-ST01-00007","","","","90","17","3","1","5","0.1","0.2","8","1","5","","","","","","0.3","8.3","6","0.1","0.04","0.05","0.352941176","0.066666667","0.058823529","0.011111111","0.017647059","0.003333333","0.470588235","0.088888889","16.66666667","3.614457831","18.88888889","","0.041152263","0.217864924","0.12345679","0.653594771","3.29218107","17.4291939","","","3.41563786","18.08278867"
"","","MZP2016MAN-ST01","","","","","","","","","MZP2016MAN-ST01-00041","","","","90","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2016MAN-ST01","","","","","","","","","MZP2016MAN-ST01-00023","","","","90","21","2","0","2","0","0.1","25","1","8","","","","","","0.1","25.1","2","","0.05","0.05","0.095238095","0.022222222","0","0","0.004761905","0.001111111","1.19047619","0.277777778","0","0.398406375","23.33333333","","0","0","0.041152263","0.176366843","10.28806584","44.09171076","","","10.32921811","44.2680776"
"","","MZP2016MAN-ST01","","","","","","","","","MZP2016MAN-ST01-00055","","","","90","5","0","0","0","0","0","13","","","","","","","","0","13","0","","","","0","0","0","0","0","0","2.6","0.144444444","","0","5.555555556","","0","0","0","0","5.349794239","96.2962963","","","5.349794239","96.2962963"
"","","MZP2016MAN-ST01","","","","","","","","","MZP2016MAN-ST01-00031","","","","90","12","9","19","18","5","1","8","7","5","","","","","","6","14","37","0.263157895","0.055555556","0.162162162","3.083333333","0.411111111","1.583333333","0.211111111","0.5","0.066666667","0.666666667","0.088888889","51.35135135","42.85714286","13.33333333","","2.057613169","15.43209877","2.469135802","18.51851852","3.29218107","24.69135802","","","5.761316872","43.20987654"
"","","MZP2016MAN-ST01","","","","","","","","","MZP2016MAN-ST01-00034","","","","90","34","31","87","19","30","5","22","5","5","30.518","1.91","59.73","1.04","21.79","35","57","106","0.344827586","0.263157895","0.330188679","3.117647059","1.177777778","2.558823529","0.966666667","1.029411765","0.388888889","0.647058824","0.244444444","82.0754717","61.40350877","37.77777778","10.6813","12.34567901","32.67973856","14.40329218","38.12636166","9.053497942","23.96514161","4.395596708","11.63540305","23.45679012","62.09150327"
"","","MZP2016MAN-ST01","","","","","","","","","MZP2016MAN-ST01-00006","","","","90","24","9","10","11","2.5","1.2","12","5","7","27.625","2.38","56.64","1.38","18.74","3.7","15.7","21","0.25","0.109090909","0.176190476","0.875","0.233333333","0.416666667","0.111111111","0.154166667","0.041111111","0.5","0.133333333","47.61904762","23.56687898","26.66666667","1.022125","1.028806584","3.858024691","1.522633745","5.709876543","4.938271605","18.51851852","0.420627572","1.577353395","6.46090535","24.22839506"
"","","MZP2016MAN-ST01","","","","","","","","","MZP2016MAN-ST01-00063","","","","90","9","5","11","6","4","1.7","4.1","3","6","","","","","","5.7","9.8","17","0.363636364","0.283333333","0.335294118","1.888888889","0.188888889","1.222222222","0.122222222","0.633333333","0.063333333","0.455555556","0.045555556","64.70588235","58.16326531","10","","1.646090535","16.46090535","2.345679012","23.45679012","1.687242798","16.87242798","","","4.032921811","40.32921811"
"","","MZP2016MAN-ST01","","","","","","","","","MZP2016MAN-ST01-00008","","","","90","9","5","2","9","0.5","0.7","10","2","7","","","","","","1.2","11.2","11","0.25","0.077777778","0.109090909","1.222222222","0.122222222","0.222222222","0.022222222","0.133333333","0.013333333","1.111111111","0.111111111","18.18181818","10.71428571","10","","0.205761317","2.057613169","0.49382716","4.938271605","4.115226337","41.15226337","","","4.609053498","46.09053498"
"","","MZP2016MAN-ST01","","","","","","","","","MZP2016MAN-ST01-00047","","","","90","16","0","0","0","0","0","2.5","","","","","","","","0","2.5","0","","","","0","0","0","0","0","0","0.15625","0.027777778","","0","17.77777778","","0","0","0","0","1.028806584","5.787037037","","","1.028806584","5.787037037"
"","","MZP2016MAN-ST01","","","","","","","","","MZP2016MAN-ST01-00004","","","","90","37","28","60","75","4","8","20","2","5","28.08","2.39","56.71","1.33","27.75","12","32","135","0.066666667","0.106666667","0.088888889","3.648648649","1.5","1.621621622","0.666666667","0.324324324","0.133333333","0.540540541","0.222222222","44.44444444","37.5","41.11111111","3.3696","1.646090535","4.004004004","4.938271605","12.01201201","8.230452675","20.02002002","1.386666667","3.372972973","13.16872428","32.03203203"
"","","MZP2016MAN-ST01","","","","","","","","","MZP2016MAN-ST01-00043","","","","90","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2016MAN-ST01","","","","","","","","","MZP2016MAN-ST01-00005","","","","90","32","12","9","12","1.5","1","39","3","5","","","","","","2.5","41.5","21","0.166666667","0.083333333","0.119047619","0.65625","0.233333333","0.28125","0.1","0.078125","0.027777778","1.21875","0.433333333","42.85714286","6.024096386","35.55555556","","0.617283951","1.736111111","1.028806584","2.893518519","16.04938272","45.13888889","","","17.0781893","48.03240741"
"","","MZP2016MAN-ST01","","","","","","","","","MZP2016MAN-ST01-00038","","","","90","24","8","9","8","3","2","20","7","5","","","","","","5","25","17","0.333333333","0.25","0.294117647","0.708333333","0.188888889","0.375","0.1","0.208333333","0.055555556","0.833333333","0.222222222","52.94117647","20","26.66666667","","1.234567901","4.62962963","2.057613169","7.716049383","8.230452675","30.86419753","","","10.28806584","38.58024691"
"","","MZP2016MAN-ST01","","","","","","","","","MZP2016MAN-ST01-00011","","","","90","10","4","1","3","0.2","0.1","7","3","5","","","","","","0.3","7.3","4","0.2","0.033333333","0.075","0.4","0.044444444","0.1","0.011111111","0.03","0.003333333","0.7","0.077777778","25","4.109589041","11.11111111","","0.082304527","0.740740741","0.12345679","1.111111111","2.880658436","25.92592593","","","3.004115226","27.03703704"
"","","MZP2016MAN-ST01","","","","","","","","","MZP2016MAN-ST01-00044","","","","90","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2016MAN-ST01","","","","","","","","","MZP2016MAN-ST01-00021","","","","90","27","16","20","29","3","1","11","5","6","24.572","2.3","51.16","1.46","37.74","4","15","49","0.15","0.034482759","0.081632653","1.814814815","0.544444444","0.740740741","0.222222222","0.148148148","0.044444444","0.407407407","0.122222222","40.81632653","26.66666667","30","0.98288","1.234567901","4.115226337","1.646090535","5.48696845","4.526748971","15.08916324","0.404477366","1.348257888","6.172839506","20.57613169"
"","","MZP2016MAN-ST01","","","","","","","","","MZP2016MAN-ST01-00050","","","","90","40","29","78","53","13","5.2","40","5","7","","","","","","18.2","58.2","131","0.166666667","0.098113208","0.138931298","3.275","1.455555556","1.95","0.866666667","0.455","0.202222222","1","0.444444444","59.54198473","31.27147766","44.44444444","","5.349794239","12.03703704","7.489711934","16.85185185","16.46090535","37.03703704","","","23.95061728","53.88888889"
"","","MZP2016MAN-ST01","","","","","","","","","MZP2016MAN-ST01-00001","","","","90","40","6","1","8","0.5","0.8","26","1","7","29.574","1.58","61.16","0.76","0","1.3","27.3","9","0.5","0.1","0.144444444","0.225","0.1","0.025","0.011111111","0.0325","0.014444444","0.65","0.288888889","11.11111111","4.761904762","44.44444444","0.384462","0.205761317","0.462962963","0.534979424","1.203703704","10.69958848","24.07407407","0.158214815","0.355983333","11.2345679","25.27777778"
"","","MZP2016MAN-ST01","","","","","","","","","MZP2016MAN-ST01-00051","","","","90","45","26","21","53","4","3","89","4","8","","","","","","7","96","74","0.19047619","0.056603774","0.094594595","1.644444444","0.822222222","0.466666667","0.233333333","0.155555556","0.077777778","1.977777778","0.988888889","28.37837838","7.291666667","50","","1.646090535","3.29218107","2.880658436","5.761316872","36.6255144","73.25102881","","","39.50617284","79.01234568"
"","","MZP2016MAN-ST01","","","","","","","","","MZP2016MAN-ST01-00003","","","","90","35","16","5","28","0.9","0.1","38","2","7","30.4","1.73","64.58","0.97","0","1","39","33","0.18","0.003571429","0.03030303","0.942857143","0.366666667","0.142857143","0.055555556","0.028571429","0.011111111","1.085714286","0.422222222","15.15151515","2.564102564","38.88888889","0.304","0.37037037","0.952380952","0.411522634","1.058201058","15.63786008","40.21164021","0.125102881","0.321693122","16.04938272","41.26984127"
"","","MZP2016MAN-ST01","","","","","","","","","MZP2016MAN-ST01-00040","","","","90","29","14","11","27","2","2","30","2","7","","","","","","4","34","38","0.181818182","0.074074074","0.105263158","1.310344828","0.422222222","0.379310345","0.122222222","0.137931034","0.044444444","1.034482759","0.333333333","28.94736842","11.76470588","32.22222222","","0.823045267","2.554278416","1.646090535","5.108556833","12.34567901","38.31417625","","","13.99176955","43.42273308"
