"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2013GUR-AT07","","","","","","","","","MZP2013GUR-AT07-00001","","","","39","30","3","9","5","30","30","20","29","7.5","9.5","17.5","4","3","3","3","1","9","1","7","14.37","17","34.5","49","0.375","0.327586207","0.346938776","1.633333333","1.256410256","0.666666667","0.512820513","0.566666667","0.435897436","0.583333333","0.448717949","40.81632653","49.27536232","76.92307692","7.122507123","9.259259259","16.14434948","20.98765432","16.61918329","21.60493827","32.76353276","42.59259259"
"","","MZP2013GUR-AT07","","","","","","","","","MZP2013GUR-AT07-00002","","","","39","32","1","1","5","27","10","0","17","0","5.5","18","2","7","7","7","1","5","3","3","10.5","5.5","23.5","17","","0.323529412","0.323529412","0.62962963","0.435897436","0","0","0.203703704","0.141025641","0.666666667","0.461538462","0","23.40425532","69.23076923","0","0","5.22317189","7.544581619","17.09401709","24.69135802","22.31718898","32.23593964"
"","","MZP2013GUR-AT07","","","","","","","","","MZP2013GUR-AT07-00003","","","","39","29","1","3","5","29","10","0","15","0","4","17.5","5","5","5","3","1","5","5","3","7.76","4","21.5","15","","0.266666667","0.266666667","0.517241379","0.384615385","0","0","0.137931034","0.102564103","0.603448276","0.448717949","0","18.60465116","74.35897436","0","0","3.798670465","5.108556833","16.61918329","22.34993614","20.41785375","27.45849298"
"","","MZP2013GUR-AT07","","","","","","","","","MZP2013GUR-AT07-00004","","","","39","30","1","1","7","30","30","25","35","8.9","10.8","21.5","5","5","3","3","1","7","3","5","12.39","19.7","41.2","60","0.356","0.308571429","0.328333333","2","1.538461538","0.833333333","0.641025641","0.656666667","0.505128205","0.716666667","0.551282051","41.66666667","47.81553398","76.92307692","8.452041785","10.98765432","18.70845204","24.32098765","20.41785375","26.54320988","39.12630579","50.86419753"
"","","MZP2013GUR-AT07","","","","","","","","","MZP2013GUR-AT07-00005","","","","39","29","1","1","5","29","29","26","30","9","7","19.5","6","3","3","3","1","5","5","3","7.23","16","35.5","56","0.346153846","0.233333333","0.285714286","1.931034483","1.435897436","0.896551724","0.666666667","0.551724138","0.41025641","0.672413793","0.5","46.42857143","45.07042254","74.35897436","8.547008547","11.49425287","15.19468186","20.43422733","18.51851852","24.90421456","33.71320038","45.33844189"
"","","MZP2013GUR-AT07","","","","","","","","","MZP2013GUR-AT07-00006","","","","39","30","1","1","5","20","20","30","67","10.3","20.1","15","4","3","3","5","1","7","5","5","10.5","30.4","45.4","97","0.343333333","0.3","0.313402062","4.85","2.487179487","1.5","0.769230769","1.52","0.779487179","0.75","0.384615385","30.92783505","66.96035242","51.28205128","9.781576448","19.07407407","28.86989554","56.2962963","14.24501425","27.77777778","43.11490978","84.07407407"
"","","MZP2013GUR-AT07","","","","","","","","","MZP2013GUR-AT07-00007","","","","39","27","1","1","5","25","10","0","16","0","5.5","18.5","4","5","5","3","1","7","5","5","11.03","5.5","24","16","","0.34375","0.34375","0.64","0.41025641","0","0","0.22","0.141025641","0.74","0.474358974","0","22.91666667","64.1025641","0","0","5.22317189","8.148148148","17.5688509","27.40740741","22.79202279","35.55555556"
"","","MZP2013GUR-AT07","","","","","","","","","MZP2013GUR-AT07-00008","","","","39","30","3","9","9","24","20","18","28","5.5","5","17.5","4","5","5","3","1","5","5","3","7.76","10.5","28","46","0.305555556","0.178571429","0.22826087","1.916666667","1.179487179","0.75","0.461538462","0.4375","0.269230769","0.729166667","0.448717949","39.13043478","37.5","61.53846154","5.22317189","8.487654321","9.971509972","16.2037037","16.61918329","27.00617284","26.59069326","43.20987654"
"","","MZP2013GUR-AT07","","","","","","","","","MZP2013GUR-AT07-00009","","","","39","25","1","1","5","25","25","14","28","5.3","7.5","13.5","3","5","3","3","1","9","3","7","14.37","12.8","26.3","42","0.378571429","0.267857143","0.304761905","1.68","1.076923077","0.56","0.358974359","0.512","0.328205128","0.54","0.346153846","33.33333333","48.66920152","64.1025641","5.033238367","7.851851852","12.15574549","18.96296296","12.82051282","20","24.97625831","38.96296296"
"","","MZP2013GUR-AT07","","","","","","","","","MZP2013GUR-AT07-00010","","","","39","30","1","1","5","30","30","25","40","11","15.5","14","5","1","1","1","1","7","3","5","11.03","26.5","40.5","65","0.44","0.3875","0.407692308","2.166666667","1.666666667","0.833333333","0.641025641","0.883333333","0.679487179","0.466666667","0.358974359","38.46153846","65.43209877","76.92307692","10.44634378","13.58024691","25.16619183","32.71604938","13.29534663","17.28395062","38.46153846","50"
