"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Content of total sugars estimating 1-9|CO_331:0000766","Content of starch in raw storage roots estimating 1-9|CO_331:0001055","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00011","","","","26","11","1","1","5","7","7","5","10","0.2","1","8.2","4","5","6","3","7","5","1","6.12","1.2","9.4","15","0.04","0.1","0.08","2.142857143","0.576923077","0.714285714","0.192307692","0.171428571","0.046153846","1.171428571","0.315384615","33.33333333","12.76595745","26.92307692","0.284900285","1.058201058","1.709401709","6.349206349","11.68091168","43.38624339","13.39031339","49.73544974"
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00012","","","","26","14","1","1","6","7","5","11","10","3","0.4","5.1","1","4","5","1","6","9","3","14.37","3.4","8.5","21","0.272727273","0.04","0.161904762","3","0.807692308","1.571428571","0.423076923","0.485714286","0.130769231","0.728571429","0.196153846","52.38095238","40","26.92307692","4.273504274","15.87301587","4.843304843","17.98941799","7.264957265","26.98412698","12.10826211","44.97354497"
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00013","","","","26","18","1","1","7","13","13","16","8","5","0.8","10.2","1","5","5","1","7","5","1","10.5","5.8","16","24","0.3125","0.1","0.241666667","1.846153846","0.923076923","1.230769231","0.615384615","0.446153846","0.223076923","0.784615385","0.392307692","66.66666667","36.25","50","7.122507123","14.24501425","8.262108262","16.52421652","14.52991453","29.05982906","22.79202279","45.58404558"
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00014","","","","26","14","1","1","5","9","8","11","6","1","0.1","6.4","5","4","2","1","5","7","3","11.03","1.1","7.5","17","0.090909091","0.016666667","0.064705882","1.888888889","0.653846154","1.222222222","0.423076923","0.122222222","0.042307692","0.711111111","0.246153846","64.70588235","14.66666667","34.61538462","1.424501425","4.115226337","1.566951567","4.526748971","9.116809117","26.33744856","10.68376068","30.86419753"
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00015","","","","26","11","1","1","3","5","4","9","0","0.9","0","3.2","6","5","1","3","7","5","1","4.61","0.9","4.1","9","0.1","","0.1","1.8","0.346153846","1.8","0.346153846","0.18","0.034615385","0.64","0.123076923","100","21.95121951","19.23076923","1.282051282","6.666666667","1.282051282","6.666666667","4.558404558","23.7037037","5.84045584","30.37037037"
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00016","","","","26","10","1","1","3","7","7","6","14","0.2","0.2","5.6","5","4","1","3","7","5","3","14.37","0.4","6","20","0.033333333","0.014285714","0.02","2.857142857","0.769230769","0.857142857","0.230769231","0.057142857","0.015384615","0.8","0.215384615","30","6.666666667","26.92307692","0.284900285","1.058201058","0.56980057","2.116402116","7.977207977","29.62962963","8.547008547","31.74603175"
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00017","","","","26","21","1","1","8","11","10","20","15","3","0.4","12.8","1","3","1","1","5","5","3","7.23","3.4","16.2","35","0.15","0.026666667","0.097142857","3.181818182","1.346153846","1.818181818","0.769230769","0.309090909","0.130769231","1.163636364","0.492307692","57.14285714","20.98765432","42.30769231","4.273504274","10.1010101","4.843304843","11.44781145","18.23361823","43.0976431","23.07692308","54.54545455"
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00018","","","","26","5","3","5","2","4","4","3","7","0.5","0.3","2","5","3","1","1","7","9","1","7.23","0.8","2.8","10","0.166666667","0.042857143","0.08","2.5","0.384615385","0.75","0.115384615","0.2","0.030769231","0.5","0.076923077","30","28.57142857","15.38461538","0.712250712","4.62962963","1.13960114","7.407407407","2.849002849","18.51851852","3.988603989","25.92592593"
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00019","","","","26","20","1","1","6","11","11","16","30","3.2","1.1","8.95","3","5","1","1","7","3","1","14.37","4.3","13.25","46","0.2","0.036666667","0.093478261","4.181818182","1.769230769","1.454545455","0.615384615","0.390909091","0.165384615","0.813636364","0.344230769","34.7826087","32.45283019","42.30769231","4.558404558","10.77441077","6.125356125","14.47811448","12.74928775","30.13468013","18.87464387","44.61279461"
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00020","","","","26","10","1","2","6","8","6","4","7","0.2","0.2","8.6","5","3","1","1","7","7","3","4.61","0.4","9","11","0.05","0.028571429","0.036363636","1.375","0.423076923","0.5","0.153846154","0.05","0.015384615","1.075","0.330769231","36.36363636","4.444444444","30.76923077","0.284900285","0.925925926","0.56980057","1.851851852","12.25071225","39.81481481","12.82051282","41.66666667"
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00021","","","","26","7","1","1","5","7","4","6","6","0.8","0.1","7.5","2","3","1","1","5","5","5","","0.9","8.4","12","0.133333333","0.016666667","0.075","1.714285714","0.461538462","0.857142857","0.230769231","0.128571429","0.034615385","1.071428571","0.288461538","50","10.71428571","26.92307692","1.13960114","4.232804233","1.282051282","4.761904762","10.68376068","39.68253968","11.96581197","44.44444444"
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00022","","","","26","4","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00023","","","","26","20","1","2","8","11","11","27","67","4.8","2.8","11.5","3","3","5","3","5","5","5","","7.6","19.1","94","0.177777778","0.041791045","0.080851064","8.545454545","3.615384615","2.454545455","1.038461538","0.690909091","0.292307692","1.045454545","0.442307692","28.72340426","39.79057592","42.30769231","6.837606838","16.16161616","10.82621083","25.58922559","16.38176638","38.72053872","27.20797721","64.30976431"
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00024","","","","26","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00025","","","","26","12","2","4","5","12","10","9","6","2.4","0.2","5","3","4","1","3","7","7","1","5.49","2.6","7.6","15","0.266666667","0.033333333","0.173333333","1.25","0.576923077","0.75","0.346153846","0.216666667","0.1","0.416666667","0.192307692","60","34.21052632","46.15384615","3.418803419","7.407407407","3.703703704","8.024691358","7.122507123","15.43209877","10.82621083","23.45679012"
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00026","","","","26","10","3","6","5","5","3","17","10","2.9","1","6.3","1","5","3","1","9","3","3","14.37","3.9","10.2","27","0.170588235","0.1","0.144444444","5.4","1.038461538","3.4","0.653846154","0.78","0.15","1.26","0.242307692","62.96296296","38.23529412","19.23076923","4.131054131","21.48148148","5.555555556","28.88888889","8.974358974","46.66666667","14.52991453","75.55555556"
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00027","","","","26","22","1","5","5","8","8","35","43","4.9","2","7.2","3","3","5","1","5","7","4","12.39","6.9","14.1","78","0.14","0.046511628","0.088461538","9.75","3","4.375","1.346153846","0.8625","0.265384615","0.9","0.276923077","44.87179487","48.93617021","30.76923077","6.98005698","22.68518519","9.829059829","31.94444444","10.25641026","33.33333333","20.08547009","65.27777778"
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00028","","","","26","23","1","2","6","17","17","53","53","4.4","2.2","8.8","5","5","6","1","5","5","5","7.76","6.6","15.4","106","0.083018868","0.041509434","0.062264151","6.235294118","4.076923077","3.117647059","2.038461538","0.388235294","0.253846154","0.517647059","0.338461538","50","42.85714286","65.38461538","6.267806268","9.586056645","9.401709402","14.37908497","12.53561254","19.17211329","21.93732194","33.55119826"
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00029","","","","26","17","1","1","8","17","16","26","87","5.4","4.8","18.8","5","5","5","1","5","5","5","14.37","10.2","29","113","0.207692308","0.055172414","0.090265487","6.647058824","4.346153846","1.529411765","1","0.6","0.392307692","1.105882353","0.723076923","23.00884956","35.17241379","65.38461538","7.692307692","11.76470588","14.52991453","22.22222222","26.78062678","40.95860566","41.31054131","63.18082789"
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00030","","","","26","15","4","6","5","8","8","17","15","3.8","1","8.1","3","6","4","1","5","9","6","11.03","4.8","12.9","32","0.223529412","0.066666667","0.15","4","1.230769231","2.125","0.653846154","0.6","0.184615385","1.0125","0.311538462","53.125","37.20930233","30.76923077","5.413105413","17.59259259","6.837606838","22.22222222","11.53846154","37.5","18.37606838","59.72222222"
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00031","","","","26","16","5","6","5","13","13","17","25","3.25","3.4","5.2","3","5","5","1","7","7","3","14.37","6.65","11.85","42","0.191176471","0.136","0.158333333","3.230769231","1.615384615","1.307692308","0.653846154","0.511538462","0.255769231","0.4","0.2","40.47619048","56.11814346","50","4.62962963","9.259259259","9.472934473","18.94586895","7.407407407","14.81481481","16.88034188","33.76068376"
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00032","","","","26","19","2","4","5","16","16","14","38","2.8","2.9","8","1","4","6","1","7","9","1","14.37","5.7","13.7","52","0.2","0.076315789","0.109615385","3.25","2","0.875","0.538461538","0.35625","0.219230769","0.5","0.307692308","26.92307692","41.60583942","61.53846154","3.988603989","6.481481481","8.11965812","13.19444444","11.3960114","18.51851852","19.51566952","31.71296296"
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00033","","","","26","17","1","3","5","11","11","14","30","2.2","2.4","5.2","5","5","4","1","7","9","1","14.37","4.6","9.8","44","0.157142857","0.08","0.104545455","4","1.692307692","1.272727273","0.538461538","0.418181818","0.176923077","0.472727273","0.2","31.81818182","46.93877551","42.30769231","3.133903134","7.407407407","6.552706553","15.48821549","7.407407407","17.50841751","13.96011396","32.996633"
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00034","","","","26","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00035","","","","26","20","1","1","8","16","16","25","44","4.8","2","10","5","5","1","3","5","7","5","3.76","6.8","16.8","69","0.192","0.045454545","0.098550725","4.3125","2.653846154","1.5625","0.961538462","0.425","0.261538462","0.625","0.384615385","36.23188406","40.47619048","61.53846154","6.837606838","11.11111111","9.686609687","15.74074074","14.24501425","23.14814815","23.93162393","38.88888889"
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00036","","","","26","7","8","8","3","3","2","3","1","0.4","0.1","0.6","3","3","1","3","7","9","1","3.76","0.5","1.1","4","0.133333333","0.1","0.125","1.333333333","0.153846154","1","0.115384615","0.166666667","0.019230769","0.2","0.023076923","75","45.45454545","11.53846154","0.56980057","4.938271605","0.712250712","6.172839506","0.854700855","7.407407407","1.566951567","13.58024691"
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00037","","","","26","8","1","4","5","6","6","5","8","1.1","1","4","5","5","1","1","7","5","1","14.37","2.1","6.1","13","0.22","0.125","0.161538462","2.166666667","0.5","0.833333333","0.192307692","0.35","0.080769231","0.666666667","0.153846154","38.46153846","34.42622951","23.07692308","1.566951567","6.790123457","2.991452991","12.96296296","5.698005698","24.69135802","8.689458689","37.65432099"
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00038","","","","26","20","2","2","3","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.692307692","","","","","","","",""
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00039","","","","26","12","1","2","5","9","9","16","17","3.2","1","4.2","1","1","1","","","","","","4.2","8.4","33","0.2","0.058823529","0.127272727","3.666666667","1.269230769","1.777777778","0.615384615","0.466666667","0.161538462","0.466666667","0.161538462","48.48484848","50","34.61538462","4.558404558","13.16872428","5.982905983","17.28395062","5.982905983","17.28395062","11.96581197","34.56790123"
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00040","","","","26","8","3","7","2","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.53846154","","","","","","","",""
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00041","","","","26","14","4","4","5","11","11","27","45","6","4.2","5","3","4","1","3","5","5","5","14.37","10.2","15.2","72","0.222222222","0.093333333","0.141666667","6.545454545","2.769230769","2.454545455","1.038461538","0.927272727","0.392307692","0.454545455","0.192307692","37.5","67.10526316","42.30769231","8.547008547","20.2020202","14.52991453","34.34343434","7.122507123","16.83501684","21.65242165","51.17845118"
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00042","","","","26","8","2","4","3","2","1","1","0","0.1","0","0.2","5","3","1","1","3","7","1","12.39","0.1","0.3","1","0.1","","0.1","0.5","0.038461538","0.5","0.038461538","0.05","0.003846154","0.1","0.007692308","100","33.33333333","7.692307692","0.142450142","1.851851852","0.142450142","1.851851852","0.284900285","3.703703704","0.427350427","5.555555556"
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00043","","","","26","10","3","5","4","8","6","8","9","2","1","0.2","5","3","1","1","5","5","5","12.39","3","3.2","17","0.25","0.111111111","0.176470588","2.125","0.653846154","1","0.307692308","0.375","0.115384615","0.025","0.007692308","47.05882353","93.75","30.76923077","2.849002849","9.259259259","4.273504274","13.88888889","0.284900285","0.925925926","4.558404558","14.81481481"
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00044","","","","26","14","1","2","5","9","8","9","19","1.4","1.2","3","7","3","1","1","5","7","3","3.76","2.6","5.6","28","0.155555556","0.063157895","0.092857143","3.111111111","1.076923077","1","0.346153846","0.288888889","0.1","0.333333333","0.115384615","32.14285714","46.42857143","34.61538462","1.994301994","5.761316872","3.703703704","10.69958848","4.273504274","12.34567901","7.977207977","23.04526749"
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00045","","","","26","11","3","4","3","2","1","1","0","0.05","0","0.1","6","3","1","","","","","","0.05","0.15","1","0.05","","0.05","0.5","0.038461538","0.5","0.038461538","0.025","0.001923077","0.05","0.003846154","100","33.33333333","7.692307692","0.071225071","0.925925926","0.071225071","0.925925926","0.142450142","1.851851852","0.213675214","2.777777778"
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00046","","","","26","14","1","1","5","10","10","19","12","4","1.2","6","5","5","2","1","7","5","3","14.37","5.2","11.2","31","0.210526316","0.1","0.167741935","3.1","1.192307692","1.9","0.730769231","0.52","0.2","0.6","0.230769231","61.29032258","46.42857143","38.46153846","5.698005698","14.81481481","7.407407407","19.25925926","8.547008547","22.22222222","15.95441595","41.48148148"
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00047","","","","26","13","2","2","5","7","4","14","4","4","0.1","4","1","4","1","3","5","5","3","7.76","4.1","8.1","18","0.285714286","0.025","0.227777778","2.571428571","0.692307692","2","0.538461538","0.585714286","0.157692308","0.571428571","0.153846154","77.77777778","50.61728395","26.92307692","5.698005698","21.16402116","5.84045584","21.69312169","5.698005698","21.16402116","11.53846154","42.85714286"
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00048","","","","26","7","3","4","4","4","3","3","5","0.6","0.1","0.2","7","3","1","1","7","7","3","12.39","0.7","0.9","8","0.2","0.02","0.0875","2","0.307692308","0.75","0.115384615","0.175","0.026923077","0.05","0.007692308","37.5","77.77777778","15.38461538","0.854700855","5.555555556","0.997150997","6.481481481","0.284900285","1.851851852","1.282051282","8.333333333"
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00049","","","","26","16","2","3","6","13","13","53","27","9","1.4","7.2","3","3","5","1","7","5","1","12.39","10.4","17.6","80","0.169811321","0.051851852","0.13","6.153846154","3.076923077","4.076923077","2.038461538","0.8","0.4","0.553846154","0.276923077","66.25","59.09090909","50","12.82051282","25.64102564","14.81481481","29.62962963","10.25641026","20.51282051","25.07122507","50.14245014"
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00050","","","","26","17","3","5","5","9","9","10","16","2.4","2.2","2.5","4","5","2","1","7","7","3","6.12","4.6","7.1","26","0.24","0.1375","0.176923077","2.888888889","1","1.111111111","0.384615385","0.511111111","0.176923077","0.277777778","0.096153846","38.46153846","64.78873239","34.61538462","3.418803419","9.87654321","6.552706553","18.93004115","3.561253561","10.28806584","10.11396011","29.218107"
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00051","","","","26","23","2","3","5","16","16","36","23","6","1.6","4.1","1","3","6","1","5","7","5","14.37","7.6","11.7","59","0.166666667","0.069565217","0.128813559","3.6875","2.269230769","2.25","1.384615385","0.475","0.292307692","0.25625","0.157692308","61.01694915","64.95726496","61.53846154","8.547008547","13.88888889","10.82621083","17.59259259","5.84045584","9.490740741","16.66666667","27.08333333"
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00052","","","","26","18","1","1","6","16","16","30","54","4.9","5","9","3","5","3","1","7","7","3","14.37","9.9","18.9","84","0.163333333","0.092592593","0.117857143","5.25","3.230769231","1.875","1.153846154","0.61875","0.380769231","0.5625","0.346153846","35.71428571","52.38095238","61.53846154","6.98005698","11.34259259","14.1025641","22.91666667","12.82051282","20.83333333","26.92307692","43.75"
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00053","","","","26","19","2","3","6","15","15","30","27","6.8","2.7","5.2","1","3","3","1","9","7","1","6.12","9.5","14.7","57","0.226666667","0.1","0.166666667","3.8","2.192307692","2","1.153846154","0.633333333","0.365384615","0.346666667","0.2","52.63157895","64.62585034","57.69230769","9.686609687","16.79012346","13.53276353","23.45679012","7.407407407","12.83950617","20.94017094","36.2962963"
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00054","","","","26","19","1","1","5","14","13","29","6","8.8","1.1","7.2","1","4","2","3","7","7","1","12.39","9.9","17.1","35","0.303448276","0.183333333","0.282857143","2.5","1.346153846","2.071428571","1.115384615","0.707142857","0.380769231","0.514285714","0.276923077","82.85714286","57.89473684","53.84615385","12.53561254","23.28042328","14.1025641","26.19047619","10.25641026","19.04761905","24.35897436","45.23809524"
"","","MZP2012UMB-AT01","","","","","","","","","MZP2012UMB-AT01-00055","","","","26","14","2","2","6","14","14","46","33","10.9","2.6","5","1","4","4","1","7","3","1","12.39","13.5","18.5","79","0.236956522","0.078787879","0.170886076","5.642857143","3.038461538","3.285714286","1.769230769","0.964285714","0.519230769","0.357142857","0.192307692","58.2278481","72.97297297","53.84615385","15.52706553","28.83597884","19.23076923","35.71428571","7.122507123","13.22751323","26.35327635","48.94179894"
