"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Content of total sugars estimating 1-9|CO_331:0000766","Content of starch in raw storage roots estimating 1-9|CO_331:0001055","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2010GUR-AT07","","","","","","","","","MZP2010GUR-AT07-00001","","","","39","39","2","4","6","31","31","17","23","12","4.6","6","1","3","3","1","5","3","3","7.23","16.6","22.6","40","0.705882353","0.2","0.415","1.290322581","1.025641026","0.548387097","0.435897436","0.535483871","0.425641026","0.193548387","0.153846154","42.5","73.45132743","79.48717949","11.3960114","14.33691756","15.76448243","19.83273596","5.698005698","7.168458781","21.46248813","27.00119474"
"","","MZP2010GUR-AT07","","","","","","","","","MZP2010GUR-AT07-00002","","","","39","37","1","1","4","32","32","40","52","14.4","5","10.5","1","1","3","5","5","3","3","4.61","19.4","29.9","92","0.36","0.096153846","0.210869565","2.875","2.358974359","1.25","1.025641026","0.60625","0.497435897","0.328125","0.269230769","43.47826087","64.88294314","82.05128205","13.67521368","16.66666667","18.42355176","22.4537037","9.971509972","12.15277778","28.39506173","34.60648148"
"","","MZP2010GUR-AT07","","","","","","","","","MZP2010GUR-AT07-00003","","","","39","35","1","3","4","26","15","6","12","2.5","1.5","7","3","3","3","3","3","3","1","4.61","4","11","18","0.416666667","0.125","0.222222222","0.692307692","0.461538462","0.230769231","0.153846154","0.153846154","0.102564103","0.269230769","0.179487179","33.33333333","36.36363636","66.66666667","2.374169041","3.561253561","3.798670465","5.698005698","6.647673314","9.971509972","10.44634378","15.66951567"
"","","MZP2010GUR-AT07","","","","","","","","","MZP2010GUR-AT07-00004","","","","39","31","1","3","4","31","14","0","22","0","4.6","3.7","5","7","5","1","7","3","1","1.74","4.6","8.3","22","","0.209090909","0.209090909","0.709677419","0.564102564","0","0","0.148387097","0.117948718","0.119354839","0.094871795","0","55.42168675","79.48717949","0","0","4.368471035","5.495818399","3.51377018","4.420549582","7.882241216","9.916367981"
"","","MZP2010GUR-AT07","","","","","","","","","MZP2010GUR-AT07-00005","","","","39","29","1","3","4","28","28","3","75","1","7","3","5","7","9","1","5","5","5","14.37","8","11","78","0.333333333","0.093333333","0.102564103","2.785714286","2","0.107142857","0.076923077","0.285714286","0.205128205","0.107142857","0.076923077","3.846153846","72.72727273","71.79487179","0.949667616","1.322751323","7.597340931","10.58201058","2.849002849","3.968253968","10.44634378","14.55026455"
"","","MZP2010GUR-AT07","","","","","","","","","MZP2010GUR-AT07-00006","","","","39","31","2","4","4","31","20","7","21","1.1","5","3.3","5","5","9","1","3","5","3","14.37","6.1","9.4","28","0.157142857","0.238095238","0.217857143","0.903225806","0.717948718","0.225806452","0.179487179","0.196774194","0.156410256","0.106451613","0.084615385","25","64.89361702","79.48717949","1.044634378","1.314217443","5.79297246","7.287933094","3.133903134","3.94265233","8.926875594","11.23058542"
"","","MZP2010GUR-AT07","","","","","","","","","MZP2010GUR-AT07-00007","","","","39","28","3","5","4","28","28","0","71","0","7","2.9","5","7","9","1","3","5","3","11.03","7","9.9","71","","0.098591549","0.098591549","2.535714286","1.820512821","0","0","0.25","0.179487179","0.103571429","0.074358974","0","70.70707071","71.79487179","0","0","6.647673314","9.259259259","2.754036087","3.835978836","9.401709402","13.0952381"
"","","MZP2010GUR-AT07","","","","","","","","","MZP2010GUR-AT07-00008","","","","39","30","1","2","4","30","30","17","84","6","10.7","4.6","5","5","5","3","3","1","1","1.74","16.7","21.3","101","0.352941176","0.127380952","0.165346535","3.366666667","2.58974359","0.566666667","0.435897436","0.556666667","0.428205128","0.153333333","0.117948718","16.83168317","78.40375587","76.92307692","5.698005698","7.407407407","15.85944919","20.61728395","4.368471035","5.679012346","20.22792023","26.2962963"
"","","MZP2010GUR-AT07","","","","","","","","","MZP2010GUR-AT07-00009","","","","39","38","1","3","4","38","38","10","110","2","9","5","5","7","5","3","5","1","1","4.61","11","16","120","0.2","0.081818182","0.091666667","3.157894737","3.076923077","0.263157895","0.256410256","0.289473684","0.282051282","0.131578947","0.128205128","8.333333333","68.75","97.43589744","1.899335233","1.949317739","10.44634378","10.72124756","4.748338082","4.873294347","15.19468186","15.59454191"
"","","MZP2010GUR-AT07","","","","","","","","","MZP2010GUR-AT07-00010","","","","39","30","3","5","5","30","30","16","52","10.2","13.4","4","3","3","3","3","5","1","1","4.61","23.6","27.6","68","0.6375","0.257692308","0.347058824","2.266666667","1.743589744","0.533333333","0.41025641","0.786666667","0.605128205","0.133333333","0.102564103","23.52941176","85.50724638","76.92307692","9.686609687","12.59259259","22.41215575","29.13580247","3.798670465","4.938271605","26.21082621","34.07407407"
