"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root size estimating 1-9|CO_331:0000184","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2017MAS-ST01","","","","","","","","","MZP2017MAS-ST01-00049","","","","140","68","68","30","14","13","2","30","2","4","15","45","44","0.433333333","0.142857143","0.340909091","0.647058824","0.314285714","0.441176471","0.214285714","0.220588235","0.107142857","0.441176471","0.214285714","68.18181818","33.33333333","48.57142857","3.439153439","7.080610022","3.968253968","8.169934641","7.936507937","16.33986928","11.9047619","24.50980392"
"","","MZP2017MAS-ST01","","","","","","","","","MZP2017MAS-ST01-00024","","","","120","50","50","65","43","25.5","3.45","19.52","3","4","28.95","48.47","108","0.392307692","0.080232558","0.268055556","2.16","0.9","1.3","0.541666667","0.579","0.24125","0.3904","0.162666667","60.18518519","59.7276666","41.66666667","7.87037037","18.88888889","8.935185185","21.44444444","6.024691358","14.45925926","14.95987654","35.9037037"
"","","MZP2017MAS-ST01","","","","","","","","","MZP2017MAS-ST01-00057","","","","140","46","46","65","66","30","6","37","2","4","36","73","131","0.461538462","0.090909091","0.27480916","2.847826087","0.935714286","1.413043478","0.464285714","0.782608696","0.257142857","0.804347826","0.264285714","49.61832061","49.31506849","32.85714286","7.936507937","24.15458937","9.523809524","28.98550725","9.788359788","29.79066023","19.31216931","58.77616747"
"","","MZP2017MAS-ST01","","","","","","","","","MZP2017MAS-ST01-00027","","","","120","45","45","36","25","12.7","1.81","9.94","2","4","14.51","24.45","61","0.352777778","0.0724","0.237868852","1.355555556","0.508333333","0.8","0.3","0.322444444","0.120916667","0.220888889","0.082833333","59.01639344","59.34560327","37.5","3.919753086","10.4526749","4.478395062","11.94238683","3.067901235","8.181069959","7.546296296","20.12345679"
"","","MZP2017MAS-ST01","","","","","","","","","MZP2017MAS-ST01-00060","","","","100","48","48","108","35","25","8","50","3","3","33","83","143","0.231481481","0.228571429","0.230769231","2.979166667","1.43","2.25","1.08","0.6875","0.33","1.041666667","0.5","75.52447552","39.75903614","48","9.259259259","19.29012346","12.22222222","25.46296296","18.51851852","38.58024691","30.74074074","64.04320988"
"","","MZP2017MAS-ST01","","","","","","","","","MZP2017MAS-ST01-00011","","","","100","80","80","74","100","5.05","2","26.75","1","5","7.05","33.8","174","0.068243243","0.02","0.040517241","2.175","1.74","0.925","0.74","0.088125","0.0705","0.334375","0.2675","42.52873563","20.85798817","80","1.87037037","2.337962963","2.611111111","3.263888889","9.907407407","12.38425926","12.51851852","15.64814815"
"","","MZP2017MAS-ST01","","","","","","","","","MZP2017MAS-ST01-00044","","","","120","85","85","44","32","17.5","2.5","22","2","5","20","42","76","0.397727273","0.078125","0.263157895","0.894117647","0.633333333","0.517647059","0.366666667","0.235294118","0.166666667","0.258823529","0.183333333","57.89473684","47.61904762","70.83333333","5.401234568","7.625272331","6.172839506","8.71459695","6.790123457","9.586056645","12.96296296","18.30065359"
"","","MZP2017MAS-ST01","","","","","","","","","MZP2017MAS-ST01-00030","","","","120","39","39","51","31","18.18","1.53","15.25","3","4","19.71","34.96","82","0.356470588","0.049354839","0.240365854","2.102564103","0.683333333","1.307692308","0.425","0.505384615","0.16425","0.391025641","0.127083333","62.19512195","56.37871854","32.5","5.611111111","17.26495726","6.083333333","18.71794872","4.706790123","14.48243115","10.79012346","33.20037987"
"","","MZP2017MAS-ST01","","","","","","","","","MZP2017MAS-ST01-00063","","","","100","51","51","50","58","25","7.5","36","3","4","32.5","68.5","108","0.5","0.129310345","0.300925926","2.117647059","1.08","0.980392157","0.5","0.637254902","0.325","0.705882353","0.36","46.2962963","47.44525547","51","9.259259259","18.15541031","12.03703704","23.60203341","13.33333333","26.14379085","25.37037037","49.74582426"
"","","MZP2017MAS-ST01","","","","","","","","","MZP2017MAS-ST01-00031","","","","120","39","39","78","27","20.32","3.8","12.33","2","4","24.12","36.45","105","0.260512821","0.140740741","0.229714286","2.692307692","0.875","2","0.65","0.618461538","0.201","0.316153846","0.10275","74.28571429","66.17283951","32.5","6.271604938","19.29724596","7.444444444","22.90598291","3.805555556","11.70940171","11.25","34.61538462"
"","","MZP2017MAS-ST01","","","","","","","","","MZP2017MAS-ST01-00064","","","","120","68","68","81","86","24","8","32","2","5","32","64","167","0.296296296","0.093023256","0.191616766","2.455882353","1.391666667","1.191176471","0.675","0.470588235","0.266666667","0.470588235","0.266666667","48.50299401","50","56.66666667","7.407407407","13.07189542","9.87654321","17.4291939","9.87654321","17.4291939","19.75308642","34.8583878"
"","","MZP2017MAS-ST01","","","","","","","","","MZP2017MAS-ST01-00029","","","","140","49","49","120","57","43.17","3.301","26.91","2","4","46.471","73.381","177","0.35975","0.057912281","0.262548023","3.612244898","1.264285714","2.448979592","0.857142857","0.948387755","0.331935714","0.549183673","0.192214286","67.79661017","63.32838201","35","11.42063492","32.63038549","12.29391534","35.12547241","7.119047619","20.34013605","19.41296296","55.46560847"
"","","MZP2017MAS-ST01","","","","","","","","","MZP2017MAS-ST01-00062","","","","100","77","77","123","96","56","8","60","3","5","64","124","219","0.455284553","0.083333333","0.292237443","2.844155844","2.19","1.597402597","1.23","0.831168831","0.64","0.779220779","0.6","56.16438356","51.61290323","77","20.74074074","26.93602694","23.7037037","30.78403078","22.22222222","28.86002886","45.92592593","59.64405964"
"","","MZP2017MAS-ST01","","","","","","","","","MZP2017MAS-ST01-00002","","","","100","47","47","30","67","8.93","7.9","9.58","1","3","16.83","26.41","97","0.297666667","0.117910448","0.173505155","2.063829787","0.97","0.638297872","0.3","0.358085106","0.1683","0.203829787","0.0958","30.92783505","63.72586142","47","3.307407407","7.037037037","6.233333333","13.26241135","3.548148148","7.549251379","9.781481481","20.81166273"
"","","MZP2017MAS-ST01","","","","","","","","","MZP2017MAS-ST01-00035","","","","140","54","54","52","71","24","11","5","2","5","35","40","123","0.461538462","0.154929577","0.284552846","2.277777778","0.878571429","0.962962963","0.371428571","0.648148148","0.25","0.092592593","0.035714286","42.27642276","87.5","38.57142857","6.349206349","16.46090535","9.259259259","24.00548697","1.322751323","3.429355281","10.58201058","27.43484225"
"","","MZP2017MAS-ST01","","","","","","","","","MZP2017MAS-ST01-00014","","","","140","52","52","42","51","3.8","1.8","11.3","1","5","5.6","16.9","93","0.09047619","0.035294118","0.060215054","1.788461538","0.664285714","0.807692308","0.3","0.107692308","0.04","0.217307692","0.080714286","45.16129032","33.13609467","37.14285714","1.005291005","2.706552707","1.481481481","3.988603989","2.989417989","8.048433048","4.470899471","12.03703704"
"","","MZP2017MAS-ST01","","","","","","","","","MZP2017MAS-ST01-00047","","","","120","56","56","37","34","40","13","19","2","5","53","72","71","1.081081081","0.382352941","0.746478873","1.267857143","0.591666667","0.660714286","0.308333333","0.946428571","0.441666667","0.339285714","0.158333333","52.11267606","73.61111111","46.66666667","12.34567901","26.45502646","16.35802469","35.05291005","5.864197531","12.56613757","22.22222222","47.61904762"
"","","MZP2017MAS-ST01","","","","","","","","","MZP2017MAS-ST01-00004","","","","100","48","48","65","74","6.9","4.9","30.93","1","5","11.8","42.73","139","0.106153846","0.066216216","0.084892086","2.895833333","1.39","1.354166667","0.65","0.245833333","0.118","0.644375","0.3093","46.76258993","27.6152586","48","2.555555556","5.324074074","4.37037037","9.104938272","11.45555556","23.86574074","15.82592593","32.97067901"
"","","MZP2017MAS-ST01","","","","","","","","","MZP2017MAS-ST01-00037","","","","120","31","31","60","36","24","6","54","4","5","30","84","96","0.4","0.166666667","0.3125","3.096774194","0.8","1.935483871","0.5","0.967741935","0.25","1.741935484","0.45","62.5","35.71428571","25.83333333","7.407407407","28.67383513","9.259259259","35.84229391","16.66666667","64.51612903","25.92592593","100.3584229"
"","","MZP2017MAS-ST01","","","","","","","","","MZP2017MAS-ST01-00018","","","","120","64","64","60","115","14.11","9.3","19.68","1","5","23.41","43.09","175","0.235166667","0.080869565","0.133771429","2.734375","1.458333333","0.9375","0.5","0.36578125","0.195083333","0.3075","0.164","34.28571429","54.32815038","53.33333333","4.354938272","8.165509259","7.225308642","13.5474537","6.074074074","11.38888889","13.29938272","24.93634259"
"","","MZP2017MAS-ST01","","","","","","","","","MZP2017MAS-ST01-00051","","","","100","77","77","58","203","12","12","25","2","4","24","49","261","0.206896552","0.0591133","0.091954023","3.38961039","2.61","0.753246753","0.58","0.311688312","0.24","0.324675325","0.25","22.22222222","48.97959184","77","4.444444444","5.772005772","8.888888889","11.54401154","9.259259259","12.02501203","18.14814815","23.56902357"
"","","MZP2017MAS-ST01","","","","","","","","","MZP2017MAS-ST01-00006","","","","120","67","67","94","275","24.91","10.6","48.96","1","3","35.51","84.47","369","0.265","0.038545455","0.096233062","5.507462687","3.075","1.402985075","0.783333333","0.53","0.295916667","0.730746269","0.408","25.47425474","42.03859358","55.83333333","7.688271605","13.7700387","10.95987654","19.62962963","15.11111111","27.06467662","26.07098765","46.69430625"
"","","MZP2017MAS-ST01","","","","","","","","","MZP2017MAS-ST01-00039","","","","120","70","70","12","120","6","5","44","2","4","11","55","132","0.5","0.041666667","0.083333333","1.885714286","1.1","0.171428571","0.1","0.157142857","0.091666667","0.628571429","0.366666667","9.090909091","20","58.33333333","1.851851852","3.174603175","3.395061728","5.82010582","13.58024691","23.28042328","16.97530864","29.1005291"
"","","MZP2017MAS-ST01","","","","","","","","","MZP2017MAS-ST01-00005","","","","100","13","13","40","155","8.09","3.1","40.91","1","3","11.19","52.1","195","0.20225","0.02","0.057384615","15","1.95","3.076923077","0.4","0.860769231","0.1119","3.146923077","0.4091","20.51282051","21.47792706","13","2.996296296","23.04843305","4.144444444","31.88034188","15.15185185","116.5527066","19.2962963","148.4330484"
"","","MZP2017MAS-ST01","","","","","","","","","MZP2017MAS-ST01-00038","","","","120","25","25","12","55","8","2.5","30","2","4","10.5","40.5","67","0.666666667","0.045454545","0.156716418","2.68","0.558333333","0.48","0.1","0.42","0.0875","1.2","0.25","17.91044776","25.92592593","20.83333333","2.469135802","11.85185185","3.240740741","15.55555556","9.259259259","44.44444444","12.5","60"
