"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2011UMB-AT01","","","","","","","","","MZP2011UMB-AT01-00011","","","","39","21","1","1","9","21","12","22","35","4.2","2.2","72","4","2","1","50.7","15.1","3.08","1.3","1.25","180.12","76.99","22.8","66.85","2.39","4.46","7.54","6.4","78.4","57","0.190909091","0.062857143","0.112280702","2.714285714","1.461538462","1.047619048","0.564102564","0.304761905","0.164102564","3.428571429","1.846153846","38.59649123","8.163265306","53.84615385","29.78303748","1.906114398","3.988603989","7.407407407","6.077872745","11.28747795","68.37606838","126.984127","1.810175117","3.361753789","74.45394112","138.2716049"
"","","MZP2011UMB-AT01","","","","","","","","","MZP2011UMB-AT01-00012","","","","39","27","3","1","9","26","18","95","45","11","6","44","5","5","1","50.4","11.4","5.55","1.96","1.61","244.8","151.53","41.56","48.21","3","5.77","21.97","17","61","140","0.115789474","0.133333333","0.121428571","5.384615385","3.58974359","3.653846154","2.435897436","0.653846154","0.435897436","1.692307692","1.128205128","67.85714286","27.86885246","66.66666667","22.61904762","3.845238095","10.44634378","15.66951567","16.14434948","24.21652422","41.78537512","62.67806268","3.651698096","5.477547144","57.9297246","86.89458689"
"","","MZP2011UMB-AT01","","","","","","","","","MZP2011UMB-AT01-00013","","","","39","16","1","1","8","16","13","54","36","25.5","2.9","24","7","7","1","50.2","12.1","4.03","1.69","1.43","89.51","76.54","32.04","59.32","2.45","4.66","13.22","28.4","52.4","90","0.472222222","0.080555556","0.315555556","5.625","2.307692308","3.375","1.384615385","1.775","0.728205128","1.5","0.615384615","60","54.19847328","41.02564103","24.10358566","6.845418327","24.21652422","59.02777778","26.9705603","65.74074074","22.79202279","55.55555556","6.500872105","15.84587576","49.7625831","121.2962963"
"","","MZP2011UMB-AT01","","","","","","","","","MZP2011UMB-AT01-00014","","","","39","25","1","1","9","22","15","59","34","10","3","80","7","4","4","50.8","18","3.5","1.21","1.17","131.65","64.65","47.15","74.3","1.59","3.84","2.22","13","93","93","0.169491525","0.088235294","0.139784946","4.227272727","2.384615385","2.681818182","1.512820513","0.590909091","0.333333333","3.636363636","2.051282051","63.44086022","13.97849462","56.41025641","35.43307087","4.606299213","9.496676163","16.83501684","12.34567901","21.88552189","75.97340931","134.6801347","4.374453193","7.754712479","88.31908832","156.5656566"
"","","MZP2011UMB-AT01","","","","","","","","","MZP2011UMB-AT01-00015","","","","39","20","1","1","9","18","9","9","10","3","1.6","111","5","5","1","50.8","15.3","4.79","1.76","1.39","80.42","98.76","135.1","66.01","1.84","3.81","2.84","4.6","115.6","19","0.333333333","0.16","0.242105263","1.055555556","0.487179487","0.5","0.230769231","0.255555556","0.117948718","6.166666667","2.846153846","47.36842105","3.979238754","46.15384615","30.11811024","1.385433071","2.849002849","6.172839506","4.368471035","9.465020576","105.4131054","228.3950617","1.315700922","2.850685331","109.7815764","237.8600823"
"","","MZP2011UMB-AT01","","","","","","","","","MZP2011UMB-AT01-00016","","","","39","22","1","1","9","19","17","7","24","21","2.5","42","7","6","3","50.7","12.6","4.29","1.6","1.38","174.63","102.57","31.81","61.5","2.92","5.57","10.34","23.5","65.5","31","3","0.104166667","0.758064516","1.631578947","0.794871795","0.368421053","0.179487179","1.236842105","0.602564103","2.210526316","1.076923077","22.58064516","35.8778626","48.71794872","24.85207101","5.840236686","19.94301994","40.93567251","22.31718898","45.80896686","39.88603989","81.87134503","5.546283653","11.38447697","62.20322887","127.6803119"
"","","MZP2011UMB-AT01","","","","","","","","","MZP2011UMB-AT01-00017","","","","39","23","1","1","8","23","18","42","16","23","2.9","50","6","5","2","","","","","","","","","","","","","25.9","75.9","58","0.547619048","0.18125","0.446551724","2.52173913","1.487179487","1.826086957","1.076923077","1.126086957","0.664102564","2.173913043","1.282051282","72.4137931","34.12384717","58.97435897","","","21.84235518","37.03703704","24.59639126","41.70692432","47.48338082","80.51529791","","","72.07977208","122.2222222"
"","","MZP2011UMB-AT01","","","","","","","","","MZP2011UMB-AT01-00018","","","","39","27","3","2","7","22","17","13","18","15","4","9.5","5","5","3","50.8","11.5","4.89","1.61","1.13","100.71","85.5","3.77","58.24","6.11","9.64","6.33","19","28.5","31","1.153846154","0.222222222","0.612903226","1.409090909","0.794871795","0.590909091","0.333333333","0.863636364","0.487179487","0.431818182","0.243589744","41.93548387","66.66666667","56.41025641","22.63779528","4.301181102","14.24501425","25.25252525","18.04368471","31.98653199","9.021842355","15.99326599","4.084692405","7.241045627","27.06552707","47.97979798"
"","","MZP2011UMB-AT01","","","","","","","","","MZP2011UMB-AT01-00019","","","","39","24","1","1","6","22","19","76","47","25","5.2","14","7","5","4","50.3","11.6","4.33","1.69","1.27","139.3","98.54","35.68","58.26","4.1","6.68","9.58","30.2","44.2","123","0.328947368","0.110638298","0.245528455","5.590909091","3.153846154","3.454545455","1.948717949","1.372727273","0.774358974","0.636363636","0.358974359","61.78861789","68.32579186","56.41025641","23.06163022","6.964612326","23.74169041","42.08754209","28.67996201","50.84175084","13.29534663","23.56902357","6.614066786","11.72493658","41.97530864","74.41077441"
"","","MZP2011UMB-AT01","","","","","","","","","MZP2011UMB-AT01-00020","","","","39","24","6","3","7","20","16","52","54","11.5","1","18","5","5","3","50.6","15.1","4.41","1.52","1.3","127.85","73.22","8.55","67.05","2.08","4.02","5.17","12.5","30.5","106","0.221153846","0.018518519","0.117924528","5.3","2.717948718","2.6","1.333333333","0.625","0.320512821","0.9","0.461538462","49.05660377","40.98360656","51.28205128","29.84189723","3.730237154","10.92117759","21.2962963","11.8708452","23.14814815","17.09401709","33.33333333","3.542485427","6.907846582","28.9648623","56.48148148"
"","","MZP2011UMB-AT01","","","","","","","","","MZP2011UMB-AT01-00021","","","","39","27","1","1","8","27","25","82","100","32.2","7.2","27","7","6","3","50.1","11.6","6.94","2.18","1.61","171.29","125.73","42.64","54.96","2.46","5.15","15.43","39.4","66.4","182","0.392682927","0.072","0.216483516","6.740740741","4.666666667","3.037037037","2.102564103","1.459259259","1.01025641","1","0.692307692","45.05494505","59.3373494","69.23076923","23.15369261","9.12255489","30.57929725","44.17009602","37.41690408","54.04663923","25.64102564","37.03703704","8.663394957","12.51379272","63.05792972","91.08367627"
"","","MZP2011UMB-AT01","","","","","","","","","MZP2011UMB-AT01-00022","","","","39","22","3","1","9","22","6","11","3","3.9","0.2","125","7","5","1","50.2","16","4.2","1.64","1.2","88.4","93.33","33.7","67.18","1.69","3.74","5.66","4.1","129.1","14","0.354545455","0.066666667","0.292857143","0.636363636","0.358974359","0.5","0.282051282","0.186363636","0.105128205","5.681818182","3.205128205","78.57142857","3.175832688","56.41025641","31.87250996","1.306772908","3.703703704","6.565656566","3.893637227","6.902356902","118.708452","210.4377104","1.240999913","2.199954391","122.6020893","217.3400673"
"","","MZP2011UMB-AT01","","","","","","","","","MZP2011UMB-AT01-00023","","","","39","22","4","3","8","18","2","7","4","1.6","1","95","4","3","1","50.2","15.9","4.02","1.42","1.18","167.74","100.75","108.45","67.41","1.75","4.07","7.11","2.6","97.6","11","0.228571429","0.25","0.236363636","0.611111111","0.282051282","0.388888889","0.179487179","0.144444444","0.066666667","5.277777778","2.435897436","63.63636364","2.663934426","46.15384615","31.67330677","0.823505976","1.519468186","3.29218107","2.469135802","5.349794239","90.21842355","195.473251","0.782056957","1.694456741","92.68755935","200.8230453"
"","","MZP2011UMB-AT01","","","","","","","","","MZP2011UMB-AT01-00024","","","","39","25","1","3","9","25","24","54","37","17","3","47","7","6","1","50.9","12.1","4.58","1.93","1.44","87.62","97.89","22.56","61.98","3.11","5.47","6.26","20","67","91","0.314814815","0.081081081","0.21978022","3.64","2.333333333","2.16","1.384615385","0.8","0.512820513","1.88","1.205128205","59.34065934","29.85074627","64.1025641","23.77210216","4.754420432","16.14434948","25.18518519","18.99335233","29.62962963","44.63437797","69.62962963","4.515119119","7.043585826","63.62773029","99.25925926"
"","","MZP2011UMB-AT01","","","","","","","","","MZP2011UMB-AT01-00025","","","","39","17","2","2","9","17","14","50","9","16","7","20","6","5","1","50.4","12.4","3.47","1.65","1.37","126.46","76.25","30.54","60.98","2.8","5.09","10.43","23","43","59","0.32","0.777777778","0.389830508","3.470588235","1.512820513","2.941176471","1.282051282","1.352941176","0.58974359","1.176470588","0.512820513","84.74576271","53.48837209","43.58974359","24.6031746","5.658730159","15.19468186","34.8583878","21.84235518","50.10893246","18.99335233","43.57298475","5.373912781","12.32838815","40.8357075","93.68191721"
"","","MZP2011UMB-AT01","","","","","","","","","MZP2011UMB-AT01-00026","","","","39","18","1","2","8","17","15","50","32","15.5","25","28","7","7","1","50.3","12.9","3.55","1.57","1.28","125.48","80.62","24.06","63.92","3.06","5.05","4.43","40.5","68.5","82","0.31","0.78125","0.493902439","4.823529412","2.102564103","2.941176471","1.282051282","2.382352941","1.038461538","1.647058824","0.717948718","60.97560976","59.12408759","43.58974359","25.64612326","10.38667992","14.71984805","33.76906318","38.46153846","88.23529412","26.59069326","61.00217865","9.863893562","22.62893229","65.05223172","149.2374728"
"","","MZP2011UMB-AT01","","","","","","","","","MZP2011UMB-AT01-00027","","","","39","19","3","2","8","18","3","9","4","2.3","0.5","41","6","6","1","50.9","16.1","3.86","1.38","1.17","137.79","94.32","110.25","67.43","1.81","3.55","4.17","2.8","43.8","13","0.255555556","0.125","0.215384615","0.722222222","0.333333333","0.5","0.230769231","0.155555556","0.071794872","2.277777778","1.051282051","69.23076923","6.392694064","46.15384615","31.63064833","0.885658153","2.184235518","4.732510288","2.659069326","5.761316872","38.93637227","84.36213992","0.841080867","1.822341879","41.5954416","90.12345679"
"","","MZP2011UMB-AT01","","","","","","","","","MZP2011UMB-AT01-00028","","","","39","23","1","1","7","18","18","98","94","16","4.5","28","6","5","1","50.8","12.4","3.5","1.57","1.36","185.77","104.18","30.19","59.86","2.95","5.07","12.46","20.5","48.5","192","0.163265306","0.04787234","0.106770833","10.66666667","4.923076923","5.444444444","2.512820513","1.138888889","0.525641026","1.555555556","0.717948718","51.04166667","42.26804124","46.15384615","24.40944882","5.003937008","15.19468186","32.9218107","19.46818613","42.18106996","26.59069326","57.61316872","4.752076931","10.29616668","46.05887939","99.79423868"
"","","MZP2011UMB-AT01","","","","","","","","","MZP2011UMB-AT01-00029","","","","39","22","5","2","7","22","19","120","59","24.9","2.9","16","5","5","3","50.5","13.7","4.48","1.42","1.17","53.88","50.47","13.75","64.57","2.57","4.23","7.87","27.8","43.8","179","0.2075","0.049152542","0.155307263","8.136363636","4.58974359","5.454545455","3.076923077","1.263636364","0.712820513","0.727272727","0.41025641","67.03910615","63.47031963","56.41025641","27.12871287","7.541782178","23.64672365","41.91919192","26.40075973","46.8013468","15.19468186","26.93602694","7.162186304","12.69660299","41.5954416","73.73737374"
"","","MZP2011UMB-AT01","","","","","","","","","MZP2011UMB-AT01-00030","","","","39","26","1","1","9","20","19","31","72","6.6","4","43","6","6","1","50.5","15.9","3.05","1.37","1.26","193.26","79.21","25.09","68.19","1.98","3.73","4.96","10.6","53.6","103","0.212903226","0.055555556","0.102912621","5.15","2.641025641","1.55","0.794871795","0.53","0.271794872","2.15","1.102564103","30.09708738","19.7761194","51.28205128","31.48514851","3.337425743","6.267806268","12.22222222","10.06647673","19.62962963","40.8357075","79.62962963","3.16944515","6.180418042","50.90218424","99.25925926"
"","","MZP2011UMB-AT01","","","","","","","","","MZP2011UMB-AT01-00031","","","","39","32","2","2","8","22","22","83","38","21.5","8","33","7","5","2","50.1","10.9","3.63","1.63","1.27","99.84","92.24","36.18","51","3.24","5.32","20.42","29.5","62.5","121","0.259036145","0.210526316","0.243801653","5.5","3.102564103","3.772727273","2.128205128","1.340909091","0.756410256","1.5","0.846153846","68.59504132","47.2","56.41025641","21.75648703","6.418163673","20.41785375","36.1952862","28.01519468","49.66329966","31.33903134","55.55555556","6.095122196","10.80498935","59.35422602","105.2188552"
"","","MZP2011UMB-AT01","","","","","","","","","MZP2011UMB-AT01-00032","","","","39","20","4","3","7","17","13","16","9","7.5","1.5","28","7","6","2","50.9","14.7","4.41","1.19","1.27","156.38","82.69","75.81","70.45","1.99","4.23","3.26","9","37","25","0.46875","0.166666667","0.36","1.470588235","0.641025641","0.941176471","0.41025641","0.529411765","0.230769231","1.647058824","0.717948718","64","24.32432432","43.58974359","28.88015717","2.599214145","7.122507123","16.33986928","8.547008547","19.60784314","26.59069326","61.00217865","2.468389502","5.662775916","35.1377018","80.61002179"
"","","MZP2011UMB-AT01","","","","","","","","","MZP2011UMB-AT01-00033","","","","39","22","1","2","9","22","22","66","40","18","4","52","6","6","3","50.4","14.1","3.47","1.57","1.41","107.54","74.28","22.55","68.31","2.05","4.05","4.53","22","74","106","0.272727273","0.1","0.20754717","4.818181818","2.717948718","3","1.692307692","1","0.564102564","2.363636364","1.333333333","62.26415094","29.72972973","56.41025641","27.97619048","6.154761905","17.09401709","30.3030303","20.89268756","37.03703704","49.38271605","87.54208754","5.844978067","10.36155203","70.27540361","124.5791246"
"","","MZP2011UMB-AT01","","","","","","","","","MZP2011UMB-AT01-00034","","","","39","23","3","1","9","14","6","20","11","7.2","1.3","70","7","5","1","50.5","15.4","3.33","1.43","1.2","69.43","61.27","93.83","70.72","1.91","3.74","4.64","8.5","78.5","31","0.36","0.118181818","0.274193548","2.214285714","0.794871795","1.428571429","0.512820513","0.607142857","0.217948718","5","1.794871795","64.51612903","10.82802548","35.8974359","30.4950495","2.592079208","6.837606838","19.04761905","8.072174739","22.48677249","66.47673314","185.1851852","2.461613683","6.857352402","74.54890788","207.6719577"
"","","MZP2011UMB-AT01","","","","","","","","","MZP2011UMB-AT01-00035","","","","39","12","1","1","5","12","6","13","7","4.2","1.2","7","6","5","1","50.6","15.3","3.37","1.68","1.51","243.81","96.43","24.29","67.83","2.77","5.04","2.67","5.4","12.4","20","0.323076923","0.171428571","0.27","1.666666667","0.512820513","1.083333333","0.333333333","0.45","0.138461538","0.583333333","0.179487179","65","43.5483871","30.76923077","30.23715415","1.632806324","3.988603989","12.96296296","5.128205128","16.66666667","6.647673314","21.60493827","1.55062329","5.039525692","11.77587844","38.27160494"
"","","MZP2011UMB-AT01","","","","","","","","","MZP2011UMB-AT01-00036","","","","39","25","3","2","6","20","20","109","20","29","2.3","21","7","6","2","50.9","11.2","5.4","1.91","1.38","121.92","96.11","37.58","56.33","3.52","5.88","12.25","31.3","52.3","129","0.266055046","0.115","0.242635659","6.45","3.307692308","5.45","2.794871795","1.565","0.802564103","1.05","0.538461538","84.49612403","59.84703633","51.28205128","22.00392927","6.887229862","27.54036087","53.7037037","29.72459639","57.96296296","19.94301994","38.88888889","6.540579167","12.75412937","49.66761633","96.85185185"
"","","MZP2011UMB-AT01","","","","","","","","","MZP2011UMB-AT01-00037","","","","39","22","5","2","7","17","12","23","4","10.2","2.3","14.5","6","6","3","","","","","","","","","","","","","12.5","27","27","0.443478261","0.575","0.462962963","1.588235294","0.692307692","1.352941176","0.58974359","0.735294118","0.320512821","0.852941176","0.371794872","85.18518519","46.2962963","43.58974359","","","9.686609687","22.22222222","11.8708452","27.23311547","13.77018044","31.59041394","","","25.64102564","58.82352941"
"","","MZP2011UMB-AT01","","","","","","","","","MZP2011UMB-AT01-00038","","","","39","20","3","1","9","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.02564103","","","","","","","","","","","",""
"","","MZP2011UMB-AT01","","","","","","","","","MZP2011UMB-AT01-00039","","","","39","23","1","3","9","16","16","40","25","17.2","3","40","7","6","1","50.4","12.6","3.57","1.64","1.28","133.42","95.32","20.77","64.89","3.25","5.33","3.33","20.2","60.2","65","0.43","0.12","0.310769231","4.0625","1.666666667","2.5","1.025641026","1.2625","0.517948718","2.5","1.025641026","61.53846154","33.55481728","41.02564103","25","5.05","16.334283","39.81481481","19.18328585","46.75925926","37.98670465","92.59259259","4.795821462","11.68981481","57.1699905","139.3518519"
