"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00033","","","","26","17","3","1","7","17","17","41","33","7","0.8","31","5","6","1","","","1","7","9","1","","","","","12.39","","","","","7.8","38.8","74","0.170731707","0.024242424","0.105405405","4.352941176","2.846153846","2.411764706","1.576923077","0.458823529","0.3","1.823529412","1.192307692","55.40540541","20.10309278","65.38461538","","","9.971509972","15.25054466","11.11111111","16.99346405","44.15954416","67.53812636","","","55.27065527","84.53159041"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00034","","","","26","12","1","1","5","12","6","16","28","5","3","17","4","2","1","51","13.8","1","5","5","5","3.16","1.53","1.26","46.624","12.39","60.33","2.75","4.31","13.98","8","25","44","0.3125","0.107142857","0.181818182","3.666666667","1.692307692","1.333333333","0.615384615","0.666666667","0.307692308","1.416666667","0.653846154","36.36363636","32","46.15384615","27.05882353","2.164705882","7.122507123","15.43209877","11.3960114","24.69135802","24.21652422","52.4691358","3.083626613","6.681190995","35.61253561","77.16049383"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00035","","","","26","14","1","1","7","14","14","20","22","5.5","3","47","3","3","1","","","1","7","9","1","","","","","0.12","","","","","8.5","55.5","42","0.275","0.136363636","0.202380952","3","1.615384615","1.428571429","0.769230769","0.607142857","0.326923077","3.357142857","1.807692308","47.61904762","15.31531532","53.84615385","","","7.834757835","14.55026455","12.10826211","22.48677249","66.95156695","124.3386243","","","79.05982906","146.8253968"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00036","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00037","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00038","","","","26","14","2","1","5","14","8","6","9","2","5","28","7","8","2","50.3","12.5","3","7","5","3","3.89","2.09","1.39","34.299","12.39","53.55","3.98","6.11","18.21","7","35","15","0.333333333","0.555555556","0.466666667","1.071428571","0.576923077","0.428571429","0.230769231","0.5","0.269230769","2","1.076923077","40","20","53.84615385","24.85089463","1.739562624","2.849002849","5.291005291","9.971509972","18.51851852","39.88603989","74.07407407","2.478009436","4.602017524","49.85754986","92.59259259"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00039","","","","26","1","3","1","1","1","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","0","1","0","","","","0","0","0","0","0","0","1","0.038461538","","0","3.846153846","","","0","0","0","0","1.424501425","37.03703704","","","1.424501425","37.03703704"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00040","","","","26","12","2","3","5","12","5","8","10","2.5","1.4","24","4","3","1","50","13.1","1","7","5","1","3.69","1.86","1.3","26.52","14.37","61.63","4.49","6.79","6.56","3.9","27.9","18","0.3125","0.14","0.216666667","1.5","0.692307692","0.666666667","0.307692308","0.325","0.15","2","0.923076923","44.44444444","13.97849462","46.15384615","26.2","1.0218","3.561253561","7.716049383","5.555555556","12.03703704","34.18803419","74.07407407","1.455555556","3.153703704","39.74358974","86.11111111"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00041","","","","26","14","3","1","7","14","7","7","6","2.4","1.2","42","5","5","1","44","10.6","3","5","5","3","3.54","1.79","1.27","39.62","5.49","54.5","5.22","8.13","15","3.6","45.6","13","0.342857143","0.2","0.276923077","0.928571429","0.5","0.5","0.269230769","0.257142857","0.138461538","3","1.615384615","53.84615385","7.894736842","53.84615385","24.09090909","0.867272727","3.418803419","6.349206349","5.128205128","9.523809524","59.82905983","111.1111111","1.235431235","2.294372294","64.95726496","120.6349206"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00042","","","","26","18","3","1","6","18","18","32","50","4.2","5","11.5","4","5","1","50.8","16.3","3","5","7","3","4.05","1.66","1.07","29.552","12.39","67.64","2.25","3.69","5.21","9.2","20.7","82","0.13125","0.1","0.112195122","4.555555556","3.153846154","1.777777778","1.230769231","0.511111111","0.353846154","0.638888889","0.442307692","39.02439024","44.44444444","69.23076923","32.08661417","2.951968504","5.982905983","8.641975309","13.10541311","18.93004115","16.38176638","23.66255144","4.205083339","6.074009267","29.48717949","42.59259259"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00043","","","","26","19","2","3","5","19","14","15","20","5","2.5","18","5","4","1","50.5","13.3","1","7","7","1","2.68","1.51","1.01","24.651","4.61","62.36","3.99","6.14","9.1","7.5","25.5","35","0.333333333","0.125","0.214285714","1.842105263","1.346153846","0.789473684","0.576923077","0.394736842","0.288461538","0.947368421","0.692307692","42.85714286","29.41176471","73.07692308","26.33663366","1.975247525","7.122507123","9.746588694","10.68376068","14.61988304","25.64102564","35.0877193","2.813742913","3.850385039","36.32478632","49.70760234"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00044","","","","26","2","2","1","3","2","2","2","7","1","1","1","6","7","1","50.1","7.9","1","5","7","3","2.76","1.64","1.11","31.239","1.76","58.45","7.51","10.28","5.12","2","3","9","0.5","0.142857143","0.222222222","4.5","0.346153846","1","0.076923077","1","0.076923077","0.5","0.038461538","22.22222222","66.66666667","7.692307692","15.76846307","0.315369261","1.424501425","18.51851852","2.849002849","37.03703704","1.424501425","18.51851852","0.449243962","5.840171509","4.273504274","55.55555556"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00045","","","","26","15","3","4","9","15","15","44","41","11","3.5","56","3","4","1","50.5","14.8","1","5","7","5","4.22","2.02","1.35","44.022","1.38","60.91","2.77","4.47","11.37","14.5","70.5","85","0.25","0.085365854","0.170588235","5.666666667","3.269230769","2.933333333","1.692307692","0.966666667","0.557692308","3.733333333","2.153846154","51.76470588","20.56737589","57.69230769","29.30693069","4.24950495","15.66951567","27.16049383","20.65527066","35.80246914","79.77207977","138.2716049","6.053425855","10.49260482","100.4273504","174.0740741"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00046","","","","26","10","1","1","8","10","10","16","0","2","0","14","7","6","1","41.7","11.6","1","5","5","5","2.18","1.46","0.94","34.103","7.76","59.28","5.36","7.46","7.28","2","16","16","0.125","","0.125","1.6","0.615384615","1.6","0.615384615","0.2","0.076923077","1.4","0.538461538","100","12.5","38.46153846","27.8177458","0.556354916","2.849002849","7.407407407","2.849002849","7.407407407","19.94301994","51.85185185","0.79252837","2.060573763","22.79202279","59.25925926"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00047","","","","26","9","1","1","5","9","3","0","10","0","0.1","7.5","4","4","1","","","","","","","","","","","","","","","","0.1","7.6","10","","0.01","0.01","1.111111111","0.384615385","0","0","0.011111111","0.003846154","0.833333333","0.288461538","0","1.315789474","34.61538462","","","0","0","0.142450142","0.411522634","10.68376068","30.86419753","","","10.82621083","31.27572016"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00048","","","","26","17","1","1","7","17","17","28","37","4.2","3","28","2","6","1","50.9","15.7","1","9","9","1","2.61","1.31","1.03","29.036","12.39","66.69","2.68","4.33","7.46","7.2","35.2","65","0.15","0.081081081","0.110769231","3.823529412","2.5","1.647058824","1.076923077","0.423529412","0.276923077","1.647058824","1.076923077","43.07692308","20.45454545","65.38461538","30.84479371","2.220825147","5.982905983","9.150326797","10.25641026","15.68627451","39.88603989","61.00217865","3.163568586","4.838399014","50.14245014","76.68845316"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00049","","","","26","4","4","1","4","4","0","0","0","0","0","0.3","","","","","","","","","","","","","","","","","","","0","0.3","0","","","","0","0","0","0","0","0","0.075","0.011538462","","0","15.38461538","","","0","0","0","0","0.427350427","2.777777778","","","0.427350427","2.777777778"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00050","","","","26","14","2","2","7","14","10","15","15","2","1.5","23","5","7","1","50.5","12.7","1","7","9","3","3.02","1.74","1.04","38.423","12.39","54","5.25","7.7","13.83","3.5","26.5","30","0.133333333","0.1","0.116666667","2.142857143","1.153846154","1.071428571","0.576923077","0.25","0.134615385","1.642857143","0.884615385","50","13.20754717","53.84615385","25.14851485","0.88019802","2.849002849","5.291005291","4.985754986","9.259259259","32.76353276","60.84656085","1.253843333","2.32856619","37.74928775","70.10582011"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00051","","","","26","16","3","3","8","16","16","48","28","11.4","3","29","3","3","1","51","14.8","3","5","5","5","3.09","1.62","1.16","32.566","1.76","62.86","3.34","4.96","9.73","14.4","43.4","76","0.2375","0.107142857","0.189473684","4.75","2.923076923","3","1.846153846","0.9","0.553846154","1.8125","1.115384615","63.15789474","33.1797235","61.53846154","29.01960784","4.178823529","16.23931624","26.38888889","20.51282051","33.33333333","41.31054131","67.12962963","5.95274007","9.673202614","61.82336182","100.462963"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00052","","","","26","12","1","1","7","12","9","12","10","5.5","2.4","24","5","6","1","50.2","13.8","3","5","5","3","3.01","1.56","1.01","36.377","","63.14","3.4","5.02","8.36","7.9","31.9","22","0.458333333","0.24","0.359090909","1.833333333","0.846153846","1","0.461538462","0.658333333","0.303846154","2","0.923076923","54.54545455","24.76489028","46.15384615","27.49003984","2.171713147","7.834757835","16.97530864","11.25356125","24.38271605","34.18803419","74.07407407","3.093608472","6.702818356","45.44159544","98.45679012"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00053","","","","26","15","4","1","9","15","15","49","36","19","5.5","23.5","3","5","1","50.9","10.8","1","7","5","3","3.31","1.69","1.34","7.126","3.96","52.54","7.85","10.94","10.05","24.5","48","85","0.387755102","0.152777778","0.288235294","5.666666667","3.269230769","3.266666667","1.884615385","1.633333333","0.942307692","1.566666667","0.903846154","57.64705882","51.04166667","57.69230769","21.21807466","5.198428291","27.06552707","46.91358025","34.9002849","60.49382716","33.47578348","58.02469136","7.405168505","12.83562541","68.37606838","118.5185185"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00054","","","","26","22","1","1","9","22","22","4","75","1.5","6.6","37","3","5","1","50.5","10.6","1","7","5","3","3.23","1.9","1.3","36.36","7.76","54.45","7.22","10.6","8.68","8.1","45.1","79","0.375","0.088","0.102531646","3.590909091","3.038461538","0.181818182","0.153846154","0.368181818","0.311538462","1.681818182","1.423076923","5.063291139","17.96008869","84.61538462","20.99009901","1.70019802","2.136752137","2.525252525","11.53846154","13.63636364","52.70655271","62.28956229","2.421934501","2.862286229","64.24501425","75.92592593"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00055","","","","26","10","1","1","4","10","7","8","7","1.5","0.1","0.4","2","4","1","50.5","14.5","3","7","9","3","3.16","1.73","1.74","29.045","1.38","64.78","2.98","4.84","8.56","1.6","2","15","0.1875","0.014285714","0.106666667","1.5","0.576923077","0.8","0.307692308","0.16","0.061538462","0.04","0.015384615","53.33333333","80","38.46153846","28.71287129","0.459405941","2.136752137","5.555555556","2.279202279","5.925925926","0.56980057","1.481481481","0.654424417","1.701503484","2.849002849","7.407407407"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00056","","","","26","14","3","3","6","14","7","9","13","1","1.5","7.4","5","6","1","50.9","14.6","1","7","7","3","3.14","1.76","0.94","21.179","10.5","52.07","6.84","10.17","12.87","2.5","9.9","22","0.111111111","0.115384615","0.113636364","1.571428571","0.846153846","0.642857143","0.346153846","0.178571429","0.096153846","0.528571429","0.284615385","40.90909091","25.25252525","53.84615385","28.68369352","0.717092338","1.424501425","2.645502646","3.561253561","6.613756614","10.54131054","19.57671958","1.021499057","1.897069677","14.1025641","26.19047619"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00057","","","","26","10","1","1","5","10","4","13","13","5.5","2.5","13","4","5","1","50.6","10.1","1","7","5","3","3.38","1.82","1.04","22.298","6.12","47.58","10.88","14.93","7.19","8","21","26","0.423076923","0.192307692","0.307692308","2.6","1","1.3","0.5","0.8","0.307692308","1.3","0.5","50","38.0952381","38.46153846","19.96047431","1.596837945","7.834757835","20.37037037","11.3960114","29.62962963","18.51851852","48.14814815","2.274697927","5.91421461","29.91452991","77.77777778"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00058","","","","26","15","1","1","6","15","11","23","30","3.5","2","22","3","3","1","50.2","16.3","1","5","9","5","4.15","1.73","1.43","33.934","0.12","64.95","2.23","3.52","6.46","5.5","27.5","53","0.152173913","0.066666667","0.103773585","3.533333333","2.038461538","1.533333333","0.884615385","0.366666667","0.211538462","1.466666667","0.846153846","43.39622642","20","57.69230769","32.47011952","1.785856574","4.985754986","8.641975309","7.834757835","13.58024691","31.33903134","54.32098765","2.543955233","4.409522404","39.17378917","67.90123457"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00059","","","","26","12","1","1","7","12","4","8","8","2","1.4","50","4","6","1","50.2","10.7","3","7","7","1","3.96","1.62","0.82","20.105","1.74","64.85","2.02","3.22","9.17","3.4","53.4","16","0.25","0.175","0.2125","1.333333333","0.615384615","0.666666667","0.307692308","0.283333333","0.130769231","4.166666667","1.923076923","50","6.367041199","46.15384615","21.31474104","0.724701195","2.849002849","6.172839506","4.843304843","10.49382716","71.22507123","154.3209877","1.032337885","2.236732084","76.06837607","164.8148148"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00060","","","","26","10","1","1","6","10","6","11","4","2.2","2.2","9","6","6","1","","","1","9","5","3","","","","","","","","","","4.4","13.4","15","0.2","0.55","0.293333333","1.5","0.576923077","1.1","0.423076923","0.44","0.169230769","0.9","0.346153846","73.33333333","32.8358209","38.46153846","","","3.133903134","8.148148148","6.267806268","16.2962963","12.82051282","33.33333333","","","19.08831909","49.62962963"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00061","","","","26","15","1","1","7","15","11","7","21","0.8","1.5","17","4","6","1","38.3","10","1","7","5","3","5.17","2.17","1.03","18.149","7.76","56.59","4.79","8.29","10.77","2.3","19.3","28","0.114285714","0.071428571","0.082142857","1.866666667","1.076923077","0.466666667","0.269230769","0.153333333","0.088461538","1.133333333","0.653846154","25","11.91709845","57.69230769","26.10966057","0.600522193","1.13960114","1.975308642","3.276353276","5.679012346","24.21652422","41.97530864","0.85544472","1.482770847","27.49287749","47.65432099"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00062","","","","26","12","1","1","5","12","6","2","18","0.2","0.5","7","5","6","2","","","1","5","5","5","","","","","11.03","","","","","0.7","7.7","20","0.1","0.027777778","0.035","1.666666667","0.769230769","0.166666667","0.076923077","0.058333333","0.026923077","0.583333333","0.269230769","10","9.090909091","46.15384615","","","0.284900285","0.617283951","0.997150997","2.160493827","9.971509972","21.60493827","","","10.96866097","23.7654321"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00063","","","","26","14","1","1","6","14","11","21","27","4","4","8","3","5","1","50.6","15","1","9","9","1","3.78","1.68","0.95","24.933","1.17","65.04","2.77","4.61","6.59","8","16","48","0.19047619","0.148148148","0.166666667","3.428571429","1.846153846","1.5","0.807692308","0.571428571","0.307692308","0.571428571","0.307692308","43.75","50","53.84615385","29.64426877","2.371541502","5.698005698","10.58201058","11.3960114","21.16402116","11.3960114","21.16402116","3.378264248","6.273919317","22.79202279","42.32804233"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00064","","","","26","15","1","1","7","15","15","22","19","9","6","22","5","6","1","50.1","15.5","3","9","9","1","4.08","1.66","1.09","22.528","6.12","65.54","2.66","4.31","6.62","15","37","41","0.409090909","0.315789474","0.365853659","2.733333333","1.576923077","1.466666667","0.846153846","1","0.576923077","1.466666667","0.846153846","53.65853659","40.54054054","57.69230769","30.93812375","4.640718563","12.82051282","22.22222222","21.36752137","37.03703704","31.33903134","54.32098765","6.610710204","11.45856435","52.70655271","91.35802469"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00065","","","","26","8","1","2","4","8","6","9","22","2.2","0.8","8","5","5","1","36.1","9.9","3","7","7","3","3.23","1.79","1.26","81.207","3.96","58.5","3.13","4.59","14.39","3","11","31","0.244444444","0.036363636","0.096774194","3.875","1.192307692","1.125","0.346153846","0.375","0.115384615","1","0.307692308","29.03225806","27.27272727","30.76923077","27.42382271","0.822714681","3.133903134","10.18518519","4.273504274","13.88888889","11.3960114","37.03703704","1.171958236","3.808864266","15.66951567","50.92592593"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00066","","","","26","8","1","1","4","8","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","0","4","0","","","","0","0","0","0","0","0","0.5","0.153846154","","0","30.76923077","","","0","0","0","0","5.698005698","18.51851852","","","5.698005698","18.51851852"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00067","","","","26","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00068","","","","26","21","1","3","7","21","21","18","62","3","3.8","6.5","4","6","2","50.1","14.4","1","9","7","1","3.1","1.76","0.93","20.321","12.39","52.15","6.79","10.04","12.97","6.8","13.3","80","0.166666667","0.061290323","0.085","3.80952381","3.076923077","0.857142857","0.692307692","0.323809524","0.261538462","0.30952381","0.25","22.5","51.12781955","80.76923077","28.74251497","1.954491018","4.273504274","5.291005291","9.686609687","11.99294533","9.259259259","11.4638448","2.784175239","3.447074106","18.94586895","23.45679012"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00069","","","","26","10","1","1","5","10","0","0","0","0","0","2","","","","","","","","","","","","","","","","","","","0","2","0","","","","0","0","0","0","0","0","0.2","0.076923077","","0","38.46153846","","","0","0","0","0","2.849002849","7.407407407","","","2.849002849","7.407407407"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00070","","","","26","12","1","1","5","12","12","15","24","5","3.5","14.5","3","3","1","50.5","16.2","1","7","7","3","3.36","1.35","1.54","0","4.61","71.01","1.89","3.4","3.65","8.5","23","39","0.333333333","0.145833333","0.217948718","3.25","1.5","1.25","0.576923077","0.708333333","0.326923077","1.208333333","0.557692308","38.46153846","36.95652174","46.15384615","32.07920792","2.726732673","7.122507123","15.43209877","12.10826211","26.2345679","20.65527066","44.75308642","3.884234577","8.415841584","32.76353276","70.98765432"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00071","","","","26","7","1","1","4","7","7","9","0","1.8","0","2","4","4","1","50.6","14.8","1","9","7","1","5.54","2.26","1.06","31.215","6.12","59.77","3.21","5.36","7.12","1.8","3.8","9","0.2","","0.2","1.285714286","0.346153846","1.285714286","0.346153846","0.257142857","0.069230769","0.285714286","0.076923077","100","47.36842105","26.92307692","29.24901186","0.526482213","2.564102564","9.523809524","2.564102564","9.523809524","2.849002849","10.58201058","0.749974663","2.785620177","5.413105413","20.10582011"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00072","","","","26","18","1","1","7","18","18","28","19","11","6","25","4","5","1","50.4","11.6","1","7","7","3","3.28","1.95","1.22","37.796","7.23","59.19","4.01","6.23","9.76","17","42","47","0.392857143","0.315789474","0.361702128","2.611111111","1.807692308","1.555555556","1.076923077","0.944444444","0.653846154","1.388888889","0.961538462","59.57446809","40.47619048","69.23076923","23.01587302","3.912698413","15.66951567","22.63374486","24.21652422","34.97942387","35.61253561","51.44032922","5.573644463","8.050819779","59.82905983","86.41975309"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00073","","","","26","12","1","1","5","12","5","11","26","3","2","5","3","3","2","50.1","13.4","1","5","5","3","3.08","1.79","1.1","27.854","3.96","57.75","3.46","5.39","12.59","5","10","37","0.272727273","0.076923077","0.135135135","3.083333333","1.423076923","0.916666667","0.423076923","0.416666667","0.192307692","0.416666667","0.192307692","29.72972973","50","46.15384615","26.74650699","1.337325349","4.273504274","9.259259259","7.122507123","15.43209877","7.122507123","15.43209877","1.905021865","4.127547374","14.24501425","30.86419753"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00074","","","","26","14","1","1","7","14","14","58","51","11.5","3.8","17.5","5","5","1","47.6","11.7","1","7","5","3","3.25","1.91","1.07","35.896","3.03","54.48","7.15","10.45","8.8","15.3","32.8","109","0.198275862","0.074509804","0.140366972","7.785714286","4.192307692","4.142857143","2.230769231","1.092857143","0.588461538","1.25","0.673076923","53.21100917","46.64634146","53.84615385","24.57983193","3.760714286","16.38176638","30.42328042","21.79487179","40.47619048","24.92877493","46.2962963","5.357142857","9.948979592","46.72364672","86.77248677"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00075","","","","26","15","1","1","7","15","13","10","29","1.8","1.8","14","6","6","1","50.8","12.8","1","9","5","1","3.63","1.86","1.15","26.32","14.37","61.71","4.46","6.72","6.85","3.6","17.6","39","0.18","0.062068966","0.092307692","2.6","1.5","0.666666667","0.384615385","0.24","0.138461538","0.933333333","0.538461538","25.64102564","20.45454545","57.69230769","25.19685039","0.907086614","2.564102564","4.444444444","5.128205128","8.888888889","19.94301994","34.56790123","1.292146174","2.239720035","25.07122507","43.45679012"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00076","","","","26","15","","3","6","15","10","27","11","5","1","24","4","3","1","50.7","9.2","1","7","5","3","3.25","1.69","0.82","7.166","4.61","52.31","7.77","10.77","10.34","6","30","38","0.185185185","0.090909091","0.157894737","2.533333333","1.461538462","1.8","1.038461538","0.4","0.230769231","1.6","0.923076923","71.05263158","20","57.69230769","18.14595661","1.088757396","7.122507123","12.34567901","8.547008547","14.81481481","34.18803419","59.25925926","1.550936462","2.688289868","42.73504274","74.07407407"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00077","","","","26","16","1","1","2","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.53846154","","","","","","","","","","","",""
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00078","","","","26","13","3","1","2","13","1","0","3","0","0.1","3","6","8","1","","","1","7","7","1","","","","","","","","","","0.1","3.1","3","","0.033333333","0.033333333","0.230769231","0.115384615","0","0","0.007692308","0.003846154","0.230769231","0.115384615","0","3.225806452","50","","","0","0","0.142450142","0.284900285","4.273504274","8.547008547","","","4.415954416","8.831908832"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00079","","","","26","8","2","1","2","8","1","0","2","0","0.5","1","5","5","3","","","1","7","9","1","","","","","","","","","","0.5","1.5","2","","0.25","0.25","0.25","0.076923077","0","0","0.0625","0.019230769","0.125","0.038461538","0","33.33333333","30.76923077","","","0","0","0.712250712","2.314814815","1.424501425","4.62962963","","","2.136752137","6.944444444"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00080","","","","26","7","1","1","4","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.92307692","","","","","","","","","","","",""
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00081","","","","26","13","1","1","3","13","4","0","34","0","1.5","23","6","7","1","51","15.2","1","5","9","5","3.37","1.51","1.26","","","64.23","3.1","4.5","10.19","1.5","24.5","34","","0.044117647","0.044117647","2.615384615","1.307692308","0","0","0.115384615","0.057692308","1.769230769","0.884615385","0","6.12244898","50","29.80392157","0.447058824","0","0","2.136752137","4.273504274","32.76353276","65.52706553","0.636835931","1.273671862","34.9002849","69.8005698"
