"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Number of plants with storage roots per NET plot|CO_331:0000211","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Commercial storage root yield tons per ha|CO_331:0000809","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207"," Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259"," Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Fiber content in raw storage roots estimating 1-9|CO_331:0001038","Content of total sugars estimating 1-9|CO_331:0000766","Content of starch in raw storage roots estimating 1-9|CO_331:0001055","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Biomass yield in tons per ha|CO_331:0001003"
"","","MZP2011UMB-AT03","","","","","","","","","MZP2011UMB-AT03-00041","","","","25","25","3","21","2.7","15","78","2.5","2","3.703703704","3","2","1","1.17","3","3","5","5","4","4","2","3","3","12.36","4.5","7.2","93","0.166666667","0.025641026","0.048387097","3.72","0.6","0.18","0.108","16.12903226","62.5","0.5562","6.666666667","4","0.824","10.66666667"
"","","MZP2011UMB-AT03","","","","","","","","","MZP2011UMB-AT03-00042","","","","25","25","3","21","1.4","19","61","2.5","2","3.703703704","3","1","1","0","2","1","5","5","3","4","3","4","3","8.88","4.5","5.9","80","0.131578947","0.032786885","0.05625","3.2","0.76","0.18","0.056","23.75","76.27118644","0.3996","6.666666667","2.074074074","0.592","8.740740741"
"","","MZP2011UMB-AT03","","","","","","","","","MZP2011UMB-AT03-00043","","","","25","25","5","21","5.8","57","115","8","3","11.85185185","5","2","6","0.02","4","3","5","5","4","4","3","2","3","10.14","11","16.8","172","0.140350877","0.026086957","0.063953488","6.88","2.28","0.44","0.232","33.13953488","65.47619048","1.1154","16.2962963","8.592592593","1.652444444","24.88888889"
"","","MZP2011UMB-AT03","","","","","","","","","MZP2011UMB-AT03-00044","","","","25","25","2","19","4.4","16","41","7","2.5","10.37037037","3","3","6","6.12","4","3","5","5","3","4","2","4","4","9.04","9.5","13.9","57","0.4375","0.06097561","0.166666667","2.28","0.64","0.38","0.176","28.07017544","68.34532374","0.8588","14.07407407","6.518518519","1.272296296","20.59259259"
"","","MZP2011UMB-AT03","","","","","","","","","MZP2011UMB-AT03-00045","","","","25","23","1","18","2.3","31","46","7.5","2.5","11.11111111","3","7","6","5.46","3","3","5","5","2","5","2","5","4","8.56","10","12.3","77","0.241935484","0.054347826","0.12987013","3.08","1.24","0.4","0.092","40.25974026","81.30081301","0.856","14.81481481","3.407407407","1.268148148","18.22222222"
"","","MZP2011UMB-AT03","","","","","","","","","MZP2011UMB-AT03-00046","","","","25","24","8","19","1","7","44","1.5","2","2.222222222","3","1","9","6.12","3","3","5","5","4","5","2","4","4","14.73","3.5","4.5","51","0.214285714","0.045454545","0.068627451","2.04","0.28","0.14","0.04","13.7254902","77.77777778","0.51555","5.185185185","1.481481481","0.763777778","6.666666667"
"","","MZP2011UMB-AT03","","","","","","","","","MZP2011UMB-AT03-00047","","","","25","24","4","23","10.5","27","77","6.5","2","9.62962963","6","3","9","0.02","3","3","5","5","4","5","3","3","3","7.45","8.5","19","104","0.240740741","0.025974026","0.081730769","4.16","1.08","0.34","0.42","25.96153846","44.73684211","0.63325","12.59259259","15.55555556","0.938148148","28.14814815"
"","","MZP2011UMB-AT03","","","","","","","","","MZP2011UMB-AT03-00048","","","","25","25","1","13","4.5","32","120","4","1.5","5.925925926","3","3","2","11.03","3","3","5","5","2","4","3","3","3","11.73","5.5","10","152","0.125","0.0125","0.036184211","6.08","1.28","0.22","0.18","21.05263158","55","0.64515","8.148148148","6.666666667","0.955777778","14.81481481"
"","","MZP2011UMB-AT03","","","","","","","","","MZP2011UMB-AT03-00049","","","","25","23","1","21","10","75","66","4.5","2","6.666666667","6","2","6","1.65","3","3","5","5","4","5","4","4","2","7.3","6.5","16.5","141","0.06","0.03030303","0.046099291","5.64","3","0.26","0.4","53.19148936","39.39393939","0.4745","9.62962963","14.81481481","0.702962963","24.44444444"
"","","MZP2011UMB-AT03","","","","","","","","","MZP2011UMB-AT03-00050","","","","25","25","6","21","8.5","34","111","5","2.5","7.407407407","3","3","3","6.12","3","3","5","5","2","4","3","3","3","3.34","7.5","16","145","0.147058824","0.022522523","0.051724138","5.8","1.36","0.3","0.34","23.44827586","46.875","0.2505","11.11111111","12.59259259","0.371111111","23.7037037"
"","","MZP2011UMB-AT03","","","","","","","","","MZP2011UMB-AT03-00051","","","","25","24","2","18","1.6","19","34","3","2.5","4.444444444","3","6","2","5.46","3","3","5","5","2","3","2","3","3","11.73","5.5","7.1","53","0.157894737","0.073529412","0.103773585","2.12","0.76","0.22","0.064","35.8490566","77.46478873","0.64515","8.148148148","2.37037037","0.955777778","10.51851852"
"","","MZP2011UMB-AT03","","","","","","","","","MZP2011UMB-AT03-00052","","","","25","25","4","20","9","20","53","5","2.5","7.407407407","4","2","1","1.65","3","3","5","5","3","5","3","4","3","11.09","7.5","16.5","73","0.25","0.047169811","0.102739726","2.92","0.8","0.3","0.36","27.39726027","45.45454545","0.83175","11.11111111","13.33333333","1.232222222","24.44444444"
"","","MZP2011UMB-AT03","","","","","","","","","MZP2011UMB-AT03-00053","","","","25","25","5","21","7.2","32","33","13.5","2","20","7","1","6","1.38","4","3","5","5","3","4","3","4","4","8.09","15.5","22.7","65","0.421875","0.060606061","0.238461538","2.6","1.28","0.62","0.288","49.23076923","68.28193833","1.25395","22.96296296","10.66666667","1.857703704","33.62962963"
"","","MZP2011UMB-AT03","","","","","","","","","MZP2011UMB-AT03-00054","","","","25","25","2","21","6","21","31","8","2.5","11.85185185","4","2","4","6.12","3","3","5","5","2","4","4","1","2","10.14","10.5","16.5","52","0.380952381","0.080645161","0.201923077","2.08","0.84","0.42","0.24","40.38461538","63.63636364","1.0647","15.55555556","8.888888889","1.577333333","24.44444444"
"","","MZP2011UMB-AT03","","","","","","","","","MZP2011UMB-AT03-00055","","","","25","25","3","15","2","15","33","8","4.5","11.85185185","6","2","2","1.76","3","2","5","5","2","5","4","2","2","8.25","12.5","14.5","48","0.533333333","0.136363636","0.260416667","1.92","0.6","0.5","0.08","31.25","86.20689655","1.03125","18.51851852","2.962962963","1.527777778","21.48148148"
"","","MZP2011UMB-AT03","","","","","","","","","MZP2011UMB-AT03-00056","","","","25","25","1","21","2.4","19","24","5","2.5","7.407407407","3","2","4","4.92","3","3","5","5","3","4","3","1","3","10.46","7.5","9.9","43","0.263157895","0.104166667","0.174418605","1.72","0.76","0.3","0.096","44.18604651","75.75757576","0.7845","11.11111111","3.555555556","1.162222222","14.66666667"
"","","MZP2011UMB-AT03","","","","","","","","","MZP2011UMB-AT03-00057","","","","25","25","1","3","0.6","14","33","2","1.5","2.962962963","2","2","3","5.46","3","3","5","5","3","5","2","5","4","7.3","3.5","4.1","47","0.142857143","0.045454545","0.074468085","1.88","0.56","0.14","0.024","29.78723404","85.36585366","0.2555","5.185185185","0.888888889","0.378518519","6.074074074"
"","","MZP2011UMB-AT03","","","","","","","","","MZP2011UMB-AT03-00058","","","","25","25","2","18","1.5","49","42","7","2.5","10.37037037","3","6","1","0.02","2","2","5","5","4","5","3","2","3","4.76","9.5","11","91","0.142857143","0.05952381","0.104395604","3.64","1.96","0.38","0.06","53.84615385","86.36363636","0.4522","14.07407407","2.222222222","0.669925926","16.2962963"
"","","MZP2011UMB-AT03","","","","","","","","","MZP2011UMB-AT03-00059","","","","25","25","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2011UMB-AT03","","","","","","","","","MZP2011UMB-AT03-00060","","","","25","25","3","14","5","32","120","2.5","1","3.703703704","4","2","8","4.41","3","3","5","5","4","3","2","4","3","8.4","3.5","8.5","152","0.078125","0.008333333","0.023026316","6.08","1.28","0.14","0.2","21.05263158","41.17647059","0.294","5.185185185","7.407407407","0.435555556","12.59259259"
"","","MZP2011UMB-AT03","","","","","","","","","MZP2011UMB-AT03-00061","","","","25","25","3","17","3.5","28","73","3.5","3.5","5.185185185","4","2","1","1.38","2","2","5","5","4","4","2","4","4","5.24","7","10.5","101","0.125","0.047945205","0.069306931","4.04","1.12","0.28","0.14","27.72277228","66.66666667","0.3668","10.37037037","5.185185185","0.543407407","15.55555556"
"","","MZP2011UMB-AT03","","","","","","","","","MZP2011UMB-AT03-00062","","","","25","25","7","17","3.5","37","45","3","2.5","4.444444444","3","2","6","3.96","3","3","5","5","4","4","3","3","3","12.99","5.5","9","82","0.081081081","0.055555556","0.067073171","3.28","1.48","0.22","0.14","45.12195122","61.11111111","0.71445","8.148148148","5.185185185","1.058444444","13.33333333"
"","","MZP2011UMB-AT03","","","","","","","","","MZP2011UMB-AT03-00063","","","","25","25","1","20","2","28","43","4","2","5.925925926","4","2","5","1.74","3","3","5","5","3","5","2","5","5","9.83","6","8","71","0.142857143","0.046511628","0.084507042","2.84","1.12","0.24","0.08","39.43661972","75","0.5898","8.888888889","2.962962963","0.873777778","11.85185185"
"","","MZP2011UMB-AT03","","","","","","","","","MZP2011UMB-AT03-00064","","","","25","25","2","8","0.5","20","44","2.5","1.5","3.703703704","2","2","6","10.5","3","3","5","5","3","4","3","4","3","10.62","4","4.5","64","0.125","0.034090909","0.0625","2.56","0.8","0.16","0.02","31.25","88.88888889","0.4248","5.925925926","0.740740741","0.629333333","6.666666667"
"","","MZP2011UMB-AT03","","","","","","","","","MZP2011UMB-AT03-00065","","","","25","25","8","17","1.5","26","47","5","3.5","7.407407407","6","1","5","6.12","4","3","5","5","2","4","4","3","3","10.14","8.5","10","73","0.192307692","0.074468085","0.116438356","2.92","1.04","0.34","0.06","35.61643836","85","0.8619","12.59259259","2.222222222","1.276888889","14.81481481"
"","","MZP2011UMB-AT03","","","","","","","","","MZP2011UMB-AT03-00066","","","","25","25","4","18","3.9","17","79","3.5","3","5.185185185","3","2","2","0.69","4","4","5","5","3","4","3","1","2","8.4","6.5","10.4","96","0.205882353","0.037974684","0.067708333","3.84","0.68","0.26","0.156","17.70833333","62.5","0.546","9.62962963","5.777777778","0.808888889","15.40740741"
"","","MZP2011UMB-AT03","","","","","","","","","MZP2011UMB-AT03-00067","","","","25","24","1","7","1.3","18","27","9.5","6.5","14.07407407","4","2","4","12.39","3","2","5","5","2","5","3","3","3","11.25","16","17.3","45","0.527777778","0.240740741","0.355555556","1.8","0.72","0.64","0.052","40","92.48554913","1.8","23.7037037","1.925925926","2.666666667","25.62962963"
"","","MZP2011UMB-AT03","","","","","","","","","MZP2011UMB-AT03-00068","","","","25","25","2","23","4.5","13","34","3","1","4.444444444","4","2","9","7.23","3","3","5","5","2","4","4","1","2","10.62","4","8.5","47","0.230769231","0.029411765","0.085106383","1.88","0.52","0.16","0.18","27.65957447","47.05882353","0.4248","5.925925926","6.666666667","0.629333333","12.59259259"
"","","MZP2011UMB-AT03","","","","","","","","","MZP2011UMB-AT03-00069","","","","25","25","3","17","6","55","54","12.5","3","18.51851852","6","2","8","5.46","4","4","5","5","2","5","4","4","3","7.77","15.5","21.5","109","0.227272727","0.055555556","0.142201835","4.36","2.2","0.62","0.24","50.4587156","72.09302326","1.20435","22.96296296","8.888888889","1.784222222","31.85185185"
"","","MZP2011UMB-AT03","","","","","","","","","MZP2011UMB-AT03-00070","","","","25","25","2","20","7.1","44","29","9.5","2","14.07407407","5","1","4","7.23","4","5","5","5","3","5","2","5","5","16.95","11.5","18.6","73","0.215909091","0.068965517","0.157534247","2.92","1.76","0.46","0.284","60.2739726","61.82795699","1.94925","17.03703704","10.51851852","2.887777778","27.55555556"
"","","MZP2011UMB-AT03","","","","","","","","","MZP2011UMB-AT03-00071","","","","25","25","4","24","5","44","36","14.4","2","21.33333333","4","2","4","4.61","4","4","5","5","2","5","2","3","3","6.19","16.4","21.4","80","0.327272727","0.055555556","0.205","3.2","1.76","0.656","0.2","55","76.63551402","1.01516","24.2962963","7.407407407","1.503940741","31.7037037"
"","","MZP2011UMB-AT03","","","","","","","","","MZP2011UMB-AT03-00072","","","","25","25","5","23","8","14","69","1","2.5","1.481481481","3","2","6","1.76","3","3","5","5","4","5","3","4","3","10.78","3.5","11.5","83","0.071428571","0.036231884","0.042168675","3.32","0.56","0.14","0.32","16.86746988","30.43478261","0.3773","5.185185185","11.85185185","0.558962963","17.03703704"
"","","MZP2011UMB-AT03","","","","","","","","","MZP2011UMB-AT03-00073","","","","25","25","2","3","0.6","7","44","1","0.5","1.481481481","1","4","4","7.23","4","4","5","5","2","5","3","4","3","12.84","1.5","2.1","51","0.142857143","0.011363636","0.029411765","2.04","0.28","0.06","0.024","13.7254902","71.42857143","0.1926","2.222222222","0.888888889","0.285333333","3.111111111"
"","","MZP2011UMB-AT03","","","","","","","","","MZP2011UMB-AT03-00074","","","","25","25","3","19","2","24","61","3","2","4.444444444","4","2","1","0.02","4","4","5","5","4","5","3","4","3","11.25","5","7","85","0.125","0.032786885","0.058823529","3.4","0.96","0.2","0.08","28.23529412","71.42857143","0.5625","7.407407407","2.962962963","0.833333333","10.37037037"
