"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2011UMB-AT02","","","","","","","","","MZP2011UMB-AT02-00038","","","","39","19","1","1","4","8","5","5","8","1.5","0.1","2.5","6","6","4","10.5","1.6","4.1","13","0.3","0.0125","0.123076923","1.625","0.333333333","0.625","0.128205128","0.2","0.041025641","0.3125","0.064102564","38.46153846","39.02439024","20.51282051","1.424501425","6.944444444","1.519468186","7.407407407","2.374169041","11.57407407","3.893637227","18.98148148"
"","","MZP2011UMB-AT02","","","","","","","","","MZP2011UMB-AT02-00039","","","","39","32","1","4","5","12","10","0","20","0","1.5","5","5","6","5","14.37","1.5","6.5","20","","0.075","0.075","1.666666667","0.512820513","0","0","0.125","0.038461538","0.416666667","0.128205128","0","23.07692308","30.76923077","0","0","1.424501425","4.62962963","4.748338082","15.43209877","6.172839506","20.0617284"
"","","MZP2011UMB-AT02","","","","","","","","","MZP2011UMB-AT02-00040","","","","39","25","1","3","6","20","17","2","31","0.8","6","9","7","6","8","7.23","6.8","15.8","33","0.4","0.193548387","0.206060606","1.65","0.846153846","0.1","0.051282051","0.34","0.174358974","0.45","0.230769231","6.060606061","43.03797468","51.28205128","0.759734093","1.481481481","6.457739791","12.59259259","8.547008547","16.66666667","15.00474834","29.25925926"
"","","MZP2011UMB-AT02","","","","","","","","","MZP2011UMB-AT02-00041","","","","39","27","1","2","8","20","20","15","20","3.8","3.5","13","6","7","6","14.37","7.3","20.3","35","0.253333333","0.175","0.208571429","1.75","0.897435897","0.75","0.384615385","0.365","0.187179487","0.65","0.333333333","42.85714286","35.96059113","51.28205128","3.608736942","7.037037037","6.932573599","13.51851852","12.34567901","24.07407407","19.27825261","37.59259259"
"","","MZP2011UMB-AT02","","","","","","","","","MZP2011UMB-AT02-00042","","","","39","22","3","2","7","13","9","0","21","0","4","16","6","6","6","3.76","4","20","21","","0.19047619","0.19047619","1.615384615","0.538461538","0","0","0.307692308","0.102564103","1.230769231","0.41025641","0","20","33.33333333","0","0","3.798670465","11.3960114","15.19468186","45.58404558","18.99335233","56.98005698"
"","","MZP2011UMB-AT02","","","","","","","","","MZP2011UMB-AT02-00043","","","","39","26","2","1","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2011UMB-AT02","","","","","","","","","MZP2011UMB-AT02-00044","","","","39","13","3","5","6","13","11","14","18","5.5","3.5","5","7","5","8","1.76","9","14","32","0.392857143","0.194444444","0.28125","2.461538462","0.820512821","1.076923077","0.358974359","0.692307692","0.230769231","0.384615385","0.128205128","43.75","64.28571429","33.33333333","5.22317189","15.66951567","8.547008547","25.64102564","4.748338082","14.24501425","13.29534663","39.88603989"
"","","MZP2011UMB-AT02","","","","","","","","","MZP2011UMB-AT02-00045","","","","39","9","1","1","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2011UMB-AT02","","","","","","","","","MZP2011UMB-AT02-00046","","","","39","26","7","3","4","7","1","0","1","0","0.1","1","5","5","9","0.15","0.1","1.1","1","","0.1","0.1","0.142857143","0.025641026","0","0","0.014285714","0.002564103","0.142857143","0.025641026","0","9.090909091","17.94871795","0","0","0.094966762","0.529100529","0.949667616","5.291005291","1.044634378","5.82010582"
"","","MZP2011UMB-AT02","","","","","","","","","MZP2011UMB-AT02-00047","","","","39","12","5","2","6","12","3","0","6","0","0.2","3.5","3","4","2","0.02","0.2","3.7","6","","0.033333333","0.033333333","0.5","0.153846154","0","0","0.016666667","0.005128205","0.291666667","0.08974359","0","5.405405405","30.76923077","0","0","0.189933523","0.617283951","3.323836657","10.80246914","3.51377018","11.41975309"
