"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Content of total sugars estimating 1-9|CO_331:0000766","Content of starch in raw storage roots estimating 1-9|CO_331:0001055","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","treatment_irrigation","treatment_non_irrigation"
"","","MZP2012UMB-ST01","","","","","","","","","MZP2012UMB-ST01-00001","","","","26","23","1","1","7","20","19","28","30","5.5","2.3","6","3","3","2","1","7","9","3","3.69","1.24","0.94","6.89","52.24","0","62.43","3.11","4.61","10.2","7.8","13.8","58","0.196428571","0.076666667","0.134482759","2.9","2.230769231","1.4","1.076923077","0.39","0.3","0.3","0.230769231","48.27586207","56.52173913","76.92307692","7.834757835","10.18518519","11.11111111","14.44444444","8.547008547","11.11111111","19.65811966","25.55555556","1",""
"","","MZP2012UMB-ST01","","","","","","","","","MZP2012UMB-ST01-00002","","","","26","22","1","1","8","17","17","23","36","2.5","1.5","8","5","5","1","3","5","9","5","","","","","","","","","","","4","12","59","0.108695652","0.041666667","0.06779661","3.470588235","2.269230769","1.352941176","0.884615385","0.235294118","0.153846154","0.470588235","0.307692308","38.98305085","33.33333333","65.38461538","3.561253561","5.446623094","5.698005698","8.71459695","11.3960114","17.4291939","17.09401709","26.14379085","1",""
"","","MZP2012UMB-ST01","","","","","","","","","MZP2012UMB-ST01-00003","","","","26","25","1","7","5","23","18","33","17","7.5","1.9","5.5","3","3","2","1","7","7","3","3.28","1.4","0.99","119.27","75.19","38.448","60.65","4.5","6.66","8","9.4","14.9","50","0.227272727","0.111764706","0.188","2.173913043","1.923076923","1.434782609","1.269230769","0.408695652","0.361538462","0.239130435","0.211538462","66","63.08724832","88.46153846","10.68376068","12.07729469","13.39031339","15.13687601","7.834757835","8.85668277","21.22507123","23.99355878","1",""
"","","MZP2012UMB-ST01","","","","","","","","","MZP2012UMB-ST01-00004","","","","26","24","1","1","6","18","14","23","28","7","2.5","4.5","2","2","1","1","6","9","4","3.93","1.18","0.89","71.03","56.97","","71.16","2.52","3.88","5.85","9.5","14","51","0.304347826","0.089285714","0.18627451","2.833333333","1.961538462","1.277777778","0.884615385","0.527777778","0.365384615","0.25","0.173076923","45.09803922","67.85714286","69.23076923","9.971509972","14.40329218","13.53276353","19.5473251","6.41025641","9.259259259","19.94301994","28.80658436","1",""
"","","MZP2012UMB-ST01","","","","","","","","","MZP2012UMB-ST01-00005","","","","26","26","1","1","5","19","19","","10","","1","2","2","4","4","1","5","7","5","3.3","1.3","0.95","21.72","43.28","7.765","69.06","1.17","2.38","7.53","","","","","0.1","","","","","","","","0.105263158","0.076923077","","","73.07692308","","","","","2.849002849","3.898635478","","","1",""
"","","MZP2012UMB-ST01","","","","","","","","","MZP2012UMB-ST01-00006","","","","26","25","1","1","4","19","13","1","4","0.1","0.5","0.8","5","5","3","1","5","7","5","3.59","1.38","1.01","140.53","73.91","0.765","63.12","5.02","7.61","6.83","0.6","1.4","5","0.1","0.125","0.12","0.263157895","0.192307692","0.052631579","0.038461538","0.031578947","0.023076923","0.042105263","0.030769231","20","42.85714286","73.07692308","0.142450142","0.194931774","0.854700855","1.169590643","1.13960114","1.559454191","1.994301994","2.729044834","1",""
"","","MZP2012UMB-ST01","","","","","","","","","MZP2012UMB-ST01-00007","","","","26","25","1","2","6","21","4","17","23","3","2","3.5","4","5","1","1","5","9","5","4.32","1.35","0.95","53.96","66.32","0","72.19","2.31","3.93","3.88","5","8.5","40","0.176470588","0.086956522","0.125","1.904761905","1.538461538","0.80952381","0.653846154","0.238095238","0.192307692","0.166666667","0.134615385","42.5","58.82352941","80.76923077","4.273504274","5.291005291","7.122507123","8.818342152","4.985754986","6.172839506","12.10826211","14.99118166","1",""
"","","MZP2012UMB-ST01","","","","","","","","","MZP2012UMB-ST01-00008","","","","26","23","1","2","5","20","20","4","20","0.1","0.5","2.5","2","2","2","1","9","9","3","2.66","1.11","0.82","52.67","40.32","7.094","67.54","4.45","6.48","3.39","0.6","3.1","24","0.025","0.025","0.025","1.2","0.923076923","0.2","0.153846154","0.03","0.023076923","0.125","0.096153846","16.66666667","19.35483871","76.92307692","0.142450142","0.185185185","0.854700855","1.111111111","3.561253561","4.62962963","4.415954416","5.740740741","1",""
"","","MZP2012UMB-ST01","","","","","","","","","MZP2012UMB-ST01-00009","","","","26","26","1","3","4","12","6","6","24","1","2","0.9","2","4","1","1","9","5","1","","","","","","","","","","","3","3.9","30","0.166666667","0.083333333","0.1","2.5","1.153846154","0.5","0.230769231","0.25","0.115384615","0.075","0.034615385","20","76.92307692","46.15384615","1.424501425","3.086419753","4.273504274","9.259259259","1.282051282","2.777777778","5.555555556","12.03703704","1",""
"","","MZP2012UMB-ST01","","","","","","","","","MZP2012UMB-ST01-00010","","","","26","23","1","2","4","13","12","4","22","0.5","1","1","3","4","1","1","7","7","3","3.31","1.6","1.07","10.6","48.35","16.129","61.7","3.1","4.76","9.43","1.5","2.5","26","0.125","0.045454545","0.057692308","2","1","0.307692308","0.153846154","0.115384615","0.057692308","0.076923077","0.038461538","15.38461538","60","50","0.712250712","1.424501425","2.136752137","4.273504274","1.424501425","2.849002849","3.561253561","7.122507123","1",""
"","","MZP2012UMB-ST01","","","","","","","","","MZP2012UMB-ST01-00011","","","","26","24","1","1","4","16","9","13","23","2","2.5","1.5","5","5","1","3","5","5","5","3.6","1.6","1.11","102.89","81.83","23.367","59.38","4.15","6.5","9.27","4.5","6","36","0.153846154","0.108695652","0.125","2.25","1.384615385","0.8125","0.5","0.28125","0.173076923","0.09375","0.057692308","36.11111111","75","61.53846154","2.849002849","4.62962963","6.41025641","10.41666667","2.136752137","3.472222222","8.547008547","13.88888889","1",""
"","","MZP2012UMB-ST01","","","","","","","","","MZP2012UMB-ST01-00012","","","","26","25","1","1","4","16","13","5","10","0.3","0.9","0.5","3","5","1","1","1","9","1","4.31","1.31","1.05","102.55","83.95","0","61.48","3.81","5.16","9.62","1.2","1.7","15","0.06","0.09","0.08","0.9375","0.576923077","0.3125","0.192307692","0.075","0.046153846","0.03125","0.019230769","33.33333333","70.58823529","61.53846154","0.427350427","0.694444444","1.709401709","2.777777778","0.712250712","1.157407407","2.421652422","3.935185185","1",""
"","","MZP2012UMB-ST01","","","","","","","","","MZP2012UMB-ST01-00013","","","","26","19","2","2","3","10","7","23","40","3","1.5","0.8","5","6","3","1","9","7","3","3.27","1.47","0.95","116.59","69.11","13.514","62.09","5.93","8.73","5.09","4.5","5.3","63","0.130434783","0.0375","0.071428571","6.3","2.423076923","2.3","0.884615385","0.45","0.173076923","0.08","0.030769231","36.50793651","84.90566038","38.46153846","4.273504274","11.11111111","6.41025641","16.66666667","1.13960114","2.962962963","7.54985755","19.62962963","1",""
"","","MZP2012UMB-ST01","","","","","","","","","MZP2012UMB-ST01-00014","","","","26","25","3","1","5","20","18","10","24","1","1.6","2.5","2","5","4","3","3","7","7","2.9","1.79","1.05","23.19","72.58","37.465","54.12","6.47","9.33","10.63","2.6","5.1","34","0.1","0.066666667","0.076470588","1.7","1.307692308","0.5","0.384615385","0.13","0.1","0.125","0.096153846","29.41176471","50.98039216","76.92307692","1.424501425","1.851851852","3.703703704","4.814814815","3.561253561","4.62962963","7.264957265","9.444444444","1",""
"","","MZP2012UMB-ST01","","","","","","","","","MZP2012UMB-ST01-00015","","","","26","26","3","2","5","17","15","42","60","4.5","2.6","1.3","5","5","2","1","5","5","5","3.24","1.28","0.96","73.66","71.99","11.1","70.37","2.05","3.4","5.14","7.1","8.4","102","0.107142857","0.043333333","0.069607843","6","3.923076923","2.470588235","1.615384615","0.417647059","0.273076923","0.076470588","0.05","41.17647059","84.52380952","65.38461538","6.41025641","9.803921569","10.11396011","15.46840959","1.851851852","2.832244009","11.96581197","18.30065359","1",""
"","","MZP2012UMB-ST01","","","","","","","","","MZP2012UMB-ST01-00016","","","","26","25","1","2","5","21","21","28","18","2.5","0.6","3.5","2","4","5","1","5","7","5","3.95","1.84","1.18","160.13","119.91","25.849","59.26","5.87","9.05","6.05","3.1","6.6","46","0.089285714","0.033333333","0.067391304","2.19047619","1.769230769","1.333333333","1.076923077","0.147619048","0.119230769","0.166666667","0.134615385","60.86956522","46.96969697","80.76923077","3.561253561","4.409171076","4.415954416","5.467372134","4.985754986","6.172839506","9.401709402","11.64021164","1",""
"","","MZP2012UMB-ST01","","","","","","","","","MZP2012UMB-ST01-00017","","","","26","26","2","1","5","19","16","17","25","2.6","1.2","1","4","5","1","1","5","7","5","3.45","1.62","1.23","172.53","105.02","37.783","59.22","4.12","6.06","8.7","3.8","4.8","42","0.152941176","0.048","0.09047619","2.210526316","1.615384615","0.894736842","0.653846154","0.2","0.146153846","0.052631579","0.038461538","40.47619048","79.16666667","73.07692308","3.703703704","5.068226121","5.413105413","7.407407407","1.424501425","1.949317739","6.837606838","9.356725146","1",""
"","","MZP2012UMB-ST01","","","","","","","","","MZP2012UMB-ST01-00018","","","","26","26","1","1","5","20","17","22","22","3","1","2","5","5","3","1","5","7","3","3.34","1.17","0.97","51.65","58.39","0","61.39","4.23","5.64","8.72","4","6","44","0.136363636","0.045454545","0.090909091","2.2","1.692307692","1.1","0.846153846","0.2","0.153846154","0.1","0.076923077","50","66.66666667","76.92307692","4.273504274","5.555555556","5.698005698","7.407407407","2.849002849","3.703703704","8.547008547","11.11111111","1",""
"","","MZP2012UMB-ST01","","","","","","","","","MZP2012UMB-ST01-00019","","","","26","22","2","7","6","21","15","20","47","2.5","2.6","5","5","7","1","1","9","5","3","","","","","","","","","","","5.1","10.1","67","0.125","0.055319149","0.076119403","3.19047619","2.576923077","0.952380952","0.769230769","0.242857143","0.196153846","0.238095238","0.192307692","29.85074627","50.4950495","80.76923077","3.561253561","4.409171076","7.264957265","8.994708995","7.122507123","8.818342152","14.38746439","17.81305115","1",""
"","","MZP2012UMB-ST01","","","","","","","","","MZP2012UMB-ST01-00020","","","","26","23","1","2","6","23","20","15","15","3","0.6","4.5","5","5","2","1","5","9","5","3.15","1.12","1.19","121.46","62.21","0","67.21","2.48","4.3","7.89","3.6","8.1","30","0.2","0.04","0.12","1.304347826","1.153846154","0.652173913","0.576923077","0.156521739","0.138461538","0.195652174","0.173076923","50","44.44444444","88.46153846","4.273504274","4.830917874","5.128205128","5.797101449","6.41025641","7.246376812","11.53846154","13.04347826","1",""
"","","MZP2012UMB-ST01","","","","","","","","","MZP2012UMB-ST01-00021","","","","26","21","1","1","5","11","11","37","52","5","1.5","3.5","5","3","3","1","5","7","5","3.32","1.01","0.94","22.52","40.39","0.55","71.26","1.95","3.08","3.45","6.5","10","89","0.135135135","0.028846154","0.073033708","8.090909091","3.423076923","3.363636364","1.423076923","0.590909091","0.25","0.318181818","0.134615385","41.57303371","65","42.30769231","7.122507123","16.83501684","9.259259259","21.88552189","4.985754986","11.78451178","14.24501425","33.67003367","1",""
"","","MZP2012UMB-ST01","","","","","","","","","MZP2012UMB-ST01-00022","","","","26","23","1","1","6","21","21","7","22","0.7","1.5","4","3","5","2","1","5","7","5","2.48","0.89","0.85","0","30.84","0","69.76","1.99","3.1","5.79","2.2","6.2","29","0.1","0.068181818","0.075862069","1.380952381","1.115384615","0.333333333","0.269230769","0.104761905","0.084615385","0.19047619","0.153846154","24.13793103","35.48387097","80.76923077","0.997150997","1.234567901","3.133903134","3.880070547","5.698005698","7.054673721","8.831908832","10.93474427","1",""
"","","MZP2012UMB-ST01","","","","","","","","","MZP2012UMB-ST01-00023","","","","26","21","2","2","5","16","13","10","12","1","1.2","3.5","5","5","3","1","7","7","3","3.81","1.94","1.34","219.98","135.49","45.821","56.08","5.15","8.03","8.41","2.2","5.7","22","0.1","0.1","0.1","1.375","0.846153846","0.625","0.384615385","0.1375","0.084615385","0.21875","0.134615385","45.45454545","38.59649123","61.53846154","1.424501425","2.314814815","3.133903134","5.092592593","4.985754986","8.101851852","8.11965812","13.19444444","1",""
"","","MZP2012UMB-ST01","","","","","","","","","MZP2012UMB-ST01-00024","","","","26","22","1","1","5","14","9","28","34","3","1","1.3","4","5","2","1","7","9","3","3.27","1.58","0.98","67.72","89.74","42.516","53.57","7.47","10.41","8.92","4","5.3","62","0.107142857","0.029411765","0.064516129","4.428571429","2.384615385","2","1.076923077","0.285714286","0.153846154","0.092857143","0.05","45.16129032","75.47169811","53.84615385","4.273504274","7.936507937","5.698005698","10.58201058","1.851851852","3.439153439","7.54985755","14.02116402","1",""
"","","MZP2012UMB-ST01","","","","","","","","","MZP2012UMB-ST01-00025","","","","26","20","2","1","7","20","18","6","3","0.3","0.1","7.5","5","5","1","1","7","9","3","3.13","1.53","1.01","108.58","86.36","34.094","60.87","5.05","6.97","5.42","0.4","7.9","9","0.05","0.033333333","0.044444444","0.45","0.346153846","0.3","0.230769231","0.02","0.015384615","0.375","0.288461538","66.66666667","5.063291139","76.92307692","0.427350427","0.555555556","0.56980057","0.740740741","10.68376068","13.88888889","11.25356125","14.62962963","1",""
"","","MZP2012UMB-ST01","","","","","","","","","MZP2012UMB-ST01-00026","","","","26","17","1","1","6","14","3","5","32","0.3","1.5","5","7","5","1","1","6","9","4","","","","","","","","","","","1.8","6.8","37","0.06","0.046875","0.048648649","2.642857143","1.423076923","0.357142857","0.192307692","0.128571429","0.069230769","0.357142857","0.192307692","13.51351351","26.47058824","53.84615385","0.427350427","0.793650794","2.564102564","4.761904762","7.122507123","13.22751323","9.686609687","17.98941799","1",""
"","","MZP2012UMB-ST01","","","","","","","","","MZP2012UMB-ST01-00027","","","","26","18","2","2","4","10","9","6","14","0.5","0.8","1","3","5","1","3","9","5","1","4.48","1.67","1.17","205.72","124.49","40.253","60.02","4.26","6.85","8.19","1.3","2.3","20","0.083333333","0.057142857","0.065","2","0.769230769","0.6","0.230769231","0.13","0.05","0.1","0.038461538","30","56.52173913","38.46153846","0.712250712","1.851851852","1.851851852","4.814814815","1.424501425","3.703703704","3.276353276","8.518518519","1",""
"","","MZP2012UMB-ST01","","","","","","","","","MZP2012UMB-ST01-00028","","","","26","15","1","3","4","15","9","12","16","1","0.4","1.2","4","4","1","1","9","5","1","3.07","1.35","0.83","6.63","46.07","17.017","61.22","5.92","8.38","4.82","1.4","2.6","28","0.083333333","0.025","0.05","1.866666667","1.076923077","0.8","0.461538462","0.093333333","0.053846154","0.08","0.046153846","42.85714286","53.84615385","57.69230769","1.424501425","2.469135802","1.994301994","3.456790123","1.709401709","2.962962963","3.703703704","6.419753086","1",""
"","","MZP2012UMB-ST01","","","","","","","","","MZP2012UMB-ST01-00029","","","","26","17","3","4","7","14","13","20","22","0.8","2","11","7","8","1","1","5","7","5","2.96","1.26","0.82","14.82","36.08","19.343","69.01","1.98","2.85","7.24","2.8","13.8","42","0.04","0.090909091","0.066666667","3","1.615384615","1.428571429","0.769230769","0.2","0.107692308","0.785714286","0.423076923","47.61904762","20.28985507","53.84615385","1.13960114","2.116402116","3.988603989","7.407407407","15.66951567","29.1005291","19.65811966","36.50793651","1",""
"","","MZP2012UMB-ST01","","","","","","","","","MZP2012UMB-ST01-00030","","","","26","25","2","2","5","11","9","26","12","3.5","0.5","2","4","5","1","3","5","7","5","3.72","1.5","1.07","121.74","86.56","21.55","63.99","3.82","5.51","6.68","4","6","38","0.134615385","0.041666667","0.105263158","3.454545455","1.461538462","2.363636364","1","0.363636364","0.153846154","0.181818182","0.076923077","68.42105263","66.66666667","42.30769231","4.985754986","11.78451178","5.698005698","13.46801347","2.849002849","6.734006734","8.547008547","20.2020202","1",""
"","","MZP2012UMB-ST01","","","","","","","","","MZP2012UMB-ST01-00031","","","","26","19","1","1","5","11","10","12","12","4","1","3.5","3","3","2","1","5","7","5","4.11","0.96","0.91","7.13","30.04","0","70.93","1.32","2.5","4.32","5","8.5","24","0.333333333","0.083333333","0.208333333","2.181818182","0.923076923","1.090909091","0.461538462","0.454545455","0.192307692","0.318181818","0.134615385","50","58.82352941","42.30769231","5.698005698","13.46801347","7.122507123","16.83501684","4.985754986","11.78451178","12.10826211","28.61952862","1",""
"","","MZP2012UMB-ST01","","","","","","","","","MZP2012UMB-ST01-00032","","","","26","21","1","1","5","14","14","12","42","1.5","2","1.8","4","4","2","1","7","7","1","3.45","1.37","0.99","82.14","57.71","22.17","63.5","3.83","5.46","6.23","3.5","5.3","54","0.125","0.047619048","0.064814815","3.857142857","2.076923077","0.857142857","0.461538462","0.25","0.134615385","0.128571429","0.069230769","22.22222222","66.03773585","53.84615385","2.136752137","3.968253968","4.985754986","9.259259259","2.564102564","4.761904762","7.54985755","14.02116402","1",""
"","","MZP2012UMB-ST01","","","","","","","","","MZP2012UMB-ST01-00033","","","","26","24","1","1","5","18","7","8","13","0.1","0.2","3.3","7","4","2","1","7","7","3","4.04","1.52","1.2","151.34","92.55","18.435","66.26","2.08","3.72","6.5","0.3","3.6","21","0.0125","0.015384615","0.014285714","1.166666667","0.807692308","0.444444444","0.307692308","0.016666667","0.011538462","0.183333333","0.126923077","38.0952381","8.333333333","69.23076923","0.142450142","0.205761317","0.427350427","0.617283951","4.700854701","6.790123457","5.128205128","7.407407407","1",""
"","","MZP2012UMB-ST01","","","","","","","","","MZP2012UMB-ST01-00034","","","","26","16","1","1","3","7","4","3","4","0.3","0.5","1.5","6","4","2","1","9","5","1","","","","","","","","","","","0.8","2.3","7","0.1","0.125","0.114285714","1","0.269230769","0.428571429","0.115384615","0.114285714","0.030769231","0.214285714","0.057692308","42.85714286","34.7826087","26.92307692","0.427350427","1.587301587","1.13960114","4.232804233","2.136752137","7.936507937","3.276353276","12.16931217","1",""
