"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Weight of vines per NET plot in kg|CO_331:0000227","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Content of total sugars estimating 1-9|CO_331:0000766","Content of starch in raw storage roots estimating 1-9|CO_331:0001055","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00046","","","","23","18","1","1","5","2.2","6","6","0","25","0","2.5","4","3","4","","","","","2.5","4.7","25","","0.1","0.1","4.166666667","1.086956522","0","0","0.416666667","0.108695652","0.366666667","0.095652174","0","53.19148936","26.08695652","0","0","4.025764895","15.43209877","3.542673108","13.58024691","7.568438003","29.01234568"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00047","","","","23","22","1","1","8","30","13","13","10","15","2","2","3","3","4","5","2","3","4","4","34","25","0.2","0.133333333","0.16","1.923076923","1.086956522","0.769230769","0.434782609","0.307692308","0.173913043","2.307692308","1.304347826","40","11.76470588","56.52173913","3.220611916","5.698005698","6.441223833","11.3960114","48.30917874","85.47008547","54.75040258","96.86609687"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00048","","","","23","23","1","1","9","27.8","15","15","38","20","4","8","3","2","4","4","2","4","4","12","39.8","58","0.105263158","0.4","0.206896552","3.866666667","2.52173913","2.533333333","1.652173913","0.8","0.52173913","1.853333333","1.208695652","65.51724138","30.15075377","65.2173913","6.441223833","9.87654321","19.3236715","29.62962963","44.76650564","68.64197531","64.09017713","98.27160494"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00049","","","","23","23","1","1","9","28.4","13","13","10","31","6","10","3","2","4","5","2","4","4","16","44.4","41","0.6","0.322580645","0.390243902","3.153846154","1.782608696","0.769230769","0.434782609","1.230769231","0.695652174","2.184615385","1.234782609","24.3902439","36.03603604","56.52173913","9.661835749","17.09401709","25.76489533","45.58404558","45.73268921","80.91168091","71.49758454","126.4957265"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00050","","","","23","22","1","1","8","19.5","11","11","6","21","2","2","4","3","2","5","2","3","4","4","23.5","27","0.333333333","0.095238095","0.148148148","2.454545455","1.173913043","0.545454545","0.260869565","0.363636364","0.173913043","1.772727273","0.847826087","22.22222222","17.0212766","47.82608696","3.220611916","6.734006734","6.441223833","13.46801347","31.40096618","65.65656566","37.84219002","79.12457912"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00051","","","","23","15","1","1","5","14.2","5","3","7","6","1.5","0.5","4","4","5","3","3","4","4","2","16.2","13","0.214285714","0.083333333","0.153846154","2.6","0.565217391","1.4","0.304347826","0.4","0.086956522","2.84","0.617391304","53.84615385","12.34567901","21.73913043","2.415458937","11.11111111","3.220611916","14.81481481","22.86634461","105.1851852","26.08695652","120"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00052","","","","23","16","1","1","8","28.8","9","9","14","19","2","1.5","4","4","3","5","2","4","4","3.5","32.3","33","0.142857143","0.078947368","0.106060606","3.666666667","1.434782609","1.555555556","0.608695652","0.388888889","0.152173913","3.2","1.252173913","42.42424242","10.83591331","39.13043478","3.220611916","8.230452675","5.636070853","14.40329218","46.37681159","118.5185185","52.01288245","132.9218107"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00053","","","","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00054","","","","23","19","1","1","6","19.7","7","7","19","14","1.5","1.5","4","3","4","4","1","4","5","3","22.7","33","0.078947368","0.107142857","0.090909091","4.714285714","1.434782609","2.714285714","0.826086957","0.428571429","0.130434783","2.814285714","0.856521739","57.57575758","13.21585903","30.43478261","2.415458937","7.936507937","4.830917874","15.87301587","31.72302738","104.2328042","36.55394525","120.1058201"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00055","","","","23","23","1","1","9","16.8","10","10","13","29","1.8","1.5","3","3","4","3","2","4","3","3.3","20.1","42","0.138461538","0.051724138","0.078571429","4.2","1.826086957","1.3","0.565217391","0.33","0.143478261","1.68","0.730434783","30.95238095","16.41791045","43.47826087","2.898550725","6.666666667","5.314009662","12.22222222","27.0531401","62.22222222","32.36714976","74.44444444"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00056","","","","23","20","1","1","8","15.4","5","5","11","31","4","1","4","4","4","5","2","4","4","5","20.4","42","0.363636364","0.032258065","0.119047619","8.4","1.826086957","2.2","0.47826087","1","0.217391304","3.08","0.669565217","26.19047619","24.50980392","21.73913043","6.441223833","29.62962963","8.051529791","37.03703704","24.79871176","114.0740741","32.85024155","151.1111111"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00057","","","","23","23","1","1","9","20.2","11","11","12","8","4","0.8","4","4","4","4","2","4","4","4.8","25","20","0.333333333","0.1","0.24","1.818181818","0.869565217","1.090909091","0.52173913","0.436363636","0.208695652","1.836363636","0.87826087","60","19.2","47.82608696","6.441223833","13.46801347","7.729468599","16.16161616","32.52818035","68.01346801","40.25764895","84.17508418"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00058","","","","23","23","1","1","9","33","13","13","8","13","2.5","2","2","3","4","5","2","4","4","4.5","37.5","21","0.3125","0.153846154","0.214285714","1.615384615","0.913043478","0.615384615","0.347826087","0.346153846","0.195652174","2.538461538","1.434782609","38.0952381","12","56.52173913","4.025764895","7.122507123","7.246376812","12.82051282","53.14009662","94.01709402","60.38647343","106.8376068"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00059","","","","23","23","1","1","9","18","14","14","49","26","14","2.5","4","4","3","5","2","3","4","16.5","34.5","75","0.285714286","0.096153846","0.22","5.357142857","3.260869565","3.5","2.130434783","1.178571429","0.717391304","1.285714286","0.782608696","65.33333333","47.82608696","60.86956522","22.54428341","37.03703704","26.57004831","43.65079365","28.98550725","47.61904762","55.55555556","91.26984127"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00060","","","","23","23","1","1","9","28.6","11","11","6","21","1","3","4","3","5","5","3","5","3","4","32.6","27","0.166666667","0.142857143","0.148148148","2.454545455","1.173913043","0.545454545","0.260869565","0.363636364","0.173913043","2.6","1.243478261","22.22222222","12.26993865","47.82608696","1.610305958","3.367003367","6.441223833","13.46801347","46.0547504","96.2962963","52.49597424","109.7643098"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00061","","","","23","14","1","1","6","17.8","3","3","7","3","1","1","4","4","4","4","2","3","4","2","19.8","10","0.142857143","0.333333333","0.2","3.333333333","0.434782609","2.333333333","0.304347826","0.666666667","0.086956522","5.933333333","0.773913043","70","10.1010101","13.04347826","1.610305958","12.34567901","3.220611916","24.69135802","28.66344605","219.7530864","31.88405797","244.4444444"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00062","","","","23","23","1","1","9","12.3","13","13","18","56","5","7.5","4","4","4","5","3","4","4","12.5","24.8","74","0.277777778","0.133928571","0.168918919","5.692307692","3.217391304","1.384615385","0.782608696","0.961538462","0.543478261","0.946153846","0.534782609","24.32432432","50.40322581","56.52173913","8.051529791","14.24501425","20.12882448","35.61253561","19.80676329","35.04273504","39.93558776","70.65527066"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00063","","","","23","23","1","1","9","18.2","13","13","59","22","12","2","4","4","4","5","3","4","4","14","32.2","81","0.203389831","0.090909091","0.172839506","6.230769231","3.52173913","4.538461538","2.565217391","1.076923077","0.608695652","1.4","0.791304348","72.83950617","43.47826087","56.52173913","19.3236715","34.18803419","22.54428341","39.88603989","29.30756844","51.85185185","51.85185185","91.73789174"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00064","","","","23","20","1","1","8","8.9","7","7","16","33","4","5","4","4","5","4","2","3","4","9","17.9","49","0.25","0.151515152","0.183673469","7","2.130434783","2.285714286","0.695652174","1.285714286","0.391304348","1.271428571","0.386956522","32.65306122","50.27932961","30.43478261","6.441223833","21.16402116","14.49275362","47.61904762","14.33172303","47.08994709","28.82447665","94.70899471"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00065","","","","23","15","1","1","7","20.4","11","11","9","39","2","5","4","3","4","5","2","4","4","7","27.4","48","0.222222222","0.128205128","0.145833333","4.363636364","2.086956522","0.818181818","0.391304348","0.636363636","0.304347826","1.854545455","0.886956522","18.75","25.54744526","47.82608696","3.220611916","6.734006734","11.27214171","23.56902357","32.85024155","68.68686869","44.12238325","92.25589226"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00066","","","","23","22","1","1","9","16.7","22","22","11","101","2.5","9","4","4","4","4","2","4","4","11.5","28.2","112","0.227272727","0.089108911","0.102678571","5.090909091","4.869565217","0.5","0.47826087","0.522727273","0.5","0.759090909","0.726086957","9.821428571","40.78014184","95.65217391","4.025764895","4.208754209","18.51851852","19.36026936","26.8921095","28.11447811","45.41062802","47.47474747"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00067","","","","23","19","1","1","8","16.2","17","17","11","39","6","3","4","3","5","5","3","3","4","9","25.2","50","0.545454545","0.076923077","0.18","2.941176471","2.173913043","0.647058824","0.47826087","0.529411765","0.391304348","0.952941176","0.704347826","22","35.71428571","73.91304348","9.661835749","13.07189542","14.49275362","19.60784314","26.08695652","35.29411765","40.57971014","54.90196078"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00068","","","","23","23","1","1","9","18.7","14","14","40","36","6","3","4","3","4","4","2","5","4","9","27.7","76","0.15","0.083333333","0.118421053","5.428571429","3.304347826","2.857142857","1.739130435","0.642857143","0.391304348","1.335714286","0.813043478","52.63157895","32.49097473","60.86956522","9.661835749","15.87301587","14.49275362","23.80952381","30.11272142","49.47089947","44.60547504","73.28042328"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00069","","","","23","23","1","1","9","19.8","10","10","17","14","3","1.5","4","3","4","5","2","4","4","4.5","24.3","31","0.176470588","0.107142857","0.14516129","3.1","1.347826087","1.7","0.739130435","0.45","0.195652174","1.98","0.860869565","54.83870968","18.51851852","43.47826087","4.830917874","11.11111111","7.246376812","16.66666667","31.88405797","73.33333333","39.13043478","90"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00070","","","","23","23","1","1","9","18.2","14","14","24","33","3.5","3","4","3","5","5","2","4","4","6.5","24.7","57","0.145833333","0.090909091","0.114035088","4.071428571","2.47826087","1.714285714","1.043478261","0.464285714","0.282608696","1.3","0.791304348","42.10526316","26.31578947","60.86956522","5.636070853","9.259259259","10.46698873","17.1957672","29.30756844","48.14814815","39.77455717","65.34391534"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00071","","","","23","23","1","1","9","18","14","14","20","26","1.5","1","3","3","5","5","3","5","4","2.5","20.5","46","0.075","0.038461538","0.054347826","3.285714286","2","1.428571429","0.869565217","0.178571429","0.108695652","1.285714286","0.782608696","43.47826087","12.19512195","60.86956522","2.415458937","3.968253968","4.025764895","6.613756614","28.98550725","47.61904762","33.01127214","54.23280423"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00072","","","","23","23","1","1","9","26.2","16","16","22","29","5","3","4","3","5","4","2","4","3","8","34.2","51","0.227272727","0.103448276","0.156862745","3.1875","2.217391304","1.375","0.956521739","0.5","0.347826087","1.6375","1.139130435","43.1372549","23.39181287","69.56521739","8.051529791","11.57407407","12.88244767","18.51851852","42.1900161","60.64814815","55.07246377","79.16666667"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00073","","","","23","19","1","1","8","18.6","9","6","19","8","2","1","3","3","4","5","2","5","4","3","21.6","27","0.105263158","0.125","0.111111111","3","1.173913043","2.111111111","0.826086957","0.333333333","0.130434783","2.066666667","0.808695652","70.37037037","13.88888889","39.13043478","3.220611916","8.230452675","4.830917874","12.34567901","29.95169082","76.54320988","34.7826087","88.88888889"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00074","","","","23","19","1","1","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00075","","","","23","23","1","1","9","17.8","8","8","0","10","0","2","3","3","3","3","3","4","4","2","19.8","10","","0.2","0.2","1.25","0.434782609","0","0","0.25","0.086956522","2.225","0.773913043","0","10.1010101","34.7826087","0","0","3.220611916","9.259259259","28.66344605","82.40740741","31.88405797","91.66666667"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00076","","","","23","12","1","1","5","3.3","6","6","4","20","0.4","0.2","3","2","4","3","2","4","4","0.6","3.9","24","0.1","0.01","0.025","4","1.043478261","0.666666667","0.173913043","0.1","0.026086957","0.55","0.143478261","16.66666667","15.38461538","26.08695652","0.644122383","2.469135802","0.966183575","3.703703704","5.314009662","20.37037037","6.280193237","24.07407407"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00077","","","","23","20","1","1","8","25.2","9","9","13","21","2","5","4","3","4","5","2","3","4","7","32.2","34","0.153846154","0.238095238","0.205882353","3.777777778","1.47826087","1.444444444","0.565217391","0.777777778","0.304347826","2.8","1.095652174","38.23529412","21.73913043","39.13043478","3.220611916","8.230452675","11.27214171","28.80658436","40.57971014","103.7037037","51.85185185","132.5102881"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00078","","","","23","23","1","1","9","22.8","9","9","20","27","3","6","4","4","4","4","2","4","4","9","31.8","47","0.15","0.222222222","0.191489362","5.222222222","2.043478261","2.222222222","0.869565217","1","0.391304348","2.533333333","0.991304348","42.55319149","28.30188679","39.13043478","4.830917874","12.34567901","14.49275362","37.03703704","36.71497585","93.82716049","51.20772947","130.8641975"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00079","","","","23","22","1","1","9","30.8","12","12","21","20","5","10","3","2","3","5","2","4","4","15","45.8","41","0.238095238","0.5","0.365853659","3.416666667","1.782608696","1.75","0.913043478","1.25","0.652173913","2.566666667","1.339130435","51.2195122","32.7510917","52.17391304","8.051529791","15.43209877","24.15458937","46.2962963","49.59742351","95.0617284","73.75201288","141.3580247"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00080","","","","23","18","1","1","7","14.4","14","14","9","54","4","9","4","3","4","5","2","4","4","13","27.4","63","0.444444444","0.166666667","0.206349206","4.5","2.739130435","0.642857143","0.391304348","0.928571429","0.565217391","1.028571429","0.626086957","14.28571429","47.44525547","60.86956522","6.441223833","10.58201058","20.93397746","34.39153439","23.1884058","38.0952381","44.12238325","72.48677249"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00081","","","","23","23","1","1","9","27.2","4","4","4","9","0.5","1","3","3","4","3","2","4","4","1.5","28.7","13","0.125","0.111111111","0.115384615","3.25","0.565217391","1","0.173913043","0.375","0.065217391","6.8","1.182608696","30.76923077","5.226480836","17.39130435","0.805152979","4.62962963","2.415458937","13.88888889","43.80032206","251.8518519","46.215781","265.7407407"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00082","","","","23","23","1","1","9","23.4","10","10","6","60","1","3","4","3","5","5","2","5","4","4","27.4","66","0.166666667","0.05","0.060606061","6.6","2.869565217","0.6","0.260869565","0.4","0.173913043","2.34","1.017391304","9.090909091","14.59854015","43.47826087","1.610305958","3.703703704","6.441223833","14.81481481","37.68115942","86.66666667","44.12238325","101.4814815"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00083","","","","23","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00084","","","","23","17","1","1","8","10.5","5","5","4","14","0.8","1","3","3","4","4","2","5","4","1.8","12.3","18","0.2","0.071428571","0.1","3.6","0.782608696","0.8","0.173913043","0.36","0.07826087","2.1","0.456521739","22.22222222","14.63414634","21.73913043","1.288244767","5.925925926","2.898550725","13.33333333","16.90821256","77.77777778","19.80676329","91.11111111"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00085","","","","23","23","1","1","9","16.2","14","14","19","11","4","1","4","3","4","3","2","4","4","5","21.2","30","0.210526316","0.090909091","0.166666667","2.142857143","1.304347826","1.357142857","0.826086957","0.357142857","0.217391304","1.157142857","0.704347826","63.33333333","23.58490566","60.86956522","6.441223833","10.58201058","8.051529791","13.22751323","26.08695652","42.85714286","34.13848631","56.08465608"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00086","","","","23","23","1","1","9","17.5","14","14","13","30","4","3","3","2","4","5","2","4","4","7","24.5","43","0.307692308","0.1","0.162790698","3.071428571","1.869565217","0.928571429","0.565217391","0.5","0.304347826","1.25","0.760869565","30.23255814","28.57142857","60.86956522","6.441223833","10.58201058","11.27214171","18.51851852","28.18035427","46.2962963","39.45249597","64.81481481"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00087","","","","23","23","1","1","9","12.9","14","14","8","24","3","3","4","4","4","4","2","4","4","6","18.9","32","0.375","0.125","0.1875","2.285714286","1.391304348","0.571428571","0.347826087","0.428571429","0.260869565","0.921428571","0.560869565","25","31.74603175","60.86956522","4.830917874","7.936507937","9.661835749","15.87301587","20.77294686","34.12698413","30.43478261","50"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00088","","","","23","23","1","1","9","27.5","16","16","24","46","7","7","4","3","4","5","2","4","4","14","41.5","70","0.291666667","0.152173913","0.2","4.375","3.043478261","1.5","1.043478261","0.875","0.608695652","1.71875","1.195652174","34.28571429","33.73493976","69.56521739","11.27214171","16.2037037","22.54428341","32.40740741","44.28341385","63.65740741","66.82769726","96.06481481"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00089","","","","23","23","1","1","9","19.2","14","14","12","18","2","2","4","3","5","5","2","4","4","4","23.2","30","0.166666667","0.111111111","0.133333333","2.142857143","1.304347826","0.857142857","0.52173913","0.285714286","0.173913043","1.371428571","0.834782609","40","17.24137931","60.86956522","3.220611916","5.291005291","6.441223833","10.58201058","30.9178744","50.79365079","37.35909823","61.37566138"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00090","","","","23","23","1","1","9","26.5","10","4","0","20","0","1","3","3","4","5","3","5","3","1","27.5","20","","0.05","0.05","2","0.869565217","0","0","0.1","0.043478261","2.65","1.152173913","0","3.636363636","43.47826087","0","0","1.610305958","3.703703704","42.67310789","98.14814815","44.28341385","101.8518519"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00091","","","","23","18","1","1","7","13.2","2","2","23","8","2.5","1.2","4","4","4","4","2","4","4","3.7","16.9","31","0.108695652","0.15","0.119354839","15.5","1.347826087","11.5","1","1.85","0.160869565","6.6","0.573913043","74.19354839","21.89349112","8.695652174","4.025764895","46.2962963","5.958132045","68.51851852","21.25603865","244.4444444","27.21417069","312.962963"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00092","","","","23","18","1","1","8","13.4","14","14","22","35","3","4","4","3","5","5","3","4","3","7","20.4","57","0.136363636","0.114285714","0.122807018","4.071428571","2.47826087","1.571428571","0.956521739","0.5","0.304347826","0.957142857","0.582608696","38.59649123","34.31372549","60.86956522","4.830917874","7.936507937","11.27214171","18.51851852","21.57809984","35.44973545","32.85024155","53.96825397"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00093","","","","23","23","1","1","9","18.4","9","9","8","23","2","4","4","3","3","4","3","3","4","6","24.4","31","0.25","0.173913043","0.193548387","3.444444444","1.347826087","0.888888889","0.347826087","0.666666667","0.260869565","2.044444444","0.8","25.80645161","24.59016393","39.13043478","3.220611916","8.230452675","9.661835749","24.69135802","29.62962963","75.72016461","39.29146538","100.4115226"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00094","","","","23","21","1","1","9","12","13","13","20","20","3","3","4","3","4","4","2","3","4","6","18","40","0.15","0.15","0.15","3.076923077","1.739130435","1.538461538","0.869565217","0.461538462","0.260869565","0.923076923","0.52173913","50","33.33333333","56.52173913","4.830917874","8.547008547","9.661835749","17.09401709","19.3236715","34.18803419","28.98550725","51.28205128"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00095","","","","23","22","1","1","9","13.3","17","17","23","17","5","4","4","4","4","5","2","4","4","9","22.3","40","0.217391304","0.235294118","0.225","2.352941176","1.739130435","1.352941176","1","0.529411765","0.391304348","0.782352941","0.57826087","57.5","40.35874439","73.91304348","8.051529791","10.89324619","14.49275362","19.60784314","21.41706924","28.97603486","35.90982287","48.583878"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00096","","","","23","23","1","1","9","13.2","23","23","8","80","1","4.5","3","2","4","5","2","5","4","5.5","18.7","88","0.125","0.05625","0.0625","3.826086957","3.826086957","0.347826087","0.347826087","0.239130435","0.239130435","0.573913043","0.573913043","9.090909091","29.41176471","100","1.610305958","1.610305958","8.85668277","8.85668277","21.25603865","21.25603865","30.11272142","30.11272142"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00097","","","","23","23","1","1","9","15.6","13","13","29","31","3","3","4","3","5","5","3","3","3","6","21.6","60","0.103448276","0.096774194","0.1","4.615384615","2.608695652","2.230769231","1.260869565","0.461538462","0.260869565","1.2","0.67826087","48.33333333","27.77777778","56.52173913","4.830917874","8.547008547","9.661835749","17.09401709","25.12077295","44.44444444","34.7826087","61.53846154"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00098","","","","23","20","1","1","8","19.8","8","8","25","54","5","3","4","3","5","4","2","4","4","8","27.8","79","0.2","0.055555556","0.101265823","9.875","3.434782609","3.125","1.086956522","1","0.347826087","2.475","0.860869565","31.64556962","28.77697842","34.7826087","8.051529791","23.14814815","12.88244767","37.03703704","31.88405797","91.66666667","44.76650564","128.7037037"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00099","","","","23","22","1","1","9","22","13","13","27","30","3","3","4","3","5","5","2","4","4","6","28","57","0.111111111","0.1","0.105263158","4.384615385","2.47826087","2.076923077","1.173913043","0.461538462","0.260869565","1.692307692","0.956521739","47.36842105","21.42857143","56.52173913","4.830917874","8.547008547","9.661835749","17.09401709","35.42673108","62.67806268","45.08856683","79.77207977"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00100","","","","23","19","1","1","8","15.6","13","13","10","12","2","2","4","3","5","5","3","5","3","4","19.6","22","0.2","0.166666667","0.181818182","1.692307692","0.956521739","0.769230769","0.434782609","0.307692308","0.173913043","1.2","0.67826087","45.45454545","20.40816327","56.52173913","3.220611916","5.698005698","6.441223833","11.3960114","25.12077295","44.44444444","31.56199678","55.84045584"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00101","","","","23","23","1","1","9","18.9","13","13","28","25","3","1.5","4","4","5","5","2","4","4","4.5","23.4","53","0.107142857","0.06","0.08490566","4.076923077","2.304347826","2.153846154","1.217391304","0.346153846","0.195652174","1.453846154","0.82173913","52.83018868","19.23076923","56.52173913","4.830917874","8.547008547","7.246376812","12.82051282","30.43478261","53.84615385","37.68115942","66.66666667"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00102","","","","23","23","1","1","9","15.2","10","10","6","41","1","2","3","2","5","4","3","4","3","3","18.2","47","0.166666667","0.048780488","0.063829787","4.7","2.043478261","0.6","0.260869565","0.3","0.130434783","1.52","0.660869565","12.76595745","16.48351648","43.47826087","1.610305958","3.703703704","4.830917874","11.11111111","24.47665056","56.2962963","29.30756844","67.40740741"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00103","","","","23","21","1","1","8","30","14","14","15","48","4","5","4","4","4","5","2","4","4","9","39","63","0.266666667","0.104166667","0.142857143","4.5","2.739130435","1.071428571","0.652173913","0.642857143","0.391304348","2.142857143","1.304347826","23.80952381","23.07692308","60.86956522","6.441223833","10.58201058","14.49275362","23.80952381","48.30917874","79.36507937","62.80193237","103.1746032"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00104","","","","23","22","1","1","9","18.7","19","19","13","34","3","5","4","4","4","","","","","8","26.7","47","0.230769231","0.147058824","0.170212766","2.473684211","2.043478261","0.684210526","0.565217391","0.421052632","0.347826087","0.984210526","0.813043478","27.65957447","29.96254682","82.60869565","4.830917874","5.847953216","12.88244767","15.59454191","30.11272142","36.45224172","42.99516908","52.04678363"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00105","","","","23","23","1","1","9","18.8","13","13","12","30","3","8","4","4","4","2","3","4","3","11","29.8","42","0.25","0.266666667","0.261904762","3.230769231","1.826086957","0.923076923","0.52173913","0.846153846","0.47826087","1.446153846","0.817391304","28.57142857","36.91275168","56.52173913","4.830917874","8.547008547","17.71336554","31.33903134","30.27375201","53.56125356","47.98711755","84.9002849"
