"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root size estimating 1-9|CO_331:0000184","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","treatment_irrigation","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00098","","","","84","46","46","32","18","178","2.6","4.5","40.4","1","7","7.1","47.5","196","0.144444444","0.025280899","0.03622449","4.260869565","0.391304348","0.154347826","0.87826087","9.183673469","14.94736842","1.14638448","3.130511464","17.81305115","20.94356261","1","2.333333333","0.214285714","0.08452381","0.480952381","54.76190476","2.093397746","5.716586151","32.52818035","38.24476651"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00099","","","","84","49","49","49","89","190","17.6","16.7","44","1","1","34.3","78.3","279","0.197752809","0.087894737","0.122939068","5.693877551","1.816326531","0.7","0.897959184","31.89964158","43.80587484","7.760141093","15.12345679","19.40035273","34.52380952","1","3.321428571","1.05952381","0.408333333","0.523809524","58.33333333","13.30309902","25.92592593","33.25774754","59.18367347"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00100","","","","84","41","41","30","","80","","4.2","27.4","1","5","","","","","0.0525","","","","","0.668292683","","","","","12.08112875","","1","","","","0.326190476","48.80952381","","","24.75158085",""
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00101","","","","84","39","39","39","35","200","4.2","6.4","36.8","1","5","10.6","47.4","235","0.12","0.032","0.045106383","6.025641026","0.897435897","0.271794872","0.943589744","14.89361702","22.3628692","1.851851852","4.67372134","16.22574956","20.8994709","1","2.797619048","0.416666667","0.126190476","0.438095238","46.42857143","3.988603989","10.06647673","34.94776828","45.01424501"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00102","","","","84","22","22","5","","31","","0.8","15.8","1","3","","","","","0.025806452","","","","","0.718181818","","","","","6.9664903","","1","","","","0.188095238","26.19047619","","","26.5993266",""
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00103","","","","84","28","28","28","40","96","13.4","4","15.8","1","3","17.4","33.2","136","0.335","0.041666667","0.127941176","4.857142857","1.428571429","0.621428571","0.564285714","29.41176471","52.40963855","5.908289242","7.671957672","6.9664903","14.63844797","1","1.619047619","0.476190476","0.207142857","0.188095238","33.33333333","17.72486772","23.01587302","20.8994709","43.91534392"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00104","","","","84","19","19","17","21","62","3.8","2.4","31.2","1","5","6.2","37.4","83","0.180952381","0.038709677","0.074698795","4.368421053","1.105263158","0.326315789","1.642105263","25.30120482","16.57754011","1.675485009","2.733686067","13.75661376","16.49029982","1","0.988095238","0.25","0.073809524","0.371428571","22.61904762","7.407407407","12.08576998","60.81871345","72.90448343"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00105","","","","84","28","28","0","0","0","0","0","21.2","","","0","21.2","0","","","","0","0","0","0.757142857","","0","0","0","9.347442681","9.347442681","1","0","0","0","0.252380952","33.33333333","0","0","28.04232804","28.04232804"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00106","","","","84","38","38","36","92","130","27.4","7","35.8","1","3","34.4","70.2","222","0.297826087","0.053846154","0.154954955","5.842105263","2.421052632","0.905263158","0.942105263","41.44144144","49.002849","12.08112875","15.1675485","15.78483245","30.95238095","1","2.642857143","1.095238095","0.40952381","0.426190476","45.23809524","26.70565302","33.52826511","34.89278752","68.42105263"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00107","","","","84","40","40","39","51","100","12","7.6","36.2","1","3","19.6","55.8","151","0.235294118","0.076","0.129801325","3.775","1.275","0.49","0.905","33.77483444","35.12544803","5.291005291","8.641975309","15.96119929","24.6031746","1","1.797619048","0.607142857","0.233333333","0.430952381","47.61904762","11.11111111","18.14814815","33.51851852","51.66666667"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00108","","","","84","42","42","38","56","37","17","3.8","66.4","1","3","20.8","87.2","93","0.303571429","0.102702703","0.223655914","2.214285714","1.333333333","0.495238095","1.580952381","60.21505376","23.85321101","7.495590829","9.171075838","29.27689594","38.44797178","1","1.107142857","0.666666667","0.247619048","0.79047619","50","14.99118166","18.34215168","58.55379189","76.89594356"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00109","","","","84","37","37","36","52","68","4.2","3.6","51.2","1","3","7.8","59","120","0.080769231","0.052941176","0.065","3.243243243","1.405405405","0.210810811","1.383783784","43.33333333","13.22033898","1.851851852","3.439153439","22.57495591","26.01410935","1","1.428571429","0.619047619","0.092857143","0.60952381","44.04761905","4.204204204","7.807807808","51.25125125","59.05905906"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00110","","","","84","38","38","38","3","27","0.6","0.8","41.8","1","3","1.4","43.2","30","0.2","0.02962963","0.046666667","0.789473684","0.078947368","0.036842105","1.1","10","3.240740741","0.264550265","0.617283951","18.4303351","19.04761905","1","0.357142857","0.035714286","0.016666667","0.497619048","45.23809524","0.584795322","1.364522417","40.74074074","42.10526316"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00111","","","","84","64","64","31","88","190","17.2","9","70.8","1","3","26.2","97","278","0.195454545","0.047368421","0.094244604","4.34375","1.375","0.409375","1.10625","31.65467626","27.01030928","7.58377425","11.55202822","31.21693122","42.76895944","1","3.30952381","1.047619048","0.311904762","0.842857143","76.19047619","9.953703704","15.16203704","40.97222222","56.13425926"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00112","","","","84","25","25","23","30","104","4.8","9.4","34.8","1","5","14.2","49","134","0.16","0.090384615","0.105970149","5.36","1.2","0.568","1.392","22.3880597","28.97959184","2.116402116","6.261022928","15.34391534","21.60493827","1","1.595238095","0.357142857","0.169047619","0.414285714","29.76190476","7.111111111","21.03703704","51.55555556","72.59259259"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00113","","","","84","42","42","36","58","46","15.4","2.2","17.2","1","3","17.6","34.8","104","0.265517241","0.047826087","0.169230769","2.476190476","1.380952381","0.419047619","0.40952381","55.76923077","50.57471264","6.790123457","7.760141093","7.58377425","15.34391534","1","1.238095238","0.69047619","0.20952381","0.204761905","50","13.58024691","15.52028219","15.1675485","30.68783069"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00114","","","","84","40","40","40","52","42","14.2","4.8","53.4","1","3","19","72.4","94","0.273076923","0.114285714","0.20212766","2.35","1.3","0.475","1.335","55.31914894","26.24309392","6.261022928","8.377425044","23.54497354","31.92239859","1","1.119047619","0.619047619","0.226190476","0.635714286","47.61904762","13.14814815","17.59259259","49.44444444","67.03703704"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00115","","","","84","29","29","22","21","83","2.6","2.8","39.6","1","5","5.4","45","104","0.123809524","0.03373494","0.051923077","3.586206897","0.724137931","0.186206897","1.365517241","20.19230769","12","1.14638448","2.380952381","17.46031746","19.84126984","1","1.238095238","0.25","0.064285714","0.471428571","34.52380952","3.320561941","6.896551724","50.57471264","57.47126437"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00116","","","","84","38","38","29","65","90","9.6","6.4","39.4","1","3","16","55.4","155","0.147692308","0.071111111","0.103225806","4.078947368","1.710526316","0.421052632","1.036842105","41.93548387","28.88086643","4.232804233","7.054673721","17.37213404","24.42680776","1","1.845238095","0.773809524","0.19047619","0.469047619","45.23809524","9.356725146","15.59454191","38.40155945","53.99610136"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00117","","","","84","33","33","28","49","97","10.4","4.2","46.4","1","3","14.6","61","146","0.212244898","0.043298969","0.1","4.424242424","1.484848485","0.442424242","1.406060606","33.56164384","23.93442623","4.585537919","6.437389771","20.45855379","26.89594356","1","1.738095238","0.583333333","0.173809524","0.552380952","39.28571429","11.67227834","16.38608305","52.07631874","68.4624018"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00118","","","","84","38","38","21","14","78","2","3.2","36.8","1","5","5.2","42","92","0.142857143","0.041025641","0.056521739","2.421052632","0.368421053","0.136842105","0.968421053","15.2173913","12.38095238","0.881834215","2.292768959","16.22574956","18.51851852","1","1.095238095","0.166666667","0.061904762","0.438095238","45.23809524","1.949317739","5.068226121","35.86744639","40.93567251"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00119","","","","84","40","40","34","40","109","8.8","9.2","37.6","1","3","18","55.6","149","0.22","0.08440367","0.120805369","3.725","1","0.45","0.94","26.84563758","32.37410072","3.880070547","7.936507937","16.57848325","24.51499118","1","1.773809524","0.476190476","0.214285714","0.447619048","47.61904762","8.148148148","16.66666667","34.81481481","51.48148148"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00120","","","","84","39","39","38","60","120","13.2","6.2","17.2","1","3","19.4","36.6","180","0.22","0.051666667","0.107777778","4.615384615","1.538461538","0.497435897","0.441025641","33.33333333","53.00546448","5.82010582","8.553791887","7.58377425","16.13756614","1","2.142857143","0.714285714","0.230952381","0.204761905","46.42857143","12.53561254","18.42355176","16.334283","34.75783476"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00121","","","","84","45","45","34","34","168","6.8","8.2","48.2","1","3","15","63.2","202","0.2","0.048809524","0.074257426","4.488888889","0.755555556","0.333333333","1.071111111","16.83168317","23.73417722","2.998236332","6.613756614","21.25220459","27.8659612","1","2.404761905","0.404761905","0.178571429","0.573809524","53.57142857","5.596707819","12.34567901","39.67078189","52.01646091"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00122","","","","84","50","50","20","20","50","3.6","3.6","49.4","1","5","7.2","56.6","70","0.18","0.072","0.102857143","1.4","0.4","0.144","0.988","28.57142857","12.72084806","1.587301587","3.174603175","21.78130511","24.95590829","1","0.833333333","0.238095238","0.085714286","0.588095238","59.52380952","2.666666667","5.333333333","36.59259259","41.92592593"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00123","","","","84","38","38","30","60","117","14.2","4.8","51.6","1","3","19","70.6","177","0.236666667","0.041025641","0.107344633","4.657894737","1.578947368","0.5","1.357894737","33.89830508","26.9121813","6.261022928","8.377425044","22.75132275","31.1287478","1","2.107142857","0.714285714","0.226190476","0.614285714","45.23809524","13.84015595","18.51851852","50.29239766","68.81091618"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00124","","","","84","49","49","39","90","124","15.6","5.2","29","1","3","20.8","49.8","214","0.173333333","0.041935484","0.097196262","4.367346939","1.836734694","0.424489796","0.591836735","42.05607477","41.76706827","6.878306878","9.171075838","12.78659612","21.95767196","1","2.547619048","1.071428571","0.247619048","0.345238095","58.33333333","11.79138322","15.72184429","21.91987906","37.64172336"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00125","","","","84","43","43","32","60","80","21","4","47.4","1","3","25","72.4","140","0.35","0.05","0.178571429","3.255813953","1.395348837","0.581395349","1.102325581","42.85714286","34.53038674","9.259259259","11.02292769","20.8994709","31.92239859","1","1.666666667","0.714285714","0.297619048","0.564285714","51.19047619","18.0878553","21.53316107","40.82687339","62.36003445"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00126","","","","84","38","38","20","20","78","3.4","2.7","25.8","1","3","6.1","31.9","98","0.17","0.034615385","0.062244898","2.578947368","0.526315789","0.160526316","0.678947368","20.40816327","19.12225705","1.499118166","2.689594356","11.37566138","14.06525573","1","1.166666667","0.238095238","0.072619048","0.307142857","45.23809524","3.313840156","5.945419103","25.14619883","31.09161793"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00127","","","","84","38","38","34","43","113","16.2","21","48.6","1","3","37.2","85.8","156","0.376744186","0.185840708","0.238461538","4.105263158","1.131578947","0.978947368","1.278947368","27.56410256","43.35664336","7.142857143","16.4021164","21.42857143","37.83068783","1","1.857142857","0.511904762","0.442857143","0.578571429","45.23809524","15.78947368","36.25730994","47.36842105","83.62573099"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00128","","","","84","45","45","36","66","100","11.7","4.7","40.8","1","3","16.4","57.2","166","0.177272727","0.047","0.098795181","3.688888889","1.466666667","0.364444444","0.906666667","39.75903614","28.67132867","5.158730159","7.231040564","17.98941799","25.22045855","1","1.976190476","0.785714286","0.195238095","0.485714286","53.57142857","9.62962963","13.49794239","33.58024691","47.0781893"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00129","","","","84","42","42","19","32","80","8.7","3.4","41","1","3","12.1","53.1","112","0.271875","0.0425","0.108035714","2.666666667","0.761904762","0.288095238","0.976190476","28.57142857","22.78719397","3.835978836","5.335097002","18.07760141","23.41269841","1","1.333333333","0.380952381","0.144047619","0.488095238","50","7.671957672","10.670194","36.15520282","46.82539683"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00130","","","","84","35","35","26","28","63","5.5","2.6","15.6","1","3","8.1","23.7","91","0.196428571","0.041269841","0.089010989","2.6","0.8","0.231428571","0.445714286","30.76923077","34.17721519","2.425044092","3.571428571","6.878306878","10.44973545","1","1.083333333","0.333333333","0.096428571","0.185714286","41.66666667","5.82010582","8.571428571","16.50793651","25.07936508"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00131","","","","84","43","43","38","35","180","4.9","6.2","31.6","1","3","11.1","42.7","215","0.14","0.034444444","0.051627907","5","0.813953488","0.258139535","0.734883721","16.27906977","25.99531616","2.160493827","4.894179894","13.9329806","18.82716049","1","2.55952381","0.416666667","0.132142857","0.376190476","51.19047619","4.220499569","9.560723514","27.21791559","36.7786391"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00132","","","","84","43","43","43","81","360","11.1","11.7","37.4","1","5","22.8","60.2","441","0.137037037","0.0325","0.05170068","10.25581395","1.88372093","0.530232558","0.869767442","18.36734694","37.87375415","4.894179894","10.05291005","16.49029982","26.54320988","1","5.25","0.964285714","0.271428571","0.445238095","51.19047619","9.560723514","19.63824289","32.21360896","51.85185185"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00133","","","","84","44","44","40","147","96","53.9","5.7","24.8","1","1","59.6","84.4","243","0.366666667","0.059375","0.24526749","5.522727273","3.340909091","1.354545455","0.563636364","60.49382716","70.61611374","23.7654321","26.27865961","10.93474427","37.21340388","1","2.892857143","1.75","0.70952381","0.295238095","52.38095238","45.37037037","50.16835017","20.87542088","71.04377104"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00134","","","","84","38","38","9","11","48","1.9","1.4","21.6","1","3","3.3","24.9","59","0.172727273","0.029166667","0.055932203","1.552631579","0.289473684","0.086842105","0.568421053","18.6440678","13.25301205","0.837742504","1.455026455","9.523809524","10.97883598","1","0.702380952","0.130952381","0.039285714","0.257142857","45.23809524","1.851851852","3.216374269","21.05263158","24.26900585"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00135","","","","84","46","46","31","62","96","13.3","5.7","43.4","1","3","19","62.4","158","0.214516129","0.059375","0.120253165","3.434782609","1.347826087","0.413043478","0.943478261","39.24050633","30.44871795","5.864197531","8.377425044","19.13580247","27.51322751","1","1.880952381","0.738095238","0.226190476","0.516666667","54.76190476","10.70853462","15.2979066","34.94363929","50.24154589"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00136","","","","84","44","44","23","34","30","20.8","2.2","29.2","1","3","23","52.2","64","0.611764706","0.073333333","0.359375","1.454545455","0.772727273","0.522727273","0.663636364","53.125","44.06130268","9.171075838","10.14109347","12.87477954","23.01587302","1","0.761904762","0.404761905","0.273809524","0.347619048","52.38095238","17.50841751","19.36026936","24.57912458","43.93939394"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00137","","","","84","43","43","24","70","60","21.3","2.7","51.6","1","3","24","75.6","130","0.304285714","0.045","0.184615385","3.023255814","1.627906977","0.558139535","1.2","53.84615385","31.74603175","9.391534392","10.58201058","22.75132275","33.33333333","1","1.547619048","0.833333333","0.285714286","0.614285714","51.19047619","18.34625323","20.67183463","44.44444444","65.11627907"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00138","","","","84","36","36","14","20","20","4.3","1.3","30.6","1","3","5.6","36.2","40","0.215","0.065","0.14","1.111111111","0.555555556","0.155555556","0.85","50","15.46961326","1.895943563","2.469135802","13.49206349","15.96119929","1","0.476190476","0.238095238","0.066666667","0.364285714","42.85714286","4.423868313","5.761316872","31.48148148","37.24279835"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00139","","","","84","44","44","4","9","7","1.6","0.3","29.8","1","5","1.9","31.7","16","0.177777778","0.042857143","0.11875","0.363636364","0.204545455","0.043181818","0.677272727","56.25","5.993690852","0.705467372","0.837742504","13.13932981","13.97707231","1","0.19047619","0.107142857","0.022619048","0.354761905","52.38095238","1.346801347","1.599326599","25.08417508","26.68350168"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00140","","","","84","39","39","22","40","100","5.2","3.2","41.6","1","5","8.4","50","140","0.13","0.032","0.06","3.58974359","1.025641026","0.215384615","1.066666667","28.57142857","16.8","2.292768959","3.703703704","18.34215168","22.04585538","1","1.666666667","0.476190476","0.1","0.495238095","46.42857143","4.938271605","7.977207977","39.50617284","47.48338082"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00141","","","","84","43","43","42","70","248","13.2","8.6","64.6","1","3","21.8","86.4","318","0.188571429","0.034677419","0.068553459","7.395348837","1.627906977","0.506976744","1.502325581","22.01257862","25.23148148","5.82010582","9.611992945","28.48324515","38.0952381","1","3.785714286","0.833333333","0.25952381","0.769047619","51.19047619","11.36950904","18.77691645","55.6416882","74.41860465"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00142","","","","84","47","47","22","20","27","7","3.8","42.6","1","3","10.8","53.4","47","0.35","0.140740741","0.229787234","1","0.425531915","0.229787234","0.906382979","42.55319149","20.2247191","3.086419753","4.761904762","18.78306878","23.54497354","1","0.55952381","0.238095238","0.128571429","0.507142857","55.95238095","5.516154452","8.510638298","33.56973995","42.08037825"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00143","","","","84","42","42","9","","30","","1.2","24.8","1","7","","","","","0.04","","","","","0.59047619","","","","","10.93474427","","1","","","","0.295238095","50","","","21.86948854",""
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00144","","","","84","54","54","32","23","170","2.8","4.4","49.8","1","7","7.2","57","193","0.12173913","0.025882353","0.037305699","3.574074074","0.425925926","0.133333333","0.922222222","11.91709845","12.63157895","1.234567901","3.174603175","21.95767196","25.13227513","1","2.297619048","0.273809524","0.085714286","0.592857143","64.28571429","1.920438957","4.938271605","34.1563786","39.09465021"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00145","","","","84","46","46","18","25","38","3.2","2.4","37.2","1","5","5.6","42.8","63","0.128","0.063157895","0.088888889","1.369565217","0.543478261","0.12173913","0.808695652","39.68253968","13.08411215","1.410934744","2.469135802","16.4021164","18.8712522","1","0.75","0.297619048","0.066666667","0.442857143","54.76190476","2.576489533","4.508856683","29.95169082","34.4605475"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00146","","","","84","47","47","43","24","179","4.2","8.9","43.8","1","3","13.1","56.9","203","0.175","0.04972067","0.06453202","4.319148936","0.510638298","0.278723404","0.931914894","11.8226601","23.0228471","1.851851852","5.776014109","19.31216931","25.08818342","1","2.416666667","0.285714286","0.155952381","0.521428571","55.95238095","3.309692671","10.32308905","34.51536643","44.83845548"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00147","","","","84","42","42","4","5","9","0.8","0.5","45.6","1","3","1.3","46.9","14","0.16","0.055555556","0.092857143","0.333333333","0.119047619","0.030952381","1.085714286","35.71428571","2.771855011","0.352733686","0.57319224","20.10582011","20.67901235","1","0.166666667","0.05952381","0.01547619","0.542857143","50","0.705467372","1.14638448","40.21164021","41.35802469"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00148","","","","84","43","43","26","44","96","9.2","5.6","48.2","1","3","14.8","63","140","0.209090909","0.058333333","0.105714286","3.255813953","1.023255814","0.344186047","1.120930233","31.42857143","23.49206349","4.05643739","6.525573192","21.25220459","27.77777778","1","1.666666667","0.523809524","0.176190476","0.573809524","51.19047619","7.924203273","12.74763135","41.51593454","54.26356589"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00149","","","","84","47","47","34","70","99","15.5","5.4","37","1","3","20.9","57.9","169","0.221428571","0.054545455","0.123668639","3.595744681","1.489361702","0.444680851","0.787234043","41.42011834","36.09671848","6.834215168","9.215167549","16.31393298","25.52910053","1","2.011904762","0.833333333","0.248809524","0.44047619","55.95238095","12.214342","16.46966115","29.15681639","45.62647754"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00150","","","","84","41","41","29","70","207","12","8.5","69.8","1","1","20.5","90.3","277","0.171428571","0.041062802","0.07400722","6.756097561","1.707317073","0.5","1.702439024","25.27075812","22.7021041","5.291005291","9.038800705","30.77601411","39.81481481","1","3.297619048","0.833333333","0.244047619","0.830952381","48.80952381","10.8401084","18.51851852","63.0532972","81.57181572"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00151","","","","84","41","41","9","6","20","0.8","0.8","19.2","1","5","1.6","20.8","26","0.133333333","0.04","0.061538462","0.634146341","0.146341463","0.03902439","0.468292683","23.07692308","7.692307692","0.352733686","0.705467372","8.465608466","9.171075838","1","0.30952381","0.071428571","0.019047619","0.228571429","48.80952381","0.722673893","1.445347787","17.34417344","18.78952123"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00152","","","","84","28","28","8","2","15","0.6","0.8","10.6","1","5","1.4","12","17","0.3","0.053333333","0.082352941","0.607142857","0.071428571","0.05","0.378571429","11.76470588","11.66666667","0.264550265","0.617283951","4.67372134","5.291005291","1","0.202380952","0.023809524","0.016666667","0.126190476","33.33333333","0.793650794","1.851851852","14.02116402","15.87301587"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00153","","","","84","36","36","","","","","","12.6","","","","","","","","","","","","0.35","","","","","5.555555556","","1","","","","0.15","42.85714286","","","12.96296296",""
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00154","","","","84","32","32","8","15","16","2.5","0.5","21.8","1","3","3","24.8","31","0.166666667","0.03125","0.096774194","0.96875","0.46875","0.09375","0.68125","48.38709677","12.09677419","1.102292769","1.322751323","9.611992945","10.93474427","1","0.369047619","0.178571429","0.035714286","0.25952381","38.0952381","2.893518519","3.472222222","25.23148148","28.7037037"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00155","","","","84","33","33","9","20","50","4.7","1.5","36.8","1","3","6.2","43","70","0.235","0.03","0.088571429","2.121212121","0.606060606","0.187878788","1.115151515","28.57142857","14.41860465","2.072310406","2.733686067","16.22574956","18.95943563","1","0.833333333","0.238095238","0.073809524","0.438095238","39.28571429","5.274971942","6.958473625","41.30190797","48.26038159"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00156","","","","84","37","37","17","53","165","10.3","6.2","60.2","1","5","16.5","76.7","218","0.194339623","0.037575758","0.075688073","5.891891892","1.432432432","0.445945946","1.627027027","24.31192661","21.51238592","4.541446208","7.275132275","26.54320988","33.81834215","1","2.595238095","0.630952381","0.196428571","0.716666667","44.04761905","10.31031031","16.51651652","60.26026026","76.77677678"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00157","","","","84","40","40","14","12","63","1.7","2.5","40.8","1","5","4.2","45","75","0.141666667","0.03968254","0.056","1.875","0.3","0.105","1.02","16","9.333333333","0.749559083","1.851851852","17.98941799","19.84126984","1","0.892857143","0.142857143","0.05","0.485714286","47.61904762","1.574074074","3.888888889","37.77777778","41.66666667"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00158","","","","84","43","43","24","60","40","22.6","2.5","38.6","1","3","25.1","63.7","100","0.376666667","0.0625","0.251","2.325581395","1.395348837","0.58372093","0.897674419","60","39.40345369","9.964726631","11.0670194","17.01940035","28.08641975","1","1.19047619","0.714285714","0.298809524","0.45952381","51.19047619","19.46597761","21.61929371","33.24720069","54.8664944"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00159","","","","84","31","31","25","70","30","26.4","3.2","39.4","1","3","29.6","69","100","0.377142857","0.106666667","0.296","3.225806452","2.258064516","0.95483871","1.270967742","70","42.89855072","11.64021164","13.05114638","17.37213404","30.42328042","1","1.19047619","0.833333333","0.352380952","0.469047619","36.9047619","31.54121864","35.36439665","47.07287933","82.43727599"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00160","","","","84","46","46","34","99","162","21.2","8.5","30.8","1","3","29.7","60.5","261","0.214141414","0.052469136","0.113793103","5.673913043","2.152173913","0.645652174","0.669565217","37.93103448","49.09090909","9.347442681","13.0952381","13.58024691","26.67548501","1","3.107142857","1.178571429","0.353571429","0.366666667","54.76190476","17.06924316","23.91304348","24.79871176","48.71175523"
