"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root size estimating 1-9|CO_331:0000184","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","treatment_irrigation","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00200","","","","84","35","35","33","17","244","7.8","2.8","38.2","1","5","10.6","48.8","261","0.458823529","0.01147541","0.040613027","7.457142857","0.485714286","0.302857143","1.091428571","6.513409962","21.72131148","3.439153439","4.67372134","16.84303351","21.51675485","1","3.107142857","0.202380952","0.126190476","0.454761905","41.66666667","8.253968254","11.21693122","40.42328042","51.64021164"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00201","","","","84","37","37","35","140","555","28.74","22.78","48.4","1","3","51.52","99.92","695","0.205285714","0.041045045","0.074129496","18.78378378","3.783783784","1.392432432","1.308108108","20.14388489","51.561249","12.67195767","22.71604938","21.34038801","44.05643739","1","8.273809524","1.666666667","0.613333333","0.576190476","44.04761905","28.76876877","51.57157157","48.44844845","100.02002"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00202","","","","84","47","47","35","51","80","12.24","4.12","48.4","1","3","16.36","64.76","131","0.24","0.0515","0.124885496","2.787234043","1.085106383","0.348085106","1.029787234","38.93129771","25.26250772","5.396825397","7.21340388","21.34038801","28.55379189","1","1.55952381","0.607142857","0.194761905","0.576190476","55.95238095","9.645390071","12.89204098","38.14026793","51.0323089"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00203","","","","84","38","38","31","55","45","15.9","1.8","26","1","3","17.7","43.7","100","0.289090909","0.04","0.177","2.631578947","1.447368421","0.465789474","0.684210526","55","40.50343249","7.010582011","7.804232804","11.4638448","19.2680776","1","1.19047619","0.654761905","0.210714286","0.30952381","45.23809524","15.49707602","17.25146199","25.3411306","42.59259259"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00204","","","","84","20","20","3","0","4","0","0.2","10","1","9","0.2","10.2","4","","0.05","0.05","0.2","0","0.01","0.5","0","1.960784314","0","0.088183422","4.409171076","4.497354497","1","0.047619048","0","0.002380952","0.119047619","23.80952381","0","0.37037037","18.51851852","18.88888889"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00205","","","","84","50","50","42","60","105","13.8","3.32","37","1","1","17.12","54.12","165","0.23","0.031619048","0.103757576","3.3","1.2","0.3424","0.74","36.36363636","31.63340724","6.084656085","7.548500882","16.31393298","23.86243386","1","1.964285714","0.714285714","0.203809524","0.44047619","59.52380952","10.22222222","12.68148148","27.40740741","40.08888889"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00206","","","","84","37","37","22","32","86","5.4","3.2","40","1","3","8.6","48.6","118","0.16875","0.037209302","0.072881356","3.189189189","0.864864865","0.232432432","1.081081081","27.11864407","17.69547325","2.380952381","3.791887125","17.6366843","21.42857143","1","1.404761905","0.380952381","0.102380952","0.476190476","44.04761905","5.405405405","8.608608609","40.04004004","48.64864865"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00207","","","","84","47","47","37","131","128","53.2","13.8","8.2","1","3","67","75.2","259","0.40610687","0.1078125","0.258687259","5.510638298","2.787234043","1.425531915","0.174468085","50.57915058","89.09574468","23.45679012","29.54144621","3.615520282","33.15696649","1","3.083333333","1.55952381","0.797619048","0.097619048","55.95238095","41.92277384","52.79747833","6.46178093","59.25925926"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00208","","","","84","46","46","30","54","120","9.8","5","23.2","1","3","14.8","38","174","0.181481481","0.041666667","0.085057471","3.782608696","1.173913043","0.32173913","0.504347826","31.03448276","38.94736842","4.320987654","6.525573192","10.2292769","16.75485009","1","2.071428571","0.642857143","0.176190476","0.276190476","54.76190476","7.890499195","11.91626409","18.67954911","30.5958132"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00209","","","","84","28","28","24","25","75","6","3.2","33.4","1","3","9.2","42.6","100","0.24","0.042666667","0.092","3.571428571","0.892857143","0.328571429","1.192857143","25","21.59624413","2.645502646","4.05643739","14.72663139","18.78306878","1","1.19047619","0.297619048","0.10952381","0.397619048","33.33333333","7.936507937","12.16931217","44.17989418","56.34920635"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00210","","","","84","32","32","25","64","150","18.8","8","32.2","1","3","26.8","59","214","0.29375","0.053333333","0.125233645","6.6875","2","0.8375","1.00625","29.90654206","45.42372881","8.289241623","11.81657848","14.19753086","26.01410935","1","2.547619048","0.761904762","0.319047619","0.383333333","38.0952381","21.75925926","31.01851852","37.26851852","68.28703704"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00211","","","","84","36","36","25","50","132","22.8","6.6","54.8","1","3","29.4","84.2","182","0.456","0.05","0.161538462","5.055555556","1.388888889","0.816666667","1.522222222","27.47252747","34.91686461","10.05291005","12.96296296","24.1622575","37.12522046","1","2.166666667","0.595238095","0.35","0.652380952","42.85714286","23.45679012","30.24691358","56.37860082","86.6255144"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00212","","","","84","23","23","10","8","16","4.2","1","13.6","1","3","5.2","18.8","24","0.525","0.0625","0.216666667","1.043478261","0.347826087","0.226086957","0.591304348","33.33333333","27.65957447","1.851851852","2.292768959","5.996472663","8.289241623","1","0.285714286","0.095238095","0.061904762","0.161904762","27.38095238","6.763285024","8.373590982","21.90016103","30.27375201"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00213","","","","84","43","43","41","64","240","12","11.2","34.8","1","3","23.2","58","304","0.1875","0.046666667","0.076315789","7.069767442","1.488372093","0.539534884","0.809302326","21.05263158","40","5.291005291","10.2292769","15.34391534","25.57319224","1","3.619047619","0.761904762","0.276190476","0.414285714","51.19047619","10.33591731","19.98277347","29.97416021","49.95693368"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00214","","","","84","37","37","24","52","87","20","5.6","74.6","1","3","25.6","100.2","139","0.384615385","0.064367816","0.184172662","3.756756757","1.405405405","0.691891892","2.016216216","37.41007194","25.5489022","8.818342152","11.28747795","32.89241623","44.17989418","1","1.654761905","0.619047619","0.304761905","0.888095238","44.04761905","20.02002002","25.62562563","74.67467467","100.3003003"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00215","","","","84","48","48","38","70","200","12.8","8","34.4","1","3","20.8","55.2","270","0.182857143","0.04","0.077037037","5.625","1.458333333","0.433333333","0.716666667","25.92592593","37.68115942","5.643738977","9.171075838","15.1675485","24.33862434","1","3.214285714","0.833333333","0.247619048","0.40952381","57.14285714","9.87654321","16.04938272","26.54320988","42.59259259"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00216","","","","84","42","42","18","46","45","17.2","2.6","41.2","1","3","19.8","61","91","0.373913043","0.057777778","0.217582418","2.166666667","1.095238095","0.471428571","0.980952381","50.54945055","32.45901639","7.58377425","8.73015873","18.16578483","26.89594356","1","1.083333333","0.547619048","0.235714286","0.49047619","50","15.1675485","17.46031746","36.33156966","53.79188713"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00217","","","","84","37","37","12","15","50","2.6","2.2","47.4","1","5","4.8","52.2","65","0.173333333","0.044","0.073846154","1.756756757","0.405405405","0.12972973","1.281081081","23.07692308","9.195402299","1.14638448","2.116402116","20.8994709","23.01587302","1","0.773809524","0.178571429","0.057142857","0.564285714","44.04761905","2.602602603","4.804804805","47.44744745","52.25225225"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00218","","","","84","42","42","35","50","128","9.4","7.4","24.8","1","3","16.8","41.6","178","0.188","0.0578125","0.094382022","4.238095238","1.19047619","0.4","0.59047619","28.08988764","40.38461538","4.144620811","7.407407407","10.93474427","18.34215168","1","2.119047619","0.595238095","0.2","0.295238095","50","8.289241623","14.81481481","21.86948854","36.68430335"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00219","","","","84","38","38","4","7","5","1","0.2","48.4","1","3","1.2","49.6","12","0.142857143","0.04","0.1","0.315789474","0.184210526","0.031578947","1.273684211","58.33333333","2.419354839","0.440917108","0.529100529","21.34038801","21.86948854","1","0.142857143","0.083333333","0.014285714","0.576190476","45.23809524","0.974658869","1.169590643","47.17348928","48.34307992"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00220","","","","84","33","33","21","61","45","22.6","3","54.8","1","3","25.6","80.4","106","0.370491803","0.066666667","0.241509434","3.212121212","1.848484848","0.775757576","1.660606061","57.54716981","31.84079602","9.964726631","11.28747795","24.1622575","35.44973545","1","1.261904762","0.726190476","0.304761905","0.652380952","39.28571429","25.3647587","28.73176207","61.50392817","90.23569024"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00221","","","","84","40","40","31","61","134","11.36","5.46","32.2","1","3","16.82","49.02","195","0.186229508","0.040746269","0.08625641","4.875","1.525","0.4205","0.805","31.28205128","34.3125255","5.008818342","7.41622575","14.19753086","21.61375661","1","2.321428571","0.726190476","0.200238095","0.383333333","47.61904762","10.51851852","15.57407407","29.81481481","45.38888889"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00222","","","","84","54","54","25","24","39","3.84","2.94","45.2","1","5","6.78","51.98","63","0.16","0.075384615","0.107619048","1.166666667","0.444444444","0.125555556","0.837037037","38.0952381","13.04347826","1.693121693","2.989417989","19.92945326","22.91887125","1","0.75","0.285714286","0.080714286","0.538095238","64.28571429","2.633744856","4.650205761","31.00137174","35.6515775"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00223","","","","84","28","28","20","10","87","0.6","1.4","25.6","1","7","2","27.6","97","0.06","0.016091954","0.020618557","3.464285714","0.357142857","0.071428571","0.914285714","10.30927835","7.246376812","0.264550265","0.881834215","11.28747795","12.16931217","1","1.154761905","0.119047619","0.023809524","0.304761905","33.33333333","0.793650794","2.645502646","33.86243386","36.50793651"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00224","","","","84","49","49","40","95","120","17.28","4.14","51.6","1","3","21.42","73.02","215","0.181894737","0.0345","0.099627907","4.387755102","1.93877551","0.437142857","1.053061224","44.18604651","29.33442892","7.619047619","9.444444444","22.75132275","32.1957672","1","2.55952381","1.130952381","0.255","0.614285714","58.33333333","13.06122449","16.19047619","39.00226757","55.19274376"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00225","","","","84","43","43","22","9","87","1.48","2.36","48.6","1","7","3.84","52.44","96","0.164444444","0.027126437","0.04","2.23255814","0.209302326","0.089302326","1.130232558","9.375","7.322654462","0.652557319","1.693121693","21.42857143","23.12169312","1","1.142857143","0.107142857","0.045714286","0.578571429","51.19047619","1.274763135","3.30749354","41.86046512","45.16795866"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00226","","","","84","46","46","24","60","30","29.4","1.8","29.4","1","7","31.2","60.6","90","0.49","0.06","0.346666667","1.956521739","1.304347826","0.67826087","0.639130435","66.66666667","51.48514851","12.96296296","13.75661376","12.96296296","26.71957672","1","1.071428571","0.714285714","0.371428571","0.35","54.76190476","23.67149758","25.12077295","23.67149758","48.79227053"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00227","","","","84","41","41","14","12","74","2.2","2.8","57","1","3","5","62","86","0.183333333","0.037837838","0.058139535","2.097560976","0.292682927","0.12195122","1.390243902","13.95348837","8.064516129","0.970017637","2.204585538","25.13227513","27.33686067","1","1.023809524","0.142857143","0.05952381","0.678571429","48.80952381","1.987353207","4.516711834","51.49051491","56.00722674"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00228","","","","84","40","40","14","8","62","1.2","1.6","47.6","1","7","2.8","50.4","70","0.15","0.025806452","0.04","1.75","0.2","0.07","1.19","11.42857143","5.555555556","0.529100529","1.234567901","20.98765432","22.22222222","1","0.833333333","0.095238095","0.033333333","0.566666667","47.61904762","1.111111111","2.592592593","44.07407407","46.66666667"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00229","","","","84","38","38","19","13","15","2","0.6","68.4","1","3","2.6","71","28","0.153846154","0.04","0.092857143","0.736842105","0.342105263","0.068421053","1.8","46.42857143","3.661971831","0.881834215","1.14638448","30.15873016","31.30511464","1","0.333333333","0.154761905","0.030952381","0.814285714","45.23809524","1.949317739","2.53411306","66.66666667","69.20077973"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00230","","","","84","37","37","29","44","106","9.8","5","36.4","1","3","14.8","51.2","150","0.222727273","0.047169811","0.098666667","4.054054054","1.189189189","0.4","0.983783784","29.33333333","28.90625","4.320987654","6.525573192","16.04938272","22.57495591","1","1.785714286","0.523809524","0.176190476","0.433333333","44.04761905","9.80980981","14.81481481","36.43643644","51.25125125"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00231","","","","84","46","46","23","35","75","9.4","3","54.6","1","5","12.4","67","110","0.268571429","0.04","0.112727273","2.391304348","0.760869565","0.269565217","1.186956522","31.81818182","18.50746269","4.144620811","5.467372134","24.07407407","29.54144621","1","1.30952381","0.416666667","0.147619048","0.65","54.76190476","7.568438003","9.98389694","43.96135266","53.9452496"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00232","","","","84","36","36","17","40","42","8.8","2.4","18.4","1","1","11.2","29.6","82","0.22","0.057142857","0.136585366","2.277777778","1.111111111","0.311111111","0.511111111","48.7804878","37.83783784","3.880070547","4.938271605","8.11287478","13.05114638","1","0.976190476","0.476190476","0.133333333","0.219047619","42.85714286","9.053497942","11.52263374","18.93004115","30.4526749"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00233","","","","84","56","56","9","9","21","1","0.8","48.6","1","5","1.8","50.4","30","0.111111111","0.038095238","0.06","0.535714286","0.160714286","0.032142857","0.867857143","30","3.571428571","0.440917108","0.793650794","21.42857143","22.22222222","1","0.357142857","0.107142857","0.021428571","0.578571429","66.66666667","0.661375661","1.19047619","32.14285714","33.33333333"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00234","","","","84","38","38","36","100","250","19.8","10.8","18.2","1","3","30.6","48.8","350","0.198","0.0432","0.087428571","9.210526316","2.631578947","0.805263158","0.478947368","28.57142857","62.70491803","8.73015873","13.49206349","8.024691358","21.51675485","1","4.166666667","1.19047619","0.364285714","0.216666667","45.23809524","19.29824561","29.8245614","17.73879142","47.56335283"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00235","","","","84","37","37","15","15","86","2.4","3.8","27.8","1","3","6.2","34","101","0.16","0.044186047","0.061386139","2.72972973","0.405405405","0.167567568","0.751351351","14.85148515","18.23529412","1.058201058","2.733686067","12.25749559","14.99118166","1","1.202380952","0.178571429","0.073809524","0.330952381","44.04761905","2.402402402","6.206206206","27.82782783","34.03403403"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00236","","","","84","39","39","16","26","84","3.8","4","17.8","1","3","7.8","25.6","110","0.146153846","0.047619048","0.070909091","2.820512821","0.666666667","0.2","0.456410256","23.63636364","30.46875","1.675485009","3.439153439","7.848324515","11.28747795","1","1.30952381","0.30952381","0.092857143","0.211904762","46.42857143","3.608736942","7.407407407","16.90408357","24.31149098"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00237","","","","84","37","37","24","42","126","4.4","5.6","41.2","1","5","10","51.2","168","0.104761905","0.044444444","0.05952381","4.540540541","1.135135135","0.27027027","1.113513514","25","19.53125","1.940035273","4.409171076","18.16578483","22.57495591","1","2","0.5","0.119047619","0.49047619","44.04761905","4.404404404","10.01001001","41.24124124","51.25125125"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00238","","","","84","44","44","30","45","33","12","4","31.6","1","3","16","47.6","78","0.266666667","0.121212121","0.205128205","1.772727273","1.022727273","0.363636364","0.718181818","57.69230769","33.61344538","5.291005291","7.054673721","13.9329806","20.98765432","1","0.928571429","0.535714286","0.19047619","0.376190476","52.38095238","10.1010101","13.46801347","26.5993266","40.06734007"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00239","","","","84","48","48","41","68","205","19.2","11.4","45.6","1","3","30.6","76.2","273","0.282352941","0.055609756","0.112087912","5.6875","1.416666667","0.6375","0.95","24.90842491","40.15748031","8.465608466","13.49206349","20.10582011","33.5978836","1","3.25","0.80952381","0.364285714","0.542857143","57.14285714","14.81481481","23.61111111","35.18518519","58.7962963"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00240","","","","84","47","47","11","8","18","16","0.8","66.6","1","3","16.8","83.4","26","2","0.044444444","0.646153846","0.553191489","0.170212766","0.357446809","1.417021277","30.76923077","20.14388489","7.054673721","7.407407407","29.36507937","36.77248677","1","0.30952381","0.095238095","0.2","0.792857143","55.95238095","12.60835303","13.23877069","52.4822695","65.72104019"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00241","","","","84","49","49","36","44","102","5.92","3.78","46.6","1","3","9.7","56.3","146","0.134545455","0.037058824","0.066438356","2.979591837","0.897959184","0.197959184","0.951020408","30.1369863","17.22912966","2.610229277","4.276895944","20.54673721","24.82363316","1","1.738095238","0.523809524","0.11547619","0.554761905","58.33333333","4.47467876","7.331821618","35.22297808","42.5547997"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00242","","","","84","42","42","36","8","111","0.8","2.86","25.4","1","5","3.66","29.06","119","0.1","0.025765766","0.030756303","2.833333333","0.19047619","0.087142857","0.604761905","6.722689076","12.5946318","0.352733686","1.613756614","11.19929453","12.81305115","1","1.416666667","0.095238095","0.043571429","0.302380952","50","0.705467372","3.227513228","22.39858907","25.62610229"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00243","","","","84","37","37","37","80","140","22.2","2.36","26.8","1","3","24.56","51.36","220","0.2775","0.016857143","0.111636364","5.945945946","2.162162162","0.663783784","0.724324324","36.36363636","47.81931464","9.788359788","10.82892416","11.81657848","22.64550265","1","2.619047619","0.952380952","0.292380952","0.319047619","44.04761905","22.22222222","24.58458458","26.82682683","51.41141141"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00244","","","","84","34","34","30","90","103","16.6","5.16","34.2","1","3","21.76","55.96","193","0.184444444","0.050097087","0.112746114","5.676470588","2.647058824","0.64","1.005882353","46.63212435","38.8849178","7.319223986","9.594356261","15.07936508","24.67372134","1","2.297619048","1.071428571","0.259047619","0.407142857","40.47619048","18.08278867","23.7037037","37.25490196","60.95860566"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00245","","","","84","44","44","7","10","25","2.76","1.1","47.8","1","3","3.86","51.66","35","0.276","0.044","0.110285714","0.795454545","0.227272727","0.087727273","1.086363636","28.57142857","7.471931862","1.216931217","1.701940035","21.07583774","22.77777778","1","0.416666667","0.119047619","0.045952381","0.569047619","52.38095238","2.323232323","3.249158249","40.23569024","43.48484848"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00246","","","","84","38","38","33","71","74","33.5","5.2","81.6","1","3","38.7","120.3","145","0.471830986","0.07027027","0.266896552","3.815789474","1.868421053","1.018421053","2.147368421","48.96551724","32.16957606","14.7707231","17.06349206","35.97883598","53.04232804","1","1.726190476","0.845238095","0.460714286","0.971428571","45.23809524","32.65107212","37.71929825","79.53216374","117.251462"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00247","","","","84","46","46","36","82","152","17.22","5.72","37.2","1","3","22.94","60.14","234","0.21","0.037631579","0.098034188","5.086956522","1.782608696","0.498695652","0.808695652","35.04273504","38.1443299","7.592592593","10.11463845","16.4021164","26.51675485","1","2.785714286","0.976190476","0.273095238","0.442857143","54.76190476","13.8647343","18.47020934","29.95169082","48.42190016"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00248","","","","84","38","38","0","0","0","0","0","87.8","","","0","87.8","0","","","","0","0","0","2.310526316","","0","0","0","38.71252205","38.71252205","1","0","0","0","1.045238095","45.23809524","0","0","85.57504873","85.57504873"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00249","","","","84","49","49","35","70","150","13.1","6.22","50.4","1","3","19.32","69.72","220","0.187142857","0.041466667","0.087818182","4.489795918","1.428571429","0.394285714","1.028571429","31.81818182","27.71084337","5.776014109","8.518518519","22.22222222","30.74074074","1","2.619047619","0.833333333","0.23","0.6","58.33333333","9.901738473","14.6031746","38.0952381","52.6984127"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00250","","","","84","48","48","31","154","178","15.22","5.56","65.2","1","3","20.78","85.98","332","0.098831169","0.031235955","0.062590361","6.916666667","3.208333333","0.432916667","1.358333333","46.38554217","24.16841126","6.710758377","9.162257496","28.74779541","37.91005291","1","3.952380952","1.833333333","0.247380952","0.776190476","57.14285714","11.74382716","16.03395062","50.30864198","66.34259259"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00251","","","","84","28","28","0","0","0","0","0","19.4","","","0","19.4","0","","","","0","0","0","0.692857143","","0","0","0","8.553791887","8.553791887","1","0","0","0","0.230952381","33.33333333","0","0","25.66137566","25.66137566"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00252","","","","84","32","32","29","140","404","20.94","19","49","1","3","39.94","88.94","544","0.149571429","0.047029703","0.073419118","17","4.375","1.248125","1.53125","25.73529412","44.90667866","9.232804233","17.61022928","21.60493827","39.21516755","1","6.476190476","1.666666667","0.47547619","0.583333333","38.0952381","24.23611111","46.22685185","56.71296296","102.9398148"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00253","","","","84","46","46","17","14","46","1.76","2.18","37.8","1","5","3.94","41.74","60","0.125714286","0.047391304","0.065666667","1.304347826","0.304347826","0.085652174","0.82173913","23.33333333","9.439386679","0.776014109","1.737213404","16.66666667","18.40388007","1","0.714285714","0.166666667","0.046904762","0.45","54.76190476","1.417069243","3.172302738","30.43478261","33.60708535"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00254","","","","84","40","40","26","42","88","5.78","5.64","43","1","3","11.42","54.42","130","0.137619048","0.064090909","0.087846154","3.25","1.05","0.2855","1.075","32.30769231","20.98493201","2.548500882","5.035273369","18.95943563","23.99470899","1","1.547619048","0.5","0.135952381","0.511904762","47.61904762","5.351851852","10.57407407","39.81481481","50.38888889"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00255","","","","84","42","42","28","96","194","20.66","12.86","32.2","1","3","33.52","65.72","290","0.215208333","0.06628866","0.115586207","6.904761905","2.285714286","0.798095238","0.766666667","33.10344828","51.0042605","9.109347443","14.77954145","14.19753086","28.97707231","1","3.452380952","1.142857143","0.399047619","0.383333333","50","18.21869489","29.55908289","28.39506173","57.95414462"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00256","","","","84","43","43","27","20","60","3.54","3.4","68.2","1","3","6.94","75.14","80","0.177","0.056666667","0.08675","1.860465116","0.465116279","0.161395349","1.586046512","25","9.236092627","1.560846561","3.059964727","30.07054674","33.13051146","1","0.952380952","0.238095238","0.082619048","0.811904762","51.19047619","3.049095607","5.977605512","58.74246339","64.72006891"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00257","","","","84","39","39","3","0","20","0","0.42","33.8","1","5","0.42","34.22","20","","0.021","0.021","0.512820513","0","0.010769231","0.866666667","0","1.227352425","0","0.185185185","14.90299824","15.08818342","1","0.238095238","0","0.005","0.402380952","46.42857143","0","0.398860399","32.09876543","32.49762583"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00258","","","","84","42","42","10","14","35","1.48","2.46","25.4","1","3","3.94","29.34","49","0.105714286","0.070285714","0.080408163","1.166666667","0.333333333","0.093809524","0.604761905","28.57142857","13.42876619","0.652557319","1.737213404","11.19929453","12.93650794","1","0.583333333","0.166666667","0.046904762","0.302380952","50","1.305114638","3.474426808","22.39858907","25.87301587"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00259","","","","84","52","52","29","28","36","5.74","2.4","37.4","1","3","8.14","45.54","64","0.205","0.066666667","0.1271875","1.230769231","0.538461538","0.156538462","0.719230769","43.75","17.87439614","2.530864198","3.589065256","16.49029982","20.07936508","1","0.761904762","0.333333333","0.096904762","0.445238095","61.9047619","4.088319088","5.797720798","26.63817664","32.43589744"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00260","","","","84","46","46","39","98","146","28.98","13.94","48.8","1","3","42.92","91.72","244","0.295714286","0.095479452","0.175901639","5.304347826","2.130434783","0.933043478","1.060869565","40.16393443","46.79459224","12.77777778","18.92416226","21.51675485","40.44091711","1","2.904761905","1.166666667","0.510952381","0.580952381","54.76190476","23.33333333","34.55716586","39.29146538","73.84863124"
"","","MZP2019CHL-ST01","","","","","","","","","MZP2019CHL-ST01-00261","","","","84","33","33","32","50","117","19.4","9.5","38","1","5","28.9","66.9","167","0.388","0.081196581","0.173053892","5.060606061","1.515151515","0.875757576","1.151515152","29.94011976","43.19880419","8.553791887","12.74250441","16.75485009","29.4973545","1","1.988095238","0.595238095","0.344047619","0.452380952","39.28571429","21.77328844","32.43546577","42.64870932","75.08417508"
