"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00096","","","","39","32","1","1","8","21","18","48","88","4.2","4.9","27.6","3","6","5","10","1","3","3","3","3.12","2.12","1.24","42.14","46.61","5.29","7.89","18.06","9.1","36.7","136","0.0875","0.055681818","0.066911765","6.476190476","3.487179487","2.285714286","1.230769231","0.433333333","0.233333333","1.314285714","0.707692308","35.29411765","24.79564033","53.84615385","3.988603989","7.407407407","8.641975309","16.04938272","26.21082621","48.67724868","34.85280152","64.72663139"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00097","","","","39","39","1","1","9","9","5","0","4","0","1","42.2","5","5","5","15.8","3","1","4","7","3.07","1.8","1.02","87.97","56.34","3.54","4.87","14.55","1","43.2","4","","0.25","0.25","0.444444444","0.102564103","0","0","0.111111111","0.025641026","4.688888889","1.082051282","0","2.314814815","23.07692308","0","0","0.949667616","4.115226337","40.07597341","173.6625514","41.02564103","177.7777778"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00098","","","","39","35","1","1","9","14","2","0","4","0","1.5","32.2","3","7","6","16.7","7","3","5","5","3.85","1.53","1.14","16.97","65.36","2.55","4.08","5.21","1.5","33.7","4","","0.375","0.375","0.285714286","0.102564103","0","0","0.107142857","0.038461538","2.3","0.825641026","0","4.451038576","35.8974359","0","0","1.424501425","3.968253968","30.57929725","85.18518519","32.00379867","89.15343915"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00099","","","","39","39","1","1","9","13","5","0","4","0","0.9","29","7","6","2","19.7","5","3","5","3","4.54","1.82","1.14","151.18","62.34","2.37","4.13","7.88","0.9","29.9","4","","0.225","0.225","0.307692308","0.102564103","0","0","0.069230769","0.023076923","2.230769231","0.743589744","0","3.010033445","33.33333333","0","0","0.854700855","2.564102564","27.54036087","82.62108262","28.39506173","85.18518519"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00100","","","","39","28","1","1","7","14","7","2","4","0.6","0.9","7","6","6","2","14.5","3","6","6","1","2.46","1.91","1.06","31.25","56.84","8.92","12.6","1.57","1.5","8.5","6","0.3","0.225","0.25","0.428571429","0.153846154","0.142857143","0.051282051","0.107142857","0.038461538","0.5","0.179487179","33.33333333","17.64705882","35.8974359","0.56980057","1.587301587","1.424501425","3.968253968","6.647673314","18.51851852","8.072174739","22.48677249"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00101","","","","39","39","1","1","8","15","4","6","8","1","1","36","5","5","2","15.2","7","3","6","3","3.05","1.95","1.1","92.18","54.86","3.64","4.89","17.43","2","38","14","0.166666667","0.125","0.142857143","0.933333333","0.358974359","0.4","0.153846154","0.133333333","0.051282051","2.4","0.923076923","42.85714286","5.263157895","38.46153846","0.949667616","2.469135802","1.899335233","4.938271605","34.18803419","88.88888889","36.08736942","93.82716049"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00102","","","","39","32","1","1","8","9","3","0","3","0","0.9","21","5","3","2","12.5","2","2","3","4","2.2","1.76","0.87","150.48","56.85","5.06","7.12","9.73","0.9","21.9","3","","0.3","0.3","0.333333333","0.076923077","0","0","0.1","0.023076923","2.333333333","0.538461538","0","4.109589041","23.07692308","0","0","0.854700855","3.703703704","19.94301994","86.41975309","20.7977208","90.12345679"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00103","","","","39","34","1","1","5","23","14","11","15","2.2","3.8","17","3","5","2","16.5","3","3","5","3","3.33","1.74","1.11","118.22","61.9","2.31","3.75","8.99","6","23","26","0.2","0.253333333","0.230769231","1.130434783","0.666666667","0.47826087","0.282051282","0.260869565","0.153846154","0.739130435","0.435897436","42.30769231","26.08695652","58.97435897","2.089268756","3.542673108","5.698005698","9.661835749","16.14434948","27.37520129","21.84235518","37.03703704"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00104","","","","39","37","1","1","8","14","14","0","6","0","1","47","6","3","2","11.7","1","7","5","3","2.71","1.77","1.09","38.81","55.05","4.44","5.87","11.44","1","48","6","","0.166666667","0.166666667","0.428571429","0.153846154","0","0","0.071428571","0.025641026","3.357142857","1.205128205","0","2.083333333","35.8974359","0","0","0.949667616","2.645502646","44.63437797","124.3386243","45.58404558","126.984127"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00105","","","","39","29","1","1","8","14","11","12","21","2.8","3.5","18","3","5","3","14.7","3","6","4","3","4.45","1.93","1.18","33.51","62.23","3.49","5.08","5.36","6.3","24.3","33","0.233333333","0.166666667","0.190909091","2.357142857","0.846153846","0.857142857","0.307692308","0.45","0.161538462","1.285714286","0.461538462","36.36363636","25.92592593","35.8974359","2.659069326","7.407407407","5.982905983","16.66666667","17.09401709","47.61904762","23.07692308","64.28571429"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00106","","","","39","31","1","1","8","16","16","3","0","0.8","0","43","","","","","5","4","4","7","","","","","","","","","0.8","43.8","3","0.266666667","","0.266666667","0.1875","0.076923077","0.1875","0.076923077","0.05","0.020512821","2.6875","1.102564103","100","1.826484018","41.02564103","0.759734093","1.851851852","0.759734093","1.851851852","40.8357075","99.53703704","41.5954416","101.3888889"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00107","","","","39","22","2","7","8","12","12","9","20","1.5","1.8","18","5","5","5","18.9","7","3","7","3","2.57","1.49","0.87","64.16","69.1","3.36","4.93","8.28","3.3","21.3","29","0.166666667","0.09","0.113793103","2.416666667","0.743589744","0.75","0.230769231","0.275","0.084615385","1.5","0.461538462","31.03448276","15.49295775","30.76923077","1.424501425","4.62962963","3.133903134","10.18518519","17.09401709","55.55555556","20.22792023","65.74074074"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00108","","","","39","36","1","1","8","15","10","20","9","2.8","1","29","3","5","2","16.6","6","1","5","7","2.49","1.45","1.02","117.98","66.76","2.46","3.63","6.72","3.8","32.8","29","0.14","0.111111111","0.131034483","1.933333333","0.743589744","1.333333333","0.512820513","0.253333333","0.097435897","1.933333333","0.743589744","68.96551724","11.58536585","38.46153846","2.659069326","6.913580247","3.608736942","9.382716049","27.54036087","71.60493827","31.14909782","80.98765432"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00109","","","","39","27","1","1","9","24","9","13","5","3.9","1","33","5","5","5","13.8","3","1","4","7","3.19","1.84","1.03","70.21","56.63","4.16","5.69","12.12","4.9","37.9","18","0.3","0.2","0.272222222","0.75","0.461538462","0.541666667","0.333333333","0.204166667","0.125641026","1.375","0.846153846","72.22222222","12.92875989","61.53846154","3.703703704","6.018518519","4.65337132","7.561728395","31.33903134","50.92592593","35.99240266","58.48765432"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00110","","","","39","14","1","1","9","14","4","0","3","0","0.9","30","5","5","2","15.2","3","3","3","6","2.48","1.73","1","68.37","60.24","3.89","5.48","13.95","0.9","30.9","3","","0.3","0.3","0.214285714","0.076923077","0","0","0.064285714","0.023076923","2.142857143","0.769230769","0","2.912621359","35.8974359","0","0","0.854700855","2.380952381","28.49002849","79.36507937","29.34472934","81.74603175"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00111","","","","39","39","1","1","9","19","16","14","32","2","4","23","5","5","5","15.5","1","1","3","7","3.35","1.97","1.12","168.65","56.31","3.37","5.36","10.06","6","29","46","0.142857143","0.125","0.130434783","2.421052632","1.179487179","0.736842105","0.358974359","0.315789474","0.153846154","1.210526316","0.58974359","30.43478261","20.68965517","48.71794872","1.899335233","3.898635478","5.698005698","11.69590643","21.84235518","44.83430799","27.54036087","56.53021442"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00112","","","","39","38","1","1","9","22","21","43","82","9","11.2","39","5","5","6","15.2","1","1","3","6","3.6","1.56","0.99","127.13","67.8","2.4","3.56","4.05","20.2","59.2","125","0.209302326","0.136585366","0.1616","5.681818182","3.205128205","1.954545455","1.102564103","0.918181818","0.517948718","1.772727273","1","34.4","34.12162162","56.41025641","8.547008547","15.15151515","19.18328585","34.00673401","37.03703704","65.65656566","56.22032289","99.66329966"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00113","","","","39","19","1","1","7","13","6","0","15","0","1.9","18.2","3","4","3","13.5","1","7","3","3","3.07","1.77","1.05","25.74","59.31","5.89","8.4","5.11","1.9","20.1","15","","0.126666667","0.126666667","1.153846154","0.384615385","0","0","0.146153846","0.048717949","1.4","0.466666667","0","9.452736318","33.33333333","0","0","1.804368471","5.413105413","17.28395062","51.85185185","19.08831909","57.26495726"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00114","","","","39","38","1","1","9","19","13","10","20","2","6","41","5","6","5","16","2","2","2","4","2.99","1.52","0.86","58.31","65.61","3.99","5.38","5.73","8","49","30","0.2","0.3","0.266666667","1.578947368","0.769230769","0.526315789","0.256410256","0.421052632","0.205128205","2.157894737","1.051282051","33.33333333","16.32653061","48.71794872","1.899335233","3.898635478","7.597340931","15.59454191","38.93637227","79.92202729","46.5337132","95.5165692"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00115","","","","39","39","1","1","9","16","8","0","8","0","1.8","36","5","3","2","19.5","7","3","5","3","4.76","2.02","1.25","98.66","64.42","1.67","3.11","11.13","1.8","37.8","8","","0.225","0.225","0.5","0.205128205","0","0","0.1125","0.046153846","2.25","0.923076923","0","4.761904762","41.02564103","0","0","1.709401709","4.166666667","34.18803419","83.33333333","35.8974359","87.5"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00116","","","","39","39","1","1","8","16","6","0","16","0","2","10","5","5","7","","5","3","7","3","","","","","","","","","2","12","16","","0.125","0.125","1","0.41025641","0","0","0.125","0.051282051","0.625","0.256410256","0","16.66666667","41.02564103","0","0","1.899335233","4.62962963","9.496676163","23.14814815","11.3960114","27.77777778"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00117","","","","39","36","1","1","8","18","15","7","33","1.8","5.6","14","3","6","5","21.5","1","1","3","7","2.84","1.33","0.84","101.89","69.58","2.34","3.39","9.14","7.4","21.4","40","0.257142857","0.16969697","0.185","2.222222222","1.025641026","0.388888889","0.179487179","0.411111111","0.18974359","0.777777778","0.358974359","17.5","34.57943925","46.15384615","1.709401709","3.703703704","7.027540361","15.22633745","13.29534663","28.80658436","20.32288699","44.03292181"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00118","","","","39","24","2","6","6","24","23","11","13","1.2","2","9","7","5","6","","7","3","5","5","","","","","","","","","3.2","12.2","24","0.109090909","0.153846154","0.133333333","1","0.615384615","0.458333333","0.282051282","0.133333333","0.082051282","0.375","0.230769231","45.83333333","26.2295082","61.53846154","1.13960114","1.851851852","3.038936372","4.938271605","8.547008547","13.88888889","11.58594492","18.82716049"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00119","","","","39","29","1","1","9","19","9","6","44","2.9","2","28","7","6","6","","6","1","5","5","","","","","","","","","4.9","32.9","50","0.483333333","0.045454545","0.098","2.631578947","1.282051282","0.315789474","0.153846154","0.257894737","0.125641026","1.473684211","0.717948718","12","14.89361702","48.71794872","2.754036087","5.653021442","4.65337132","9.55165692","26.59069326","54.58089669","31.24406458","64.13255361"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00120","","","","39","39","1","1","7","17","8","0","32","0","1","27","7","5","6","","7","3","6","3","","","","","","","","","1","28","32","","0.03125","0.03125","1.882352941","0.820512821","0","0","0.058823529","0.025641026","1.588235294","0.692307692","0","3.571428571","43.58974359","0","0","0.949667616","2.178649237","25.64102564","58.82352941","26.59069326","61.00217865"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00121","","","","39","28","1","4","8","10","7","2","20","0.5","1.8","7","3","3","5","","3","3","5","4","","","","","","","","","2.3","9.3","22","0.25","0.09","0.104545455","2.2","0.564102564","0.2","0.051282051","0.23","0.058974359","0.7","0.179487179","9.090909091","24.7311828","25.64102564","0.474833808","1.851851852","2.184235518","8.518518519","6.647673314","25.92592593","8.831908832","34.44444444"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00122","","","","39","3","1","1","7","3","2","3","10","0.1","0.9","7.5","5","5","5","12.9","1","1","3","5","3.56","2.17","1.42","49.59","44.2","3.73","5.62","24.36","1","8.5","13","0.033333333","0.09","0.076923077","4.333333333","0.333333333","1","0.076923077","0.333333333","0.025641026","2.5","0.192307692","23.07692308","11.76470588","7.692307692","0.094966762","1.234567901","0.949667616","12.34567901","7.122507123","92.59259259","8.072174739","104.9382716"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00123","","","","39","36","1","4","8","12","11","4","22","0.9","1.9","4.8","5","7","5","14.7","1","3","5","3","4.32","2.02","1.21","32.87","53.32","3.4","5.45","16.21","2.8","7.6","26","0.225","0.086363636","0.107692308","2.166666667","0.666666667","0.333333333","0.102564103","0.233333333","0.071794872","0.4","0.123076923","15.38461538","36.84210526","30.76923077","0.854700855","2.777777778","2.659069326","8.641975309","4.558404558","14.81481481","7.217473884","23.45679012"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00124","","","","39","39","2","3","8","9","9","22","11","12","4","26","8","8","5","13","3","5","6","3","2.12","1.5","0.97","27.78","50.75","5.95","7.72","14.55","16","42","33","0.545454545","0.363636364","0.484848485","3.666666667","0.846153846","2.444444444","0.564102564","1.777777778","0.41025641","2.888888889","0.666666667","66.66666667","38.0952381","23.07692308","11.3960114","49.38271605","15.19468186","65.8436214","24.69135802","106.9958848","39.88603989","172.8395062"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00125","","","","39","39","1","4","8","17","17","45","56","10","5.9","15","3","3","4","10","1","1","2","6","1.84","1.44","0.93","30.82","38.23","10.69","15.14","18.16","15.9","30.9","101","0.222222222","0.105357143","0.157425743","5.941176471","2.58974359","2.647058824","1.153846154","0.935294118","0.407692308","0.882352941","0.384615385","44.55445545","51.45631068","43.58974359","9.496676163","21.78649237","15.0997151","34.64052288","14.24501425","32.67973856","29.34472934","67.32026144"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00126","","","","39","39","1","1","9","17","15","15","25","1","1.5","22","6","4","4","18.1","1","1","2","4","3.09","1.81","0.92","174.63","47.35","2.88","4.58","24.16","2.5","24.5","40","0.066666667","0.06","0.0625","2.352941176","1.025641026","0.882352941","0.384615385","0.147058824","0.064102564","1.294117647","0.564102564","37.5","10.20408163","43.58974359","0.949667616","2.178649237","2.374169041","5.446623094","20.89268756","47.93028322","23.2668566","53.37690632"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00127","","","","39","39","1","1","9","21","4","13","13","1","0.8","25","7","7","5","","7","3","7","4","","","","","","","","","1.8","26.8","26","0.076923077","0.061538462","0.069230769","1.238095238","0.666666667","0.619047619","0.333333333","0.085714286","0.046153846","1.19047619","0.641025641","50","6.71641791","53.84615385","0.949667616","1.76366843","1.709401709","3.174603175","23.74169041","44.09171076","25.45109212","47.26631393"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00128","","","","39","37","1","1","7","12","8","12","23","2","3","16","5","6","6","","7","5","7","3","","","","","","","","","5","21","35","0.166666667","0.130434783","0.142857143","2.916666667","0.897435897","1","0.307692308","0.416666667","0.128205128","1.333333333","0.41025641","34.28571429","23.80952381","30.76923077","1.899335233","6.172839506","4.748338082","15.43209877","15.19468186","49.38271605","19.94301994","64.81481481"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00129","","","","39","39","1","1","8","13","4","2","9","0.9","0.9","26","5","3","5","","7","3","7","3","","","","","","","","","1.8","27.8","11","0.45","0.1","0.163636364","0.846153846","0.282051282","0.153846154","0.051282051","0.138461538","0.046153846","2","0.666666667","18.18181818","6.474820144","33.33333333","0.854700855","2.564102564","1.709401709","5.128205128","24.69135802","74.07407407","26.40075973","79.2022792"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00130","","","","39","35","1","1","8","20","13","16","20","1.2","0.9","16","7","5","5","17.9","7","7","7","3","3","1.24","0.75","67.22","68.34","2.2","2.91","10.64","2.1","18.1","36","0.075","0.045","0.058333333","1.8","0.923076923","0.8","0.41025641","0.105","0.053846154","0.8","0.41025641","44.44444444","11.60220994","51.28205128","1.13960114","2.222222222","1.994301994","3.888888889","15.19468186","29.62962963","17.18898386","33.51851852"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00131","","","","39","38","1","1","8","22","7","4","22","0.9","4.9","27","5","5","7","22.5","2","5","2","3","3.3","1.84","1.01","56.69","66.55","2.41","3.7","8.13","5.8","32.8","26","0.225","0.222727273","0.223076923","1.181818182","0.666666667","0.181818182","0.102564103","0.263636364","0.148717949","1.227272727","0.692307692","15.38461538","17.68292683","56.41025641","0.854700855","1.515151515","5.508072175","9.764309764","25.64102564","45.45454545","31.14909782","55.21885522"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00132","","","","39","26","1","1","5","18","3","0","6","0","0.6","23","7","6","6","","7","2","5","3","","","","","","","","","0.6","23.6","6","","0.1","0.1","0.333333333","0.153846154","0","0","0.033333333","0.015384615","1.277777778","0.58974359","0","2.542372881","46.15384615","0","0","0.56980057","1.234567901","21.84235518","47.32510288","22.41215575","48.55967078"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00133","","","","39","24","1","6","7","5","2","0","12","0","1.2","9","6","5","6","","5","3","4","3","","","","","","","","","1.2","10.2","12","","0.1","0.1","2.4","0.307692308","0","0","0.24","0.030769231","1.8","0.230769231","0","11.76470588","12.82051282","0","0","1.13960114","8.888888889","8.547008547","66.66666667","9.686609687","75.55555556"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00134","","","","39","28","1","1","8","13","12","25","33","3.2","2.2","2.5","5","5","5","","7","2","7","5","","","","","","","","","5.4","7.9","58","0.128","0.066666667","0.093103448","4.461538462","1.487179487","1.923076923","0.641025641","0.415384615","0.138461538","0.192307692","0.064102564","43.10344828","68.35443038","33.33333333","3.038936372","9.116809117","5.128205128","15.38461538","2.374169041","7.122507123","7.502374169","22.50712251"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00135","","","","39","39","1","1","8","18","10","15","22","2","2.5","32","5","3","5","18.5","7","2","6","5","3.57","1.68","1.09","84.45","61.78","2.44","3.69","12.2","4.5","36.5","37","0.133333333","0.113636364","0.121621622","2.055555556","0.948717949","0.833333333","0.384615385","0.25","0.115384615","1.777777778","0.820512821","40.54054054","12.32876712","46.15384615","1.899335233","4.115226337","4.273504274","9.259259259","30.38936372","65.8436214","34.662868","75.10288066"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00136","","","","39","38","1","1","7","19","2","5","75","1","3.2","11","3","3","5","13","2","5","3","3","3.58","2.2","1.26","47.82","39.19","8.22","12.09","19.48","4.2","15.2","80","0.2","0.042666667","0.0525","4.210526316","2.051282051","0.263157895","0.128205128","0.221052632","0.107692308","0.578947368","0.282051282","6.25","27.63157895","48.71794872","0.949667616","1.949317739","3.988603989","8.187134503","10.44634378","21.44249513","14.43494777","29.62962963"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00137","","","","39","37","1","1","8","27","27","70","80","10","7.5","21.5","3","3","5","16.1","1","1","7","6","3.28","1.27","0.96","134.44","62.8","2.5","3.45","11.41","17.5","39","150","0.142857143","0.09375","0.116666667","5.555555556","3.846153846","2.592592593","1.794871795","0.648148148","0.448717949","0.796296296","0.551282051","46.66666667","44.87179487","69.23076923","9.496676163","13.71742112","16.61918329","24.00548697","20.41785375","29.49245542","37.03703704","53.49794239"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00138","","","","39","38","1","1","8","16","16","8","31","1","4.9","23","6","5","3","22.2","7","5","7","3","2.79","1.48","1.18","78.91","67.03","1.42","2.7","13.34","5.9","28.9","39","0.125","0.158064516","0.151282051","2.4375","1","0.5","0.205128205","0.36875","0.151282051","1.4375","0.58974359","20.51282051","20.41522491","41.02564103","0.949667616","2.314814815","5.603038936","13.65740741","21.84235518","53.24074074","27.44539411","66.89814815"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00139","","","","39","24","1","1","6","10","10","4","14","0.6","0.8","9","6","4","3","","4","6","5","3","","","","","","","","","1.4","10.4","18","0.15","0.057142857","0.077777778","1.8","0.461538462","0.4","0.102564103","0.14","0.035897436","0.9","0.230769231","22.22222222","13.46153846","25.64102564","0.56980057","2.222222222","1.329534663","5.185185185","8.547008547","33.33333333","9.87654321","38.51851852"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00140","","","","39","38","1","1","8","13","1","0","5","0","0.9","22.5","6","6","6","","6","2","5","4","","","","","","","","","0.9","23.4","5","","0.18","0.18","0.384615385","0.128205128","0","0","0.069230769","0.023076923","1.730769231","0.576923077","0","3.846153846","33.33333333","0","0","0.854700855","2.564102564","21.36752137","64.1025641","22.22222222","66.66666667"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00141","","","","39","27","1","1","7","10","2","0","4","0","0.9","13.8","7","5","6","","7","1","6","7","","","","","","","","","0.9","14.7","4","","0.225","0.225","0.4","0.102564103","0","0","0.09","0.023076923","1.38","0.353846154","0","6.12244898","25.64102564","0","0","0.854700855","3.333333333","13.10541311","51.11111111","13.96011396","54.44444444"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00142","","","","39","36","1","1","8","19","17","9","34","2","4.2","16","5","3","6","19.1","1","2","2","5","2.89","1.65","0.96","103.95","67.31","2.82","3.93","11.15","6.2","22.2","43","0.222222222","0.123529412","0.144186047","2.263157895","1.102564103","0.473684211","0.230769231","0.326315789","0.158974359","0.842105263","0.41025641","20.93023256","27.92792793","48.71794872","1.899335233","3.898635478","5.887939221","12.08576998","15.19468186","31.18908382","21.08262108","43.2748538"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00143","","","","39","38","1","1","9","9","9","10","2","2","2","19.8","5","3","3","","7","2","6","4","","","","","","","","","4","23.8","12","0.2","1","0.333333333","1.333333333","0.307692308","1.111111111","0.256410256","0.444444444","0.102564103","2.2","0.507692308","83.33333333","16.80672269","23.07692308","1.899335233","8.230452675","3.798670465","16.46090535","18.8034188","81.48148148","22.60208927","97.94238683"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00144","","","","39","39","1","1","9","13","11","4","34","0.8","3.2","14.5","7","5","5","19.6","7","5","7","3","3.4","1.4","1.09","96.81","60.69","2","2.76","16.01","4","18.5","38","0.2","0.094117647","0.105263158","2.923076923","0.974358974","0.307692308","0.102564103","0.307692308","0.102564103","1.115384615","0.371794872","10.52631579","21.62162162","33.33333333","0.759734093","2.279202279","3.798670465","11.3960114","13.77018044","41.31054131","17.5688509","52.70655271"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00145","","","","39","39","1","1","8","21","0","0","0","0","0","26","","","","","","","","","","","","","","","","","0","26","0","","","","0","0","0","0","0","0","1.238095238","0.666666667","","0","53.84615385","0","0","0","0","24.69135802","45.85537919","24.69135802","45.85537919"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00146","","","","39","12","1","5","7","11","7","0","15","0","1","9","7","7","7","","4","2","5","4","","","","","","","","","1","10","15","","0.066666667","0.066666667","1.363636364","0.384615385","0","0","0.090909091","0.025641026","0.818181818","0.230769231","0","10","28.20512821","0","0","0.949667616","3.367003367","8.547008547","30.3030303","9.496676163","33.67003367"
"","","MZP2011UMB-MT01","","","","","","","","","MZP2011UMB-MT01-00147","","","","39","37","1","5","9","15","4","0","7","0","0.5","30","7","7","5","","3","3","5","3","","","","","","","","","0.5","30.5","7","","0.071428571","0.071428571","0.466666667","0.179487179","0","0","0.033333333","0.012820513","2","0.769230769","0","1.639344262","38.46153846","0","0","0.474833808","1.234567901","28.49002849","74.07407407","28.9648623","75.30864198"
