"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Content of total sugars estimating 1-9|CO_331:0000766","Content of starch in raw storage roots estimating 1-9|CO_331:0001055","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2013GUR-AT04","","","","","","","","","MZP2013GUR-AT04-00001","","","","39","10","1","","","8","8","0","20","0","7.5","5.6","7","7","1","1","5","5","5","12.39","7.5","13.1","20","","0.375","0.375","2.5","0.512820513","0","0","0.9375","0.192307692","0.7","0.143589744","0","57.2519084","20.51282051","0","0","7.122507123","34.72222222","5.318138651","25.92592593","12.44064577","60.64814815"
"","","MZP2013GUR-AT04","","","","","","","","","MZP2013GUR-AT04-00002","","","","39","30","1","1","5","30","30","18","40","0.8","14","13.7","3","3","3","1","5","3","3","7.23","14.8","28.5","58","0.044444444","0.35","0.255172414","1.933333333","1.487179487","0.6","0.461538462","0.493333333","0.379487179","0.456666667","0.351282051","31.03448276","51.92982456","76.92307692","0.759734093","0.987654321","14.05508072","18.27160494","13.01044634","16.91358025","27.06552707","35.18518519"
"","","MZP2013GUR-AT04","","","","","","","","","MZP2013GUR-AT04-00003","","","","39","25","1","1","5","25","19","10","17","4","5.7","7.6","5","5","3","1","5","3","3","7.23","9.7","17.3","27","0.4","0.335294118","0.359259259","1.08","0.692307692","0.4","0.256410256","0.388","0.248717949","0.304","0.194871795","37.03703704","56.06936416","64.1025641","3.798670465","5.925925926","9.211775878","14.37037037","7.217473884","11.25925926","16.42924976","25.62962963"
"","","MZP2013GUR-AT04","","","","","","","","","MZP2013GUR-AT04-00004","","","","39","24","1","1","5","24","24","11","50","3.5","13.7","8.5","5","5","3","1","5","3","3","7.23","17.2","25.7","61","0.318181818","0.274","0.281967213","2.541666667","1.564102564","0.458333333","0.282051282","0.716666667","0.441025641","0.354166667","0.217948718","18.03278689","66.92607004","61.53846154","3.323836657","5.401234568","16.334283","26.54320988","8.072174739","13.11728395","24.40645774","39.66049383"
"","","MZP2013GUR-AT04","","","","","","","","","MZP2013GUR-AT04-00005","","","","39","24","1","1","5","24","20","8","49","2","13.5","7.7","5","5","3","1","7","5","5","11.03","15.5","23.2","57","0.25","0.275510204","0.271929825","2.375","1.461538462","0.333333333","0.205128205","0.645833333","0.397435897","0.320833333","0.197435897","14.03508772","66.81034483","61.53846154","1.899335233","3.086419753","14.71984805","23.91975309","7.312440646","11.88271605","22.0322887","35.80246914"
"","","MZP2013GUR-AT04","","","","","","","","","MZP2013GUR-AT04-00006","","","","39","28","1","1","5","28","28","12","59","3.6","15.2","10.5","5","5","3","1","5","3","5","7.23","18.8","29.3","71","0.3","0.257627119","0.264788732","2.535714286","1.820512821","0.428571429","0.307692308","0.671428571","0.482051282","0.375","0.269230769","16.90140845","64.16382253","71.79487179","3.418803419","4.761904762","17.85375119","24.86772487","9.971509972","13.88888889","27.82526116","38.75661376"
"","","MZP2013GUR-AT04","","","","","","","","","MZP2013GUR-AT04-00007","","","","39","27","1","1","5","21","21","10","44","3","13.3","9.6","5","5","3","1","5","3","5","6.12","16.3","25.9","54","0.3","0.302272727","0.301851852","2.571428571","1.384615385","0.476190476","0.256410256","0.776190476","0.417948718","0.457142857","0.246153846","18.51851852","62.93436293","53.84615385","2.849002849","5.291005291","15.47958215","28.74779541","9.116809117","16.93121693","24.59639126","45.67901235"
"","","MZP2013GUR-AT04","","","","","","","","","MZP2013GUR-AT04-00008","","","","39","33","1","1","5","33","33","9","106","2.3","23.6","12.5","3","3","5","1","5","3","5","7.23","25.9","38.4","115","0.255555556","0.222641509","0.225217391","3.484848485","2.948717949","0.272727273","0.230769231","0.784848485","0.664102564","0.378787879","0.320512821","7.826086957","67.44791667","84.61538462","2.184235518","2.581369248","24.59639126","29.0684624","11.8708452","14.0291807","36.46723647","43.0976431"
"","","MZP2013GUR-AT04","","","","","","","","","MZP2013GUR-AT04-00009","","","","39","27","1","1","5","27","27","14","82","3.8","19.7","10.3","3","3","7","1","5","5","5","10.5","23.5","33.8","96","0.271428571","0.240243902","0.244791667","3.555555556","2.461538462","0.518518519","0.358974359","0.87037037","0.602564103","0.381481481","0.264102564","14.58333333","69.52662722","69.23076923","3.608736942","5.212620027","22.31718898","32.23593964","9.781576448","14.12894376","32.09876543","46.3648834"
"","","MZP2013GUR-AT04","","","","","","","","","MZP2013GUR-AT04-00010","","","","39","25","1","1","7","24","24","10","40","3","12.7","7.6","5","5","3","1","5","3","3","7.76","15.7","23.3","50","0.3","0.3175","0.314","2.083333333","1.282051282","0.416666667","0.256410256","0.654166667","0.402564103","0.316666667","0.194871795","20","67.38197425","61.53846154","2.849002849","4.62962963","14.90978158","24.22839506","7.217473884","11.72839506","22.12725546","35.95679012"
"","","MZP2013GUR-AT04","","","","","","","","","MZP2013GUR-AT04-00011","","","","39","27","1","1","5","27","20","9","31","2.5","11.7","8","5","3","5","5","5","3","3","7.76","14.2","22.2","40","0.277777778","0.377419355","0.355","1.481481481","1.025641026","0.333333333","0.230769231","0.525925926","0.364102564","0.296296296","0.205128205","22.5","63.96396396","69.23076923","2.374169041","3.429355281","13.48528015","19.478738","7.597340931","10.9739369","21.08262108","30.4526749"
"","","MZP2013GUR-AT04","","","","","","","","","MZP2013GUR-AT04-00012","","","","39","25","1","1","5","25","22","0","44","0","12.1","7.7","5","5","5","1","5","3","3","5.49","12.1","19.8","44","","0.275","0.275","1.76","1.128205128","0","0","0.484","0.31025641","0.308","0.197435897","0","61.11111111","64.1025641","0","0","11.49097816","17.92592593","7.312440646","11.40740741","18.8034188","29.33333333"
"","","MZP2013GUR-AT04","","","","","","","","","MZP2013GUR-AT04-00013","","","","39","27","1","3","5","27","27","9","50","2.3","13.8","6.5","5","5","3","1","5","3","3","7.23","16.1","22.6","59","0.255555556","0.276","0.272881356","2.185185185","1.512820513","0.333333333","0.230769231","0.596296296","0.412820513","0.240740741","0.166666667","15.25423729","71.23893805","69.23076923","2.184235518","3.155006859","15.28964862","22.08504801","6.172839506","8.916323731","21.46248813","31.00137174"
"","","MZP2013GUR-AT04","","","","","","","","","MZP2013GUR-AT04-00014","","","","39","28","1","3","3","28","28","0","50","0","13","5.8","5","5","5","1","5","3","3","7.76","13","18.8","50","","0.26","0.26","1.785714286","1.282051282","0","0","0.464285714","0.333333333","0.207142857","0.148717949","0","69.14893617","71.79487179","0","0","12.34567901","17.1957672","5.508072175","7.671957672","17.85375119","24.86772487"
