"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2012GUR-AT17","","","","","","","","","MZP2012GUR-AT17-00001","","","","39","30","1","3","5","28","28","6","61","1.2","8.5","5","4","5","5","5","1","7","5","5","11.03","9.7","14.7","67","0.2","0.139344262","0.144776119","2.392857143","1.717948718","0.214285714","0.153846154","0.346428571","0.248717949","0.178571429","0.128205128","8.955223881","65.98639456","71.79487179","1.13960114","1.587301587","9.211775878","12.83068783","4.748338082","6.613756614","13.96011396","19.44444444"
"","","MZP2012GUR-AT17","","","","","","","","","MZP2012GUR-AT17-00002","","","","39","21","1","3","5","18","18","0","51","0","6","4","6","5","5","3","1","5","3","3","6.12","6","10","51","","0.117647059","0.117647059","2.833333333","1.307692308","0","0","0.333333333","0.153846154","0.222222222","0.102564103","0","60","46.15384615","0","0","5.698005698","12.34567901","3.798670465","8.230452675","9.496676163","20.57613169"
"","","MZP2012GUR-AT17","","","","","","","","","MZP2012GUR-AT17-00003","","","","39","22","1","3","5","22","7","0","8","0","1","5","2","7","7","3","1","5","3","3","6.12","1","6","8","","0.125","0.125","0.363636364","0.205128205","0","0","0.045454545","0.025641026","0.227272727","0.128205128","0","16.66666667","56.41025641","0","0","0.949667616","1.683501684","4.748338082","8.417508418","5.698005698","10.1010101"
"","","MZP2012GUR-AT17","","","","","","","","","MZP2012GUR-AT17-00004","","","","39","23","1","3","5","23","23","6","40","1.1","6","5.5","9","5","5","3","1","5","3","3","7.23","7.1","12.6","46","0.183333333","0.15","0.154347826","2","1.179487179","0.260869565","0.153846154","0.308695652","0.182051282","0.239130435","0.141025641","13.04347826","56.34920635","58.97435897","1.044634378","1.771336554","6.742640076","11.4331723","5.22317189","8.85668277","11.96581197","20.28985507"
"","","MZP2012GUR-AT17","","","","","","","","","MZP2012GUR-AT17-00005","","","","39","29","1","3","5","24","24","0","43","0","8.5","5.3","4","3","5","3","1","5","5","5","11.03","8.5","13.8","43","","0.197674419","0.197674419","1.791666667","1.102564103","0","0","0.354166667","0.217948718","0.220833333","0.135897436","0","61.5942029","61.53846154","0","0","8.072174739","13.11728395","5.033238367","8.179012346","13.10541311","21.2962963"
"","","MZP2012GUR-AT17","","","","","","","","","MZP2012GUR-AT17-00006","","","","39","38","1","1","5","31","31","19","80","6.1","12","5.8","5","5","5","3","1","5","3","3","7.76","18.1","23.9","99","0.321052632","0.15","0.182828283","3.193548387","2.538461538","0.612903226","0.487179487","0.583870968","0.464102564","0.187096774","0.148717949","19.19191919","75.73221757","79.48717949","5.79297246","7.287933094","17.18898386","21.62485066","5.508072175","6.929510155","22.69705603","28.55436081"
"","","MZP2012GUR-AT17","","","","","","","","","MZP2012GUR-AT17-00007","","","","39","34","1","3","5","27","27","11","23","2.5","3.5","5.6","9","5","5","3","1","5","3","3","6.12","6","11.6","34","0.227272727","0.152173913","0.176470588","1.259259259","0.871794872","0.407407407","0.282051282","0.222222222","0.153846154","0.207407407","0.143589744","32.35294118","51.72413793","69.23076923","2.374169041","3.429355281","5.698005698","8.230452675","5.318138651","7.68175583","11.01614435","15.9122085"
"","","MZP2012GUR-AT17","","","","","","","","","MZP2012GUR-AT17-00008","","","","39","30","1","1","5","28","28","5","57","1.1","4.5","5","4","5","5","3","1","5","3","3","6.12","5.6","10.6","62","0.22","0.078947368","0.090322581","2.214285714","1.58974359","0.178571429","0.128205128","0.2","0.143589744","0.178571429","0.128205128","8.064516129","52.83018868","71.79487179","1.044634378","1.455026455","5.318138651","7.407407407","4.748338082","6.613756614","10.06647673","14.02116402"
"","","MZP2012GUR-AT17","","","","","","","","","MZP2012GUR-AT17-00009","","","","39","29","1","3","5","14","10","0","11","0","2","6","2","5","7","5","1","5","5","5","10.5","2","8","11","","0.181818182","0.181818182","0.785714286","0.282051282","0","0","0.142857143","0.051282051","0.428571429","0.153846154","0","25","35.8974359","0","0","1.899335233","5.291005291","5.698005698","15.87301587","7.597340931","21.16402116"
"","","MZP2012GUR-AT17","","","","","","","","","MZP2012GUR-AT17-00010","","","","39","30","1","3","5","28","28","5","39","1.2","3","12.3","6","5","5","5","1","5","5","5","10.5","4.2","16.5","44","0.24","0.076923077","0.095454545","1.571428571","1.128205128","0.178571429","0.128205128","0.15","0.107692308","0.439285714","0.315384615","11.36363636","25.45454545","71.79487179","1.13960114","1.587301587","3.988603989","5.555555556","11.68091168","16.26984127","15.66951567","21.82539683"
