"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Content of total sugars estimating 1-9|CO_331:0000766","Content of starch in raw storage roots estimating 1-9|CO_331:0001055","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2013GUR-AT03","","","","","","","","","MZP2013GUR-AT03-00001","","","","39","19","1","1","3","15","15","6","18","1.2","10.5","12.5","1","3","1","7","1","1","1","1.74","11.7","24.2","24","0.2","0.583333333","0.4875","1.6","0.615384615","0.4","0.153846154","0.78","0.3","0.833333333","0.320512821","25","48.34710744","38.46153846","1.13960114","2.962962963","11.11111111","28.88888889","11.8708452","30.86419753","22.98195632","59.75308642"
"","","MZP2013GUR-AT03","","","","","","","","","MZP2013GUR-AT03-00002","","","","39","17","1","1","3","16","16","0","26","0","10.3","10","3","5","5","1","7","5","5","10.5","10.3","20.3","26","","0.396153846","0.396153846","1.625","0.666666667","0","0","0.64375","0.264102564","0.625","0.256410256","0","50.73891626","41.02564103","0","0","9.781576448","23.84259259","9.496676163","23.14814815","19.27825261","46.99074074"
"","","MZP2013GUR-AT03","","","","","","","","","MZP2013GUR-AT03-00003","","","","39","10","1","1","3","7","7","0","13","0","9.5","7.5","5","5","5","1","7","5","3","11.03","9.5","17","13","","0.730769231","0.730769231","1.857142857","0.333333333","0","0","1.357142857","0.243589744","1.071428571","0.192307692","0","55.88235294","17.94871795","0","0","9.021842355","50.26455026","7.122507123","39.68253968","16.14434948","89.94708995"
"","","MZP2013GUR-AT03","","","","","","","","","MZP2013GUR-AT03-00004","","","","39","20","1","3","5","13","13","6","29","1","12","8.5","5","5","3","1","5","5","3","6.12","13","21.5","35","0.166666667","0.413793103","0.371428571","2.692307692","0.897435897","0.461538462","0.153846154","1","0.333333333","0.653846154","0.217948718","17.14285714","60.46511628","33.33333333","0.949667616","2.849002849","12.34567901","37.03703704","8.072174739","24.21652422","20.41785375","61.25356125"
"","","MZP2013GUR-AT03","","","","","","","","","MZP2013GUR-AT03-00005","","","","39","11","1","3","3","11","11","10","20","3","10","7.5","3","5","3","1","7","5","5","14.37","13","20.5","30","0.3","0.5","0.433333333","2.727272727","0.769230769","0.909090909","0.256410256","1.181818182","0.333333333","0.681818182","0.192307692","33.33333333","63.41463415","28.20512821","2.849002849","10.1010101","12.34567901","43.77104377","7.122507123","25.25252525","19.46818613","69.02356902"
"","","MZP2013GUR-AT03","","","","","","","","","MZP2013GUR-AT03-00006","","","","39","15","1","1","5","10","10","18","91","4.9","20.8","12.5","3","3","3","1","7","5","5","11.03","25.7","38.2","109","0.272222222","0.228571429","0.235779817","10.9","2.794871795","1.8","0.461538462","2.57","0.658974359","1.25","0.320512821","16.51376147","67.27748691","25.64102564","4.65337132","18.14814815","24.40645774","95.18518519","11.8708452","46.2962963","36.27730294","141.4814815"
"","","MZP2013GUR-AT03","","","","","","","","","MZP2013GUR-AT03-00007","","","","39","15","1","1","5","15","10","0","14","0","7.5","6.5","5","7","5","1","5","3","3","7.76","7.5","14","14","","0.535714286","0.535714286","0.933333333","0.358974359","0","0","0.5","0.192307692","0.433333333","0.166666667","0","53.57142857","38.46153846","0","0","7.122507123","18.51851852","6.172839506","16.04938272","13.29534663","34.56790123"
"","","MZP2013GUR-AT03","","","","","","","","","MZP2013GUR-AT03-00008","","","","39","20","1","3","5","16","16","10","14","3.5","8.5","5.5","5","5","3","1","7","5","5","12.39","12","17.5","24","0.35","0.607142857","0.5","1.5","0.615384615","0.625","0.256410256","0.75","0.307692308","0.34375","0.141025641","41.66666667","68.57142857","41.02564103","3.323836657","8.101851852","11.3960114","27.77777778","5.22317189","12.73148148","16.61918329","40.50925926"
"","","MZP2013GUR-AT03","","","","","","","","","MZP2013GUR-AT03-00009","","","","39","27","1","1","5","27","27","10","33","3","15","17.5","5","5","5","1","5","5","3","6.12","18","35.5","43","0.3","0.454545455","0.418604651","1.592592593","1.102564103","0.37037037","0.256410256","0.666666667","0.461538462","0.648148148","0.448717949","23.25581395","50.70422535","69.23076923","2.849002849","4.115226337","17.09401709","24.69135802","16.61918329","24.00548697","33.71320038","48.69684499"
"","","MZP2013GUR-AT03","","","","","","","","","MZP2013GUR-AT03-00010","","","","39","15","1","5","5","15","10","5","10","1.5","2","3","5","5","7","1","5","5","3","7.23","3.5","6.5","15","0.3","0.2","0.233333333","1","0.384615385","0.333333333","0.128205128","0.233333333","0.08974359","0.2","0.076923077","33.33333333","53.84615385","38.46153846","1.424501425","3.703703704","3.323836657","8.641975309","2.849002849","7.407407407","6.172839506","16.04938272"
