"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00039","","","","39","29","5","3","6","29","29","96","65","19","4","10","7","8","5","50.1","9.6","3.38","2.07","1.47","154.29","139.3","50.98","37.93","7.3","11","21.55","23","33","161","0.197916667","0.061538462","0.142857143","5.551724138","4.128205128","3.310344828","2.461538462","0.793103448","0.58974359","0.344827586","0.256410256","59.62732919","69.6969697","74.35897436","19.16167665","4.407185629","18.04368471","24.26564496","21.84235518","29.37420179","9.496676163","12.77139208","4.185361471","5.628589564","31.33903134","42.14559387"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00040","","","","39","36","3","4","7","36","36","140","83","15","2.5","24","6","8","3","50.5","13.4","2.62","1.5","1.28","143.87","92.66","37.58","53.11","4.24","6.49","14.5","17.5","41.5","223","0.107142857","0.030120482","0.078475336","6.194444444","5.717948718","3.888888889","3.58974359","0.486111111","0.448717949","0.666666667","0.615384615","62.78026906","42.1686747","92.30769231","26.53465347","4.643564356","14.24501425","15.43209877","16.61918329","18.00411523","22.79202279","24.69135802","4.409842694","4.777329585","39.41120608","42.69547325"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00041","","","","39","24","2","3","8","23","19","50","53","7","1.8","28","6","8","2","50.4","10.4","2.98","1.77","1.38","201.63","123.85","49.78","48.77","4.75","7.21","17.47","8.8","36.8","103","0.14","0.033962264","0.085436893","4.47826087","2.641025641","2.173913043","1.282051282","0.382608696","0.225641026","1.217391304","0.717948718","48.54368932","23.91304348","58.97435897","20.63492063","1.815873016","6.647673314","11.27214171","8.357075024","14.17069243","26.59069326","45.08856683","1.724475799","2.924111137","34.94776828","59.25925926"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00042","","","","39","31","1","1","8","31","31","107","225","20","8","27","7","8","1","50.1","11.2","3.05","1.66","1.32","229.75","147.41","33.84","45.61","4.68","7.88","23.01","28","55","332","0.186915888","0.035555556","0.084337349","10.70967742","8.512820513","3.451612903","2.743589744","0.903225806","0.717948718","0.870967742","0.692307692","32.22891566","50.90909091","79.48717949","22.35528942","6.259481038","18.99335233","23.8948626","26.59069326","33.45280765","25.64102564","32.25806452","5.944426437","7.478471969","52.2317189","65.71087216"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00043","","","","39","25","1","1","6","25","25","63","45","8","0.5","19.6","8","8","2","50.3","12.3","3.48","1.89","1.49","159.74","132.38","48.05","55.13","3","5.04","13.01","8.5","28.1","108","0.126984127","0.011111111","0.078703704","4.32","2.769230769","2.52","1.615384615","0.34","0.217948718","0.784","0.502564103","58.33333333","30.24911032","64.1025641","24.45328032","2.078528827","7.597340931","11.85185185","8.072174739","12.59259259","18.61348528","29.03703704","1.973911517","3.079301966","26.68566002","41.62962963"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00044","","","","39","34","3","1","6","25","22","39","24","13","2.9","12","8","5","4","50.2","13","3.2","1.35","1.11","62.54","65.14","7.24","59.02","3.93","6.56","12","15.9","27.9","63","0.333333333","0.120833333","0.252380952","2.52","1.615384615","1.56","1","0.636","0.407692308","0.48","0.307692308","61.9047619","56.98924731","64.1025641","25.89641434","4.11752988","12.34567901","19.25925926","15.0997151","23.55555556","11.3960114","17.77777778","3.910284787","6.100044267","26.4957265","41.33333333"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00045","","","","39","27","1","1","8","27","23","63","40","16","2","39","7","5","2","50.1","12.8","3.11","1.62","1.2","111.07","89.38","19.66","58.66","4.79","7.24","7.85","18","57","103","0.253968254","0.05","0.174757282","3.814814815","2.641025641","2.333333333","1.615384615","0.666666667","0.461538462","1.444444444","1","61.16504854","31.57894737","69.23076923","25.5489022","4.598802395","15.19468186","21.9478738","17.09401709","24.69135802","37.03703704","53.49794239","4.367333709","6.308370912","54.13105413","78.18930041"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00046","","","","39","26","3","4","7","26","22","4","53","1.1","11","21","7","5","2","50.2","12.1","3.49","1.65","1.26","122.86","103.91","37.77","60.15","3.39","5.71","9.74","12.1","33.1","57","0.275","0.20754717","0.212280702","2.192307692","1.461538462","0.153846154","0.102564103","0.465384615","0.31025641","0.807692308","0.538461538","7.01754386","36.55589124","66.66666667","24.10358566","2.916533865","1.044634378","1.566951567","11.49097816","17.23646724","19.94301994","29.91452991","2.769737763","4.154606645","31.4339981","47.15099715"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00047","","","","39","26","1","1","6","26","23","24","56","2.5","2","7","5","7","1","50.6","9.9","3.81","2.12","1.48","153.94","133.88","49.53","49.39","3.85","6.21","16.21","4.5","11.5","80","0.104166667","0.035714286","0.05625","3.076923077","2.051282051","0.923076923","0.615384615","0.173076923","0.115384615","0.269230769","0.179487179","30","39.13043478","66.66666667","19.56521739","0.880434783","2.374169041","3.561253561","4.273504274","6.41025641","6.647673314","9.971509972","0.836120401","1.254180602","10.92117759","16.38176638"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00048","","","","39","22","2","2","6","22","12","14","6","4","0.5","16.5","7","5","2","50.5","11.8","3.57","1.86","1.43","175.56","118.37","24.55","58.76","4.01","6.53","8.18","4.5","21","20","0.285714286","0.083333333","0.225","0.909090909","0.512820513","0.636363636","0.358974359","0.204545455","0.115384615","0.75","0.423076923","70","21.42857143","56.41025641","23.36633663","1.051485149","3.798670465","6.734006734","4.273504274","7.575757576","15.66951567","27.77777778","0.998561395","1.770177018","19.94301994","35.35353535"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00049","","","","39","28","1","2","8","28","26","112","86","20.2","5","20","6","7","2","50.7","13.9","3.93","1.52","1.14","24.79","53.37","","64.29","3.31","5.3","6.1","25.2","45.2","198","0.180357143","0.058139535","0.127272727","7.071428571","5.076923077","4","2.871794872","0.9","0.646153846","0.714285714","0.512820513","56.56565657","55.75221239","71.79487179","27.41617357","6.90887574","19.18328585","26.71957672","23.93162393","33.33333333","18.99335233","26.45502646","6.561135555","9.138724523","42.92497626","59.78835979"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00050","","","","39","17","1","1","8","17","10","19","6","7.2","0.5","36","8","6","1","50.3","18.6","2.38","1.01","1.23","133.72","47.36","","76.84","1.19","2.96","","7.7","43.7","25","0.378947368","0.083333333","0.308","1.470588235","0.641025641","1.117647059","0.487179487","0.452941176","0.197435897","2.117647059","0.923076923","76","17.6201373","43.58974359","36.97813121","2.847316103","6.837606838","15.68627451","7.312440646","16.77559913","34.18803419","78.43137255","2.704003897","6.203303057","41.50047483","95.20697168"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00051","","","","39","30","1","3","9","30","30","180","137","35","4","29","7","8","2","50.4","11.7","3.57","1.9","1.37","107.83","102.43","48.66","49.52","5.32","7.67","12.73","39","68","317","0.194444444","0.02919708","0.123028391","10.56666667","8.128205128","6","4.615384615","1.3","1","0.966666667","0.743589744","56.78233438","57.35294118","76.92307692","23.21428571","9.053571429","33.23836657","43.20987654","37.03703704","48.14814815","27.54036087","35.80246914","8.597883598","11.17724868","64.57739791","83.95061728"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00052","","","","39","21","4","5","9","19","19","60","40","12","1.2","37","7","8","2","50.7","9.9","3.08","1.9","1.51","226.23","135.85","48.69","48.54","5.11","7.74","16.52","13.2","50.2","100","0.2","0.03","0.132","5.263157895","2.564102564","3.157894737","1.538461538","0.694736842","0.338461538","1.947368421","0.948717949","60","26.29482072","48.71794872","19.52662722","2.577514793","11.3960114","23.39181287","12.53561254","25.73099415","35.1377018","72.12475634","2.447782329","5.024395308","47.67331434","97.85575049"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00053","","","","39","24","1","3","8","24","24","150","108","25","4.5","43","7","8","1","","","","","","","","","","","","","29.5","72.5","258","0.166666667","0.041666667","0.114341085","10.75","6.615384615","6.25","3.846153846","1.229166667","0.756410256","1.791666667","1.102564103","58.13953488","40.68965517","61.53846154","","","23.74169041","38.58024691","28.01519468","45.52469136","40.8357075","66.35802469","","","68.85090218","111.882716"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00054","","","","39","22","1","1","6","22","22","105","70","32","3","16","7","8","2","50.7","10.9","3.14","1.7","1.38","138.53","109.87","45.93","50.25","4.31","7.13","19","35","51","175","0.304761905","0.042857143","0.2","7.954545455","4.487179487","4.772727273","2.692307692","1.590909091","0.897435897","0.727272727","0.41025641","60","68.62745098","56.41025641","21.49901381","7.524654832","30.38936372","53.87205387","33.23836657","58.92255892","15.19468186","26.93602694","7.145921018","12.66776908","48.43304843","85.85858586"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00055","","","","39","13","1","2","6","5","5","5","4","1","0.2","5.5","6","7","2","50.9","14.5","3.51","1.74","1.32","133.15","88.77","27.69","60.4","4.48","6.95","6.32","1.2","6.7","9","0.2","0.05","0.133333333","1.8","0.230769231","1","0.128205128","0.24","0.030769231","1.1","0.141025641","55.55555556","17.91044776","12.82051282","28.48722986","0.341846758","0.949667616","7.407407407","1.13960114","8.888888889","5.22317189","40.74074074","0.324640796","2.53219821","6.362773029","49.62962963"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00056","","","","39","11","3","3","4","11","3","3","3","0.7","0.1","5","5","6","2","","","","","","","","4.92","","","","","0.8","5.8","6","0.233333333","0.033333333","0.133333333","0.545454545","0.153846154","0.272727273","0.076923077","0.072727273","0.020512821","0.454545455","0.128205128","50","13.79310345","28.20512821","","","0.664767331","2.356902357","0.759734093","2.693602694","4.748338082","16.83501684","","","5.508072175","19.52861953"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00057","","","","39","28","1","2","7","24","22","46","8","11","1","23","7","7","2","50.3","13.1","3.22","1.75","1.42","131.42","93.36","23.97","57.12","3.9","6.81","11.87","12","35","54","0.239130435","0.125","0.222222222","2.25","1.384615385","1.916666667","1.179487179","0.5","0.307692308","0.958333333","0.58974359","85.18518519","34.28571429","61.53846154","26.04373757","3.125248509","10.44634378","16.97530864","11.3960114","18.51851852","21.84235518","35.49382716","2.967947302","4.822914366","33.23836657","54.01234568"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00058","","","","39","25","1","4","7","25","25","43","32","11.5","2","17.5","7","7","1","50.9","11.1","3.64","1.89","1.5","231.45","163.02","43.56","49.33","4.22","7.8","20.1","13.5","31","75","0.26744186","0.0625","0.18","3","1.923076923","1.72","1.102564103","0.54","0.346153846","0.7","0.448717949","57.33333333","43.5483871","64.1025641","21.80746562","2.944007859","10.92117759","17.03703704","12.82051282","20","16.61918329","25.92592593","2.795828925","4.361493124","29.43969611","45.92592593"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00059","","","","39","20","1","4","7","20","20","31","120","3.2","3","14","4","7","2","50.7","8.9","4.23","2.33","1.77","186.1","161.9","60.53","44.99","4.95","7.81","15.05","6.2","20.2","151","0.103225806","0.025","0.041059603","7.55","3.871794872","1.55","0.794871795","0.31","0.158974359","0.7","0.358974359","20.52980132","30.69306931","51.28205128","17.55424063","1.088362919","3.038936372","5.925925926","5.887939221","11.48148148","13.29534663","25.92592593","1.033583019","2.015486887","19.18328585","37.40740741"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00060","","","","39","28","1","2","7","22","20","70","84","11.5","3","24","6","7","1","","","","","","","","","","","","","14.5","38.5","154","0.164285714","0.035714286","0.094155844","7","3.948717949","3.181818182","1.794871795","0.659090909","0.371794872","1.090909091","0.615384615","45.45454545","37.66233766","56.41025641","","","10.92117759","19.36026936","13.77018044","24.41077441","22.79202279","40.4040404","","","36.56220323","64.81481481"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00061","","","","39","27","4","3","6","27","27","92","114","15","3.8","15","6","7","1","50.9","8.4","3.6","2.28","1.78","243.62","197.08","47.07","30.1","7.81","12.66","29.01","18.8","33.8","206","0.163043478","0.033333333","0.091262136","7.62962963","5.282051282","3.407407407","2.358974359","0.696296296","0.482051282","0.555555556","0.384615385","44.66019417","55.62130178","69.23076923","16.50294695","3.102554028","14.24501425","20.57613169","17.85375119","25.78875171","14.24501425","20.57613169","2.946395088","4.255904016","32.09876543","46.3648834"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00062","","","","39","27","1","4","7","23","19","40","55","3.8","2.5","29","4","7","1","50.3","14","2.72","1.76","1.35","169.7","120.77","40.21","54.21","3.88","6.08","12.09","6.3","35.3","95","0.095","0.045454545","0.066315789","4.130434783","2.435897436","1.739130435","1.025641026","0.273913043","0.161538462","1.260869565","0.743589744","42.10526316","17.8470255","58.97435897","27.83300199","1.753479125","3.608736942","6.119162641","5.982905983","10.14492754","27.54036087","46.69887279","1.665222341","2.823637883","33.52326686","56.84380032"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00063","","","","39","30","1","2","6","30","30","146","74","29","4.2","25","7","7","1","50.4","12.4","2.95","1.74","1.24","153.84","128.28","36.4","56.18","5.17","7.91","8.39","33.2","58.2","220","0.198630137","0.056756757","0.150909091","7.333333333","5.641025641","4.866666667","3.743589744","1.106666667","0.851282051","0.833333333","0.641025641","66.36363636","57.04467354","76.92307692","24.6031746","8.168253968","27.54036087","35.80246914","31.52896486","40.98765432","23.74169041","30.86419753","7.757126276","10.08426416","55.27065527","71.85185185"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00064","","","","39","30","1","2","7","26","26","185","100","41","4","29","7","7","1","50.6","11.2","2.47","1.34","1.06","103.59","55.96","28.87","53.78","4.56","6.9","16.15","45","74","285","0.221621622","0.04","0.157894737","10.96153846","7.307692308","7.115384615","4.743589744","1.730769231","1.153846154","1.115384615","0.743589744","64.9122807","60.81081081","66.66666667","22.13438735","9.960474308","38.93637227","58.4045584","42.73504274","64.1025641","27.54036087","41.31054131","9.459139894","14.18870984","70.27540361","105.4131054"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00065","","","","39","23","1","1","9","23","21","136","88","33","3.8","35","7","7","1","","","","","","","","","","","","","36.8","71.8","224","0.242647059","0.043181818","0.164285714","9.739130435","5.743589744","5.913043478","3.487179487","1.6","0.943589744","1.52173913","0.897435897","60.71428571","51.25348189","58.97435897","","","31.33903134","53.14009662","34.94776828","59.25925926","33.23836657","56.36070853","","","68.18613485","115.6199678"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00066","","","","39","31","1","1","7","20","18","36","9","18.5","2.6","19","8","5","2","50.5","11.3","4.44","1.74","1.35","108.19","92.62","11.56","53.12","4.24","7.45","16.39","21.1","40.1","45","0.513888889","0.288888889","0.468888889","2.25","1.153846154","1.8","0.923076923","1.055","0.541025641","0.95","0.487179487","80","52.61845387","51.28205128","22.37623762","4.721386139","17.5688509","34.25925926","20.0379867","39.07407407","18.04368471","35.18518519","4.48374752","8.743307664","38.08167142","74.25925926"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00067","","","","39","23","1","1","8","23","20","70","60","15","2.2","28","7","6","2","50.4","13.2","3.76","1.69","1.36","73.47","56.9","30.43","65.1","2.28","4.05","6.86","17.2","45.2","130","0.214285714","0.036666667","0.132307692","5.652173913","3.333333333","3.043478261","1.794871795","0.747826087","0.441025641","1.217391304","0.717948718","53.84615385","38.05309735","58.97435897","26.19047619","4.504761905","14.24501425","24.15458937","16.334283","27.69726248","26.59069326","45.08856683","4.2780265","7.254044935","42.92497626","72.78582931"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00068","","","","39","28","1","1","7","28","28","140","167","22","6.5","14","6","7","1","50.1","13","3.87","1.72","1.37","63.25","66.17","30.43","64.02","2.43","4.44","7.53","28.5","42.5","307","0.157142857","0.038922156","0.092833876","10.96428571","7.871794872","5","3.58974359","1.017857143","0.730769231","0.5","0.358974359","45.60260586","67.05882353","71.79487179","25.94810379","7.395209581","20.89268756","29.1005291","27.06552707","37.6984127","13.29534663","18.51851852","7.022991055","9.782023255","40.36087369","56.21693122"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00069","","","","39","17","1","1","7","17","17","80","100","15","3.5","7","7","7","1","","","","","","","","","","","","","18.5","25.5","180","0.1875","0.035","0.102777778","10.58823529","4.615384615","4.705882353","2.051282051","1.088235294","0.474358974","0.411764706","0.179487179","44.44444444","72.54901961","43.58974359","","","14.24501425","32.67973856","17.5688509","40.30501089","6.647673314","15.25054466","","","24.21652422","55.55555556"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00070","","","","39","20","4","3","8","18","17","74","41","18.5","2","23","7","7","1","50.6","14.1","3.31","1.56","1.32","134.35","86.12","17.14","67.91","2.5","4.25","2.47","20.5","43.5","115","0.25","0.048780488","0.17826087","6.388888889","2.948717949","4.111111111","1.897435897","1.138888889","0.525641026","1.277777778","0.58974359","64.34782609","47.12643678","46.15384615","27.86561265","5.712450593","17.5688509","38.06584362","19.46818613","42.18106996","21.84235518","47.32510288","5.424929338","11.75401357","41.31054131","89.50617284"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00071","","","","39","27","1","2","8","27","27","124","60","33","2","25.5","7","7","1","100","24.2","3.35","1.72","1.24","54.07","85.65","34.38","54.56","4.65","6.93","11.38","35","60.5","184","0.266129032","0.033333333","0.190217391","6.814814815","4.717948718","4.592592593","3.179487179","1.296296296","0.897435897","0.944444444","0.653846154","67.39130435","57.85123967","69.23076923","24.2","8.47","31.33903134","45.26748971","33.23836657","48.01097394","24.21652422","34.97942387","8.04368471","11.61865569","57.45489079","82.99039781"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00072","","","","39","25","5","4","5","24","24","57","84","9.5","2","16","6","7","2","50.1","9.9","3.99","2.06","1.5","154.76","165.79","44.87","46.12","6.69","10.77","15.41","11.5","27.5","141","0.166666667","0.023809524","0.081560284","5.875","3.615384615","2.375","1.461538462","0.479166667","0.294871795","0.666666667","0.41025641","40.42553191","41.81818182","61.53846154","19.76047904","2.27245509","9.021842355","14.66049383","10.92117759","17.74691358","15.19468186","24.69135802","2.158077008","3.506875139","26.11585945","42.4382716"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00073","","","","39","30","1","2","7","18","17","24","18","16","1.2","14","8","6","2","50.2","11.1","3.84","1.56","1.34","102.31","77.04","2.74","63.04","2.55","4.53","8.85","17.2","31.2","42","0.666666667","0.066666667","0.40952381","2.333333333","1.076923077","1.333333333","0.615384615","0.955555556","0.441025641","0.777777778","0.358974359","57.14285714","55.12820513","46.15384615","22.11155378","3.803187251","15.19468186","32.9218107","16.334283","35.3909465","13.29534663","28.80658436","3.611763771","7.825488171","29.62962963","64.19753086"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00074","","","","39","27","1","1","7","22","22","67","90","14.5","3.1","10","6","6","2","","","","","","","","","","","","","17.6","27.6","157","0.21641791","0.034444444","0.112101911","7.136363636","4.025641026","3.045454545","1.717948718","0.8","0.451282051","0.454545455","0.256410256","42.67515924","63.76811594","56.41025641","","","13.77018044","24.41077441","16.71415005","29.62962963","9.496676163","16.83501684","","","26.21082621","46.46464646"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00075","","","","39","23","1","1","7","20","18","34","28","5.8","1.1","12","6","6","2","50.7","11.4","3.93","2.37","1.88","268.14","196.9","42.15","48.45","2.92","5.59","17.67","6.9","18.9","62","0.170588235","0.039285714","0.111290323","3.1","1.58974359","1.7","0.871794872","0.345","0.176923077","0.6","0.307692308","54.83870968","36.50793651","51.28205128","22.4852071","1.55147929","5.508072175","10.74074074","6.552706553","12.77777778","11.3960114","22.22222222","1.473389639","2.873109796","17.94871795","35"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00076","","","","39","24","1","1","7","20","17","20","30","2.8","1.8","23","6","6","1","50.3","12.7","3.55","1.9","1.42","78.23","114.94","44.1","55.46","2.62","4.32","11.25","4.6","27.6","50","0.14","0.06","0.092","2.5","1.282051282","1","0.512820513","0.23","0.117948718","1.15","0.58974359","40","16.66666667","51.28205128","25.24850895","1.161431412","2.659069326","5.185185185","4.368471035","8.518518519","21.84235518","42.59259259","1.1029738","2.15079891","26.21082621","51.11111111"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00077","","","","39","22","1","1","8","19","17","46","40","8.5","2.7","28","7","6","1","51","10.1","3.12","2.11","1.86","303.07","172.04","49.19","51.11","3.91","6.9","16.09","11.2","39.2","86","0.184782609","0.0675","0.130232558","4.526315789","2.205128205","2.421052632","1.179487179","0.589473684","0.287179487","1.473684211","0.717948718","53.48837209","28.57142857","48.71794872","19.80392157","2.218039216","8.072174739","16.56920078","10.6362773","21.83235867","26.59069326","54.58089669","2.106400015","4.323663188","37.22697056","76.41325536"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00078","","","","39","16","2","3","7","15","15","25","10","10.5","0.8","11","8","6","2","50.3","9.4","3.9","2","1.42","181.05","165.94","46.17","42.14","5.34","8.95","23.94","11.3","22.3","35","0.42","0.08","0.322857143","2.333333333","0.897435897","1.666666667","0.641025641","0.753333333","0.28974359","0.733333333","0.282051282","71.42857143","50.67264574","38.46153846","18.68787276","2.111729622","9.971509972","25.92592593","10.73124406","27.90123457","10.44634378","27.16049383","2.005441237","5.214147215","21.17758784","55.0617284"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00079","","","","39","23","1","2","5","18","13","30","17","7","0.5","7","7","7","3","51","13.4","3.61","1.76","1.29","109.6","108.32","34.51","60.86","2.85","5.15","9.81","7.5","14.5","47","0.233333333","0.029411765","0.159574468","2.611111111","1.205128205","1.666666667","0.769230769","0.416666667","0.192307692","0.388888889","0.179487179","63.82978723","51.72413793","46.15384615","26.2745098","1.970588235","6.647673314","14.40329218","7.122507123","15.43209877","6.647673314","14.40329218","1.871403832","4.054708303","13.77018044","29.83539095"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00080","","","","39","27","1","2","5","14","14","20","11","6.5","1","9.5","7","5","2","50.1","12.4","3.9","1.83","1.39","155.24","112.02","42.83","55.13","3.15","5.62","15.36","7.5","17","31","0.325","0.090909091","0.241935484","2.214285714","0.794871795","1.428571429","0.512820513","0.535714286","0.192307692","0.678571429","0.243589744","64.51612903","44.11764706","35.8974359","24.750499","1.856287425","6.172839506","17.1957672","7.122507123","19.84126984","9.021842355","25.13227513","1.762856054","4.910813294","16.14434948","44.97354497"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00081","","","","39","27","3","3","4","14","12","33","10","7.5","0.5","2","7","6","1","50.1","15.1","3.38","1.42","1.29","122.75","73.49","2.8","65.35","1.86","3.45","8.03","8","10","43","0.227272727","0.05","0.186046512","3.071428571","1.102564103","2.357142857","0.846153846","0.571428571","0.205128205","0.142857143","0.051282051","76.74418605","80","35.8974359","30.13972056","2.411177645","7.122507123","19.84126984","7.597340931","21.16402116","1.899335233","5.291005291","2.289817326","6.378776838","9.496676163","26.45502646"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00082","","","","39","28","1","2","6","22","14","13","18","1","0.5","24","4","6","1","100","24.3","4.73","2.37","1.94","287.53","214.37","64.31","32.94","4.25","7.33","32.27","1.5","25.5","31","0.076923077","0.027777778","0.048387097","1.409090909","0.794871795","0.590909091","0.333333333","0.068181818","0.038461538","1.090909091","0.615384615","41.93548387","5.882352941","56.41025641","24.3","0.3645","0.949667616","1.683501684","1.424501425","2.525252525","22.79202279","40.4040404","0.346153846","0.613636364","24.21652422","42.92929293"
