"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00001","","","","12","1","1","1","0","2","0","0.2","0.2","1","5","5","0.2","0.4","2","","0.1","0.1","2","0","0.2","0.2","0","50","0","0.617283951","0.617283951","1.234567901","0.166666667","0","0.016666667","0.016666667","8.333333333","0","7.407407407","7.407407407","14.81481481"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00002","","","","12","3","3","3","5","3","2","1","9.2","3","5","7","3","12.2","8","0.4","0.333333333","0.375","2.666666667","1.666666667","1","3.066666667","62.5","24.59016393","6.172839506","9.259259259","28.39506173","37.65432099","0.666666667","0.416666667","0.25","0.766666667","25","24.69135802","37.03703704","113.5802469","150.617284"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00003","","","","12","4","4","3","6","6","1.2","0.4","3.4","3","3","5","1.6","5","12","0.2","0.066666667","0.133333333","3","1.5","0.4","0.85","50","32","3.703703704","4.938271605","10.49382716","15.43209877","1","0.5","0.133333333","0.283333333","33.33333333","11.11111111","14.81481481","31.48148148","46.2962963"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00004","","","","12","3","3","3","12","16","2.2","1","4.4","3","3","3","3.2","7.6","28","0.183333333","0.0625","0.114285714","9.333333333","4","1.066666667","1.466666667","42.85714286","42.10526316","6.790123457","9.87654321","13.58024691","23.45679012","2.333333333","1","0.266666667","0.366666667","25","27.16049383","39.50617284","54.32098765","93.82716049"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00005","","","","12","4","4","3","14","6","3","0.4","3.2","1","1","1","3.4","6.6","20","0.214285714","0.066666667","0.17","5","3.5","0.85","0.8","70","51.51515152","9.259259259","10.49382716","9.87654321","20.37037037","1.666666667","1.166666667","0.283333333","0.266666667","33.33333333","27.77777778","31.48148148","29.62962963","61.11111111"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00006","","","","12","3","3","2","8","4","1.2","0.4","1","3","5","5","1.6","2.6","12","0.15","0.1","0.133333333","4","2.666666667","0.533333333","0.333333333","66.66666667","61.53846154","3.703703704","4.938271605","3.086419753","8.024691358","1","0.666666667","0.133333333","0.083333333","25","14.81481481","19.75308642","12.34567901","32.09876543"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00007","","","","12","3","3","3","5","2","2.2","0.6","2","1","3","5","2.8","4.8","7","0.44","0.3","0.4","2.333333333","1.666666667","0.933333333","0.666666667","71.42857143","58.33333333","6.790123457","8.641975309","6.172839506","14.81481481","0.583333333","0.416666667","0.233333333","0.166666667","25","27.16049383","34.56790123","24.69135802","59.25925926"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00008","","","","12","3","3","3","2","1","0.2","0.2","4.4","1","5","5","0.4","4.8","3","0.1","0.2","0.133333333","1","0.666666667","0.133333333","1.466666667","66.66666667","8.333333333","0.617283951","1.234567901","13.58024691","14.81481481","0.25","0.166666667","0.033333333","0.366666667","25","2.469135802","4.938271605","54.32098765","59.25925926"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00009","","","","12","4","4","3","4","4","1.2","0.2","2.6","3","5","5","1.4","4","8","0.3","0.05","0.175","2","1","0.35","0.65","50","35","3.703703704","4.320987654","8.024691358","12.34567901","0.666666667","0.333333333","0.116666667","0.216666667","33.33333333","11.11111111","12.96296296","24.07407407","37.03703704"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00010","","","","12","4","4","3","8","4","4.4","0.2","4.2","2","3","5","4.6","8.8","12","0.55","0.05","0.383333333","3","2","1.15","1.05","66.66666667","52.27272727","13.58024691","14.19753086","12.96296296","27.16049383","1","0.666666667","0.383333333","0.35","33.33333333","40.74074074","42.59259259","38.88888889","81.48148148"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00011","","","","12","5","5","3","19","5","5.8","0.4","0.4","1","1","1","6.2","6.6","24","0.305263158","0.08","0.258333333","4.8","3.8","1.24","0.08","79.16666667","93.93939394","17.90123457","19.13580247","1.234567901","20.37037037","2","1.583333333","0.516666667","0.033333333","41.66666667","42.96296296","45.92592593","2.962962963","48.88888889"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00012","","","","12","3","3","2","7","1","2","0.2","4","3","3","3","2.2","6.2","8","0.285714286","0.2","0.275","2.666666667","2.333333333","0.733333333","1.333333333","87.5","35.48387097","6.172839506","6.790123457","12.34567901","19.13580247","0.666666667","0.583333333","0.183333333","0.333333333","25","24.69135802","27.16049383","49.38271605","76.54320988"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00013","","","","12","4","4","3","11","4","3.8","0.2","3.2","3","5","5","4","7.2","15","0.345454545","0.05","0.266666667","3.75","2.75","1","0.8","73.33333333","55.55555556","11.72839506","12.34567901","9.87654321","22.22222222","1.25","0.916666667","0.333333333","0.266666667","33.33333333","35.18518519","37.03703704","29.62962963","66.66666667"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00014","","","","12","3","3","3","12","13","1.8","0.6","5.8","1","3","5","2.4","8.2","25","0.15","0.046153846","0.096","8.333333333","4","0.8","1.933333333","48","29.26829268","5.555555556","7.407407407","17.90123457","25.30864198","2.083333333","1","0.2","0.483333333","25","22.22222222","29.62962963","71.60493827","101.2345679"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00015","","","","12","4","4","3","19","7","4.2","0.2","1","3","3","3","4.4","5.4","26","0.221052632","0.028571429","0.169230769","6.5","4.75","1.1","0.25","73.07692308","81.48148148","12.96296296","13.58024691","3.086419753","16.66666667","2.166666667","1.583333333","0.366666667","0.083333333","33.33333333","38.88888889","40.74074074","9.259259259","50"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00016","","","","12","4","4","3","6","1","0.8","0.04","4.2","1","5","5","0.84","5.04","7","0.133333333","0.04","0.12","1.75","1.5","0.21","1.05","85.71428571","16.66666667","2.469135802","2.592592593","12.96296296","15.55555556","0.583333333","0.5","0.07","0.35","33.33333333","7.407407407","7.777777778","38.88888889","46.66666667"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00017","","","","12","4","4","3","9","9","2.2","0.26","1.6","1","1","1","2.46","4.06","18","0.244444444","0.028888889","0.136666667","4.5","2.25","0.615","0.4","50","60.591133","6.790123457","7.592592593","4.938271605","12.5308642","1.5","0.75","0.205","0.133333333","33.33333333","20.37037037","22.77777778","14.81481481","37.59259259"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00018","","","","12","4","4","4","6","0","2.8","0","0.2","1","1","1","2.8","3","6","0.466666667","","0.466666667","1.5","1.5","0.7","0.05","100","93.33333333","8.641975309","8.641975309","0.617283951","9.259259259","0.5","0.5","0.233333333","0.016666667","33.33333333","25.92592593","25.92592593","1.851851852","27.77777778"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00019","","","","12","3","3","3","5","1","2.2","0.02","2","1","1","1","2.22","4.22","6","0.44","0.02","0.37","2","1.666666667","0.74","0.666666667","83.33333333","52.60663507","6.790123457","6.851851852","6.172839506","13.02469136","0.5","0.416666667","0.185","0.166666667","25","27.16049383","27.40740741","24.69135802","52.09876543"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00020","","","","12","2","2","2","0","2","0","0.01","1.5","1","7","7","0.01","1.51","2","","0.005","0.005","1","0","0.005","0.75","0","0.662251656","0","0.030864198","4.62962963","4.660493827","0.166666667","0","0.000833333","0.125","16.66666667","0","0.185185185","27.77777778","27.96296296"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00021","","","","12","3","3","3","12","14","1.2","0.4","4.8","1","5","5","1.6","6.4","26","0.1","0.028571429","0.061538462","8.666666667","4","0.533333333","1.6","46.15384615","25","3.703703704","4.938271605","14.81481481","19.75308642","2.166666667","1","0.133333333","0.4","25","14.81481481","19.75308642","59.25925926","79.01234568"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00022","","","","12","2","2","1","3","1","0.6","0.08","3","3","1","1","0.68","3.68","4","0.2","0.08","0.17","2","1.5","0.34","1.5","75","18.47826087","1.851851852","2.098765432","9.259259259","11.35802469","0.333333333","0.25","0.056666667","0.25","16.66666667","11.11111111","12.59259259","55.55555556","68.14814815"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00023","","","","12","4","4","3","23","10","3.4","0.24","2","3","3","3","3.64","5.64","33","0.147826087","0.024","0.11030303","8.25","5.75","0.91","0.5","69.6969697","64.53900709","10.49382716","11.2345679","6.172839506","17.40740741","2.75","1.916666667","0.303333333","0.166666667","33.33333333","31.48148148","33.7037037","18.51851852","52.22222222"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00024","","","","12","4","4","3","13","6","5.4","0.4","2.4","1","1","1","5.8","8.2","19","0.415384615","0.066666667","0.305263158","4.75","3.25","1.45","0.6","68.42105263","70.73170732","16.66666667","17.90123457","7.407407407","25.30864198","1.583333333","1.083333333","0.483333333","0.2","33.33333333","50","53.7037037","22.22222222","75.92592593"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00025","","","","12","3","3","3","9","7","2.6","0.24","2.6","2","1","1","2.84","5.44","16","0.288888889","0.034285714","0.1775","5.333333333","3","0.946666667","0.866666667","56.25","52.20588235","8.024691358","8.765432099","8.024691358","16.79012346","1.333333333","0.75","0.236666667","0.216666667","25","32.09876543","35.0617284","32.09876543","67.16049383"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00026","","","","12","2","2","2","5","3","2.04","0.1","1.2","3","3","3","2.14","3.34","8","0.408","0.033333333","0.2675","4","2.5","1.07","0.6","62.5","64.07185629","6.296296296","6.604938272","3.703703704","10.30864198","0.666666667","0.416666667","0.178333333","0.1","16.66666667","37.77777778","39.62962963","22.22222222","61.85185185"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00027","","","","12","3","3","3","17","20","3.4","1","5","5","3","5","4.4","9.4","37","0.2","0.05","0.118918919","12.33333333","5.666666667","1.466666667","1.666666667","45.94594595","46.80851064","10.49382716","13.58024691","15.43209877","29.01234568","3.083333333","1.416666667","0.366666667","0.416666667","25","41.97530864","54.32098765","61.72839506","116.0493827"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00028","","","","12","3","3","3","5","2","2.2","0.2","4","3","1","1","2.4","6.4","7","0.44","0.1","0.342857143","2.333333333","1.666666667","0.8","1.333333333","71.42857143","37.5","6.790123457","7.407407407","12.34567901","19.75308642","0.583333333","0.416666667","0.2","0.333333333","25","27.16049383","29.62962963","49.38271605","79.01234568"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00029","","","","12","3","3","3","10","5","1.9","0.16","3.8","3","1","1","2.06","5.86","15","0.19","0.032","0.137333333","5","3.333333333","0.686666667","1.266666667","66.66666667","35.15358362","5.864197531","6.358024691","11.72839506","18.08641975","1.25","0.833333333","0.171666667","0.316666667","25","23.45679012","25.43209877","46.91358025","72.34567901"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00030","","","","12","3","3","3","16","5","4.1","0.5","1.6","3","3","5","4.6","6.2","21","0.25625","0.1","0.219047619","7","5.333333333","1.533333333","0.533333333","76.19047619","74.19354839","12.65432099","14.19753086","4.938271605","19.13580247","1.75","1.333333333","0.383333333","0.133333333","25","50.61728395","56.79012346","19.75308642","76.54320988"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00031","","","","12","4","4","2","5","6","1.2","0.4","3.2","3","1","1","1.6","4.8","11","0.24","0.066666667","0.145454545","2.75","1.25","0.4","0.8","45.45454545","33.33333333","3.703703704","4.938271605","9.87654321","14.81481481","0.916666667","0.416666667","0.133333333","0.266666667","33.33333333","11.11111111","14.81481481","29.62962963","44.44444444"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00032","","","","12","3","3","3","10","4","3.2","0.4","1.2","5","1","1","3.6","4.8","14","0.32","0.1","0.257142857","4.666666667","3.333333333","1.2","0.4","71.42857143","75","9.87654321","11.11111111","3.703703704","14.81481481","1.166666667","0.833333333","0.3","0.1","25","39.50617284","44.44444444","14.81481481","59.25925926"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00033","","","","12","3","3","3","0","2","0","0.8","3","1","7","9","0.8","3.8","2","","0.4","0.4","0.666666667","0","0.266666667","1","0","21.05263158","0","2.469135802","9.259259259","11.72839506","0.166666667","0","0.066666667","0.25","25","0","9.87654321","37.03703704","46.91358025"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00034","","","","12","3","3","3","11","1","3.7","0.1","2.4","1","3","5","3.8","6.2","12","0.336363636","0.1","0.316666667","4","3.666666667","1.266666667","0.8","91.66666667","61.29032258","11.41975309","11.72839506","7.407407407","19.13580247","1","0.916666667","0.316666667","0.2","25","45.67901235","46.91358025","29.62962963","76.54320988"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00035","","","","12","3","3","3","3","2","1.4","0.2","3.2","3","5","5","1.6","4.8","5","0.466666667","0.1","0.32","1.666666667","1","0.533333333","1.066666667","60","33.33333333","4.320987654","4.938271605","9.87654321","14.81481481","0.416666667","0.25","0.133333333","0.266666667","25","17.28395062","19.75308642","39.50617284","59.25925926"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00036","","","","12","3","3","3","2","1","0.2","0.01","2.4","1","7","7","0.21","2.61","3","0.1","0.01","0.07","1","0.666666667","0.07","0.8","66.66666667","8.045977011","0.617283951","0.648148148","7.407407407","8.055555556","0.25","0.166666667","0.0175","0.2","25","2.469135802","2.592592593","29.62962963","32.22222222"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00037","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00038","","","","12","3","3","3","9","3","3.02","0.02","3.8","3","3","5","3.04","6.84","12","0.335555556","0.006666667","0.253333333","4","3","1.013333333","1.266666667","75","44.44444444","9.320987654","9.382716049","11.72839506","21.11111111","1","0.75","0.253333333","0.316666667","25","37.28395062","37.5308642","46.91358025","84.44444444"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00039","","","","12","3","3","3","9","3","2.2","0.2","2.6","1","1","1","2.4","5","12","0.244444444","0.066666667","0.2","4","3","0.8","0.866666667","75","48","6.790123457","7.407407407","8.024691358","15.43209877","1","0.75","0.2","0.216666667","25","27.16049383","29.62962963","32.09876543","61.72839506"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00040","","","","12","3","3","2","7","0","2.6","0","2.4","3","3","5","2.6","5","7","0.371428571","","0.371428571","2.333333333","2.333333333","0.866666667","0.8","100","52","8.024691358","8.024691358","7.407407407","15.43209877","0.583333333","0.583333333","0.216666667","0.2","25","32.09876543","32.09876543","29.62962963","61.72839506"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00041","","","","12","2","2","2","9","5","3.14","0.36","1","3","5","5","3.5","4.5","14","0.348888889","0.072","0.25","7","4.5","1.75","0.5","64.28571429","77.77777778","9.691358025","10.80246914","3.086419753","13.88888889","1.166666667","0.75","0.291666667","0.083333333","16.66666667","58.14814815","64.81481481","18.51851852","83.33333333"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00042","","","","12","3","3","2","6","3","2.2","0.21","2.4","1","3","3","2.41","4.81","9","0.366666667","0.07","0.267777778","3","2","0.803333333","0.8","66.66666667","50.1039501","6.790123457","7.438271605","7.407407407","14.84567901","0.75","0.5","0.200833333","0.2","25","27.16049383","29.75308642","29.62962963","59.38271605"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00043","","","","12","4","4","3","19","4","7","0.4","5","3","1","1","7.4","12.4","23","0.368421053","0.1","0.32173913","5.75","4.75","1.85","1.25","82.60869565","59.67741935","21.60493827","22.83950617","15.43209877","38.27160494","1.916666667","1.583333333","0.616666667","0.416666667","33.33333333","64.81481481","68.51851852","46.2962963","114.8148148"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00044","","","","12","2","2","2","2","2","0.6","0.1","0.8","1","3","5","0.7","1.5","4","0.3","0.05","0.175","2","1","0.35","0.4","50","46.66666667","1.851851852","2.160493827","2.469135802","4.62962963","0.333333333","0.166666667","0.058333333","0.066666667","16.66666667","11.11111111","12.96296296","14.81481481","27.77777778"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00045","","","","12","4","4","3","3","3","0.48","0.2","5.2","1","1","1","0.68","5.88","6","0.16","0.066666667","0.113333333","1.5","0.75","0.17","1.3","50","11.56462585","1.481481481","2.098765432","16.04938272","18.14814815","0.5","0.25","0.056666667","0.433333333","33.33333333","4.444444444","6.296296296","48.14814815","54.44444444"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00046","","","","12","3","3","3","5","3","2.8","1.7","2.8","3","3","3","4.5","7.3","8","0.56","0.566666667","0.5625","2.666666667","1.666666667","1.5","0.933333333","62.5","61.64383562","8.641975309","13.88888889","8.641975309","22.5308642","0.666666667","0.416666667","0.375","0.233333333","25","34.56790123","55.55555556","34.56790123","90.12345679"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00047","","","","12","2","2","0","0","0","0","0","0.8","","","","0","0.8","0","","","","0","0","0","0.4","","0","0","0","2.469135802","2.469135802","0","0","0","0.066666667","16.66666667","0","0","14.81481481","14.81481481"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00048","","","","12","3","3","3","13","4","4.4","0.6","7","1","3","5","5","12","17","0.338461538","0.15","0.294117647","5.666666667","4.333333333","1.666666667","2.333333333","76.47058824","41.66666667","13.58024691","15.43209877","21.60493827","37.03703704","1.416666667","1.083333333","0.416666667","0.583333333","25","54.32098765","61.72839506","86.41975309","148.1481481"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00049","","","","12","3","3","3","2","2","0.6","0.01","2.6","1","5","5","0.61","3.21","4","0.3","0.005","0.1525","1.333333333","0.666666667","0.203333333","0.866666667","50","19.00311526","1.851851852","1.882716049","8.024691358","9.907407407","0.333333333","0.166666667","0.050833333","0.216666667","25","7.407407407","7.530864198","32.09876543","39.62962963"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00050","","","","12","2","2","2","12","5","2.6","1.1","3.4","1","5","7","3.7","7.1","17","0.216666667","0.22","0.217647059","8.5","6","1.85","1.7","70.58823529","52.11267606","8.024691358","11.41975309","10.49382716","21.91358025","1.416666667","1","0.308333333","0.283333333","16.66666667","48.14814815","68.51851852","62.96296296","131.4814815"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00051","","","","12","3","3","3","3","6","1.2","0.02","1.8","1","1","1","1.22","3.02","9","0.4","0.003333333","0.135555556","3","1","0.406666667","0.6","33.33333333","40.39735099","3.703703704","3.765432099","5.555555556","9.320987654","0.75","0.25","0.101666667","0.15","25","14.81481481","15.0617284","22.22222222","37.28395062"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00052","","","","12","3","3","3","5","2","1.5","0.23","1.8","1","3","3","1.73","3.53","7","0.3","0.115","0.247142857","2.333333333","1.666666667","0.576666667","0.6","71.42857143","49.00849858","4.62962963","5.339506173","5.555555556","10.89506173","0.583333333","0.416666667","0.144166667","0.15","25","18.51851852","21.35802469","22.22222222","43.58024691"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00053","","","","12","4","4","3","12","7","3.6","0.4","5.2","1","1","1","4","9.2","19","0.3","0.057142857","0.210526316","4.75","3","1","1.3","63.15789474","43.47826087","11.11111111","12.34567901","16.04938272","28.39506173","1.583333333","1","0.333333333","0.433333333","33.33333333","33.33333333","37.03703704","48.14814815","85.18518519"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00054","","","","12","4","4","4","17","13","4","0.6","2.4","1","1","1","4.6","7","30","0.235294118","0.046153846","0.153333333","7.5","4.25","1.15","0.6","56.66666667","65.71428571","12.34567901","14.19753086","7.407407407","21.60493827","2.5","1.416666667","0.383333333","0.2","33.33333333","37.03703704","42.59259259","22.22222222","64.81481481"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00055","","","","12","3","3","3","10","6","4.6","1.3","8.6","1","5","5","5.9","14.5","16","0.46","0.216666667","0.36875","5.333333333","3.333333333","1.966666667","2.866666667","62.5","40.68965517","14.19753086","18.20987654","26.54320988","44.75308642","1.333333333","0.833333333","0.491666667","0.716666667","25","56.79012346","72.83950617","106.1728395","179.0123457"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00056","","","","12","2","2","2","3","1","0.6","0.01","4.4","3","1","3","0.61","5.01","4","0.2","0.01","0.1525","2","1.5","0.305","2.2","75","12.1756487","1.851851852","1.882716049","13.58024691","15.46296296","0.333333333","0.25","0.050833333","0.366666667","16.66666667","11.11111111","11.2962963","81.48148148","92.77777778"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00057","","","","12","2","2","1","0","3","0","0.04","4.2","1","7","7","0.04","4.24","3","","0.013333333","0.013333333","1.5","0","0.02","2.1","0","0.943396226","0","0.12345679","12.96296296","13.08641975","0.25","0","0.003333333","0.35","16.66666667","0","0.740740741","77.77777778","78.51851852"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00058","","","","12","3","3","3","11","17","3.5","0.38","14.6","3","1","3","3.88","18.48","28","0.318181818","0.022352941","0.138571429","9.333333333","3.666666667","1.293333333","4.866666667","39.28571429","20.995671","10.80246914","11.97530864","45.0617284","57.03703704","2.333333333","0.916666667","0.323333333","1.216666667","25","43.20987654","47.90123457","180.2469136","228.1481481"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00059","","","","12","3","3","3","10","0","2","0","2","3","1","1","2","4","10","0.2","","0.2","3.333333333","3.333333333","0.666666667","0.666666667","100","50","6.172839506","6.172839506","6.172839506","12.34567901","0.833333333","0.833333333","0.166666667","0.166666667","25","24.69135802","24.69135802","24.69135802","49.38271605"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00060","","","","12","3","3","3","14","11","5","0.6","4.6","3","3","5","5.6","10.2","25","0.357142857","0.054545455","0.224","8.333333333","4.666666667","1.866666667","1.533333333","56","54.90196078","15.43209877","17.28395062","14.19753086","31.48148148","2.083333333","1.166666667","0.466666667","0.383333333","25","61.72839506","69.13580247","56.79012346","125.9259259"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00061","","","","12","2","2","2","8","0","3.9","0","3.6","3","1","1","3.9","7.5","8","0.4875","","0.4875","4","4","1.95","1.8","100","52","12.03703704","12.03703704","11.11111111","23.14814815","0.666666667","0.666666667","0.325","0.3","16.66666667","72.22222222","72.22222222","66.66666667","138.8888889"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00062","","","","12","3","3","3","13","7","1.96","0.36","4.8","3","1","1","2.32","7.12","20","0.150769231","0.051428571","0.116","6.666666667","4.333333333","0.773333333","1.6","65","32.58426966","6.049382716","7.160493827","14.81481481","21.97530864","1.666666667","1.083333333","0.193333333","0.4","25","24.19753086","28.64197531","59.25925926","87.90123457"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00063","","","","12","3","3","3","7","4","3.2","0.2","2.6","3","1","3","3.4","6","11","0.457142857","0.05","0.309090909","3.666666667","2.333333333","1.133333333","0.866666667","63.63636364","56.66666667","9.87654321","10.49382716","8.024691358","18.51851852","0.916666667","0.583333333","0.283333333","0.216666667","25","39.50617284","41.97530864","32.09876543","74.07407407"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00064","","","","12","3","3","3","6","7","1.6","0.6","2","5","5","5","2.2","4.2","13","0.266666667","0.085714286","0.169230769","4.333333333","2","0.733333333","0.666666667","46.15384615","52.38095238","4.938271605","6.790123457","6.172839506","12.96296296","1.083333333","0.5","0.183333333","0.166666667","25","19.75308642","27.16049383","24.69135802","51.85185185"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00065","","","","12","3","3","2","7","3","1.9","0.2","7.8","4","3","3","2.1","9.9","10","0.271428571","0.066666667","0.21","3.333333333","2.333333333","0.7","2.6","70","21.21212121","5.864197531","6.481481481","24.07407407","30.55555556","0.833333333","0.583333333","0.175","0.65","25","23.45679012","25.92592593","96.2962963","122.2222222"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00066","","","","12","4","4","3","9","4","2.4","0.32","3.2","5","1","3","2.72","5.92","13","0.266666667","0.08","0.209230769","3.25","2.25","0.68","0.8","69.23076923","45.94594595","7.407407407","8.395061728","9.87654321","18.27160494","1.083333333","0.75","0.226666667","0.266666667","33.33333333","22.22222222","25.18518519","29.62962963","54.81481481"
