"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00135","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00136","","","","12","3","3","3","9","4","2.2","1.8","3","3","3","5","4","7","13","0.244444444","0.45","0.307692308","4.333333333","3","1.333333333","1","69.23076923","57.14285714","6.790123457","12.34567901","9.259259259","21.60493827","1.083333333","0.75","0.333333333","0.25","25","27.16049383","49.38271605","37.03703704","86.41975309"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00137","","","","12","3","3","3","8","7","1.26","0.2","1.6","3","3","3","1.46","3.06","15","0.1575","0.028571429","0.097333333","5","2.666666667","0.486666667","0.533333333","53.33333333","47.7124183","3.888888889","4.50617284","4.938271605","9.444444444","1.25","0.666666667","0.121666667","0.133333333","25","15.55555556","18.02469136","19.75308642","37.77777778"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00138","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00139","","","","12","3","3","3","6","4","2.38","0.24","4.6","3","5","5","2.62","7.22","10","0.396666667","0.06","0.262","3.333333333","2","0.873333333","1.533333333","60","36.28808864","7.345679012","8.086419753","14.19753086","22.28395062","0.833333333","0.5","0.218333333","0.383333333","25","29.38271605","32.34567901","56.79012346","89.13580247"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00140","","","","12","2","2","2","8","0","2.74","0","3.4","3","5","7","2.74","6.14","8","0.3425","","0.3425","4","4","1.37","1.7","100","44.62540717","8.456790123","8.456790123","10.49382716","18.95061728","0.666666667","0.666666667","0.228333333","0.283333333","16.66666667","50.74074074","50.74074074","62.96296296","113.7037037"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00141","","","","12","3","3","3","9","4","1.2","0.2","0.8","5","3","3","1.4","2.2","13","0.133333333","0.05","0.107692308","4.333333333","3","0.466666667","0.266666667","69.23076923","63.63636364","3.703703704","4.320987654","2.469135802","6.790123457","1.083333333","0.75","0.116666667","0.066666667","25","14.81481481","17.28395062","9.87654321","27.16049383"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00142","","","","12","3","3","2","21","9","3.4","0.2","1.4","3","3","5","3.6","5","30","0.161904762","0.022222222","0.12","10","7","1.2","0.466666667","70","72","10.49382716","11.11111111","4.320987654","15.43209877","2.5","1.75","0.3","0.116666667","25","41.97530864","44.44444444","17.28395062","61.72839506"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00143","","","","12","4","4","3","9","10","3.2","0.4","4","3","1","1","3.6","7.6","19","0.355555556","0.04","0.189473684","4.75","2.25","0.9","1","47.36842105","47.36842105","9.87654321","11.11111111","12.34567901","23.45679012","1.583333333","0.75","0.3","0.333333333","33.33333333","29.62962963","33.33333333","37.03703704","70.37037037"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00144","","","","12","3","3","3","11","5","2.04","0.1","0.6","3","5","5","2.14","2.74","16","0.185454545","0.02","0.13375","5.333333333","3.666666667","0.713333333","0.2","68.75","78.10218978","6.296296296","6.604938272","1.851851852","8.456790123","1.333333333","0.916666667","0.178333333","0.05","25","25.18518519","26.41975309","7.407407407","33.82716049"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00145","","","","12","3","3","3","13","0","3.06","0","3","3","3","5","3.06","6.06","13","0.235384615","","0.235384615","4.333333333","4.333333333","1.02","1","100","50.4950495","9.444444444","9.444444444","9.259259259","18.7037037","1.083333333","1.083333333","0.255","0.25","25","37.77777778","37.77777778","37.03703704","74.81481481"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00146","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00147","","","","12","3","3","3","14","4","3.4","0.6","2","7","5","7","4","6","18","0.242857143","0.15","0.222222222","6","4.666666667","1.333333333","0.666666667","77.77777778","66.66666667","10.49382716","12.34567901","6.172839506","18.51851852","1.5","1.166666667","0.333333333","0.166666667","25","41.97530864","49.38271605","24.69135802","74.07407407"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00148","","","","12","3","3","2","4","4","1.4","0.2","12","1","1","1","1.6","13.6","8","0.35","0.05","0.2","2.666666667","1.333333333","0.533333333","4","50","11.76470588","4.320987654","4.938271605","37.03703704","41.97530864","0.666666667","0.333333333","0.133333333","1","25","17.28395062","19.75308642","148.1481481","167.9012346"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00149","","","","12","3","3","3","9","6","2.14","0.26","2.6","3","5","5","2.4","5","15","0.237777778","0.043333333","0.16","5","3","0.8","0.866666667","60","48","6.604938272","7.407407407","8.024691358","15.43209877","1.25","0.75","0.2","0.216666667","25","26.41975309","29.62962963","32.09876543","61.72839506"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00150","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00151","","","","12","3","3","3","7","3","2.18","0.1","17.6","1","3","3","2.28","19.88","10","0.311428571","0.033333333","0.228","3.333333333","2.333333333","0.76","5.866666667","70","11.46881288","6.728395062","7.037037037","54.32098765","61.35802469","0.833333333","0.583333333","0.19","1.466666667","25","26.91358025","28.14814815","217.2839506","245.4320988"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00152","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00153","","","","12","3","3","3","11","1","3.6","0.12","3","7","3","5","3.72","6.72","12","0.327272727","0.12","0.31","4","3.666666667","1.24","1","91.66666667","55.35714286","11.11111111","11.48148148","9.259259259","20.74074074","1","0.916666667","0.31","0.25","25","44.44444444","45.92592593","37.03703704","82.96296296"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00154","","","","12","3","3","2","14","9","3.6","0.42","2.4","3","1","1","4.02","6.42","23","0.257142857","0.046666667","0.174782609","7.666666667","4.666666667","1.34","0.8","60.86956522","62.61682243","11.11111111","12.40740741","7.407407407","19.81481481","1.916666667","1.166666667","0.335","0.2","25","44.44444444","49.62962963","29.62962963","79.25925926"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00155","","","","12","3","3","3","5","3","1.9","0.26","3.6","3","1","1","2.16","5.76","8","0.38","0.086666667","0.27","2.666666667","1.666666667","0.72","1.2","62.5","37.5","5.864197531","6.666666667","11.11111111","17.77777778","0.666666667","0.416666667","0.18","0.3","25","23.45679012","26.66666667","44.44444444","71.11111111"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00156","","","","12","3","3","3","17","2","4.6","0.2","1.4","1","1","1","4.8","6.2","19","0.270588235","0.1","0.252631579","6.333333333","5.666666667","1.6","0.466666667","89.47368421","77.41935484","14.19753086","14.81481481","4.320987654","19.13580247","1.583333333","1.416666667","0.4","0.116666667","25","56.79012346","59.25925926","17.28395062","76.54320988"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00157","","","","12","3","3","2","7","2","2.6","0.2","4.4","1","1","1","2.8","7.2","9","0.371428571","0.1","0.311111111","3","2.333333333","0.933333333","1.466666667","77.77777778","38.88888889","8.024691358","8.641975309","13.58024691","22.22222222","0.75","0.583333333","0.233333333","0.366666667","25","32.09876543","34.56790123","54.32098765","88.88888889"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00158","","","","12","1","1","0","0","0","0","0","4.8","","","","0","4.8","0","","","","0","0","0","4.8","","0","0","0","14.81481481","14.81481481","0","0","0","0.4","8.333333333","0","0","177.7777778","177.7777778"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00159","","","","12","3","3","3","20","10","6","1.8","1.8","1","3","3","7.8","9.6","30","0.3","0.18","0.26","10","6.666666667","2.6","0.6","66.66666667","81.25","18.51851852","24.07407407","5.555555556","29.62962963","2.5","1.666666667","0.65","0.15","25","74.07407407","96.2962963","22.22222222","118.5185185"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00160","","","","12","3","3","3","7","3","2.4","0.2","13","1","3","5","2.6","15.6","10","0.342857143","0.066666667","0.26","3.333333333","2.333333333","0.866666667","4.333333333","70","16.66666667","7.407407407","8.024691358","40.12345679","48.14814815","0.833333333","0.583333333","0.216666667","1.083333333","25","29.62962963","32.09876543","160.4938272","192.5925926"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00161","","","","12","3","3","2","7","7","1.24","0.23","1.4","1","3","3","1.47","2.87","14","0.177142857","0.032857143","0.105","4.666666667","2.333333333","0.49","0.466666667","50","51.2195122","3.827160494","4.537037037","4.320987654","8.858024691","1.166666667","0.583333333","0.1225","0.116666667","25","15.30864198","18.14814815","17.28395062","35.43209877"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00162","","","","12","3","3","3","8","2","1.98","0.03","14.6","1","1","1","2.01","16.61","10","0.2475","0.015","0.201","3.333333333","2.666666667","0.67","4.866666667","80","12.10114389","6.111111111","6.203703704","45.0617284","51.2654321","0.833333333","0.666666667","0.1675","1.216666667","25","24.44444444","24.81481481","180.2469136","205.0617284"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00163","","","","12","3","3","3","27","8","9.6","0.4","4","1","3","3","10","14","35","0.355555556","0.05","0.285714286","11.66666667","9","3.333333333","1.333333333","77.14285714","71.42857143","29.62962963","30.86419753","12.34567901","43.20987654","2.916666667","2.25","0.833333333","0.333333333","25","118.5185185","123.4567901","49.38271605","172.8395062"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00164","","","","12","2","2","2","11","13","2.14","0.44","0.6","3","3","5","2.58","3.18","24","0.194545455","0.033846154","0.1075","12","5.5","1.29","0.3","45.83333333","81.13207547","6.604938272","7.962962963","1.851851852","9.814814815","2","0.916666667","0.215","0.05","16.66666667","39.62962963","47.77777778","11.11111111","58.88888889"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00165","","","","12","3","3","2","30","8","8.46","0.34","6.8","3","1","1","8.8","15.6","38","0.282","0.0425","0.231578947","12.66666667","10","2.933333333","2.266666667","78.94736842","56.41025641","26.11111111","27.16049383","20.98765432","48.14814815","3.166666667","2.5","0.733333333","0.566666667","25","104.4444444","108.6419753","83.95061728","192.5925926"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00166","","","","12","2","2","1","0","29","0","0.8","2.2","3","9","7","0.8","3","29","","0.027586207","0.027586207","14.5","0","0.4","1.1","0","26.66666667","0","2.469135802","6.790123457","9.259259259","2.416666667","0","0.066666667","0.183333333","16.66666667","0","14.81481481","40.74074074","55.55555556"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00167","","","","12","3","3","3","16","29","4.36","0.4","4.6","3","1","3","4.76","9.36","45","0.2725","0.013793103","0.105777778","15","5.333333333","1.586666667","1.533333333","35.55555556","50.85470085","13.45679012","14.69135802","14.19753086","28.88888889","3.75","1.333333333","0.396666667","0.383333333","25","53.82716049","58.7654321","56.79012346","115.5555556"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00168","","","","12","3","3","3","14","0","1.7","0","3.2","3","3","5","1.7","4.9","14","0.121428571","","0.121428571","4.666666667","4.666666667","0.566666667","1.066666667","100","34.69387755","5.24691358","5.24691358","9.87654321","15.12345679","1.166666667","1.166666667","0.141666667","0.266666667","25","20.98765432","20.98765432","39.50617284","60.49382716"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00169","","","","12","3","3","3","7","5","1.34","0.12","2.6","3","1","1","1.46","4.06","12","0.191428571","0.024","0.121666667","4","2.333333333","0.486666667","0.866666667","58.33333333","35.96059113","4.135802469","4.50617284","8.024691358","12.5308642","1","0.583333333","0.121666667","0.216666667","25","16.54320988","18.02469136","32.09876543","50.12345679"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00170","","","","12","3","3","3","9","0","2.6","0","10.2","3","1","3","2.6","12.8","9","0.288888889","","0.288888889","3","3","0.866666667","3.4","100","20.3125","8.024691358","8.024691358","31.48148148","39.50617284","0.75","0.75","0.216666667","0.85","25","32.09876543","32.09876543","125.9259259","158.0246914"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00171","","","","12","3","3","3","1","0","0.14","0","1.2","1","3","5","0.14","1.34","1","0.14","","0.14","0.333333333","0.333333333","0.046666667","0.4","100","10.44776119","0.432098765","0.432098765","3.703703704","4.135802469","0.083333333","0.083333333","0.011666667","0.1","25","1.728395062","1.728395062","14.81481481","16.54320988"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00172","","","","12","3","3","3","4","0","0.98","0","3.4","1","1","1","0.98","4.38","4","0.245","","0.245","1.333333333","1.333333333","0.326666667","1.133333333","100","22.37442922","3.024691358","3.024691358","10.49382716","13.51851852","0.333333333","0.333333333","0.081666667","0.283333333","25","12.09876543","12.09876543","41.97530864","54.07407407"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00173","","","","12","2","2","2","3","2","0.5","0.02","2.8","2","1","3","0.52","3.32","5","0.166666667","0.01","0.104","2.5","1.5","0.26","1.4","60","15.6626506","1.543209877","1.604938272","8.641975309","10.24691358","0.416666667","0.25","0.043333333","0.233333333","16.66666667","9.259259259","9.62962963","51.85185185","61.48148148"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00174","","","","12","3","3","2","8","3","2.7","0.14","2.8","1","3","5","2.84","5.64","11","0.3375","0.046666667","0.258181818","3.666666667","2.666666667","0.946666667","0.933333333","72.72727273","50.35460993","8.333333333","8.765432099","8.641975309","17.40740741","0.916666667","0.666666667","0.236666667","0.233333333","25","33.33333333","35.0617284","34.56790123","69.62962963"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00175","","","","12","3","3","2","4","0","0.5","0","2.2","3","3","5","0.5","2.7","4","0.125","","0.125","1.333333333","1.333333333","0.166666667","0.733333333","100","18.51851852","1.543209877","1.543209877","6.790123457","8.333333333","0.333333333","0.333333333","0.041666667","0.183333333","25","6.172839506","6.172839506","27.16049383","33.33333333"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00176","","","","12","3","3","3","1","5","0.16","0.08","3.4","1","5","7","0.24","3.64","6","0.16","0.016","0.04","2","0.333333333","0.08","1.133333333","16.66666667","6.593406593","0.49382716","0.740740741","10.49382716","11.2345679","0.5","0.083333333","0.02","0.283333333","25","1.975308642","2.962962963","41.97530864","44.9382716"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00177","","","","12","3","3","3","24","11","5.02","0.58","0.8","5","1","3","5.6","6.4","35","0.209166667","0.052727273","0.16","11.66666667","8","1.866666667","0.266666667","68.57142857","87.5","15.49382716","17.28395062","2.469135802","19.75308642","2.916666667","2","0.466666667","0.066666667","25","61.97530864","69.13580247","9.87654321","79.01234568"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00178","","","","12","2","2","0","0","0","0","0","1.8","","","","0","1.8","0","","","","0","0","0","0.9","","0","0","0","5.555555556","5.555555556","0","0","0","0.15","16.66666667","0","0","33.33333333","33.33333333"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00179","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00180","","","","12","3","3","3","21","10","4.42","0.74","3","1","1","1","5.16","8.16","31","0.21047619","0.074","0.166451613","10.33333333","7","1.72","1","67.74193548","63.23529412","13.64197531","15.92592593","9.259259259","25.18518519","2.583333333","1.75","0.43","0.25","25","54.56790123","63.7037037","37.03703704","100.7407407"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00181","","","","12","3","3","3","6","3","2.06","0.22","2.6","1","1","1","2.28","4.88","9","0.343333333","0.073333333","0.253333333","3","2","0.76","0.866666667","66.66666667","46.72131148","6.358024691","7.037037037","8.024691358","15.0617284","0.75","0.5","0.19","0.216666667","25","25.43209877","28.14814815","32.09876543","60.24691358"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00182","","","","12","3","3","3","0","5","0","0.48","0.2","7","7","7","0.48","0.68","5","","0.096","0.096","1.666666667","0","0.16","0.066666667","0","70.58823529","0","1.481481481","0.617283951","2.098765432","0.416666667","0","0.04","0.016666667","25","0","5.925925926","2.469135802","8.395061728"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00183","","","","12","3","3","3","16","4","5.28","0.32","6.2","5","1","3","5.6","11.8","20","0.33","0.08","0.28","6.666666667","5.333333333","1.866666667","2.066666667","80","47.45762712","16.2962963","17.28395062","19.13580247","36.41975309","1.666666667","1.333333333","0.466666667","0.516666667","25","65.18518519","69.13580247","76.54320988","145.6790123"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00184","","","","12","3","3","3","20","7","4.5","0.22","9","3","1","1","4.72","13.72","27","0.225","0.031428571","0.174814815","9","6.666666667","1.573333333","3","74.07407407","34.40233236","13.88888889","14.56790123","27.77777778","42.34567901","2.25","1.666666667","0.393333333","0.75","25","55.55555556","58.27160494","111.1111111","169.382716"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00185","","","","12","4","4","3","9","2","1.4","0.02","4.8","1","5","5","1.42","6.22","11","0.155555556","0.01","0.129090909","2.75","2.25","0.355","1.2","81.81818182","22.82958199","4.320987654","4.382716049","14.81481481","19.19753086","0.916666667","0.75","0.118333333","0.4","33.33333333","12.96296296","13.14814815","44.44444444","57.59259259"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00186","","","","12","3","3","3","15","4","4.78","0.36","2.6","5","1","3","5.14","7.74","19","0.318666667","0.09","0.270526316","6.333333333","5","1.713333333","0.866666667","78.94736842","66.40826873","14.75308642","15.86419753","8.024691358","23.88888889","1.583333333","1.25","0.428333333","0.216666667","25","59.01234568","63.45679012","32.09876543","95.55555556"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00187","","","","12","4","4","4","15","4","5.18","0.12","2.4","3","1","1","5.3","7.7","19","0.345333333","0.03","0.278947368","4.75","3.75","1.325","0.6","78.94736842","68.83116883","15.98765432","16.35802469","7.407407407","23.7654321","1.583333333","1.25","0.441666667","0.2","33.33333333","47.96296296","49.07407407","22.22222222","71.2962963"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00188","","","","12","2","2","1","4","4","0.42","0.1","3","1","5","5","0.52","3.52","8","0.105","0.025","0.065","4","2","0.26","1.5","50","14.77272727","1.296296296","1.604938272","9.259259259","10.86419753","0.666666667","0.333333333","0.043333333","0.25","16.66666667","7.777777778","9.62962963","55.55555556","65.18518519"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00189","","","","12","3","3","3","23","16","9.5","0.5","7.8","3","1","1","10","17.8","39","0.413043478","0.03125","0.256410256","13","7.666666667","3.333333333","2.6","58.97435897","56.17977528","29.32098765","30.86419753","24.07407407","54.9382716","3.25","1.916666667","0.833333333","0.65","25","117.2839506","123.4567901","96.2962963","219.7530864"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00190","","","","12","3","3","3","6","0","0.94","0","0.6","2","1","1","0.94","1.54","6","0.156666667","","0.156666667","2","2","0.313333333","0.2","100","61.03896104","2.901234568","2.901234568","1.851851852","4.75308642","0.5","0.5","0.078333333","0.05","25","11.60493827","11.60493827","7.407407407","19.01234568"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00191","","","","12","3","3","3","23","3","8.86","0.2","7","3","1","1","9.06","16.06","26","0.385217391","0.066666667","0.348461538","8.666666667","7.666666667","3.02","2.333333333","88.46153846","56.41344956","27.34567901","27.96296296","21.60493827","49.56790123","2.166666667","1.916666667","0.755","0.583333333","25","109.382716","111.8518519","86.41975309","198.2716049"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00192","","","","12","3","3","2","24","0","8.16","0","2.6","5","1","1","8.16","10.76","24","0.34","","0.34","8","8","2.72","0.866666667","100","75.83643123","25.18518519","25.18518519","8.024691358","33.20987654","2","2","0.68","0.216666667","25","100.7407407","100.7407407","32.09876543","132.8395062"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00193","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00194","","","","12","2","2","2","2","0","0.4","0","4.8","7","1","1","0.4","5.2","2","0.2","","0.2","1","1","0.2","2.4","100","7.692307692","1.234567901","1.234567901","14.81481481","16.04938272","0.166666667","0.166666667","0.033333333","0.4","16.66666667","7.407407407","7.407407407","88.88888889","96.2962963"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00195","","","","12","3","3","3","12","6","4.5","0.32","1.6","3","1","1","4.82","6.42","18","0.375","0.053333333","0.267777778","6","4","1.606666667","0.533333333","66.66666667","75.07788162","13.88888889","14.87654321","4.938271605","19.81481481","1.5","1","0.401666667","0.133333333","25","55.55555556","59.50617284","19.75308642","79.25925926"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00196","","","","12","3","3","3","3","8","0.5","0.32","2","5","5","7","0.82","2.82","11","0.166666667","0.04","0.074545455","3.666666667","1","0.273333333","0.666666667","27.27272727","29.07801418","1.543209877","2.530864198","6.172839506","8.703703704","0.916666667","0.25","0.068333333","0.166666667","25","6.172839506","10.12345679","24.69135802","34.81481481"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00197","","","","12","3","3","2","11","4","2.61","0.3","3.4","1","3","5","2.91","6.31","15","0.237272727","0.075","0.194","5","3.666666667","0.97","1.133333333","73.33333333","46.11727417","8.055555556","8.981481481","10.49382716","19.47530864","1.25","0.916666667","0.2425","0.283333333","25","32.22222222","35.92592593","41.97530864","77.90123457"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00198","","","","12","3","3","2","9","4","2.04","0.18","5","1","1","1","2.22","7.22","13","0.226666667","0.045","0.170769231","4.333333333","3","0.74","1.666666667","69.23076923","30.74792244","6.296296296","6.851851852","15.43209877","22.28395062","1.083333333","0.75","0.185","0.416666667","25","25.18518519","27.40740741","61.72839506","89.13580247"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00199","","","","12","3","3","2","6","5","1.5","0.2","6.4","1","3","5","1.7","8.1","11","0.25","0.04","0.154545455","3.666666667","2","0.566666667","2.133333333","54.54545455","20.98765432","4.62962963","5.24691358","19.75308642","25","0.916666667","0.5","0.141666667","0.533333333","25","18.51851852","20.98765432","79.01234568","100"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00200","","","","12","3","3","2","17","0","6.82","0","2.4","5","1","3","6.82","9.22","17","0.401176471","","0.401176471","5.666666667","5.666666667","2.273333333","0.8","100","73.96963124","21.04938272","21.04938272","7.407407407","28.45679012","1.416666667","1.416666667","0.568333333","0.2","25","84.19753086","84.19753086","29.62962963","113.8271605"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00201","","","","12","2","2","2","17","15","4.06","0.32","1.8","3","3","5","4.38","6.18","32","0.238823529","0.021333333","0.136875","16","8.5","2.19","0.9","53.125","70.87378641","12.5308642","13.51851852","5.555555556","19.07407407","2.666666667","1.416666667","0.365","0.15","16.66666667","75.18518519","81.11111111","33.33333333","114.4444444"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00202","","","","12","3","3","3","24","13","4.94","0.22","10","1","1","1","5.16","15.16","37","0.205833333","0.016923077","0.139459459","12.33333333","8","1.72","3.333333333","64.86486486","34.03693931","15.24691358","15.92592593","30.86419753","46.79012346","3.083333333","2","0.43","0.833333333","25","60.98765432","63.7037037","123.4567901","187.1604938"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00203","","","","12","3","3","3","16","0","4.88","0","2","5","3","5","4.88","6.88","16","0.305","","0.305","5.333333333","5.333333333","1.626666667","0.666666667","100","70.93023256","15.0617284","15.0617284","6.172839506","21.2345679","1.333333333","1.333333333","0.406666667","0.166666667","25","60.24691358","60.24691358","24.69135802","84.9382716"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00204","","","","12","3","3","2","12","1","4.04","0.01","1.8","1","1","1","4.05","5.85","13","0.336666667","0.01","0.311538462","4.333333333","4","1.35","0.6","92.30769231","69.23076923","12.4691358","12.5","5.555555556","18.05555556","1.083333333","1","0.3375","0.15","25","49.87654321","50","22.22222222","72.22222222"
