"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2015GUR-MT06","","","","","","","","","MZP2015GUR-MT06-00001","","","","39","35","1","1","5","34","3","0","6","0","0.4","2.5","2","9","9","7","1","5","5","5","7.23","0.4","2.9","6","","0.066666667","0.066666667","0.176470588","0.153846154","0","0","0.011764706","0.01025641","0.073529412","0.064102564","0","13.79310345","87.17948718","0","0","0.379867047","0.435729847","2.374169041","2.723311547","2.754036087","3.159041394"
"","","MZP2015GUR-MT06","","","","","","","","","MZP2015GUR-MT06-00002","","","","39","32","1","1","5","28","0","0","0","0","0","4.5","","","","","","","","","","0","4.5","0","","","","0","0","0","0","0","0","0.160714286","0.115384615","","0","71.79487179","0","0","0","0","4.273504274","5.952380952","4.273504274","5.952380952"
"","","MZP2015GUR-MT06","","","","","","","","","MZP2015GUR-MT06-00003","","","","39","34","1","1","5","34","20","17","22","5","6.1","5.3","6","5","5","3","1","5","7","5","6.12","11.1","16.4","39","0.294117647","0.277272727","0.284615385","1.147058824","1","0.5","0.435897436","0.326470588","0.284615385","0.155882353","0.135897436","43.58974359","67.68292683","87.17948718","4.748338082","5.446623094","10.54131054","12.09150327","5.033238367","5.773420479","15.57454891","17.86492375"
"","","MZP2015GUR-MT06","","","","","","","","","MZP2015GUR-MT06-00004","","","","39","36","1","3","5","36","3","0","5","0","0.3","10","2","9","9","7","1","5","5","5","7.23","0.3","10.3","5","","0.06","0.06","0.138888889","0.128205128","0","0","0.008333333","0.007692308","0.277777778","0.256410256","0","2.912621359","92.30769231","0","0","0.284900285","0.308641975","9.496676163","10.28806584","9.781576448","10.59670782"
"","","MZP2015GUR-MT06","","","","","","","","","MZP2015GUR-MT06-00005","","","","39","36","1","1","5","36","21","11","21","3","5.7","11.2","5","5","5","5","1","5","5","5","7.23","8.7","19.9","32","0.272727273","0.271428571","0.271875","0.888888889","0.820512821","0.305555556","0.282051282","0.241666667","0.223076923","0.311111111","0.287179487","34.375","43.71859296","92.30769231","2.849002849","3.086419753","8.262108262","8.950617284","10.6362773","11.52263374","18.89838557","20.47325103"
"","","MZP2015GUR-MT06","","","","","","","","","MZP2015GUR-MT06-00006","","","","39","39","1","1","7","39","15","10","17","3","4","18","2","9","9","3","1","5","5","5","7.23","7","25","27","0.3","0.235294118","0.259259259","0.692307692","0.692307692","0.256410256","0.256410256","0.179487179","0.179487179","0.461538462","0.461538462","37.03703704","28","100","2.849002849","2.849002849","6.647673314","6.647673314","17.09401709","17.09401709","23.74169041","23.74169041"
"","","MZP2015GUR-MT06","","","","","","","","","MZP2015GUR-MT06-00007","","","","39","31","1","3","5","31","31","15","29","4","7.7","6","2","5","3","5","1","7","5","5","10.5","11.7","17.7","44","0.266666667","0.265517241","0.265909091","1.419354839","1.128205128","0.483870968","0.384615385","0.377419355","0.3","0.193548387","0.153846154","34.09090909","66.10169492","79.48717949","3.798670465","4.778972521","11.11111111","13.97849462","5.698005698","7.168458781","16.80911681","21.14695341"
"","","MZP2015GUR-MT06","","","","","","","","","MZP2015GUR-MT06-00008","","","","39","27","1","3","5","27","27","14","28","4","7.2","4","2","5","7","5","1","5","5","3","7.23","11.2","15.2","42","0.285714286","0.257142857","0.266666667","1.555555556","1.076923077","0.518518519","0.358974359","0.414814815","0.287179487","0.148148148","0.102564103","33.33333333","73.68421053","69.23076923","3.798670465","5.48696845","10.6362773","15.36351166","3.798670465","5.48696845","14.43494777","20.85048011"
"","","MZP2015GUR-MT06","","","","","","","","","MZP2015GUR-MT06-00009","","","","39","33","1","1","5","33","33","19","32","5","6.7","17","2","3","3","5","1","5","5","3","7.76","11.7","28.7","51","0.263157895","0.209375","0.229411765","1.545454545","1.307692308","0.575757576","0.487179487","0.354545455","0.3","0.515151515","0.435897436","37.25490196","40.76655052","84.61538462","4.748338082","5.611672278","11.11111111","13.13131313","16.14434948","19.07968575","27.25546059","32.21099888"
"","","MZP2015GUR-MT06","","","","","","","","","MZP2015GUR-MT06-00010","","","","39","29","1","1","7","29","29","15","25","4.5","6","17","2","3","3","3","1","5","5","3","7.23","10.5","27.5","40","0.3","0.24","0.2625","1.379310345","1.025641026","0.517241379","0.384615385","0.362068966","0.269230769","0.586206897","0.435897436","37.5","38.18181818","74.35897436","4.273504274","5.747126437","9.971509972","13.40996169","16.14434948","21.71136654","26.11585945","35.12132822"
