"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of total carotenoids in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000290"," Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00105","","","","26","17","1","2","6","11","11","21","23","4","3.2","15","5","5","2","48.3","17.6","3","9","7","3","5.95","2.14","1.32","30.12","3.03","58.87","3.76","6.07","9.4","7.2","22.2","44","0.19047619","0.139130435","0.163636364","4","1.692307692","1.909090909","0.807692308","0.654545455","0.276923077","1.363636364","0.576923077","47.72727273","32.43243243","42.30769231","36.4389234","2.623602484","5.698005698","13.46801347","10.25641026","24.24242424","21.36752137","50.50505051","3.737325476","8.833678399","31.62393162","74.74747475"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00106","","","","26","14","3","1","5","10","10","28","15","5","2.5","14","2","2","1","","","3","7","7","1","","","","","4.61","","","","","7.5","21.5","43","0.178571429","0.166666667","0.174418605","4.3","1.653846154","2.8","1.076923077","0.75","0.288461538","1.4","0.538461538","65.11627907","34.88372093","38.46153846","","","7.122507123","18.51851852","10.68376068","27.77777778","19.94301994","51.85185185","","","30.62678063","79.62962963"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00107","","","","26","16","1","2","8","15","12","26","23","9","4.5","17","6","4","1","","","3","9","7","1","","","","","7.23","","","","","13.5","30.5","49","0.346153846","0.195652174","0.275510204","3.266666667","1.884615385","1.733333333","1","0.9","0.519230769","1.133333333","0.653846154","53.06122449","44.26229508","57.69230769","","","12.82051282","22.22222222","19.23076923","33.33333333","24.21652422","41.97530864","","","43.44729345","75.30864198"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00108","","","","26","8","4","3","4","6","6","14","23","3.5","2.5","7","3","5","1","","","3","7","7","3","","","","","3.03","","","","","6","13","37","0.25","0.108695652","0.162162162","6.166666667","1.423076923","2.333333333","0.538461538","1","0.230769231","1.166666667","0.269230769","37.83783784","46.15384615","23.07692308","","","4.985754986","21.60493827","8.547008547","37.03703704","9.971509972","43.20987654","","","18.51851852","80.24691358"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00109","","","","26","24","2","3","5","8","8","15","12","3.5","2","4","2","2","1","27.7","8.6","1","9","9","1","3.95","1.89","1.32","22.5","11.03","51.85","8.16","12.19","9.99","5.5","9.5","27","0.233333333","0.166666667","0.203703704","3.375","1.038461538","1.875","0.576923077","0.6875","0.211538462","0.5","0.153846154","55.55555556","57.89473684","30.76923077","31.04693141","1.707581227","4.985754986","16.2037037","7.834757835","25.46296296","5.698005698","18.51851852","2.432451891","7.905468646","13.53276353","43.98148148"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00110","","","","26","24","1","1","7","18","18","50","104","10","8","8","3","5","2","35.5","7.1","3","7","7","3","2.82","1.63","0.91","2.83","4.62","35.17","14.9","21.06","11.73","18","26","154","0.2","0.076923077","0.116883117","8.555555556","5.923076923","2.777777778","1.923076923","1","0.692307692","0.444444444","0.307692308","32.46753247","69.23076923","69.23076923","20","3.6","14.24501425","20.57613169","25.64102564","37.03703704","11.3960114","16.46090535","5.128205128","7.407407407","37.03703704","53.49794239"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00111","","","","26","21","1","4","9","18","18","16","0","3.8","0","47","5","5","3","","","3","9","9","1","","","","","1.74","","","","","3.8","50.8","16","0.2375","","0.2375","0.888888889","0.615384615","0.888888889","0.615384615","0.211111111","0.146153846","2.611111111","1.807692308","100","7.480314961","69.23076923","","","5.413105413","7.818930041","5.413105413","7.818930041","66.95156695","96.70781893","","","72.36467236","104.526749"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00112","","","","26","12","1","1","4","8","8","42","25","7.5","3.5","4.5","4","4","2","50.7","11.7","1","7","7","3","2.66","1.44","0.81","78.08","","41.21","10.76","15.13","16.46","11","15.5","67","0.178571429","0.14","0.164179104","8.375","2.576923077","5.25","1.615384615","1.375","0.423076923","0.5625","0.173076923","62.68656716","70.96774194","30.76923077","23.07692308","2.538461538","10.68376068","34.72222222","15.66951567","50.92592593","6.41025641","20.83333333","3.616042078","11.75213675","22.07977208","71.75925926"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00113","","","","26","21","4","3","7","9","9","19","7","6","1.2","18","3","3","1","","","3","9","7","1","","","","","1.74","","","","","7.2","25.2","26","0.315789474","0.171428571","0.276923077","2.888888889","1","2.111111111","0.730769231","0.8","0.276923077","2","0.692307692","73.07692308","28.57142857","34.61538462","","","8.547008547","24.69135802","10.25641026","29.62962963","25.64102564","74.07407407","","","35.8974359","103.7037037"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00114","","","","26","17","1","1","5","11","11","32","19","9.2","1.5","5","4","3","2","51","12.1","3","9","7","3","2.59","1.74","0.9","33.22","11.03","50.27","7.83","10.72","11.65","10.7","15.7","51","0.2875","0.078947368","0.209803922","4.636363636","1.961538462","2.909090909","1.230769231","0.972727273","0.411538462","0.454545455","0.192307692","62.74509804","68.15286624","42.30769231","23.7254902","2.538627451","13.10541311","30.97643098","15.24216524","36.02693603","7.122507123","16.83501684","3.61627842","8.547567175","22.36467236","52.86195286"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00115","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00116","","","","26","20","1","1","8","11","7","20","20","4.5","1.8","17","5","5","1","29.6","8.3","1","9","9","1","3.85","1.69","0.9","42.02","12.39","44.08","9.18","13.28","15.98","6.3","23.3","40","0.225","0.09","0.1575","3.636363636","1.538461538","1.818181818","0.769230769","0.572727273","0.242307692","1.545454545","0.653846154","50","27.03862661","42.30769231","28.04054054","1.766554054","6.41025641","15.15151515","8.974358974","21.21212121","24.21652422","57.23905724","2.516458766","5.947993448","33.19088319","78.45117845"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00117","","","","26","18","1","1","5","8","8","18","3","7","0.3","4","5","4","2","45.6","13.4","1","5","5","5","7.3","2.44","1.45","27.66","14.37","38.86","10.55","15.36","13.05","7.3","11.3","21","0.388888889","0.1","0.347619048","2.625","0.807692308","2.25","0.692307692","0.9125","0.280769231","0.5","0.153846154","85.71428571","64.60176991","30.76923077","29.38596491","2.145175439","9.971509972","32.40740741","10.3988604","33.7962963","5.698005698","18.51851852","3.055805468","9.931367771","16.0968661","52.31481481"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00118","","","","26","4","1","1","4","4","4","9","7","3","0.6","8","6","4","2","","","3","9","9","1","","","","","7.23","","","","","3.6","11.6","16","0.333333333","0.085714286","0.225","4","0.615384615","2.25","0.346153846","0.9","0.138461538","2","0.307692308","56.25","31.03448276","15.38461538","","","4.273504274","27.77777778","5.128205128","33.33333333","11.3960114","74.07407407","","","16.52421652","107.4074074"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00119","","","","26","18","1","1","5","7","7","4","15","2","2","14","6","6","2","","","1","5","5","5","","","","","","","","","","4","18","19","0.5","0.133333333","0.210526316","2.714285714","0.730769231","0.571428571","0.153846154","0.571428571","0.153846154","2","0.538461538","21.05263158","22.22222222","26.92307692","","","2.849002849","10.58201058","5.698005698","21.16402116","19.94301994","74.07407407","","","25.64102564","95.23809524"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00120","","","","26","24","1","1","5","12","9","8","10","1.2","0.5","7","4","4","1","49.5","11.3","1","5","5","5","9.04","3.26","2.24","41.38","4.61","36.24","7.14","11.05","16.42","1.7","8.7","18","0.15","0.05","0.094444444","1.5","0.692307692","0.666666667","0.307692308","0.141666667","0.065384615","0.583333333","0.269230769","44.44444444","19.54022989","46.15384615","22.82828283","0.388080808","1.709401709","3.703703704","2.421652422","5.24691358","9.971509972","21.60493827","0.552821664","1.197780272","12.39316239","26.85185185"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00121","","","","26","2","3","1","2","2","0","0","0","0","0","1.5","","","","","","","","","","","","","","","","","","","0","1.5","0","","","","0","0","0","0","0","0","0.75","0.057692308","","0","7.692307692","","","0","0","0","0","2.136752137","27.77777778","","","2.136752137","27.77777778"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00122","","","","26","10","3","1","5","9","9","23","18","5","0.5","12","5","5","1","","","1","7","7","3","","","","","3.03","","","","","5.5","17.5","41","0.217391304","0.027777778","0.134146341","4.555555556","1.576923077","2.555555556","0.884615385","0.611111111","0.211538462","1.333333333","0.461538462","56.09756098","31.42857143","34.61538462","","","7.122507123","20.57613169","7.834757835","22.63374486","17.09401709","49.38271605","","","24.92877493","72.01646091"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00123","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00124","","","","26","17","1","1","7","14","14","32","19","7","1.2","11","5","5","2","50.4","13.9","3","9","9","1","5.28","2.08","1.24","26.95","14.37","45.42","8.15","11.91","13.67","8.2","19.2","51","0.21875","0.063157895","0.160784314","3.642857143","1.961538462","2.285714286","1.230769231","0.585714286","0.315384615","0.785714286","0.423076923","62.74509804","42.70833333","53.84615385","27.57936508","2.261507937","9.971509972","18.51851852","11.68091168","21.69312169","15.66951567","29.1005291","3.221521277","5.982825229","27.35042735","50.79365079"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00125","","","","26","2","2","5","1","1","1","4","0","0.4","0","0.1","1","1","1","48","12.9","1","5","5","5","2.48","1.39","0.91","32.13","14.37","49.77","9.31","12.7","11.59","0.4","0.5","4","0.1","","0.1","4","0.153846154","4","0.153846154","0.4","0.015384615","0.1","0.003846154","100","80","3.846153846","26.875","0.1075","0.56980057","14.81481481","0.56980057","14.81481481","0.142450142","3.703703704","0.153133903","3.981481481","0.712250712","18.51851852"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00126","","","","26","21","2","1","4","5","5","10","7","2.8","0.2","5","3","3","1","","","1","7","7","1","","","","","3.03","","","","","3","8","17","0.28","0.028571429","0.176470588","3.4","0.653846154","2","0.384615385","0.6","0.115384615","1","0.192307692","58.82352941","37.5","19.23076923","","","3.988603989","20.74074074","4.273504274","22.22222222","7.122507123","37.03703704","","","11.3960114","59.25925926"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00127","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00128","","","","26","3","1","1","2","2","2","6","5","1","0.3","3","4","6","1","","","1","9","9","1","","","","","14.37","","","","","1.3","4.3","11","0.166666667","0.06","0.118181818","5.5","0.423076923","3","0.230769231","0.65","0.05","1.5","0.115384615","54.54545455","30.23255814","7.692307692","","","1.424501425","18.51851852","1.851851852","24.07407407","4.273504274","55.55555556","","","6.125356125","79.62962963"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00129","","","","26","3","2","1","1","2","2","4","2","0.5","0.1","0.1","1","1","1","","","1","7","5","3","","","","","12.39","","","","","0.6","0.7","6","0.125","0.05","0.1","3","0.230769231","2","0.153846154","0.3","0.023076923","0.05","0.003846154","66.66666667","85.71428571","7.692307692","","","0.712250712","9.259259259","0.854700855","11.11111111","0.142450142","1.851851852","","","0.997150997","12.96296296"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00130","","","","26","24","3","1","7","7","5","9","3","2.8","0.2","16","5","5","1","","","1","7","5","5","","","","","","","","","","3","19","12","0.311111111","0.066666667","0.25","1.714285714","0.461538462","1.285714286","0.346153846","0.428571429","0.115384615","2.285714286","0.615384615","75","15.78947368","26.92307692","","","3.988603989","14.81481481","4.273504274","15.87301587","22.79202279","84.65608466","","","27.06552707","100.5291005"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00131","","","","26","18","3","2","6","9","9","16","18","6.5","2.5","13","7","3","2","38.2","9.4","1","5","5","5","1.93","1.5","0.7","25.19","5.48","47.2","11.32","15.65","8.5","9","22","34","0.40625","0.138888889","0.264705882","3.777777778","1.307692308","1.777777778","0.615384615","1","0.346153846","1.444444444","0.5","47.05882353","40.90909091","34.61538462","24.60732984","2.214659686","9.259259259","26.74897119","12.82051282","37.03703704","18.51851852","53.49794239","3.154785877","9.113825868","31.33903134","90.53497942"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00132","","","","26","26","1","3","6","12","12","12","12","8.5","2.5","11","6","6","2","50.1","13.4","3","5","5","5","4.87","1.77","1.12","102.5","","58.71","5.09","7.26","6.6","11","22","24","0.708333333","0.208333333","0.458333333","2","0.923076923","1","0.461538462","0.916666667","0.423076923","0.916666667","0.423076923","50","50","46.15384615","26.74650699","2.942115768","12.10826211","26.2345679","15.66951567","33.95061728","15.66951567","33.95061728","4.191048103","9.080604224","31.33903134","67.90123457"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00133","","","","26","22","1","1","6","15","15","40","33","6.5","1.8","9","3","3","1","50.5","14.3","1","7","5","3","5.22","2.08","1.23","26.55","6.12","45.55","8.07","11.69","13.66","8.3","17.3","73","0.1625","0.054545455","0.11369863","4.866666667","2.807692308","2.666666667","1.538461538","0.553333333","0.319230769","0.6","0.346153846","54.79452055","47.97687861","57.69230769","28.31683168","2.35029703","9.259259259","16.04938272","11.82336182","20.49382716","12.82051282","22.22222222","3.348001467","5.803202542","24.64387464","42.71604938"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00134","","","","26","10","3","2","3","4","4","8","6","1.2","0.8","2.5","3","2","1","50.6","12.9","1","7","5","5","2.16","1.6","0.94","40.77","7.76","45.77","9.61","13.05","13.52","2","4.5","14","0.15","0.133333333","0.142857143","3.5","0.538461538","2","0.307692308","0.5","0.076923077","0.625","0.096153846","57.14285714","44.44444444","15.38461538","25.49407115","0.509881423","1.709401709","11.11111111","2.849002849","18.51851852","3.561253561","23.14814815","0.726326813","4.721124286","6.41025641","41.66666667"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00135","","","","26","20","1","1","5","6","6","18","19","1.6","0.4","13","4","3","1","50.6","13.7","1","9","9","1","3.98","1.89","1.19","53.79","14.37","54.08","4.4","6.9","13.69","2","15","37","0.088888889","0.021052632","0.054054054","6.166666667","1.423076923","3","0.692307692","0.333333333","0.076923077","2.166666667","0.5","48.64864865","13.33333333","23.07692308","27.07509881","0.541501976","2.279202279","9.87654321","2.849002849","12.34567901","18.51851852","80.24691358","0.771370337","3.342604792","21.36752137","92.59259259"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00136","","","","26","10","1","1","4","6","6","10","12","4.2","0.3","11","5","5","1","","","1","5","5","3","","","","","7.23","","","","","4.5","15.5","22","0.42","0.025","0.204545455","3.666666667","0.846153846","1.666666667","0.384615385","0.75","0.173076923","1.833333333","0.423076923","45.45454545","29.03225806","23.07692308","","","5.982905983","25.92592593","6.41025641","27.77777778","15.66951567","67.90123457","","","22.07977208","95.67901235"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00137","","","","26","8","5","3","4","6","6","3","16","0.3","0.4","12","7","8","1","50.4","12.7","3","5","5","5","2.06","1.5","0.99","34.66","14.37","55.06","7.89","10.51","8.02","0.7","12.7","19","0.1","0.025","0.036842105","3.166666667","0.730769231","0.5","0.115384615","0.116666667","0.026923077","2","0.461538462","15.78947368","5.511811024","23.07692308","25.1984127","0.176388889","0.427350427","1.851851852","0.997150997","4.320987654","17.09401709","74.07407407","0.251266223","1.088820302","18.09116809","78.39506173"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00138","","","","26","20","1","1","7","11","11","27","17","4.5","0.5","16","3","3","1","50.5","12.4","1","9","7","1","3.84","2.03","1.35","43.51","14.37","47.46","7.2","10.7","13.75","5","21","44","0.166666667","0.029411765","0.113636364","4","1.692307692","2.454545455","1.038461538","0.454545455","0.192307692","1.454545455","0.615384615","61.36363636","23.80952381","42.30769231","24.55445545","1.227722772","6.41025641","15.15151515","7.122507123","16.83501684","22.79202279","53.87205387","1.748892838","4.133746708","29.91452991","70.70707071"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00139","","","","26","2","1","1","2","2","2","7","3","3","0.1","5","4","5","2","","","3","9","9","1","","","","","0.15","","","","","3.1","8.1","10","0.428571429","0.033333333","0.31","5","0.384615385","3.5","0.269230769","1.55","0.119230769","2.5","0.192307692","70","38.27160494","7.692307692","","","4.273504274","55.55555556","4.415954416","57.40740741","7.122507123","92.59259259","","","11.53846154","150"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00140","","","","26","26","1","1","7","17","17","41","23","11","4.5","16","2","3","2","50.7","11.2","1","5","5","5","4.49","2.09","0.97","24.83","14.37","41.96","12.6","17.27","6.09","15.5","31.5","64","0.268292683","0.195652174","0.2421875","3.764705882","2.461538462","2.411764706","1.576923077","0.911764706","0.596153846","0.941176471","0.615384615","64.0625","49.20634921","65.38461538","22.09072978","3.424063116","15.66951567","23.96514161","22.07977208","33.76906318","22.79202279","34.8583878","4.877582787","7.459832498","44.87179487","68.62745098"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00141","","","","26","26","1","1","9","13","9","26","23","7","1.5","30","5","6","2","50.1","13.6","1","9","7","1","3.11","1.67","0.78","40.66","14.37","45.12","8.93","12.27","15.95","8.5","38.5","49","0.269230769","0.065217391","0.173469388","3.769230769","1.884615385","2","1","0.653846154","0.326923077","2.307692308","1.153846154","53.06122449","22.07792208","50","27.14570858","2.30738523","9.971509972","19.94301994","12.10826211","24.21652422","42.73504274","85.47008547","3.286873546","6.573747093","54.84330484","109.6866097"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00142","","","","26","19","1","1","5","3","3","5","8","2","2.5","13.5","8","8","3","50.4","12","1","9","9","1","1.98","1.49","0.76","38.4","7.76","46.79","9.73","13.12","16.07","4.5","18","13","0.4","0.3125","0.346153846","4.333333333","0.5","1.666666667","0.192307692","1.5","0.173076923","4.5","0.519230769","38.46153846","25","11.53846154","23.80952381","1.071428571","2.849002849","24.69135802","6.41025641","55.55555556","19.23076923","166.6666667","1.526251526","13.22751323","25.64102564","222.2222222"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00143","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00144","","","","26","22","3","3","4","12","12","17","12","3","1","4","5","4","1","50.7","11.4","1","7","7","1","2.65","1.57","0.73","53.74","","46.38","11.72","16.25","7.83","4","8","29","0.176470588","0.083333333","0.137931034","2.416666667","1.115384615","1.416666667","0.653846154","0.333333333","0.153846154","0.333333333","0.153846154","58.62068966","50","46.15384615","22.4852071","0.899408284","4.273504274","9.259259259","5.698005698","12.34567901","5.698005698","12.34567901","1.281208382","2.775951494","11.3960114","24.69135802"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00145","","","","26","20","5","3","8","19","19","35","36","9","4","34","3","3","2","50.5","13.5","1","9","9","1","2.34","1.53","0.97","30.38","3.03","48.69","9.98","13.63","10.37","13","47","71","0.257142857","0.111111111","0.183098592","3.736842105","2.730769231","1.842105263","1.346153846","0.684210526","0.5","1.789473684","1.307692308","49.29577465","27.65957447","73.07692308","26.73267327","3.475247525","12.82051282","17.54385965","18.51851852","25.3411306","48.43304843","66.27680312","4.95049505","6.774361647","66.95156695","91.61793372"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00146","","","","26","19","1","2","6","5","5","9","5","2","1","17.5","4","4","1","50.5","10.7","1","5","5","5","3.54","1.47","0.76","28","","42.47","13.89","19.57","9.14","3","20.5","14","0.222222222","0.2","0.214285714","2.8","0.538461538","1.8","0.346153846","0.6","0.115384615","3.5","0.673076923","64.28571429","14.63414634","19.23076923","21.18811881","0.635643564","2.849002849","14.81481481","4.273504274","22.22222222","24.92877493","129.6296296","0.905475163","4.708470847","29.2022792","151.8518519"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00147","","","","26","26","4","3","5","12","12","14","9","5.5","0.4","14","3","3","2","50.2","13.8","1","9","9","1","4.94","2.13","1.48","46.44","","59.83","2.41","4.28","11.6","5.9","19.9","23","0.392857143","0.044444444","0.256521739","1.916666667","0.884615385","1.166666667","0.538461538","0.491666667","0.226923077","1.166666667","0.538461538","60.86956522","29.64824121","46.15384615","27.49003984","1.621912351","7.834757835","16.97530864","8.404558405","18.20987654","19.94301994","43.20987654","2.310416454","5.005902317","28.34757835","61.41975309"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00148","","","","26","26","1","1","7","14","14","28","15","5","1.2","15.5","6","5","1","44.3","14.9","1","5","5","5","2.92","1.38","0.78","13.93","10.5","58.29","8.01","11.34","5.42","6.2","21.7","43","0.178571429","0.08","0.144186047","3.071428571","1.653846154","2","1.076923077","0.442857143","0.238461538","1.107142857","0.596153846","65.11627907","28.57142857","53.84615385","33.63431151","2.085327314","7.122507123","13.22751323","8.831908832","16.4021164","22.07977208","41.00529101","2.970551729","5.516738925","30.91168091","57.40740741"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00149","","","","26","24","1","1","6","7","7","12","13","2","0.1","10","3","3","1","50.2","15.7","1","9","7","3","2.85","2.08","1.38","41.49","11.03","40.47","9.34","13.21","14.1","2.1","12.1","25","0.166666667","0.007692308","0.084","3.571428571","0.961538462","1.714285714","0.461538462","0.3","0.080769231","1.428571429","0.384615385","48","17.3553719","26.92307692","31.2749004","0.656772908","2.849002849","10.58201058","2.991452991","11.11111111","14.24501425","52.91005291","0.935573944","3.474988933","17.23646724","64.02116402"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00150","","","","26","21","3","2","4","9","9","14","6","2.5","2.8","8.5","4","5","1","50.4","14.8","1","7","7","1","4.41","1.97","1.17","31.03","14.37","51.52","6.77","10.42","13.47","5.3","13.8","20","0.178571429","0.466666667","0.265","2.222222222","0.769230769","1.555555556","0.538461538","0.588888889","0.203846154","0.944444444","0.326923077","70","38.4057971","34.61538462","29.36507937","1.556349206","3.561253561","10.28806584","7.54985755","21.81069959","12.10826211","34.97942387","2.217021661","6.404729244","19.65811966","56.79012346"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00151","","","","26","6","1","1","2","3","3","10","9","0.8","0.1","4.6","2","2","1","","","1","7","7","1","","","","","10.5","","","","","0.9","5.5","19","0.08","0.011111111","0.047368421","6.333333333","0.730769231","3.333333333","0.384615385","0.3","0.034615385","1.533333333","0.176923077","52.63157895","16.36363636","11.53846154","","","1.13960114","9.87654321","1.282051282","11.11111111","6.552706553","56.79012346","","","7.834757835","67.90123457"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00152","","","","26","17","1","1","5","9","9","19","21","3.5","1","7.5","6","6","1","50.2","13","1","5","5","5","2.49","1.44","0.85","2.9","10.5","45.11","9.95","13.79","13.31","4.5","12","40","0.184210526","0.047619048","0.1125","4.444444444","1.538461538","2.111111111","0.730769231","0.5","0.173076923","0.833333333","0.288461538","47.5","37.5","34.61538462","25.89641434","1.165338645","4.985754986","14.40329218","6.41025641","18.51851852","10.68376068","30.86419753","1.66002656","4.795632286","17.09401709","49.38271605"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00153","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
