"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of total carotenoids in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000290"," Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00055","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00056","","","","26","7","1","1","3","3","3","11","0","2.5","0","2","4","4","1","50","11.5","1","5","5","3","3.24","1.8","1.07","19.4946594","","54.38","4.74","6.84","12.9","2.5","4.5","11","0.227272727","","0.227272727","3.666666667","0.423076923","3.666666667","0.423076923","0.833333333","0.096153846","0.666666667","0.076923077","100","55.55555556","11.53846154","23","0.575","3.561253561","30.86419753","3.561253561","30.86419753","2.849002849","24.69135802","0.819088319","7.098765432","6.41025641","55.55555556"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00057","","","","26","21","1","1","7","12","11","6","14","2.2","2","28.5","3","5","1","50.6","14.8","3","7","9","1","2.25","1.41","1.17","31.5516338","4.61","58.33","5.29","7.2","8.81","4.2","32.7","20","0.366666667","0.142857143","0.21","1.666666667","0.769230769","0.5","0.230769231","0.35","0.161538462","2.375","1.096153846","30","12.8440367","46.15384615","29.24901186","1.228458498","3.133903134","6.790123457","5.982905983","12.96296296","40.5982906","87.96296296","1.74994088","3.791538574","46.58119658","100.9259259"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00058","","","","26","14","1","1","4","7","7","6","7","3.4","2","14.6","2","2","1","50.6","11.2","1","5","5","3","3.5","1.68","1.04","13.0692101","","54.61","5.91","8.05","11.22","5.4","20","13","0.566666667","0.285714286","0.415384615","1.857142857","0.5","0.857142857","0.230769231","0.771428571","0.207692308","2.085714286","0.561538462","46.15384615","27","26.92307692","22.13438735","1.195256917","4.843304843","17.98941799","7.692307692","28.57142857","20.7977208","77.24867725","1.702645181","6.324110672","28.49002849","105.8201058"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00059","","","","26","26","1","3","5","13","13","15","55","4","3.5","20.5","3","4","1","51","15.7","1","7","7","3","3.95","1.47","1.07","73.65","","65.34","3.56","5.63","4.11","7.5","28","70","0.266666667","0.063636364","0.107142857","5.384615385","2.692307692","1.153846154","0.576923077","0.576923077","0.288461538","1.576923077","0.788461538","21.42857143","26.78571429","50","30.78431373","2.308823529","5.698005698","11.3960114","10.68376068","21.36752137","29.2022792","58.4045584","3.288922407","6.577844813","39.88603989","79.77207977"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00060","","","","26","21","1","2","6","14","14","12","12","4.2","2.5","21.2","3","3","1","50.6","14","1","9","5","1","2.9","1.41","0.97","21.2583752","7.23","58.72","5.38","7.49","7.94","6.7","27.9","24","0.35","0.208333333","0.279166667","1.714285714","0.923076923","0.857142857","0.461538462","0.478571429","0.257692308","1.514285714","0.815384615","50","24.01433692","53.84615385","27.66798419","1.853754941","5.982905983","11.11111111","9.544159544","17.72486772","30.1994302","56.08465608","2.640676554","4.9041136","39.74358974","73.80952381"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00061","","","","26","9","1","1","4","4","4","14","26","2.5","1.5","9.5","4","4","1","50.5","10.3","1","7","7","1","4.44","1.94","1.25","34.7390518","12.3","53.22","4.27","6.53","14.1","4","13.5","40","0.178571429","0.057692308","0.1","10","1.538461538","3.5","0.538461538","1","0.153846154","2.375","0.365384615","35","29.62962963","15.38461538","20.3960396","0.815841584","3.561253561","23.14814815","5.698005698","37.03703704","13.53276353","87.96296296","1.162167499","7.554088742","19.23076923","125"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00062","","","","26","5","1","2","3","1","1","1","0","0.1","0","5.5","2","2","1","","","","","","","","","","","","","","","","0.1","5.6","1","0.1","","0.1","1","0.038461538","1","0.038461538","0.1","0.003846154","5.5","0.211538462","100","1.785714286","3.846153846","","","0.142450142","3.703703704","0.142450142","3.703703704","7.834757835","203.7037037","","","7.977207977","207.4074074"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00063","","","","26","7","1","1","3","3","3","4","2","2","0.1","4.8","2","2","1","","","","","","","","","","","","","","","","2.1","6.9","6","0.5","0.05","0.35","2","0.230769231","1.333333333","0.153846154","0.7","0.080769231","1.6","0.184615385","66.66666667","30.43478261","11.53846154","","","2.849002849","24.69135802","2.991452991","25.92592593","6.837606838","59.25925926","","","9.829059829","85.18518519"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00064","","","","26","2","1","1","2","1","0","0","0","0","0","3.5","","","","","","","","","","","","","","","","","","","0","3.5","0","","","","0","0","0","0","0","0","3.5","0.134615385","","0","3.846153846","","","0","0","0","0","4.985754986","129.6296296","","","4.985754986","129.6296296"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00065","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00066","","","","26","12","1","1","3","2","2","4","4","1.5","0.1","5.3","4","4","1","50.2","14.3","5","9","9","1","2.89","1.63","1.24","25.3629074","0.15","54.87","6.98","9.88","9.52","1.6","6.9","8","0.375","0.025","0.2","4","0.307692308","2","0.153846154","0.8","0.061538462","2.65","0.203846154","50","23.1884058","7.692307692","28.48605578","0.455776892","2.136752137","27.77777778","2.279202279","29.62962963","7.54985755","98.14814815","0.649254833","8.440312823","9.829059829","127.7777778"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00067","","","","26","18","1","1","8","12","12","52","24","15","2.5","27.5","2","2","1","50.5","14.2","1","9","5","5","3.35","1.55","1.03","21.1947765","","62.09","3.13","4.8","10.38","17.5","45","76","0.288461538","0.104166667","0.230263158","6.333333333","2.923076923","4.333333333","2","1.458333333","0.673076923","2.291666667","1.057692308","68.42105263","38.88888889","46.15384615","28.11881188","4.920792079","21.36752137","46.2962963","24.92877493","54.01234568","39.17378917","84.87654321","7.009675327","15.18762987","64.1025641","138.8888889"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00068","","","","26","19","3","1","6","5","5","17","11","6.5","2","11.5","5","6","1","48.1","14.1","1","7","5","3","2.97","1.7","1.06","20.1010704","12.39","56.7","5.1","7.53","14.35","8.5","20","28","0.382352941","0.181818182","0.303571429","5.6","1.076923077","3.4","0.653846154","1.7","0.326923077","2.3","0.442307692","60.71428571","42.5","19.23076923","29.31392931","2.491683992","9.259259259","48.14814815","12.10826211","62.96296296","16.38176638","85.18518519","3.549407396","18.45691846","28.49002849","148.1481481"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00069","","","","26","24","5","3","9","13","13","32","40","16","5","18.5","5","4","1","50.8","11.9","1","5","7","3","2.83","1.46","0.9","30.0688381","12.39","57.71","3.95","5.68","14.08","21","39.5","72","0.5","0.125","0.291666667","5.538461538","2.769230769","2.461538462","1.230769231","1.615384615","0.807692308","1.423076923","0.711538462","44.44444444","53.16455696","50","23.42519685","4.919291339","22.79202279","45.58404558","29.91452991","59.82905983","26.35327635","52.70655271","7.007537519","14.01507504","56.26780627","112.5356125"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00070","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00071","","","","26","1","1","1","1","1","1","15","13","6","3.5","1.5","5","6","1","50.1","12.3","","","","","4","2","1.38","48.8944702","","52.93","3.69","5.27","14.18","9.5","11","28","0.4","0.269230769","0.339285714","28","1.076923077","15","0.576923077","9.5","0.365384615","1.5","0.057692308","53.57142857","86.36363636","3.846153846","24.5508982","2.332335329","8.547008547","222.2222222","13.53276353","351.8518519","2.136752137","55.55555556","3.322414999","86.38278998","15.66951567","407.4074074"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00072","","","","26","18","1","2","5","12","12","","","","","","4","6","2","51","14.9","1","7","7","3","3.62","1.54","1.18","14.3216925","4.92","61.39","4.03","6.81","10.09","","","","","","","","","","","","","","","","","46.15384615","29.21568627","","","","","","","","","","",""
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00073","","","","26","7","1","1","4","4","4","17","7","4.5","2","6.5","5","5","1","50.4","11.9","1","5","3","7","3.33","1.63","1.08","39.343132","14.37","52.38","5.37","7.85","16.76","6.5","13","24","0.264705882","0.285714286","0.270833333","6","0.923076923","4.25","0.653846154","1.625","0.25","1.625","0.25","70.83333333","50","15.38461538","23.61111111","1.534722222","6.41025641","41.66666667","9.259259259","60.18518519","9.259259259","60.18518519","2.186213992","14.21039095","18.51851852","120.3703704"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00074","","","","26","17","1","1","6","13","13","40","24","10","2.2","22.5","3","3","1","50","12.9","1","7","9","1","3.89","1.72","1.21","35.6355095","12.39","59.85","2.72","4.39","11.52","12.2","34.7","64","0.25","0.091666667","0.190625","4.923076923","2.461538462","3.076923077","1.538461538","0.938461538","0.469230769","1.730769231","0.865384615","62.5","35.15850144","50","25.8","3.1476","14.24501425","28.49002849","17.37891738","34.75783476","32.05128205","64.1025641","4.483760684","8.967521368","49.43019943","98.86039886"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00075","","","","26","22","1","1","6","12","12","53","30","10","2.5","12.5","4","4","1","50.8","14","3","5","5","3","3.43","1.73","1.26","40.948452","7.76","61.04","2.64","4.13","11.79","12.5","25","83","0.188679245","0.083333333","0.15060241","6.916666667","3.192307692","4.416666667","2.038461538","1.041666667","0.480769231","1.041666667","0.480769231","63.85542169","50","46.15384615","27.55905512","3.44488189","14.24501425","30.86419753","17.80626781","38.58024691","17.80626781","38.58024691","4.907239159","10.63235151","35.61253561","77.16049383"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00076","","","","26","7","1","1","3","4","4","12","10","4.5","1.8","7.5","2","2","1","50.9","15.2","1","7","5","3","4.52","2.24","1.47","36.5711594","12.39","52.3","4.61","8.02","20.04","6.3","13.8","22","0.375","0.18","0.286363636","5.5","0.846153846","3","0.461538462","1.575","0.242307692","1.875","0.288461538","54.54545455","45.65217391","15.38461538","29.86247544","1.881335953","6.41025641","41.66666667","8.974358974","58.33333333","10.68376068","69.44444444","2.679965745","17.41977734","19.65811966","127.7777778"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00077","","","","26","11","1","1","4","9","9","20","17","4","1.5","13.1","3","3","1","50.9","15.7","3","7","7","1","2.46","1.67","1.22","36.4596138","4.61","62.75","3.11","4.86","9.7","5.5","18.6","37","0.2","0.088235294","0.148648649","4.111111111","1.423076923","2.222222222","0.769230769","0.611111111","0.211538462","1.455555556","0.503846154","54.05405405","29.56989247","34.61538462","30.84479371","1.696463654","5.698005698","16.46090535","7.834757835","22.63374486","18.66096866","53.90946502","2.416614892","6.98133191","26.4957265","76.54320988"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00078","","","","26","9","1","1","6","6","6","10","8","5","1.2","11.5","4","5","3","50.2","13.7","1","7","9","1","3.64","1.67","0.89","27.9031448","7.23","41.97","9.59","13.22","16.69","6.2","17.7","18","0.5","0.15","0.344444444","3","0.692307692","1.666666667","0.384615385","1.033333333","0.238461538","1.916666667","0.442307692","55.55555556","35.02824859","23.07692308","27.29083665","1.692031873","7.122507123","30.86419753","8.831908832","38.27160494","16.38176638","70.98765432","2.410301813","10.44464119","25.21367521","109.2592593"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00079","","","","26","12","3","3","4","9","5","23","0","2.3","0","13.5","6","6","1","50.5","9.8","1","7","7","3","2.09","1.3","0.83","14.9433346","14.37","48.46","8.89","12.57","13.4","2.3","15.8","23","0.1","","0.1","2.555555556","0.884615385","2.555555556","0.884615385","0.255555556","0.088461538","1.5","0.519230769","100","14.55696203","34.61538462","19.40594059","0.446336634","3.276353276","9.465020576","3.276353276","9.465020576","19.23076923","55.55555556","0.63580717","1.83677627","22.50712251","65.02057613"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00080","","","","26","15","1","1","4","10","10","40","30","10","2.8","14.6","4","4","1","50.5","11.7","1","9","3","7","3.23","1.57","1.02","8.2453184","4.41","53.58","6.6","9.52","12.12","12.8","27.4","70","0.25","0.093333333","0.182857143","7","2.692307692","4","1.538461538","1.28","0.492307692","1.46","0.561538462","57.14285714","46.71532847","38.46153846","23.16831683","2.965544554","14.24501425","37.03703704","18.23361823","47.40740741","20.7977208","54.07407407","4.224422442","10.98349835","39.03133903","101.4814815"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00081","","","","26","22","1","1","7","16","16","42","33","13","4","36","3","2","1","23.5","7.4","1","7","9","1","3.63","1.65","1.07","32.7404137","0.12","56.73","6.05","9","11.04","17","53","75","0.30952381","0.121212121","0.226666667","4.6875","2.884615385","2.625","1.615384615","1.0625","0.653846154","2.25","1.384615385","56","32.0754717","61.53846154","31.4893617","5.353191489","18.51851852","30.09259259","24.21652422","39.35185185","51.28205128","83.33333333","7.625628902","12.39164697","75.4985755","122.6851852"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00082","","","","26","20","1","1","7","18","18","50","70","14","6","43.5","4","4","1","50.2","12.6","1","5","5","5","2.52","1.43","0.8","31.0145168","12.39","55.13","6.23","8.88","12.78","20","63.5","120","0.28","0.085714286","0.166666667","6.666666667","4.615384615","2.777777778","1.923076923","1.111111111","0.769230769","2.416666667","1.673076923","41.66666667","31.49606299","69.23076923","25.09960159","5.019920319","19.94301994","28.80658436","28.49002849","41.15226337","61.96581197","89.50617284","7.150883645","10.32905415","90.45584046","130.6584362"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00083","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00084","","","","26","22","1","1","6","13","13","36","15","7","2.2","23.5","5","5","3","50.4","9.7","1","7","3","7","2.75","1.59","0.96","41.3350449","11.03","44.04","6.33","8.59","21.61","9.2","32.7","51","0.194444444","0.146666667","0.180392157","3.923076923","1.961538462","2.769230769","1.384615385","0.707692308","0.353846154","1.807692308","0.903846154","70.58823529","28.13455657","50","19.24603175","1.770634921","9.971509972","19.94301994","13.10541311","26.21082621","33.47578348","66.95156695","2.522271967","5.044543933","46.58119658","93.16239316"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00085","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00086","","","","26","9","1","1","5","4","4","13","3","2.5","1.5","7.5","4","4","3","50.4","15.4","1","5","7","3","3.27","1.37","1.05","25.7738342","0.12","63.32","3.12","4.71","8.07","4","11.5","16","0.192307692","0.5","0.25","4","0.615384615","3.25","0.5","1","0.153846154","1.875","0.288461538","81.25","34.7826087","15.38461538","30.55555556","1.222222222","3.561253561","23.14814815","5.698005698","37.03703704","10.68376068","69.44444444","1.741057297","11.31687243","16.38176638","106.4814815"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00087","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00088","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00089","","","","26","20","1","1","7","12","12","27","8","6","2.2","13","3","3","1","39.5","12","1","9","7","3","2.82","1.48","0.83","24.27","7.23","50.74","8.37","11.82","13.55","8.2","21.2","35","0.222222222","0.275","0.234285714","2.916666667","1.346153846","2.25","1.038461538","0.683333333","0.315384615","1.083333333","0.5","77.14285714","38.67924528","46.15384615","30.37974684","2.491139241","8.547008547","18.51851852","11.68091168","25.30864198","18.51851852","40.12345679","3.548631397","7.68870136","30.1994302","65.43209877"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00090","","","","26","26","1","1","8","11","11","63","35","18","3.5","15","3","2","2","41.4","9","1","7","7","1","2.47","1.54","0.63","19.4","11.03","40.69","15.45","21","5.64","21.5","36.5","98","0.285714286","0.1","0.219387755","8.909090909","3.769230769","5.727272727","2.423076923","1.954545455","0.826923077","1.363636364","0.576923077","64.28571429","58.90410959","42.30769231","21.73913043","4.673913043","25.64102564","60.60606061","30.62678063","72.39057239","21.36752137","50.50505051","6.657995788","15.73708095","51.99430199","122.8956229"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00091","","","","26","22","2","1","9","13","13","26","22","10","4","35","3","4","3","50.2","13.6","3","9","9","1","4.79","1.77","1.2","7.4","3.03","56.27","4.25","6.01","10.73","14","49","48","0.384615385","0.181818182","0.291666667","3.692307692","1.846153846","2","1","1.076923077","0.538461538","2.692307692","1.346153846","54.16666667","28.57142857","50","27.09163347","3.792828685","14.24501425","28.49002849","19.94301994","39.88603989","49.85754986","99.71509972","5.402889865","10.80577973","69.8005698","139.6011396"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00092","","","","26","26","3","1","9","15","15","50","18","13.8","4","32","2","2","1","31.1","11.9","1","9","9","1","4.46","1.11","1.01","0","0.12","70.05","2.08","3.45","3.85","17.8","49.8","68","0.276","0.222222222","0.261764706","4.533333333","2.615384615","3.333333333","1.923076923","1.186666667","0.684615385","2.133333333","1.230769231","73.52941176","35.74297189","57.69230769","38.26366559","6.810932476","19.65811966","34.07407407","25.35612536","43.95061728","45.58404558","79.01234568","9.702183014","16.81711722","70.94017094","122.962963"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00093","","","","26","24","1","1","8","14","6","13","15","3","1","33","3","3","1","","","","","","","","","","","","","","","","4","37","28","0.230769231","0.066666667","0.142857143","2","1.076923077","0.928571429","0.5","0.285714286","0.153846154","2.357142857","1.269230769","46.42857143","10.81081081","53.84615385","","","4.273504274","7.936507937","5.698005698","10.58201058","47.00854701","87.3015873","","","52.70655271","97.88359788"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00094","","","","26","12","1","1","4","6","6","5","7","3","2.5","2.5","7","7","4","","","","","","","","","","","","","","","","5.5","8","12","0.6","0.357142857","0.458333333","2","0.461538462","0.833333333","0.192307692","0.916666667","0.211538462","0.416666667","0.096153846","41.66666667","68.75","23.07692308","","","4.273504274","18.51851852","7.834757835","33.95061728","3.561253561","15.43209877","","","11.3960114","49.38271605"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00095","","","","26","1","1","1","2","1","1","0","9","0","1.8","1","8","8","1","","","","","","","","","","","","","","","","1.8","2.8","9","","0.2","0.2","9","0.346153846","0","0","1.8","0.069230769","1","0.038461538","0","64.28571429","3.846153846","","","0","0","2.564102564","66.66666667","1.424501425","37.03703704","","","3.988603989","103.7037037"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00096","","","","26","20","5","4","9","13","13","37","73","11","8","26","6","6","3","50.7","15.1","1","7","7","3","2.97","1.46","0.96","29.83","12.39","57.5","4.13","6.04","13.88","19","45","110","0.297297297","0.109589041","0.172727273","8.461538462","4.230769231","2.846153846","1.423076923","1.461538462","0.730769231","2","1","33.63636364","42.22222222","50","29.78303748","5.65877712","15.66951567","31.33903134","27.06552707","54.13105413","37.03703704","74.07407407","8.060936069","16.12187214","64.1025641","128.2051282"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00097","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00098","","","","26","3","1","1","2","2","2","3","0","3","0","1.5","6","6","1","","","","","","","","","","","","","","","","3","4.5","3","1","","1","1.5","0.115384615","1.5","0.115384615","1.5","0.115384615","0.75","0.057692308","100","66.66666667","7.692307692","","","4.273504274","55.55555556","4.273504274","55.55555556","2.136752137","27.77777778","","","6.41025641","83.33333333"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00099","","","","26","20","1","1","7","15","15","62","35","13","4","10","3","4","2","50.7","14.5","1","7","7","1","3.39","1.49","0.89","30.85","12.39","55.96","4.93","7.01","12.45","17","27","97","0.209677419","0.114285714","0.175257732","6.466666667","3.730769231","4.133333333","2.384615385","1.133333333","0.653846154","0.666666667","0.384615385","63.91752577","62.96296296","57.69230769","28.59960552","4.861932939","18.51851852","32.09876543","24.21652422","41.97530864","14.24501425","24.69135802","6.925830397","12.00477269","38.46153846","66.66666667"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00100","","","","26","20","1","1","8","16","12","11","23","5.5","2.5","19","5","5","2","26.8","7.6","1","9","9","1","3.45","1.58","1.02","29.81","","51.73","7.93","10.89","8.93","8","27","34","0.5","0.108695652","0.235294118","2.125","1.307692308","0.6875","0.423076923","0.5","0.307692308","1.1875","0.730769231","32.35294118","29.62962963","61.53846154","28.35820896","2.268656716","7.834757835","12.73148148","11.3960114","18.51851852","27.06552707","43.98148148","3.231704724","5.251520177","38.46153846","62.5"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00101","","","","26","26","1","1","7","20","20","62","70","14","6","8","4","4","1","48.8","12.4","1","7","7","1","2.62","1.8","1.02","42.55","4.61","50.4","5.12","7.18","21.1","20","28","132","0.225806452","0.085714286","0.151515152","6.6","5.076923077","3.1","2.384615385","1","0.769230769","0.4","0.307692308","46.96969697","71.42857143","76.92307692","25.40983607","5.081967213","19.94301994","25.92592593","28.49002849","37.03703704","11.3960114","14.81481481","7.239269534","9.411050395","39.88603989","51.85185185"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00102","","","","26","26","1","1","9","20","20","34","45","12","5.8","13","4","4","2","44.9","13.6","1","9","7","1","4","1.47","0.95","9.71","5.49","47.6","8.69","12.84","14.59","17.8","30.8","79","0.352941176","0.128888889","0.225316456","3.95","3.038461538","1.7","1.307692308","0.89","0.684615385","0.65","0.5","43.03797468","57.79220779","76.92307692","30.28953229","5.391536748","17.09401709","22.22222222","25.35612536","32.96296296","18.51851852","24.07407407","7.680251778","9.984327312","43.87464387","57.03703704"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00103","","","","26","2","1","1","2","1","1","4","3","3","0.7","2","5","5","1","","","1","7","7","3","","","","","11.03","","","","","3.7","5.7","7","0.75","0.233333333","0.528571429","7","0.269230769","4","0.153846154","3.7","0.142307692","2","0.076923077","57.14285714","64.9122807","3.846153846","","","4.273504274","111.1111111","5.270655271","137.037037","2.849002849","74.07407407","","","8.11965812","211.1111111"
"","","MZP2012UMB-AT06","","","","","","","","","MZP2012UMB-AT06-00104","","","","26","3","1","1","2","2","2","3","5","3","2.4","1.5","3","3","1","","","1","7","7","3","","","","","6.12","","","","","5.4","6.9","8","1","0.48","0.675","4","0.307692308","1.5","0.115384615","2.7","0.207692308","0.75","0.057692308","37.5","78.26086957","7.692307692","","","4.273504274","55.55555556","7.692307692","100","2.136752137","27.77777778","","","9.829059829","127.7777778"
