"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of total carotenoids in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000290","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2016UMB-MT02","","","","","","","","","MZP2016UMB-MT02-00031","","","","39","30","5","5","3","30","30","46","57","6.1","2.7","10.2","5","3","1","50.1","11.9","5","9","5","1","2.46","1.46","0.85","32.05","10.5","57.75","4.4","6.17","16.85","0.95","8.8","19","103","0.132608696","0.047368421","0.085436893","3.433333333","2.641025641","1.533333333","1.179487179","0.293333333","0.225641026","0.34","0.261538462","44.66019417","46.31578947","76.92307692","23.75249501","2.090219561","5.79297246","7.530864198","8.357075024","10.86419753","9.686609687","12.59259259","1.985013828","2.580517976","18.04368471","23.45679012"
"","","MZP2016UMB-MT02","","","","","","","","","MZP2016UMB-MT02-00032","","","","39","36","7","7","3","36","30","46","41","9.7","1.9","13.1","1","1","1","50.1","13.5","9","7","7","7","2.75","1.39","0.95","38.17","1.5","58.61","3.1","4.51","19.96","0.62","11.6","24.7","87","0.210869565","0.046341463","0.133333333","2.416666667","2.230769231","1.277777778","1.179487179","0.322222222","0.297435897","0.363888889","0.335897436","52.87356322","46.96356275","92.30769231","26.94610778","3.125748503","9.211775878","9.979423868","11.01614435","11.93415638","12.44064577","13.47736626","2.96842213","3.215790641","23.45679012","25.41152263"
"","","MZP2016UMB-MT02","","","","","","","","","MZP2016UMB-MT02-00033","","","","39","37","3","3","5","37","37","53","83","10.5","3.4","12.4","3","3","1","50.1","13.4","7","9","7","1","2.49","1.41","0.86","20.81","14.38","66.08","2.33","3.63","14.72","0.77","13.9","26.3","136","0.198113208","0.040963855","0.102205882","3.675675676","3.487179487","1.432432432","1.358974359","0.375675676","0.356410256","0.335135135","0.317948718","38.97058824","52.85171103","94.87179487","26.74650699","3.717764471","9.971509972","10.51051051","13.20037987","13.91391391","11.77587844","12.41241241","3.530640523","3.721485957","24.97625831","26.32632633"
"","","MZP2016UMB-MT02","","","","","","","","","MZP2016UMB-MT02-00034","","","","39","32","3","3","7","32","32","54","52","11.3","5.5","22.8","3","5","1","50.1","16.4","7","5","7","3","2.5","1.14","0.7","33.84","7.23","74.04","1.51","3.08","10.26","0.67","16.8","39.6","106","0.209259259","0.105769231","0.158490566","3.3125","2.717948718","1.6875","1.384615385","0.525","0.430769231","0.7125","0.584615385","50.94339623","42.42424242","82.05128205","32.73453094","5.499401198","10.73124406","13.0787037","15.95441595","19.44444444","21.65242165","26.38888889","5.222603227","6.365047682","37.60683761","45.83333333"
"","","MZP2016UMB-MT02","","","","","","","","","MZP2016UMB-MT02-00035","","","","39","10","3","3","1","10","10","11","45","1.3","4.1","1.8","5","5","3","50","15.3","7","5","5","5","4.55","1.72","1.18","29.72","1.5","65.14","2.45","4.26","9.94","0.23","5.4","7.2","56","0.118181818","0.091111111","0.096428571","5.6","1.435897436","1.1","0.282051282","0.54","0.138461538","0.18","0.046153846","19.64285714","75","25.64102564","30.6","1.6524","1.234567901","4.814814815","5.128205128","20","1.709401709","6.666666667","1.569230769","6.12","6.837606838","26.66666667"
"","","MZP2016UMB-MT02","","","","","","","","","MZP2016UMB-MT02-00036","","","","39","23","1","1","9","23","23","18","33","3.2","1.7","23.7","5","3","1","50.1","14.7","7","5","5","3","4.28","1.93","1.32","39.5","1.17","58.93","4.58","6.87","11.76","1.05","4.9","28.6","51","0.177777778","0.051515152","0.096078431","2.217391304","1.307692308","0.782608696","0.461538462","0.213043478","0.125641026","1.030434783","0.607692308","35.29411765","17.13286713","58.97435897","29.34131737","1.437724551","3.038936372","5.152979066","4.65337132","7.890499195","22.50712251","38.16425121","1.365360447","2.31517641","27.16049383","46.0547504"
"","","MZP2016UMB-MT02","","","","","","","","","MZP2016UMB-MT02-00037","","","","39","22","1","1","5","22","22","27","35","11.2","4.4","13.3","3","1","1","50.1","12.4","5","3","5","5","3.71","1.81","1.13","29.53","4.61","57.54","4.56","6.2","12.71","0.63","15.6","28.9","62","0.414814815","0.125714286","0.251612903","2.818181818","1.58974359","1.227272727","0.692307692","0.709090909","0.4","0.604545455","0.341025641","43.5483871","53.97923875","56.41025641","24.750499","3.861077844","10.6362773","18.85521886","14.81481481","26.26262626","12.6305793","22.39057239","3.666740593","6.500131051","27.44539411","48.65319865"
"","","MZP2016UMB-MT02","","","","","","","","","MZP2016UMB-MT02-00038","","","","39","36","1","1","5","36","36","47","78","12.5","5.8","12.8","1","1","1","50.1","15.9","7","7","5","3","4.33","1.52","1","16.64","4.92","67.32","1.87","3.36","10.12","","18.3","31.1","125","0.265957447","0.074358974","0.1464","3.472222222","3.205128205","1.305555556","1.205128205","0.508333333","0.469230769","0.355555556","0.328205128","37.6","58.84244373","92.30769231","31.73652695","5.807784431","11.8708452","12.8600823","17.37891738","18.82716049","12.15574549","13.16872428","5.515464797","5.975086863","29.53466287","31.99588477"
"","","MZP2016UMB-MT02","","","","","","","","","MZP2016UMB-MT02-00039","","","","39","38","3","3","9","38","38","40","68","7.9","5.6","26.6","3","5","1","50.1","13.7","5","5","5","5","3.49","1.69","1.36","41.09","4.92","62.87","2.41","3.63","11.58","0.6","13.5","40.1","108","0.1975","0.082352941","0.125","2.842105263","2.769230769","1.052631579","1.025641026","0.355263158","0.346153846","0.7","0.682051282","37.03703704","33.66583541","97.43589744","27.34530938","3.691616766","7.502374169","7.699805068","12.82051282","13.15789474","25.26115859","25.92592593","3.505808895","3.598067024","38.08167142","39.08382066"
"","","MZP2016UMB-MT02","","","","","","","","","MZP2016UMB-MT02-00040","","","","39","29","1","1","1","29","29","56","38","13","3.8","1.9","1","1","3","50","12.9","9","7","7","3","6.57","2.15","1.56","8.72","4.92","67.23","2.32","3.34","4.68","0.49","16.8","18.7","94","0.232142857","0.1","0.178723404","3.24137931","2.41025641","1.931034483","1.435897436","0.579310345","0.430769231","0.065517241","0.048717949","59.57446809","89.83957219","74.35897436","25.8","4.3344","12.34567901","16.60280971","15.95441595","21.4559387","1.804368471","2.426564496","4.116239316","5.535632184","17.75878443","23.88250319"
"","","MZP2016UMB-MT02","","","","","","","","","MZP2016UMB-MT02-00041","","","","39","29","1","1","3","29","29","33","28","5.6","2.7","5.9","3","3","1","50","13.3","9","7","7","3","4.76","1.92","1.39","57.75","10.5","55.01","2.33","3.55","20.05","0.39","8.3","14.2","61","0.16969697","0.096428571","0.136065574","2.103448276","1.564102564","1.137931034","0.846153846","0.286206897","0.212820513","0.203448276","0.151282051","54.09836066","58.45070423","74.35897436","26.6","2.2078","5.318138651","7.151979566","7.882241216","10.60025543","5.603038936","7.535121328","2.096676163","2.819667944","13.48528015","18.13537676"
"","","MZP2016UMB-MT02","","","","","","","","","MZP2016UMB-MT02-00042","","","","39","23","1","1","5","23","20","19","40","7","3.5","13.9","3","3","1","50.1","14.9","7","5","5","5","3.47","1.55","1.32","60.82","10.5","62.37","3","4.91","12.15","0.48","10.5","24.4","59","0.368421053","0.0875","0.177966102","2.565217391","1.512820513","0.826086957","0.487179487","0.456521739","0.269230769","0.604347826","0.356410256","32.20338983","43.03278689","58.97435897","29.74051896","3.122754491","6.647673314","11.27214171","9.971509972","16.90821256","13.20037987","22.38325282","2.965578814","5.028590163","23.17188984","39.29146538"
"","","MZP2016UMB-MT02","","","","","","","","","MZP2016UMB-MT02-00043","","","","39","30","1","1","7","30","27","26","87","8.4","6.5","23.1","3","3","3","50.1","11.3","5","5","5","5","3.93","1.84","1.22","58.62","14.38","56.56","3.85","5.46","15.81","0.64","14.9","38","113","0.323076923","0.074712644","0.131858407","3.766666667","2.897435897","0.866666667","0.666666667","0.496666667","0.382051282","0.77","0.592307692","23.00884956","39.21052632","76.92307692","22.55489022","3.360678643","7.977207977","10.37037037","14.15004748","18.39506173","21.93732194","28.51851852","3.191527676","4.148985979","36.08736942","46.91358025"
"","","MZP2016UMB-MT02","","","","","","","","","MZP2016UMB-MT02-00044","","","","39","30","1","1","9","30","30","50","87","10.1","6.3","30.7","5","3","1","50.1","14.4","5","5","5","7","4.46","1.88","1.35","56.02","7.23","66.29","2.82","4.57","8.56","0.21","16.4","47.1","137","0.202","0.072413793","0.119708029","4.566666667","3.512820513","1.666666667","1.282051282","0.546666667","0.420512821","1.023333333","0.787179487","36.49635036","34.81953291","76.92307692","28.74251497","4.713772455","9.591642925","12.4691358","15.57454891","20.24691358","29.15479582","37.90123457","4.476517051","5.819472167","44.72934473","58.14814815"
"","","MZP2016UMB-MT02","","","","","","","","","MZP2016UMB-MT02-00045","","","","39","32","1","1","7","32","28","39","41","10.7","6.1","18.3","1","5","3","50.1","15.4","7","5","5","5","4.43","1.71","1.2","31.78","4.92","67.86","2.59","4.16","7.24","0.56","16.8","35.1","80","0.274358974","0.148780488","0.21","2.5","2.051282051","1.21875","1","0.525","0.430769231","0.571875","0.469230769","48.75","47.86324786","82.05128205","30.73852295","5.164071856","10.16144349","12.38425926","15.95441595","19.44444444","17.37891738","21.18055556","4.90415181","5.976935019","33.33333333","40.625"
"","","MZP2016UMB-MT02","","","","","","","","","MZP2016UMB-MT02-00046","","","","39","32","1","1","9","32","32","34","98","13.6","5.8","28.4","3","3","3","","","7","5","5","3","","","","","4.92","","","","","","19.4","47.8","132","0.4","0.059183673","0.146969697","4.125","3.384615385","1.0625","0.871794872","0.60625","0.497435897","0.8875","0.728205128","25.75757576","40.58577406","82.05128205","","","12.91547958","15.74074074","18.42355176","22.4537037","26.9705603","32.87037037","","","45.39411206","55.32407407"
"","","MZP2016UMB-MT02","","","","","","","","","MZP2016UMB-MT02-00047","","","","39","22","1","1","7","22","18","35","0","8","0","20.4","5","5","1","50","14.5","7","7","7","5","5.9","1.86","1.38","55.8","1.5","67.24","2.51","4.05","7.37","0.51","8","28.4","35","0.228571429","","0.228571429","1.590909091","0.897435897","1.590909091","0.897435897","0.363636364","0.205128205","0.927272727","0.523076923","100","28.16901408","56.41025641","29","2.32","7.597340931","13.46801347","7.597340931","13.46801347","19.37321937","34.34343434","2.20322887","3.905723906","26.9705603","47.81144781"
"","","MZP2016UMB-MT02","","","","","","","","","MZP2016UMB-MT02-00048","","","","39","30","1","1","9","30","30","89","53","22.6","6.8","23.7","1","1","1","50.1","13.6","9","7","7","3","5.63","1.95","1.19","16.05","7.23","59.77","2.77","4.47","12.27","","29.4","53.1","142","0.253932584","0.128301887","0.207042254","4.733333333","3.641025641","2.966666667","2.282051282","0.98","0.753846154","0.79","0.607692308","62.67605634","55.36723164","76.92307692","27.14570858","7.980838323","21.46248813","27.90123457","27.92022792","36.2962963","22.50712251","29.25925926","7.579143707","9.852886819","50.42735043","65.55555556"
"","","MZP2016UMB-MT02","","","","","","","","","MZP2016UMB-MT02-00049","","","","39","39","3","3","7","39","39","90","105","18.5","9.5","17.1","1","1","1","50.1","12.8","9","7","7","3","3.71","1.71","1.25","38.02","10.5","59.7","3.06","4.39","13.77","0.48","28","45.1","195","0.205555556","0.09047619","0.143589744","5","5","2.307692308","2.307692308","0.717948718","0.717948718","0.438461538","0.438461538","46.15384615","62.08425721","100","25.5489022","7.153692615","17.5688509","17.5688509","26.59069326","26.59069326","16.23931624","16.23931624","6.793630213","6.793630213","42.8300095","42.8300095"
"","","MZP2016UMB-MT02","","","","","","","","","MZP2016UMB-MT02-00050","","","","39","32","1","1","5","32","32","30","107","3.5","5.6","13.5","7","7","1","50.1","15.6","7","7","5","5","5.3","1.95","1.3","25.69","7.23","64.85","1.54","3.41","9.6","0.27","9.1","22.6","137","0.116666667","0.052336449","0.066423358","4.28125","3.512820513","0.9375","0.769230769","0.284375","0.233333333","0.421875","0.346153846","21.89781022","40.26548673","82.05128205","31.13772455","2.833532934","3.323836657","4.050925926","8.641975309","10.53240741","12.82051282","15.625","2.690914467","3.279552007","21.46248813","26.15740741"
"","","MZP2016UMB-MT02","","","","","","","","","MZP2016UMB-MT02-00051","","","","39","35","1","1","5","35","35","72","97","15.5","5.9","12.5","1","1","1","50","15.3","7","7","7","3","4.64","1.75","1.35","27.91","6.12","64.71","2.08","3.54","9.49","0.08","21.4","33.9","169","0.215277778","0.060824742","0.126627219","4.828571429","4.333333333","2.057142857","1.846153846","0.611428571","0.548717949","0.357142857","0.320512821","42.6035503","63.12684366","89.74358974","30.6","6.5484","14.71984805","16.4021164","20.32288699","22.64550265","11.8708452","13.22751323","6.218803419","6.92952381","32.19373219","35.87301587"
"","","MZP2016UMB-MT02","","","","","","","","","MZP2016UMB-MT02-00052","","","","39","25","1","1","7","25","25","41","36","10.6","4.3","17.2","3","3","1","50.1","13.7","9","7","7","3","5.25","2.04","1.38","42.44","5.49","57.14","2.21","3.49","16.57","","14.9","32.1","77","0.258536585","0.119444444","0.193506494","3.08","1.974358974","1.64","1.051282051","0.596","0.382051282","0.688","0.441025641","53.24675325","46.41744548","64.1025641","27.34530938","4.074451098","10.06647673","15.7037037","14.15004748","22.07407407","16.334283","25.48148148","3.869374262","6.036223849","30.48433048","47.55555556"
"","","MZP2016UMB-MT02","","","","","","","","","MZP2016UMB-MT02-00053","","","","39","33","1","1","7","33","33","36","71","10.5","3.8","19.9","1","1","3","50","15.2","5","5","3","5","2.76","1.14","0.95","53.3","1.5","65.5","2.63","3.88","12.34","0.45","14.3","34.2","107","0.291666667","0.053521127","0.13364486","3.242424242","2.743589744","1.090909091","0.923076923","0.433333333","0.366666667","0.603030303","0.51025641","33.64485981","41.8128655","84.61538462","30.4","4.3472","9.971509972","11.78451178","13.58024691","16.04938272","18.89838557","22.33445567","4.128395062","4.879012346","32.47863248","38.38383838"
"","","MZP2016UMB-MT02","","","","","","","","","MZP2016UMB-MT02-00054","","","","39","10","1","1","1","10","7","11","11","4.8","1.3","3.8","5","5","3","50.1","11.8","5","5","5","5","4.92","1.87","1.31","39.1","10.5","53.44","4.98","7.67","16.21","","6.1","9.9","22","0.436363636","0.118181818","0.277272727","2.2","0.564102564","1.1","0.282051282","0.61","0.156410256","0.38","0.097435897","50","61.61616162","25.64102564","23.55289421","1.436726547","4.558404558","17.77777778","5.79297246","22.59259259","3.608736942","14.07407407","1.364412675","5.321209433","9.401709402","36.66666667"
"","","MZP2016UMB-MT02","","","","","","","","","MZP2016UMB-MT02-00055","","","","39","34","1","1","7","34","34","80","55","22.7","7.4","22.6","5","1","3","50","15.8","7","7","7","5","3.6","1.35","0.96","26.8","4.92","67.77","3.04","4.61","7.11","0.32","30.1","52.7","135","0.28375","0.134545455","0.222962963","3.970588235","3.461538462","2.352941176","2.051282051","0.885294118","0.771794872","0.664705882","0.579487179","59.25925926","57.11574953","87.17948718","31.6","9.5116","21.55745489","24.72766885","28.58499525","32.78867102","21.46248813","24.61873638","9.0328585","10.36122004","50.04748338","57.40740741"
"","","MZP2016UMB-MT02","","","","","","","","","MZP2016UMB-MT02-00056","","","","39","35","5","5","3","35","35","73","90","18.9","5","9.3","3","3","1","50.1","12.7","7","9","7","1","3.09","1.55","1.15","40.82","12.38","53.24","4.47","6.45","18.39","0.47","23.9","33.2","163","0.25890411","0.055555556","0.146625767","4.657142857","4.179487179","2.085714286","1.871794872","0.682857143","0.612820513","0.265714286","0.238461538","44.78527607","71.98795181","89.74358974","25.3493014","6.058483034","17.94871795","20","22.69705603","25.29100529","8.831908832","9.841269841","5.753545141","6.411093158","31.52896486","35.13227513"
"","","MZP2016UMB-MT02","","","","","","","","","MZP2016UMB-MT02-00057","","","","39","36","1","1","9","36","36","85","50","36.9","4.5","24.8","3","3","1","50","13.2","5","5","3","5","5.92","1.9","1.5","23.9","1.17","64.37","3","4.89","6.07","0.52","41.4","66.2","135","0.434117647","0.09","0.306666667","3.75","3.461538462","2.361111111","2.179487179","1.15","1.061538462","0.688888889","0.635897436","62.96296296","62.53776435","92.30769231","26.4","10.9296","35.04273504","37.96296296","39.31623932","42.59259259","23.55175689","25.51440329","10.37948718","11.24444444","62.8679962","68.10699588"
"","","MZP2016UMB-MT02","","","","","","","","","MZP2016UMB-MT02-00058","","","","39","30","1","1","9","30","28","55","48","14.5","4.5","23.3","5","7","3","50.1","13.7","9","5","7","5","4.06","1.65","1.18","26.05","4.61","62.73","2.53","3.77","11.89","0.23","19","42.3","103","0.263636364","0.09375","0.184466019","3.433333333","2.641025641","1.833333333","1.41025641","0.633333333","0.487179487","0.776666667","0.597435897","53.39805825","44.91725768","76.92307692","27.34530938","5.195608782","13.77018044","17.90123457","18.04368471","23.45679012","22.12725546","28.7654321","4.934101408","6.41433183","40.17094017","52.22222222"
"","","MZP2016UMB-MT02","","","","","","","","","MZP2016UMB-MT02-00059","","","","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2016UMB-MT02","","","","","","","","","MZP2016UMB-MT02-00060","","","","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2016UMB-MT02","","","","","","","","","MZP2016UMB-MT02-00061","","","","39","31","1","1","5","31","31","63","40","13.9","7","13.6","7","7","1","50","14.2","5","5","5","5","4.41","1.51","1.15","15.94","10.5","66.42","2.86","4.7","6.57","0.39","20.9","34.5","103","0.220634921","0.175","0.202912621","3.322580645","2.641025641","2.032258065","1.615384615","0.674193548","0.535897436","0.438709677","0.348717949","61.16504854","60.57971014","79.48717949","28.4","5.9356","13.20037987","16.60692951","19.84805318","24.97013142","12.91547958","16.24850657","5.636847104","7.091517324","32.76353276","41.21863799"
"","","MZP2016UMB-MT02","","","","","","","","","MZP2016UMB-MT02-00062","","","","39","26","1","1","7","26","26","93","76","10.5","4","15.3","5","1","1","50.1","14.7","7","7","7","1","4.3","1.76","1.29","45.85","12.38","62.16","2.79","4.77","13.81","0.21","14.5","29.8","169","0.112903226","0.052631579","0.085798817","6.5","4.333333333","3.576923077","2.384615385","0.557692308","0.371794872","0.588461538","0.392307692","55.0295858","48.65771812","66.66666667","29.34131737","4.254491018","9.971509972","14.95726496","13.77018044","20.65527066","14.52991453","21.79487179","4.040352344","6.060528516","28.30009497","42.45014245"
"","","MZP2016UMB-MT02","","","","","","","","","MZP2016UMB-MT02-00063","","","","39","22","1","1","7","22","22","39","23","13.5","1.5","17.1","3","3","1","50.1","17","5","5","5","5","5.14","1.54","1.13","35.87","4.92","64.22","2.03","3.56","12.22","0.08","15","32.1","62","0.346153846","0.065217391","0.241935484","2.818181818","1.58974359","1.772727273","1","0.681818182","0.384615385","0.777272727","0.438461538","62.90322581","46.72897196","56.41025641","33.93213573","5.089820359","12.82051282","22.72727273","14.24501425","25.25252525","16.23931624","28.78787879","4.833637568","8.568721144","30.48433048","54.04040404"
"","","MZP2016UMB-MT02","","","","","","","","","MZP2016UMB-MT02-00064","","","","39","30","7","7","7","30","27","43","36","11.5","2.5","16.9","3","3","1","50","13.5","5","5","5","5","4.05","1.76","1.33","47.17","10.5","61.81","2.68","4.29","14.06","0.77","14","30.9","79","0.26744186","0.069444444","0.17721519","2.633333333","2.025641026","1.433333333","1.102564103","0.466666667","0.358974359","0.563333333","0.433333333","54.43037975","45.30744337","76.92307692","27","3.78","10.92117759","14.19753086","13.29534663","17.28395062","16.04938272","20.86419753","3.58974359","4.666666667","29.34472934","38.14814815"
"","","MZP2016UMB-MT02","","","","","","","","","MZP2016UMB-MT02-00065","","","","39","28","3","3","9","28","28","42","94","5.3","3.5","35.5","7","5","3","50.1","17.8","9","5","7","3","3.91","1.18","1.1","8","1.5","75.13","2.08","3.75","0","0.05","8.8","44.3","136","0.126190476","0.037234043","0.064705882","4.857142857","3.487179487","1.5","1.076923077","0.314285714","0.225641026","1.267857143","0.91025641","30.88235294","19.86455982","71.79487179","35.52894212","3.126546906","5.033238367","7.010582011","8.357075024","11.64021164","33.71320038","46.95767196","2.969180348","4.135644056","42.0702754","58.5978836"
"","","MZP2016UMB-MT02","","","","","","","","","MZP2016UMB-MT02-00066","","","","39","25","3","3","9","25","20","23","11","6.4","1.5","28.6","5","5","3","","","","","","","","","","","","","","","","","7.9","36.5","34","0.27826087","0.136363636","0.232352941","1.36","0.871794872","0.92","0.58974359","0.316","0.202564103","1.144","0.733333333","67.64705882","21.64383562","64.1025641","","","6.077872745","9.481481481","7.502374169","11.7037037","27.16049383","42.37037037","","","34.662868","54.07407407"
"","","MZP2016UMB-MT02","","","","","","","","","MZP2016UMB-MT02-00067","","","","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2016UMB-MT02","","","","","","","","","MZP2016UMB-MT02-00068","","","","39","15","1","1","5","15","15","41","30","5.9","1.6","8.3","3","5","3","50","15.5","7","5","5","5","3.51","1.53","1.06","34.98","7.23","66.81","3.54","5.34","5.28","0.3","7.5","15.8","71","0.143902439","0.053333333","0.105633803","4.733333333","1.820512821","2.733333333","1.051282051","0.5","0.192307692","0.553333333","0.212820513","57.74647887","47.46835443","38.46153846","31","2.325","5.603038936","14.56790123","7.122507123","18.51851852","7.882241216","20.49382716","2.207977208","5.740740741","15.00474834","39.01234568"
