"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Weight of vines per NET plot in kg|CO_331:0000227","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root dry matter content computing percent|CO_331:0000297","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Content of total sugars estimating 1-9|CO_331:0000766","Content of starch in raw storage roots estimating 1-9|CO_331:0001055","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00011","","","","39","39","1","1","9","35","16","3","11","9","1","0.2","2","2","4","30.53","1.5","5","2","3","4","1.2","36.2","20","0.090909091","0.022222222","0.06","1.25","0.512820513","0.6875","0.282051282","0.075","0.030769231","2.1875","0.897435897","55","3.314917127","41.02564103","0.36636","0.949667616","2.314814815","1.13960114","2.777777778","33.23836657","81.01851852","0.347920228","0.848055556","34.37796771","83.7962963"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00012","","","","39","38","1","1","9","20","12","6","9","16","2","1.5","3","2","4","30.26","5.49","4","2","4","4","3.5","23.5","25","0.222222222","0.09375","0.14","2.083333333","0.641025641","0.75","0.230769231","0.291666667","0.08974359","1.666666667","0.512820513","36","14.89361702","30.76923077","1.0591","1.899335233","6.172839506","3.323836657","10.80246914","18.99335233","61.72839506","1.005792972","3.26882716","22.31718898","72.5308642"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00013","","","","39","38","1","1","9","14","14","8","23","41","4","3","3","3","4","30.35","12.39","5","2","4","4","7","21","64","0.173913043","0.073170732","0.109375","4.571428571","1.641025641","1.642857143","0.58974359","0.5","0.179487179","1","0.358974359","35.9375","33.33333333","35.8974359","2.1245","3.798670465","10.58201058","6.647673314","18.51851852","13.29534663","37.03703704","2.017568851","5.62037037","19.94301994","55.55555556"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00014","","","","39","39","1","1","9","19","18","11","21","84","4","3","3","4","4","","7.76","5","2","4","4","7","26","105","0.19047619","0.035714286","0.066666667","5.833333333","2.692307692","1.166666667","0.538461538","0.388888889","0.179487179","1.055555556","0.487179487","20","26.92307692","46.15384615","","3.798670465","8.230452675","6.647673314","14.40329218","18.04368471","39.09465021","","","24.69135802","53.49794239"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00015","","","","39","27","1","1","8","9","17","15","21","31","4","1","3","3","4","30.07","7.76","3","2","5","4","5","14","52","0.19047619","0.032258065","0.096153846","3.058823529","1.333333333","1.235294118","0.538461538","0.294117647","0.128205128","0.529411765","0.230769231","40.38461538","35.71428571","43.58974359","1.5035","3.798670465","8.71459695","4.748338082","10.89324619","8.547008547","19.60784314","1.427825261","3.275599129","13.29534663","30.50108932"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00016","","","","39","36","1","1","8","14","20","14","23","16","4","1.5","3","3","4","30.09","7.76","5","2","4","4","5.5","19.5","39","0.173913043","0.09375","0.141025641","1.95","1","1.15","0.58974359","0.275","0.141025641","0.7","0.358974359","58.97435897","28.20512821","51.28205128","1.65495","3.798670465","7.407407407","5.22317189","10.18518519","13.29534663","25.92592593","1.571652422","3.064722222","18.51851852","36.11111111"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00017","","","","39","33","1","1","9","20","14","6","0","15","0","1.5","2","2","4","30.12","11.03","5","2","4","5","1.5","21.5","15","","0.1","0.1","1.071428571","0.384615385","0","0","0.107142857","0.038461538","1.428571429","0.512820513","0","6.976744186","35.8974359","0.4518","0","0","1.424501425","3.968253968","18.99335233","52.91005291","0.429059829","1.195238095","20.41785375","56.87830688"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00018","","","","39","35","1","1","8","18","18","7","0","12","0","1.5","2","2","4","30.54","5.49","3","2","4","4","1.5","19.5","12","","0.125","0.125","0.666666667","0.307692308","0","0","0.083333333","0.038461538","1","0.461538462","0","7.692307692","46.15384615","0.4581","0","0","1.424501425","3.086419753","17.09401709","37.03703704","0.435042735","0.942592593","18.51851852","40.12345679"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00019","","","","39","37","1","1","8","26","18","7","14","13","1.9","0.5","3","2","4","23.94","1.76","5","2","3","4","2.4","28.4","27","0.135714286","0.038461538","0.088888889","1.5","0.692307692","0.777777778","0.358974359","0.133333333","0.061538462","1.444444444","0.666666667","51.85185185","8.450704225","46.15384615","0.57456","1.804368471","3.909465021","2.279202279","4.938271605","24.69135802","53.49794239","0.545641026","1.182222222","26.9705603","58.43621399"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00020","","","","39","39","1","1","8","42","11","3","2","7","0.6","0.2","3","2","4","30.36","0","5","3","5","3","0.8","42.8","9","0.3","0.028571429","0.088888889","0.818181818","0.230769231","0.181818182","0.051282051","0.072727273","0.020512821","3.818181818","1.076923077","22.22222222","1.869158879","28.20512821","0.24288","0.56980057","2.02020202","0.759734093","2.693602694","39.88603989","141.4141414","0.230655271","0.817777778","40.64577398","144.1077441"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00021","","","","39","23","1","1","7","9","10","4","0","6","0","1","2","1","4","","","","","","","1","10","6","","0.166666667","0.166666667","0.6","0.153846154","0","0","0.1","0.025641026","0.9","0.230769231","0","10","25.64102564","","0","0","0.949667616","3.703703704","8.547008547","33.33333333","","","9.496676163","37.03703704"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00022","","","","39","38","1","1","9","23","22","9","14","18","1.9","1.5","2","2","3","30.05","1.5","5","2","4","4","3.4","26.4","32","0.135714286","0.083333333","0.10625","1.454545455","0.820512821","0.636363636","0.358974359","0.154545455","0.087179487","1.045454545","0.58974359","43.75","12.87878788","56.41025641","1.0217","1.804368471","3.198653199","3.228869896","5.723905724","21.84235518","38.72053872","0.970275404","1.72003367","25.07122507","44.44444444"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00023","","","","39","20","3","1","9","16","10","6","6","55","0.6","1","2","2","4","30.77","14.37","5","2","4","4","1.6","17.6","61","0.1","0.018181818","0.026229508","6.1","1.564102564","0.6","0.153846154","0.16","0.041025641","1.6","0.41025641","9.836065574","9.090909091","25.64102564","0.49232","0.56980057","2.222222222","1.519468186","5.925925926","15.19468186","59.25925926","0.467540361","1.823407407","16.71415005","65.18518519"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00024","","","","39","35","1","1","9","10","9","9","22","44","1.5","2","3","3","3","30.15","7.23","5","2","4","4","3.5","13.5","66","0.068181818","0.045454545","0.053030303","7.333333333","1.692307692","2.444444444","0.564102564","0.388888889","0.08974359","1.111111111","0.256410256","33.33333333","25.92592593","23.07692308","1.05525","1.424501425","6.172839506","3.323836657","14.40329218","9.496676163","41.15226337","1.002136752","4.342592593","12.82051282","55.55555556"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00025","","","","39","36","1","1","9","17","11","7","0","41","0","1","2","2","4","30.38","4.61","5","2","4","4","1","18","41","","0.024390244","0.024390244","3.727272727","1.051282051","0","0","0.090909091","0.025641026","1.545454545","0.435897436","0","5.555555556","28.20512821","0.3038","0","0","0.949667616","3.367003367","16.14434948","57.23905724","0.288509022","1.022895623","17.09401709","60.60606061"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00026","","","","39","28","2","1","8","10","4","3","0","3","0","0.4","2","2","4","30.26","7.23","5","2","5","4","0.4","10.4","3","","0.133333333","0.133333333","0.75","0.076923077","0","0","0.1","0.01025641","2.5","0.256410256","0","3.846153846","10.25641026","0.12104","0","0","0.379867047","3.703703704","9.496676163","92.59259259","0.114947768","1.120740741","9.87654321","96.2962963"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00027","","","","39","2","1","1","8","2","2","1","0","4","0","0.3","2","2","4","28.11","","","","","","0.3","2.3","4","","0.075","0.075","2","0.102564103","0","0","0.15","0.007692308","1","0.051282051","0","13.04347826","5.128205128","0.08433","0","0","0.284900285","5.555555556","1.899335233","37.03703704","0.08008547","1.561666667","2.184235518","42.59259259"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00028","","","","39","10","1","1","9","19","6","4","0","8","0","1.5","3","2","3","","5.49","3","2","5","4","1.5","20.5","8","","0.1875","0.1875","1.333333333","0.205128205","0","0","0.25","0.038461538","3.166666667","0.487179487","0","7.317073171","15.38461538","","0","0","1.424501425","9.259259259","18.04368471","117.2839506","","","19.46818613","126.5432099"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00029","","","","39","27","1","1","8","13","15","10","13","22","2","1","3","3","4","30.46","7.76","5","2","4","4","3","16","35","0.153846154","0.045454545","0.085714286","2.333333333","0.897435897","0.866666667","0.333333333","0.2","0.076923077","0.866666667","0.333333333","37.14285714","18.75","38.46153846","0.9138","1.899335233","4.938271605","2.849002849","7.407407407","12.34567901","32.09876543","0.867806268","2.256296296","15.19468186","39.50617284"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00030","","","","39","30","1","1","8","14","10","6","5","11","1.5","0.5","3","2","4","30.82","3.03","5","2","4","4","2","16","16","0.3","0.045454545","0.125","1.6","0.41025641","0.5","0.128205128","0.2","0.051282051","1.4","0.358974359","31.25","12.5","25.64102564","0.6164","1.424501425","5.555555556","1.899335233","7.407407407","13.29534663","51.85185185","0.585375119","2.282962963","15.19468186","59.25925926"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00031","","","","39","17","1","1","9","11","9","8","21","13","4","0.5","3","3","4","30.02","","","","","","4.5","15.5","34","0.19047619","0.038461538","0.132352941","3.777777778","0.871794872","2.333333333","0.538461538","0.5","0.115384615","1.222222222","0.282051282","61.76470588","29.03225806","23.07692308","1.3509","3.798670465","16.46090535","4.273504274","18.51851852","10.44634378","45.26748971","1.282905983","5.559259259","14.71984805","63.78600823"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00032","","","","39","23","2","1","9","9.5","8","5","6","21","0.5","0.9","2","2","4","30.49","1.5","5","2","3","4","1.4","10.9","27","0.083333333","0.042857143","0.051851852","3.375","0.692307692","0.75","0.153846154","0.175","0.035897436","1.1875","0.243589744","22.22222222","12.8440367","20.51282051","0.42686","0.474833808","2.314814815","1.329534663","6.481481481","9.021842355","43.98148148","0.405375119","1.976203704","10.35137702","50.46296296"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00033","","","","39","34","1","1","8","23","14","12","14","8","1","0.3","3","3","4","30.47","","","","","","1.3","24.3","22","0.071428571","0.0375","0.059090909","1.571428571","0.564102564","1","0.358974359","0.092857143","0.033333333","1.642857143","0.58974359","63.63636364","5.349794239","35.8974359","0.39611","0.949667616","2.645502646","1.234567901","3.439153439","21.84235518","60.84656085","0.37617284","1.047910053","23.07692308","64.28571429"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00034","","","","39","30","2","4","8","17.5","12","9","18","16","1.9","0.5","3","3","4","26.7","10.5","4","2","4","4","2.4","19.9","34","0.105555556","0.03125","0.070588235","2.833333333","0.871794872","1.5","0.461538462","0.2","0.061538462","1.458333333","0.448717949","52.94117647","12.06030151","30.76923077","0.6408","1.804368471","5.864197531","2.279202279","7.407407407","16.61918329","54.01234568","0.608547009","1.977777778","18.89838557","61.41975309"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00035","","","","39","38","1","1","8","29","10","4","6","3","0.5","0.1","3","3","4","30.33","0","5","3","5","3","0.6","29.6","9","0.083333333","0.033333333","0.066666667","0.9","0.230769231","0.6","0.153846154","0.06","0.015384615","2.9","0.743589744","66.66666667","2.027027027","25.64102564","0.18198","0.474833808","1.851851852","0.56980057","2.222222222","27.54036087","107.4074074","0.172820513","0.674","28.11016144","109.6296296"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00036","","","","39","38","1","1","9","18","18","13","28","28","3","1","3","3","3","30.73","0.15","5","2","3","4","4","22","56","0.107142857","0.035714286","0.071428571","3.111111111","1.435897436","1.555555556","0.717948718","0.222222222","0.102564103","1","0.461538462","50","18.18181818","46.15384615","1.2292","2.849002849","6.172839506","3.798670465","8.230452675","17.09401709","37.03703704","1.167331434","2.529218107","20.89268756","45.26748971"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00037","","","","39","38","1","1","9","17","11","5","0","9","0","1","2","2","3","22.27","1.5","4","2","3","4","1","18","9","","0.111111111","0.111111111","0.818181818","0.230769231","0","0","0.090909091","0.025641026","1.545454545","0.435897436","0","5.555555556","28.20512821","0.2227","0","0","0.949667616","3.367003367","16.14434948","57.23905724","0.211490978","0.74983165","17.09401709","60.60606061"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00038","","","","39","35","1","1","7","20","10","4","0","10","0","0.2","1","2","5","","4.61","5","2","3","4","0.2","20.2","10","","0.02","0.02","1","0.256410256","0","0","0.02","0.005128205","2","0.512820513","0","0.99009901","25.64102564","","0","0","0.189933523","0.740740741","18.99335233","74.07407407","","","19.18328585","74.81481481"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00039","","","","39","35","1","1","8","17.5","14","8","12","31","1.5","0.5","3","3","4","","","","","","","2","19.5","43","0.125","0.016129032","0.046511628","3.071428571","1.102564103","0.857142857","0.307692308","0.142857143","0.051282051","1.25","0.448717949","27.90697674","10.25641026","35.8974359","","1.424501425","3.968253968","1.899335233","5.291005291","16.61918329","46.2962963","","","18.51851852","51.58730159"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00040","","","","39","36","1","1","8","13.5","11","7","17","15","3","0.5","4","3","4","30.49","7.76","5","2","4","4","3.5","17","32","0.176470588","0.033333333","0.109375","2.909090909","0.820512821","1.545454545","0.435897436","0.318181818","0.08974359","1.227272727","0.346153846","53.125","20.58823529","28.20512821","1.06715","2.849002849","10.1010101","3.323836657","11.78451178","12.82051282","45.45454545","1.013437797","3.593097643","16.14434948","57.23905724"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00041","","","","39","38","1","1","8","12","13","9","14","43","2","3.5","4","4","4","30.19","","","","","","5.5","17.5","57","0.142857143","0.081395349","0.096491228","4.384615385","1.461538462","1.076923077","0.358974359","0.423076923","0.141025641","0.923076923","0.307692308","24.56140351","31.42857143","33.33333333","1.66045","1.899335233","5.698005698","5.22317189","15.66951567","11.3960114","34.18803419","1.576875594","4.730626781","16.61918329","49.85754986"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00042","","","","39","37","1","1","9","26","8","5","17","14","1.5","0.5","3","2","4","30.26","1.5","5","2","3","4","2","28","31","0.088235294","0.035714286","0.064516129","3.875","0.794871795","2.125","0.435897436","0.25","0.051282051","3.25","0.666666667","54.83870968","7.142857143","20.51282051","0.6052","1.424501425","6.944444444","1.899335233","9.259259259","24.69135802","120.3703704","0.574738841","2.801851852","26.59069326","129.6296296"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00043","","","","39","37","1","1","8","27","16","10","25","27","2","0.5","3","3","4","26.94","3.96","5","2","3","4","2.5","29.5","52","0.08","0.018518519","0.048076923","3.25","1.333333333","1.5625","0.641025641","0.15625","0.064102564","1.6875","0.692307692","48.07692308","8.474576271","41.02564103","0.6735","1.899335233","4.62962963","2.374169041","5.787037037","25.64102564","62.5","0.63960114","1.559027778","28.01519468","68.28703704"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00044","","","","39","34","1","1","8","17","16","9","8","38","2","1.9","3","3","4","","","","","","","3.9","20.9","46","0.25","0.05","0.084782609","2.875","1.179487179","0.5","0.205128205","0.24375","0.1","1.0625","0.435897436","17.39130435","18.66028708","41.02564103","","1.899335233","4.62962963","3.703703704","9.027777778","16.14434948","39.35185185","","","19.84805318","48.37962963"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00045","","","","39","36","1","1","9","20","15","8","21","14","3","0.5","3","4","4","30.26","3.03","4","2","5","4","3.5","23.5","35","0.142857143","0.035714286","0.1","2.333333333","0.897435897","1.4","0.538461538","0.233333333","0.08974359","1.333333333","0.512820513","60","14.89361702","38.46153846","1.0591","2.849002849","7.407407407","3.323836657","8.641975309","18.99335233","49.38271605","1.005792972","2.615061728","22.31718898","58.02469136"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00046","","","","39","38","1","1","9","19","15","9","15","30","2","1.5","3","3","3","30.17","","","","","","3.5","22.5","45","0.133333333","0.05","0.077777778","3","1.153846154","1","0.384615385","0.233333333","0.08974359","1.266666667","0.487179487","33.33333333","15.55555556","38.46153846","1.05595","1.899335233","4.938271605","3.323836657","8.641975309","18.04368471","46.91358025","1.002801519","2.607283951","21.36752137","55.55555556"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00047","","","","39","37","1","1","9","18","17","13","12","13","1","1","2","2","4","23.16","14.37","5","2","5","4","2","20","25","0.083333333","0.076923077","0.08","1.470588235","0.641025641","0.705882353","0.307692308","0.117647059","0.051282051","1.058823529","0.461538462","48","10","43.58974359","0.4632","0.949667616","2.178649237","1.899335233","4.357298475","17.09401709","39.21568627","0.43988604","1.009150327","18.99335233","43.57298475"
