"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots after harvest per NET plot|CO_331:0000233","Average non-commercial storage root weight computation kg|CO_331:0002039","Percentage of commercial storage root|CO_331:0000682"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00041","","","","36","27","19","15","12","33","1.8","1.8","24.8","1","3","7","3.6","28.4","0.15","0.08","2.368421053","1.25","0.631578947","0.333333333","0.189473684","0.1","1.305263158","0.688888889","12.67605634","52.77777778","1.851851852","3.50877193","3.703703704","7.01754386","25.51440329","48.34307992","29.218107","55.36062378","45","0.054545455","26.66666667"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00042","","","","36","31","23","20","60","70","7.4","1.8","15.6","1","3","3","9.2","24.8","0.123333333","0.070769231","5.652173913","3.611111111","2.608695652","1.666666667","0.4","0.255555556","0.67826087","0.433333333","37.09677419","63.88888889","7.613168724","11.91626409","9.465020576","14.81481481","16.04938272","25.12077295","25.51440329","39.93558776","130","0.025714286","46.15384615"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00043","","","","36","36","29","18","43","14","7.4","0.8","21.6","1","3","3","8.2","29.8","0.172093023","0.143859649","1.965517241","1.583333333","1.482758621","1.194444444","0.282758621","0.227777778","0.744827586","0.6","27.51677852","80.55555556","7.613168724","9.45083014","8.436213992","10.47254151","22.22222222","27.5862069","30.65843621","38.0587484","57","0.057142857","75.43859649"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00044","","","","36","31","24","18","35","73","4.6","3.4","16.2","1","5","3","8","24.2","0.131428571","0.074074074","4.5","3","1.458333333","0.972222222","0.333333333","0.222222222","0.675","0.45","33.05785124","66.66666667","4.732510288","7.098765432","8.230452675","12.34567901","16.66666667","25","24.89711934","37.34567901","108","0.046575342","32.40740741"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00045","","","","36","30","22","18","35","82","7.4","4","15.4","1","3","3","11.4","26.8","0.211428571","0.097435897","5.318181818","3.25","1.590909091","0.972222222","0.518181818","0.316666667","0.7","0.427777778","42.53731343","61.11111111","7.613168724","12.45791246","11.72839506","19.19191919","15.8436214","25.92592593","27.57201646","45.11784512","117","0.048780488","29.91452991"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00046","","","","36","35","27","20","19","107","1.8","2.4","23","1","3","5","4.2","27.2","0.094736842","0.033333333","4.666666667","3.5","0.703703704","0.527777778","0.155555556","0.116666667","0.851851852","0.638888889","15.44117647","75","1.851851852","2.469135802","4.320987654","5.761316872","23.66255144","31.55006859","27.98353909","37.31138546","126","0.022429907","15.07936508"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00047","","","","36","33","25","18","22","56","3.8","2.8","14.6","3","1","3","6.6","21.2","0.172727273","0.084615385","3.12","2.166666667","0.88","0.611111111","0.264","0.183333333","0.584","0.405555556","31.13207547","69.44444444","3.909465021","5.62962963","6.790123457","9.777777778","15.02057613","21.62962963","21.81069959","31.40740741","78","0.05","28.20512821"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00048","","","","36","33","26","20","44","58","4.6","2","11","1","5","5","6.6","17.6","0.104545455","0.064705882","3.923076923","2.833333333","1.692307692","1.222222222","0.253846154","0.183333333","0.423076923","0.305555556","37.5","72.22222222","4.732510288","6.552706553","6.790123457","9.401709402","11.31687243","15.66951567","18.10699588","25.07122507","102","0.034482759","43.1372549"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00049","","","","36","33","25","25","53","95","11","4.6","10.2","1","3","3","15.6","25.8","0.20754717","0.105405405","5.92","4.111111111","2.12","1.472222222","0.624","0.433333333","0.408","0.283333333","60.46511628","69.44444444","11.31687243","16.2962963","16.04938272","23.11111111","10.49382716","15.11111111","26.54320988","38.22222222","148","0.048421053","35.81081081"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00050","","","","36","32","24","17","32","55","5","1.6","7.6","3","3","3","6.6","14.2","0.15625","0.075862069","3.625","2.416666667","1.333333333","0.888888889","0.275","0.183333333","0.316666667","0.211111111","46.47887324","66.66666667","5.144032922","7.716049383","6.790123457","10.18518519","7.818930041","11.72839506","14.6090535","21.91358025","87","0.029090909","36.7816092"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00051","","","","36","34","26","16","34","54","4.2","1.6","15.2","3","3","3","5.8","21","0.123529412","0.065909091","3.384615385","2.444444444","1.307692308","0.944444444","0.223076923","0.161111111","0.584615385","0.422222222","27.61904762","72.22222222","4.320987654","5.982905983","5.967078189","8.262108262","15.63786008","21.65242165","21.60493827","29.91452991","88","0.02962963","38.63636364"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00052","","","","36","35","27","25","60","160","8.2","4.4","14.6","1","3","3","12.6","27.2","0.136666667","0.057272727","8.148148148","6.111111111","2.222222222","1.666666667","0.466666667","0.35","0.540740741","0.405555556","46.32352941","75","8.436213992","11.24828532","12.96296296","17.28395062","15.02057613","20.02743484","27.98353909","37.31138546","220","0.0275","27.27272727"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00053","","","","36","31","23","8","4","12","0.4","0.4","14.4","1","5","3","0.8","15.2","0.1","0.05","0.695652174","0.444444444","0.173913043","0.111111111","0.034782609","0.022222222","0.626086957","0.4","5.263157895","63.88888889","0.411522634","0.644122383","0.823045267","1.288244767","14.81481481","23.1884058","15.63786008","24.47665056","16","0.033333333","25"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00054","","","","36","35","27","25","72","80","6.2","3.6","7.4","3","5","5","9.8","17.2","0.086111111","0.064473684","5.62962963","4.222222222","2.666666667","2","0.362962963","0.272222222","0.274074074","0.205555556","56.97674419","75","6.378600823","8.504801097","10.08230453","13.4430727","7.613168724","10.15089163","17.69547325","23.59396433","152","0.045","47.36842105"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00055","","","","36","35","27","15","47","50","6.6","1.4","27","1","1","1","8","35","0.140425532","0.082474227","3.592592593","2.694444444","1.740740741","1.305555556","0.296296296","0.222222222","1","0.75","22.85714286","75","6.790123457","9.053497942","8.230452675","10.9739369","27.77777778","37.03703704","36.00823045","48.01097394","97","0.028","48.45360825"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00056","","","","36","35","27","16","23","60","4.4","2.8","19.2","1","3","5","7.2","26.4","0.191304348","0.086746988","3.074074074","2.305555556","0.851851852","0.638888889","0.266666667","0.2","0.711111111","0.533333333","27.27272727","75","4.526748971","6.035665295","7.407407407","9.87654321","19.75308642","26.33744856","27.16049383","36.21399177","83","0.046666667","27.71084337"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00057","","","","36","32","24","24","61","55","14","2.4","15.2","3","1","1","16.4","31.6","0.229508197","0.14137931","4.833333333","3.222222222","2.541666667","1.694444444","0.683333333","0.455555556","0.633333333","0.422222222","51.89873418","66.66666667","14.40329218","21.60493827","16.87242798","25.30864198","15.63786008","23.45679012","32.51028807","48.7654321","116","0.043636364","52.5862069"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00058","","","","36","31","23","16","14","18","0.8","1","8","1","5","7","1.8","9.8","0.057142857","0.05625","1.391304348","0.888888889","0.608695652","0.388888889","0.07826087","0.05","0.347826087","0.222222222","18.36734694","63.88888889","0.823045267","1.288244767","1.851851852","2.898550725","8.230452675","12.88244767","10.08230453","15.78099839","32","0.055555556","43.75"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00059","","","","36","34","26","17","33","74","5.4","4.4","15.8","1","3","3","9.8","25.6","0.163636364","0.091588785","4.115384615","2.972222222","1.269230769","0.916666667","0.376923077","0.272222222","0.607692308","0.438888889","38.28125","72.22222222","5.555555556","7.692307692","10.08230453","13.96011396","16.25514403","22.50712251","26.33744856","36.46723647","107","0.059459459","30.8411215"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00060","","","","36","35","27","16","43","51","6.4","1.6","12.4","1","3","5","8","20.4","0.148837209","0.085106383","3.481481481","2.611111111","1.592592593","1.194444444","0.296296296","0.222222222","0.459259259","0.344444444","39.21568627","75","6.58436214","8.77914952","8.230452675","10.9739369","12.75720165","17.00960219","20.98765432","27.98353909","94","0.031372549","45.74468085"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00061","","","","36","35","27","19","32","120","2.6","3.2","14","1","5","3","5.8","19.8","0.08125","0.038157895","5.62962963","4.222222222","1.185185185","0.888888889","0.214814815","0.161111111","0.518518519","0.388888889","29.29292929","75","2.674897119","3.566529492","5.967078189","7.956104252","14.40329218","19.20438957","20.37037037","27.16049383","152","0.026666667","21.05263158"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00062","","","","36","30","22","16","54","70","8.8","2.6","12","1","1","1","11.4","23.4","0.162962963","0.091935484","5.636363636","3.444444444","2.454545455","1.5","0.518181818","0.316666667","0.545454545","0.333333333","48.71794872","61.11111111","9.053497942","14.81481481","11.72839506","19.19191919","12.34567901","20.2020202","24.07407407","39.39393939","124","0.037142857","43.5483871"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00063","","","","36","36","28","25","100","56","16.2","2.2","10.8","3","3","3","18.4","29.2","0.162","0.117948718","5.571428571","4.333333333","3.571428571","2.777777778","0.657142857","0.511111111","0.385714286","0.3","63.01369863","77.77777778","16.66666667","21.42857143","18.93004115","24.33862434","11.11111111","14.28571429","30.04115226","38.62433862","156","0.039285714","64.1025641"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00064","","","","36","36","28","25","34","74","6.8","3.4","15.8","1","3","5","10.2","26","0.2","0.094444444","3.857142857","3","1.214285714","0.944444444","0.364285714","0.283333333","0.564285714","0.438888889","39.23076923","77.77777778","6.995884774","8.994708995","10.49382716","13.49206349","16.25514403","20.8994709","26.74897119","34.39153439","108","0.045945946","31.48148148"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00065","","","","36","36","28","24","70","60","7.8","2.2","18.4","1","3","3","10","28.4","0.111428571","0.076923077","4.642857143","3.611111111","2.5","1.944444444","0.357142857","0.277777778","0.657142857","0.511111111","35.21126761","77.77777778","8.024691358","10.31746032","10.28806584","13.22751323","18.93004115","24.33862434","29.218107","37.56613757","130","0.036666667","53.84615385"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00066","","","","36","34","26","4","5","7","1.4","0.6","14.4","1","3","5","2","16.4","0.28","0.166666667","0.461538462","0.333333333","0.192307692","0.138888889","0.076923077","0.055555556","0.553846154","0.4","12.19512195","72.22222222","1.440329218","1.994301994","2.057613169","2.849002849","14.81481481","20.51282051","16.87242798","23.36182336","12","0.085714286","41.66666667"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00067","","","","36","30","22","17","40","35","6.2","1.6","17.4","1","3","3","7.8","25.2","0.155","0.104","3.409090909","2.083333333","1.818181818","1.111111111","0.354545455","0.216666667","0.790909091","0.483333333","30.95238095","61.11111111","6.378600823","10.43771044","8.024691358","13.13131313","17.90123457","29.29292929","25.92592593","42.42424242","75","0.045714286","53.33333333"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00068","","","","36","28","20","16","14","77","1.4","2.6","20.4","1","5","7","4","24.4","0.1","0.043956044","4.55","2.527777778","0.7","0.388888889","0.2","0.111111111","1.02","0.566666667","16.39344262","55.55555556","1.440329218","2.592592593","4.115226337","7.407407407","20.98765432","37.77777778","25.10288066","45.18518519","91","0.033766234","15.38461538"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00069","","","","36","28","24","24","40","82","7.6","3.6","13.8","1","3","5","11.2","25","0.19","0.091803279","5.083333333","3.388888889","1.666666667","1.111111111","0.466666667","0.311111111","0.575","0.383333333","44.8","66.66666667","7.818930041","11.72839506","11.52263374","17.28395062","14.19753086","21.2962963","25.72016461","38.58024691","122","0.043902439","32.78688525"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00070","","","","36","30","22","17","40","92","6.6","3","8","1","3","3","9.6","17.6","0.165","0.072727273","6","3.666666667","1.818181818","1.111111111","0.436363636","0.266666667","0.363636364","0.222222222","54.54545455","61.11111111","6.790123457","11.11111111","9.87654321","16.16161616","8.230452675","13.46801347","18.10699588","29.62962963","132","0.032608696","30.3030303"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00071","","","","36","28","23","23","82","130","8.4","3.4","25.4","1","3","5","11.8","37.2","0.102439024","0.055660377","9.217391304","5.888888889","3.565217391","2.277777778","0.513043478","0.327777778","1.104347826","0.705555556","31.72043011","63.88888889","8.641975309","13.52657005","12.1399177","19.00161031","26.13168724","40.90177134","38.27160494","59.90338164","212","0.026153846","38.67924528"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00072","","","","36","33","25","24","60","35","15","1.4","21.2","1","3","3","16.4","37.6","0.25","0.172631579","3.8","2.638888889","2.4","1.666666667","0.656","0.455555556","0.848","0.588888889","43.61702128","69.44444444","15.43209877","22.22222222","16.87242798","24.2962963","21.81069959","31.40740741","38.68312757","55.7037037","95","0.04","63.15789474"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00073","","","","36","33","26","20","74","60","7.4","2.2","12","1","3","1","9.6","21.6","0.1","0.071641791","5.153846154","3.722222222","2.846153846","2.055555556","0.369230769","0.266666667","0.461538462","0.333333333","44.44444444","72.22222222","7.613168724","10.54131054","9.87654321","13.67521368","12.34567901","17.09401709","22.22222222","30.76923077","134","0.036666667","55.2238806"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00074","","","","36","30","22","15","70","99","6.2","2.8","25.4","1","3","7","9","34.4","0.088571429","0.053254438","7.681818182","4.694444444","3.181818182","1.944444444","0.409090909","0.25","1.154545455","0.705555556","26.1627907","61.11111111","6.378600823","10.43771044","9.259259259","15.15151515","26.13168724","42.76094276","35.3909465","57.91245791","169","0.028282828","41.42011834"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00075","","","","36","26","18","10","30","24","5.6","1.8","10.6","2","3","7","7.4","18","0.186666667","0.137037037","3","1.5","1.666666667","0.833333333","0.411111111","0.205555556","0.588888889","0.294444444","41.11111111","50","5.761316872","11.52263374","7.613168724","15.22633745","10.90534979","21.81069959","18.51851852","37.03703704","54","0.075","55.55555556"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00076","","","","36","30","23","22","72","69","8.8","2.2","9.8","1","3","1","11","20.8","0.122222222","0.078014184","6.130434783","3.916666667","3.130434783","2","0.47826087","0.305555556","0.426086957","0.272222222","52.88461538","63.88888889","9.053497942","14.17069243","11.31687243","17.71336554","10.08230453","15.78099839","21.39917695","33.49436393","141","0.031884058","51.06382979"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00077","","","","36","26","26","23","50","61","7.4","1.8","17.8","1","3","1","9.2","27","0.148","0.082882883","4.269230769","3.083333333","1.923076923","1.388888889","0.353846154","0.255555556","0.684615385","0.494444444","34.07407407","72.22222222","7.613168724","10.54131054","9.465020576","13.10541311","18.3127572","25.35612536","27.77777778","38.46153846","111","0.029508197","45.04504505"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00078","","","","36","33","25","25","48","60","5.4","2.4","16.2","1","3","7","7.8","24","0.1125","0.072222222","4.32","3","1.92","1.333333333","0.312","0.216666667","0.648","0.45","32.5","69.44444444","5.555555556","8","8.024691358","11.55555556","16.66666667","24","24.69135802","35.55555556","108","0.04","44.44444444"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00079","","","","36","22","14","13","17","25","2.6","1.8","18.6","1","3","3","4.4","23","0.152941176","0.104761905","3","1.166666667","1.214285714","0.472222222","0.314285714","0.122222222","1.328571429","0.516666667","19.13043478","38.88888889","2.674897119","6.878306878","4.526748971","11.64021164","19.13580247","49.20634921","23.66255144","60.84656085","42","0.072","40.47619048"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00080","","","","36","30","24","24","24","100","3","4.2","9.2","1","5","5","7.2","16.4","0.125","0.058064516","5.166666667","3.444444444","1","0.666666667","0.3","0.2","0.383333333","0.255555556","43.90243902","66.66666667","3.086419753","4.62962963","7.407407407","11.11111111","9.465020576","14.19753086","16.87242798","25.30864198","124","0.042","19.35483871"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00081","","","","36","23","23","18","34","42","6.8","1.8","13.8","1","3","1","8.6","22.4","0.2","0.113157895","3.304347826","2.111111111","1.47826087","0.944444444","0.373913043","0.238888889","0.6","0.383333333","38.39285714","63.88888889","6.995884774","10.95008052","8.847736626","13.84863124","14.19753086","22.22222222","23.04526749","36.07085346","76","0.042857143","44.73684211"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00082","","","","36","30","23","23","70","79","12.2","3","15.8","1","3","5","15.2","31","0.174285714","0.102013423","6.47826087","4.138888889","3.043478261","1.944444444","0.660869565","0.422222222","0.686956522","0.438888889","49.03225806","63.88888889","12.55144033","19.64573269","15.63786008","24.47665056","16.25514403","25.44283414","31.89300412","49.9194847","149","0.037974684","46.97986577"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00083","","","","36","32","25","25","13","34","2.4","1.6","8.6","1","3","5","4","12.6","0.184615385","0.085106383","1.88","1.305555556","0.52","0.361111111","0.16","0.111111111","0.344","0.238888889","31.74603175","69.44444444","2.469135802","3.555555556","4.115226337","5.925925926","8.847736626","12.74074074","12.96296296","18.66666667","47","0.047058824","27.65957447"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00084","","","","36","28","22","22","40","135","3.2","4","17.6","1","5","5","7.2","24.8","0.08","0.041142857","7.954545455","4.861111111","1.818181818","1.111111111","0.327272727","0.2","0.8","0.488888889","29.03225806","61.11111111","3.29218107","5.387205387","7.407407407","12.12121212","18.10699588","29.62962963","25.51440329","41.75084175","175","0.02962963","22.85714286"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00085","","","","36","28","20","19","27","98","4.6","3.4","27.6","1","3","5","8","35.6","0.17037037","0.064","6.25","3.472222222","1.35","0.75","0.4","0.222222222","1.38","0.766666667","22.47191011","55.55555556","4.732510288","8.518518519","8.230452675","14.81481481","28.39506173","51.11111111","36.6255144","65.92592593","125","0.034693878","21.6"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00086","","","","36","22","16","16","14","27","1.6","1.2","8.4","1","3","5","2.8","11.2","0.114285714","0.068292683","2.5625","1.138888889","0.875","0.388888889","0.175","0.077777778","0.525","0.233333333","25","44.44444444","1.646090535","3.703703704","2.880658436","6.481481481","8.641975309","19.44444444","11.52263374","25.92592593","41","0.044444444","34.14634146"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00087","","","","36","21","15","15","70","50","12.2","2.2","14.2","1","3","3","14.4","28.6","0.174285714","0.12","8","3.333333333","4.666666667","1.944444444","0.96","0.4","0.946666667","0.394444444","50.34965035","41.66666667","12.55144033","30.12345679","14.81481481","35.55555556","14.6090535","35.0617284","29.42386831","70.61728395","120","0.044","58.33333333"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00088","","","","36","27","21","20","60","88","9.4","3.6","19.6","1","1","5","13","32.6","0.156666667","0.087837838","7.047619048","4.111111111","2.857142857","1.666666667","0.619047619","0.361111111","0.933333333","0.544444444","39.87730061","58.33333333","9.670781893","16.57848325","13.3744856","22.92768959","20.16460905","34.56790123","33.53909465","57.49559083","148","0.040909091","40.54054054"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00089","","","","36","23","23","21","40","34","3.6","1.4","19.4","1","5","5","5","24.4","0.09","0.067567568","3.217391304","2.055555556","1.739130435","1.111111111","0.217391304","0.138888889","0.843478261","0.538888889","20.49180328","63.88888889","3.703703704","5.797101449","5.144032922","8.051529791","19.95884774","31.23993559","25.10288066","39.29146538","74","0.041176471","54.05405405"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00090","","","","36","29","23","22","32","55","5.2","2.2","17.6","1","3","5","7.4","25","0.1625","0.085057471","3.782608696","2.416666667","1.391304348","0.888888889","0.32173913","0.205555556","0.765217391","0.488888889","29.6","63.88888889","5.349794239","8.373590982","7.613168724","11.91626409","18.10699588","28.34138486","25.72016461","40.25764895","87","0.04","36.7816092"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00091","","","","36","26","18","17","60","59","9.6","2","17.4","3","3","3","11.6","29","0.16","0.097478992","6.611111111","3.305555556","3.333333333","1.666666667","0.644444444","0.322222222","0.966666667","0.483333333","40","50","9.87654321","19.75308642","11.93415638","23.86831276","17.90123457","35.80246914","29.83539095","59.67078189","119","0.033898305","50.42016807"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00092","","","","36","19","15","15","43","25","6.4","0.8","12.4","3","5","5","7.2","19.6","0.148837209","0.105882353","4.533333333","1.888888889","2.866666667","1.194444444","0.48","0.2","0.826666667","0.344444444","36.73469388","41.66666667","6.58436214","15.80246914","7.407407407","17.77777778","12.75720165","30.61728395","20.16460905","48.39506173","68","0.032","63.23529412"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00093","","","","36","24","20","20","55","215","8","7","19.2","1","3","5","15","34.2","0.145454545","0.055555556","13.5","7.5","2.75","1.527777778","0.75","0.416666667","0.96","0.533333333","43.85964912","55.55555556","8.230452675","14.81481481","15.43209877","27.77777778","19.75308642","35.55555556","35.18518519","63.33333333","270","0.03255814","20.37037037"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00094","","","","36","25","17","17","25","72","3.2","2.8","11.4","3","5","5","6","17.4","0.128","0.06185567","5.705882353","2.694444444","1.470588235","0.694444444","0.352941176","0.166666667","0.670588235","0.316666667","34.48275862","47.22222222","3.29218107","6.97167756","6.172839506","13.07189542","11.72839506","24.83660131","17.90123457","37.90849673","97","0.038888889","25.77319588"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00095","","","","36","35","27","24","47","83","5.6","2.2","14.6","1","3","5","7.8","22.4","0.119148936","0.06","4.814814815","3.611111111","1.740740741","1.305555556","0.288888889","0.216666667","0.540740741","0.405555556","34.82142857","75","5.761316872","7.68175583","8.024691358","10.69958848","15.02057613","20.02743484","23.04526749","30.72702332","130","0.026506024","36.15384615"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00096","","","","36","25","20","15","34","37","3.8","1.4","14","1","5","7","5.2","19.2","0.111764706","0.073239437","3.55","1.972222222","1.7","0.944444444","0.26","0.144444444","0.7","0.388888889","27.08333333","55.55555556","3.909465021","7.037037037","5.349794239","9.62962963","14.40329218","25.92592593","19.75308642","35.55555556","71","0.037837838","47.88732394"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00097","","","","36","18","12","11","45","97","5.4","3.2","7.6","1","3","7","8.6","16.2","0.12","0.06056338","11.83333333","3.944444444","3.75","1.25","0.716666667","0.238888889","0.633333333","0.211111111","53.08641975","33.33333333","5.555555556","16.66666667","8.847736626","26.54320988","7.818930041","23.45679012","16.66666667","50","142","0.032989691","31.69014085"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00098","","","","36","28","20","12","38","37","6.2","1.8","9.4","1","3","3","8","17.4","0.163157895","0.106666667","3.75","2.083333333","1.9","1.055555556","0.4","0.222222222","0.47","0.261111111","45.97701149","55.55555556","6.378600823","11.48148148","8.230452675","14.81481481","9.670781893","17.40740741","17.90123457","32.22222222","75","0.048648649","50.66666667"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00099","","","","36","30","24","22","48","26","10.4","2.8","16.8","1","3","3","13.2","30","0.216666667","0.178378378","3.083333333","2.055555556","2","1.333333333","0.55","0.366666667","0.7","0.466666667","44","66.66666667","10.69958848","16.04938272","13.58024691","20.37037037","17.28395062","25.92592593","30.86419753","46.2962963","74","0.107692308","64.86486486"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00100","","","","36","24","20","10","25","43","3.2","1.6","15.2","1","3","5","4.8","20","0.128","0.070588235","3.4","1.888888889","1.25","0.694444444","0.24","0.133333333","0.76","0.422222222","24","55.55555556","3.29218107","5.925925926","4.938271605","8.888888889","15.63786008","28.14814815","20.57613169","37.03703704","68","0.037209302","36.76470588"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00101","","","","36","20","13","13","27","17","3.4","0.8","11.2","1","5","7","4.2","15.4","0.125925926","0.095454545","3.384615385","1.222222222","2.076923077","0.75","0.323076923","0.116666667","0.861538462","0.311111111","27.27272727","36.11111111","3.497942387","9.686609687","4.320987654","11.96581197","11.52263374","31.90883191","15.8436214","43.87464387","44","0.047058824","61.36363636"
"","","MZP2019UMB-PT01","","","","","","","","","MZP2019UMB-PT01-00102","","","","36","26","21","17","48","59","12.2","4.2","10.8","3","1","5","16.4","27.2","0.254166667","0.153271028","5.095238095","2.972222222","2.285714286","1.333333333","0.780952381","0.455555556","0.514285714","0.3","60.29411765","58.33333333","12.55144033","21.51675485","16.87242798","28.92416226","11.11111111","19.04761905","27.98353909","47.97178131","107","0.071186441","44.85981308"
