"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Content of total sugars estimating 1-9|CO_331:0000766","Content of starch in raw storage roots estimating 1-9|CO_331:0001055","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00001","","","","39","30","1","3","5","20","20","10","26","5","4.5","12","3","3","3","7","1","1","1","5.71","2.06","1.56","0","57.69","3.12","5.33","10.05","0.15","9.5","21.5","36","0.5","0.173076923","0.263888889","1.8","0.923076923","0.5","0.256410256","0.475","0.243589744","0.6","0.307692308","27.77777778","44.18604651","51.28205128","4.748338082","9.259259259","9.021842355","17.59259259","11.3960114","22.22222222","20.41785375","39.81481481"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00002","","","","39","25","3","5","7","10","10","5","7","1.2","1.1","8","7","7","1","5","1","1","1","4.17","1.78","1.42","6.47","57.85","2.79","4.85","12.25","0.3","2.3","10.3","12","0.24","0.157142857","0.191666667","1.2","0.307692308","0.5","0.128205128","0.23","0.058974359","0.8","0.205128205","41.66666667","22.33009709","25.64102564","1.13960114","4.444444444","2.184235518","8.518518519","7.597340931","29.62962963","9.781576448","38.14814815"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00003","","","","39","20","1","1","5","20","20","11","15","2","1.5","17.5","5","3","1","7","1","1","1","5.6","1.81","1.58","10.06","61.15","2.37","4.77","8.67","0.38","3.5","21","26","0.181818182","0.1","0.134615385","1.3","0.666666667","0.55","0.282051282","0.175","0.08974359","0.875","0.448717949","42.30769231","16.66666667","51.28205128","1.899335233","3.703703704","3.323836657","6.481481481","16.61918329","32.40740741","19.94301994","38.88888889"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00004","","","","39","30","1","3","5","30","30","15","25","6.5","3.5","16.4","3","3","1","7","1","1","1","5.9","1.82","1.6","0","63.1","1.55","3.53","7.22","0.27","10","26.4","40","0.433333333","0.14","0.25","1.333333333","1.025641026","0.5","0.384615385","0.333333333","0.256410256","0.546666667","0.420512821","37.5","37.87878788","76.92307692","6.172839506","8.024691358","9.496676163","12.34567901","15.57454891","20.24691358","25.07122507","32.59259259"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00005","","","","39","29","1","3","5","29","29","16","40","4","2.5","16.2","3","5","3","5","1","1","1","4.66","1.61","1.38","0","63.92","1.89","3.53","7.03","0.33","6.5","22.7","56","0.25","0.0625","0.116071429","1.931034483","1.435897436","0.551724138","0.41025641","0.224137931","0.166666667","0.55862069","0.415384615","28.57142857","28.63436123","74.35897436","3.798670465","5.108556833","6.172839506","8.301404853","15.38461538","20.68965517","21.55745489","28.99106003"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00006","","","","39","26","1","5","7","24","20","6","15","1.3","2","9","5","3","1","7","1","1","1","5.81","1.93","1.59","80.94","53.76","3.38","5.96","16.33","0.75","3.3","12.3","21","0.216666667","0.133333333","0.157142857","0.875","0.538461538","0.25","0.153846154","0.1375","0.084615385","0.375","0.230769231","28.57142857","26.82926829","61.53846154","1.234567901","2.00617284","3.133903134","5.092592593","8.547008547","13.88888889","11.68091168","18.98148148"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00007","","","","39","29","1","3","7","29","29","10","42","2","5","20.1","5","5","1","1","5","3","3","5.72","1.94","1.38","3.73","63.39","2.03","4.13","5.35","0.24","7","27.1","52","0.2","0.119047619","0.134615385","1.793103448","1.333333333","0.344827586","0.256410256","0.24137931","0.179487179","0.693103448","0.515384615","19.23076923","25.8302583","74.35897436","1.899335233","2.554278416","6.647673314","8.939974457","19.08831909","25.67049808","25.7359924","34.61047254"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00008","","","","39","30","1","3","7","24","9","11","0","4","0","37.3","3","3","1","3","1","1","1","4.92","1.86","1.21","62.12","62.12","2.27","4.15","8.57","0.51","4","41.3","11","0.363636364","","0.363636364","0.458333333","0.282051282","0.458333333","0.282051282","0.166666667","0.102564103","1.554166667","0.956410256","100","9.685230024","61.53846154","3.798670465","6.172839506","3.798670465","6.172839506","35.42260209","57.5617284","39.22127255","63.7345679"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00009","","","","39","24","1","5","7","13","1","1","0","0.2","0","33.5","5","5","1","5","1","1","1","5.74","2.07","1.52","105.09","58.93","2.08","3.81","10.02","0.69","0.2","33.7","1","0.2","","0.2","0.076923077","0.025641026","0.076923077","0.025641026","0.015384615","0.005128205","2.576923077","0.858974359","100","0.59347181","33.33333333","0.189933523","0.56980057","0.189933523","0.56980057","31.81386515","95.44159544","32.00379867","96.01139601"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00010","","","","39","23","1","1","5","20","20","25","25","8","4.5","12.9","3","1","1","3","1","1","1","5.52","1.78","1.37","0","57.88","2.2","3.76","13.15","0.18","12.5","25.4","50","0.32","0.18","0.25","2.5","1.282051282","1.25","0.641025641","0.625","0.320512821","0.645","0.330769231","50","49.21259843","51.28205128","7.597340931","14.81481481","11.8708452","23.14814815","12.25071225","23.88888889","24.12155745","47.03703704"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00011","","","","39","30","1","1","5","2","2","3","3","0.8","0.4","7.2","7","5","1","5","1","1","1","6.38","2.47","1.88","31.26","60.14","2.86","5.1","5.74","0.98","1.2","8.4","6","0.266666667","0.133333333","0.2","3","0.153846154","1.5","0.076923077","0.6","0.030769231","3.6","0.184615385","50","14.28571429","5.128205128","0.759734093","14.81481481","1.13960114","22.22222222","6.837606838","133.3333333","7.977207977","155.5555556"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00012","","","","39","32","1","3","5","32","32","18","19","6.5","4.5","15.7","5","5","1","5","3","3","3","7.15","2.47","1.77","24.16","58.62","1.94","3.85","8.49","0.4","11","26.7","37","0.361111111","0.236842105","0.297297297","1.15625","0.948717949","0.5625","0.461538462","0.34375","0.282051282","0.490625","0.402564103","48.64864865","41.19850187","82.05128205","6.172839506","7.523148148","10.44634378","12.73148148","14.90978158","18.1712963","25.35612536","30.90277778"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00013","","","","39","33","1","3","7","33","33","7","36","2","3.5","13.4","5","5","1","1","5","3","3","3.9","1.72","1.28","6.37","66.31","2.46","4.36","2.57","0.12","5.5","18.9","43","0.285714286","0.097222222","0.127906977","1.303030303","1.102564103","0.212121212","0.179487179","0.166666667","0.141025641","0.406060606","0.343589744","16.27906977","29.1005291","84.61538462","1.899335233","2.244668911","5.22317189","6.172839506","12.72554606","15.03928171","17.94871795","21.21212121"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00014","","","","39","31","1","3","7","19","5","6","0","1.1","0","23.7","5","5","1","3","1","1","1","4.86","2.02","1.41","101.22","48.89","3.25","5.31","19.93","1.32","1.1","24.8","6","0.183333333","","0.183333333","0.315789474","0.153846154","0.315789474","0.153846154","0.057894737","0.028205128","1.247368421","0.607692308","100","4.435483871","48.71794872","1.044634378","2.144249513","1.044634378","2.144249513","22.50712251","46.19883041","23.55175689","48.34307992"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00015","","","","39","29","1","3","7","17","10","7","7","2","1.5","19.5","5","5","1","7","1","1","1","4.86","2.02","1.41","101.22","48.89","3.25","5.31","19.93","1.32","3.5","23","14","0.285714286","0.214285714","0.25","0.823529412","0.358974359","0.411764706","0.179487179","0.205882353","0.08974359","1.147058824","0.5","50","15.2173913","43.58974359","1.899335233","4.357298475","3.323836657","7.625272331","18.51851852","42.48366013","21.84235518","50.10893246"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00016","","","","39","33","1","3","5","18","12","0","17","0","2","15.6","7","7","3","1","5","5","5","5.62","1.81","1.4","8.39","66.37","1.31","2.9","6.3","0.13","2","17.6","17","","0.117647059","0.117647059","0.944444444","0.435897436","0","0","0.111111111","0.051282051","0.866666667","0.4","0","11.36363636","46.15384615","0","0","1.899335233","4.115226337","14.81481481","32.09876543","16.71415005","36.21399177"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00017","","","","39","22","1","3","5","22","20","3","22","1","2","8.2","5","5","1","1","7","7","5","6.85","2.81","2.07","54.96","38.95","2.57","5.14","26.97","1.26","3","11.2","25","0.333333333","0.090909091","0.12","1.136363636","0.641025641","0.136363636","0.076923077","0.136363636","0.076923077","0.372727273","0.21025641","12","26.78571429","56.41025641","0.949667616","1.683501684","2.849002849","5.050505051","7.787274454","13.8047138","10.6362773","18.85521886"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00018","","","","39","22","1","1","7","20","20","7","22","2","3.5","10","3","3","1","1","7","5","5","8.32","2.8","2.03","48.71","49.65","2.87","5.14","13.32","0.84","5.5","15.5","29","0.285714286","0.159090909","0.189655172","1.45","0.743589744","0.35","0.179487179","0.275","0.141025641","0.5","0.256410256","24.13793103","35.48387097","51.28205128","1.899335233","3.703703704","5.22317189","10.18518519","9.496676163","18.51851852","14.71984805","28.7037037"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00019","","","","39","30","1","1","5","6","6","0","20","0","5.5","6","5","5","3","1","7","7","5","11.39","3.59","2.69","68.47","32.82","3.71","6.76","27.43","2.81","5.5","11.5","20","","0.275","0.275","3.333333333","0.512820513","0","0","0.916666667","0.141025641","1","0.153846154","0","47.82608696","15.38461538","0","0","5.22317189","33.95061728","5.698005698","37.03703704","10.92117759","70.98765432"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00020","","","","39","28","1","1","5","16","4","3","3","1","0.8","6.3","5","5","1","5","3","3","3","6.91","2.34","1.69","16.51","55.03","3.78","6.28","8.71","0.54","1.8","8.1","6","0.333333333","0.266666667","0.3","0.375","0.153846154","0.1875","0.076923077","0.1125","0.046153846","0.39375","0.161538462","50","22.22222222","41.02564103","0.949667616","2.314814815","1.709401709","4.166666667","5.982905983","14.58333333","7.692307692","18.75"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00021","","","","39","30","1","1","7","7","7","9","15","2.1","2.5","11","3","3","1","1","7","5","3","7.69","2.73","2.03","38.78","54.34","2.12","4.46","11.06","0.65","4.6","15.6","24","0.233333333","0.166666667","0.191666667","3.428571429","0.615384615","1.285714286","0.230769231","0.657142857","0.117948718","1.571428571","0.282051282","37.5","29.48717949","17.94871795","1.994301994","11.11111111","4.368471035","24.33862434","10.44634378","58.2010582","14.81481481","82.53968254"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00022","","","","39","20","1","1","5","13","13","9","20","2.5","5","8.4","5","3","1","1","7","5","5","9.27","3.3","2.63","51.39","34.31","3.26","5.97","24.58","1.42","7.5","15.9","29","0.277777778","0.25","0.25862069","2.230769231","0.743589744","0.692307692","0.230769231","0.576923077","0.192307692","0.646153846","0.215384615","31.03448276","47.16981132","33.33333333","2.374169041","7.122507123","7.122507123","21.36752137","7.977207977","23.93162393","15.0997151","45.2991453"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00023","","","","39","19","1","3","5","10","10","5","17","2","3","5.8","5","5","3","1","7","5","3","6.64","2.44","1.74","20.16","55.45","3.17","5.5","10.19","0.61","5","10.8","22","0.4","0.176470588","0.227272727","2.2","0.564102564","0.5","0.128205128","0.5","0.128205128","0.58","0.148717949","22.72727273","46.2962963","25.64102564","1.899335233","7.407407407","4.748338082","18.51851852","5.508072175","21.48148148","10.25641026","40"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00024","","","","39","20","1","3","5","16","15","8","12","3","4","19","5","7","3","1","5","5","3","3.91","1.97","1.23","22.6","48.73","7.68","11.34","11.32","0.89","7","26","20","0.375","0.333333333","0.35","1.25","0.512820513","0.5","0.205128205","0.4375","0.179487179","1.1875","0.487179487","40","26.92307692","41.02564103","2.849002849","6.944444444","6.647673314","16.2037037","18.04368471","43.98148148","24.69135802","60.18518519"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00025","","","","39","18","1","3","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00026","","","","39","14","1","3","5","6","6","2","7","0.3","1","6.5","7","9","7","1","5","5","5","7.51","2.64","1.88","24.5","56.51","2.4","4.26","9.79","0.56","1.3","7.8","9","0.15","0.142857143","0.144444444","1.5","0.230769231","0.333333333","0.051282051","0.216666667","0.033333333","1.083333333","0.166666667","22.22222222","16.66666667","15.38461538","0.284900285","1.851851852","1.234567901","8.024691358","6.172839506","40.12345679","7.407407407","48.14814815"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00027","","","","39","17","1","5","5","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.51282051","","","","","","","",""
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00028","","","","39","27","1","3","7","27","27","9","50","2","6.5","9","5","3","1","1","7","7","5","9.97","3.29","2.31","56.95","40.14","3.01","5.67","19.3","1.49","8.5","17.5","59","0.222222222","0.13","0.144067797","2.185185185","1.512820513","0.333333333","0.230769231","0.314814815","0.217948718","0.333333333","0.230769231","15.25423729","48.57142857","69.23076923","1.899335233","2.743484225","8.072174739","11.65980796","8.547008547","12.34567901","16.61918329","24.00548697"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00029","","","","39","35","1","1","7","35","14","0","17","0","3","20","7","7","3","1","7","5","5","6.94","2.98","1.96","50.75","54.04","2.9","5.24","7.92","1.05","3","23","17","","0.176470588","0.176470588","0.485714286","0.435897436","0","0","0.085714286","0.076923077","0.571428571","0.512820513","0","13.04347826","89.74358974","0","0","2.849002849","3.174603175","18.99335233","21.16402116","21.84235518","24.33862434"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00030","","","","39","23","1","5","5","23","23","31","46","7","6.5","8.6","3","1","1","1","3","5","5","5.09","2.32","1.75","32.69","45.4","7.1","10.24","10.82","1.03","13.5","22.1","77","0.225806452","0.141304348","0.175324675","3.347826087","1.974358974","1.347826087","0.794871795","0.586956522","0.346153846","0.373913043","0.220512821","40.25974026","61.08597285","58.97435897","6.647673314","11.27214171","12.82051282","21.73913043","8.1671415","13.84863124","20.98765432","35.58776167"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00031","","","","39","30","1","1","7","17","17","16","18","6","4.5","19.3","5","7","1","1","5","5","3","5.74","2.38","1.61","34.33","44.21","9.26","13.26","8.03","1.03","10.5","29.8","34","0.375","0.25","0.308823529","2","0.871794872","0.941176471","0.41025641","0.617647059","0.269230769","1.135294118","0.494871795","47.05882353","35.23489933","43.58974359","5.698005698","13.07189542","9.971509972","22.87581699","18.328585","42.04793028","28.30009497","64.92374728"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00032","","","","39","25","1","1","7","25","21","6","22","1.7","4","21.5","5","5","3","5","1","1","1","7.11","1.79","1.53","0","63.59","1.67","3.17","5.19","0.18","5.7","27.2","28","0.283333333","0.181818182","0.203571429","1.12","0.717948718","0.24","0.153846154","0.228","0.146153846","0.86","0.551282051","21.42857143","20.95588235","64.1025641","1.614434948","2.518518519","5.413105413","8.444444444","20.41785375","31.85185185","25.83095916","40.2962963"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00033","","","","39","30","1","1","5","30","30","16","26","5","4.5","12.7","3","1","1","1","5","5","5","7.29","2.78","1.97","23.26","51.76","5.34","8.3","5.22","0.7","9.5","22.2","42","0.3125","0.173076923","0.226190476","1.4","1.076923077","0.533333333","0.41025641","0.316666667","0.243589744","0.423333333","0.325641026","38.0952381","42.79279279","76.92307692","4.748338082","6.172839506","9.021842355","11.72839506","12.06077873","15.67901235","21.08262108","27.40740741"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00034","","","","39","20","1","1","5","10","10","9","6","2.5","0.8","5.5","5","7","1","5","3","3","3","6.99","2.31","1.54","7.98","50.79","4.48","6.88","12.77","0.63","3.3","8.8","15","0.277777778","0.133333333","0.22","1.5","0.384615385","0.9","0.230769231","0.33","0.084615385","0.55","0.141025641","60","37.5","25.64102564","2.374169041","9.259259259","3.133903134","12.22222222","5.22317189","20.37037037","8.357075024","32.59259259"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00035","","","","39","14","1","1","5","2","2","3","3","0.4","0.3","6","7","9","3","7","1","1","1","7.32","2.37","1.61","6.35","60.75","2.4","4.22","5.74","0.71","0.7","6.7","6","0.133333333","0.1","0.116666667","3","0.153846154","1.5","0.076923077","0.35","0.017948718","3","0.153846154","50","10.44776119","5.128205128","0.379867047","7.407407407","0.664767331","12.96296296","5.698005698","111.1111111","6.362773029","124.0740741"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00036","","","","39","23","1","1","5","23","23","12","26","3","2.6","10","5","5","1","1","7","7","5","6.65","2.68","1.98","51.25","52.37","3.63","6.72","10.51","1.46","5.6","15.6","38","0.25","0.1","0.147368421","1.652173913","0.974358974","0.52173913","0.307692308","0.243478261","0.143589744","0.434782609","0.256410256","31.57894737","35.8974359","58.97435897","2.849002849","4.830917874","5.318138651","9.017713366","9.496676163","16.10305958","14.81481481","25.12077295"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00037","","","","39","33","1","1","7","33","30","17","16","5","2.7","11.4","5","5","3","1","7","7","5","7.66","3.05","2.15","60.39","40.96","2.8","5.61","22.87","1.5","7.7","19.1","33","0.294117647","0.16875","0.233333333","1","0.846153846","0.515151515","0.435897436","0.233333333","0.197435897","0.345454545","0.292307692","51.51515152","40.31413613","84.61538462","4.748338082","5.611672278","7.312440646","8.641975309","10.82621083","12.79461279","18.13865147","21.4365881"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00038","","","","39","20","1","5","5","18","18","15","11","6.5","2","17.8","3","3","3","5","1","1","1","3.98","1.64","1.44","0","64.91","2.25","4.09","4.81","0.15","8.5","26.3","26","0.433333333","0.181818182","0.326923077","1.444444444","0.666666667","0.833333333","0.384615385","0.472222222","0.217948718","0.988888889","0.456410256","57.69230769","32.31939163","46.15384615","6.172839506","13.3744856","8.072174739","17.48971193","16.90408357","36.6255144","24.97625831","54.11522634"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00039","","","","39","30","1","3","5","21","16","6","15","1.7","2.5","8.9","5","5","3","1","7","5","5","9.24","3.56","2.3","60.9","25.73","5.29","8.7","30.02","1.34","4.2","13.1","21","0.283333333","0.166666667","0.2","1","0.538461538","0.285714286","0.153846154","0.2","0.107692308","0.423809524","0.228205128","28.57142857","32.0610687","53.84615385","1.614434948","2.998236332","3.988603989","7.407407407","8.452041785","15.69664903","12.44064577","23.10405644"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00040","","","","39","21","1","3","7","21","3","0","4","0","1","28.1","5","5","3","7","5","1","1","4.86","2.02","1.41","101.22","48.89","3.25","5.31","19.93","1.32","1","29.1","4","","0.25","0.25","0.19047619","0.102564103","0","0","0.047619048","0.025641026","1.338095238","0.720512821","0","3.436426117","53.84615385","0","0","0.949667616","1.76366843","26.68566002","49.55908289","27.63532764","51.32275132"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00041","","","","39","14","1","3","5","1","1","1","0","0.3","0","3","5","5","1","1","7","5","5","5.31","2.39","1.6","39.82","41.61","8.92","12.88","14.56","0.93","0.3","3.3","1","0.3","","0.3","1","0.025641026","1","0.025641026","0.3","0.007692308","3","0.076923077","100","9.090909091","2.564102564","0.284900285","11.11111111","0.284900285","11.11111111","2.849002849","111.1111111","3.133903134","122.2222222"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00042","","","","39","22","1","3","7","21","6","4","5","1","1","46.2","5","5","3","5","1","1","1","4.84","1.75","1.22","138.15","60.67","2.42","4.24","8.65","0.55","2","48.2","9","0.25","0.2","0.222222222","0.428571429","0.230769231","0.19047619","0.102564103","0.095238095","0.051282051","2.2","1.184615385","44.44444444","4.149377593","53.84615385","0.949667616","1.76366843","1.899335233","3.527336861","43.87464387","81.48148148","45.77397911","85.00881834"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00043","","","","39","20","1","3","5","20","15","10","9","4","2","14.6","1","1","1","1","5","5","3","4.07","1.95","1.37","26.86","55.47","5.64","8.09","6.2","0.32","6","20.6","19","0.4","0.222222222","0.315789474","0.95","0.487179487","0.5","0.256410256","0.3","0.153846154","0.73","0.374358974","52.63157895","29.12621359","51.28205128","3.798670465","7.407407407","5.698005698","11.11111111","13.8651472","27.03703704","19.5631529","38.14814815"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00044","","","","39","28","1","1","5","19","19","16","14","4","1.6","9","3","3","3","7","1","1","1","5.11","1.61","1.24","0","63.79","2.09","3.63","7.5","0.09","5.6","14.6","30","0.25","0.114285714","0.186666667","1.578947368","0.769230769","0.842105263","0.41025641","0.294736842","0.143589744","0.473684211","0.230769231","53.33333333","38.35616438","48.71794872","3.798670465","7.797270955","5.318138651","10.91617934","8.547008547","17.54385965","13.8651472","28.46003899"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00045","","","","39","20","1","5","5","17","17","9","21","2","3","9.9","5","5","3","1","7","7","5","9.97","3.29","2.31","56.95","40.14","3.01","5.67","19.3","1.49","5","14.9","30","0.222222222","0.142857143","0.166666667","1.764705882","0.769230769","0.529411765","0.230769231","0.294117647","0.128205128","0.582352941","0.253846154","30","33.55704698","43.58974359","1.899335233","4.357298475","4.748338082","10.89324619","9.401709402","21.56862745","14.15004748","32.46187364"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00046","","","","39","22","1","3","5","20","1","0","1","0","0.2","11","7","7","1","1","5","5","3","8.16","3.39","2.25","62.24","22.35","7.06","11.43","31.47","2.44","0.2","11.2","1","","0.2","0.2","0.05","0.025641026","0","0","0.01","0.005128205","0.55","0.282051282","0","1.785714286","51.28205128","0","0","0.189933523","0.37037037","10.44634378","20.37037037","10.6362773","20.74074074"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00047","","","","39","20","1","3","7","11","11","8","11","2","1.5","7.3","5","5","3","7","1","1","1","5.71","2.06","1.56","0","57.69","3.12","5.33","10.05","0.15","3.5","10.8","19","0.25","0.136363636","0.184210526","1.727272727","0.487179487","0.727272727","0.205128205","0.318181818","0.08974359","0.663636364","0.187179487","42.10526316","32.40740741","28.20512821","1.899335233","6.734006734","3.323836657","11.78451178","6.932573599","24.57912458","10.25641026","36.36363636"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00048","","","","39","18","1","1","5","12","10","4","7","1","1","5.4","5","5","3","7","1","1","1","5.54","1.68","1.46","0","65.03","1.54","3.27","4.27","0","2","7.4","11","0.25","0.142857143","0.181818182","0.916666667","0.282051282","0.333333333","0.102564103","0.166666667","0.051282051","0.45","0.138461538","36.36363636","27.02702703","30.76923077","0.949667616","3.086419753","1.899335233","6.172839506","5.128205128","16.66666667","7.027540361","22.83950617"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00049","","","","39","20","1","1","7","13","8","0","10","0","2.5","3.8","5","5","5","1","3","5","3","8.48","2.73","1.79","40.31","55.92","2.13","4.15","11.55","0.44","2.5","6.3","10","","0.25","0.25","0.769230769","0.256410256","0","0","0.192307692","0.064102564","0.292307692","0.097435897","0","39.68253968","33.33333333","0","0","2.374169041","7.122507123","3.608736942","10.82621083","5.982905983","17.94871795"
"","","MZP2012GUR-AT06","","","","","","","","","MZP2012GUR-AT06-00050","","","","39","22","1","1","7","21","21","15","24","3.5","5","10","5","3","3","1","3","3","1","5.93","2","1.41","4.07","66.11","1.46","3.36","4.53","0.12","8.5","18.5","39","0.233333333","0.208333333","0.217948718","1.857142857","1","0.714285714","0.384615385","0.404761905","0.217948718","0.476190476","0.256410256","38.46153846","45.94594595","53.84615385","3.323836657","6.172839506","8.072174739","14.99118166","9.496676163","17.6366843","17.5688509","32.62786596"
