"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2013GUR-AT18","","","","","","","","","MZP2013GUR-AT18-00001","","","","39","30","1","1","7","23","23","16","20","4","8","23","8","3","3","3","5","3","1","1","","12","35","36","0.25","0.4","0.333333333","1.565217391","0.923076923","0.695652174","0.41025641","0.52173913","0.307692308","1","0.58974359","44.44444444","34.28571429","58.97435897","3.798670465","6.441223833","11.3960114","19.3236715","21.84235518","37.03703704","33.23836657","56.36070853"
"","","MZP2013GUR-AT18","","","","","","","","","MZP2013GUR-AT18-00002","","","","39","19","1","3","9","19","19","15","23","5","7","25","7","5","5","3","1","5","3","3","7.23","12","37","38","0.333333333","0.304347826","0.315789474","2","0.974358974","0.789473684","0.384615385","0.631578947","0.307692308","1.315789474","0.641025641","39.47368421","32.43243243","48.71794872","4.748338082","9.746588694","11.3960114","23.39181287","23.74169041","48.73294347","35.1377018","72.12475634"
"","","MZP2013GUR-AT18","","","","","","","","","MZP2013GUR-AT18-00003","","","","39","23","1","3","7","16","16","10","17","3","6.6","33","8","5","5","5","3","3","1","1","","9.6","42.6","27","0.3","0.388235294","0.355555556","1.6875","0.692307692","0.625","0.256410256","0.6","0.246153846","2.0625","0.846153846","37.03703704","22.53521127","41.02564103","2.849002849","6.944444444","9.116809117","22.22222222","31.33903134","76.38888889","40.45584046","98.61111111"
"","","MZP2013GUR-AT18","","","","","","","","","MZP2013GUR-AT18-00004","","","","39","18","1","1","5","18","18","12","36","3.5","12","42.5","6","5","5","5","1","5","3","3","7.23","15.5","58","48","0.291666667","0.333333333","0.322916667","2.666666667","1.230769231","0.666666667","0.307692308","0.861111111","0.397435897","2.361111111","1.08974359","25","26.72413793","46.15384615","3.323836657","7.201646091","14.71984805","31.89300412","40.36087369","87.44855967","55.08072175","119.3415638"
"","","MZP2013GUR-AT18","","","","","","","","","MZP2013GUR-AT18-00005","","","","39","20","1","1","5","19","19","12","25","3.3","6.8","37.5","7","3","3","5","1","5","3","3","7.23","10.1","47.6","37","0.275","0.272","0.272972973","1.947368421","0.948717949","0.631578947","0.307692308","0.531578947","0.258974359","1.973684211","0.961538462","32.43243243","21.21848739","48.71794872","3.133903134","6.432748538","9.591642925","19.68810916","35.61253561","73.0994152","45.20417854","92.78752437"
"","","MZP2013GUR-AT18","","","","","","","","","MZP2013GUR-AT18-00006","","","","39","23","1","1","7","19","10","0","12","0","4","31","8","7","7","5","3","3","1","1","","4","35","12","","0.333333333","0.333333333","0.631578947","0.307692308","0","0","0.210526316","0.102564103","1.631578947","0.794871795","0","11.42857143","48.71794872","0","0","3.798670465","7.797270955","29.43969611","60.4288499","33.23836657","68.22612086"
"","","MZP2013GUR-AT18","","","","","","","","","MZP2013GUR-AT18-00007","","","","39","20","1","3","5","20","20","10","25","3","7.6","17","2","5","5","9","1","5","3","3","6.12","10.6","27.6","35","0.3","0.304","0.302857143","1.75","0.897435897","0.5","0.256410256","0.53","0.271794872","0.85","0.435897436","28.57142857","38.4057971","51.28205128","2.849002849","5.555555556","10.06647673","19.62962963","16.14434948","31.48148148","26.21082621","51.11111111"
"","","MZP2013GUR-AT18","","","","","","","","","MZP2013GUR-AT18-00008","","","","39","20","1","1","5","20","20","12","19","3","4.5","19","3","5","5","5","1","7","5","3","11.03","7.5","26.5","31","0.25","0.236842105","0.241935484","1.55","0.794871795","0.6","0.307692308","0.375","0.192307692","0.95","0.487179487","38.70967742","28.30188679","51.28205128","2.849002849","5.555555556","7.122507123","13.88888889","18.04368471","35.18518519","25.16619183","49.07407407"
"","","MZP2013GUR-AT18","","","","","","","","","MZP2013GUR-AT18-00009","","","","39","15","1","3","9","13","13","13","25","3.6","7.5","18.5","2","5","5","5","1","5","5","3","7.76","11.1","29.6","38","0.276923077","0.3","0.292105263","2.923076923","0.974358974","1","0.333333333","0.853846154","0.284615385","1.423076923","0.474358974","34.21052632","37.5","33.33333333","3.418803419","10.25641026","10.54131054","31.62393162","17.5688509","52.70655271","28.11016144","84.33048433"
"","","MZP2013GUR-AT18","","","","","","","","","MZP2013GUR-AT18-00010","","","","39","20","1","1","9","20","20","14","20","3.8","7","27","2","3","5","3","1","5","5","3","7.23","10.8","37.8","34","0.271428571","0.35","0.317647059","1.7","0.871794872","0.7","0.358974359","0.54","0.276923077","1.35","0.692307692","41.17647059","28.57142857","51.28205128","3.608736942","7.037037037","10.25641026","20","25.64102564","50","35.8974359","70"
