"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2010GUR-AT18","","","","","","","","","MZP2010GUR-AT18-00001","","","","26","19","1","2","4","14","14","6","12","2","1.3","1","4","3","3","3","1","5","3","5","14.37","3.3","4.3","18","0.333333333","0.108333333","0.183333333","1.285714286","0.692307692","0.428571429","0.230769231","0.235714286","0.126923077","0.071428571","0.038461538","33.33333333","76.74418605","53.84615385","2.849002849","5.291005291","4.700854701","8.73015873","1.424501425","2.645502646","6.125356125","11.37566138"
"","","MZP2010GUR-AT18","","","","","","","","","MZP2010GUR-AT18-00002","","","","26","17","1","1","3","15","15","5","11","1.1","1","1","4","5","5","3","1","5","3","5","14.37","2.1","3.1","16","0.22","0.090909091","0.13125","1.066666667","0.615384615","0.333333333","0.192307692","0.14","0.080769231","0.066666667","0.038461538","31.25","67.74193548","57.69230769","1.566951567","2.716049383","2.991452991","5.185185185","1.424501425","2.469135802","4.415954416","7.654320988"
"","","MZP2010GUR-AT18","","","","","","","","","MZP2010GUR-AT18-00003","","","","26","21","4","5","4","19","19","25","28","6.5","2.2","2","4","1","3","3","3","5","3","5","14.37","8.7","10.7","53","0.26","0.078571429","0.164150943","2.789473684","2.038461538","1.315789474","0.961538462","0.457894737","0.334615385","0.105263158","0.076923077","47.16981132","81.30841121","73.07692308","9.259259259","12.6705653","12.39316239","16.95906433","2.849002849","3.898635478","15.24216524","20.85769981"
"","","MZP2010GUR-AT18","","","","","","","","","MZP2010GUR-AT18-00004","","","","26","26","3","4","4","21","21","20","30","11","3","2","4","1","1","3","1","3","5","7","14.37","14","16","50","0.55","0.1","0.28","2.380952381","1.923076923","0.952380952","0.769230769","0.666666667","0.538461538","0.095238095","0.076923077","40","87.5","80.76923077","15.66951567","19.40035273","19.94301994","24.69135802","2.849002849","3.527336861","22.79202279","28.21869489"
"","","MZP2010GUR-AT18","","","","","","","","","MZP2010GUR-AT18-00005","","","","26","24","1","1","4","16","16","19","87","7","4","2.2","4","1","1","5","3","5","5","7","14.37","11","13.2","106","0.368421053","0.045977011","0.103773585","6.625","4.076923077","1.1875","0.730769231","0.6875","0.423076923","0.1375","0.084615385","17.9245283","83.33333333","61.53846154","9.971509972","16.2037037","15.66951567","25.46296296","3.133903134","5.092592593","18.8034188","30.55555556"
"","","MZP2010GUR-AT18","","","","","","","","","MZP2010GUR-AT18-00006","","","","26","25","1","1","4","21","21","10","65","2","3.7","3.7","3","7","5","3","1","5","3","3","12.39","5.7","9.4","75","0.2","0.056923077","0.076","3.571428571","2.884615385","0.476190476","0.384615385","0.271428571","0.219230769","0.176190476","0.142307692","13.33333333","60.63829787","80.76923077","2.849002849","3.527336861","8.11965812","10.05291005","5.270655271","6.525573192","13.39031339","16.57848325"
"","","MZP2010GUR-AT18","","","","","","","","","MZP2010GUR-AT18-00007","","","","26","22","1","2","4","15","15","14","30","3.3","4","2","3","5","5","3","1","3","3","3","12.39","7.3","9.3","44","0.235714286","0.133333333","0.165909091","2.933333333","1.692307692","0.933333333","0.538461538","0.486666667","0.280769231","0.133333333","0.076923077","31.81818182","78.49462366","57.69230769","4.700854701","8.148148148","10.3988604","18.02469136","2.849002849","4.938271605","13.24786325","22.96296296"
"","","MZP2010GUR-AT18","","","","","","","","","MZP2010GUR-AT18-00008","","","","26","23","1","2","5","21","11","5","8","1","0.6","4","1","5","3","1","3","3","1","1","0","1.6","5.6","13","0.2","0.075","0.123076923","0.619047619","0.5","0.238095238","0.192307692","0.076190476","0.061538462","0.19047619","0.153846154","38.46153846","28.57142857","80.76923077","1.424501425","1.76366843","2.279202279","2.821869489","5.698005698","7.054673721","7.977207977","9.87654321"
"","","MZP2010GUR-AT18","","","","","","","","","MZP2010GUR-AT18-00009","","","","26","22","1","1","4","20","20","8","14","3","2","3","4","1","3","3","1","3","5","3","12.39","5","8","22","0.375","0.142857143","0.227272727","1.1","0.846153846","0.4","0.307692308","0.25","0.192307692","0.15","0.115384615","36.36363636","62.5","76.92307692","4.273504274","5.555555556","7.122507123","9.259259259","4.273504274","5.555555556","11.3960114","14.81481481"
"","","MZP2010GUR-AT18","","","","","","","","","MZP2010GUR-AT18-00010","","","","26","23","1","2","4","16","16","14","13","3.1","0.9","3","2","3","3","3","1","5","5","3","7.76","4","7","27","0.221428571","0.069230769","0.148148148","1.6875","1.038461538","0.875","0.538461538","0.25","0.153846154","0.1875","0.115384615","51.85185185","57.14285714","61.53846154","4.415954416","7.175925926","5.698005698","9.259259259","4.273504274","6.944444444","9.971509972","16.2037037"
