"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Weight of vines per NET plot in kg|CO_331:0000227","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Content of total sugars estimating 1-9|CO_331:0000766","Content of starch in raw storage roots estimating 1-9|CO_331:0001055","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2009CKE-AT02","","","","","","","","","MZP2009CKE-AT02-00011","","","","39","39","1","1","9","22","26","24","20","34","2","5","4","3","5","14.37","5","2","3","4","7","29","54","0.1","0.147058824","0.12962963","2.076923077","1.384615385","0.769230769","0.512820513","0.269230769","0.179487179","0.846153846","0.564102564","37.03703704","24.13793103","66.66666667","1.899335233","2.849002849","6.647673314","9.971509972","20.89268756","31.33903134","27.54036087","41.31054131"
"","","MZP2009CKE-AT02","","","","","","","","","MZP2009CKE-AT02-00012","","","","39","39","1","1","9","18","25","23","44","35","5.2","1.8","4","4","5","0.02","2","2","5","4","7","25","79","0.118181818","0.051428571","0.088607595","3.16","2.025641026","1.76","1.128205128","0.28","0.179487179","0.72","0.461538462","55.69620253","28","64.1025641","4.938271605","7.703703704","6.647673314","10.37037037","17.09401709","26.66666667","23.74169041","37.03703704"
"","","MZP2009CKE-AT02","","","","","","","","","MZP2009CKE-AT02-00013","","","","39","39","1","1","9","26","27","15","56","45","10","1","5","4","5","14.37","5","2","5","4","11","37","101","0.178571429","0.022222222","0.108910891","3.740740741","2.58974359","2.074074074","1.435897436","0.407407407","0.282051282","0.962962963","0.666666667","55.44554455","29.72972973","69.23076923","9.496676163","13.71742112","10.44634378","15.08916324","24.69135802","35.66529492","35.1377018","50.75445816"
"","","MZP2009CKE-AT02","","","","","","","","","MZP2009CKE-AT02-00014","","","","39","39","1","1","9","11","24","23","47","50","7","2","4","4","4","4.92","5","2","3","4","9","20","97","0.14893617","0.04","0.092783505","4.041666667","2.487179487","1.958333333","1.205128205","0.375","0.230769231","0.458333333","0.282051282","48.45360825","45","61.53846154","6.647673314","10.80246914","8.547008547","13.88888889","10.44634378","16.97530864","18.99335233","30.86419753"
"","","MZP2009CKE-AT02","","","","","","","","","MZP2009CKE-AT02-00015","","","","39","39","1","1","9","42","27","27","57","121","6","8","4","3","4","7.23","4","2","5","4","14","56","178","0.105263158","0.066115702","0.078651685","6.592592593","4.564102564","2.111111111","1.461538462","0.518518519","0.358974359","1.555555556","1.076923077","32.02247191","25","69.23076923","5.698005698","8.230452675","13.29534663","19.20438957","39.88603989","57.61316872","53.18138651","76.8175583"
"","","MZP2009CKE-AT02","","","","","","","","","MZP2009CKE-AT02-00016","","","","39","39","1","1","9","36","24","20","20","102","1.5","2.5","4","3","5","11.03","4","2","4","4","4","40","122","0.075","0.024509804","0.032786885","5.083333333","3.128205128","0.833333333","0.512820513","0.166666667","0.102564103","1.5","0.923076923","16.39344262","10","61.53846154","1.424501425","2.314814815","3.798670465","6.172839506","34.18803419","55.55555556","37.98670465","61.72839506"
"","","MZP2009CKE-AT02","","","","","","","","","MZP2009CKE-AT02-00017","","","","39","39","1","1","9","21","20","14","28","8","6","1","4","4","4","7.76","5","2","4","4","7","28","36","0.214285714","0.125","0.194444444","1.8","0.923076923","1.4","0.717948718","0.35","0.179487179","1.05","0.538461538","77.77777778","25","51.28205128","5.698005698","11.11111111","6.647673314","12.96296296","19.94301994","38.88888889","26.59069326","51.85185185"
"","","MZP2009CKE-AT02","","","","","","","","","MZP2009CKE-AT02-00018","","","","39","39","1","1","9","30","24","18","29","52","5","2.5","5","5","4","11.03","","","","","7.5","37.5","81","0.172413793","0.048076923","0.092592593","3.375","2.076923077","1.208333333","0.743589744","0.3125","0.192307692","1.25","0.769230769","35.80246914","20","61.53846154","4.748338082","7.716049383","7.122507123","11.57407407","28.49002849","46.2962963","35.61253561","57.87037037"
"","","MZP2009CKE-AT02","","","","","","","","","MZP2009CKE-AT02-00019","","","","39","39","1","1","9","33","26","18","28","65","6","4","4","4","4","12.39","4","2","4","4","10","43","93","0.214285714","0.061538462","0.107526882","3.576923077","2.384615385","1.076923077","0.717948718","0.384615385","0.256410256","1.269230769","0.846153846","30.10752688","23.25581395","66.66666667","5.698005698","8.547008547","9.496676163","14.24501425","31.33903134","47.00854701","40.8357075","61.25356125"
"","","MZP2009CKE-AT02","","","","","","","","","MZP2009CKE-AT02-00020","","","","39","39","1","1","9","25","28","25","88","82","8","4","4","4","4","14.37","4","2","4","4","12","37","170","0.090909091","0.048780488","0.070588235","6.071428571","4.358974359","3.142857143","2.256410256","0.428571429","0.307692308","0.892857143","0.641025641","51.76470588","32.43243243","71.79487179","7.597340931","10.58201058","11.3960114","15.87301587","23.74169041","33.06878307","35.1377018","48.94179894"
"","","MZP2009CKE-AT02","","","","","","","","","MZP2009CKE-AT02-00021","","","","39","39","1","1","8","12","27","27","65","77","2.2","5.5","5","4","4","1.5","5","3","3","4","7.7","19.7","142","0.033846154","0.071428571","0.054225352","5.259259259","3.641025641","2.407407407","1.666666667","0.285185185","0.197435897","0.444444444","0.307692308","45.77464789","39.08629442","69.23076923","2.089268756","3.017832647","7.312440646","10.56241427","11.3960114","16.46090535","18.70845204","27.02331962"
"","","MZP2009CKE-AT02","","","","","","","","","MZP2009CKE-AT02-00022","","","","39","39","1","1","9","17","35","35","110","112","22","12","5","5","5","7.76","4","2","4","4","34","51","222","0.2","0.107142857","0.153153153","6.342857143","5.692307692","3.142857143","2.820512821","0.971428571","0.871794872","0.485714286","0.435897436","49.54954955","66.66666667","89.74358974","20.89268756","23.28042328","32.28869896","35.97883598","16.14434948","17.98941799","48.43304843","53.96825397"
"","","MZP2009CKE-AT02","","","","","","","","","MZP2009CKE-AT02-00023","","","","39","39","1","1","8","14","28","22","29","94","4","2.5","5","4","5","14.37","3","2","4","4","6.5","20.5","123","0.137931034","0.026595745","0.052845528","4.392857143","3.153846154","1.035714286","0.743589744","0.232142857","0.166666667","0.5","0.358974359","23.57723577","31.70731707","71.79487179","3.798670465","5.291005291","6.172839506","8.597883598","13.29534663","18.51851852","19.46818613","27.11640212"
"","","MZP2009CKE-AT02","","","","","","","","","MZP2009CKE-AT02-00024","","","","39","39","1","1","9","27","23","20","50","54","6","5","5","5","4","12.39","5","2","3","4","11","38","104","0.12","0.092592593","0.105769231","4.52173913","2.666666667","2.173913043","1.282051282","0.47826087","0.282051282","1.173913043","0.692307692","48.07692308","28.94736842","58.97435897","5.698005698","9.661835749","10.44634378","17.71336554","25.64102564","43.47826087","36.08736942","61.19162641"
"","","MZP2009CKE-AT02","","","","","","","","","MZP2009CKE-AT02-00025","","","","39","39","1","1","8","16","37","31","45","338","4","6","4","3","4","14.37","4","2","4","4","10","26","383","0.088888889","0.017751479","0.026109661","10.35135135","9.820512821","1.216216216","1.153846154","0.27027027","0.256410256","0.432432432","0.41025641","11.74934726","38.46153846","94.87179487","3.798670465","4.004004004","9.496676163","10.01001001","15.19468186","16.01601602","24.69135802","26.02602603"
"","","MZP2009CKE-AT02","","","","","","","","","MZP2009CKE-AT02-00026","","","","39","39","1","1","9","30","29","19","17","29","2","1","4","4","5","0.02","","","","","3","33","46","0.117647059","0.034482759","0.065217391","1.586206897","1.179487179","0.586206897","0.435897436","0.103448276","0.076923077","1.034482759","0.769230769","36.95652174","9.090909091","74.35897436","1.899335233","2.554278416","2.849002849","3.831417625","28.49002849","38.31417625","31.33903134","42.14559387"
"","","MZP2009CKE-AT02","","","","","","","","","MZP2009CKE-AT02-00027","","","","39","37","1","1","8","18","27","23","78","106","9","3","5","4","4","14.37","5","2","4","4","12","30","184","0.115384615","0.028301887","0.065217391","6.814814815","4.717948718","2.888888889","2","0.444444444","0.307692308","0.666666667","0.461538462","42.39130435","40","69.23076923","8.547008547","12.34567901","11.3960114","16.46090535","17.09401709","24.69135802","28.49002849","41.15226337"
"","","MZP2009CKE-AT02","","","","","","","","","MZP2009CKE-AT02-00028","","","","39","39","1","1","9","22","30","30","20","60","10","6","5","5","4","4.92","4","2","4","4","16","38","80","0.5","0.1","0.2","2.666666667","2.051282051","0.666666667","0.512820513","0.533333333","0.41025641","0.733333333","0.564102564","25","42.10526316","76.92307692","9.496676163","12.34567901","15.19468186","19.75308642","20.89268756","27.16049383","36.08736942","46.91358025"
"","","MZP2009CKE-AT02","","","","","","","","","MZP2009CKE-AT02-00029","","","","39","28","1","1","8","10","24","22","26","42","3","3","3","3","4","7.23","","","","","6","16","68","0.115384615","0.071428571","0.088235294","2.833333333","1.743589744","1.083333333","0.666666667","0.25","0.153846154","0.416666667","0.256410256","38.23529412","37.5","61.53846154","2.849002849","4.62962963","5.698005698","9.259259259","9.496676163","15.43209877","15.19468186","24.69135802"
"","","MZP2009CKE-AT02","","","","","","","","","MZP2009CKE-AT02-00030","","","","39","11","1","1","5","19","11","11","27","80","2","2","3","3","4","11.03","5","2","3","4","4","23","107","0.074074074","0.025","0.037383178","9.727272727","2.743589744","2.454545455","0.692307692","0.363636364","0.102564103","1.727272727","0.487179487","25.23364486","17.39130435","28.20512821","1.899335233","6.734006734","3.798670465","13.46801347","18.04368471","63.97306397","21.84235518","77.44107744"
"","","MZP2009CKE-AT02","","","","","","","","","MZP2009CKE-AT02-00031","","","","39","36","1","1","9","15","25","20","36","13","4","0.2","4","3","5","4.61","4","3","4","4","4.2","19.2","49","0.111111111","0.015384615","0.085714286","1.96","1.256410256","1.44","0.923076923","0.168","0.107692308","0.6","0.384615385","73.46938776","21.875","64.1025641","3.798670465","5.925925926","3.988603989","6.222222222","14.24501425","22.22222222","18.23361823","28.44444444"
"","","MZP2009CKE-AT02","","","","","","","","","MZP2009CKE-AT02-00032","","","","39","19","1","1","8","18.5","19","18","32","42","4","1","4","4","4","10.5","5","2","3","4","5","23.5","74","0.125","0.023809524","0.067567568","3.894736842","1.897435897","1.684210526","0.820512821","0.263157895","0.128205128","0.973684211","0.474358974","43.24324324","21.27659574","48.71794872","3.798670465","7.797270955","4.748338082","9.746588694","17.5688509","36.06237817","22.31718898","45.80896686"
"","","MZP2009CKE-AT02","","","","","","","","","MZP2009CKE-AT02-00033","","","","39","16","3","1","8","19","12","10","16","30","1.5","1","3","3","5","7.76","5","2","4","4","2.5","21.5","46","0.09375","0.033333333","0.054347826","3.833333333","1.179487179","1.333333333","0.41025641","0.208333333","0.064102564","1.583333333","0.487179487","34.7826087","11.62790698","30.76923077","1.424501425","4.62962963","2.374169041","7.716049383","18.04368471","58.64197531","20.41785375","66.35802469"
"","","MZP2009CKE-AT02","","","","","","","","","MZP2009CKE-AT02-00034","","","","39","15","1","1","6","9","13","10","13","21","1","1","3","3","4","10.5","5","3","4","3","2","11","34","0.076923077","0.047619048","0.058823529","2.615384615","0.871794872","1","0.333333333","0.153846154","0.051282051","0.692307692","0.230769231","38.23529412","18.18181818","33.33333333","0.949667616","2.849002849","1.899335233","5.698005698","8.547008547","25.64102564","10.44634378","31.33903134"
