"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Content of total sugars estimating 1-9|CO_331:0000766","Content of starch in raw storage roots estimating 1-9|CO_331:0001055","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","treatment_irrigation","treatment_non_irrigation"
"","","MZP2013UMB-ST02","","","","","","","","","MZP2013UMB-ST02-00012","","","","26","20","2","3","7","1","1","3","","1","","0.5","1","1","1","1","5","5","5","","","","","","","","","","","","","","0.333333333","","","","","3","0.115384615","","","0.5","0.019230769","","","3.846153846","1.424501425","37.03703704","","","0.712250712","18.51851852","","","1",""
"","","MZP2013UMB-ST02","","","","","","","","","MZP2013UMB-ST02-00013","","","","26","16","1","1","4","16","12","20","22","5","1.5","7","5","1","3","3","3","3","3","","","","","","","","","","","6.5","13.5","42","0.25","0.068181818","0.154761905","2.625","1.615384615","1.25","0.769230769","0.40625","0.25","0.4375","0.269230769","47.61904762","48.14814815","61.53846154","7.122507123","11.57407407","9.259259259","15.0462963","9.971509972","16.2037037","19.23076923","31.25","1",""
"","","MZP2013UMB-ST02","","","","","","","","","MZP2013UMB-ST02-00014","","","","26","19","1","1","9","19","16","38","54","7","2.5","20","1","1","3","1","3","3","3","","","","","","","","","","","9.5","29.5","92","0.184210526","0.046296296","0.10326087","4.842105263","3.538461538","2","1.461538462","0.5","0.365384615","1.052631579","0.769230769","41.30434783","32.20338983","73.07692308","9.971509972","13.64522417","13.53276353","18.51851852","28.49002849","38.98635478","42.02279202","57.50487329","1",""
"","","MZP2013UMB-ST02","","","","","","","","","MZP2013UMB-ST02-00015","","","","26","20","1","1","9","18","12","17","22","5","2","45","1","1","3","1","5","5","3","2.4","2.11","0.98","161.91","102.94","48.83","41.55","10.15","13.89","26.23","7","52","39","0.294117647","0.090909091","0.179487179","2.166666667","1.5","0.944444444","0.653846154","0.388888889","0.269230769","2.5","1.730769231","43.58974359","13.46153846","69.23076923","7.122507123","10.28806584","9.971509972","14.40329218","64.1025641","92.59259259","74.07407407","106.9958848","1",""
"","","MZP2013UMB-ST02","","","","","","","","","MZP2013UMB-ST02-00016","","","","26","19","1","1","7","13","11","30","28","9","2.2","24","1","1","3","1","3","3","5","3.49","1.88","1.03","7.96","65.2","6.46","65.16","2.99","4.59","10.46","11.2","35.2","58","0.3","0.078571429","0.193103448","4.461538462","2.230769231","2.307692308","1.153846154","0.861538462","0.430769231","1.846153846","0.923076923","51.72413793","31.81818182","50","12.82051282","25.64102564","15.95441595","31.90883191","34.18803419","68.37606838","50.14245014","100.2849003","1",""
"","","MZP2013UMB-ST02","","","","","","","","","MZP2013UMB-ST02-00017","","","","26","16","3","1","6","16","13","23","17","3","1.6","18","1","1","3","1","3","5","3","3.42","2.25","1.1","74.64","73.54","55.75","47.88","6.34","9.41","25.45","4.6","22.6","40","0.130434783","0.094117647","0.115","2.5","1.538461538","1.4375","0.884615385","0.2875","0.176923077","1.125","0.692307692","57.5","20.3539823","61.53846154","4.273504274","6.944444444","6.552706553","10.64814815","25.64102564","41.66666667","32.19373219","52.31481481","1",""
"","","MZP2013UMB-ST02","","","","","","","","","MZP2013UMB-ST02-00018","","","","26","15","1","1","5","15","11","26","36","4","1.8","27","5","3","3","1","3","3","5","","","","","","","","","","","5.8","32.8","62","0.153846154","0.05","0.093548387","4.133333333","2.384615385","1.733333333","1","0.386666667","0.223076923","1.8","1.038461538","41.93548387","17.68292683","57.69230769","5.698005698","9.87654321","8.262108262","14.32098765","38.46153846","66.66666667","46.72364672","80.98765432","1",""
"","","MZP2013UMB-ST02","","","","","","","","","MZP2013UMB-ST02-00019","","","","26","16","1","1","8","13","12","41","48","10","2","14","1","3","3","1","5","3","5","3.81","1.98","0.9","27.81","56.26","33.48","68.32","3.38","4.77","7.22","12","26","89","0.243902439","0.041666667","0.134831461","6.846153846","3.423076923","3.153846154","1.576923077","0.923076923","0.461538462","1.076923077","0.538461538","46.06741573","46.15384615","50","14.24501425","28.49002849","17.09401709","34.18803419","19.94301994","39.88603989","37.03703704","74.07407407","1",""
"","","MZP2013UMB-ST02","","","","","","","","","MZP2013UMB-ST02-00020","","","","26","21","1","1","8","12","9","26","16","4","1","35","1","1","3","1","3","5","5","2.54","2.12","0.95","","52.8","68.12","47.97","6.44","8.79","22.9","5","40","42","0.153846154","0.0625","0.119047619","3.5","1.615384615","2.166666667","1","0.416666667","0.192307692","2.916666667","1.346153846","61.9047619","12.5","46.15384615","5.698005698","12.34567901","7.122507123","15.43209877","49.85754986","108.0246914","56.98005698","123.4567901","1",""
"","","MZP2013UMB-ST02","","","","","","","","","MZP2013UMB-ST02-00021","","","","26","20","1","1","9","17","12","13","14","8","4","32","9","9","3","5","3","5","5","3.95","2.26","1.02","50.11","78.04","0","56.1","4.27","6.28","16.31","12","44","27","0.615384615","0.285714286","0.444444444","1.588235294","1.038461538","0.764705882","0.5","0.705882353","0.461538462","1.882352941","1.230769231","48.14814815","27.27272727","65.38461538","11.3960114","17.4291939","17.09401709","26.14379085","45.58404558","69.7167756","62.67806268","95.86056645","1",""
"","","MZP2013UMB-ST02","","","","","","","","","MZP2013UMB-ST02-00022","","","","26","19","1","1","4","4","4","10","12","2.5","1","3.6","5","3","3","1","3","3","5","3.71","2.3","1.23","178.15","120.91","45.32","34.97","9.57","14.07","22.94","3.5","7.1","22","0.25","0.083333333","0.159090909","5.5","0.846153846","2.5","0.384615385","0.875","0.134615385","0.9","0.138461538","45.45454545","49.29577465","15.38461538","3.561253561","23.14814815","4.985754986","32.40740741","5.128205128","33.33333333","10.11396011","65.74074074","1",""
"","","MZP2013UMB-ST02","","","","","","","","","MZP2013UMB-ST02-00023","","","","26","18","3","1","9","11","4","6","5","2","0.2","15","5","3","3","1","3","3","5","3.62","2.35","1.33","80.81","83.14","38.3","69.71","2.44","4.49","6.93","2.2","17.2","11","0.333333333","0.04","0.2","1","0.423076923","0.545454545","0.230769231","0.2","0.084615385","1.363636364","0.576923077","54.54545455","12.79069767","42.30769231","2.849002849","6.734006734","3.133903134","7.407407407","21.36752137","50.50505051","24.5014245","57.91245791","1",""
"","","MZP2013UMB-ST02","","","","","","","","","MZP2013UMB-ST02-00024","","","","26","18","1","1","9","10","7","","13","","6","18","9","9","3","3","1","9","5","","","","","","","","","","","","","","","0.461538462","","","","","","","","1.8","0.692307692","","","38.46153846","","","","","25.64102564","66.66666667","","","1",""
"","","MZP2013UMB-ST02","","","","","","","","","MZP2013UMB-ST02-00025","","","","26","24","1","1","8","16","14","27","13","8","2","9","1","1","3","5","3","3","5","","","","","","","","","","","10","19","40","0.296296296","0.153846154","0.25","2.5","1.538461538","1.6875","1.038461538","0.625","0.384615385","0.5625","0.346153846","67.5","52.63157895","61.53846154","11.3960114","18.51851852","14.24501425","23.14814815","12.82051282","20.83333333","27.06552707","43.98148148","1",""
"","","MZP2013UMB-ST02","","","","","","","","","MZP2013UMB-ST02-00026","","","","26","15","1","1","4","9","8","11","8","5","1","5","1","1","3","3","5","3","3","2.8","1.88","0.73","","38.42","48.7","66.42","3.8","4.91","11.19","6","11","19","0.454545455","0.125","0.315789474","2.111111111","0.730769231","1.222222222","0.423076923","0.666666667","0.230769231","0.555555556","0.192307692","57.89473684","54.54545455","34.61538462","7.122507123","20.57613169","8.547008547","24.69135802","7.122507123","20.57613169","15.66951567","45.26748971","1",""
"","","MZP2013UMB-ST02","","","","","","","","","MZP2013UMB-ST02-00027","","","","26","13","1","1","4","5","4","16","5","7.6","2","7","7","1","3","1","5","5","5","3.24","2.07","1","118.1","82.89","47.67","58.23","5.2","7.68","16.51","9.6","16.6","21","0.475","0.4","0.457142857","4.2","0.807692308","3.2","0.615384615","1.92","0.369230769","1.4","0.269230769","76.19047619","57.8313253","19.23076923","10.82621083","56.2962963","13.67521368","71.11111111","9.971509972","51.85185185","23.64672365","122.962963","1",""
"","","MZP2013UMB-ST02","","","","","","","","","MZP2013UMB-ST02-00028","","","","26","20","1","1","9","13","10","12","14","4","5","25","1","1","3","1","3","3","5","","","","","","","","","","","9","34","26","0.333333333","0.357142857","0.346153846","2","1","0.923076923","0.461538462","0.692307692","0.346153846","1.923076923","0.961538462","46.15384615","26.47058824","50","5.698005698","11.3960114","12.82051282","25.64102564","35.61253561","71.22507123","48.43304843","96.86609687","1",""
"","","MZP2013UMB-ST02","","","","","","","","","MZP2013UMB-ST02-00029","","","","26","19","1","1","7","15","11","6","15","2","2.8","18","9","9","3","5","3","5","5","2.4","2.18","1","6.22","43.02","0","67.19","3.54","5.14","8.66","4.8","22.8","21","0.333333333","0.186666667","0.228571429","1.4","0.807692308","0.4","0.230769231","0.32","0.184615385","1.2","0.692307692","28.57142857","21.05263158","57.69230769","2.849002849","4.938271605","6.837606838","11.85185185","25.64102564","44.44444444","32.47863248","56.2962963","1",""
"","","MZP2013UMB-ST02","","","","","","","","","MZP2013UMB-ST02-00030","","","","26","15","3","1","5","15","12","8","15","9","3","18","1","1","3","1","3","3","3","5.37","2.8","1.42","237.37","141.38","54.25","58.67","3.54","6.08","17.68","12","30","23","1.125","0.2","0.52173913","1.533333333","0.884615385","0.533333333","0.307692308","0.8","0.461538462","1.2","0.692307692","34.7826087","40","57.69230769","12.82051282","22.22222222","17.09401709","29.62962963","25.64102564","44.44444444","42.73504274","74.07407407","1",""
"","","MZP2013UMB-ST02","","","","","","","","","MZP2013UMB-ST02-00031","","","","26","11","4","1","4","11","10","14","14","7","9","9","1","1","3","1","5","3","5","2.44","1.87","0.77","66.79","61.5","44.19","60.97","6.51","9.13","9.38","16","25","28","0.5","0.642857143","0.571428571","2.545454545","1.076923077","1.272727273","0.538461538","1.454545455","0.615384615","0.818181818","0.346153846","50","64","42.30769231","9.971509972","23.56902357","22.79202279","53.87205387","12.82051282","30.3030303","35.61253561","84.17508418","1",""
"","","MZP2013UMB-ST02","","","","","","","","","MZP2013UMB-ST02-00032","","","","26","20","1","1","9","12","10","1","1","2","1","18","5","1","3","3","3","3","3","3.08","1.92","0.89","45.5","67.22","15.36","57.12","7.26","10.11","7.96","3","21","2","2","1","1.5","0.166666667","0.076923077","0.083333333","0.038461538","0.25","0.115384615","1.5","0.692307692","50","14.28571429","46.15384615","2.849002849","6.172839506","4.273504274","9.259259259","25.64102564","55.55555556","29.91452991","64.81481481","1",""
"","","MZP2013UMB-ST02","","","","","","","","","MZP2013UMB-ST02-00033","","","","26","18","1","1","4","18","15","2","5","2","3","11","3","3","3","1","1","3","3","","","","","","","","","","","5","16","7","1","0.6","0.714285714","0.388888889","0.269230769","0.111111111","0.076923077","0.277777778","0.192307692","0.611111111","0.423076923","28.57142857","31.25","69.23076923","2.849002849","4.115226337","7.122507123","10.28806584","15.66951567","22.63374486","22.79202279","32.9218107","1",""
"","","MZP2013UMB-ST02","","","","","","","","","MZP2013UMB-ST02-00034","","","","26","23","1","1","8","11","10","5","","3","","20","1","3","3","1","3","1","1","4.54","2.44","1.14","51.06","73.09","57","56.97","5.87","8.52","8.38","","","","0.6","","","","","0.454545455","0.192307692","","","1.818181818","0.769230769","","","42.30769231","4.273504274","10.1010101","","","28.49002849","67.34006734","","","1",""
"","","MZP2013UMB-ST02","","","","","","","","","MZP2013UMB-ST02-00035","","","","26","11","4","1","5","11","8","7","30","3","6.5","4","9","9","3","3","1","9","5","2.83","2","0.85","51.78","73.71","52.96","34.82","9.64","13.75","34.58","9.5","13.5","37","0.428571429","0.216666667","0.256756757","3.363636364","1.423076923","0.636363636","0.269230769","0.863636364","0.365384615","0.363636364","0.153846154","18.91891892","70.37037037","42.30769231","4.273504274","10.1010101","13.53276353","31.98653199","5.698005698","13.46801347","19.23076923","45.45454545","1",""
"","","MZP2013UMB-ST02","","","","","","","","","MZP2013UMB-ST02-00036","","","","26","16","1","1","4","16","12","19","14","4","5","25","1","1","3","1","3","3","3","3.27","2.18","1.08","70.28","82.58","59.66","56.55","5.45","7.84","16.71","9","34","33","0.210526316","0.357142857","0.272727273","2.0625","1.269230769","1.1875","0.730769231","0.5625","0.346153846","1.5625","0.961538462","57.57575758","26.47058824","61.53846154","5.698005698","9.259259259","12.82051282","20.83333333","35.61253561","57.87037037","48.43304843","78.7037037","1",""
"","","MZP2013UMB-ST02","","","","","","","","","MZP2013UMB-ST02-00037","","","","26","20","1","1","8","20","13","8","9","3","1.2","40","1","1","3","3","5","3","5","3.71","2.17","0.94","138.56","69.68","73.1","63.95","3.13","4.41","14.92","4.2","44.2","17","0.375","0.133333333","0.247058824","0.85","0.653846154","0.4","0.307692308","0.21","0.161538462","2","1.538461538","47.05882353","9.502262443","76.92307692","4.273504274","5.555555556","5.982905983","7.777777778","56.98005698","74.07407407","62.96296296","81.85185185","1",""
"","","MZP2013UMB-ST02","","","","","","","","","MZP2013UMB-ST02-00038","","","","26","19","1","1","4","19","16","11","3","3","4","28","1","3","3","1","5","3","5","3.04","1.99","0.79","67.57","65.42","48.53","53.23","7.16","9.98","14.95","7","35","14","0.272727273","1.333333333","0.5","0.736842105","0.538461538","0.578947368","0.423076923","0.368421053","0.269230769","1.473684211","1.076923077","78.57142857","20","73.07692308","4.273504274","5.847953216","9.971509972","13.64522417","39.88603989","54.58089669","49.85754986","68.22612086","1",""
"","","MZP2013UMB-ST02","","","","","","","","","MZP2013UMB-ST02-00039","","","","26","11","1","1","5","4","3","10","18","6","2.8","5.5","3","3","3","3","3","3","5","4.12","2.13","1.03","5.43","53.73","33.9","66.29","2.81","4.2","8.03","8.8","14.3","28","0.6","0.155555556","0.314285714","7","1.076923077","2.5","0.384615385","2.2","0.338461538","1.375","0.211538462","35.71428571","61.53846154","15.38461538","8.547008547","55.55555556","12.53561254","81.48148148","7.834757835","50.92592593","20.37037037","132.4074074","1",""
"","","MZP2013UMB-ST02","","","","","","","","","MZP2013UMB-ST02-00040","","","","26","22","1","1","7","8","6","5","4","2","1.2","4","5","3","3","1","3","3","5","","","","","","","","","","","3.2","7.2","9","0.4","0.3","0.355555556","1.125","0.346153846","0.625","0.192307692","0.4","0.123076923","0.5","0.153846154","55.55555556","44.44444444","30.76923077","2.849002849","9.259259259","4.558404558","14.81481481","5.698005698","18.51851852","10.25641026","33.33333333","1",""
"","","MZP2013UMB-ST02","","","","","","","","","MZP2013UMB-ST02-00041","","","","26","21","1","1","9","21","19","4","22","3","14","23","1","1","3","1","5","3","3","3.83","2.47","1.08","71.79","75.83","56.91","65.13","2.74","4.29","15.64","17","40","26","0.75","0.636363636","0.653846154","1.238095238","1","0.19047619","0.153846154","0.80952381","0.653846154","1.095238095","0.884615385","15.38461538","42.5","80.76923077","4.273504274","5.291005291","24.21652422","29.98236332","32.76353276","40.5643739","56.98005698","70.54673721","1",""
"","","MZP2013UMB-ST02","","","","","","","","","MZP2013UMB-ST02-00042","","","","26","16","1","1","5","16","13","9","4","2","0.9","22","5","3","3","1","3","3","5","2.22","1.59","0.81","74.24","66.36","14.47","62.8","5.6","7.67","8.66","2.9","24.9","13","0.222222222","0.225","0.223076923","0.8125","0.5","0.5625","0.346153846","0.18125","0.111538462","1.375","0.846153846","69.23076923","11.64658635","61.53846154","2.849002849","4.62962963","4.131054131","6.712962963","31.33903134","50.92592593","35.47008547","57.63888889","1",""
"","","MZP2013UMB-ST02","","","","","","","","","MZP2013UMB-ST02-00043","","","","26","18","1","1","9","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.15384615","","","","","","","","","1",""
"","","MZP2013UMB-ST02","","","","","","","","","MZP2013UMB-ST02-00044","","","","26","17","1","1","8","6","2","6","9","2","0.4","31","5","3","1","1","3","3","5","3.36","2.41","1.1","120.34","85.14","73.98","59.86","2.7","4.24","19.15","2.4","33.4","15","0.333333333","0.044444444","0.16","2.5","0.576923077","1","0.230769231","0.4","0.092307692","5.166666667","1.192307692","40","7.185628743","23.07692308","2.849002849","12.34567901","3.418803419","14.81481481","44.15954416","191.3580247","47.57834758","206.1728395","1",""
"","","MZP2013UMB-ST02","","","","","","","","","MZP2013UMB-ST02-00045","","","","26","22","1","1","9","19","15","23","30","7","2.6","72","1","1","1","3","5","3","3","","","","","","","","","","","9.6","81.6","53","0.304347826","0.086666667","0.181132075","2.789473684","2.038461538","1.210526316","0.884615385","0.505263158","0.369230769","3.789473684","2.769230769","43.39622642","11.76470588","73.07692308","9.971509972","13.64522417","13.67521368","18.71345029","102.5641026","140.3508772","116.2393162","159.0643275","1",""
