"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00044","","","","5","5","1","1","4","4","4","9","9","4","1.5","5","4","4","5","12.39","5.5","10.5","18","0.444444444","0.166666667","0.305555556","4.5","3.6","2.25","1.8","1.375","1.1","1.25","1","50","52.38095238","80","29.62962963","37.03703704","40.74074074","50.92592593","37.03703704","46.2962963","77.77777778","97.22222222"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00045","","","","5","5","1","3","3","4","4","6","8","2","0.8","1","3","3","4","","2.8","3.8","14","0.333333333","0.1","0.2","3.5","2.8","1.5","1.2","0.7","0.56","0.25","0.2","42.85714286","73.68421053","80","14.81481481","18.51851852","20.74074074","25.92592593","7.407407407","9.259259259","28.14814815","35.18518519"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00046","","","","5","5","1","1","4","4","4","15","6","3","0.8","5","4","5","3","","3.8","8.8","21","0.2","0.133333333","0.180952381","5.25","4.2","3.75","3","0.95","0.76","1.25","1","71.42857143","43.18181818","80","22.22222222","27.77777778","28.14814815","35.18518519","37.03703704","46.2962963","65.18518519","81.48148148"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00047","","","","5","5","2","3","3","4","4","8","3","3.2","0.3","1.6","4","4","5","0.15","3.5","5.1","11","0.4","0.1","0.318181818","2.75","2.2","2","1.6","0.875","0.7","0.4","0.32","72.72727273","68.62745098","80","23.7037037","29.62962963","25.92592593","32.40740741","11.85185185","14.81481481","37.77777778","47.22222222"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00048","","","","5","5","1","2","3","4","4","7","8","3","1.1","3.5","4","4","4","4.41","4.1","7.6","15","0.428571429","0.1375","0.273333333","3.75","3","1.75","1.4","1.025","0.82","0.875","0.7","46.66666667","53.94736842","80","22.22222222","27.77777778","30.37037037","37.96296296","25.92592593","32.40740741","56.2962963","70.37037037"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00049","","","","5","5","1","2","4","4","4","8","5","2.3","0.4","3","3","3","4","11.03","2.7","5.7","13","0.2875","0.08","0.207692308","3.25","2.6","2","1.6","0.675","0.54","0.75","0.6","61.53846154","47.36842105","80","17.03703704","21.2962963","20","25","22.22222222","27.77777778","42.22222222","52.77777778"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00050","","","","5","5","1","1","6","4","4","9","5","3","0.4","3.7","4","4","5","11.03","3.4","7.1","14","0.333333333","0.08","0.242857143","3.5","2.8","2.25","1.8","0.85","0.68","0.925","0.74","64.28571429","47.88732394","80","22.22222222","27.77777778","25.18518519","31.48148148","27.40740741","34.25925926","52.59259259","65.74074074"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00051","","","","5","5","1","3","5","4","4","9","5","3.5","1.4","3.2","4","4","4","7.76","4.9","8.1","14","0.388888889","0.28","0.35","3.5","2.8","2.25","1.8","1.225","0.98","0.8","0.64","64.28571429","60.49382716","80","25.92592593","32.40740741","36.2962963","45.37037037","23.7037037","29.62962963","60","75"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00052","","","","5","5","1","2","4","4","4","11","9","2.4","1","2","4","4","4","1.76","3.4","5.4","20","0.218181818","0.111111111","0.17","5","4","2.75","2.2","0.85","0.68","0.5","0.4","55","62.96296296","80","17.77777778","22.22222222","25.18518519","31.48148148","14.81481481","18.51851852","40","50"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00053","","","","5","5","1","4","4","4","4","6","16","1.8","1.2","2","3","3","5","3.03","3","5","22","0.3","0.075","0.136363636","5.5","4.4","1.5","1.2","0.75","0.6","0.5","0.4","27.27272727","60","80","13.33333333","16.66666667","22.22222222","27.77777778","14.81481481","18.51851852","37.03703704","46.2962963"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00054","","","","5","5","1","1","4","4","4","9","6","4.5","0.6","3.6","3","3","4","0.12","5.1","8.7","15","0.5","0.1","0.34","3.75","3","2.25","1.8","1.275","1.02","0.9","0.72","60","58.62068966","80","33.33333333","41.66666667","37.77777778","47.22222222","26.66666667","33.33333333","64.44444444","80.55555556"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00055","","","","5","5","1","3","5","3","3","9","2","4.1","0.3","6.1","3","4","5","10.5","4.4","10.5","11","0.455555556","0.15","0.4","3.666666667","2.2","3","1.8","1.466666667","0.88","2.033333333","1.22","81.81818182","41.9047619","60","30.37037037","50.61728395","32.59259259","54.32098765","45.18518519","75.30864198","77.77777778","129.6296296"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00056","","","","5","5","1","2","4","3","3","6","7","3.2","0.9","4.5","4","4","4","7.76","4.1","8.6","13","0.533333333","0.128571429","0.315384615","4.333333333","2.6","2","1.2","1.366666667","0.82","1.5","0.9","46.15384615","47.6744186","60","23.7037037","39.50617284","30.37037037","50.61728395","33.33333333","55.55555556","63.7037037","106.1728395"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00057","","","","5","5","1","2","6","4","4","14","7","3","0.8","10.5","4","4","5","3.03","3.8","14.3","21","0.214285714","0.114285714","0.180952381","5.25","4.2","3.5","2.8","0.95","0.76","2.625","2.1","66.66666667","26.57342657","80","22.22222222","27.77777778","28.14814815","35.18518519","77.77777778","97.22222222","105.9259259","132.4074074"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00058","","","","5","5","1","1","6","4","4","8","8","4","0.6","4.3","3","4","5","5.49","4.6","8.9","16","0.5","0.075","0.2875","4","3.2","2","1.6","1.15","0.92","1.075","0.86","50","51.68539326","80","29.62962963","37.03703704","34.07407407","42.59259259","31.85185185","39.81481481","65.92592593","82.40740741"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00059","","","","5","5","2","4","4","4","4","13","3","4","0.4","3","4","4","5","7.23","4.4","7.4","16","0.307692308","0.133333333","0.275","4","3.2","3.25","2.6","1.1","0.88","0.75","0.6","81.25","59.45945946","80","29.62962963","37.03703704","32.59259259","40.74074074","22.22222222","27.77777778","54.81481481","68.51851852"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00060","","","","5","5","1","3","4","4","4","10","8","4.6","0.3","6","3","3","5","1.04","4.9","10.9","18","0.46","0.0375","0.272222222","4.5","3.6","2.5","2","1.225","0.98","1.5","1.2","55.55555556","44.95412844","80","34.07407407","42.59259259","36.2962963","45.37037037","44.44444444","55.55555556","80.74074074","100.9259259"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00061","","","","5","5","2","4","4","4","4","5","8","1.5","0.8","7","3","3","5","3.03","2.3","9.3","13","0.3","0.1","0.176923077","3.25","2.6","1.25","1","0.575","0.46","1.75","1.4","38.46153846","24.7311828","80","11.11111111","13.88888889","17.03703704","21.2962963","51.85185185","64.81481481","68.88888889","86.11111111"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00062","","","","5","5","1","4","4","4","3","10","9","4.7","0.7","1.9","3","4","4","1.5","5.4","7.3","19","0.47","0.077777778","0.284210526","4.75","3.8","2.5","2","1.35","1.08","0.475","0.38","52.63157895","73.97260274","80","34.81481481","43.51851852","40","50","14.07407407","17.59259259","54.07407407","67.59259259"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00063","","","","5","4","1","3","3","4","4","7","0","4","0","2","3","3","5","11.03","4","6","7","0.571428571","","0.571428571","1.75","1.4","1.75","1.4","1","0.8","0.5","0.4","100","66.66666667","80","29.62962963","37.03703704","29.62962963","37.03703704","14.81481481","18.51851852","44.44444444","55.55555556"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00064","","","","5","5","3","5","4","4","4","3","15","0.9","1","","3","2","5","7.23","1.9","","18","0.3","0.066666667","0.105555556","4.5","3.6","0.75","0.6","0.475","0.38","","","16.66666667","","80","6.666666667","8.333333333","14.07407407","17.59259259","","","",""
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00065","","","","5","4","1","1","4","4","4","13","4","4.5","0.3","2.5","4","4","4","7.76","4.8","7.3","17","0.346153846","0.075","0.282352941","4.25","3.4","3.25","2.6","1.2","0.96","0.625","0.5","76.47058824","65.75342466","80","33.33333333","41.66666667","35.55555556","44.44444444","18.51851852","23.14814815","54.07407407","67.59259259"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00066","","","","5","5","1","2","4","4","4","11","17","3","2","3","4","4","5","7.23","5","8","28","0.272727273","0.117647059","0.178571429","7","5.6","2.75","2.2","1.25","1","0.75","0.6","39.28571429","62.5","80","22.22222222","27.77777778","37.03703704","46.2962963","22.22222222","27.77777778","59.25925926","74.07407407"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00067","","","","5","5","1","2","3","4","4","9","5","4.4","0.9","2.5","4","4","5","6.12","5.3","7.8","14","0.488888889","0.18","0.378571429","3.5","2.8","2.25","1.8","1.325","1.06","0.625","0.5","64.28571429","67.94871795","80","32.59259259","40.74074074","39.25925926","49.07407407","18.51851852","23.14814815","57.77777778","72.22222222"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00068","","","","5","5","1","5","3","4","4","10","4","4","0.3","3","4","4","5","6.12","4.3","7.3","14","0.4","0.075","0.307142857","3.5","2.8","2.5","2","1.075","0.86","0.75","0.6","71.42857143","58.90410959","80","29.62962963","37.03703704","31.85185185","39.81481481","22.22222222","27.77777778","54.07407407","67.59259259"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00069","","","","5","4","1","6","3","4","4","12","9","4","0.7","2","3","4","5","11.03","4.7","6.7","21","0.333333333","0.077777778","0.223809524","5.25","4.2","3","2.4","1.175","0.94","0.5","0.4","57.14285714","70.14925373","80","29.62962963","37.03703704","34.81481481","43.51851852","14.81481481","18.51851852","49.62962963","62.03703704"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00070","","","","5","5","2","4","3","4","4","7","6","4","1","2.2","4","4","4","7.23","5","7.2","13","0.571428571","0.166666667","0.384615385","3.25","2.6","1.75","1.4","1.25","1","0.55","0.44","53.84615385","69.44444444","80","29.62962963","37.03703704","37.03703704","46.2962963","16.2962963","20.37037037","53.33333333","66.66666667"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00071","","","","5","5","2","3","4","4","4","12","22","3.8","1.7","5","5","5","5","11.03","5.5","10.5","34","0.316666667","0.077272727","0.161764706","8.5","6.8","3","2.4","1.375","1.1","1.25","1","35.29411765","52.38095238","80","28.14814815","35.18518519","40.74074074","50.92592593","37.03703704","46.2962963","77.77777778","97.22222222"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00072","","","","5","4","1","2","4","4","4","7","10","4","0.9","4.2","4","4","4","10.5","4.9","9.1","17","0.571428571","0.09","0.288235294","4.25","3.4","1.75","1.4","1.225","0.98","1.05","0.84","41.17647059","53.84615385","80","29.62962963","37.03703704","36.2962963","45.37037037","31.11111111","38.88888889","67.40740741","84.25925926"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00073","","","","5","4","1","2","4","4","3","5","9","1.1","1","3.5","3","3","4","4.41","2.1","5.6","14","0.22","0.111111111","0.15","3.5","2.8","1.25","1","0.525","0.42","0.875","0.7","35.71428571","37.5","80","8.148148148","10.18518519","15.55555556","19.44444444","25.92592593","32.40740741","41.48148148","51.85185185"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00074","","","","5","5","1","2","4","4","3","6","19","1.3","1","2.5","3","3","4","3.03","2.3","4.8","25","0.216666667","0.052631579","0.092","6.25","5","1.5","1.2","0.575","0.46","0.625","0.5","24","47.91666667","80","9.62962963","12.03703704","17.03703704","21.2962963","18.51851852","23.14814815","35.55555556","44.44444444"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00075","","","","5","5","1","2","4","3","3","7","6","3.4","1","6","4","4","4","12.39","4.4","10.4","13","0.485714286","0.166666667","0.338461538","4.333333333","2.6","2.333333333","1.4","1.466666667","0.88","2","1.2","53.84615385","42.30769231","60","25.18518519","41.97530864","32.59259259","54.32098765","44.44444444","74.07407407","77.03703704","128.3950617"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00076","","","","5","5","1","2","4","4","4","10","0","5","0","2.5","5","5","4","10.5","5","7.5","10","0.5","","0.5","2.5","2","2.5","2","1.25","1","0.625","0.5","100","66.66666667","80","37.03703704","46.2962963","37.03703704","46.2962963","18.51851852","23.14814815","55.55555556","69.44444444"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00077","","","","5","5","1","2","4","4","4","10","6","4.3","0.6","3.2","3","3","5","3.03","4.9","8.1","16","0.43","0.1","0.30625","4","3.2","2.5","2","1.225","0.98","0.8","0.64","62.5","60.49382716","80","31.85185185","39.81481481","36.2962963","45.37037037","23.7037037","29.62962963","60","75"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00078","","","","5","4","1","2","4","4","4","5","11","1.8","1","3.3","3","3","4","4.61","2.8","6.1","16","0.36","0.090909091","0.175","4","3.2","1.25","1","0.7","0.56","0.825","0.66","31.25","45.90163934","80","13.33333333","16.66666667","20.74074074","25.92592593","24.44444444","30.55555556","45.18518519","56.48148148"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00079","","","","5","5","1","2","4","4","4","5","7","2","0.8","5","3","3","3","3.03","2.8","7.8","12","0.4","0.114285714","0.233333333","3","2.4","1.25","1","0.7","0.56","1.25","1","41.66666667","35.8974359","80","14.81481481","18.51851852","20.74074074","25.92592593","37.03703704","46.2962963","57.77777778","72.22222222"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00080","","","","5","4","1","3","4","4","3","7","6","3.6","1","5","3","3","3","10.5","4.6","9.6","13","0.514285714","0.166666667","0.353846154","3.25","2.6","1.75","1.4","1.15","0.92","1.25","1","53.84615385","47.91666667","80","26.66666667","33.33333333","34.07407407","42.59259259","37.03703704","46.2962963","71.11111111","88.88888889"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00081","","","","5","5","1","1","4","4","4","3","8","3.3","2.6","3.1","3","2","4","4.61","5.9","9","11","1.1","0.325","0.536363636","2.75","2.2","0.75","0.6","1.475","1.18","0.775","0.62","27.27272727","65.55555556","80","24.44444444","30.55555556","43.7037037","54.62962963","22.96296296","28.7037037","66.66666667","83.33333333"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00082","","","","5","5","1","1","5","4","4","8","8","3","2","2","4","4","3","7.23","5","7","16","0.375","0.25","0.3125","4","3.2","2","1.6","1.25","1","0.5","0.4","50","71.42857143","80","22.22222222","27.77777778","37.03703704","46.2962963","14.81481481","18.51851852","51.85185185","64.81481481"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00083","","","","5","5","1","2","4","4","4","5","6","4","1","3","4","3","3","3.03","5","8","11","0.8","0.166666667","0.454545455","2.75","2.2","1.25","1","1.25","1","0.75","0.6","45.45454545","62.5","80","29.62962963","37.03703704","37.03703704","46.2962963","22.22222222","27.77777778","59.25925926","74.07407407"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00084","","","","5","5","2","3","4","4","4","7","19","3","1.9","3.6","3","3","3","3.03","4.9","8.5","26","0.428571429","0.1","0.188461538","6.5","5.2","1.75","1.4","1.225","0.98","0.9","0.72","26.92307692","57.64705882","80","22.22222222","27.77777778","36.2962963","45.37037037","26.66666667","33.33333333","62.96296296","78.7037037"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00085","","","","5","5","1","1","4","4","4","10","3","5","0.4","2","3","3","2","1.04","5.4","7.4","13","0.5","0.133333333","0.415384615","3.25","2.6","2.5","2","1.35","1.08","0.5","0.4","76.92307692","72.97297297","80","37.03703704","46.2962963","40","50","14.81481481","18.51851852","54.81481481","68.51851852"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00086","","","","5","5","1","1","4","4","4","0","13","0","3","2.2","3","1","1","1.5","3","5.2","13","","0.230769231","0.230769231","3.25","2.6","0","0","0.75","0.6","0.55","0.44","0","57.69230769","80","0","0","22.22222222","27.77777778","16.2962963","20.37037037","38.51851852","48.14814815"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00087","","","","5","5","1","1","4","4","4","6","2","2.5","0.3","3","3","3","5","1.5","2.8","5.8","8","0.416666667","0.15","0.35","2","1.6","1.5","1.2","0.7","0.56","0.75","0.6","75","48.27586207","80","18.51851852","23.14814815","20.74074074","25.92592593","22.22222222","27.77777778","42.96296296","53.7037037"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00088","","","","5","5","1","1","5","4","4","0","12","0","1","5.4","1","1","2","4.41","1","6.4","12","","0.083333333","0.083333333","3","2.4","0","0","0.25","0.2","1.35","1.08","0","15.625","80","0","0","7.407407407","9.259259259","40","50","47.40740741","59.25925926"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00089","","","","5","4","1","3","4","4","4","3","6","2.1","0.6","2.5","3","3","2","0.12","2.7","5.2","9","0.7","0.1","0.3","2.25","1.8","0.75","0.6","0.675","0.54","0.625","0.5","33.33333333","51.92307692","80","15.55555556","19.44444444","20","25","18.51851852","23.14814815","38.51851852","48.14814815"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00090","","","","5","3","1","2","4","3","3","6","9","3","0.9","4","3","2","3","4.41","3.9","7.9","15","0.5","0.1","0.26","5","3","2","1.2","1.3","0.78","1.333333333","0.8","40","49.36708861","60","22.22222222","37.03703704","28.88888889","48.14814815","29.62962963","49.38271605","58.51851852","97.5308642"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00091","","","","5","5","1","1","4","4","4","0","6","0","2.5","5.2","3","2","2","0.02","2.5","7.7","6","","0.416666667","0.416666667","1.5","1.2","0","0","0.625","0.5","1.3","1.04","0","32.46753247","80","0","0","18.51851852","23.14814815","38.51851852","48.14814815","57.03703704","71.2962963"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00092","","","","5","5","1","3","4","4","4","4","9","4","0.7","4","3","3","3","0.15","4.7","8.7","13","1","0.077777778","0.361538462","3.25","2.6","1","0.8","1.175","0.94","1","0.8","30.76923077","54.02298851","80","29.62962963","37.03703704","34.81481481","43.51851852","29.62962963","37.03703704","64.44444444","80.55555556"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00093","","","","5","5","1","2","5","4","4","6","5","3","0.3","3.6","3","4","3","0.69","3.3","6.9","11","0.5","0.06","0.3","2.75","2.2","1.5","1.2","0.825","0.66","0.9","0.72","54.54545455","47.82608696","80","22.22222222","27.77777778","24.44444444","30.55555556","26.66666667","33.33333333","51.11111111","63.88888889"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00094","","","","5","5","1","2","6","4","4","6","8","2","0.8","8","3","3","4","1.38","2.8","10.8","14","0.333333333","0.1","0.2","3.5","2.8","1.5","1.2","0.7","0.56","2","1.6","42.85714286","25.92592593","80","14.81481481","18.51851852","20.74074074","25.92592593","59.25925926","74.07407407","80","100"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00095","","","","5","5","1","1","6","4","4","3","6","1.9","1","2.1","3","2","3","1.5","2.9","5","9","0.633333333","0.166666667","0.322222222","2.25","1.8","0.75","0.6","0.725","0.58","0.525","0.42","33.33333333","58","80","14.07407407","17.59259259","21.48148148","26.85185185","15.55555556","19.44444444","37.03703704","46.2962963"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00096","","","","5","5","1","2","6","4","4","6","8","3","2","3","4","3","3","3.03","5","8","14","0.5","0.25","0.357142857","3.5","2.8","1.5","1.2","1.25","1","0.75","0.6","42.85714286","62.5","80","22.22222222","27.77777778","37.03703704","46.2962963","22.22222222","27.77777778","59.25925926","74.07407407"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00097","","","","5","5","1","2","4","4","4","3","14","1","0.8","4.9","2","3","5","7.23","1.8","6.7","17","0.333333333","0.057142857","0.105882353","4.25","3.4","0.75","0.6","0.45","0.36","1.225","0.98","17.64705882","26.86567164","80","7.407407407","9.259259259","13.33333333","16.66666667","36.2962963","45.37037037","49.62962963","62.03703704"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00098","","","","5","5","1","2","5","4","4","4","19","1.2","1.3","3.6","2","2","4","7.23","2.5","6.1","23","0.3","0.068421053","0.108695652","5.75","4.6","1","0.8","0.625","0.5","0.9","0.72","17.39130435","40.98360656","80","8.888888889","11.11111111","18.51851852","23.14814815","26.66666667","33.33333333","45.18518519","56.48148148"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00099","","","","5","5","1","1","4","4","4","9","15","1.5","1","2.3","3","3","4","4.61","2.5","4.8","24","0.166666667","0.066666667","0.104166667","6","4.8","2.25","1.8","0.625","0.5","0.575","0.46","37.5","52.08333333","80","11.11111111","13.88888889","18.51851852","23.14814815","17.03703704","21.2962963","35.55555556","44.44444444"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00100","","","","5","5","1","1","4","4","4","5","6","1","0.6","5","3","2","4","3.03","1.6","6.6","11","0.2","0.1","0.145454545","2.75","2.2","1.25","1","0.4","0.32","1.25","1","45.45454545","24.24242424","80","7.407407407","9.259259259","11.85185185","14.81481481","37.03703704","46.2962963","48.88888889","61.11111111"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00101","","","","5","5","1","1","4","4","4","10","18","3","2.4","3.5","4","4","5","6.12","5.4","8.9","28","0.3","0.133333333","0.192857143","7","5.6","2.5","2","1.35","1.08","0.875","0.7","35.71428571","60.6741573","80","22.22222222","27.77777778","40","50","25.92592593","32.40740741","65.92592593","82.40740741"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00102","","","","5","5","1","7","3","4","4","3","6","2.8","0.9","5.1","3","2","5","0.02","3.7","8.8","9","0.933333333","0.15","0.411111111","2.25","1.8","0.75","0.6","0.925","0.74","1.275","1.02","33.33333333","42.04545455","80","20.74074074","25.92592593","27.40740741","34.25925926","37.77777778","47.22222222","65.18518519","81.48148148"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00103","","","","5","5","1","2","6","4","4","9","4","3","0.2","4.1","3","3","4","0.15","3.2","7.3","13","0.333333333","0.05","0.246153846","3.25","2.6","2.25","1.8","0.8","0.64","1.025","0.82","69.23076923","43.83561644","80","22.22222222","27.77777778","23.7037037","29.62962963","30.37037037","37.96296296","54.07407407","67.59259259"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00104","","","","5","4","1","1","4","4","4","6","0","2.3","0","2.6","3","3","5","0.12","2.3","4.9","6","0.383333333","","0.383333333","1.5","1.2","1.5","1.2","0.575","0.46","0.65","0.52","100","46.93877551","80","17.03703704","21.2962963","17.03703704","21.2962963","19.25925926","24.07407407","36.2962963","45.37037037"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00105","","","","5","5","1","1","4","4","3","11","11","3.5","2","3","3","3","5","7.23","5.5","8.5","22","0.318181818","0.181818182","0.25","5.5","4.4","2.75","2.2","1.375","1.1","0.75","0.6","50","64.70588235","80","25.92592593","32.40740741","40.74074074","50.92592593","22.22222222","27.77777778","62.96296296","78.7037037"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00106","","","","5","4","1","1","4","4","4","9","9","3.7","0.6","3","4","4","5","0.69","4.3","7.3","18","0.411111111","0.066666667","0.238888889","4.5","3.6","2.25","1.8","1.075","0.86","0.75","0.6","50","58.90410959","80","27.40740741","34.25925926","31.85185185","39.81481481","22.22222222","27.77777778","54.07407407","67.59259259"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00107","","","","5","5","1","3","4","4","4","0","4","0","1.3","12","3","2","2","1.5","1.3","13.3","4","","0.325","0.325","1","0.8","0","0","0.325","0.26","3","2.4","0","9.77443609","80","0","0","9.62962963","12.03703704","88.88888889","111.1111111","98.51851852","123.1481481"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00108","","","","5","4","1","2","4","4","4","8","11","3","1.2","4","4","2","4","7.76","4.2","8.2","19","0.375","0.109090909","0.221052632","4.75","3.8","2","1.6","1.05","0.84","1","0.8","42.10526316","51.2195122","80","22.22222222","27.77777778","31.11111111","38.88888889","29.62962963","37.03703704","60.74074074","75.92592593"
"","","MZP2009GUR-OT01","","","","","","","","","MZP2009GUR-OT01-00109","","","","5","4","1","2","5","4","4","11","4","4","0.7","3","4","4","5","7.23","4.7","7.7","15","0.363636364","0.175","0.313333333","3.75","3","2.75","2.2","1.175","0.94","0.75","0.6","73.33333333","61.03896104","80","29.62962963","37.03703704","34.81481481","43.51851852","22.22222222","27.77777778","57.03703704","71.2962963"
