"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Content of total sugars estimating 1-9|CO_331:0000766","Content of starch in raw storage roots estimating 1-9|CO_331:0001055","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","treatment_irrigated","treatment_non_irrigated"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00001","","","","26","24","1","1","4","24","22","29","50","3","1.4","5","5","4","2","1","5","7","5","3.93","1.94","1.43","55.12","47.255","60.19","1.63","2.94","12.2","4.4","9.4","79","0.103448276","0.028","0.055696203","3.291666667","3.038461538","1.208333333","1.115384615","0.183333333","0.169230769","0.208333333","0.192307692","36.70886076","46.80851064","92.30769231","4.273504274","4.62962963","6.267806268","6.790123457","7.122507123","7.716049383","13.39031339","14.50617284","1",""
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00002","","","","26","26","1","1","4","26","19","21","36","2.8","1.5","3","6","7","1","1","5","5","5","3.59","1.84","1.16","110.24","34.156","60.47","4.38","6.66","7.23","4.3","7.3","57","0.133333333","0.041666667","0.075438596","2.192307692","2.192307692","0.807692308","0.807692308","0.165384615","0.165384615","0.115384615","0.115384615","36.84210526","58.90410959","100","3.988603989","3.988603989","6.125356125","6.125356125","4.273504274","4.273504274","10.3988604","10.3988604","1",""
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00003","","","","26","19","1","1","4","10","9","9","6","1.5","0.5","7","5","5","1","1","5","7","5","3.56","1.5","0.97","56.95","32.67","63.1","2.98","4.46","9.45","2","9","15","0.166666667","0.083333333","0.133333333","1.5","0.576923077","0.9","0.346153846","0.2","0.076923077","0.7","0.269230769","60","22.22222222","38.46153846","2.136752137","5.555555556","2.849002849","7.407407407","9.971509972","25.92592593","12.82051282","33.33333333","1",""
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00004","","","","26","21","1","1","6","21","9","18","17","2","1.1","7","5","4","1","2","7","9","3","3.32","1.36","0.9","32.67","16.21","63.32","2.12","3.41","10.87","3.1","10.1","35","0.111111111","0.064705882","0.088571429","1.666666667","1.346153846","0.857142857","0.692307692","0.147619048","0.119230769","0.333333333","0.269230769","51.42857143","30.69306931","80.76923077","2.849002849","3.527336861","4.415954416","5.467372134","9.971509972","12.34567901","14.38746439","17.81305115","1",""
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00005","","","","26","25","1","1","7","17","17","32","27","5","1.5","10","6","6","1","1","3","5","5","2.99","1.4","0.79","32.47","15.314","66.25","3.65","5.11","4.01","6.5","16.5","59","0.15625","0.055555556","0.110169492","3.470588235","2.269230769","1.882352941","1.230769231","0.382352941","0.25","0.588235294","0.384615385","54.23728814","39.39393939","65.38461538","7.122507123","10.89324619","9.259259259","14.16122004","14.24501425","21.78649237","23.5042735","35.94771242","1",""
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00006","","","","26","20","1","1","7","18","18","27","32","4","1.5","7","7","4","1","1","7","7","3","3.77","1.46","1.08","54.69","0","59.68","3.81","5.83","11.66","5.5","12.5","59","0.148148148","0.046875","0.093220339","3.277777778","2.269230769","1.5","1.038461538","0.305555556","0.211538462","0.388888889","0.269230769","45.76271186","44","69.23076923","5.698005698","8.230452675","7.834757835","11.31687243","9.971509972","14.40329218","17.80626781","25.72016461","1",""
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00007","","","","26","26","1","1","7","17","17","40","23","6","1.4","16.8","6","6","1","1","5","3","5","4.31","1.97","1.15","49.54","35.127","55.07","5.74","8.07","8.94","7.4","24.2","63","0.15","0.060869565","0.117460317","3.705882353","2.423076923","2.352941176","1.538461538","0.435294118","0.284615385","0.988235294","0.646153846","63.49206349","30.5785124","65.38461538","8.547008547","13.07189542","10.54131054","16.12200436","23.93162393","36.60130719","34.47293447","52.72331155","1",""
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00008","","","","26","20","1","1","6","20","19","20","51","2","2","7.5","4","3","1","1","3","9","5","3.03","1.56","1.01","65.41","20.189","65.12","4.39","6.53","4.82","4","11.5","71","0.1","0.039215686","0.056338028","3.55","2.730769231","1","0.769230769","0.2","0.153846154","0.375","0.288461538","28.16901408","34.7826087","76.92307692","2.849002849","3.703703704","5.698005698","7.407407407","10.68376068","13.88888889","16.38176638","21.2962963","1",""
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00009","","","","26","25","1","1","7","16","14","47","65","6.2","3","16.5","5","5","1","1","3","3","5","4.33","2.14","1.12","103.03","43.123","48.86","8.21","12.06","10.51","9.2","25.7","112","0.131914894","0.046153846","0.082142857","7","4.307692308","2.9375","1.807692308","0.575","0.353846154","1.03125","0.634615385","41.96428571","35.79766537","61.53846154","8.831908832","14.35185185","13.10541311","21.2962963","23.5042735","38.19444444","36.60968661","59.49074074","1",""
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00010","","","","26","25","1","1","6","22","20","20","27","4","1.2","13.2","6","6","1","1","7","7","3","3.11","1.34","0.79","50.68","9.935","61.77","5.05","6.89","7.53","5.2","18.4","47","0.2","0.044444444","0.110638298","2.136363636","1.807692308","0.909090909","0.769230769","0.236363636","0.2","0.6","0.507692308","42.55319149","28.26086957","84.61538462","5.698005698","6.734006734","7.407407407","8.754208754","18.8034188","22.22222222","26.21082621","30.97643098","1",""
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00011","","","","26","25","1","1","7","17","10","0","32","0","1.5","17.6","4","4","1","1","5","7","5","3.83","2.24","1.36","118.8","39.525","55.88","4.46","6.66","8.76","1.5","19.1","32","","0.046875","0.046875","1.882352941","1.230769231","0","0","0.088235294","0.057692308","1.035294118","0.676923077","0","7.853403141","65.38461538","0","0","2.136752137","3.267973856","25.07122507","38.34422658","27.20797721","41.61220044","1",""
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00012","","","","26","25","1","1","7","18","18","17","59","1.8","2.6","17","5","4","1","1","5","5","5","3.55","1.78","0.97","87.83","22.725","56.4","5.89","7.97","8.16","4.4","21.4","76","0.105882353","0.044067797","0.057894737","4.222222222","2.923076923","0.944444444","0.653846154","0.244444444","0.169230769","0.944444444","0.653846154","22.36842105","20.56074766","69.23076923","2.564102564","3.703703704","6.267806268","9.053497942","24.21652422","34.97942387","30.48433048","44.03292181","1",""
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00013","","","","26","25","1","1","7","18","18","40","34","9","1.6","11.9","7","6","1","1","3","5","7","4.68","1.93","1.22","75.46","32.072","61.02","3.08","4.83","10.01","10.6","22.5","74","0.225","0.047058824","0.143243243","4.111111111","2.846153846","2.222222222","1.538461538","0.588888889","0.407692308","0.661111111","0.457692308","54.05405405","47.11111111","69.23076923","12.82051282","18.51851852","15.0997151","21.81069959","16.95156695","24.48559671","32.05128205","46.2962963","1",""
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00014","","","","26","26","1","1","9","21","21","30","50","7","4","51","7","5","1","1","5","5","5","3.13","1.31","0.81","41.34","25.426","69.36","3.04","4.34","3.84","11","62","80","0.233333333","0.08","0.1375","3.80952381","3.076923077","1.428571429","1.153846154","0.523809524","0.423076923","2.428571429","1.961538462","37.5","17.74193548","80.76923077","9.971509972","12.34567901","15.66951567","19.40035273","72.64957265","89.94708995","88.31908832","109.3474427","1",""
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00015","","","","26","13","1","3","5","13","12","37","62","4.2","1","11.1","5","5","1","1","3","1","7","4.59","2.18","1.41","130.12","38.762","52.29","5.46","8.19","12.73","5.2","16.3","99","0.113513514","0.016129032","0.052525253","7.615384615","3.807692308","2.846153846","1.423076923","0.4","0.2","0.853846154","0.426923077","37.37373737","31.90184049","50","5.982905983","11.96581197","7.407407407","14.81481481","15.81196581","31.62393162","23.21937322","46.43874644","1",""
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00016","","","","26","26","1","1","7","16","16","40","32","9.8","3.5","34","8","9","1","1","5","7","5","3.51","1.81","1.06","70.96","34.159","60.13","5.95","8.45","5.36","13.3","47.3","72","0.245","0.109375","0.184722222","4.5","2.769230769","2.5","1.538461538","0.83125","0.511538462","2.125","1.307692308","55.55555556","28.11839323","61.53846154","13.96011396","22.68518519","18.94586895","30.78703704","48.43304843","78.7037037","67.37891738","109.4907407","1",""
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00017","","","","26","26","1","1","9","18","17","27","35","4","1.8","54","7","5","1","1","1","1","9","5.85","1.66","1.11","19.9","0","71.7","1.53","2.72","2.42","5.8","59.8","62","0.148148148","0.051428571","0.093548387","3.444444444","2.384615385","1.5","1.038461538","0.322222222","0.223076923","3","2.076923077","43.5483871","9.698996656","69.23076923","5.698005698","8.230452675","8.262108262","11.93415638","76.92307692","111.1111111","85.18518519","123.0452675","1",""
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00018","","","","26","26","1","1","8","18","18","54","77","10.5","5","37","8","5","1","1","7","9","7","3.79","1.38","0.88","28.37","0","68.19","2.77","4.05","5.47","15.5","52.5","131","0.194444444","0.064935065","0.118320611","7.277777778","5.038461538","3","2.076923077","0.861111111","0.596153846","2.055555556","1.423076923","41.22137405","29.52380952","69.23076923","14.95726496","21.60493827","22.07977208","31.89300412","52.70655271","76.13168724","74.78632479","108.0246914","1",""
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00019","","","","26","22","1","1","7","22","22","78","88","14.2","6.8","32.5","7","5","1","1","5","3","7","5.71","2.05","1.28","83.08","14.949","62.05","3.55","5.79","5.73","21","53.5","166","0.182051282","0.077272727","0.126506024","7.545454545","6.384615385","3.545454545","3","0.954545455","0.807692308","1.477272727","1.25","46.98795181","39.25233645","84.61538462","20.22792023","23.90572391","29.91452991","35.35353535","46.2962963","54.71380471","76.21082621","90.06734007","1",""
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00020","","","","26","23","1","1","8","17","9","19","25","2","1.5","28.6","6","4","1","1","5","7","7","7.19","2.26","1.35","59.34","17.637","59.66","3.17","4.77","9.6","3.5","32.1","44","0.105263158","0.06","0.079545455","2.588235294","1.692307692","1.117647059","0.730769231","0.205882353","0.134615385","1.682352941","1.1","43.18181818","10.90342679","65.38461538","2.849002849","4.357298475","4.985754986","7.625272331","40.74074074","62.30936819","45.72649573","69.93464052","1",""
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00021","","","","26","26","1","1","9","14","14","22","70","4.2","3.2","43.4","6","4","1","1","7","7","3","7.12","2.18","1.43","78.79","0","64.23","1.08","2.6","8.62","7.4","50.8","92","0.190909091","0.045714286","0.080434783","6.571428571","3.538461538","1.571428571","0.846153846","0.528571429","0.284615385","3.1","1.669230769","23.91304348","14.56692913","53.84615385","5.982905983","11.11111111","10.54131054","19.57671958","61.82336182","114.8148148","72.36467236","134.3915344","1",""
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00022","","","","26","26","1","1","8","24","24","71","70","10.5","5.5","37","7","5","1","1","3","3","7","3.65","1.64","1.01","55.5","21.287","62.45","3.19","4.77","7.69","16","53","141","0.147887324","0.078571429","0.113475177","5.875","5.423076923","2.958333333","2.730769231","0.666666667","0.615384615","1.541666667","1.423076923","50.35460993","30.18867925","92.30769231","14.95726496","16.2037037","22.79202279","24.69135802","52.70655271","57.09876543","75.4985755","81.79012346","1",""
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00023","","","","26","25","1","1","8","19","17","37","100","6.4","4.2","28","7","6","1","1","5","5","5","4.16","1.91","1.31","64.89","19.966","59.6","2.74","4.43","10.98","10.6","38.6","137","0.172972973","0.042","0.077372263","7.210526316","5.269230769","1.947368421","1.423076923","0.557894737","0.407692308","1.473684211","1.076923077","27.00729927","27.4611399","73.07692308","9.116809117","12.47563353","15.0997151","20.66276803","39.88603989","54.58089669","54.98575499","75.24366472","1",""
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00024","","","","26","26","1","1","9","23","19","52","87","9.2","4.8","41.7","7","6","1","1","5","7","7","8.96","2.31","1.45","70.55","0","68.04","1.15","3.09","2.52","14","55.7","139","0.176923077","0.055172414","0.100719424","6.043478261","5.346153846","2.260869565","2","0.608695652","0.538461538","1.813043478","1.603846154","37.41007194","25.13464991","88.46153846","13.10541311","14.81481481","19.94301994","22.54428341","59.4017094","67.14975845","79.34472934","89.69404187","1",""
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00025","","","","26","26","1","1","9","16","12","27","17","6.6","2","32.8","7","9","1","1","5","7","3","6.18","2.03","1.27","71.17","18.803","63.5","2.23","3.51","7.26","8.6","41.4","44","0.244444444","0.117647059","0.195454545","2.75","1.692307692","1.6875","1.038461538","0.5375","0.330769231","2.05","1.261538462","61.36363636","20.77294686","61.53846154","9.401709402","15.27777778","12.25071225","19.90740741","46.72364672","75.92592593","58.97435897","95.83333333","1",""
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00026","","","","26","24","1","1","7","24","17","47","29","8","2.2","22.6","6","6","1","1","7","9","1","4.82","1.94","1","60.64","21.566","60.72","5.15","7.39","5.78","10.2","32.8","76","0.170212766","0.075862069","0.134210526","3.166666667","2.923076923","1.958333333","1.807692308","0.425","0.392307692","0.941666667","0.869230769","61.84210526","31.09756098","92.30769231","11.3960114","12.34567901","14.52991453","15.74074074","32.19373219","34.87654321","46.72364672","50.61728395","1",""
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00027","","","","26","26","1","1","8","20","20","67","66","15.5","7","29.9","8","7","1","1","5","7","7","4.12","1.63","0.92","50.55","16.954","60.28","4.27","5.94","9.23","22.5","52.4","133","0.231343284","0.106060606","0.169172932","6.65","5.115384615","3.35","2.576923077","1.125","0.865384615","1.495","1.15","50.37593985","42.9389313","76.92307692","22.07977208","28.7037037","32.05128205","41.66666667","42.59259259","55.37037037","74.64387464","97.03703704","1",""
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00028","","","","26","25","1","1","8","14","10","14","20","4","2.1","51.8","6","5","1","1","3","9","7","5.02","1.52","1.13","41.36","0","65.77","2.07","3.54","6.6","6.1","57.9","34","0.285714286","0.105","0.179411765","2.428571429","1.307692308","1","0.538461538","0.435714286","0.234615385","3.7","1.992307692","41.17647059","10.53540587","53.84615385","5.698005698","10.58201058","8.689458689","16.13756614","73.78917379","137.037037","82.47863248","153.1746032","1",""
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00029","","","","26","24","1","1","7","24","24","22","87","2.5","4.5","20.6","6","4","1","1","5","5","3","5.52","1.91","1.27","77.29","4.852","65.75","2.1","3.85","5.59","7","27.6","109","0.113636364","0.051724138","0.064220183","4.541666667","4.192307692","0.916666667","0.846153846","0.291666667","0.269230769","0.858333333","0.792307692","20.18348624","25.36231884","92.30769231","3.561253561","3.858024691","9.971509972","10.80246914","29.34472934","31.79012346","39.31623932","42.59259259","1",""
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00030","","","","26","24","1","1","7","14","14","42","5","2.2","1.2","19.6","5","4","1","1","5","5","7","5.15","1.64","1.03","38.55","2.937","68.74","1.52","2.8","6.03","3.4","23","47","0.052380952","0.24","0.072340426","3.357142857","1.807692308","3","1.615384615","0.242857143","0.130769231","1.4","0.753846154","89.36170213","14.7826087","53.84615385","3.133903134","5.82010582","4.843304843","8.994708995","27.92022792","51.85185185","32.76353276","60.84656085","1",""
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00031","","","","26","26","1","1","9","19","18","37","86","3","3.2","53.4","6","5","1","5","3","7","5","5.76","2.39","1.53","108.29","24.967","61.07","3.22","5.24","5.48","6.2","59.6","123","0.081081081","0.037209302","0.050406504","6.473684211","4.730769231","1.947368421","1.423076923","0.326315789","0.238461538","2.810526316","2.053846154","30.08130081","10.40268456","73.07692308","4.273504274","5.847953216","8.831908832","12.08576998","76.06837607","104.0935673","84.9002849","116.1793372","1",""
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00032","","","","26","20","1","1","5","10","4","6","3","1","0.1","0.5","5","4","1","5","5","7","5","5.84","2.04","1.33","133.56","35.887","58.26","5.05","7.52","6.71","1.1","1.6","9","0.166666667","0.033333333","0.122222222","0.9","0.346153846","0.6","0.230769231","0.11","0.042307692","0.05","0.019230769","66.66666667","68.75","38.46153846","1.424501425","3.703703704","1.566951567","4.074074074","0.712250712","1.851851852","2.279202279","5.925925926","1",""
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00033","","","","26","23","1","1","6","16","15","10","40","2","3.5","50","6","6","1","1","9","9","5","3.56","1.5","1","51.4","2.676","65.65","2.61","3.95","8.11","5.5","55.5","50","0.2","0.0875","0.11","3.125","1.923076923","0.625","0.384615385","0.34375","0.211538462","3.125","1.923076923","20","9.90990991","61.53846154","2.849002849","4.62962963","7.834757835","12.73148148","71.22507123","115.7407407","79.05982906","128.4722222","1",""
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00034","","","","26","24","1","1","4","9","5","6","16","1","0.8","3","5","4","1","1","9","3","3","4.14","1.91","1.3","65.53","18.7","59.65","2.67","4.31","11.17","1.8","4.8","22","0.166666667","0.05","0.081818182","2.444444444","0.846153846","0.666666667","0.230769231","0.2","0.069230769","0.333333333","0.115384615","27.27272727","37.5","34.61538462","1.424501425","4.115226337","2.564102564","7.407407407","4.273504274","12.34567901","6.837606838","19.75308642","1",""
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00035","","","","26","24","1","1","7","24","24","58","39","6","3","5","6","5","1","1","9","9","1","4.58","1.93","1.36","66.49","45.61","59.24","1.46","2.6","13.76","9","14","97","0.103448276","0.076923077","0.092783505","4.041666667","3.730769231","2.416666667","2.230769231","0.375","0.346153846","0.208333333","0.192307692","59.79381443","64.28571429","92.30769231","8.547008547","9.259259259","12.82051282","13.88888889","7.122507123","7.716049383","19.94301994","21.60493827","1",""
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00036","","","","26","20","1","1","4","20","20","16","55","2","2","1","5","4","1","3","7","7","5","5.3","2.02","1.29","87.44","24.727","58.85","3.15","4.88","9.86","4","5","71","0.125","0.036363636","0.056338028","3.55","2.730769231","0.8","0.615384615","0.2","0.153846154","0.05","0.038461538","22.53521127","80","76.92307692","2.849002849","3.703703704","5.698005698","7.407407407","1.424501425","1.851851852","7.122507123","9.259259259","1",""
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00037","","","","26","20","1","1","7","15","14","13","50","2","2.5","12","6","4","1","7","5","9","5","4.26","1.59","1.17","57.37","14.919","66.29","1.75","2.89","5.89","4.5","16.5","63","0.153846154","0.05","0.071428571","4.2","2.423076923","0.866666667","0.5","0.3","0.173076923","0.8","0.461538462","20.63492063","27.27272727","57.69230769","2.849002849","4.938271605","6.41025641","11.11111111","17.09401709","29.62962963","23.5042735","40.74074074","1",""
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00038","","","","26","22","1","1","7","16","9","27","32","5","2","12","6","5","1","1","9","3","1","4.25","1.98","1.14","51.73","34.926","55.23","5.66","7.92","8.7","7","19","59","0.185185185","0.0625","0.118644068","3.6875","2.269230769","1.6875","1.038461538","0.4375","0.269230769","0.75","0.461538462","45.76271186","36.84210526","61.53846154","7.122507123","11.57407407","9.971509972","16.2037037","17.09401709","27.77777778","27.06552707","43.98148148","1",""
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00039","","","","26","22","1","1","7","22","10","0","28","0","1.5","10.2","4","3","1","1","9","9","1","4.91","1.98","1.09","100.2","20.111","58.06","5.48","7.84","6.2","1.5","11.7","28","","0.053571429","0.053571429","1.272727273","1.076923077","0","0","0.068181818","0.057692308","0.463636364","0.392307692","0","12.82051282","84.61538462","0","0","2.136752137","2.525252525","14.52991453","17.17171717","16.66666667","19.6969697","1",""
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00040","","","","26","20","1","1","6","19","19","14","38","3","2.5","4.4","6","5","1","1","5","9","3","5.67","1.96","1.1","68.63","29.787","63.31","2.65","3.8","7.27","5.5","9.9","52","0.214285714","0.065789474","0.105769231","2.736842105","2","0.736842105","0.538461538","0.289473684","0.211538462","0.231578947","0.169230769","26.92307692","55.55555556","73.07692308","4.273504274","5.847953216","7.834757835","10.72124756","6.267806268","8.576998051","14.1025641","19.29824561","1",""
