"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Content of total sugars estimating 1-9|CO_331:0000766","Content of starch in raw storage roots estimating 1-9|CO_331:0001055","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","treatment_irrigated","treatment_non_irrigated"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00071","","","","26","17","1","1","6","17","17","32","40","8.8","2.8","12.8","6","8","2","1","9","7","1","3.72","2.12","1.28","115.99","48.14","49.46","6.16","9.42","13.84","11.6","24.4","72","0.275","0.07","0.161111111","4.235294118","2.769230769","1.882352941","1.230769231","0.682352941","0.446153846","0.752941176","0.492307692","44.44444444","47.54098361","65.38461538","12.53561254","19.17211329","16.52421652","25.27233115","18.23361823","27.88671024","34.75783476","53.15904139","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00072","","","","26","15","1","1","4","15","10","15","15","1.4","2","9.9","6","4","3","1","9","5","3","3.05","1.37","0.89","42.93","15.42","71.84","1.89","3.21","3.65","3.4","13.3","30","0.093333333","0.133333333","0.113333333","2","1.153846154","1","0.576923077","0.226666667","0.130769231","0.66","0.380769231","50","25.56390977","57.69230769","1.994301994","3.456790123","4.843304843","8.395061728","14.1025641","24.44444444","18.94586895","32.83950617","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00073","","","","26","20","1","1","6","17","7","13","6","1","0.4","24","5","5","2","1","5","7","5","3.53","1.96","1.1","88.5","42.4","56.99","5.79","7.99","4.11","1.4","25.4","19","0.076923077","0.066666667","0.073684211","1.117647059","0.730769231","0.764705882","0.5","0.082352941","0.053846154","1.411764706","0.923076923","68.42105263","5.511811024","65.38461538","1.424501425","2.178649237","1.994301994","3.050108932","34.18803419","52.2875817","36.18233618","55.33769063","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00074","","","","26","25","1","1","8","22","18","0","27","0","0.8","18.4","4","3","1","5","7","7","3","3.92","1.84","1.08","91.62","25.39","57.11","5.87","8.14","6.86","0.8","19.2","27","","0.02962963","0.02962963","1.227272727","1.038461538","0","0","0.036363636","0.030769231","0.836363636","0.707692308","0","4.166666667","84.61538462","0","0","1.13960114","1.346801347","26.21082621","30.97643098","27.35042735","32.32323232","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00075","","","","26","22","1","1","7","22","18","16","38","2.6","3.8","8.4","6","4","2","1","7","7","3","4.53","1.64","1.09","72.19","33.29","63.2","2.53","4.2","9.78","6.4","14.8","54","0.1625","0.1","0.118518519","2.454545455","2.076923077","0.727272727","0.615384615","0.290909091","0.246153846","0.381818182","0.323076923","29.62962963","43.24324324","84.61538462","3.703703704","4.377104377","9.116809117","10.77441077","11.96581197","14.14141414","21.08262108","24.91582492","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00076","","","","26","23","1","1","7","21","17","11","42","1.2","2","23","6","5","2","1","5","7","3","","","","","","","","","","3.2","26.2","53","0.109090909","0.047619048","0.060377358","2.523809524","2.038461538","0.523809524","0.423076923","0.152380952","0.123076923","1.095238095","0.884615385","20.75471698","12.21374046","80.76923077","1.709401709","2.116402116","4.558404558","5.643738977","32.76353276","40.5643739","37.32193732","46.20811287","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00077","","","","26","26","1","1","9","15","12","48","42","5.2","1.8","12.8","5","5","2","5","5","7","3","7.81","2.71","1.68","110.46","33.97","55.48","3.54","5.97","11.92","7","19.8","90","0.108333333","0.042857143","0.077777778","6","3.461538462","3.2","1.846153846","0.466666667","0.269230769","0.853333333","0.492307692","53.33333333","35.35353535","57.69230769","7.407407407","12.83950617","9.971509972","17.28395062","18.23361823","31.60493827","28.20512821","48.88888889","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00078","","","","26","26","1","1","9","14","14","53","41","10","5.6","23.4","6","6","3","1","7","7","1","4.47","1.73","1.07","79.74","37.34","63.39","3.44","4.99","8.03","15.6","39","94","0.188679245","0.136585366","0.165957447","6.714285714","3.615384615","3.785714286","2.038461538","1.114285714","0.6","1.671428571","0.9","56.38297872","40","53.84615385","14.24501425","26.45502646","22.22222222","41.26984127","33.33333333","61.9047619","55.55555556","103.1746032","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00079","","","","26","22","1","2","7","18","18","34","59","4.6","3","37.6","6","5","2","1","3","5","7","4.61","1.44","1.03","6.7","0","73.37","1.38","2.6","1.64","7.6","45.2","93","0.135294118","0.050847458","0.08172043","5.166666667","3.576923077","1.888888889","1.307692308","0.422222222","0.292307692","2.088888889","1.446153846","36.55913978","16.81415929","69.23076923","6.552706553","9.465020576","10.82621083","15.63786008","53.56125356","77.36625514","64.38746439","93.00411523","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00080","","","","26","22","1","2","8","16","16","14","47","3.2","10","31.4","7","6","5","3","5","9","7","6.29","1.78","1.26","27.15","0","70.82","1.15","2.61","3.08","13.2","44.6","61","0.228571429","0.212765957","0.216393443","3.8125","2.346153846","0.875","0.538461538","0.825","0.507692308","1.9625","1.207692308","22.95081967","29.59641256","61.53846154","4.558404558","7.407407407","18.8034188","30.55555556","44.72934473","72.68518519","63.53276353","103.2407407","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00081","","","","26","24","1","1","9","18","18","40","43","7.2","4","26.4","9","9","2","1","9","5","1","4.82","1.64","1.13","57.46","22.77","63.86","2.09","3.51","8.71","11.2","37.6","83","0.18","0.093023256","0.134939759","4.611111111","3.192307692","2.222222222","1.538461538","0.622222222","0.430769231","1.466666667","1.015384615","48.19277108","29.78723404","69.23076923","10.25641026","14.81481481","15.95441595","23.04526749","37.60683761","54.32098765","53.56125356","77.36625514","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00082","","","","26","26","1","1","8","18","14","20","14","3","0.9","14.8","5","4","2","1","7","7","3","3.16","1.48","0.91","43.72","23.12","62.15","3.56","5.35","8.93","3.9","18.7","34","0.15","0.064285714","0.114705882","1.888888889","1.307692308","1.111111111","0.769230769","0.216666667","0.15","0.822222222","0.569230769","58.82352941","20.85561497","69.23076923","4.273504274","6.172839506","5.555555556","8.024691358","21.08262108","30.4526749","26.63817664","38.47736626","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00083","","","","26","22","1","1","7","21","21","34","68","4.8","3.8","15.4","6","4","2","1","9","9","1","4.53","1.57","1.1","59.46","0","67.7","1.44","2.88","6.6","8.6","24","102","0.141176471","0.055882353","0.084313725","4.857142857","3.923076923","1.619047619","1.307692308","0.40952381","0.330769231","0.733333333","0.592307692","33.33333333","35.83333333","80.76923077","6.837606838","8.465608466","12.25071225","15.1675485","21.93732194","27.16049383","34.18803419","42.32804233","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00084","","","","26","25","1","1","8","22","20","30","59","7.8","5.4","27","6","7","4","1","7","7","3","5.84","2.05","1.36","72.76","18.49","63.68","2.42","4.35","6.1","13.2","40.2","89","0.26","0.091525424","0.148314607","4.045454545","3.423076923","1.363636364","1.153846154","0.6","0.507692308","1.227272727","1.038461538","33.70786517","32.8358209","84.61538462","11.11111111","13.13131313","18.8034188","22.22222222","38.46153846","45.45454545","57.26495726","67.67676768","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00085","","","","26","21","1","1","8","20","16","77","46","8.6","1.3","18.6","7","8","3","1","9","7","1","4.06","1.92","1.28","62.45","19.17","59.77","2.6","4.11","11.05","9.9","28.5","123","0.111688312","0.02826087","0.080487805","6.15","4.730769231","3.85","2.961538462","0.495","0.380769231","0.93","0.715384615","62.60162602","34.73684211","76.92307692","12.25071225","15.92592593","14.1025641","18.33333333","26.4957265","34.44444444","40.5982906","52.77777778","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00086","","","","26","19","1","1","7","17","17","45","56","5.1","3.2","23.8","6","4","2","1","7","9","3","4.89","1.38","1.05","52.09","0","73.29","1.02","2.69","1.47","8.3","32.1","101","0.113333333","0.057142857","0.082178218","5.941176471","3.884615385","2.647058824","1.730769231","0.488235294","0.319230769","1.4","0.915384615","44.55445545","25.85669782","65.38461538","7.264957265","11.11111111","11.82336182","18.08278867","33.9031339","51.85185185","45.72649573","69.93464052","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00087","","","","26","25","1","1","9","22","18","40","29","6","3.1","20.2","6","7","3","1","9","7","1","4.02","1.56","0.97","48.5","24.2","63.85","2.13","2.95","9.36","9.1","29.3","69","0.15","0.106896552","0.131884058","3.136363636","2.653846154","1.818181818","1.538461538","0.413636364","0.35","0.918181818","0.776923077","57.97101449","31.05802048","84.61538462","8.547008547","10.1010101","12.96296296","15.31986532","28.77492877","34.00673401","41.73789174","49.32659933","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00088","","","","26","24","1","1","7","24","24","37","56","3.5","2","28.6","5","4","2","1","7","5","3","2.92","1.69","0.92","64.32","32.72","56.36","6.31","8.77","9.19","5.5","34.1","93","0.094594595","0.035714286","0.059139785","3.875","3.576923077","1.541666667","1.423076923","0.229166667","0.211538462","1.191666667","1.1","39.78494624","16.12903226","92.30769231","4.985754986","5.401234568","7.834757835","8.487654321","40.74074074","44.13580247","48.57549858","52.62345679","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00089","","","","26","24","1","1","8","18","18","17","51","2.1","5","13.4","5","5","4","1","5","7","5","3.11","1.5","0.95","41.86","23.53","63.77","3.33","4.84","7.31","7.1","20.5","68","0.123529412","0.098039216","0.104411765","3.777777778","2.615384615","0.944444444","0.653846154","0.394444444","0.273076923","0.744444444","0.515384615","25","34.63414634","69.23076923","2.991452991","4.320987654","10.11396011","14.6090535","19.08831909","27.57201646","29.2022792","42.18106996","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00090","","","","26","22","1","1","8","20","12","19","18","2","1","25","6","6","2","1","5","9","5","5.83","1.52","1.2","56.84","0","70.37","1.3","2.64","3.1","3","28","37","0.105263158","0.055555556","0.081081081","1.85","1.423076923","0.95","0.730769231","0.15","0.115384615","1.25","0.961538462","51.35135135","10.71428571","76.92307692","2.849002849","3.703703704","4.273504274","5.555555556","35.61253561","46.2962963","39.88603989","51.85185185","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00091","","","","26","23","1","1","8","19","17","27","52","2.5","2.2","17.8","5","4","2","3","5","7","5","3.76","1.42","0.93","42.87","14.07","67.38","2.31","3.08","5.6","4.7","22.5","79","0.092592593","0.042307692","0.059493671","4.157894737","3.038461538","1.421052632","1.038461538","0.247368421","0.180769231","0.936842105","0.684615385","34.17721519","20.88888889","73.07692308","3.561253561","4.873294347","6.695156695","9.161793372","25.35612536","34.69785575","32.05128205","43.85964912","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00092","","","","26","24","1","1","7","18","18","37","20","1.5","0.8","7","7","7","3","1","5","5","5","","","","","","","","","","2.3","9.3","57","0.040540541","0.04","0.040350877","3.166666667","2.192307692","2.055555556","1.423076923","0.127777778","0.088461538","0.388888889","0.269230769","64.9122807","24.7311828","69.23076923","2.136752137","3.086419753","3.276353276","4.732510288","9.971509972","14.40329218","13.24786325","19.13580247","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00093","","","","26","25","1","1","7","23","20","25","44","4.6","2","18.8","6","5","3","1","5","5","5","6.98","2.6","1.67","90.13","24.96","60.49","2.79","4.54","5","6.6","25.4","69","0.184","0.045454545","0.095652174","3","2.653846154","1.086956522","0.961538462","0.286956522","0.253846154","0.817391304","0.723076923","36.23188406","25.98425197","88.46153846","6.552706553","7.407407407","9.401709402","10.62801932","26.78062678","30.27375201","36.18233618","40.90177134","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00094","","","","26","18","1","1","7","18","10","23","19","3","0.6","1.5","5","5","2","1","7","7","3","3.86","1.55","1.02","56.7","34.73","63.77","2.3","3.69","8.65","3.6","5.1","42","0.130434783","0.031578947","0.085714286","2.333333333","1.615384615","1.277777778","0.884615385","0.2","0.138461538","0.083333333","0.057692308","54.76190476","70.58823529","69.23076923","4.273504274","6.172839506","5.128205128","7.407407407","2.136752137","3.086419753","7.264957265","10.49382716","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00095","","","","26","20","1","1","4","20","19","57","32","5","1.2","6","5","5","2","3","9","7","3","3.05","1.49","0.95","43.53","10.76","63.82","3.02","4.5","8.32","6.2","12.2","89","0.087719298","0.0375","0.069662921","4.45","3.423076923","2.85","2.192307692","0.31","0.238461538","0.3","0.230769231","64.04494382","50.81967213","76.92307692","7.122507123","9.259259259","8.831908832","11.48148148","8.547008547","11.11111111","17.37891738","22.59259259","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00096","","","","26","18","1","1","4","18","16","28","17","3","2","2.2","5","4","2","3","7","7","3","4.23","1.89","1.25","65.06","18.77","52.05","2.78","3.82","19.22","5","7.2","45","0.107142857","0.117647059","0.111111111","2.5","1.730769231","1.555555556","1.076923077","0.277777778","0.192307692","0.122222222","0.084615385","62.22222222","69.44444444","69.23076923","4.273504274","6.172839506","7.122507123","10.28806584","3.133903134","4.526748971","10.25641026","14.81481481","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00097","","","","26","22","1","1","6","22","22","38","50","2.2","1.2","2","5","4","2","1","9","9","1","6.21","2.35","1.68","84.25","50.82","53.44","1.7","2.71","15.69","3.4","5.4","88","0.057894737","0.024","0.038636364","4","3.384615385","1.727272727","1.461538462","0.154545455","0.130769231","0.090909091","0.076923077","43.18181818","62.96296296","84.61538462","3.133903134","3.703703704","4.843304843","5.723905724","2.849002849","3.367003367","7.692307692","9.090909091","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00098","","","","26","26","1","1","7","19","19","63","73","6","4","3","6","5","4","3","5","9","5","4.93","2.09","1.38","96.49","37.09","56.67","3","5.49","13.5","10","13","136","0.095238095","0.054794521","0.073529412","7.157894737","5.230769231","3.315789474","2.423076923","0.526315789","0.384615385","0.157894737","0.115384615","46.32352941","76.92307692","73.07692308","8.547008547","11.69590643","14.24501425","19.49317739","4.273504274","5.847953216","18.51851852","25.3411306","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00099","","","","26","26","1","1","7","18","18","67","78","4.8","2","12.2","5","4","3","5","5","9","5","3.37","1.35","0.92","35.26","21.25","66.92","2.23","3.32","5.94","6.8","19","145","0.071641791","0.025641026","0.046896552","8.055555556","5.576923077","3.722222222","2.576923077","0.377777778","0.261538462","0.677777778","0.469230769","46.20689655","35.78947368","69.23076923","6.837606838","9.87654321","9.686609687","13.99176955","17.37891738","25.10288066","27.06552707","39.09465021","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00100","","","","26","26","1","1","8","22","22","88","38","11.6","2","12.5","6","6","1","3","9","9","3","5.5","2.22","1.35","46.19","37.29","56.69","4.22","6.27","9.31","13.6","26.1","126","0.131818182","0.052631579","0.107936508","5.727272727","4.846153846","4","3.384615385","0.618181818","0.523076923","0.568181818","0.480769231","69.84126984","52.10727969","84.61538462","16.52421652","19.52861953","19.37321937","22.8956229","17.80626781","21.04377104","37.17948718","43.93939394","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00101","","","","26","20","1","1","7","19","16","26","24","2","1.2","13","5","4","1","3","9","9","1","4.32","1.9","1.18","116.77","27.28","56.87","4.39","5.94","9.54","3.2","16.2","50","0.076923077","0.05","0.064","2.631578947","1.923076923","1.368421053","1","0.168421053","0.123076923","0.684210526","0.5","52","19.75308642","73.07692308","2.849002849","3.898635478","4.558404558","6.237816764","18.51851852","25.3411306","23.07692308","31.57894737","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00102","","","","26","23","1","1","8","14","13","33","14","3.2","3.5","8","6","5","2","1","5","5","5","5.4","1.83","1.19","88.24","35.42","60.85","2.9","4.81","9.87","6.7","14.7","47","0.096969697","0.25","0.142553191","3.357142857","1.807692308","2.357142857","1.269230769","0.478571429","0.257692308","0.571428571","0.307692308","70.21276596","45.57823129","53.84615385","4.558404558","8.465608466","9.544159544","17.72486772","11.3960114","21.16402116","20.94017094","38.88888889","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00103","","","","26","17","1","1","6","8","8","17","17","1.2","0.8","3.5","4","4","2","7","7","9","1","3.43","1.6","1.03","64.21","20.33","64.67","5.59","8.44","2.08","2","5.5","34","0.070588235","0.047058824","0.058823529","4.25","1.307692308","2.125","0.653846154","0.25","0.076923077","0.4375","0.134615385","50","36.36363636","30.76923077","1.709401709","5.555555556","2.849002849","9.259259259","4.985754986","16.2037037","7.834757835","25.46296296","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00104","","","","26","20","1","1","7","19","19","43","46","3.5","2.8","10","5","5","2","3","9","7","1","4.44","2.12","1.27","92.53","35.88","51.92","6.72","9.56","4.17","6.3","16.3","89","0.081395349","0.060869565","0.070786517","4.684210526","3.423076923","2.263157895","1.653846154","0.331578947","0.242307692","0.526315789","0.384615385","48.31460674","38.65030675","73.07692308","4.985754986","6.822612086","8.974358974","12.28070175","14.24501425","19.49317739","23.21937322","31.77387914","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00105","","","","26","22","1","1","7","20","20","56","55","6","3","12","6","5","2","3","5","7","5","5.12","1.72","1.21","27.23","13.6","62.75","1.54","2.83","10.92","9","21","111","0.107142857","0.054545455","0.081081081","5.55","4.269230769","2.8","2.153846154","0.45","0.346153846","0.6","0.461538462","50.45045045","42.85714286","76.92307692","8.547008547","11.11111111","12.82051282","16.66666667","17.09401709","22.22222222","29.91452991","38.88888889","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00106","","","","26","21","1","1","7","14","13","20","25","3","2","8.5","6","5","2","7","7","9","3","5.83","1.83","1.18","68.59","22.67","65.34","2.45","3.62","4.51","5","13.5","45","0.15","0.08","0.111111111","3.214285714","1.730769231","1.428571429","0.769230769","0.357142857","0.192307692","0.607142857","0.326923077","44.44444444","37.03703704","53.84615385","4.273504274","7.936507937","7.122507123","13.22751323","12.10826211","22.48677249","19.23076923","35.71428571","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00107","","","","26","20","1","1","7","16","16","64","38","6","1.5","7.5","6","6","1","1","9","7","1","4.48","1.79","1.11","92.47","23.02","60.17","4.6","7","6.87","7.5","15","102","0.09375","0.039473684","0.073529412","6.375","3.923076923","4","2.461538462","0.46875","0.288461538","0.46875","0.288461538","62.74509804","50","61.53846154","8.547008547","13.88888889","10.68376068","17.36111111","10.68376068","17.36111111","21.36752137","34.72222222","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00108","","","","26","22","1","1","6","22","22","85","112","13.5","5","20.5","6","6","3","3","5","5","5","3.4","1.32","0.82","47.44","19.41","65.47","3.48","4.6","5.84","18.5","39","197","0.158823529","0.044642857","0.093908629","8.954545455","7.576923077","3.863636364","3.269230769","0.840909091","0.711538462","0.931818182","0.788461538","43.14720812","47.43589744","84.61538462","19.23076923","22.72727273","26.35327635","31.14478114","29.2022792","34.51178451","55.55555556","65.65656566","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00109","","","","26","25","1","1","7","23","23","57","34","6.2","1.5","26","6","5","1","9","3","7","7","5.57","1.94","1.22","55.57","15.14","64.66","2.63","4.57","6.36","7.7","33.7","91","0.10877193","0.044117647","0.084615385","3.956521739","3.5","2.47826087","2.192307692","0.334782609","0.296153846","1.130434783","1","62.63736264","22.84866469","88.46153846","8.831908832","9.98389694","10.96866097","12.39935588","37.03703704","41.86795491","48.00569801","54.26731079","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00110","","","","26","24","1","1","9","19","18","28","28","4.5","1.5","14","5","6","2","1","5","5","3","4.08","1.57","1.07","51.43","11","62.06","3.85","5.92","6.93","6","20","56","0.160714286","0.053571429","0.107142857","2.947368421","2.153846154","1.473684211","1.076923077","0.315789474","0.230769231","0.736842105","0.538461538","50","30","73.07692308","6.41025641","8.771929825","8.547008547","11.69590643","19.94301994","27.29044834","28.49002849","38.98635478","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00111","","","","26","22","1","1","8","18","16","39","42","4","2","11.5","5","5","1","3","5","5","9","4.44","1.47","0.89","45.09","10.16","70.27","1.71","2.6","5.52","6","17.5","81","0.102564103","0.047619048","0.074074074","4.5","3.115384615","2.166666667","1.5","0.333333333","0.230769231","0.638888889","0.442307692","48.14814815","34.28571429","69.23076923","5.698005698","8.230452675","8.547008547","12.34567901","16.38176638","23.66255144","24.92877493","36.00823045","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00112","","","","26","26","1","1","9","16","16","36","42","5.2","3","22","6","5","2","3","3","5","7","6.5","1.67","1.17","36.68","0","70.54","1.07","2.72","0.87","8.2","30.2","78","0.144444444","0.071428571","0.105128205","4.875","3","2.25","1.384615385","0.5125","0.315384615","1.375","0.846153846","46.15384615","27.15231788","61.53846154","7.407407407","12.03703704","11.68091168","18.98148148","31.33903134","50.92592593","43.01994302","69.90740741","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00113","","","","26","22","1","1","8","19","19","66","53","9.5","5.2","19","6","5","4","1","9","7","3","4.45","1.76","1.24","39.71","19.79","60.51","3.56","5.32","7.04","14.7","33.7","119","0.143939394","0.098113208","0.123529412","6.263157895","4.576923077","3.473684211","2.538461538","0.773684211","0.565384615","1","0.730769231","55.46218487","43.62017804","73.07692308","13.53276353","18.51851852","20.94017094","28.65497076","27.06552707","37.03703704","48.00569801","65.6920078","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00114","","","","26","26","1","1","8","16","16","58","46","8","1.6","8","6","6","2","3","5","5","5","4.6","1.99","1.39","83.69","45.58","58.92","2.39","3.98","11.47","9.6","17.6","104","0.137931034","0.034782609","0.092307692","6.5","4","3.625","2.230769231","0.6","0.369230769","0.5","0.307692308","55.76923077","54.54545455","61.53846154","11.3960114","18.51851852","13.67521368","22.22222222","11.3960114","18.51851852","25.07122507","40.74074074","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00115","","","","26","26","1","1","8","19","19","38","42","7","3","18","6","6","4","3","3","5","7","4.68","1.53","1.05","26.26","0","70.67","1.3","2.58","3.09","10","28","80","0.184210526","0.071428571","0.125","4.210526316","3.076923077","2","1.461538462","0.526315789","0.384615385","0.947368421","0.692307692","47.5","35.71428571","73.07692308","9.971509972","13.64522417","14.24501425","19.49317739","25.64102564","35.0877193","39.88603989","54.58089669","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00116","","","","26","25","1","1","7","17","14","36","95","5","2.5","22","7","4","4","3","5","9","5","6.11","1.92","1.38","73.89","0","68.56","1.11","2.82","4.58","7.5","29.5","131","0.138888889","0.026315789","0.057251908","7.705882353","5.038461538","2.117647059","1.384615385","0.441176471","0.288461538","1.294117647","0.846153846","27.48091603","25.42372881","65.38461538","7.122507123","10.89324619","10.68376068","16.33986928","31.33903134","47.93028322","42.02279202","64.27015251","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00117","","","","26","25","1","1","8","14","4","2","20","0.6","1","11","5","4","1","3","7","7","3","","","","","","","","","","1.6","12.6","22","0.3","0.05","0.072727273","1.571428571","0.846153846","0.142857143","0.076923077","0.114285714","0.061538462","0.785714286","0.423076923","9.090909091","12.6984127","53.84615385","0.854700855","1.587301587","2.279202279","4.232804233","15.66951567","29.1005291","17.94871795","33.33333333","","1"
"","","MZP2012CKE-ST02","","","","","","","","","MZP2012CKE-ST02-00118","","","","26","20","1","1","7","14","14","32","35","7","3.5","24","6","6","2","1","7","7","3","5.54","1.93","1.25","67.88","22.83","63.17","1.94","3.42","8.96","10.5","34.5","67","0.21875","0.1","0.156716418","4.785714286","2.576923077","2.285714286","1.230769231","0.75","0.403846154","1.714285714","0.923076923","47.76119403","30.43478261","53.84615385","9.971509972","18.51851852","14.95726496","27.77777778","34.18803419","63.49206349","49.14529915","91.26984127","","1"
