"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2010GUR-AT13","","","","","","","","","MZP2010GUR-AT13-00001","","","","39","28","1","1","5","19","19","33","46","9.5","2.5","10","6","4","4","3","5","3","3","4","14.37","12","22","79","0.287878788","0.054347826","0.151898734","4.157894737","2.025641026","1.736842105","0.846153846","0.631578947","0.307692308","0.526315789","0.256410256","41.7721519","54.54545455","48.71794872","9.021842355","18.51851852","11.3960114","23.39181287","9.496676163","19.49317739","20.89268756","42.88499025"
"","","MZP2010GUR-AT13","","","","","","","","","MZP2010GUR-AT13-00002","","","","39","35","1","1","4","35","35","32","20","4.7","10.1","35","4","2","3","2","5","2","3","2","7.76","14.8","49.8","52","0.146875","0.505","0.284615385","1.485714286","1.333333333","0.914285714","0.820512821","0.422857143","0.379487179","1","0.897435897","61.53846154","29.7188755","89.74358974","4.463437797","4.973544974","14.05508072","15.66137566","33.23836657","37.03703704","47.29344729","52.6984127"
"","","MZP2010GUR-AT13","","","","","","","","","MZP2010GUR-AT13-00003","","","","39","35","1","2","4","35","35","56","80","10.5","4.6","39.3","4","3","4","2","4","3","4","5","7.23","15.1","54.4","136","0.1875","0.0575","0.111029412","3.885714286","3.487179487","1.6","1.435897436","0.431428571","0.387179487","1.122857143","1.007692308","41.17647059","27.75735294","89.74358974","9.971509972","11.11111111","14.33998101","15.97883598","37.32193732","41.58730159","51.66191833","57.56613757"
"","","MZP2010GUR-AT13","","","","","","","","","MZP2010GUR-AT13-00004","","","","39","31","1","1","4","31","31","73","86","13","3.9","20.2","4","4","4","3","5","3","4","4","7.23","16.9","37.1","159","0.178082192","0.045348837","0.106289308","5.129032258","4.076923077","2.35483871","1.871794872","0.54516129","0.433333333","0.651612903","0.517948718","45.91194969","45.55256065","79.48717949","12.34567901","15.53166069","16.04938272","20.1911589","19.18328585","24.13381123","35.23266857","44.32497013"
"","","MZP2010GUR-AT13","","","","","","","","","MZP2010GUR-AT13-00005","","","","39","23","1","1","4","23","23","26","59","2.9","3","24.3","4","3","3","4","3","3","4","5","10.5","5.9","30.2","85","0.111538462","0.050847458","0.069411765","3.695652174","2.179487179","1.130434783","0.666666667","0.256521739","0.151282051","1.056521739","0.623076923","30.58823529","19.53642384","58.97435897","2.754036087","4.669887279","5.603038936","9.500805153","23.07692308","39.13043478","28.67996201","48.63123994"
"","","MZP2010GUR-AT13","","","","","","","","","MZP2010GUR-AT13-00006","","","","39","33","1","2","4","33","33","15","67","2","3","19.4","4","2","2","4","4","3","4","5","12.39","5","24.4","82","0.133333333","0.044776119","0.06097561","2.484848485","2.102564103","0.454545455","0.384615385","0.151515152","0.128205128","0.587878788","0.497435897","18.29268293","20.49180328","84.61538462","1.899335233","2.244668911","4.748338082","5.611672278","18.42355176","21.77328844","23.17188984","27.38496072"
"","","MZP2010GUR-AT13","","","","","","","","","MZP2010GUR-AT13-00007","","","","39","25","1","2","3","25","25","16","36","2.3","2.8","11.2","4","3","3","4","5","3","4","5","7.76","5.1","16.3","52","0.14375","0.077777778","0.098076923","2.08","1.333333333","0.64","0.41025641","0.204","0.130769231","0.448","0.287179487","30.76923077","31.28834356","64.1025641","2.184235518","3.407407407","4.843304843","7.555555556","10.6362773","16.59259259","15.47958215","24.14814815"
"","","MZP2010GUR-AT13","","","","","","","","","MZP2010GUR-AT13-00008","","","","39","33","1","1","5","33","33","23","50","3.6","3.9","31","5","3","3","3","5","4","2","2","14.37","7.5","38.5","73","0.156521739","0.078","0.102739726","2.212121212","1.871794872","0.696969697","0.58974359","0.227272727","0.192307692","0.939393939","0.794871795","31.50684932","19.48051948","84.61538462","3.418803419","4.04040404","7.122507123","8.417508418","29.43969611","34.79236813","36.56220323","43.20987654"
"","","MZP2010GUR-AT13","","","","","","","","","MZP2010GUR-AT13-00009","","","","39","32","2","3","5","32","32","29","45","9","4","36","6","4","4","3","3","3","4","5","7.76","13","49","74","0.310344828","0.088888889","0.175675676","2.3125","1.897435897","0.90625","0.743589744","0.40625","0.333333333","1.125","0.923076923","39.18918919","26.53061224","82.05128205","8.547008547","10.41666667","12.34567901","15.0462963","34.18803419","41.66666667","46.5337132","56.71296296"
"","","MZP2010GUR-AT13","","","","","","","","","MZP2010GUR-AT13-00010","","","","39","11","1","1","4","11","11","2","11","2","1","9.5","6","3","3","4","2","3","4","5","11.03","3","12.5","13","1","0.090909091","0.230769231","1.181818182","0.333333333","0.181818182","0.051282051","0.272727273","0.076923077","0.863636364","0.243589744","15.38461538","24","28.20512821","1.899335233","6.734006734","2.849002849","10.1010101","9.021842355","31.98653199","11.8708452","42.08754209"
