"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207"," Content of total sugars estimating 1-9|CO_331:0000766"," Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2010UMB-AT08","","","","","","","","","MZP2010UMB-AT08-00041","","","","26","24","1","3","4","22","22","40","36","10.1","2.3","2","5","1","3","3","3","6.12","12.4","14.4","76","0.2525","0.063888889","0.163157895","3.454545455","2.923076923","1.818181818","1.538461538","0.563636364","0.476923077","0.090909091","0.076923077","52.63157895","86.11111111","84.61538462","14.38746439","17.003367","17.66381766","20.87542088","2.849002849","3.367003367","20.51282051","24.24242424"
"","","MZP2010UMB-AT08","","","","","","","","","MZP2010UMB-AT08-00042","","","","26","26","3","6","7","23","23","11","91","2.3","4","2.7","1","5","3","3","1","0","6.3","9","102","0.209090909","0.043956044","0.061764706","4.434782609","3.923076923","0.47826087","0.423076923","0.273913043","0.242307692","0.117391304","0.103846154","10.78431373","70","88.46153846","3.276353276","3.703703704","8.974358974","10.14492754","3.846153846","4.347826087","12.82051282","14.49275362"
"","","MZP2010UMB-AT08","","","","","","","","","MZP2010UMB-AT08-00043","","","","26","25","2","7","6","21","21","18","40","10.1","2.3","2","2","1","3","3","1","0","12.4","14.4","58","0.561111111","0.0575","0.213793103","2.761904762","2.230769231","0.857142857","0.692307692","0.59047619","0.476923077","0.095238095","0.076923077","31.03448276","86.11111111","80.76923077","14.38746439","17.81305115","17.66381766","21.86948854","2.849002849","3.527336861","20.51282051","25.3968254"
"","","MZP2010UMB-AT08","","","","","","","","","MZP2010UMB-AT08-00044","","","","26","23","1","2","5","22","22","30","31","6.5","2","3","5","1","3","5","1","0","8.5","11.5","61","0.216666667","0.064516129","0.139344262","2.772727273","2.346153846","1.363636364","1.153846154","0.386363636","0.326923077","0.136363636","0.115384615","49.18032787","73.91304348","84.61538462","9.259259259","10.94276094","12.10826211","14.30976431","4.273504274","5.050505051","16.38176638","19.36026936"
"","","MZP2010UMB-AT08","","","","","","","","","MZP2010UMB-AT08-00045","","","","26","26","1","1","4","20","20","22","30","11.2","2","2.3","7","1","1","5","3","12.39","13.2","15.5","52","0.509090909","0.066666667","0.253846154","2.6","2","1.1","0.846153846","0.66","0.507692308","0.115","0.088461538","42.30769231","85.16129032","76.92307692","15.95441595","20.74074074","18.8034188","24.44444444","3.276353276","4.259259259","22.07977208","28.7037037"
"","","MZP2010UMB-AT08","","","","","","","","","MZP2010UMB-AT08-00046","","","","26","26","1","2","5","20","20","42","57","10.3","4.2","5.5","7","1","3","5","1","0.02","14.5","20","99","0.245238095","0.073684211","0.146464646","4.95","3.807692308","2.1","1.615384615","0.725","0.557692308","0.275","0.211538462","42.42424242","72.5","76.92307692","14.67236467","19.07407407","20.65527066","26.85185185","7.834757835","10.18518519","28.49002849","37.03703704"
"","","MZP2010UMB-AT08","","","","","","","","","MZP2010UMB-AT08-00047","","","","26","25","1","2","4","24","24","50","59","10.1","3","4.2","6","3","3","5","1","0.02","13.1","17.3","109","0.202","0.050847458","0.120183486","4.541666667","4.192307692","2.083333333","1.923076923","0.545833333","0.503846154","0.175","0.161538462","45.87155963","75.72254335","92.30769231","14.38746439","15.58641975","18.66096866","20.21604938","5.982905983","6.481481481","24.64387464","26.69753086"
"","","MZP2010UMB-AT08","","","","","","","","","MZP2010UMB-AT08-00048","","","","26","24","1","2","5","21","21","11","40","3.5","4","3","6","5","3","5","1","0.02","7.5","10.5","51","0.318181818","0.1","0.147058824","2.428571429","1.961538462","0.523809524","0.423076923","0.357142857","0.288461538","0.142857143","0.115384615","21.56862745","71.42857143","80.76923077","4.985754986","6.172839506","10.68376068","13.22751323","4.273504274","5.291005291","14.95726496","18.51851852"
"","","MZP2010UMB-AT08","","","","","","","","","MZP2010UMB-AT08-00049","","","","26","24","1","1","4","18","18","23","19","10.1","1.5","3.1","5","1","3","5","1","0.02","11.6","14.7","42","0.439130435","0.078947368","0.276190476","2.333333333","1.615384615","1.277777778","0.884615385","0.644444444","0.446153846","0.172222222","0.119230769","54.76190476","78.91156463","69.23076923","14.38746439","20.781893","16.52421652","23.86831276","4.415954416","6.378600823","20.94017094","30.24691358"
"","","MZP2010UMB-AT08","","","","","","","","","MZP2010UMB-AT08-00050","","","","26","25","2","4","7","17","17","23","67","8.5","3.6","3","2","1","3","5","1","0","12.1","15.1","90","0.369565217","0.053731343","0.134444444","5.294117647","3.461538462","1.352941176","0.884615385","0.711764706","0.465384615","0.176470588","0.115384615","25.55555556","80.13245033","65.38461538","12.10826211","18.51851852","17.23646724","26.36165577","4.273504274","6.535947712","21.50997151","32.89760349"
"","","MZP2010UMB-AT08","","","","","","","","","MZP2010UMB-AT08-00051","","","","26","20","1","1","4","17","17","9","17","3","2","1.5","4","3","3","5","5","12.39","5","6.5","26","0.333333333","0.117647059","0.192307692","1.529411765","1","0.529411765","0.346153846","0.294117647","0.192307692","0.088235294","0.057692308","34.61538462","76.92307692","65.38461538","4.273504274","6.535947712","7.122507123","10.89324619","2.136752137","3.267973856","9.259259259","14.16122004"
"","","MZP2010UMB-AT08","","","","","","","","","MZP2010UMB-AT08-00052","","","","26","23","1","1","5","23","23","43","40","8","1.4","4","6","5","1","5","3","0.02","9.4","13.4","83","0.186046512","0.035","0.113253012","3.608695652","3.192307692","1.869565217","1.653846154","0.408695652","0.361538462","0.173913043","0.153846154","51.80722892","70.14925373","88.46153846","11.3960114","12.88244767","13.39031339","15.13687601","5.698005698","6.441223833","19.08831909","21.57809984"
"","","MZP2010UMB-AT08","","","","","","","","","MZP2010UMB-AT08-00053","","","","26","21","1","1","4","15","15","30","20","14.3","2.3","5","4","1","3","5","3","4.61","16.6","21.6","50","0.476666667","0.115","0.332","3.333333333","1.923076923","2","1.153846154","1.106666667","0.638461538","0.333333333","0.192307692","60","76.85185185","57.69230769","20.37037037","35.30864198","23.64672365","40.98765432","7.122507123","12.34567901","30.76923077","53.33333333"
"","","MZP2010UMB-AT08","","","","","","","","","MZP2010UMB-AT08-00054","","","","26","20","1","2","4","18","15","7","12","1.3","1.3","2","2","5","3","5","3","7.23","2.6","4.6","19","0.185714286","0.108333333","0.136842105","1.055555556","0.730769231","0.388888889","0.269230769","0.144444444","0.1","0.111111111","0.076923077","36.84210526","56.52173913","69.23076923","1.851851852","2.674897119","3.703703704","5.349794239","2.849002849","4.115226337","6.552706553","9.465020576"
"","","MZP2010UMB-AT08","","","","","","","","","MZP2010UMB-AT08-00055","","","","26","24","1","1","4","19","19","17","31","3.5","2.4","2.5","7","3","3","7","3","0","5.9","8.4","48","0.205882353","0.077419355","0.122916667","2.526315789","1.846153846","0.894736842","0.653846154","0.310526316","0.226923077","0.131578947","0.096153846","35.41666667","70.23809524","73.07692308","4.985754986","6.822612086","8.404558405","11.50097466","3.561253561","4.873294347","11.96581197","16.37426901"
"","","MZP2010UMB-AT08","","","","","","","","","MZP2010UMB-AT08-00056","","","","26","22","1","1","3","15","15","7","13","1.8","1","1.4","7","5","7","5","5","11.03","2.8","4.2","20","0.257142857","0.076923077","0.14","1.333333333","0.769230769","0.466666667","0.269230769","0.186666667","0.107692308","0.093333333","0.053846154","35","66.66666667","57.69230769","2.564102564","4.444444444","3.988603989","6.913580247","1.994301994","3.456790123","5.982905983","10.37037037"
"","","MZP2010UMB-AT08","","","","","","","","","MZP2010UMB-AT08-00057","","","","26","21","1","1","5","20","20","20","15","4.3","1","6.8","3","3","3","5","3","0","5.3","12.1","35","0.215","0.066666667","0.151428571","1.75","1.346153846","1","0.769230769","0.265","0.203846154","0.34","0.261538462","57.14285714","43.80165289","76.92307692","6.125356125","7.962962963","7.54985755","9.814814815","9.686609687","12.59259259","17.23646724","22.40740741"
"","","MZP2010UMB-AT08","","","","","","","","","MZP2010UMB-AT08-00058","","","","26","23","2","3","4","15","13","6","9","1","1.1","7","1","5","3","5","3","0","2.1","9.1","15","0.166666667","0.122222222","0.14","1","0.576923077","0.4","0.230769231","0.14","0.080769231","0.466666667","0.269230769","40","23.07692308","57.69230769","1.424501425","2.469135802","2.991452991","5.185185185","9.971509972","17.28395062","12.96296296","22.4691358"
"","","MZP2010UMB-AT08","","","","","","","","","MZP2010UMB-AT08-00059","","","","26","20","1","1","4","5","5","7","11","1.5","1.2","1","7","3","1","3","3","0","2.7","3.7","18","0.214285714","0.109090909","0.15","3.6","0.692307692","1.4","0.269230769","0.54","0.103846154","0.2","0.038461538","38.88888889","72.97297297","19.23076923","2.136752137","11.11111111","3.846153846","20","1.424501425","7.407407407","5.270655271","27.40740741"
"","","MZP2010UMB-AT08","","","","","","","","","MZP2010UMB-AT08-00060","","","","26","18","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2010UMB-AT08","","","","","","","","","MZP2010UMB-AT08-00061","","","","26","26","1","4","5","26","25","12","44","2","2.5","4","2","5","3","5","3","6.12","4.5","8.5","56","0.166666667","0.056818182","0.080357143","2.153846154","2.153846154","0.461538462","0.461538462","0.173076923","0.173076923","0.153846154","0.153846154","21.42857143","52.94117647","100","2.849002849","2.849002849","6.41025641","6.41025641","5.698005698","5.698005698","12.10826211","12.10826211"
"","","MZP2010UMB-AT08","","","","","","","","","MZP2010UMB-AT08-00062","","","","26","20","1","1","4","20","20","23","35","3","2","2","6","1","1","5","1","0.15","5","7","58","0.130434783","0.057142857","0.086206897","2.9","2.230769231","1.15","0.884615385","0.25","0.192307692","0.1","0.076923077","39.65517241","71.42857143","76.92307692","4.273504274","5.555555556","7.122507123","9.259259259","2.849002849","3.703703704","9.971509972","12.96296296"
"","","MZP2010UMB-AT08","","","","","","","","","MZP2010UMB-AT08-00063","","","","26","21","4","5","4","21","21","35","50","9","7","3.5","3","1","1","5","1","5.49","16","19.5","85","0.257142857","0.14","0.188235294","4.047619048","3.269230769","1.666666667","1.346153846","0.761904762","0.615384615","0.166666667","0.134615385","41.17647059","82.05128205","80.76923077","12.82051282","15.87301587","22.79202279","28.21869489","4.985754986","6.172839506","27.77777778","34.39153439"
"","","MZP2010UMB-AT08","","","","","","","","","MZP2010UMB-AT08-00064","","","","26","18","1","1","4","17","17","14","34","6","2","3","3","3","1","3","1","1.04","8","11","48","0.428571429","0.058823529","0.166666667","2.823529412","1.846153846","0.823529412","0.538461538","0.470588235","0.307692308","0.176470588","0.115384615","29.16666667","72.72727273","65.38461538","8.547008547","13.07189542","11.3960114","17.4291939","4.273504274","6.535947712","15.66951567","23.96514161"
