"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2013GUR-AT15","","","","","","","","","MZP2013GUR-AT15-00001","","","","39","29","1","1","7","29","21","7","34","2","13.5","8","5","5","5","3","3","3","3","3","5.49","15.5","23.5","41","0.285714286","0.397058824","0.37804878","1.413793103","1.051282051","0.24137931","0.179487179","0.534482759","0.397435897","0.275862069","0.205128205","17.07317073","65.95744681","74.35897436","1.899335233","2.554278416","14.71984805","19.79565773","7.597340931","10.21711367","22.31718898","30.01277139"
"","","MZP2013GUR-AT15","","","","","","","","","MZP2013GUR-AT15-00002","","","","39","30","1","1","5","20","20","15","47","4","17.2","9.5","4","3","5","3","1","5","3","3","7.23","21.2","30.7","62","0.266666667","0.365957447","0.341935484","3.1","1.58974359","0.75","0.384615385","1.06","0.543589744","0.475","0.243589744","24.19354839","69.05537459","51.28205128","3.798670465","7.407407407","20.13295347","39.25925926","9.021842355","17.59259259","29.15479582","56.85185185"
"","","MZP2013GUR-AT15","","","","","","","","","MZP2013GUR-AT15-00003","","","","39","25","1","1","5","21","21","8","55","2","18.5","10.5","2","5","5","5","1","7","5","3","12.39","20.5","31","63","0.25","0.336363636","0.325396825","3","1.615384615","0.380952381","0.205128205","0.976190476","0.525641026","0.5","0.269230769","12.6984127","66.12903226","53.84615385","1.899335233","3.527336861","19.46818613","36.15520282","9.971509972","18.51851852","29.43969611","54.67372134"
"","","MZP2013GUR-AT15","","","","","","","","","MZP2013GUR-AT15-00004","","","","39","19","1","1","5","19","19","10","22","2.2","10.1","6.5","2","5","5","5","1","7","5","5","10.5","12.3","18.8","32","0.22","0.459090909","0.384375","1.684210526","0.820512821","0.526315789","0.256410256","0.647368421","0.315384615","0.342105263","0.166666667","31.25","65.42553191","48.71794872","2.089268756","4.288499025","11.68091168","23.97660819","6.172839506","12.6705653","17.85375119","36.64717349"
"","","MZP2013GUR-AT15","","","","","","","","","MZP2013GUR-AT15-00005","","","","39","22","1","1","5","22","22","15","70","4.3","20.2","10.5","5","3","3","5","1","5","3","3","7.23","24.5","35","85","0.286666667","0.288571429","0.288235294","3.863636364","2.179487179","0.681818182","0.384615385","1.113636364","0.628205128","0.477272727","0.269230769","17.64705882","70","56.41025641","4.08357075","7.239057239","23.2668566","41.24579125","9.971509972","17.67676768","33.23836657","58.92255892"
"","","MZP2013GUR-AT15","","","","","","","","","MZP2013GUR-AT15-00006","","","","39","23","1","1","5","23","23","16","90","4.2","23.5","11","7","3","3","5","1","7","5","3","12.39","27.7","38.7","106","0.2625","0.261111111","0.261320755","4.608695652","2.717948718","0.695652174","0.41025641","1.204347826","0.71025641","0.47826087","0.282051282","15.09433962","71.57622739","58.97435897","3.988603989","6.763285024","26.30579297","44.60547504","10.44634378","17.71336554","36.75213675","62.31884058"
"","","MZP2013GUR-AT15","","","","","","","","","MZP2013GUR-AT15-00007","","","","39","33","1","1","5","21","21","12","58","3.6","18","7.5","2","3","3","5","1","7","5","5","7.76","21.6","29.1","70","0.3","0.310344828","0.308571429","3.333333333","1.794871795","0.571428571","0.307692308","1.028571429","0.553846154","0.357142857","0.192307692","17.14285714","74.22680412","53.84615385","3.418803419","6.349206349","20.51282051","38.0952381","7.122507123","13.22751323","27.63532764","51.32275132"
"","","MZP2013GUR-AT15","","","","","","","","","MZP2013GUR-AT15-00008","","","","39","35","1","1","5","14","14","10","22","3","10.5","6.5","2","5","5","5","1","7","5","5","10.5","13.5","20","32","0.3","0.477272727","0.421875","2.285714286","0.820512821","0.714285714","0.256410256","0.964285714","0.346153846","0.464285714","0.166666667","31.25","67.5","35.8974359","2.849002849","7.936507937","12.82051282","35.71428571","6.172839506","17.1957672","18.99335233","52.91005291"
"","","MZP2013GUR-AT15","","","","","","","","","MZP2013GUR-AT15-00009","","","","39","30","1","1","5","30","30","12","88","3.3","20.1","10.5","3","3","3","5","1","7","5","5","11.03","23.4","33.9","100","0.275","0.228409091","0.234","3.333333333","2.564102564","0.4","0.307692308","0.78","0.6","0.35","0.269230769","12","69.02654867","76.92307692","3.133903134","4.074074074","22.22222222","28.88888889","9.971509972","12.96296296","32.19373219","41.85185185"
"","","MZP2013GUR-AT15","","","","","","","","","MZP2013GUR-AT15-00010","","","","39","25","3","1","5","21","21","0","43","0","12.5","8.5","7","5","5","3","1","5","3","3","7.23","12.5","21","43","","0.290697674","0.290697674","2.047619048","1.102564103","0","0","0.595238095","0.320512821","0.404761905","0.217948718","0","59.52380952","53.84615385","0","0","11.8708452","22.04585538","8.072174739","14.99118166","19.94301994","37.03703704"
