"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2010GUR-AT19","","","","","","","","","MZP2010GUR-AT19-00001","","","","39","34","3","4","4","21","21","10","48","3","2","3","4","5","3","5","1","5","3","3","11.03","5","8","58","0.3","0.041666667","0.086206897","2.761904762","1.487179487","0.476190476","0.256410256","0.238095238","0.128205128","0.142857143","0.076923077","17.24137931","62.5","53.84615385","2.849002849","5.291005291","4.748338082","8.818342152","2.849002849","5.291005291","7.597340931","14.10934744"
"","","MZP2010GUR-AT19","","","","","","","","","MZP2010GUR-AT19-00002","","","","39","18","2","2","3","18","0","0","0","0","0","2","","","","","","","","","","0","2","0","","","","0","0","0","0","0","0","0.111111111","0.051282051","","0","46.15384615","0","0","0","0","1.899335233","4.115226337","1.899335233","4.115226337"
"","","MZP2010GUR-AT19","","","","","","","","","MZP2010GUR-AT19-00003","","","","39","36","1","3","6","26","14","2","16","0.5","0.4","6.9","6","1","5","3","5","7","3","3","7.76","0.9","7.8","18","0.25","0.025","0.05","0.692307692","0.461538462","0.076923077","0.051282051","0.034615385","0.023076923","0.265384615","0.176923077","11.11111111","11.53846154","66.66666667","0.474833808","0.712250712","0.854700855","1.282051282","6.552706553","9.829059829","7.407407407","11.11111111"
"","","MZP2010GUR-AT19","","","","","","","","","MZP2010GUR-AT19-00004","","","","39","27","1","3","4","18","18","18","24","4","3.5","2","6","2","1","3","1","3","3","3","11.03","7.5","9.5","42","0.222222222","0.145833333","0.178571429","2.333333333","1.076923077","1","0.461538462","0.416666667","0.192307692","0.111111111","0.051282051","42.85714286","78.94736842","46.15384615","3.798670465","8.230452675","7.122507123","15.43209877","1.899335233","4.115226337","9.021842355","19.5473251"
"","","MZP2010GUR-AT19","","","","","","","","","MZP2010GUR-AT19-00005","","","","39","30","1","2","4","28","28","24","37","10","7.5","3.2","6","5","3","7","1","3","3","3","7.23","17.5","20.7","61","0.416666667","0.202702703","0.286885246","2.178571429","1.564102564","0.857142857","0.615384615","0.625","0.448717949","0.114285714","0.082051282","39.3442623","84.5410628","71.79487179","9.496676163","13.22751323","16.61918329","23.14814815","3.038936372","4.232804233","19.65811966","27.38095238"
"","","MZP2010GUR-AT19","","","","","","","","","MZP2010GUR-AT19-00006","","","","39","31","1","1","4","27","27","20","70","5.5","6","1.3","5","9","3","7","1","5","3","3","3.03","11.5","12.8","90","0.275","0.085714286","0.127777778","3.333333333","2.307692308","0.740740741","0.512820513","0.425925926","0.294871795","0.048148148","0.033333333","22.22222222","89.84375","69.23076923","5.22317189","7.544581619","10.92117759","15.77503429","1.234567901","1.783264746","12.15574549","17.55829904"
"","","MZP2010GUR-AT19","","","","","","","","","MZP2010GUR-AT19-00007","","","","39","28","1","2","5","23","9","0","10","0","0.6","3","2","8","5","7","5","5","1","1","3.03","0.6","3.6","10","","0.06","0.06","0.434782609","0.256410256","0","0","0.026086957","0.015384615","0.130434783","0.076923077","0","16.66666667","58.97435897","0","0","0.56980057","0.966183575","2.849002849","4.830917874","3.418803419","5.797101449"
"","","MZP2010GUR-AT19","","","","","","","","","MZP2010GUR-AT19-00008","","","","39","27","2","3","4","22","22","4","28","0.3","1.2","1.4","6","7","5","6","1","5","3","5","14.37","1.5","2.9","32","0.075","0.042857143","0.046875","1.454545455","0.820512821","0.181818182","0.102564103","0.068181818","0.038461538","0.063636364","0.035897436","12.5","51.72413793","56.41025641","0.284900285","0.505050505","1.424501425","2.525252525","1.329534663","2.356902357","2.754036087","4.882154882"
"","","MZP2010GUR-AT19","","","","","","","","","MZP2010GUR-AT19-00009","","","","39","25","1","2","4","19","11","3","12","0.3","0.8","2","6","3","3","5","1","5","7","5","12.39","1.1","3.1","15","0.1","0.066666667","0.073333333","0.789473684","0.384615385","0.157894737","0.076923077","0.057894737","0.028205128","0.105263158","0.051282051","20","35.48387097","48.71794872","0.284900285","0.584795322","1.044634378","2.144249513","1.899335233","3.898635478","2.943969611","6.04288499"
"","","MZP2010GUR-AT19","","","","","","","","","MZP2010GUR-AT19-00010","","","","39","37","1","2","4","25","24","8","40","4","4.5","2.2","5","5","7","7","1","7","6","5","7.76","8.5","10.7","48","0.5","0.1125","0.177083333","1.92","1.230769231","0.32","0.205128205","0.34","0.217948718","0.088","0.056410256","16.66666667","79.43925234","64.1025641","3.798670465","5.925925926","8.072174739","12.59259259","2.089268756","3.259259259","10.16144349","15.85185185"
"","","MZP2010GUR-AT19","","","","","","","","","MZP2010GUR-AT19-00011","","","","39","33","3","3","4","22","22","3","34","0.4","1.8","2.5","6","5","5","8","1","3","5","5","14.37","2.2","4.7","37","0.133333333","0.052941176","0.059459459","1.681818182","0.948717949","0.136363636","0.076923077","0.1","0.056410256","0.113636364","0.064102564","8.108108108","46.80851064","56.41025641","0.379867047","0.673400673","2.089268756","3.703703704","2.374169041","4.208754209","4.463437797","7.912457912"
"","","MZP2010GUR-AT19","","","","","","","","","MZP2010GUR-AT19-00012","","","","39","39","1","3","4","28","28","29","117","5","5.5","3.1","6","5","3","9","7","3","1","1","7.23","10.5","13.6","146","0.172413793","0.047008547","0.071917808","5.214285714","3.743589744","1.035714286","0.743589744","0.375","0.269230769","0.110714286","0.079487179","19.8630137","77.20588235","71.79487179","4.748338082","6.613756614","9.971509972","13.88888889","2.943969611","4.100529101","12.91547958","17.98941799"
