"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2015GUR-MT11","","","","","","","","","MZP2015GUR-MT11-00001","","","","39","35","1","5","5","31","31","0","11","0","3","8.5","2","5","5","7","7.23","3","11.5","11","","0.272727273","0.272727273","0.35483871","0.282051282","0","0","0.096774194","0.076923077","0.274193548","0.217948718","0","26.08695652","79.48717949","0","0","2.849002849","3.584229391","8.072174739","10.15531661","10.92117759","13.739546"
"","","MZP2015GUR-MT11","","","","","","","","","MZP2015GUR-MT11-00002","","","","39","21","1","1","5","21","21","0","4","0","3","21.5","5","7","7","9","6.12","3","24.5","4","","0.75","0.75","0.19047619","0.102564103","0","0","0.142857143","0.076923077","1.023809524","0.551282051","0","12.24489796","53.84615385","0","0","2.849002849","5.291005291","20.41785375","37.91887125","23.2668566","43.20987654"
"","","MZP2015GUR-MT11","","","","","","","","","MZP2015GUR-MT11-00003","","","","39","17","1","1","5","17","17","0","69","0","16","11","6","5","5","5","7.76","16","27","69","","0.231884058","0.231884058","4.058823529","1.769230769","0","0","0.941176471","0.41025641","0.647058824","0.282051282","0","59.25925926","43.58974359","0","0","15.19468186","34.8583878","10.44634378","23.96514161","25.64102564","58.82352941"
"","","MZP2015GUR-MT11","","","","","","","","","MZP2015GUR-MT11-00004","","","","39","18","1","1","5","18","18","0","62","0","9","25","2","5","5","5","7.23","9","34","62","","0.14516129","0.14516129","3.444444444","1.58974359","0","0","0.5","0.230769231","1.388888889","0.641025641","0","26.47058824","46.15384615","0","0","8.547008547","18.51851852","23.74169041","51.44032922","32.28869896","69.95884774"
"","","MZP2015GUR-MT11","","","","","","","","","MZP2015GUR-MT11-00005","","","","39","22","3","1","5","22","22","0","34","0","5.6","13","5","5","5","5","7.23","5.6","18.6","34","","0.164705882","0.164705882","1.545454545","0.871794872","0","0","0.254545455","0.143589744","0.590909091","0.333333333","0","30.10752688","56.41025641","0","0","5.318138651","9.427609428","12.34567901","21.88552189","17.66381766","31.31313131"
"","","MZP2015GUR-MT11","","","","","","","","","MZP2015GUR-MT11-00006","","","","39","32","1","3","5","30","30","0","93","0","14.5","22","2","5","5","5","7.23","14.5","36.5","93","","0.155913978","0.155913978","3.1","2.384615385","0","0","0.483333333","0.371794872","0.733333333","0.564102564","0","39.7260274","76.92307692","0","0","13.77018044","17.90123457","20.89268756","27.16049383","34.662868","45.0617284"
"","","MZP2015GUR-MT11","","","","","","","","","MZP2015GUR-MT11-00007","","","","39","28","3","5","7","28","28","0","110","0","33.5","9","2","3","3","3","10.5","33.5","42.5","110","","0.304545455","0.304545455","3.928571429","2.820512821","0","0","1.196428571","0.858974359","0.321428571","0.230769231","0","78.82352941","71.79487179","0","0","31.81386515","44.31216931","8.547008547","11.9047619","40.36087369","56.21693122"
"","","MZP2015GUR-MT11","","","","","","","","","MZP2015GUR-MT11-00008","","","","39","32","3","5","5","20","20","0","50","0","18","4","5","3","3","3","10.5","18","22","50","","0.36","0.36","2.5","1.282051282","0","0","0.9","0.461538462","0.2","0.102564103","0","81.81818182","51.28205128","0","0","17.09401709","33.33333333","3.798670465","7.407407407","20.89268756","40.74074074"
"","","MZP2015GUR-MT11","","","","","","","","","MZP2015GUR-MT11-00009","","","","39","30","1","5","5","22","22","0","35","0","15","14","2","3","3","5","10.5","15","29","35","","0.428571429","0.428571429","1.590909091","0.897435897","0","0","0.681818182","0.384615385","0.636363636","0.358974359","0","51.72413793","56.41025641","0","0","14.24501425","25.25252525","13.29534663","23.56902357","27.54036087","48.82154882"
"","","MZP2015GUR-MT11","","","","","","","","","MZP2015GUR-MT11-00010","","","","39","25","1","5","7","25","25","0","56","0","14","6.5","2","5","5","9","10.5","14","20.5","56","","0.25","0.25","2.24","1.435897436","0","0","0.56","0.358974359","0.26","0.166666667","0","68.29268293","64.1025641","0","0","13.29534663","20.74074074","6.172839506","9.62962963","19.46818613","30.37037037"
