"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root size estimating 1-9|CO_331:0000184","Storage root dry matter content computing percent|CO_331:0000297","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2017UMB-ST01","","","","","","","","","MZP2017UMB-ST01-00024","","","","90","55","27","120","48","31","2.6","61.3","1","1","34.69","1.24","66.63","0.76","","33.6","94.9","168","0.258333333","0.054166667","0.2","3.054545455","1.866666667","2.181818182","1.333333333","0.610909091","0.373333333","1.114545455","0.681111111","71.42857143","35.4056902","61.11111111","11.65584","12.75720165","20.87542088","13.82716049","22.62626263","25.22633745","41.27946128","4.796641975","7.849050505","39.05349794","63.90572391"
"","","MZP2017UMB-ST01","","","","","","","","","MZP2017UMB-ST01-00034","","","","90","52","42","50","48","3.7","20.8","57.7","3","3","34.79","1.3","56.79","0.69","","24.5","82.2","98","0.074","0.433333333","0.25","1.884615385","1.088888889","0.961538462","0.555555556","0.471153846","0.272222222","1.109615385","0.641111111","51.02040816","29.8053528","57.77777778","8.52355","1.522633745","2.635327635","10.08230453","17.45014245","23.74485597","41.0968661","3.507633745","6.070904558","33.82716049","58.54700855"
"","","MZP2017UMB-ST01","","","","","","","","","MZP2017UMB-ST01-00020","","","","90","33","0","0","0","0","0","25.1","","","","","","","","0","25.1","0","","","","0","0","0","0","0","0","0.760606061","0.278888889","","0","36.66666667","","0","0","0","0","10.32921811","28.17059484","","","10.32921811","28.17059484"
"","","MZP2017UMB-ST01","","","","","","","","","MZP2017UMB-ST01-00051","","","","90","68","9","10","13","11","0.6","69.5","1","5","26.81","1.13","66.52","0.84","2.19","11.6","81.1","23","1.1","0.046153846","0.504347826","0.338235294","0.255555556","0.147058824","0.111111111","0.170588235","0.128888889","1.022058824","0.772222222","43.47826087","14.30332922","75.55555556","3.10996","4.526748971","5.991285403","4.773662551","6.318082789","28.60082305","37.8540305","1.27981893","1.693877996","33.3744856","44.17211329"
"","","MZP2017UMB-ST01","","","","","","","","","MZP2017UMB-ST01-00025","","","","90","82","59","156","180","34.6","10.8","112.6","3","1","30.2","1.23","67.85","0.82","6.83","45.4","158","336","0.221794872","0.06","0.135119048","4.097560976","3.733333333","1.902439024","1.733333333","0.553658537","0.504444444","1.373170732","1.251111111","46.42857143","28.73417722","91.11111111","13.7108","14.23868313","15.62782294","18.68312757","20.50587173","46.33744856","50.85817525","5.642304527","6.192773261","65.02057613","71.36404697"
"","","MZP2017UMB-ST01","","","","","","","","","MZP2017UMB-ST01-00058","","","","90","57","57","80","138","25","9.7","57","5","5","32.62","1.61","62.17","0.96","3.69","34.7","91.7","218","0.3125","0.070289855","0.159174312","3.824561404","2.422222222","1.403508772","0.888888889","0.60877193","0.385555556","1","0.633333333","36.69724771","37.84078517","63.33333333","11.31914","10.28806584","16.24431449","14.27983539","22.54710851","23.45679012","37.03703704","4.658082305","7.354866797","37.73662551","59.58414555"
"","","MZP2017UMB-ST01","","","","","","","","","MZP2017UMB-ST01-00004","","","","90","55","5","30","50","2.1","1.4","126","1","9","23.99","1.37","64.92","0.84","1.34","3.5","129.5","80","0.07","0.028","0.04375","1.454545455","0.888888889","0.545454545","0.333333333","0.063636364","0.038888889","2.290909091","1.4","37.5","2.702702703","61.11111111","0.83965","0.864197531","1.414141414","1.440329218","2.356902357","51.85185185","84.84848485","0.345534979","0.565420875","53.29218107","87.20538721"
"","","MZP2017UMB-ST01","","","","","","","","","MZP2017UMB-ST01-00063","","","","90","78","28","40","115","3.3","3","85.1","1","9","25.03","1.59","63.06","0.89","2.89","6.3","91.4","155","0.0825","0.026086957","0.040645161","1.987179487","1.722222222","0.512820513","0.444444444","0.080769231","0.07","1.091025641","0.945555556","25.80645161","6.892778993","86.66666667","1.57689","1.358024691","1.566951567","2.592592593","2.991452991","35.02057613","40.40835708","0.648925926","0.748760684","37.61316872","43.39981007"
"","","MZP2017UMB-ST01","","","","","","","","","MZP2017UMB-ST01-00026","","","","90","66","61","182","160","29.2","8.3","73.8","3","1","34.66","1.34","68.52","0.87","1.12","37.5","111.3","342","0.16043956","0.051875","0.109649123","5.181818182","3.8","2.757575758","2.022222222","0.568181818","0.416666667","1.118181818","0.82","53.21637427","33.69272237","73.33333333","12.9975","12.01646091","16.38608305","15.43209877","21.04377104","30.37037037","41.41414141","5.348765432","7.293771044","45.80246914","62.45791246"
"","","MZP2017UMB-ST01","","","","","","","","","MZP2017UMB-ST01-00035","","","","90","28","26","49","73","2.8","6.4","31.6","5","3","34.43","1.49","66.68","0.82","12.55","9.2","40.8","122","0.057142857","0.087671233","0.075409836","4.357142857","1.355555556","1.75","0.544444444","0.328571429","0.102222222","1.128571429","0.351111111","40.16393443","22.54901961","31.11111111","3.16756","1.152263374","3.703703704","3.78600823","12.16931217","13.00411523","41.7989418","1.303522634","4.18989418","16.79012346","53.96825397"
"","","MZP2017UMB-ST01","","","","","","","","","MZP2017UMB-ST01-00003","","","","90","64","50","130","125","29.3","6.5","76.2","1","5","23.12","1.36","51.92","0.74","21.97","35.8","112","255","0.225384615","0.052","0.140392157","3.984375","2.833333333","2.03125","1.444444444","0.559375","0.397777778","1.190625","0.846666667","50.98039216","31.96428571","71.11111111","8.27696","12.05761317","16.95601852","14.73251029","20.71759259","31.35802469","44.09722222","3.406156379","4.789907407","46.09053498","64.81481481"
"","","MZP2017UMB-ST01","","","","","","","","","MZP2017UMB-ST01-00057","","","","90","52","28","30","76","6.2","5","55","3","5","24.29","1.55","57.09","0.84","17.39","11.2","66.2","106","0.206666667","0.065789474","0.105660377","2.038461538","1.177777778","0.576923077","0.333333333","0.215384615","0.124444444","1.057692308","0.611111111","28.30188679","16.918429","57.77777778","2.72048","2.551440329","4.415954416","4.609053498","7.977207977","22.63374486","39.17378917","1.119539095","1.937663818","27.24279835","47.15099715"
"","","MZP2017UMB-ST01","","","","","","","","","MZP2017UMB-ST01-00001","","","","90","65","20","26","40","2.2","3.3","70.1","3","5","24.79","1.54","56.85","1.15","2.34","5.5","75.6","66","0.084615385","0.0825","0.083333333","1.015384615","0.733333333","0.4","0.288888889","0.084615385","0.061111111","1.078461538","0.778888889","39.39393939","7.275132275","72.22222222","1.36345","0.905349794","1.253561254","2.263374486","3.133903134","28.84773663","39.94301994","0.561090535","0.776894587","31.11111111","43.07692308"
"","","MZP2017UMB-ST01","","","","","","","","","MZP2017UMB-ST01-00062","","","","90","38","35","83","117","13","5","34","3","3","25.03","1.52","51.72","1.1","13.93","18","52","200","0.156626506","0.042735043","0.09","5.263157895","2.222222222","2.184210526","0.922222222","0.473684211","0.2","0.894736842","0.377777778","41.5","34.61538462","42.22222222","4.5054","5.349794239","12.6705653","7.407407407","17.54385965","13.99176955","33.13840156","1.854074074","4.39122807","21.39917695","50.68226121"
"","","MZP2017UMB-ST01","","","","","","","","","MZP2017UMB-ST01-00022","","","","90","61","26","40","80","4.8","3.3","63.4","3","7","29.5","1.49","62.81","1","19.42","8.1","71.5","120","0.12","0.04125","0.0675","1.967213115","1.333333333","0.655737705","0.444444444","0.132786885","0.09","1.039344262","0.704444444","33.33333333","11.32867133","67.77777778","2.3895","1.975308642","2.9143898","3.333333333","4.918032787","26.09053498","38.49423194","0.983333333","1.450819672","29.42386831","43.41226472"
"","","MZP2017UMB-ST01","","","","","","","","","MZP2017UMB-ST01-00050","","","","90","54","54","160","220","13.6","5.7","26.3","3","5","29.57","1.65","54.66","0.89","20.36","19.3","45.6","380","0.085","0.025909091","0.050789474","7.037037037","4.222222222","2.962962963","1.777777778","0.357407407","0.214444444","0.487037037","0.292222222","42.10526316","42.3245614","60","5.70701","5.596707819","9.327846365","7.942386831","13.23731139","10.82304527","18.03840878","2.348563786","3.914272977","18.7654321","31.27572016"
"","","MZP2017UMB-ST01","","","","","","","","","MZP2017UMB-ST01-00028","","","","90","31","12","8","86","0.8","2.9","31.5","1","9","35.99","1.48","67.25","1.02","9.97","3.7","35.2","94","0.1","0.03372093","0.039361702","3.032258065","1.044444444","0.258064516","0.088888889","0.119354839","0.041111111","1.016129032","0.35","8.510638298","10.51136364","34.44444444","1.33163","0.329218107","0.955794504","1.522633745","4.420549582","12.96296296","37.6344086","0.547995885","1.590955795","14.48559671","42.05495818"
"","","MZP2017UMB-ST01","","","","","","","","","MZP2017UMB-ST01-00049","","","","90","33","13","10","30","1.6","1.8","18","1","7","36.02","1.48","61.41","0.85","16.46","3.4","21.4","40","0.16","0.06","0.085","1.212121212","0.444444444","0.303030303","0.111111111","0.103030303","0.037777778","0.545454545","0.2","25","15.88785047","36.66666667","1.22468","0.658436214","1.795735129","1.399176955","3.815937149","7.407407407","20.2020202","0.503983539","1.374500561","8.806584362","24.01795735"
"","","MZP2017UMB-ST01","","","","","","","","","MZP2017UMB-ST01-00030","","","","90","57","49","153","180","21.9","6.4","61.2","3","1","31.68","1.42","65.92","0.82","8.3","28.3","89.5","333","0.143137255","0.035555556","0.084984985","5.842105263","3.7","2.684210526","1.7","0.496491228","0.314444444","1.073684211","0.68","45.94594595","31.62011173","63.33333333","8.96544","9.012345679","14.23001949","11.64609053","18.388564","25.18518519","39.76608187","3.689481481","5.825497076","36.83127572","58.15464587"
"","","MZP2017UMB-ST01","","","","","","","","","MZP2017UMB-ST01-00053","","","","90","42","35","60","170","12","10.6","39.1","3","3","27.11","1.47","57.88","0.82","14.5","22.6","61.7","230","0.2","0.062352941","0.09826087","5.476190476","2.555555556","1.428571429","0.666666667","0.538095238","0.251111111","0.930952381","0.434444444","26.08695652","36.62884927","46.66666667","6.12686","4.938271605","10.58201058","9.300411523","19.92945326","16.09053498","34.47971781","2.521341564","5.40287478","25.3909465","54.40917108"
"","","MZP2017UMB-ST01","","","","","","","","","MZP2017UMB-ST01-00017","","","","90","79","61","204","291","18.3","8","86","5","7","27.54","1.86","59.39","0.9","3.83","26.3","112.3","495","0.089705882","0.027491409","0.053131313","6.265822785","5.5","2.582278481","2.266666667","0.332911392","0.292222222","1.088607595","0.955555556","41.21212121","23.41941229","87.77777778","7.24302","7.530864198","8.579465541","10.82304527","12.33005157","35.3909465","40.31879981","2.980666667","3.395696203","46.21399177","52.64885138"
"","","MZP2017UMB-ST01","","","","","","","","","MZP2017UMB-ST01-00037","","","","90","56","53","178","340","20.9","10.3","55","3","3","29.02","1.42","53.5","0.76","10.63","31.2","86.2","518","0.11741573","0.030294118","0.06023166","9.25","5.755555556","3.178571429","1.977777778","0.557142857","0.346666667","0.982142857","0.611111111","34.36293436","36.19489559","62.22222222","9.05424","8.600823045","13.82275132","12.83950617","20.63492063","22.63374486","36.37566138","3.726024691","5.988253968","35.47325103","57.01058201"
"","","MZP2017UMB-ST01","","","","","","","","","MZP2017UMB-ST01-00005","","","","90","80","76","302","314","51.7","28.9","98.8","3","3","25.22","1.44","59.19","0.83","12.7","80.6","179.4","616","0.171192053","0.092038217","0.130844156","7.7","6.844444444","3.775","3.355555556","1.0075","0.895555556","1.235","1.097777778","49.02597403","44.92753623","88.88888889","20.32732","21.27572016","23.93518519","33.16872428","37.31481481","40.65843621","45.74074074","8.365152263","9.410796296","73.82716049","83.05555556"
"","","MZP2017UMB-ST01","","","","","","","","","MZP2017UMB-ST01-00064","","","","90","58","53","152","468","22.5","18.8","70.3","5","3","27.82","1.43","58.24","0.78","13.93","41.3","111.6","620","0.148026316","0.04017094","0.066612903","10.68965517","6.888888889","2.620689655","1.688888889","0.712068966","0.458888889","1.212068966","0.781111111","24.51612903","37.00716846","64.44444444","11.48966","9.259259259","14.36781609","16.99588477","26.37292465","28.93004115","44.89144317","4.728255144","7.336947637","45.92592593","71.26436782"
"","","MZP2017UMB-ST01","","","","","","","","","MZP2017UMB-ST01-00027","","","","90","54","37","62","210","8.9","9.8","54.9","3","1","35.57","1.93","66.04","1.22","26.29","18.7","73.6","272","0.143548387","0.046666667","0.06875","5.037037037","3.022222222","1.148148148","0.688888889","0.346296296","0.207777778","1.016666667","0.61","22.79411765","25.4076087","60","6.65159","3.66255144","6.104252401","7.695473251","12.82578875","22.59259259","37.65432099","2.737279835","4.562133059","30.28806584","50.48010974"
"","","MZP2017UMB-ST01","","","","","","","","","MZP2017UMB-ST01-00040","","","","90","51","51","146","226","15.5","6.4","48.6","3","7","31.1","1.59","66.12","0.88","10.89","21.9","70.5","372","0.106164384","0.028318584","0.058870968","7.294117647","4.133333333","2.862745098","1.622222222","0.429411765","0.243333333","0.952941176","0.54","39.24731183","31.06382979","56.66666667","6.8109","6.378600823","11.25635439","9.012345679","15.90413943","20","35.29411765","2.802839506","4.946187364","29.01234568","51.19825708"
"","","MZP2017UMB-ST01","","","","","","","","","MZP2017UMB-ST01-00019","","","","90","42","26","63","54","7.4","3.6","29.6","5","7","27.12","1.43","62.87","0.98","10.77","11","40.6","117","0.117460317","0.066666667","0.094017094","2.785714286","1.3","1.5","0.7","0.261904762","0.122222222","0.704761905","0.328888889","53.84615385","27.09359606","46.66666667","2.9832","3.04526749","6.525573192","4.526748971","9.700176367","12.18106996","26.10229277","1.227654321","2.630687831","16.70781893","35.80246914"
"","","MZP2017UMB-ST01","","","","","","","","","MZP2017UMB-ST01-00060","","","","90","35","26","35","40","6","3","17.6","5","5","29.46","1.42","61.35","0.87","10.16","9","26.6","75","0.171428571","0.075","0.12","2.142857143","0.833333333","1","0.388888889","0.257142857","0.1","0.502857143","0.195555556","46.66666667","33.83458647","38.88888889","2.6514","2.469135802","6.349206349","3.703703704","9.523809524","7.242798354","18.62433862","1.091111111","2.805714286","10.94650206","28.14814815"
"","","MZP2017UMB-ST01","","","","","","","","","MZP2017UMB-ST01-00007","","","","90","37","30","71","48","23.3","3.6","33.2","3","5","27.75","1.4","54.98","0.87","12.43","26.9","60.1","119","0.328169014","0.075","0.22605042","3.216216216","1.322222222","1.918918919","0.788888889","0.727027027","0.298888889","0.897297297","0.368888889","59.66386555","44.75873544","41.11111111","7.46475","9.588477366","23.32332332","11.06995885","26.92692693","13.66255144","33.23323323","3.07191358","7.472222222","24.73251029","60.16016016"
"","","MZP2017UMB-ST01","","","","","","","","","MZP2017UMB-ST01-00044","","","","90","54","30","68","54","17.8","3.3","61","5","3","25.81","1.44","48.59","0.74","15.76","21.1","82.1","122","0.261764706","0.061111111","0.17295082","2.259259259","1.355555556","1.259259259","0.755555556","0.390740741","0.234444444","1.12962963","0.677777778","55.73770492","25.70036541","60","5.44591","7.325102881","12.2085048","8.683127572","14.47187929","25.10288066","41.83813443","2.241115226","3.735192044","33.78600823","56.31001372"
"","","MZP2017UMB-ST01","","","","","","","","","MZP2017UMB-ST01-00013","","","","90","53","53","56","329","11","8.3","52.9","3","3","26.27","1.72","57.75","1.07","9.71","19.3","72.2","385","0.196428571","0.025227964","0.05012987","7.264150943","4.277777778","1.056603774","0.622222222","0.364150943","0.214444444","0.998113208","0.587777778","14.54545455","26.73130194","58.88888889","5.07011","4.526748971","7.686932215","7.942386831","13.48707198","21.76954733","36.96715584","2.086465021","3.543053809","29.71193416","50.45422781"
"","","MZP2017UMB-ST01","","","","","","","","","MZP2017UMB-ST01-00046","","","","90","30","25","48","105","9","4.6","22","3","5","25.51","1.67","47.88","0.89","6.61","13.6","35.6","153","0.1875","0.043809524","0.088888889","5.1","1.7","1.6","0.533333333","0.453333333","0.151111111","0.733333333","0.244444444","31.37254902","38.20224719","33.33333333","3.46936","3.703703704","11.11111111","5.596707819","16.79012346","9.053497942","27.16049383","1.427720165","4.283160494","14.65020576","43.95061728"
"","","MZP2017UMB-ST01","","","","","","","","","MZP2017UMB-ST01-00023","","","","90","82","36","131","185","24","5.8","89.3","5","3","26.5","1.62","59.62","1.02","8.21","29.8","119.1","316","0.183206107","0.031351351","0.094303797","3.853658537","3.511111111","1.597560976","1.455555556","0.363414634","0.331111111","1.08902439","0.992222222","41.4556962","25.02099076","91.11111111","7.897","9.87654321","10.8401084","12.26337449","13.45980126","36.74897119","40.33423668","3.249794239","3.566847335","49.01234568","53.79403794"
"","","MZP2017UMB-ST01","","","","","","","","","MZP2017UMB-ST01-00047","","","","90","39","26","30","65","6.3","4.3","22.6","7","7","28.06","1.51","59.78","0.88","8.62","10.6","33.2","95","0.21","0.066153846","0.111578947","2.435897436","1.055555556","0.769230769","0.333333333","0.271794872","0.117777778","0.579487179","0.251111111","31.57894737","31.92771084","43.33333333","2.97436","2.592592593","5.982905983","4.362139918","10.06647673","9.300411523","21.46248813","1.224016461","2.824653371","13.66255144","31.52896486"
"","","MZP2017UMB-ST01","","","","","","","","","MZP2017UMB-ST01-00015","","","","90","60","45","148","113","4.5","29.4","68.7","5","1","27.02","1.58","60.66","1.05","5.2","33.9","102.6","261","0.030405405","0.260176991","0.129885057","4.35","2.9","2.466666667","1.644444444","0.565","0.376666667","1.145","0.763333333","56.70498084","33.04093567","66.66666667","9.15978","1.851851852","2.777777778","13.95061728","20.92592593","28.27160494","42.40740741","3.76945679","5.654185185","42.22222222","63.33333333"
"","","MZP2017UMB-ST01","","","","","","","","","MZP2017UMB-ST01-00055","","","","90","65","65","160","410","32.6","14.7","52.7","1","1","24.97","1.58","52.77","1.11","4.83","47.3","100","570","0.20375","0.035853659","0.082982456","8.769230769","6.333333333","2.461538462","1.777777778","0.727692308","0.525555556","0.810769231","0.585555556","28.07017544","47.3","72.22222222","11.81081","13.41563786","18.57549858","19.46502058","26.95156695","21.6872428","30.02849003","4.860415638","6.729806268","41.15226337","56.98005698"
"","","MZP2017UMB-ST01","","","","","","","","","MZP2017UMB-ST01-00032","","","","90","53","18","166","9","0.8","3","50.6","1","9","36.98","1.32","69.97","0.91","12.46","3.8","54.4","175","0.004819277","0.333333333","0.021714286","3.301886792","1.944444444","3.132075472","1.844444444","0.071698113","0.042222222","0.954716981","0.562222222","94.85714286","6.985294118","58.88888889","1.40524","0.329218107","0.559049616","1.563786008","2.655485674","20.82304527","35.35988819","0.578288066","0.981998602","22.38683128","38.01537386"
