"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root dry matter content computing percent|CO_331:0000297","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Biomass yield in tons per ha|CO_331:0001003","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00019","","","","84","38","38","38","64","115","19.22","5.42","60.66","3","3","5","","","","","","","","","","24.64","85.3","179","0.3003125","0.047130435","0.137653631","4.710526316","1.684210526","0.648421053","1.596315789","35.75418994","28.8862837","","8.474426808","10.86419753","26.74603175","","37.61022928","2.130952381","0.761904762","0.293333333","0.722142857","45.23809524","18.73294347","24.01559454","59.12280702","","83.13840156"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00020","","","","84","39","39","30","133","216","25.58","9.96","73.54","3","3","5","18.7","6.91","36.77","2.76","1.55","61.03","0.42","2.12","12.32","35.54","109.08","349","0.192330827","0.046111111","0.101833811","8.948717949","3.41025641","0.911282051","1.885641026","38.10888252","32.58159149","6.64598","11.27865961","15.670194","32.42504409","2.930326279","48.0952381","4.154761905","1.583333333","0.423095238","0.87547619","46.42857143","24.29249763","33.75118708","69.83855651","6.311471985","103.5897436"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00021","","","","84","18","18","17","93","150","14.4","10.74","39.44","1","1","3","19.72","6.17","33.12","2.57","1.38","49.14","4.52","7.13","17.1","25.14","64.58","243","0.15483871","0.0716","0.10345679","13.5","5.166666667","1.396666667","2.191111111","38.27160494","38.92846082","4.957608","6.349206349","11.08465608","17.38977072","2.18589418","28.47442681","2.892857143","1.107142857","0.299285714","0.46952381","21.42857143","29.62962963","51.72839506","81.15226337","10.20083951","132.8806584"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00022","","","","84","47","47","47","210","102","34.96","7","64","1","3","3","5","","","","","","","","","41.96","105.96","312","0.16647619","0.068627451","0.134487179","6.638297872","4.468085106","0.892765957","1.361702128","67.30769231","39.599849","2.098","15.41446208","18.50088183","28.21869489","0.925044092","46.71957672","3.714285714","2.5","0.49952381","0.761904762","55.95238095","27.54925138","33.06540583","50.43341214","1.653270292","83.49881797"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00023","","","","84","33","33","24","40","90","6.48","2.92","70.53","1","3","3","31.32","4.8","29.98","2","1.29","64.02","0.94","3.01","8.25","9.4","79.93","130","0.162","0.032444444","0.072307692","3.939393939","1.212121212","0.284848485","2.137272727","30.76923077","11.76029025","2.94408","2.857142857","4.144620811","31.0978836","1.298095238","35.24250441","1.547619048","0.476190476","0.111904762","0.839642857","39.28571429","7.272727273","10.54994388","79.15824916","3.304242424","89.70819304"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00024","","","","84","42","42","40","132","130","32.9","6.14","69.37","1","5","3","26.79","4.28","29.55","1.97","1.19","59.46","1.47","2.65","13.4","39.04","108.41","262","0.249242424","0.047230769","0.149007634","6.238095238","3.142857143","0.92952381","1.651666667","50.38167939","36.01143806","10.458816","14.50617284","17.21340388","30.58641975","4.611470899","47.79982363","3.119047619","1.571428571","0.464761905","0.825833333","50","29.01234568","34.42680776","61.17283951","9.222941799","95.59964727"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00025","","","","84","45","45","30","60","85","6.26","2.28","71.06","1","3","3","21.49","5.59","42.59","2.72","1.7","56.35","2.63","4.86","13.46","8.54","79.6","145","0.104333333","0.026823529","0.058896552","3.222222222","1.333333333","0.189777778","1.579111111","41.37931034","10.72864322","1.835246","2.760141093","3.765432099","31.33156966","0.809191358","35.09700176","1.726190476","0.714285714","0.101666667","0.845952381","53.57142857","5.152263374","7.028806584","58.48559671","1.510490535","65.51440329"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00026","","","","84","12","12","5","9","24","0.62","0.52","10.4","1","5","5","31.39","5.48","31.43","2.31","1.33","63.59","1.02","3.17","9.3","1.14","11.54","33","0.068888889","0.021666667","0.034545455","2.75","0.75","0.095","0.866666667","27.27272727","9.878682842","0.357846","0.273368607","0.502645503","4.585537919","0.157780423","5.088183422","0.392857143","0.107142857","0.013571429","0.123809524","14.28571429","1.913580247","3.518518519","32.09876543","1.104462963","35.61728395"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00027","","","","84","46","46","45","80","140","14","4.46","35.02","3","3","3","27.78","5.6","36.51","2.23","1.42","57.92","1.45","3.37","15.33","18.46","53.48","220","0.175","0.031857143","0.083909091","4.782608696","1.739130435","0.401304348","0.761304348","36.36363636","34.51757666","5.128188","6.172839506","8.139329806","15.44091711","2.26110582","23.58024691","2.619047619","0.952380952","0.219761905","0.416904762","54.76190476","11.27214171","14.86312399","28.19645733","4.128975845","43.05958132"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00028","","","","84","12","12","8","12","6","2.18","1.18","23.13","3","5","5","27.06","3.4","30.85","1.75","1.22","57.84","2.12","4.09","14.38","3.36","26.49","18","0.181666667","0.196666667","0.186666667","1.5","1","0.28","1.9275","66.66666667","12.68403171","0.909216","0.961199295","1.481481481","10.1984127","0.400888889","11.67989418","0.214285714","0.142857143","0.04","0.275357143","14.28571429","6.728395062","10.37037037","71.38888889","2.806222222","81.75925926"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00029","","","","84","33","33","30","160","100","39.18","4.96","46.92","1","3","1","22.2","3.72","56.84","2.53","1.38","48.91","4.3","7.09","17.76","44.14","91.06","260","0.244875","0.0496","0.169769231","7.878787879","4.848484848","1.337575758","1.421818182","61.53846154","48.47353393","9.79908","17.27513228","19.46208113","20.68783069","4.320582011","40.14991182","3.095238095","1.904761905","0.52547619","0.558571429","39.28571429","43.97306397","49.53984287","52.65993266","10.99784512","102.1997755"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00030","","","","84","46","46","43","160","250","14.36","4.62","26.47","1","3","5","25.8","6.07","35.65","2.43","1.66","55","1.38","3.31","14.44","18.98","45.45","410","0.08975","0.01848","0.046292683","8.913043478","3.47826087","0.412608696","0.575434783","39.02439024","41.76017602","4.89684","6.331569665","8.368606702","11.67107584","2.159100529","20.03968254","4.880952381","1.904761905","0.225952381","0.315119048","54.76190476","11.56199678","15.28180354","21.31239936","3.942705314","36.5942029"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00031","","","","84","54","54","54","140","400","16.1","16.3","76.92","1","1","3","26.54","5.75","14.54","2.27","1.34","63.17","2.98","5.47","5.76","32.4","109.32","540","0.115","0.04075","0.06","10","2.592592593","0.6","1.424444444","25.92592593","29.6377607","8.59896","7.098765432","14.28571429","33.91534392","3.791428571","48.2010582","6.428571429","1.666666667","0.385714286","0.915714286","64.28571429","11.04252401","22.22222222","52.75720165","5.897777778","74.97942387"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00032","","","","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00033","","","","84","56","56","48","148","230","21.52","6.52","78.7","1","1","3","24.04","3.5","38.71","2.05","1.12","51.25","5.48","8.51","13.27","28.04","106.74","378","0.145405405","0.028347826","0.074179894","6.75","2.642857143","0.500714286","1.405357143","39.15343915","26.26943976","6.740816","9.488536155","12.3633157","34.70017637","2.972141093","47.06349206","4.5","1.761904762","0.333809524","0.936904762","66.66666667","14.23280423","18.54497354","52.05026455","4.45821164","70.5952381"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00034","","","","84","50","50","37","176","170","41.46","4.72","56.11","1","5","3","25.11","4.6","36.94","2.56","1.47","46.73","3.79","6.33","21.34","46.18","102.29","346","0.235568182","0.027764706","0.133468208","6.92","3.52","0.9236","1.1222","50.86705202","45.14615309","11.595798","18.28042328","20.36155203","24.73985891","5.112785714","45.10141093","4.119047619","2.095238095","0.549761905","0.66797619","59.52380952","30.71111111","34.20740741","41.56296296","8.58948","75.77037037"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00035","","","","84","36","36","17","14","77","1.68","2.5","90.03","1","5","3","24.24","4.11","31.83","2.07","1.17","57.99","6.69","10.06","4.4","4.18","94.21","91","0.12","0.032467532","0.045934066","2.527777778","0.388888889","0.116111111","2.500833333","15.38461538","4.436896296","1.013232","0.740740741","1.84303351","39.6957672","0.446751323","41.53880071","1.083333333","0.166666667","0.049761905","1.071785714","42.85714286","1.728395062","4.300411523","92.62345679","1.042419753","96.92386831"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00036","","","","84","39","39","32","150","180","40","11.58","82.78","1","5","3","31.72","5.14","19.65","2.07","1.33","65.56","1.8","3.91","6.92","51.58","134.36","330","0.266666667","0.064333333","0.15630303","8.461538462","3.846153846","1.322564103","2.122564103","45.45454545","38.38940161","16.361176","17.6366843","22.74250441","36.49911817","7.213922399","59.24162257","3.928571429","1.785714286","0.614047619","0.98547619","46.42857143","37.98670465","48.98385565","78.61348528","15.53767901","127.5973409"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00037","","","","84","41","41","41","148","184","24.24","7.04","39.17","1","3","5","24.81","8.44","44.32","3.35","2.02","53.21","0.91","3.27","18.8","31.28","70.45","332","0.163783784","0.03826087","0.094216867","8.097560976","3.609756098","0.762926829","0.955365854","44.57831325","44.40028389","7.760568","10.68783069","13.79188713","17.2707231","3.421767196","31.06261023","3.952380952","1.761904762","0.372380952","0.466309524","48.80952381","21.89701897","28.25654923","35.38392051","7.010449864","63.64046974"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00038","","","","84","49","49","21","25","64","3.16","1.68","78.61","1","1","3","2.12","3.79","47.42","2.36","1.46","54.11","1.84","3.47","17.25","4.84","83.45","89","0.1264","0.02625","0.054382022","1.816326531","0.510204082","0.09877551","1.604285714","28.08988764","5.799880168","0.102608","1.39329806","2.134038801","34.66049383","0.045241623","36.79453263","1.05952381","0.297619048","0.057619048","0.935833333","58.33333333","2.38851096","3.65835223","59.41798942","0.077557067","63.07634165"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00039","","","","84","27","27","25","40","82","5.58","3.9","48.59","1","5","7","25.11","3.77","25.17","2.42","1.09","52.5","5.41","9.21","14.59","9.48","58.07","122","0.1395","0.047560976","0.077704918","4.518518519","1.481481481","0.351111111","1.79962963","32.78688525","16.32512485","2.380428","2.46031746","4.17989418","21.42416226","1.049571429","25.60405644","1.452380952","0.476190476","0.112857143","0.578452381","32.14285714","7.654320988","13.00411523","66.65294925","3.265333333","79.65706447"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00040","","","","84","35","35","31","122","121","33.38","8.3","23.64","3","5","3","24.25","5.81","14.15","2.52","1.25","53.56","6.75","9.81","9.42","41.68","65.32","243","0.273606557","0.068595041","0.171522634","6.942857143","3.485714286","1.190857143","0.675428571","50.20576132","63.8089406","10.1074","14.71781305","18.37742504","10.42328042","4.456525573","28.80070547","2.892857143","1.452380952","0.496190476","0.281428571","41.66666667","35.32275132","44.10582011","25.01587302","10.69566138","69.12169312"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00041","","","","84","36","36","18","40","45","5.46","1.98","70.97","1","1","3","21.33","8.13","80.7","3.54","1.97","42.95","1.35","2.95","23.27","7.44","78.41","85","0.1365","0.044","0.087529412","2.361111111","1.111111111","0.206666667","1.971388889","47.05882353","9.48858564","1.586952","2.407407407","3.28042328","31.29188713","0.699714286","34.57231041","1.011904762","0.476190476","0.088571429","0.844880952","42.85714286","5.617283951","7.654320988","73.01440329","1.632666667","80.66872428"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00042","","","","84","46","46","15","15","23","1.68","0.58","71.35","1","5","5","25.64","4.31","49.04","2.3","1.49","59.4","2.18","4.77","12.72","2.26","73.61","38","0.112","0.025217391","0.059473684","0.826086957","0.326086957","0.049130435","1.551086957","39.47368421","3.070235022","0.579464","0.740740741","0.996472663","31.45943563","0.255495591","32.45590829","0.452380952","0.178571429","0.026904762","0.849404762","54.76190476","1.352657005","1.819645733","57.44766506","0.466557166","59.26731079"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00043","","","","84","49","49","41","65","86","14.48","2.88","34.32","1","3","3","24.19","6.14","16.5","2.48","1.55","52.68","0.97","2.64","18.03","17.36","51.68","151","0.222769231","0.033488372","0.114966887","3.081632653","1.326530612","0.354285714","0.700408163","43.04635762","33.59133127","4.199384","6.384479718","7.654320988","15.13227513","1.851580247","22.78659612","1.797619048","0.773809524","0.206666667","0.408571429","58.33333333","10.94482237","13.12169312","25.94104308","3.174137566","39.06273621"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00044","","","","84","24","24","24","90","92","31.06","6.62","55.04","1","5","7","31.73","4.41","20.08","1.79","1.05","66.09","1.14","2.7","8.43","37.68","92.72","182","0.345111111","0.071956522","0.207032967","7.583333333","3.75","1.57","2.293333333","49.45054945","40.63848145","11.955864","13.69488536","16.61375661","24.2680776","5.271544974","40.88183422","2.166666667","1.071428571","0.448571429","0.655238095","28.57142857","47.93209877","58.14814815","84.9382716","18.45040741","143.0864198"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00045","","","","84","42","42","41","193","98","37.16","9.42","59.56","3","5","5","","","","","","","","","","46.58","106.14","291","0.19253886","0.096122449","0.160068729","6.928571429","4.595238095","1.109047619","1.418095238","66.32302405","43.88543433","","16.38447972","20.53791887","26.26102293","","46.7989418","3.464285714","2.297619048","0.55452381","0.709047619","50","32.76895944","41.07583774","52.52204586","","93.5978836"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00046","","","","84","51","51","23","34","140","2.7","2.86","86.55","1","5","3","29.75","5.1","16.51","2.26","1.39","61.6","2.36","4.04","8.94","5.56","92.11","174","0.079411765","0.020428571","0.031954023","3.411764706","0.666666667","0.109019608","1.697058824","19.54022989","6.036260992","1.6541","1.19047619","2.451499118","38.16137566","0.729320988","40.61287478","2.071428571","0.404761905","0.066190476","1.030357143","60.71428571","1.960784314","4.037763253","62.8540305","1.201234568","66.89179375"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00047","","","","84","36","36","34","148","267","11.52","2.7","88.75","3","3","5","23.71","5.46","29.14","2.45","1.41","56.82","2.74","5.03","13.72","14.22","102.97","415","0.077837838","0.01011236","0.03426506","11.52777778","4.111111111","0.395","2.465277778","35.6626506","13.80984753","3.371562","5.079365079","6.26984127","39.1313933","1.486579365","45.40123457","4.94047619","1.761904762","0.169285714","1.056547619","42.85714286","11.85185185","14.62962963","91.30658436","3.468685185","105.936214"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00048","","","","84","55","55","37","124","140","17.3","5","58.81","3","5","3","29.12","3.54","17.37","2.07","1.13","60.97","4.36","7.12","6.45","22.3","81.11","264","0.139516129","0.035714286","0.084469697","4.8","2.254545455","0.405454545","1.069272727","46.96969697","27.49352731","6.49376","7.627865961","9.832451499","25.9303351","2.863209877","35.7627866","3.142857143","1.476190476","0.26547619","0.700119048","65.47619048","11.64983165","15.01683502","39.6026936","4.372902357","54.61952862"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00049","","","","84","32","32","26","90","126","15.32","4.5","82.65","1","3","3","26.46","4.75","38.68","2.25","1.35","60.85","1.5","3.54","11.48","19.82","102.47","216","0.170222222","0.035714286","0.091759259","6.75","2.8125","0.619375","2.5828125","41.66666667","19.34224651","5.244372","6.754850088","8.738977072","36.44179894","2.312333333","45.18077601","2.571428571","1.071428571","0.235952381","0.983928571","38.0952381","17.73148148","22.93981481","95.65972222","6.069875","118.599537"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00050","","","","84","17","17","8","10","27","1.26","0.5","65.33","1","5","5","21.34","7.5","37.53","2.76","1.77","56.87","2.13","3.96","13.49","1.76","67.09","37","0.126","0.018518519","0.047567568","2.176470588","0.588235294","0.103529412","3.842941176","27.02702703","2.62334178","0.375584","0.555555556","0.776014109","28.80511464","0.165601411","29.58112875","0.44047619","0.119047619","0.020952381","0.777738095","20.23809524","2.745098039","3.834422658","142.3311547","0.818265795","146.1655773"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00051","","","","84","29","29","11","80","140","11","4.18","79.93","1","1","3","21.66","4.63","0","2.63","1.48","52.74","4.26","6.7","17.8","15.18","95.11","220","0.1375","0.029857143","0.069","7.586206897","2.75862069","0.523448276","2.756206897","36.36363636","15.96046683","3.287988","4.850088183","6.693121693","35.24250441","1.449730159","41.9356261","2.619047619","0.952380952","0.180714286","0.951547619","34.52380952","14.04853129","19.38697318","102.0817369","4.199218391","121.4687101"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00052","","","","84","25","25","24","50","116","8.36","3.96","72.9","1","3","5","31.66","6.48","31.62","2.61","1.42","63.63","1.77","3.92","5.37","12.32","85.22","166","0.1672","0.034137931","0.074216867","6.64","2","0.4928","2.916","30.12048193","14.45670031","3.900512","3.686067019","5.432098765","32.14285714","1.719802469","37.57495591","1.976190476","0.595238095","0.146666667","0.867857143","29.76190476","12.38518519","18.25185185","108","5.778536296","126.2518519"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00053","","","","84","31","31","31","68","92","18.04","5.38","36.26","1","5","7","21.32","5.82","40.15","2.74","1.55","48.85","2.65","4.78","18.83","23.42","59.68","160","0.265294118","0.058478261","0.146375","5.161290323","2.193548387","0.755483871","1.169677419","42.5","39.24262735","4.993144","7.954144621","10.32627866","15.98765432","2.20156261","26.31393298","1.904761905","0.80952381","0.278809524","0.431666667","36.9047619","21.55316607","27.98088411","43.3213859","5.965524492","71.30227001"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00054","","","","84","24","24","21","60","134","9.74","4.76","40.71","3","3","5","23.55","4.53","31.78","2.19","1.29","55.33","2.68","4.82","15.53","14.5","55.21","194","0.162333333","0.035522388","0.074742268","8.083333333","2.5","0.604166667","1.69625","30.92783505","26.26335809","3.41475","4.294532628","6.39329806","17.94973545","1.505621693","24.34303351","2.30952381","0.714285714","0.172619048","0.484642857","28.57142857","15.0308642","22.37654321","62.82407407","5.269675926","85.20061728"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00055","","","","84","17","17","10","45","27","13.86","1.28","61.07","3","5","7","","","","","","","","","","15.14","76.21","72","0.308","0.047407407","0.210277778","4.235294118","2.647058824","0.890588235","3.592352941","62.5","19.8661593","","6.111111111","6.675485009","26.92680776","","33.60229277","0.857142857","0.535714286","0.180238095","0.72702381","20.23809524","30.19607843","32.98474946","133.0501089","","166.0348584"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00056","","","","84","19","19","18","18","27","1.86","0.92","16.7","1","5","5","23.68","4.21","35.05","2.15","1.17","55.82","6.62","10.14","8.88","2.78","19.48","45","0.103333333","0.034074074","0.061777778","2.368421053","0.947368421","0.146315789","0.878947368","40","14.27104723","0.658304","0.82010582","1.225749559","7.363315697","0.290257496","8.589065256","0.535714286","0.214285714","0.033095238","0.198809524","22.61904762","3.625730994","5.419103314","32.55360624","1.283243665","37.97270955"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00057","","","","84","27","27","14","11","31","1.6","0.82","59.42","1","3","1","32.58","5.94","88.04","2.55","1.41","61.9","1.41","3.71","14.08","2.42","61.84","42","0.145454545","0.026451613","0.057619048","1.555555556","0.407407407","0.08962963","2.200740741","26.19047619","3.913324709","0.788436","0.705467372","1.0670194","26.19929453","0.347634921","27.26631393","0.5","0.130952381","0.028809524","0.707380952","32.14285714","2.19478738","3.319615912","81.50891632","1.081530864","84.82853224"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00058","","","","84","34","34","18","20","36","2.24","0.8","70.04","1","3","3","22.43","5.05","43.05","2.65","1.5","57.07","2.03","3.72","13.56","3.04","73.08","56","0.112","0.022222222","0.054285714","1.647058824","0.588235294","0.089411765","2.06","35.71428571","4.159824849","0.681872","0.987654321","1.340388007","30.88183422","0.30064903","32.22222222","0.666666667","0.238095238","0.036190476","0.833809524","40.47619048","2.440087146","3.311546841","76.2962963","0.742779956","79.60784314"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00059","","","","84","25","25","17","15","26","1.28","0.64","84.34","1","5","5","27.42","4.4","34.61","1.97","1.22","62.39","2.88","5.15","7.21","1.92","86.26","41","0.085333333","0.024615385","0.046829268","1.64","0.6","0.0768","3.3736","36.58536585","2.225828889","0.526464","0.564373898","0.846560847","37.18694885","0.232126984","38.0335097","0.488095238","0.178571429","0.022857143","1.004047619","29.76190476","1.896296296","2.844444444","124.9481481","0.779946667","127.7925926"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00060","","","","84","20","20","16","32","51","5.7","1.8","46.53","3","3","3","25.88","4.04","28.48","2.11","1.15","56.99","6.25","9.31","6.75","7.5","54.03","83","0.178125","0.035294118","0.090361446","4.15","1.6","0.375","2.3265","38.55421687","13.88117712","1.941","2.513227513","3.306878307","20.51587302","0.855820106","23.82275132","0.988095238","0.380952381","0.089285714","0.553928571","23.80952381","10.55555556","13.88888889","86.16666667","3.594444444","100.0555556"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00061","","","","84","29","29","13","22","29","3.3","1.3","50.14","3","5","5","29.6","5.46","38.14","2.32","1.31","57.89","1.85","3.45","13.25","4.6","54.74","51","0.15","0.044827586","0.090196078","1.75862069","0.75862069","0.15862069","1.728965517","43.1372549","8.403361345","1.3616","1.455026455","2.028218695","22.10758377","0.600352734","24.13580247","0.607142857","0.261904762","0.054761905","0.596904762","34.52380952","4.214559387","5.874840358","64.0357599","1.738952746","69.91060026"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00062","","","","84","45","45","31","90","191","23.66","8.66","41.66","3","1","5","","","","","","","","","","32.32","73.98","281","0.262888889","0.045340314","0.115017794","6.244444444","2","0.718222222","0.925777778","32.02846975","43.6874831","","10.43209877","14.25044092","18.3686067","","32.61904762","3.345238095","1.071428571","0.384761905","0.495952381","53.57142857","19.47325103","26.60082305","34.28806584","","60.88888889"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00063","","","","84","43","43","32","82","89","24.26","3.3","39.9","1","5","3","23.35","5.74","40.21","2.55","1.55","47.66","3.87","6.54","18.11","27.56","67.46","171","0.295853659","0.037078652","0.161169591","3.976744186","1.906976744","0.640930233","0.927906977","47.95321637","40.85383931","6.43526","10.69664903","12.15167549","17.59259259","2.837416226","29.74426808","2.035714286","0.976190476","0.328095238","0.475","51.19047619","20.8957795","23.73815676","34.36692506","5.542859604","58.10508183"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00064","","","","84","42","42","27","27","125","5.72","4.3","73.4","1","5","5","22.22","8.58","34.53","3.12","1.91","55.93","3.06","5.24","8.19","10.02","83.42","152","0.211851852","0.0344","0.065921053","3.619047619","0.642857143","0.238571429","1.747619048","17.76315789","12.01150803","2.226444","2.522045855","4.417989418","32.3633157","0.981677249","36.78130511","1.80952381","0.321428571","0.119285714","0.873809524","50","5.044091711","8.835978836","64.72663139","1.963354497","73.56261023"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00065","","","","84","34","34","26","85","108","22.96","10.14","40.4","1","5","5","27.59","6.48","7.35","2.53","1.45","63.6","2.87","4.41","7.37","33.1","73.5","193","0.270117647","0.093888889","0.171502591","5.676470588","2.5","0.973529412","1.188235294","44.04145078","45.03401361","9.13229","10.12345679","14.59435626","17.81305115","4.026582892","32.40740741","2.297619048","1.011904762","0.394047619","0.480952381","40.47619048","25.01089325","36.05664488","44.0087146","9.948028322","80.06535948"
"","","MZP2018UMB-MT02","","","","","","","","","MZP2018UMB-MT02-00066","","","","84","20","20","19","47","83","6.14","2.16","53.86","3","5","5","24.27","4.39","32.85","2.09","1.07","57.46","5.55","9.06","9.94","8.3","62.16","130","0.130638298","0.026024096","0.063846154","6.5","2.35","0.415","2.693","36.15384615","13.35263835","2.01441","2.707231041","3.659611993","23.74779541","0.888187831","27.40740741","1.547619048","0.55952381","0.098809524","0.641190476","23.80952381","11.37037037","15.37037037","99.74074074","3.730388889","115.1111111"
