"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root size estimating 1-9|CO_331:0000184","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","treatment_late_season_drought","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00163","","","","84","57","57","46","110","126","29","6.2","35.4","1","3","35.2","70.6","236","0.263636364","0.049206349","0.149152542","4.140350877","1.929824561","0.61754386","0.621052632","46.61016949","49.85835694","12.78659612","15.52028219","15.60846561","31.1287478","1","2.80952381","1.30952381","0.419047619","0.421428571","67.85714286","18.84340481","22.8719948","23.00194932","45.87394412"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00164","","","","84","47","47","40","80","78","18.8","2","17.4","1","3","20.8","38.2","158","0.235","0.025641026","0.13164557","3.361702128","1.70212766","0.442553191","0.370212766","50.63291139","54.45026178","8.289241623","9.171075838","7.671957672","16.84303351","1","1.880952381","0.952380952","0.247619048","0.207142857","55.95238095","14.81481481","16.39085894","13.71158392","30.10244287"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00165","","","","84","63","63","1","0","2","0","0.1","69.4","1","7","0.1","69.5","2","","0.05","0.05","0.031746032","0","0.001587302","1.101587302","0","0.143884892","0","0.044091711","30.59964727","30.64373898","1","0.023809524","0","0.001190476","0.826190476","75","0","0.058788948","40.79952969","40.85831864"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00166","","","","84","18","18","18","12","21","4.6","1","5.2","1","3","5.6","10.8","33","0.383333333","0.047619048","0.16969697","1.833333333","0.666666667","0.311111111","0.288888889","36.36363636","51.85185185","2.028218695","2.469135802","2.292768959","4.761904762","1","0.392857143","0.142857143","0.066666667","0.061904762","21.42857143","9.465020576","11.52263374","10.69958848","22.22222222"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00167","","","","84","52","52","26","80","21","19","1.4","17.6","1","3","20.4","38","101","0.2375","0.066666667","0.201980198","1.942307692","1.538461538","0.392307692","0.338461538","79.20792079","53.68421053","8.377425044","8.994708995","7.760141093","16.75485009","1","1.202380952","0.952380952","0.242857143","0.20952381","61.9047619","13.53276353","14.52991453","12.53561254","27.06552707"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00168","","","","84","49","49","13","30","80","2.4","2.8","27.2","1","3","5.2","32.4","110","0.08","0.035","0.047272727","2.244897959","0.612244898","0.106122449","0.555102041","27.27272727","16.04938272","1.058201058","2.292768959","11.99294533","14.28571429","1","1.30952381","0.357142857","0.061904762","0.323809524","58.33333333","1.814058957","3.930461073","20.55933485","24.48979592"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00169","","","","84","21","21","18","8","26","1.2","0.6","16.4","1","3","1.8","18.2","34","0.15","0.023076923","0.052941176","1.619047619","0.380952381","0.085714286","0.780952381","23.52941176","9.89010989","0.529100529","0.793650794","7.231040564","8.024691358","1","0.404761905","0.095238095","0.021428571","0.195238095","25","2.116402116","3.174603175","28.92416226","32.09876543"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00170","","","","84","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","",""
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00171","","","","84","32","32","19","24","36","3","1","9.6","1","3","4","13.6","60","0.125","0.027777778","0.066666667","1.875","0.75","0.125","0.3","40","29.41176471","1.322751323","1.76366843","4.232804233","5.996472663","1","0.714285714","0.285714286","0.047619048","0.114285714","38.0952381","3.472222222","4.62962963","11.11111111","15.74074074"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00172","","","","84","28","28","12","7","42","0.6","1.2","4.6","1","3","1.8","6.4","49","0.085714286","0.028571429","0.036734694","1.75","0.25","0.064285714","0.164285714","14.28571429","28.125","0.264550265","0.793650794","2.028218695","2.821869489","1","0.583333333","0.083333333","0.021428571","0.054761905","33.33333333","0.793650794","2.380952381","6.084656085","8.465608466"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00173","","","","84","5","5","3","0","7","0","0.4","2.6","1","5","0.4","3","7","","0.057142857","0.057142857","1.4","0","0.08","0.52","0","13.33333333","0","0.176366843","1.14638448","1.322751323","1","0.083333333","0","0.004761905","0.030952381","5.952380952","0","2.962962963","19.25925926","22.22222222"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00174","","","","84","16","16","2","0","6","0","0.2","13","1","7","0.2","13.2","6","","0.033333333","0.033333333","0.375","0","0.0125","0.8125","0","1.515151515","0","0.088183422","5.731922399","5.82010582","1","0.071428571","0","0.002380952","0.154761905","19.04761905","0","0.462962963","30.09259259","30.55555556"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00175","","","","84","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","",""
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00176","","","","84","44","44","25","10","33","1.2","1.4","33.2","1","3","2.6","35.8","43","0.12","0.042424242","0.060465116","0.977272727","0.227272727","0.059090909","0.754545455","23.25581395","7.262569832","0.529100529","1.14638448","14.63844797","15.78483245","1","0.511904762","0.119047619","0.030952381","0.395238095","52.38095238","1.01010101","2.188552189","27.94612795","30.13468013"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00177","","","","84","62","62","51","60","200","6.6","6.4","3.2","1","3","13","16.2","260","0.11","0.032","0.05","4.193548387","0.967741935","0.209677419","0.051612903","23.07692308","80.24691358","2.91005291","5.731922399","1.410934744","7.142857143","1","3.095238095","0.714285714","0.154761905","0.038095238","73.80952381","3.94265233","7.765830346","1.911589008","9.677419355"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00178","","","","84","66","66","38","42","21","5","1.2","24.6","1","3","6.2","30.8","63","0.119047619","0.057142857","0.098412698","0.954545455","0.636363636","0.093939394","0.372727273","66.66666667","20.12987013","2.204585538","2.733686067","10.84656085","13.58024691","1","0.75","0.5","0.073809524","0.292857143","78.57142857","2.805836139","3.479236813","13.8047138","17.28395062"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00179","","","","84","45","45","16","12","34","1.6","1","14.4","1","3","2.6","17","46","0.133333333","0.029411765","0.056521739","1.022222222","0.266666667","0.057777778","0.32","26.08695652","15.29411765","0.705467372","1.14638448","6.349206349","7.495590829","1","0.547619048","0.142857143","0.030952381","0.171428571","53.57142857","1.316872428","2.139917695","11.85185185","13.99176955"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00180","","","","84","38","38","15","21","68","8.2","3.2","11.8","1","3","11.4","23.2","89","0.39047619","0.047058824","0.128089888","2.342105263","0.552631579","0.3","0.310526316","23.59550562","49.13793103","3.615520282","5.026455026","5.202821869","10.2292769","1","1.05952381","0.25","0.135714286","0.14047619","45.23809524","7.992202729","11.11111111","11.50097466","22.61208577"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00181","","","","84","56","56","39","56","200","13.08","7.38","44.6","1","3","20.46","65.06","256","0.233571429","0.0369","0.079921875","4.571428571","1","0.365357143","0.796428571","21.875","31.44789425","5.767195767","9.021164021","19.664903","28.68606702","1","3.047619048","0.666666667","0.243571429","0.530952381","66.66666667","8.650793651","13.53174603","29.4973545","43.02910053"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00182","","","","84","58","58","49","220","202","42.48","12.22","36.2","1","3","54.7","90.9","422","0.193090909","0.06049505","0.129620853","7.275862069","3.793103448","0.943103448","0.624137931","52.13270142","60.1760176","18.73015873","24.11816578","15.96119929","40.07936508","1","5.023809524","2.619047619","0.651190476","0.430952381","69.04761905","27.12643678","34.92975734","23.11621967","58.04597701"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00183","","","","84","53","53","28","40","170","6.7","6.74","43.4","1","3","13.44","56.84","210","0.1675","0.039647059","0.064","3.962264151","0.754716981","0.253584906","0.818867925","19.04761905","23.6453202","2.954144621","5.925925926","19.13580247","25.0617284","1","2.5","0.476190476","0.16","0.516666667","63.0952381","4.682040531","9.392033543","30.32844165","39.72047519"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00184","","","","84","41","41","21","40","88","8.64","4.8","48.6","1","3","13.44","62.04","128","0.216","0.054545455","0.105","3.12195122","0.975609756","0.327804878","1.185365854","31.25","21.66344294","3.80952381","5.925925926","21.42857143","27.35449735","1","1.523809524","0.476190476","0.16","0.578571429","48.80952381","7.804878049","12.14092141","43.90243902","56.04336043"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00185","","","","84","50","50","4","4","14","0.12","0.22","47.6","1","3","0.34","47.94","18","0.03","0.015714286","0.018888889","0.36","0.08","0.0068","0.952","22.22222222","0.709219858","0.052910053","0.149911817","20.98765432","21.13756614","1","0.214285714","0.047619048","0.004047619","0.566666667","59.52380952","0.088888889","0.251851852","35.25925926","35.51111111"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00186","","","","84","2","2","2","8","6","1.56","0.22","4.8","1","3","1.78","6.58","14","0.195","0.036666667","0.127142857","7","4","0.89","2.4","57.14285714","27.05167173","0.687830688","0.784832451","2.116402116","2.901234568","1","0.166666667","0.095238095","0.021190476","0.057142857","2.380952381","28.88888889","32.96296296","88.88888889","121.8518519"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00187","","","","84","23","23","3","0","26","0","0.98","12.2","1","5","0.98","13.18","26","","0.037692308","0.037692308","1.130434783","0","0.042608696","0.530434783","0","7.435508346","0","0.432098765","5.379188713","5.811287478","1","0.30952381","0","0.011666667","0.145238095","27.38095238","0","1.578099839","19.64573269","21.22383253"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00188","","","","84","26","26","26","44","72","12.94","3.44","8","1","3","16.38","24.38","116","0.294090909","0.047777778","0.141206897","4.461538462","1.692307692","0.63","0.307692308","37.93103448","67.18621821","5.705467372","7.222222222","3.527336861","10.74955908","1","1.380952381","0.523809524","0.195","0.095238095","30.95238095","18.43304843","23.33333333","11.3960114","34.72934473"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00189","","","","84","47","47","33","50","140","12","6.74","25.2","1","3","18.74","43.94","190","0.24","0.048142857","0.098631579","4.042553191","1.063829787","0.398723404","0.536170213","26.31578947","42.64906691","5.291005291","8.262786596","11.11111111","19.37389771","1","2.261904762","0.595238095","0.223095238","0.3","55.95238095","9.456264775","14.76753349","19.85815603","34.62568952"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00190","","","","84","1","1","0","0","0","0","0","0.6","","","0","0.6","0","","","","0","0","0","0.6","","0","0","0","0.264550265","0.264550265","1","0","0","0","0.007142857","1.19047619","0","0","22.22222222","22.22222222"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00191","","","","84","58","58","19","25","21","5.96","1.34","25.8","1","3","7.3","33.1","46","0.2384","0.063809524","0.158695652","0.793103448","0.431034483","0.125862069","0.444827586","54.34782609","22.05438066","2.627865961","3.218694885","11.37566138","14.59435626","1","0.547619048","0.297619048","0.086904762","0.307142857","69.04761905","3.80587484","4.66155811","16.47509579","21.1366539"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00192","","","","84","9","9","9","14","16","4.6","0.28","8.8","1","3","4.88","13.68","30","0.328571429","0.0175","0.162666667","3.333333333","1.555555556","0.542222222","0.977777778","46.66666667","35.67251462","2.028218695","2.151675485","3.880070547","6.031746032","1","0.357142857","0.166666667","0.058095238","0.104761905","10.71428571","18.93004115","20.08230453","36.21399177","56.2962963"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00193","","","","84","35","35","28","28","66","7.8","2.8","17.4","1","3","10.6","28","94","0.278571429","0.042424242","0.112765957","2.685714286","0.8","0.302857143","0.497142857","29.78723404","37.85714286","3.439153439","4.67372134","7.671957672","12.34567901","1","1.119047619","0.333333333","0.126190476","0.207142857","41.66666667","8.253968254","11.21693122","18.41269841","29.62962963"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00194","","","","84","17","17","10","16","21","6.2","1.4","17.8","1","3","7.6","25.4","37","0.3875","0.066666667","0.205405405","2.176470588","0.941176471","0.447058824","1.047058824","43.24324324","29.92125984","2.733686067","3.350970018","7.848324515","11.19929453","1","0.44047619","0.19047619","0.09047619","0.211904762","20.23809524","13.50762527","16.5577342","38.77995643","55.33769063"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00195","","","","84","54","54","1","0","11","0","0.2","44.6","1","5","0.2","44.8","11","","0.018181818","0.018181818","0.203703704","0","0.003703704","0.825925926","0","0.446428571","0","0.088183422","19.664903","19.75308642","1","0.130952381","0","0.002380952","0.530952381","64.28571429","0","0.137174211","30.58984911","30.72702332"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00196","","","","84","48","48","10","40","40","6.6","4.2","16.6","1","3","10.8","27.4","80","0.165","0.105","0.135","1.666666667","0.833333333","0.225","0.345833333","50","39.41605839","2.91005291","4.761904762","7.319223986","12.08112875","1","0.952380952","0.476190476","0.128571429","0.197619048","57.14285714","5.092592593","8.333333333","12.80864198","21.14197531"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00197","","","","84","57","57","43","40","306","3.2","7.6","17","1","3","10.8","27.8","346","0.08","0.024836601","0.031213873","6.070175439","0.701754386","0.189473684","0.298245614","11.56069364","38.84892086","1.410934744","4.761904762","7.495590829","12.25749559","1","4.119047619","0.476190476","0.128571429","0.202380952","67.85714286","2.079272255","7.01754386","11.04613385","18.06367771"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00198","","","","84","44","44","11","3","28","0.4","0.6","32.4","1","5","1","33.4","31","0.133333333","0.021428571","0.032258065","0.704545455","0.068181818","0.022727273","0.736363636","9.677419355","2.994011976","0.176366843","0.440917108","14.28571429","14.72663139","1","0.369047619","0.035714286","0.011904762","0.385714286","52.38095238","0.336700337","0.841750842","27.27272727","28.11447811"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00199","","","","84","25","25","20","30","10","3.4","0.2","13.4","1","3","3.6","17","40","0.113333333","0.02","0.09","1.6","1.2","0.144","0.536","75","21.17647059","1.499118166","1.587301587","5.908289242","7.495590829","1","0.476190476","0.357142857","0.042857143","0.15952381","29.76190476","5.037037037","5.333333333","19.85185185","25.18518519"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00200","","","","84","18","18","17","26","0","8","0","15.8","1","3","8","23.8","26","0.307692308","","0.307692308","1.444444444","1.444444444","0.444444444","0.877777778","100","33.61344538","3.527336861","3.527336861","6.9664903","10.49382716","1","0.30952381","0.30952381","0.095238095","0.188095238","21.42857143","16.46090535","16.46090535","32.51028807","48.97119342"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00201","","","","84","55","55","19","44","43","8.8","1.8","67","1","3","10.6","77.6","87","0.2","0.041860465","0.12183908","1.581818182","0.8","0.192727273","1.218181818","50.57471264","13.65979381","3.880070547","4.67372134","29.54144621","34.21516755","1","1.035714286","0.523809524","0.126190476","0.797619048","65.47619048","5.925925926","7.138047138","45.11784512","52.25589226"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00202","","","","84","48","48","25","21","100","2.9","3.26","47.2","1","3","6.16","53.36","121","0.138095238","0.0326","0.050909091","2.520833333","0.4375","0.128333333","0.983333333","17.3553719","11.54422789","1.278659612","2.716049383","20.81128748","23.52733686","1","1.44047619","0.25","0.073333333","0.561904762","57.14285714","2.237654321","4.75308642","36.41975309","41.17283951"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00203","","","","84","67","67","29","34","114","5.74","3.46","79.6","1","3","9.2","88.8","148","0.168823529","0.030350877","0.062162162","2.208955224","0.507462687","0.137313433","1.188059701","22.97297297","10.36036036","2.530864198","4.05643739","35.09700176","39.15343915","1","1.761904762","0.404761905","0.10952381","0.947619048","79.76190476","3.17302377","5.085682698","44.00221117","49.08789386"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00204","","","","84","51","51","51","172","470","40.62","23.9","37.2","1","3","64.52","101.72","642","0.236162791","0.050851064","0.100498442","12.58823529","3.37254902","1.265098039","0.729411765","26.79127726","63.42902084","17.91005291","28.44797178","16.4021164","44.85008818","1","7.642857143","2.047619048","0.768095238","0.442857143","60.71428571","29.49891068","46.85548293","27.01525054","73.87073348"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00205","","","","84","56","56","33","103","125","16.98","5.52","49.2","1","3","22.5","71.7","228","0.164854369","0.04416","0.098684211","4.071428571","1.839285714","0.401785714","0.878571429","45.1754386","31.38075314","7.486772487","9.920634921","21.69312169","31.61375661","1","2.714285714","1.226190476","0.267857143","0.585714286","66.66666667","11.23015873","14.88095238","32.53968254","47.42063492"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00206","","","","84","62","62","39","49","133","6.48","5.28","64.8","1","3","11.76","76.56","182","0.132244898","0.039699248","0.064615385","2.935483871","0.790322581","0.189677419","1.04516129","26.92307692","15.36050157","2.857142857","5.185185185","28.57142857","33.75661376","1","2.166666667","0.583333333","0.14","0.771428571","73.80952381","3.870967742","7.025089606","38.70967742","45.73476703"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00207","","","","84","51","51","16","13","80","1.74","2.2","70.2","1","3","3.94","74.14","93","0.133846154","0.0275","0.042365591","1.823529412","0.254901961","0.077254902","1.376470588","13.97849462","5.314270299","0.767195767","1.737213404","30.95238095","32.68959436","1","1.107142857","0.154761905","0.046904762","0.835714286","60.71428571","1.263616558","2.861292665","50.98039216","53.84168482"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00208","","","","84","56","56","9","7","21","2.56","0.92","100.2","1","3","3.48","103.68","28","0.365714286","0.043809524","0.124285714","0.5","0.125","0.062142857","1.789285714","25","3.356481481","1.128747795","1.534391534","44.17989418","45.71428571","1","0.333333333","0.083333333","0.041428571","1.192857143","66.66666667","1.693121693","2.301587302","66.26984127","68.57142857"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00209","","","","84","54","54","33","37","122","5.16","6.28","97.6","1","3","11.44","109.04","159","0.139459459","0.05147541","0.071949686","2.944444444","0.685185185","0.211851852","1.807407407","23.27044025","10.49156273","2.275132275","5.044091711","43.0335097","48.07760141","1","1.892857143","0.44047619","0.136190476","1.161904762","64.28571429","3.53909465","7.846364883","66.94101509","74.78737997"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00210","","","","84","48","48","44","87","130","12.76","6.76","69.6","1","3","19.52","89.12","217","0.146666667","0.052","0.089953917","4.520833333","1.8125","0.406666667","1.45","40.0921659","21.90305206","5.626102293","8.60670194","30.68783069","39.29453263","1","2.583333333","1.035714286","0.232380952","0.828571429","57.14285714","9.845679012","15.0617284","53.7037037","68.7654321"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00211","","","","84","61","61","27","24","71","3.96","3.7","111.2","1","3","7.66","118.86","95","0.165","0.052112676","0.080631579","1.557377049","0.393442623","0.12557377","1.82295082","25.26315789","6.444556621","1.746031746","3.377425044","49.02998236","52.40740741","1","1.130952381","0.285714286","0.091190476","1.323809524","72.61904762","2.404371585","4.650880389","67.51669702","72.16757741"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00212","","","","84","40","40","20","21","100","2.2","2.84","17.8","1","3","5.04","22.84","121","0.104761905","0.0284","0.041652893","3.025","0.525","0.126","0.445","17.3553719","22.06654991","0.970017637","2.222222222","7.848324515","10.07054674","1","1.44047619","0.25","0.06","0.211904762","47.61904762","2.037037037","4.666666667","16.48148148","21.14814815"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00213","","","","84","46","46","17","30","96","4.22","3.32","34.6","1","3","7.54","42.14","126","0.140666667","0.034583333","0.05984127","2.739130435","0.652173913","0.163913043","0.752173913","23.80952381","17.89273849","1.860670194","3.324514991","15.25573192","18.58024691","1","1.5","0.357142857","0.089761905","0.411904762","54.76190476","3.397745572","6.070853462","27.85829308","33.92914654"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00214","","","","84","42","42","29","42","116","4.16","4.16","30.6","1","3","8.32","38.92","158","0.099047619","0.035862069","0.052658228","3.761904762","1","0.198095238","0.728571429","26.58227848","21.37718397","1.834215168","3.668430335","13.49206349","17.16049383","1","1.880952381","0.5","0.099047619","0.364285714","50","3.668430335","7.33686067","26.98412698","34.32098765"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00215","","","","84","58","58","44","18","250","2.8","6.8","51.8","1","5","9.6","61.4","268","0.155555556","0.0272","0.035820896","4.620689655","0.310344828","0.165517241","0.893103448","6.71641791","15.63517915","1.234567901","4.232804233","22.83950617","27.07231041","1","3.19047619","0.214285714","0.114285714","0.616666667","69.04761905","1.787994891","6.130268199","33.07790549","39.20817369"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00216","","","","84","51","51","51","129","230","18.12","6.54","53.6","1","3","24.66","78.26","359","0.140465116","0.028434783","0.068690808","7.039215686","2.529411765","0.483529412","1.050980392","35.93314763","31.51035012","7.989417989","10.87301587","23.63315697","34.50617284","1","4.273809524","1.535714286","0.293571429","0.638095238","60.71428571","13.15904139","17.90849673","38.92519971","56.83369644"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00217","","","","84","54","54","40","40","180","4.7","5.2","24.6","1","5","9.9","34.5","220","0.1175","0.028888889","0.045","4.074074074","0.740740741","0.183333333","0.455555556","18.18181818","28.69565217","2.072310406","4.365079365","10.84656085","15.21164021","1","2.619047619","0.476190476","0.117857143","0.292857143","64.28571429","3.223593964","6.790123457","16.87242798","23.66255144"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00218","","","","84","56","56","35","53","200","5.88","8.92","31.2","1","3","14.8","46","253","0.110943396","0.0446","0.058498024","4.517857143","0.946428571","0.264285714","0.557142857","20.9486166","32.17391304","2.592592593","6.525573192","13.75661376","20.28218695","1","3.011904762","0.630952381","0.176190476","0.371428571","66.66666667","3.888888889","9.788359788","20.63492063","30.42328042"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00219","","","","84","51","51","48","42","130","7.74","3.72","45.8","1","3","11.46","57.26","172","0.184285714","0.028615385","0.066627907","3.37254902","0.823529412","0.224705882","0.898039216","24.41860465","20.01397136","3.412698413","5.052910053","20.19400353","25.24691358","1","2.047619048","0.5","0.136428571","0.545238095","60.71428571","5.620915033","8.322440087","33.26071169","41.58315178"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00220","","","","84","56","56","56","176","540","21.96","20.11","41.8","1","3","42.07","83.87","716","0.124772727","0.037240741","0.058756983","12.78571429","3.142857143","0.75125","0.746428571","24.58100559","50.1609634","9.682539683","18.54938272","18.4303351","36.97971781","1","8.523809524","2.095238095","0.500833333","0.497619048","66.66666667","14.52380952","27.82407407","27.64550265","55.46957672"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00221","","","","84","68","68","44","63","75","8.2","8.54","127.2","1","3","16.74","143.94","138","0.13015873","0.113866667","0.121304348","2.029411765","0.926470588","0.246176471","1.870588235","45.65217391","11.62984577","3.615520282","7.380952381","56.08465608","63.46560847","1","1.642857143","0.75","0.199285714","1.514285714","80.95238095","4.466230937","9.117647059","69.28104575","78.39869281"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00222","","","","84","63","63","13","8","44","1.14","1.3","63.4","1","5","2.44","65.84","52","0.1425","0.029545455","0.046923077","0.825396825","0.126984127","0.038730159","1.006349206","15.38461538","3.705953827","0.502645503","1.075837743","27.95414462","29.02998236","1","0.619047619","0.095238095","0.029047619","0.754761905","75","0.670194004","1.434450323","37.27219283","38.70664315"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00223","","","","84","67","67","27","32","64","4.26","2.7","28.6","1","3","6.96","35.56","96","0.133125","0.0421875","0.0725","1.432835821","0.47761194","0.103880597","0.426865672","33.33333333","19.57255343","1.878306878","3.068783069","12.61022928","15.67901235","1","1.142857143","0.380952381","0.082857143","0.34047619","79.76190476","2.354892206","3.847429519","15.80983969","19.65726921"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00224","","","","84","53","53","34","38","184","5.68","5.36","40.6","1","3","11.04","51.64","222","0.149473684","0.029130435","0.04972973","4.188679245","0.716981132","0.208301887","0.766037736","17.11711712","21.37877614","2.504409171","4.867724868","17.90123457","22.76895944","1","2.642857143","0.452380952","0.131428571","0.483333333","63.0952381","3.969252271","7.714884696","28.37176799","36.08665269"
"","","MZP2019CHL-ST02","","","","","","","","","MZP2019CHL-ST02-00225","","","","84","55","55","35","58","100","11.98","3.9","56.6","1","3","15.88","72.48","158","0.206551724","0.039","0.100506329","2.872727273","1.054545455","0.288727273","1.029090909","36.70886076","21.90949227","5.282186949","7.001763668","24.95590829","31.95767196","1","1.880952381","0.69047619","0.189047619","0.673809524","65.47619048","8.067340067","10.69360269","38.11447811","48.80808081"
