"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Storage root dry matter content computing percent|CO_331:0000297","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Biomass yield in tons per ha|CO_331:0001003","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2018UMB-MT01","","","","","","","","","MZP2018UMB-MT01-00039","","","","84","52","52","41","139","113","24.26","7.06","32.9","3","3","1","30.88","4.1","2.13","1.22","63.47","1.2","2.42","13.52","31.32","64.22","252","0.174532374","0.062477876","0.124285714","4.846153846","2.673076923","0.602307692","0.632692308","55.15873016","48.76985363","9.671616","10.69664903","13.80952381","14.50617284","4.264380952","28.31569665","3","1.654761905","0.372857143","0.391666667","61.9047619","17.27920228","22.30769231","23.43304843","6.888615385","45.74074074"
"","","MZP2018UMB-MT01","","","","","","","","","MZP2018UMB-MT01-00040","","","","84","53","53","26","26","21","5.4","1.3","23.35","3","5","1","","","","","","","","","6.7","30.05","47","0.207692308","0.061904762","0.142553191","0.886792453","0.490566038","0.126415094","0.440566038","55.31914894","22.29617304","","2.380952381","2.954144621","10.29541446","","13.24955908","0.55952381","0.30952381","0.079761905","0.27797619","63.0952381","3.773584906","4.682040531","16.31726066","","20.99930119"
"","","MZP2018UMB-MT01","","","","","","","","","MZP2018UMB-MT01-00041","","","","84","26","26","17","22","10","2.68","0.66","12.4","5","3","1","31.95","3.74","1.83","0.87","66.71","1.71","3.44","7.98","3.34","15.74","32","0.121818182","0.066","0.104375","1.230769231","0.846153846","0.128461538","0.476923077","68.75","21.21982211","1.06713","1.181657848","1.472663139","5.467372134","0.470515873","6.940035273","0.380952381","0.261904762","0.039761905","0.147619048","30.95238095","3.817663818","4.757834758","17.66381766","1.520128205","22.42165242"
"","","MZP2018UMB-MT01","","","","","","","","","MZP2018UMB-MT01-00042","","","","84","41","41","40","23","71","2.3","2.64","69.43","3","5","1","","","","","","","","","4.94","74.37","94","0.1","0.037183099","0.052553191","2.292682927","0.56097561","0.120487805","1.693414634","24.46808511","6.642463359","","1.014109347","2.178130511","30.61287478","","32.79100529","1.119047619","0.273809524","0.058809524","0.826547619","48.80952381","2.077687444","4.462511292","62.71906052","","67.18157182"
"","","MZP2018UMB-MT01","","","","","","","","","MZP2018UMB-MT01-00043","","","","84","43","43","38","50","58","9.08","3.42","74.22","3","5","3","29.73","4.02","2.07","1.08","64.12","0.68","1.9","12.04","12.5","86.72","108","0.1816","0.058965517","0.115740741","2.511627907","1.162790698","0.290697674","1.726046512","46.2962963","14.41420664","3.71625","4.003527337","5.511463845","32.72486772","1.638558201","38.23633157","1.285714286","0.595238095","0.148809524","0.883571429","51.19047619","7.8208441","10.76658053","63.92764858","3.200904393","74.69422911"
"","","MZP2018UMB-MT01","","","","","","","","","MZP2018UMB-MT01-00044","","","","84","46","46","37","18","32","2.94","1.84","75.4","3","3","3","31.97","3.81","1.78","0.96","65.99","1.33","3.17","7.3","4.78","80.18","50","0.163333333","0.0575","0.0956","1.086956522","0.391304348","0.103913043","1.639130435","36","5.961586431","1.528166","1.296296296","2.107583774","33.24514991","0.673794533","35.35273369","0.595238095","0.214285714","0.056904762","0.897619048","54.76190476","2.367149758","3.84863124","60.70853462","1.230407407","64.55716586"
"","","MZP2018UMB-MT01","","","","","","","","","MZP2018UMB-MT01-00045","","","","84","67","67","37","56","62","12.76","6.34","50.93","5","7","5","33.45","3.77","1.11","0.95","73.55","0.67","1.82","5.46","19.1","70.03","118","0.227857143","0.102258065","0.161864407","1.76119403","0.835820896","0.285074627","0.760149254","47.45762712","27.27402542","6.38895","5.626102293","8.421516755","22.45590829","2.816997354","30.87742504","1.404761905","0.666666667","0.227380952","0.606309524","79.76190476","7.053620785","10.55831951","28.15367606","3.531757877","38.71199558"
"","","MZP2018UMB-MT01","","","","","","","","","MZP2018UMB-MT01-00046","","","","84","51","51","51","91","150","17.98","5.52","43.07","5","5","3","30.27","5.76","2.38","1.59","60.94","0.87","2.26","12.24","23.5","66.57","241","0.197582418","0.0368","0.097510373","4.725490196","1.784313725","0.460784314","0.844509804","37.7593361","35.30118672","7.11345","7.927689594","10.36155203","18.99029982","3.136441799","29.35185185","2.869047619","1.083333333","0.279761905","0.512738095","60.71428571","13.0573711","17.06608569","31.27814089","5.165904139","48.34422658"
"","","MZP2018UMB-MT01","","","","","","","","","MZP2018UMB-MT01-00047","","","","84","35","35","30","56","38","11.88","2.36","62.78","3","7","5","32.95","3.53","1.8","1.07","68.46","0.87","2.08","9.07","14.24","77.02","94","0.212142857","0.062105263","0.151489362","2.685714286","1.6","0.406857143","1.793714286","59.57446809","18.48870423","4.69208","5.238095238","6.278659612","27.68077601","2.068818342","33.95943563","1.119047619","0.666666667","0.16952381","0.747380952","41.66666667","12.57142857","15.06878307","66.43386243","4.965164021","81.5026455"
"","","MZP2018UMB-MT01","","","","","","","","","MZP2018UMB-MT01-00048","","","","84","60","60","56","60","86","11.3","4.32","49.61","5","3","1","28.28","5.32","2.38","1.37","66.42","1.75","3.49","8.03","15.62","65.23","146","0.188333333","0.050232558","0.106986301","2.433333333","1","0.260333333","0.826833333","41.09589041","23.9460371","4.417336","4.982363316","6.88712522","21.87389771","1.947679012","28.76102293","1.738095238","0.714285714","0.185952381","0.590595238","71.42857143","6.975308642","9.641975309","30.62345679","2.726750617","40.2654321"
"","","MZP2018UMB-MT01","","","","","","","","","MZP2018UMB-MT01-00049","","","","84","50","50","50","48","163","4.12","5.06","62.02","5","3","5","33.04","3.75","1.62","0.87","69.68","0.67","2.32","6.9","9.18","71.2","211","0.085833333","0.031042945","0.043507109","4.22","0.96","0.1836","1.2404","22.74881517","12.89325843","3.033072","1.816578483","4.047619048","27.34567901","1.337333333","31.39329806","2.511904762","0.571428571","0.109285714","0.738333333","59.52380952","3.051851852","6.8","45.94074074","2.24672","52.74074074"
"","","MZP2018UMB-MT01","","","","","","","","","MZP2018UMB-MT01-00050","","","","84","40","40","13","18","19","1.66","0.62","62.42","5","3","5","28.65","4.28","1.6","0.98","66.04","1.5","2.97","8.69","2.28","64.7","37","0.092222222","0.032631579","0.061621622","0.925","0.45","0.057","1.5605","48.64864865","3.523956723","0.65322","0.731922399","1.005291005","27.52204586","0.288015873","28.52733686","0.44047619","0.214285714","0.027142857","0.743095238","47.61904762","1.537037037","2.111111111","57.7962963","0.604833333","59.90740741"
"","","MZP2018UMB-MT01","","","","","","","","","MZP2018UMB-MT01-00051","","","","84","45","45","42","61","67","14.84","3.66","45.51","7","5","5","28.57","4.73","1.79","1.14","67.72","1.39","3.07","5.81","18.5","64.01","128","0.243278689","0.054626866","0.14453125","2.844444444","1.355555556","0.411111111","1.011333333","47.65625","28.9017341","5.28545","6.543209877","8.15696649","20.06613757","2.330445326","28.22310406","1.523809524","0.726190476","0.220238095","0.541785714","53.57142857","12.21399177","15.22633745","37.45679012","4.350164609","52.68312757"
"","","MZP2018UMB-MT01","","","","","","","","","MZP2018UMB-MT01-00052","","","","84","45","45","45","160","91","22.44","6.92","73.02","5","3","1","33.04","4.58","1.7","1.19","70.61","0.46","2.48","4.61","29.36","102.38","251","0.14025","0.076043956","0.116972112","5.577777778","3.555555556","0.652444444","1.622666667","63.74501992","28.67747607","9.700544","9.894179894","12.94532628","32.1957672","4.277135802","45.14109347","2.988095238","1.904761905","0.34952381","0.869285714","53.57142857","18.4691358","24.16460905","60.09876543","7.983986831","84.26337449"
"","","MZP2018UMB-MT01","","","","","","","","","MZP2018UMB-MT01-00053","","","","84","32","32","32","28","74","4.8","2.94","81.41","5","3","3","32.84","4.04","1.73","0.89","66.71","0.99","2.82","8.12","7.74","89.15","102","0.171428571","0.03972973","0.075882353","3.1875","0.875","0.241875","2.5440625","27.45098039","8.681996635","2.541816","2.116402116","3.412698413","35.89506173","1.120730159","39.30776014","1.214285714","0.333333333","0.092142857","0.969166667","38.0952381","5.555555556","8.958333333","94.22453704","2.941916667","103.1828704"
"","","MZP2018UMB-MT01","","","","","","","","","MZP2018UMB-MT01-00054","","","","84","38","38","37","51","72","7.16","4.22","60.4","7","1","3","35.83","4.65","1.75","1.07","71.17","0.71","2.14","4","11.38","71.78","123","0.140392157","0.058611111","0.092520325","3.236842105","1.342105263","0.299473684","1.589473684","41.46341463","15.85399833","4.077454","3.15696649","5.017636684","26.6313933","1.797819224","31.64902998","1.464285714","0.607142857","0.13547619","0.719047619","45.23809524","6.978557505","11.09161793","58.86939571","3.974126706","69.96101365"
"","","MZP2018UMB-MT01","","","","","","","","","MZP2018UMB-MT01-00055","","","","84","43","43","23","70","40","4.64","1.36","76.63","5","3","1","32.31","3.85","1.53","0.91","68.2","1.17","2.7","7.72","6","82.63","110","0.066285714","0.034","0.054545455","2.558139535","1.627906977","0.139534884","1.782093023","63.63636364","7.261285247","1.9386","2.045855379","2.645502646","33.78747795","0.854761905","36.4329806","1.30952381","0.833333333","0.071428571","0.912261905","51.19047619","3.996554694","5.167958656","66.00344531","1.669767442","71.17140396"
"","","MZP2018UMB-MT01","","","","","","","","","MZP2018UMB-MT01-00056","","","","84","48","48","48","92","195","13.74","7.22","44.77","5","3","1","32.94","4.71","1.81","1.15","68.68","0.19","1.89","6.84","20.96","65.73","287","0.149347826","0.037025641","0.073031359","5.979166667","1.916666667","0.436666667","0.932708333","32.05574913","31.88802678","6.904224","6.058201058","9.241622575","19.73985891","3.044190476","28.98148148","3.416666667","1.095238095","0.24952381","0.53297619","57.14285714","10.60185185","16.17283951","34.54475309","5.327333333","50.71759259"
"","","MZP2018UMB-MT01","","","","","","","","","MZP2018UMB-MT01-00057","","","","84","50","50","46","126","149","22.9","8.9","55.48","5","1","1","32.54","4.74","2.29","1.43","64.37","1.26","2.74","11.18","31.8","87.28","275","0.181746032","0.059731544","0.115636364","5.5","2.52","0.636","1.1096","45.81818182","36.43446379","10.34772","10.09700176","14.02116402","24.46208113","4.562486772","38.48324515","3.273809524","1.5","0.378571429","0.66047619","59.52380952","16.96296296","23.55555556","41.0962963","7.664977778","64.65185185"
"","","MZP2018UMB-MT01","","","","","","","","","MZP2018UMB-MT01-00058","","","","84","55","55","47","160","135","32.64","11.9","67.26","3","1","1","26.91","4.47","1.91","1.17","68.64","1.1","2.38","7.15","44.54","111.8","295","0.204","0.088148148","0.150983051","5.363636364","2.909090909","0.809818182","1.222909091","54.23728814","39.83899821","11.985714","14.39153439","19.63844797","29.65608466","5.284706349","49.29453263","3.511904762","1.904761905","0.530238095","0.800714286","65.47619048","21.97979798","29.99326599","45.29292929","8.071187879","75.28619529"
"","","MZP2018UMB-MT01","","","","","","","","","MZP2018UMB-MT01-00059","","","","84","47","47","47","57","40","12.08","4.62","76.98","5","7","5","28.21","6.3","2.36","1.7","59.34","0.92","2.69","11.1","16.7","93.68","97","0.211929825","0.1155","0.172164948","2.063829787","1.212765957","0.355319149","1.63787234","58.7628866","17.82664389","4.71107","5.32627866","7.363315697","33.94179894","2.077191358","41.30511464","1.154761905","0.678571429","0.198809524","0.916428571","55.95238095","9.519306541","13.15996848","60.66193853","3.712427108","73.82190701"
"","","MZP2018UMB-MT01","","","","","","","","","MZP2018UMB-MT01-00060","","","","84","60","60","45","77","111","18.48","6.68","30.71","5","1","3","27.01","4.03","1.73","0.99","70.69","1.53","2.68","7.12","25.16","55.87","188","0.24","0.06018018","0.133829787","3.133333333","1.283333333","0.419333333","0.511833333","40.95744681","45.03311258","6.795716","8.148148148","11.09347443","13.54056437","2.996347443","24.6340388","2.238095238","0.916666667","0.29952381","0.365595238","71.42857143","11.40740741","15.5308642","18.95679012","4.19488642","34.48765432"
"","","MZP2018UMB-MT01","","","","","","","","","MZP2018UMB-MT01-00061","","","","84","42","42","32","47","65","14.1","7.7","80.34","7","7","5","29.66","4","2.06","1.15","69.16","0.8","2.63","8.1","21.8","102.14","112","0.3","0.118461538","0.194642857","2.666666667","1.119047619","0.519047619","1.912857143","41.96428571","21.34325436","6.46588","6.216931217","9.611992945","35.42328042","2.850917108","45.03527337","1.333333333","0.55952381","0.25952381","0.956428571","50","12.43386243","19.22398589","70.84656085","5.701834215","90.07054674"
"","","MZP2018UMB-MT01","","","","","","","","","MZP2018UMB-MT01-00062","","","","84","49","49","35","64","20","11.02","1.5","89.45","5","3","3","33.6","6.81","2.26","1.42","68.02","1.4","3.02","2.7","12.52","101.97","84","0.1721875","0.075","0.149047619","1.714285714","1.306122449","0.255510204","1.825510204","76.19047619","12.27812102","4.20672","4.858906526","5.520282187","39.44003527","1.854814815","44.96031746","1","0.761904762","0.149047619","1.064880952","58.33333333","8.329554044","9.463340892","67.61148904","3.17968254","77.07482993"
"","","MZP2018UMB-MT01","","","","","","","","","MZP2018UMB-MT01-00063","","","","84","60","60","56","68","176","13.12","9.44","61.79","3","1","1","26.75","3.8","2.21","1.2","64.64","1.4","3.01","12.29","22.56","84.35","244","0.192941176","0.053636364","0.092459016","4.066666667","1.133333333","0.376","1.029833333","27.86885246","26.74570243","6.0348","5.784832451","9.947089947","27.24426808","2.660846561","37.19135802","2.904761905","0.80952381","0.268571429","0.735595238","71.42857143","8.098765432","13.92592593","38.14197531","3.725185185","52.06790123"
"","","MZP2018UMB-MT01","","","","","","","","","MZP2018UMB-MT01-00064","","","","84","62","62","62","224","134","47.46","8.04","74.69","3","1","3","30.2","2.83","1.38","0.97","70.51","0.8","2.12","7.12","55.5","130.19","358","0.211875","0.06","0.155027933","5.774193548","3.612903226","0.89516129","1.204677419","62.5698324","42.6300023","16.761","20.92592593","24.47089947","32.93209877","7.39021164","57.40299824","4.261904762","2.666666667","0.660714286","0.889166667","73.80952381","28.35125448","33.15412186","44.6176822","10.0125448","77.77180406"
"","","MZP2018UMB-MT01","","","","","","","","","MZP2018UMB-MT01-00065","","","","84","38","38","25","45","120","8.58","4.94","37.12","3","5","1","29.65","5.36","2.01","1.22","68.81","1.22","2.81","3.85","13.52","50.64","165","0.190666667","0.041166667","0.081939394","4.342105263","1.184210526","0.355789474","0.976842105","27.27272727","26.69826224","4.00868","3.783068783","5.961199295","16.36684303","1.767495591","22.32804233","1.964285714","0.535714286","0.160952381","0.441904762","45.23809524","8.362573099","13.17738791","36.17933723","3.907095517","49.35672515"
"","","MZP2018UMB-MT01","","","","","","","","","MZP2018UMB-MT01-00066","","","","84","42","42","26","30","50","5.36","1.8","81.94","5","3","3","","","","","","","","","7.16","89.1","80","0.178666667","0.036","0.0895","1.904761905","0.714285714","0.17047619","1.950952381","37.5","8.035914703","","2.363315697","3.15696649","36.1287478","","39.28571429","0.952380952","0.357142857","0.085238095","0.97547619","50","4.726631393","6.313932981","72.25749559","","78.57142857"
"","","MZP2018UMB-MT01","","","","","","","","","MZP2018UMB-MT01-00067","","","","84","3","3","3","1","3","0.1","0.08","5.98","7","3","7","","","","","","","","","0.18","6.16","4","0.1","0.026666667","0.045","1.333333333","0.333333333","0.06","1.993333333","25","2.922077922","","0.044091711","0.079365079","2.636684303","","2.716049383","0.047619048","0.011904762","0.002142857","0.071190476","3.571428571","1.234567901","2.222222222","73.82716049","","76.04938272"
"","","MZP2018UMB-MT01","","","","","","","","","MZP2018UMB-MT01-00068","","","","84","18","18","10","20","22","4.18","1.1","33","5","5","3","","","","","","","","","5.28","38.28","42","0.209","0.05","0.125714286","2.333333333","1.111111111","0.293333333","1.833333333","47.61904762","13.79310345","","1.84303351","2.328042328","14.55026455","","16.87830688","0.5","0.238095238","0.062857143","0.392857143","21.42857143","8.600823045","10.86419753","67.90123457","","78.7654321"
