"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2013NAM-OT02","","","","","","","","","UGP2013NAM-OT02-00001","","","","5","","2","","","1","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT02","","","","","","","","","UGP2013NAM-OT02-00002","","","","5","","2","8","5","","","1","0","1","0","0.06","1","2","1","1","3","7","0.12","0.06","1.06","","0.06","1","1","0.2","0","0","0.06","0.012","1","0.2","0","5.660377358","20","0.06","0","0.4","6.666666667","7.066666667","0","2","33.33333333","35.33333333"
"","","UGP2013NAM-OT02","","","","","","","","","UGP2013NAM-OT02-00003","","","","5","","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT02","","","","","","","","","UGP2013NAM-OT02-00004","","","","5","","2","3","","2","","2","3","15","0.2","0.4","9.8","2","1","1","2","7","1.04","0.6","10.4","0.066666667","0.026666667","18","9","3.6","1.5","0.6","0.3","0.12","4.9","1.96","16.66666667","5.769230769","40","0.033333333","1.333333333","4","65.33333333","69.33333333","3.333333333","10","163.3333333","173.3333333"
"","","UGP2013NAM-OT02","","","","","","","","","UGP2013NAM-OT02-00005","","","","5","","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT02","","","","","","","","","UGP2013NAM-OT02-00006","","","","5","","","","","","","1","1","2","0.26","0.04","2.5","2","1","1","6","5","","0.3","2.8","0.26","0.02","3","3","0.6","1","0.2","0.3","0.06","2.5","0.5","33.33333333","10.71428571","20","0.1","1.733333333","2","16.66666667","18.66666667","8.666666667","10","83.33333333","93.33333333"
"","","UGP2013NAM-OT02","","","","","","","","","UGP2013NAM-OT02-00007","","","","5","","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT02","","","","","","","","","UGP2013NAM-OT02-00008","","","","5","","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT02","","","","","","","","","UGP2013NAM-OT02-00009","","","","5","","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2013NAM-OT02","","","","","","","","","UGP2013NAM-OT02-00010","","","","5","","2","5","8","2","2","1","10","4","4.1","0.06","3.2","2","1","1","6","3","0.12","4.16","7.36","0.41","0.015","14","14","2.8","10","2","4.16","0.832","3.2","0.64","71.42857143","56.52173913","20","0.297142857","27.33333333","27.73333333","21.33333333","49.06666667","136.6666667","138.6666667","106.6666667","245.3333333"
