"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2017SER-PT02","","","","","","","","","UGP2017SER-PT02-00001","","","","30","18","1","3","9","2","2","10","4","10","1.55","0.45","80","8","2","1","8","3","0.12","2","82","14","0.3875","0.045","0.142857143","1.4","0.466666667","0.4","0.133333333","0.2","0.066666667","8","2.666666667","28.57142857","2.43902439","33.33333333","1.722222222","2.222222222","88.88888889","91.11111111","5.166666667","6.666666667","266.6666667","273.3333333"
"","","UGP2017SER-PT02","","","","","","","","","UGP2017SER-PT02-00002","","","","30","8","5","3","8","2","2","7","5","9","1.9","0.25","55","4","2","1","3","3","0.02","2.15","57.15","14","0.38","0.027777778","0.153571429","2","0.466666667","0.714285714","0.166666667","0.307142857","0.071666667","7.857142857","1.833333333","35.71428571","3.762029746","23.33333333","2.111111111","2.388888889","61.11111111","63.5","9.047619048","10.23809524","261.9047619","272.1428571"
"","","UGP2017SER-PT02","","","","","","","","","UGP2017SER-PT02-00003","","","","30","23","2","2","9","2","2","18","26","6","13","2.5","37","8","2","1","6","1","0","15.5","52.5","32","0.5","0.416666667","0.484375","1.777777778","1.066666667","1.444444444","0.866666667","0.861111111","0.516666667","2.055555556","1.233333333","81.25","29.52380952","60","14.44444444","17.22222222","41.11111111","58.33333333","24.07407407","28.7037037","68.51851852","97.22222222"
"","","UGP2017SER-PT02","","","","","","","","","UGP2017SER-PT02-00004","","","","30","21","3","3","9","2","2","15","5","4","0.9","0.1","57","8","2","1","6","3","0.12","1","58","9","0.18","0.025","0.111111111","0.6","0.3","0.333333333","0.166666667","0.066666667","0.033333333","3.8","1.9","55.55555556","1.724137931","50","1","1.111111111","63.33333333","64.44444444","2","2.222222222","126.6666667","128.8888889"
"","","UGP2017SER-PT02","","","","","","","","","UGP2017SER-PT02-00005","","","","30","23","2","2","9","2","2","17","2","0","1.1","0","45","8","2","1","6","3","0","1.1","46.1","2","0.55","","0.55","0.117647059","0.066666667","0.117647059","0.066666667","0.064705882","0.036666667","2.647058824","1.5","100","2.386117137","56.66666667","1.222222222","1.222222222","50","51.22222222","2.156862745","2.156862745","88.23529412","90.39215686"
"","","UGP2017SER-PT02","","","","","","","","","UGP2017SER-PT02-00006","","","","30","26","2","2","9","1","2","23","60","9","16","0.5","25","4","2","1","4","3","0.12","16.5","41.5","69","0.266666667","0.055555556","0.239130435","3","2.3","2.608695652","2","0.717391304","0.55","1.086956522","0.833333333","86.95652174","39.75903614","76.66666667","17.77777778","18.33333333","27.77777778","46.11111111","23.1884058","23.91304348","36.23188406","60.14492754"
"","","UGP2017SER-PT02","","","","","","","","","UGP2017SER-PT02-00007","","","","30","17","1","2","9","2","2","14","56","24","18","1.6","40","3","2","1","3","2","1.5","19.6","59.6","80","0.321428571","0.066666667","0.245","5.714285714","2.666666667","4","1.866666667","1.4","0.653333333","2.857142857","1.333333333","70","32.88590604","46.66666667","20","21.77777778","44.44444444","66.22222222","42.85714286","46.66666667","95.23809524","141.9047619"
"","","UGP2017SER-PT02","","","","","","","","","UGP2017SER-PT02-00008","","","","30","9","2","2","7","2","2","8","21","5","9","0.2","3","4","2","1","2","2","0.15","9.2","12.2","26","0.428571429","0.04","0.353846154","3.25","0.866666667","2.625","0.7","1.15","0.306666667","0.375","0.1","80.76923077","75.40983607","26.66666667","10","10.22222222","3.333333333","13.55555556","37.5","38.33333333","12.5","50.83333333"
"","","UGP2017SER-PT02","","","","","","","","","UGP2017SER-PT02-00009","","","","30","27","2","2","9","2","2","23","9","5","3","0.3","5","3","2","1","3","3","0","3.3","8.3","14","0.333333333","0.06","0.235714286","0.608695652","0.466666667","0.391304348","0.3","0.143478261","0.11","0.217391304","0.166666667","64.28571429","39.75903614","76.66666667","3.333333333","3.666666667","5.555555556","9.222222222","4.347826087","4.782608696","7.246376812","12.02898551"
"","","UGP2017SER-PT02","","","","","","","","","UGP2017SER-PT02-00011","","","","30","24","3","2","9","2","2","17","35","8","15","0.4","50","8","2","1","4","2","0","15.4","65.4","43","0.428571429","0.05","0.358139535","2.529411765","1.433333333","2.058823529","1.166666667","0.905882353","0.513333333","2.941176471","1.666666667","81.39534884","23.54740061","56.66666667","16.66666667","17.11111111","55.55555556","72.66666667","29.41176471","30.19607843","98.03921569","128.2352941"
"","","UGP2017SER-PT02","","","","","","","","","UGP2017SER-PT02-00012","","","","30","23","2","2","9","2","2","17","7","20","2.1","0.5","55","9","2","1","3","3","0","2.6","57.6","27","0.3","0.025","0.096296296","1.588235294","0.9","0.411764706","0.233333333","0.152941176","0.086666667","3.235294118","1.833333333","25.92592593","4.513888889","56.66666667","2.333333333","2.888888889","61.11111111","64","4.117647059","5.098039216","107.8431373","112.9411765"
