"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2015SER-PT04","","","","","","","","","UGP2015SER-PT04-00001","","","","30","30","2","2","8","2","2","22","6","1","2","0.02","14","8","4","1","5","3","0.12","2.02","16.02","0.333333333","0.02","7","0.318181818","0.233333333","0.272727273","0.2","0.091818182","0.067333333","0.636363636","0.466666667","85.71428571","12.60923845","73.33333333","2.222222222","2.244444444","15.55555556","17.8","0.288571429","3.03030303","3.060606061","21.21212121","24.27272727"
"","","UGP2015SER-PT04","","","","","","","","","UGP2015SER-PT04-00002","","","","30","30","2","3","8","1","2","18","28","10","8.1","0.5","9.2","8","5","1","7","3","0.12","8.6","17.8","0.289285714","0.05","38","2.111111111","1.266666667","1.555555556","0.933333333","0.477777778","0.286666667","0.511111111","0.306666667","73.68421053","48.31460674","60","9","9.555555556","10.22222222","19.77777778","0.226315789","15","15.92592593","17.03703704","32.96296296"
"","","UGP2015SER-PT04","","","","","","","","","UGP2015SER-PT04-00003","","","","30","30","1","1","9","1","2","22","59","34","11","0.9","15.3","2","7","1","2","3","0","11.9","27.2","0.186440678","0.026470588","93","4.227272727","3.1","2.681818182","1.966666667","0.540909091","0.396666667","0.695454545","0.51","63.44086022","43.75","73.33333333","12.22222222","13.22222222","17","30.22222222","0.127956989","16.66666667","18.03030303","23.18181818","41.21212121"
"","","UGP2015SER-PT04","","","","","","","","","UGP2015SER-PT04-00004","","","","30","30","2","3","8","1","2","22","29","3","5.2","0.04","5.5","5","7","1","3","3","0","5.24","10.74","0.179310345","0.013333333","32","1.454545455","1.066666667","1.318181818","0.966666667","0.238181818","0.174666667","0.25","0.183333333","90.625","48.78957169","73.33333333","5.777777778","5.822222222","6.111111111","11.93333333","0.16375","7.878787879","7.939393939","8.333333333","16.27272727"
"","","UGP2015SER-PT04","","","","","","","","","UGP2015SER-PT04-00005","","","","30","30","2","2","7","1","2","20","39","30","6.2","0.5","6.2","8","5","1","5","4","0","6.7","12.9","0.158974359","0.016666667","69","3.45","2.3","1.95","1.3","0.335","0.223333333","0.31","0.206666667","56.52173913","51.9379845","66.66666667","6.888888889","7.444444444","6.888888889","14.33333333","0.097101449","10.33333333","11.16666667","10.33333333","21.5"
"","","UGP2015SER-PT04","","","","","","","","","UGP2015SER-PT04-00006","","","","30","30","2","1","8","1","2","20","25","6","3.2","1.1","15.4","9","4","1","7","5","0.12","4.3","19.7","0.128","0.183333333","31","1.55","1.033333333","1.25","0.833333333","0.215","0.143333333","0.77","0.513333333","80.64516129","21.82741117","66.66666667","3.555555556","4.777777778","17.11111111","21.88888889","0.138709677","5.333333333","7.166666667","25.66666667","32.83333333"
"","","UGP2015SER-PT04","","","","","","","","","UGP2015SER-PT04-00007","","","","30","30","3","6","7","2","2","17","7","6","1","0.1","1.5","5","3","1","2","5","0","1.1","2.6","0.142857143","0.016666667","13","0.764705882","0.433333333","0.411764706","0.233333333","0.064705882","0.036666667","0.088235294","0.05","53.84615385","42.30769231","56.66666667","1.111111111","1.222222222","1.666666667","2.888888889","0.084615385","1.960784314","2.156862745","2.941176471","5.098039216"
"","","UGP2015SER-PT04","","","","","","","","","UGP2015SER-PT04-00008","","","","30","30","2","4","8","1","2","24","0","0","0","0","8.2","","","","","","","0","8.2","","","0","0","0","0","0","0","0","0.341666667","0.273333333","","0","80","0","0","9.111111111","9.111111111","","0","0","11.38888889","11.38888889"
"","","UGP2015SER-PT04","","","","","","","","","UGP2015SER-PT04-00009","","","","30","30","2","3","7","1","2","29","17","4","3.2","0.09","3.5","5","4","4","4","4","0","3.29","6.79","0.188235294","0.0225","21","0.724137931","0.7","0.586206897","0.566666667","0.113448276","0.109666667","0.120689655","0.116666667","80.95238095","48.45360825","96.66666667","3.555555556","3.655555556","3.888888889","7.544444444","0.156666667","3.67816092","3.781609195","4.022988506","7.804597701"
"","","UGP2015SER-PT04","","","","","","","","","UGP2015SER-PT04-00010","","","","30","30","1","1","8","1","2","26","32","9","8.3","0.03","4.5","8","6","1","4","2","0.12","8.33","12.83","0.259375","0.003333333","41","1.576923077","1.366666667","1.230769231","1.066666667","0.320384615","0.277666667","0.173076923","0.15","78.04878049","64.92595479","86.66666667","9.222222222","9.255555556","5","14.25555556","0.203170732","10.64102564","10.67948718","5.769230769","16.44871795"
