"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2016NAM-PT01","","","","","","","","","UGP2016NAM-PT01-00001","","","","30","28","4","6","8","1","2","20","20","10","4","0.3","6.5","5","4","4","3","1","5.49","4.3","10.8","0.2","0.03","30","1.5","1","1","0.666666667","0.215","0.143333333","0.325","0.216666667","66.66666667","39.81481481","66.66666667","0.143333333","4.444444444","4.777777778","7.222222222","12","6.666666667","7.166666667","10.83333333","18"
"","","UGP2016NAM-PT01","","","","","","","","","UGP2016NAM-PT01-00002","","","","30","20","2","3","7","1","2","10","10","3","1.2","0.06","5.2","5","5","2","1","1","3.96","1.26","6.46","0.12","0.02","13","1.3","0.433333333","1","0.333333333","0.126","0.042","0.52","0.173333333","76.92307692","19.50464396","33.33333333","0.096923077","1.333333333","1.4","5.777777778","7.177777778","4","4.2","17.33333333","21.53333333"
"","","UGP2016NAM-PT01","","","","","","","","","UGP2016NAM-PT01-00003","","","","30","10","4","5","7","1","2","7","4","4","0.3","0.02","0.4","5","5","3","1","2","7.23","0.32","0.72","0.075","0.005","8","1.142857143","0.266666667","0.571428571","0.133333333","0.045714286","0.010666667","0.057142857","0.013333333","50","44.44444444","23.33333333","0.04","0.333333333","0.355555556","0.444444444","0.8","1.428571429","1.523809524","1.904761905","3.428571429"
"","","UGP2016NAM-PT01","","","","","","","","","UGP2016NAM-PT01-00004","","","","30","28","3","5","7","1","2","27","20","20","2","0.1","1.5","5","5","2","3","1","7.76","2.1","3.6","0.1","0.005","40","1.481481481","1.333333333","0.740740741","0.666666667","0.077777778","0.07","0.055555556","0.05","50","58.33333333","90","0.0525","2.222222222","2.333333333","1.666666667","4","2.469135802","2.592592593","1.851851852","4.444444444"
"","","UGP2016NAM-PT01","","","","","","","","","UGP2016NAM-PT01-00005","","","","30","29","4","6","7","2","2","25","25","22","2.6","0.9","3","5","4","3","1","1","10.5","3.5","6.5","0.104","0.040909091","47","1.88","1.566666667","1","0.833333333","0.14","0.116666667","0.12","0.1","53.19148936","53.84615385","83.33333333","0.074468085","2.888888889","3.888888889","3.333333333","7.222222222","3.466666667","4.666666667","4","8.666666667"
"","","UGP2016NAM-PT01","","","","","","","","","UGP2016NAM-PT01-00006","","","","30","26","1","2","9","1","2","26","22","10","3.3","0.34","27","8","2","6","1","1","0","3.64","30.64","0.15","0.034","32","1.230769231","1.066666667","0.846153846","0.733333333","0.14","0.121333333","1.038461538","0.9","68.75","11.87989556","86.66666667","0.11375","3.666666667","4.044444444","30","34.04444444","4.230769231","4.666666667","34.61538462","39.28205128"
"","","UGP2016NAM-PT01","","","","","","","","","UGP2016NAM-PT01-00007","","","","30","30","1","1","9","1","2","24","35","6","1","0.1","13","2","3","6","1","1","0","1.1","14.1","0.028571429","0.016666667","41","1.708333333","1.366666667","1.458333333","1.166666667","0.045833333","0.036666667","0.541666667","0.433333333","85.36585366","7.80141844","80","0.026829268","1.111111111","1.222222222","14.44444444","15.66666667","1.388888889","1.527777778","18.05555556","19.58333333"
"","","UGP2016NAM-PT01","","","","","","","","","UGP2016NAM-PT01-00008","","","","30","27","1","2","8","1","2","26","100","20","15.8","0.9","7.6","4","4","3","2","1","10.5","16.7","24.3","0.158","0.045","120","4.615384615","4","3.846153846","3.333333333","0.642307692","0.556666667","0.292307692","0.253333333","83.33333333","68.72427984","86.66666667","0.139166667","17.55555556","18.55555556","8.444444444","27","20.25641026","21.41025641","9.743589744","31.15384615"
"","","UGP2016NAM-PT01","","","","","","","","","UGP2016NAM-PT01-00009","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","","0","0","0","0","","","",""
"","","UGP2016NAM-PT01","","","","","","","","","UGP2016NAM-PT01-00010","","","","30","28","2","3","8","1","2","25","47","10","10","0.5","5.1","3","4","3","3","1","11.03","10.5","15.6","0.212765957","0.05","57","2.28","1.9","1.88","1.566666667","0.42","0.35","0.204","0.17","82.45614035","67.30769231","83.33333333","0.184210526","11.11111111","11.66666667","5.666666667","17.33333333","13.33333333","14","6.8","20.8"
"","","UGP2016NAM-PT01","","","","","","","","","UGP2016NAM-PT01-00011","","","","30","20","4","5","7","2","2","12","8","2","0.8","0.04","3","5","6","3","1","1","3.76","0.84","3.84","0.1","0.02","10","0.833333333","0.333333333","0.666666667","0.266666667","0.07","0.028","0.25","0.1","80","21.875","40","0.084","0.888888889","0.933333333","3.333333333","4.266666667","2.222222222","2.333333333","8.333333333","10.66666667"
"","","UGP2016NAM-PT01","","","","","","","","","UGP2016NAM-PT01-00012","","","","30","27","1","2","8","1","2","25","30","10","5","0.3","11.2","8","3","2","1","1","7.76","5.3","16.5","0.166666667","0.03","40","1.6","1.333333333","1.2","1","0.212","0.176666667","0.448","0.373333333","75","32.12121212","83.33333333","0.1325","5.555555556","5.888888889","12.44444444","18.33333333","6.666666667","7.066666667","14.93333333","22"
"","","UGP2016NAM-PT01","","","","","","","","","UGP2016NAM-PT01-00013","","","","30","25","2","2","8","1","2","24","24","11","3.6","0.1","5","8","2","8","2","1","0","3.7","8.7","0.15","0.009090909","35","1.458333333","1.166666667","1","0.8","0.154166667","0.123333333","0.208333333","0.166666667","68.57142857","42.52873563","80","0.105714286","4","4.111111111","5.555555556","9.666666667","5","5.138888889","6.944444444","12.08333333"
"","","UGP2016NAM-PT01","","","","","","","","","UGP2016NAM-PT01-00014","","","","30","28","4","6","7","1","2","27","25","10","6.8","0.28","3.8","3","4","6","1","1","10.5","7.08","10.88","0.272","0.028","35","1.296296296","1.166666667","0.925925926","0.833333333","0.262222222","0.236","0.140740741","0.126666667","71.42857143","65.07352941","90","0.202285714","7.555555556","7.866666667","4.222222222","12.08888889","8.395061728","8.740740741","4.691358025","13.43209877"
"","","UGP2016NAM-PT01","","","","","","","","","UGP2016NAM-PT01-00015","","","","30","25","2","3","8","2","3","24","19","18","2.6","0.8","1.2","5","5","3","2","3","14.37","3.4","4.6","0.136842105","0.044444444","37","1.541666667","1.233333333","0.791666667","0.633333333","0.141666667","0.113333333","0.05","0.04","51.35135135","73.91304348","80","0.091891892","2.888888889","3.777777778","1.333333333","5.111111111","3.611111111","4.722222222","1.666666667","6.388888889"
"","","UGP2016NAM-PT01","","","","","","","","","UGP2016NAM-PT01-00016","","","","30","24","2","3","7","1","2","24","15","14","3","0.12","2.4","6","5","2","1","1","14.37","3.12","5.52","0.2","0.008571429","29","1.208333333","0.966666667","0.625","0.5","0.13","0.104","0.1","0.08","51.72413793","56.52173913","80","0.107586207","3.333333333","3.466666667","2.666666667","6.133333333","4.166666667","4.333333333","3.333333333","7.666666667"
"","","UGP2016NAM-PT01","","","","","","","","","UGP2016NAM-PT01-00017","","","","30","23","3","5","7","2","3","17","15","3","2.8","0.04","4.2","5","4","3","2","1","3.03","2.84","7.04","0.186666667","0.013333333","18","1.058823529","0.6","0.882352941","0.5","0.167058824","0.094666667","0.247058824","0.14","83.33333333","40.34090909","56.66666667","0.157777778","3.111111111","3.155555556","4.666666667","7.822222222","5.490196078","5.568627451","8.235294118","13.80392157"
"","","UGP2016NAM-PT01","","","","","","","","","UGP2016NAM-PT01-00018","","","","30","30","1","2","8","1","2","27","40","4","11.2","0.09","12.6","5","3","4","1","1","7.76","11.29","23.89","0.28","0.0225","44","1.62962963","1.466666667","1.481481481","1.333333333","0.418148148","0.376333333","0.466666667","0.42","90.90909091","47.25826706","90","0.256590909","12.44444444","12.54444444","14","26.54444444","13.82716049","13.9382716","15.55555556","29.49382716"
"","","UGP2016NAM-PT01","","","","","","","","","UGP2016NAM-PT01-00019","","","","30","30","5","6","8","1","2","22","15","12","10","0.3","30","5","4","3","3","1","14.37","10.3","40.3","0.666666667","0.025","27","1.227272727","0.9","0.681818182","0.5","0.468181818","0.343333333","1.363636364","1","55.55555556","25.55831266","73.33333333","0.381481481","11.11111111","11.44444444","33.33333333","44.77777778","15.15151515","15.60606061","45.45454545","61.06060606"
"","","UGP2016NAM-PT01","","","","","","","","","UGP2016NAM-PT01-00020","","","","30","27","6","7","7","1","2","25","10","4","15","0.06","4","4","4","4","2","1","7.23","15.06","19.06","1.5","0.015","14","0.56","0.466666667","0.4","0.333333333","0.6024","0.502","0.16","0.133333333","71.42857143","79.01364113","83.33333333","1.075714286","16.66666667","16.73333333","4.444444444","21.17777778","20","20.08","5.333333333","25.41333333"
"","","UGP2016NAM-PT01","","","","","","","","","UGP2016NAM-PT01-00021","","","","30","20","5","6","6","2","3","10","2","2","0.2","0.02","1","5","5","3","2","1","3.03","0.22","1.22","0.1","0.01","4","0.4","0.133333333","0.2","0.066666667","0.022","0.007333333","0.1","0.033333333","50","18.03278689","33.33333333","0.055","0.222222222","0.244444444","1.111111111","1.355555556","0.666666667","0.733333333","3.333333333","4.066666667"
"","","UGP2016NAM-PT01","","","","","","","","","UGP2016NAM-PT01-00022","","","","30","30","1","2","9","1","2","28","30","11","11.5","0.5","15","8","2","3","1","1","0","12","27","0.383333333","0.045454545","41","1.464285714","1.366666667","1.071428571","1","0.428571429","0.4","0.535714286","0.5","73.17073171","44.44444444","93.33333333","0.292682927","12.77777778","13.33333333","16.66666667","30","13.69047619","14.28571429","17.85714286","32.14285714"
"","","UGP2016NAM-PT01","","","","","","","","","UGP2016NAM-PT01-00023","","","","30","17","2","3","7","1","2","10","8","3","1","0.06","5.4","5","5","2","1","1","3.96","1.06","6.46","0.125","0.02","11","1.1","0.366666667","0.8","0.266666667","0.106","0.035333333","0.54","0.18","72.72727273","16.40866873","33.33333333","0.096363636","1.111111111","1.177777778","6","7.177777778","3.333333333","3.533333333","18","21.53333333"
