"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2016NAM-PT09","","","","","","","","","UGP2016NAM-PT09-00001","","","","16","14","3","3","7","1","2","14","25","23","5.1","0.3","5","7","5","2","2","1","7.76","5.4","10.4","48","0.204","0.013043478","0.1125","3.428571429","3","1.785714286","1.5625","0.385714286","0.3375","0.357142857","0.3125","52.08333333","51.92307692","87.5","10.625","11.25","10.41666667","21.66666667","12.14285714","12.85714286","11.9047619","24.76190476"
"","","UGP2016NAM-PT09","","","","","","","","","UGP2016NAM-PT09-00002","","","","16","15","1","2","7","1","1","15","38","28","6","0.8","2.2","4","3","8","2","1","7.76","6.8","9","66","0.157894737","0.028571429","0.103030303","4.4","4.125","2.533333333","2.375","0.453333333","0.425","0.146666667","0.1375","57.57575758","75.55555556","93.75","12.5","14.16666667","4.583333333","18.75","13.33333333","15.11111111","4.888888889","20"
"","","UGP2016NAM-PT09","","","","","","","","","UGP2016NAM-PT09-00003","","","","16","15","2","2","7","1","1","15","34","4","5.5","0.1","2","5","4","2","4","1","12.39","5.6","7.6","38","0.161764706","0.025","0.147368421","2.533333333","2.375","2.266666667","2.125","0.373333333","0.35","0.133333333","0.125","89.47368421","73.68421053","93.75","11.45833333","11.66666667","4.166666667","15.83333333","12.22222222","12.44444444","4.444444444","16.88888889"
"","","UGP2016NAM-PT09","","","","","","","","","UGP2016NAM-PT09-00004","","","","16","15","1","2","8","1","1","15","31","24","6","0.6","5","2","3","3","2","1","0.02","6.6","11.6","55","0.193548387","0.025","0.12","3.666666667","3.4375","2.066666667","1.9375","0.44","0.4125","0.333333333","0.3125","56.36363636","56.89655172","93.75","12.5","13.75","10.41666667","24.16666667","13.33333333","14.66666667","11.11111111","25.77777778"
"","","UGP2016NAM-PT09","","","","","","","","","UGP2016NAM-PT09-00005","","","","16","15","1","2","8","1","2","15","13","20","2.5","0.2","3","2","5","8","3","1","0","2.7","5.7","33","0.192307692","0.01","0.081818182","2.2","2.0625","0.866666667","0.8125","0.18","0.16875","0.2","0.1875","39.39393939","47.36842105","93.75","5.208333333","5.625","6.25","11.875","5.555555556","6","6.666666667","12.66666667"
"","","UGP2016NAM-PT09","","","","","","","","","UGP2016NAM-PT09-00006","","","","16","14","2","2","7","1","3","12","11","5","2","0.1","2.5","3","7","6","3","1","10.5","2.1","4.6","16","0.181818182","0.02","0.13125","1.333333333","1","0.916666667","0.6875","0.175","0.13125","0.208333333","0.15625","68.75","45.65217391","75","4.166666667","4.375","5.208333333","9.583333333","5.555555556","5.833333333","6.944444444","12.77777778"
"","","UGP2016NAM-PT09","","","","","","","","","UGP2016NAM-PT09-00007","","","","16","12","1","1","7","1","1","7","17","8","2.5","0.2","1.5","5","4","2","2","1","0.15","2.7","4.2","25","0.147058824","0.025","0.108","3.571428571","1.5625","2.428571429","1.0625","0.385714286","0.16875","0.214285714","0.09375","68","64.28571429","43.75","5.208333333","5.625","3.125","8.75","11.9047619","12.85714286","7.142857143","20"
"","","UGP2016NAM-PT09","","","","","","","","","UGP2016NAM-PT09-00008","","","","16","14","1","1","9","1","2","14","39","9","8.5","0.4","3","4","3","8","3","2","5.49","8.9","11.9","48","0.217948718","0.044444444","0.185416667","3.428571429","3","2.785714286","2.4375","0.635714286","0.55625","0.214285714","0.1875","81.25","74.78991597","87.5","17.70833333","18.54166667","6.25","24.79166667","20.23809524","21.19047619","7.142857143","28.33333333"
"","","UGP2016NAM-PT09","","","","","","","","","UGP2016NAM-PT09-00009","","","","16","14","2","2","8","1","2","11","19","8","5","0.2","3.2","2","4","7","2","1","0","5.2","8.4","27","0.263157895","0.025","0.192592593","2.454545455","1.6875","1.727272727","1.1875","0.472727273","0.325","0.290909091","0.2","70.37037037","61.9047619","68.75","10.41666667","10.83333333","6.666666667","17.5","15.15151515","15.75757576","9.696969697","25.45454545"
"","","UGP2016NAM-PT09","","","","","","","","","UGP2016NAM-PT09-00010","","","","16","14","3","1","9","1","1","14","27","15","4","0.4","4.2","5","4","8","2","3","0.15","4.4","8.6","42","0.148148148","0.026666667","0.104761905","3","2.625","1.928571429","1.6875","0.314285714","0.275","0.3","0.2625","64.28571429","51.1627907","87.5","8.333333333","9.166666667","8.75","17.91666667","9.523809524","10.47619048","10","20.47619048"
